Date,IWF,IWM,MTUM,SPY,VKTX,VLUE,VXX
2018-12-19,-4.434011976047904,-4.808862275449101,-4.1897005988023945,-4.757844311377245,1.0,-4.7616766467065865,0.0
2018-12-20,-4.394630553575671,-4.76360180565455,-4.160133048229984,-4.719885958660014,1.0,-4.7203611309099545,0.0
2018-12-21,-4.358793022159359,-4.727958510136728,-4.124705327675624,-4.684347006129184,1.0,-4.677982083922678,0.0
2018-12-24,-4.294227188081937,-4.659916201117319,-4.071461824953445,-4.6247672253258845,1.0,-4.626862197392924,0.0
2018-12-26,-4.256806645131518,-4.627365020766036,-4.02930318412552,-4.577526534379327,1.0,-4.582602676511306,0.0
2018-12-27,-3.9925828970331585,-4.37674520069808,-3.7783595113438047,-4.317844677137871,1.0,-4.349476439790576,0.0
2018-12-28,-4.029955947136564,-4.425991189427313,-3.8125550660792946,-4.363215859030836,1.0,-4.394493392070484,0.0
2018-12-31,-4.033068783068783,-4.430996472663139,-3.8154761904761907,-4.367504409171076,1.0,-4.398809523809525,0.0
2019-01-02,-4.027967408059898,-4.42699845848932,-3.8079718123761284,-4.362915657344197,1.0,-4.395727813256992,0.0
2019-01-03,-4.039991162174105,-4.444763588157313,-3.8168360583296503,-4.379584622182943,1.0,-4.413610251878038,0.0
2019-01-04,-3.964091403699674,-4.386071817192601,-3.7488574537540806,-4.310990206746464,1.0,-4.352992383025027,0.0
2019-01-07,-3.8438228438228434,-4.262767535494808,-3.6499258317440133,-4.198770926043653,1.0,-4.235643144734054,0.0
2019-01-08,-3.8326642721318405,-4.244665117261779,-3.639552081132474,-4.189097823790408,1.0,-4.2224804563701674,0.0
2019-01-09,-3.8324175824175826,-4.241335587489433,-3.639475908706678,-4.19167371090448,1.0,-4.22759932375317,0.0
2019-01-10,-3.8346723044397466,-4.241649048625793,-3.6414376321353066,-4.194503171247357,1.0,-4.229175475687104,0.0
2019-01-11,-3.845159923744969,-4.242745181105698,-3.657064181317517,-4.20080491421309,1.0,-4.236390595212879,0.0
2019-01-14,-3.8457953823342512,-4.242533361575937,-3.6574878203770385,-4.2010167337428515,1.0,-4.235119678034315,0.0
2019-01-15,-3.8570214574038664,-4.251752708731676,-3.6728277034204377,-4.213299341406416,1.0,-4.2500531123858085,0.0
2019-01-16,-3.8437897414158546,-4.243747350572277,-3.659601526070369,-4.202416278083934,1.0,-4.245866892751166,0.0
2019-01-17,-3.8595744680851065,-4.258723404255319,-3.6748936170212767,-4.2197872340425535,1.0,-4.263617021276596,0.0
2019-01-18,-3.7395704254440316,-4.11875258157786,-3.569599339116068,-4.086534489880215,1.0,-4.138166047087981,0.0
2019-01-22,-3.7563969211566466,-4.153734137715831,-3.593093405450385,-4.130226752652382,1.0,-4.169752444351987,0.0
2019-01-23,-3.707066557107642,-4.083196384552178,-3.5552588331963846,-4.075801150369761,1.0,-4.120994248151192,0.0
2019-01-24,-3.6433467741935486,-3.9959677419354835,-3.4951612903225806,-3.9933467741935487,1.0,-4.033467741935484,0.0
2019-01-25,-3.773891317926296,-4.112846137830522,-3.6248178221944616,-4.134499271288778,1.0,-4.174266083697689,0.0
2019-01-28,-3.785923141186299,-4.117585630743525,-3.64578111946533,-4.150375939849624,1.0,-4.185672514619883,0.0
2019-01-29,-3.7683510085256806,-4.093366604283634,-3.6319401122894575,-4.1316281971303805,1.0,-4.169058016219588,0.0
2019-01-30,-3.766576595302432,-4.091249220536271,-3.630430263978383,-4.129702764498025,1.0,-4.167740594471004,0.0
2019-01-31,-3.7511415525114153,-4.0936073059360725,-3.6201743462017433,-4.121004566210046,1.0,-4.1697799916978,0.0
2019-02-01,-3.760923845193508,-4.10341240116521,-3.630045776113192,-4.1327507282563465,1.0,-4.1801914273824385,0.0
2019-02-04,-3.760923845193508,-4.103828547648773,-3.6298377028714106,-4.1327507282563465,1.0,-4.179983354140658,0.0
2019-02-05,-3.747457978833783,-4.091097738119942,-3.61983814069309,-4.121186968250675,1.0,-4.171612367711143,0.0
2019-02-06,-3.7394366197183095,-4.080778790389395,-3.614954432477216,-4.112676056338028,1.0,-4.164664457332228,0.0
2019-02-07,-3.7386622489128185,-4.079726651480637,-3.6144129219300063,-4.111824394284531,1.0,-4.163802029405674,0.0
2019-02-08,-3.737060041407867,-4.076811594202899,-3.616770186335404,-4.111594202898551,1.0,-4.161490683229814,0.0
2019-02-11,-3.7296962182269064,-4.0646827856995245,-3.6104567059309773,-4.104360405042364,1.0,-4.15623062616243,0.0
2019-02-12,-3.747613117476131,-4.084059775840598,-3.625363221253632,-4.123702781237028,1.0,-4.174346201743462,0.0
2019-02-13,-3.7400954158888196,-4.087533706699855,-3.6187512964115327,-4.122796100394108,1.0,-4.173615432482887,0.0
2019-02-14,-3.7518718801996673,-4.0894342762063225,-3.6347753743760403,-4.137063227953411,1.0,-4.185732113144759,0.0
2019-02-15,-3.7575,-4.101875,-3.63875,-4.1431249999999995,1.0,-4.191875,0.0
2019-02-19,-3.76224213377787,-4.096895186497187,-3.641591998332986,-4.145238591373203,1.0,-4.191706605542822,0.0
2019-02-20,-3.748546511627907,-4.085132890365449,-3.627906976744186,-4.127906976744186,1.0,-4.174418604651162,0.0
2019-02-21,-3.7505193186539256,-4.087660988782717,-3.6302451184046527,-4.129206481096801,1.0,-4.175114250103864,0.0
2019-02-22,-3.736602524312022,-4.067866749430995,-3.6178357128077803,-4.1123525760397275,1.0,-4.156424581005587,0.0
2019-02-25,-3.766743167118715,-4.100563321510536,-3.6519924890465263,-4.150010431879825,1.0,-4.194450239933236,0.0
2019-02-26,-3.7675292153589317,-4.101419031719533,-3.6523372287145244,-4.151293823038397,1.0,-4.195742904841403,0.0
2019-02-27,-3.770724577155982,-4.103153059093756,-3.6558780538734603,-4.1541031530590935,1.0,-4.197327208185425,0.0
2019-02-28,-3.778405524168236,-4.112785101485667,-3.663318685917556,-4.163841807909605,1.0,-4.206737811257585,0.0
2019-03-01,-3.7768249320225897,-4.110646308303703,-3.6617862371888728,-4.162099979083874,1.0,-4.204768876804016,0.0
2019-03-04,-3.7729933110367893,-4.10765050167224,-3.6590719063545154,-4.159489966555184,1.0,-4.203804347826087,0.0
2019-03-05,-3.7858340318524726,-4.114626990779548,-3.665758591785415,-4.173512154233026,1.0,-4.215632858340318,0.0
2019-03-06,-3.785459878483134,-4.112926880368741,-3.666247642991829,-4.172428242195684,1.0,-4.214121097842028,0.0
2019-03-07,-3.7760601629412993,-4.094213494881972,-3.6571965740547316,-4.1623146020472115,1.0,-4.200334238562774,0.0
2019-03-08,-3.827651916154986,-4.145034935422401,-3.7209400804573365,-4.22210459453737,1.0,-4.25725174677112,0.0
2019-03-11,-3.8043386689132266,-4.119839932603202,-3.704717775905644,-4.196503791069924,0.981044650379107,-4.236099410278012,0.018955349620893007
2019-03-12,-3.7451224574512247,-4.03922789539228,-3.6627231216272316,-4.131589871315899,0.9682440846824409,-4.177044416770445,0.031755915317559155
2019-03-13,-3.6305617072679683,-3.91061002617274,-3.555264747332394,-3.9967787396819006,0.9289309442319308,-4.039460438896719,0.07106905576806927
2019-03-14,-3.6421647819063003,-3.9230613893376414,-3.567043618739903,-4.009491114701131,0.9317447495961227,-4.0521001615508885,0.06825525040387723
2019-03-15,-3.648200566114031,-3.924989890820865,-3.573797007682976,-4.013546300040436,0.9274160938131824,-4.057824504650222,0.07258390618681762
2019-03-18,-3.578152929493545,-3.8520357497517383,-3.5189672293942404,-3.9336643495531285,0.9046673286991063,-3.978351539225422,0.09533267130089373
2019-03-19,-3.574379344587885,-3.85441906653426,-3.514995034756703,-3.934657398212513,0.9042701092353526,-3.9825223435948365,0.09572989076464747
2019-03-20,-3.5427165354330707,-3.8183070866141735,-3.4832677165354333,-3.8962598425196853,0.893503937007874,-3.944685039370079,0.10649606299212598
2019-03-21,-3.5185764567852953,-3.79155260070395,-3.4597184200234654,-3.8699648025029334,0.8904966757919437,-3.9141572154868984,0.10950332420805632
2019-03-22,-3.545239503252513,-3.8200275970825937,-3.4930021683422035,-3.9067612852355604,0.8953282081608516,-3.946974177015572,0.10467179183914842
2019-03-25,-3.7410325523533077,-4.007049554219366,-3.701637984656853,-4.122952519178934,0.9564586357039188,-4.161310387725482,0.04354136429608128
2019-03-26,-3.809453471196455,-4.081873813040726,-3.776746148976578,-4.195399873391011,0.9666596328339312,-4.2380248997678835,0.03334036716606879
2019-03-27,-3.8671373555840822,-4.137997432605905,-3.83354728284125,-4.256953359007275,0.9803166452717159,-4.299315361574669,0.019683354728284128
2019-03-28,-3.82546070747723,-4.093200593094684,-3.797924168608346,-4.210760432111841,0.9694979877144674,-4.254607074772295,0.03050201228553273
2019-03-29,-3.8843508168529666,-4.155202063628547,-3.8598452278589854,-4.275795356835769,0.9828030954428203,-4.320937231298366,0.017196904557179708
2019-04-01,-3.9953550099535504,-4.2831232028312325,-3.96859101968591,-4.411192214111922,1.0,-4.460738774607387,0.0
2019-04-02,-3.9627274720456045,-4.242271431703574,-3.9454067090550318,-4.367901775926333,0.9949572462179347,-4.406709055031792,0.005042753782065337
2019-04-03,-3.996022099447514,-4.277569060773481,-3.977016574585636,-4.4053038674033145,1.0,-4.443314917127072,0.0
2019-04-04,-4.007310589277802,-4.287549844926894,-3.987151085511741,-4.416925121843155,1.0,-4.4543642002658395,0.0
2019-04-05,-3.9592997811816186,-4.229102844638949,-3.935229759299781,-4.360393873085338,0.9899343544857767,-4.398030634573304,0.010065645514223193
2019-04-08,-3.899525657611039,-4.16235446313066,-3.875592927986201,-4.293229840448469,0.980595084087969,-4.330099180681328,0.01940491591203105
2019-04-09,-3.9500980605796467,-4.201568969274352,-3.9246023098714318,-4.341904554369144,0.986053606450207,-4.373283939856178,0.013946393549792985
2019-04-10,-3.999779492833517,-4.250496141124586,-3.9757442116868793,-4.396912899669239,1.0,-4.427783902976847,0.0
2019-04-11,-3.9828984871738653,-4.215084411313309,-3.959657969743478,-4.372286779215084,0.9960534970401228,-4.395308046481035,0.00394650295987722
2019-04-12,-3.977446901686009,-4.209546748412525,-3.954236917013357,-4.3658857017735935,0.995182833369827,-4.389095686446245,0.004817166630172981
2019-04-15,-4.005512679162073,-4.2418963616317535,-3.9841234840132307,-4.396692392502756,1.0,-4.4227122381477395,0.0
2019-04-16,-4.008384819064431,-4.245807590467785,-3.9869814651368047,-4.399161518093557,1.0,-4.425198587819947,0.0
2019-04-17,-3.9997798326728313,-4.2305151915455745,-3.9801849405548215,-4.3903566710700135,1.0,-4.415896081021576,0.0
2019-04-18,-4.001542189909672,-4.233311302048909,-3.9808327825512224,-4.3945803040317255,1.0,-4.4210178453403834,0.0
2019-04-22,-4.01502430402121,-4.245912505523641,-3.9900574458683162,-4.408528501988511,1.0,-4.435262925320371,0.0
2019-04-23,-4.017462422634836,-4.2488947833775415,-3.9933687002652514,-4.409372236958443,1.0,-4.4354553492484525,0.0
2019-04-24,-4.005512679162073,-4.234399117971334,-3.9863285556780594,-4.398235942668136,1.0,-4.426460859977949,0.0
2019-04-25,-4.011704946996466,-4.23785335689046,-3.995803886925795,-4.405918727915195,1.0,-4.433524734982332,0.0
2019-04-26,-3.9883669885864794,-4.208296751536436,-3.9730026338893762,-4.377085162423177,0.9938542581211589,-4.402546093064092,0.006145741878841087
2019-04-29,-4.000220118864187,-4.218578032137353,-3.983491085186,-4.390931102795509,0.99735857362976,-4.4184459608188416,0.0026414263702399295
2019-04-30,-3.9940659340659344,-4.211428571428572,-3.978021978021978,-4.383736263736264,0.9956043956043956,-4.410549450549451,0.004395604395604396
2019-05-01,-3.974852394489394,-4.188060354253225,-3.955390334572491,-4.362562869013777,0.9884102339820686,-4.386617100371748,0.011589766017931337
2019-05-02,-3.8548387096774195,-4.057724957555179,-3.835738539898133,-4.224533106960951,0.9645585738539899,-4.249575551782683,0.03544142614601019
2019-05-03,-3.867787949755163,-4.071535022354695,-3.8488396849052586,-4.238450074515649,0.9672131147540983,-4.26357249308069,0.03278688524590164
2019-05-06,-3.9306095979247733,-4.12970168612192,-3.9148292261132736,-4.30825767401643,0.98400345871163,-4.333549502810204,0.015996541288370084
2019-05-07,-3.921035598705502,-4.122114347357066,-3.9091693635382954,-4.298166127292341,0.9838187702265372,-4.324487594390507,0.016181229773462782
2019-05-08,-3.9412529807066985,-4.14133969217429,-3.9336657272924347,-4.317363971385216,1.0,-4.344461305007588,0.0
2019-05-09,-3.9491856677524426,-4.147665580890337,-3.941585233441911,-4.326167209554832,1.0,-4.35114006514658,0.0
2019-05-10,-3.9457582989802558,-4.14406595790844,-3.9385983944456497,-4.3219787372532,1.0,-4.346495986114125,0.0
2019-05-13,-3.923657537200776,-4.118179857666594,-3.914168643519517,-4.291999137373302,1.0,-4.317662281647617,0.0
2019-05-14,-3.8649339582445674,-4.049637835534726,-3.8885811674478052,-4.23988069876438,1.0,-4.26075841499787,0.0
2019-05-15,-3.8340740740740737,-4.024550264550264,-3.865185185185185,-4.212063492063492,1.0,-4.228148148148148,0.0
2019-05-16,-2.2849405548216644,-2.4578599735799207,-2.326552179656539,-2.5598414795244384,1.0,-2.580845442536327,0.0
2019-05-17,-2.280833663105131,-2.4508640021105395,-2.3254188101833533,-2.553752803060282,1.0,-2.5801345468935497,0.0
2019-05-20,-2.2719390436153444,-2.437204414083027,-2.3185759327377826,-2.541513399894903,1.0,-2.567919075144509,0.0
2019-05-21,-2.268311892885272,-2.4358099238645314,-2.318193751640851,-2.538724074560252,1.0,-2.56576529272775,0.0
2019-05-22,-2.258503401360544,-2.424908424908425,-2.3114861329147045,-2.5303506017791735,1.0,-2.55690737833595,0.0
2019-05-23,-2.2477553675992192,-2.411841249186727,-2.3031880286271957,-2.5129472999349383,1.0,-2.5367599219258294,0.0
2019-05-24,-2.243762993762994,-2.4017671517671517,-2.3053534303534304,-2.509485446985447,1.0,-2.5335239085239083,0.0
2019-05-28,-2.2315939033841383,-2.3856884525962285,-2.2929475587703436,-2.4916042366313613,1.0,-2.5147248772926893,0.0
2019-05-29,-2.22781217750258,-2.3836429308565528,-2.288957688338493,-2.4886480908152735,1.0,-2.5108359133126936,0.0
2019-05-30,-2.210667689946278,-2.361985162445638,-2.2677155282680994,-2.4638014837554363,1.0,-2.4868252750063955,0.0
2019-05-31,-2.2105128533060494,-2.3627062284179563,-2.2665302468346336,-2.4628469113697404,1.0,-2.486635119580509,0.0
2019-06-03,-2.182104997476022,-2.3282433114588588,-2.2417970721857645,-2.4246592629984853,1.0,-2.4429581019687023,0.0
2019-06-04,-2.1800176611580673,-2.3284975400529837,-2.2405702031033177,-2.4233631891005425,1.0,-2.4426643118455913,0.0
2019-06-05,-2.1584344129048394,-2.303488808303114,-2.2255845942228336,-2.404026509941228,1.0,-2.4131549330999125,0.0
2019-06-06,-2.1566641660415105,-2.307076769192298,-2.2211802950737685,-2.402350587646912,1.0,-2.4158539634908727,0.0
2019-06-07,-2.1439741839394317,-2.2920441851805884,-2.2044185180588305,-2.3786769268958667,1.0,-2.3924537669107604,0.0
2019-06-10,-2.1334240138493876,-2.2847780388277483,-2.196488190923705,-2.367379745270187,1.0,-2.3835785829108445,0.0
2019-06-11,-2.147687717553456,-2.296618597712581,-2.215440079562407,-2.3785430134261563,1.0,-2.393336648433615,0.0
2019-06-12,-2.148221835364337,-2.297562795324546,-2.2158666998259138,-2.3790101964685397,1.0,-2.3940562049241483,0.0
2019-06-13,-2.15670617592015,-2.3081721771678105,-2.226325639426076,-2.3860262008733626,1.0,-2.3995009357454773,0.0
2019-06-14,-2.155965590325396,-2.304201471138262,-2.2274030669492584,-2.3844907118813117,1.0,-2.3950878942775216,0.0
2019-06-17,-2.1549102691924227,-2.3029661016949152,-2.226694915254237,-2.384097706879362,1.0,-2.3939431704885346,0.0
2019-06-18,-2.153941960393573,-2.301781043716528,-2.225183709054677,-2.382114833727737,1.0,-2.391829617636069,0.0
2019-06-19,-2.1501553760099443,-2.2940957116221257,-2.2233685518955877,-2.3773772529521446,1.0,-2.38508390304537,0.0
2019-06-20,-2.151990049751244,-2.2970149253731345,-2.2225124378109453,-2.378855721393035,1.0,-2.3873134328358208,0.0
2019-06-21,-2.1574616631342725,-2.304700162074554,-2.2271537214811117,-2.3838673482109463,1.0,-2.3939658396708636,0.0
2019-06-24,-2.1603844233649525,-2.3046679980029956,-2.230154767848228,-2.3866699950074888,1.0,-2.399400898652022,0.0
2019-06-25,-2.151236485646825,-2.2900459798682737,-2.2212004473716913,-2.3762893003603827,1.0,-2.3882192121287433,0.0
2019-06-26,-2.1416346273099345,-2.2871139774277567,-2.2134441274959693,-2.3699615527719216,1.0,-2.3901773533424286,0.0
2019-06-27,-2.146814060365172,-2.2890324183331265,-2.2192274251645756,-2.373245559557819,1.0,-2.3924978263569745,0.0
2019-06-28,-2.14301662118581,-2.284296700570578,-2.216571570329943,-2.370503597122302,1.0,-2.3893574795336145,0.0
2019-07-01,-2.1454613095238093,-2.281374007936508,-2.216889880952381,-2.370535714285714,1.0,-2.3864087301587302,0.0
2019-07-02,-2.1261216963736937,-2.2623232944068836,-2.1960663798401967,-2.3457897971727104,1.0,-2.3622618315918866,0.0
2019-07-03,-2.128,-2.2672,-2.1975384615384614,-2.348676923076923,1.0,-2.3664,0.0
2019-07-05,-2.1234340456890197,-2.259641365757799,-2.193318594939818,-2.3438958486858263,1.0,-2.361704740849914,0.0
2019-07-08,-2.114617737003058,-2.2510091743119265,-2.1831192660550456,-2.3324770642201833,1.0,-2.3511926605504585,0.0
2019-07-09,-2.1144814090019572,-2.2495107632093934,-2.1833414872798436,-2.3323140900195694,1.0,-2.351394324853229,0.0
2019-07-10,-2.1140726250152833,-2.247096222032033,-2.182296124220565,-2.332314463870889,1.0,-2.350776378530383,0.0
2019-07-11,-2.1185112634671888,-2.2491429970617043,-2.187071498530852,-2.3353330068560236,1.0,-2.3528403525954946,0.0
2019-07-12,-2.11914373088685,-2.2462385321100915,-2.185565749235474,-2.332966360856269,1.0,-2.3485015290519877,0.0
2019-07-15,-2.123974029155948,-2.2517456817346564,-2.1918412348401324,-2.3350483890726452,1.0,-2.3479113071174815,0.0
2019-07-16,-2.1254133496631966,-2.2507042253521123,-2.192896509491733,-2.3332516840171467,1.0,-2.3451316595223517,0.0
2019-07-17,-2.13103278889844,-2.259118261083139,-2.1983298538622127,-2.3399238609848947,1.0,-2.3520815424290804,0.0
2019-07-18,-2.1293568973981345,-2.2576092292587138,-2.1969808541973492,-2.338610702012764,1.0,-2.350392734413353,0.0
2019-07-19,-2.1321380326660933,-2.2589954562200663,-2.198821073314503,-2.339309836669532,1.0,-2.3510991035244997,0.0
2019-07-22,-2.1261791008207767,-2.2513781697905184,-2.1917187308587534,-2.333578341296092,1.0,-2.3476662991547226,0.0
2019-07-23,-2.1264550912878324,-2.252665114569293,-2.1921333169954664,-2.3339051586815343,1.0,-2.3481191030510966,0.0
2019-07-24,-2.1314755708323103,-2.256567640559784,-2.198993370979622,-2.3380800392830836,1.0,-2.3507242818561256,0.0
2019-07-25,-2.129981606376456,-2.2505211526670754,-2.198651134273452,-2.336848559166156,1.0,-2.3465358675659105,0.0
2019-07-26,-2.123746637319638,-2.2429689410613842,-2.192956713132795,-2.3295426754707753,1.0,-2.338713621912448,0.0
2019-07-29,-2.116026812918952,-2.230956733698964,-2.185496648385131,-2.3218769043266305,1.0,-2.33345521023766,0.0
2019-07-30,-2.1163130943672277,-2.231528895391368,-2.1866617898073644,-2.3228480858327236,1.0,-2.334796391124116,0.0
2019-07-31,-2.118063178436395,-2.2319795096963047,-2.1879497499695084,-2.3232101475789735,1.0,-2.3352847908281498,0.0
2019-08-01,-2.120771767004518,-2.238612773232385,-2.1897667602881916,-2.325314446208328,1.0,-2.3367932592502134,0.0
2019-08-02,-2.119614304894422,-2.2356890028072742,-2.19113877700476,-2.3238130111070427,1.0,-2.335286219943854,0.0
2019-08-05,-2.1141569200779724,-2.2312378167641325,-2.185672514619883,-2.320175438596491,1.0,-2.3318713450292394,0.0
2019-08-06,-2.0819790538100396,-2.2039244011074994,-2.156976044299988,-2.289153725773444,1.0,-2.30600698206332,0.0
2019-08-07,-2.0739762219286657,-2.2028341539570073,-2.147832352587967,-2.282214483007085,1.0,-2.3023898162603578,0.0
2019-08-08,-2.070118662351672,-2.19801030804267,-2.142994126812897,-2.2772384034519955,1.0,-2.2977346278317152,0.0
