Date,BMTC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.12533938885323592,-0.6766549834625067,-0.04430567211334354,-0.32833094732685,-0.2936762600582515,0.0
2018-09-25,1.0,-0.1241789565001859,-0.68199281199653,-0.03985623993059859,-0.33305242285289377,-0.2995414549510472,0.0
2018-09-26,1.0,-0.12420066425420116,-0.6820998364150102,-0.03995439448768155,-0.33299459673821447,-0.2993109601943192,0.0
2018-09-27,1.0,-0.12324846312750443,-0.6908832972448294,-0.03805470519425571,-0.3351750914656911,-0.30150078399163743,0.0
2018-09-28,1.0,-0.12310219523122105,-0.6908507143212702,-0.03830454477574792,-0.33513365523420774,-0.30153317736074464,0.0
2018-10-01,1.0,-0.12259771377227573,-0.6951280387360854,-0.038761044276943046,-0.33597064843009034,-0.30347426745869316,0.0
2018-10-02,1.0,-0.12334204180064308,-0.7200060289389068,-0.03192825562700965,-0.33508340032154343,-0.30169815112540194,0.0
2018-10-03,1.0,-0.12353960955754881,-0.7202582849677144,-0.03213487098314113,-0.33501670812291146,-0.3015502123062235,0.0
2018-10-04,1.0,-0.12302854986794114,-0.7226009307005409,-0.032197207898377565,-0.3341718022890202,-0.30340837630486733,0.0
2018-10-05,1.0,-0.11071258371165567,-0.7194311369735884,-0.021294740274398656,-0.34299831949635057,-0.31377762171110385,0.0
2018-10-08,1.0,-0.1093554364701758,-0.7176340962588271,-0.019031401812991438,-0.34481895126959483,-0.31326689036910904,0.0
2018-10-09,1.0,-0.1067031807446862,-0.7213456610220592,-0.009069895985126376,-0.35246972513944025,-0.32284809808552334,0.0
2018-10-10,1.0,-0.10703970665796016,-0.7208227641459677,-0.009644121857498054,-0.3526383203154431,-0.3213702689805861,0.0
2018-10-11,1.0,-0.06996026100181524,-0.7205023794338419,-0.0,-0.33942501103861056,-0.32316145807780994,0.0
2018-10-12,1.0,-0.07009413819875776,-0.7194293478260869,-0.0,-0.3274213897515527,-0.30929736024844723,0.0
2018-10-15,1.0,-0.03237172428980401,-0.7691404242824635,-0.0,-0.32733856957596225,-0.3179671633756637,0.0
2018-10-16,1.0,-0.03073008416519867,-0.7717018986102956,-0.0,-0.3268007437854766,-0.3174300254452926,0.0
2018-10-17,1.0,-0.01779677388196658,-0.7496377861489424,-0.0,-0.3243021346469622,-0.32299816478315463,0.0
2018-10-18,1.0,-0.01757774773034576,-0.7495412401004443,-0.0,-0.3244398300173846,-0.322966969287232,0.0
2018-10-19,1.0,-0.019327792536986035,-0.7648979989763338,-0.0,-0.32718321187452776,-0.3258670696336738,0.0
2018-10-22,1.0,-0.030523182483224862,-0.8205438676151557,-0.0,-0.336234296957772,-0.33527571767317493,0.0
2018-10-23,1.0,-0.02191044621863938,-0.8395214841226778,-0.0,-0.3647520864015709,-0.357569180683668,0.0
2018-10-24,1.0,-0.019932353928377788,-0.8367457592109679,-0.0,-0.3655211587617154,-0.35971185871782296,0.0
2018-10-25,1.0,-0.0017942432589522631,-0.8175684213186424,-0.0,-0.3648126152990826,-0.3429279017462283,0.0
2018-10-26,1.0,-0.0027539161192521476,-0.8160181910055584,-0.0,-0.364855987872663,-0.342900454775139,0.0
2018-10-29,1.0,-0.0,-0.82485576801955,-0.0,-0.34943188975386086,-0.3450230519235129,0.0
2018-10-30,1.0,-0.0,-0.8229445313682936,-0.0,-0.345682127895826,-0.3549941957300762,0.0
2018-10-31,1.0,-0.0,-0.8158238664924098,-0.0,-0.34457625414697896,-0.35289534533025035,0.0
2018-11-01,1.0,-0.0,-0.822976842316773,-0.0,-0.33892600592756317,-0.34977646054151806,0.0
2018-11-02,1.0,-0.0,-0.799224612306153,-0.0,-0.3529264632316158,-0.34909954977488744,0.0
2018-11-05,1.0,-0.0,-0.8037656589903234,-0.0,-0.3524366764183732,-0.34421023679143853,0.0
2018-11-06,1.0,-0.0,-0.8061596920153993,-0.0,-0.3516574171291435,-0.3420578971051448,0.0
2018-11-07,1.0,-0.0,-0.8063370595443519,-0.0,-0.3521394453197289,-0.3423362592842674,0.0
2018-11-08,1.0,-0.0,-0.8039780487199225,-0.0,-0.33820863648779514,-0.3409649623798763,0.0
2018-11-09,1.0,-0.0,-0.8040599299326658,-0.0,-0.33967749149004894,-0.34091982011081573,0.0
2018-11-12,1.0,-0.0,-0.7959633481921743,-0.0,-0.3418276374442794,-0.3386825160970777,0.0
2018-11-13,1.0,-0.0,-0.7934806656997468,-0.0,-0.3342756704933749,-0.3305145160893827,0.0
2018-11-14,1.0,-0.0,-0.7932900432900433,-0.0,-0.33559622195985833,-0.33077528532073985,0.0
2018-11-15,1.0,-0.0,-0.7940300711174545,-0.0,-0.33508871225730247,-0.3317174003986515,0.0
2018-11-16,1.0,-0.0,-0.7882367387033398,-0.0,-0.3335952848722986,-0.33396365422396856,0.0
2018-11-19,1.0,-0.0,-0.7881102052843533,-0.0,-0.33341518514880664,-0.33405362930949806,0.0
2018-11-20,1.0,-0.0,-0.7795935316820557,-0.0,-0.3249059553471102,-0.3382187698470858,0.0
2018-11-21,1.0,-0.0,-0.7794779477947794,-0.0,-0.32237818376432237,-0.3308195684433308,0.0
2018-11-23,1.0,-0.0,-0.7715209254848588,-0.0,-0.32664171486900306,-0.3322072619452681,0.0
2018-11-26,1.0,-0.0,-0.7745705469300485,-0.0,-0.3248050149427801,-0.33034477731613093,0.0
2018-11-27,1.0,-0.0,-0.774899530334576,-0.0,-0.31985667941703383,-0.32617537403767005,0.0
2018-11-28,1.0,-0.0,-0.7806450049671683,-0.0,-0.3174383949989096,-0.3249254924765574,0.0
2018-11-29,1.0,-0.0,-0.7697668829608266,-0.0,-0.30963710646479214,-0.32384042297524634,0.0
2018-11-30,1.0,-0.0,-0.7699867836116784,-0.0,-0.3095037846930193,-0.3234891265168809,0.0
2018-12-03,1.0,-0.0,-0.7704705089964399,-0.0,-0.3105696141633792,-0.32442509381314344,0.0
2018-12-04,1.0,-0.0,-0.7754866618601298,-0.0,-0.3052631578947368,-0.32251862533044945,0.0
2018-12-06,1.0,-0.0,-0.8041964898519463,-0.0,-0.3116972252181586,-0.33532699284243556,0.0
2018-12-07,1.0,-0.0,-0.804709345106696,-0.0,-0.311037527593819,-0.337037037037037,0.0
2018-12-10,1.0,-0.0,-0.8165618192054439,-0.0,-0.31224145105622597,-0.3189729028467922,0.0
2018-12-11,1.0,-0.0,-0.8164659224441833,-0.0,-0.3118145319232276,-0.31981981981981983,0.0
2018-12-12,1.0,-0.0,-0.8163789937568859,-0.0,-0.31166605459664587,-0.3202350348879912,0.0
2018-12-13,1.0,-0.0,-0.8234020034950406,-0.0,-0.31214157375273816,-0.32577715424942777,0.0
2018-12-14,1.0,-0.0,-0.8342879715583645,-0.0,-0.30752518269800516,-0.32707880703140424,0.0
2018-12-17,1.0,-0.0,-0.8341834848820876,-0.0,-0.3021364678051305,-0.32788743500653017,0.0
2018-12-18,1.0,-0.0,-0.8267643240330206,-0.0,-0.2954706905420964,-0.32736447590818907,0.0
2018-12-19,1.0,-0.0,-0.8271729006323839,-0.0,-0.2962890337761655,-0.32763860973577136,0.0
2018-12-20,1.0,-0.0,-0.835192772868638,-0.0,-0.2992298958384756,-0.3338599002813842,0.0
2018-12-21,1.0,-0.0,-0.8396890222900163,-0.0,-0.3033754859026719,-0.31720218471682327,0.0
2018-12-24,1.0,-0.0,-0.8177226363279718,-0.0,-0.2948705374656728,-0.3393242448018831,0.0
2018-12-26,1.0,-0.0,-0.8198284080076264,-0.0,-0.28891985040698104,-0.3355821172789714,0.0
2018-12-27,1.0,-0.0,-0.7962909992372236,-0.0,-0.25147787948131195,-0.3358838672768879,0.0
2018-12-28,1.0,-0.0,-0.800328892490288,-0.0,-0.24983912867322863,-0.33311089396792104,0.0
2018-12-31,1.0,-0.0,-0.8037358652607471,-0.0,-0.24943938164988788,-0.33243475356648694,0.0
2019-01-02,1.0,-0.0,-0.8033853856240315,-0.0,-0.24822982477053285,-0.332459172726189,0.0
2019-01-03,1.0,-0.0,-0.803678786143716,-0.0,-0.24623055635079683,-0.33581448611508735,0.0
2019-01-04,1.0,-0.0,-0.8074731744373753,-0.0,-0.2287294653879024,-0.33774095527490267,0.0
2019-01-07,1.0,-0.0,-0.7952380952380952,-0.0,-0.2228477597935726,-0.32765657987332863,0.0
2019-01-08,1.0,-0.0,-0.7876396337322311,-0.0,-0.22800402800871175,-0.3262218683403199,0.0
2019-01-09,1.0,-0.0,-0.7888238050609185,-0.0,-0.22842080599812556,-0.32577319587628867,0.0
2019-01-10,1.0,-0.0,-0.786791569086651,-0.0,-0.23025761124121782,-0.32484777517564406,0.0
2019-01-11,1.0,-0.0,-0.7703310080059927,-0.0,-0.23303993632660705,-0.33758602930848824,0.0
2019-01-14,1.0,-0.0,-0.7689876381344821,-0.0,-0.23796591121932945,-0.3343322719610414,0.0
2019-01-15,1.0,-0.0,-0.7633829214009604,-0.0,-0.23401663347780252,-0.34534379758697437,0.0
2019-01-16,1.0,-0.0,-0.7643283756880197,-0.0,-0.23154936175196159,-0.3463403208806652,0.0
2019-01-17,1.0,-0.0,-0.7677749600826524,-0.0,-0.2319432704048089,-0.34836104066873297,0.0
2019-01-18,1.0,-0.0,-0.7554075753282328,-0.0,-0.2365400963445735,-0.3694625484084254,0.0
2019-01-22,1.0,-0.0,-0.8927538260544979,-0.0,-0.10831933557297499,-0.33188689809630456,0.0
2019-01-23,1.0,-0.0,-0.8641989724427837,-0.0,-0.10539467538533395,-0.36576366184026154,0.0
2019-01-24,1.0,-0.0,-0.8589384169703767,-0.0,-0.11426502196056444,-0.36302681992337166,0.0
2019-01-25,1.0,-0.0,-0.9038402890186972,-0.0,-0.06587374199451053,-0.3762169516972811,0.0
2019-01-28,1.0,-0.0,-0.900673085911938,-0.0,-0.06307843320557166,-0.37335234177806864,0.0
2019-01-29,1.0,-0.0,-0.895217360769717,-0.0,-0.06297258702624248,-0.38279841749186505,0.0
2019-01-30,1.0,-0.0,-0.8954133595560863,-0.0,-0.06295802018215449,-0.38294584533258413,0.0
2019-01-31,1.0,-0.0,-0.9013784549135248,-0.0,-0.03625172599405556,-0.4027007418849025,0.0
2019-02-01,1.0,-0.0,-0.9005597320780346,-0.0,-0.03824445537366215,-0.40314761469823646,0.0
2019-02-04,1.0,-0.0,-0.897073308006191,-0.0,-0.03555180338633272,-0.41250410393508746,0.0
2019-02-05,1.0,-0.0,-0.8969998358002392,-0.0,-0.037906687621683754,-0.4108278013652037,0.0
2019-02-06,1.0,-0.0,-0.8899713601577538,-0.0,-0.044086576834593175,-0.4134701159678858,0.0
2019-02-07,1.0,-0.0,-0.8878068240484347,-0.0,-0.04566574365232084,-0.4131506077814802,0.0
2019-02-08,1.0,-0.0,-0.8930490064982289,-0.0,-0.05395641260234124,-0.3989490229197457,0.0
