Date,ICUI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4861487190168715,-0.9249809067555371,-0.13465944594876067,-0.5276331319863917,-0.398076789557731,0.0
2018-09-25,1.0,-0.4946843738018056,-0.9253720938338736,-0.14374847502527102,-0.5274844016870578,-0.39436717905817564,0.0
2018-09-26,1.0,-0.5006835150198045,-0.9352238073539206,-0.1508289810368397,-0.5306530197343055,-0.3878159066213327,0.0
2018-09-27,1.0,-0.5048186437708079,-0.9262659891361485,-0.15356579639039775,-0.5315577361135448,-0.38826003154021377,0.0
2018-09-28,1.0,-0.5040473770893927,-0.926411325647405,-0.15397554052633422,-0.5314153555033816,-0.38837298945229,0.0
2018-10-01,1.0,-0.5036629394651058,-0.9271267832731608,-0.15433418626660592,-0.5313540607802587,-0.38876231203336953,0.0
2018-10-02,1.0,-0.5036629394651058,-0.9258298573381472,-0.15507027936485682,-0.5314592169371517,-0.3891829366609415,0.0
2018-10-03,1.0,-0.5035749334081031,-0.9249614467965791,-0.15522921631851955,-0.5315435300714986,-0.3895625963830085,0.0
2018-10-04,1.0,-0.5060603937504379,-0.9197435717788832,-0.15585370980172356,-0.5348560218594549,-0.3866040776290899,0.0
2018-10-05,1.0,-0.5013621123218777,-0.9190067057837383,-0.1484702430846605,-0.536672254819782,-0.38708438111204246,0.0
2018-10-08,1.0,-0.49984297030393976,-0.9164602016959207,-0.14342045573507345,-0.5424154656802875,-0.3873748124367519,0.0
2018-10-09,1.0,-0.5056895766954939,-0.9198207345681174,-0.1526907321172228,-0.540492279682084,-0.38254963061517455,0.0
2018-10-10,1.0,-0.5068603430171508,-0.9186909345467272,-0.15397269863493174,-0.54095204760238,-0.3796989849492474,0.0
2018-10-11,1.0,-0.47103351860060705,-0.9210966004023596,-0.10147645514372423,-0.5292733658403519,-0.38691308350666626,0.0
2018-10-12,1.0,-0.4873430538679627,-0.9204468745781018,-0.09889293911165115,-0.5087417307951938,-0.35976103685702715,0.0
2018-10-15,1.0,-0.48324907313784965,-0.9284125379170879,-0.09147286821705426,-0.5081900910010111,-0.3590832490731378,0.0
2018-10-16,1.0,-0.48393621683578875,-0.9263392104642147,-0.09321376799379699,-0.5083437278764791,-0.35940397127734885,0.0
2018-10-17,1.0,-0.475645940990165,-0.9061176862810468,-0.08738123020503417,-0.5041840306717786,-0.3605934322387065,0.0
2018-10-18,1.0,-0.4741827885256838,-0.9040360240160106,-0.08869246164109405,-0.5073382254836558,-0.3612741827885257,0.0
2018-10-19,1.0,-0.46800543460251187,-0.8988633727673394,-0.08052490307187593,-0.5085329887000034,-0.3578553202770322,0.0
2018-10-22,1.0,-0.4665138529001395,-0.906949704338582,-0.08790113613713374,-0.5050494983722011,-0.35565743139990696,0.0
2018-10-23,1.0,-0.46809923943007076,-0.9063402969211863,-0.09170015609950512,-0.5015443887209804,-0.3535819854528546,0.0
2018-10-24,1.0,-0.470012280527067,-0.9041786982641309,-0.08500116167147931,-0.5037671346543198,-0.3561020943277241,0.0
2018-10-25,1.0,-0.44954692556634307,-0.8723948220064724,-0.08252427184466019,-0.5025566343042072,-0.32922330097087377,0.0
2018-10-26,1.0,-0.43857903857262054,-0.8638726654258391,-0.06626660676464925,-0.5146011167447532,-0.3257172196906489,0.0
2018-10-29,1.0,-0.43118826124484516,-0.8707841820913655,-0.058246219750007995,-0.5098302483935936,-0.326779834404271,0.0
2018-10-30,1.0,-0.42374832150393243,-0.8722744420998786,-0.05294456167274122,-0.5120851716861692,-0.33608286974870516,0.0
2018-10-31,1.0,-0.42566987699055975,-0.8580782556180667,-0.05476621849273704,-0.5087886589746035,-0.3312037125329773,0.0
2018-11-01,1.0,-0.40819254064392735,-0.8887790883009246,-0.031240038253108067,-0.5188715333120817,-0.3406758049091489,0.0
2018-11-02,1.0,-0.41038350332030626,-0.8781495249896737,-0.030121056143360976,-0.5206049629841452,-0.33809932322943476,0.0
2018-11-05,1.0,-0.4066908120472742,-0.8890265599186683,-0.029864023382894907,-0.5217308425467023,-0.3297432964798577,0.0
2018-11-06,1.0,-0.41855059542762535,-0.8996370120359167,-0.0234350124180093,-0.5193593580844424,-0.3231229701330956,0.0
2018-11-07,1.0,-0.4152979373567609,-0.8998281130634072,-0.028934300993124527,-0.516743060860708,-0.3222880061115356,0.0
2018-11-08,1.0,-0.3978997975708502,-0.9084008097165992,-0.008065536437246964,-0.5150556680161944,-0.333502024291498,0.0
2018-11-09,1.0,-0.39671695606793816,-0.9080874213239711,-0.008982509409494892,-0.5157668342980042,-0.33330170477907456,0.0
2018-11-12,1.0,-0.4102894763633895,-1.0169681338446397,-0.0,-0.564394067940408,-0.4019750907795161,0.0
2018-11-13,1.0,-0.4104779724442933,-1.0252083687701992,-0.0,-0.5658445313828883,-0.4004082326926348,0.0
2018-11-14,1.0,-0.4121370954017903,-1.024505632892005,-0.0,-0.5666587250263776,-0.4002246349681767,0.0
2018-11-15,1.0,-0.4124484439445069,-1.0310529365647476,-0.0,-0.5767120019088523,-0.3884514435695538,0.0
2018-11-16,1.0,-0.4276827371695179,-1.08429944860738,-0.0,-0.6149088081436449,-0.40767708186059665,0.0
2018-11-19,1.0,-0.43099059605458534,-1.0835042070282117,-0.0,-0.6134483490065757,-0.4074100261613519,0.0
2018-11-20,1.0,-0.4049644891357851,-1.0793896350467618,-0.0,-0.6143731101891569,-0.4171647563462485,0.0
2018-11-21,1.0,-0.41200878691725656,-1.075351302346665,-0.0,-0.6107604867673211,-0.38875135116287185,0.0
2018-11-23,1.0,-0.4126519664193402,-1.0688333855853973,-0.0,-0.6128470407914446,-0.38913853763890344,0.0
2018-11-26,1.0,-0.41296619031021264,-1.0678285116765425,-0.0,-0.6142906936214709,-0.39048448936911817,0.0
2018-11-27,1.0,-0.4098035807404832,-1.0685555362419605,-0.0,-0.6112984529810533,-0.38675473665913435,0.0
2018-11-28,1.0,-0.41141287338734917,-1.0628021003581738,-0.0,-0.614319991654206,-0.38887922940501446,0.0
2018-11-29,1.0,-0.37780303813165234,-1.0521511487720023,-0.0,-0.6155488960077159,-0.39905618132341286,0.0
2018-11-30,1.0,-0.3774845843811361,-1.0525681215336387,-0.0,-0.6155568569361672,-0.39922146818698545,0.0
2018-12-03,1.0,-0.37425933581369714,-1.0544646548160397,-0.0,-0.6165770979743697,-0.39964861513021915,0.0
2018-12-04,1.0,-0.37380279749190376,-1.0554330600151587,-0.0,-0.6168951974092193,-0.3990904706125542,0.0
2018-12-06,1.0,-0.37135938656083944,-1.008306988632542,-0.0,-0.6146835272751732,-0.36880339005851887,0.0
2018-12-07,1.0,-0.37130078019908525,-1.0086763518966908,-0.0,-0.6147094430992736,-0.3682741458165187,0.0
2018-12-10,1.0,-0.3544590765127521,-1.0131021836972829,-0.0,-0.6133022170361727,-0.35302550425070844,0.0
2018-12-11,1.0,-0.3654320987654321,-1.009843176509843,-0.0,-0.6176176176176176,-0.3437437437437437,0.0
2018-12-12,1.0,-0.3654988321654988,-1.0096763430096762,-0.0,-0.6175842509175842,-0.34394394394394395,0.0
2018-12-13,1.0,-0.3645763842561707,-1.0046697798532356,-0.0,-0.6241827885256838,-0.34216144096064044,0.0
2018-12-14,1.0,-0.3622999565667702,-1.013330660519194,-0.0,-0.6212956466539707,-0.34412482042029996,0.0
2018-12-17,1.0,-0.3581815756120339,-1.0141084650790475,-0.0,-0.6178373690881196,-0.34517377092922424,0.0
2018-12-18,1.0,-0.3471329134902221,-1.0054027179317202,-0.0,-0.6152137885316539,-0.34680145840238646,0.0
2018-12-19,1.0,-0.3555850622406639,-1.0043153526970954,-0.0,-0.6128464730290456,-0.3467551867219917,0.0
