Date,HGEN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-11-07,1.0,-15.081140350877194,-32.93201754385965,-0.0,-31.30592105263158,-29.330043859649123,0.0
2018-11-08,1.0,-14.073196986006458,-32.66523143164694,-0.0,-30.684607104413345,-29.219590958019378,0.0
2018-11-09,1.0,-14.05483870967742,-32.62580645161291,-0.0,-30.662365591397855,-29.182795698924732,0.0
2018-11-12,1.0,-13.93836344314559,-31.84909670563231,-0.0,-30.603613177470777,-28.8788522848034,0.0
2018-11-13,1.0,-14.26560726447219,-34.1577752553916,-0.0,-33.04880817253121,-31.035187287173667,0.0
2018-11-14,1.0,-14.277777777777777,-34.10204081632653,-0.0,-33.007936507936506,-30.990929705215425,0.0
2018-11-15,1.0,-13.82857142857143,-33.11318681318681,-0.0,-32.07912087912088,-29.869230769230768,0.0
2018-11-16,1.0,-13.688937568455641,-32.80175246440307,-0.0,-32.03066812705367,-30.007667031763418,0.0
2018-11-19,1.0,-13.785949506037323,-32.851811196487375,-0.0,-32.07244785949506,-30.060373216245882,0.0
2018-11-20,1.0,-11.536,-29.865999999999996,-0.0,-29.473,-28.125,0.0
2018-11-21,1.0,-14.1145958986731,-36.20144752714113,-0.0,-35.96019300361881,-33.35102533172497,0.0
2018-11-23,1.0,-14.720551378446117,-37.22431077694236,-0.0,-37.6077694235589,-34.75939849624061,0.0
2018-11-26,1.0,-14.655430711610487,-37.208489388264674,-0.0,-37.40823970037454,-34.570536828963796,0.0
2018-11-27,1.0,-13.828331332533013,-36.06122448979591,-0.0,-35.94597839135654,-33.2124849939976,0.0
2018-11-28,1.0,-13.85234093637455,-36.03241296518607,-0.0,-35.947178871548616,-33.21488595438175,0.0
2018-11-29,1.0,-12.488888888888889,-35.12631578947368,-0.0,-35.369590643274854,-32.97426900584795,0.0
2018-11-30,1.0,-12.576650943396226,-35.4375,-0.0,-35.70518867924528,-33.20518867924528,0.0
2018-12-03,1.0,-12.171856978085351,-34.718569780853514,-0.0,-34.95847750865052,-32.49250288350634,0.0
2018-12-04,1.0,-11.244808743169399,-33.118032786885244,-0.0,-33.10710382513661,-30.818579234972677,0.0
2018-12-06,1.0,-10.659206510681587,-29.651068158697864,-0.0,-31.706002034587996,-28.713123092573753,0.0
2018-12-07,1.0,-10.754350051177074,-29.83213920163767,-0.0,-31.915046059365405,-28.852610030706245,0.0
2018-12-10,1.0,-9.282220131702728,-27.827845719661337,-0.0,-29.588899341486357,-26.374412041392283,0.0
2018-12-11,1.0,-9.348282442748092,-28.240458015267176,-0.0,-30.125,-26.707061068702295,0.0
2018-12-12,1.0,-9.34641148325359,-28.330143540669855,-0.0,-30.222966507177034,-26.794258373205746,0.0
2018-12-13,1.0,-8.971162790697674,-27.494883720930236,-0.0,-29.520000000000003,-26.037209302325582,0.0
2018-12-14,1.0,-8.827397260273973,-26.820091324200913,-0.0,-29.10228310502283,-25.574429223744293,0.0
2018-12-17,1.0,-8.50461254612546,-27.200184501845015,-0.0,-29.214022140221402,-26.332103321033212,0.0
2018-12-18,1.0,-8.226937269372693,-27.06642066420664,-0.0,-29.344095940959406,-26.614391143911437,0.0
2018-12-19,1.0,-8.232686980609419,-27.09233610341644,-0.0,-29.371191135734072,-26.638965835641734,0.0
2018-12-20,1.0,-8.057272727272728,-26.44090909090909,-0.0,-29.185454545454547,-26.22545454545455,0.0
2018-12-21,1.0,-7.891771019677996,-26.156529516994635,-0.0,-28.889087656529515,-25.508050089445437,0.0
2018-12-24,1.0,-7.297984224364592,-25.252410166520594,-0.0,-28.422436459246274,-25.669588080631023,0.0
2018-12-26,1.0,-7.1571306575576426,-25.055508112724166,-0.0,-27.33817250213493,-24.846285226302303,0.0
2018-12-27,1.0,-5.27870150435471,-23.477434679334916,-0.0,-25.07680126682502,-24.34362628661916,0.0
2018-12-28,1.0,-5.297580645161291,-24.023387096774194,-0.0,-25.55241935483871,-24.77258064516129,0.0
2018-12-31,1.0,-5.302857142857143,-24.303673469387753,-0.0,-25.9134693877551,-25.11265306122449,0.0
2019-01-02,1.0,-4.87785657998424,-23.516942474389282,-0.0,-25.07643814026793,-24.33096926713948,0.0
2019-01-03,1.0,-4.95301487862177,-23.335943617854344,-0.0,-25.003915426781518,-24.01566170712608,0.0
2019-01-04,1.0,-4.175058094500388,-23.502711076684744,-0.0,-24.64910921766073,-24.132455460883037,0.0
2019-01-07,1.0,-3.5910112359550563,-22.549812734082394,-0.0,-24.304868913857675,-23.459925093632958,0.0
2019-01-08,1.0,-3.6701570680628275,-22.226626776364995,-0.0,-24.483171278982798,-23.413612565445025,0.0
2019-01-09,1.0,-3.6146377893950707,-21.996265870052277,-0.0,-24.507841672890216,-23.56385362210605,0.0
2019-01-10,1.0,-3.652725914861837,-21.938760268857358,-0.0,-24.549663928304703,-23.541448842419715,0.0
2019-01-11,1.0,-3.821207430340557,-22.510061919504643,-0.0,-25.503095975232203,-24.565789473684212,0.0
2019-01-14,1.0,-3.977812995245642,-23.05625990491284,-0.0,-26.16164817749604,-25.043581616481777,0.0
2019-01-15,1.0,-3.7695252679938744,-22.134762633996935,-0.0,-25.226646248085757,-24.43874425727412,0.0
2019-01-16,1.0,-3.6230529595015573,-22.56697819314642,-0.0,-25.564641744548283,-25.127725856697815,0.0
2019-01-17,1.0,-3.6679596586501164,-22.40186190845617,-0.0,-25.47090768037238,-25.03801396431342,0.0
2019-01-18,1.0,-3.7375415282392024,-23.706810631229235,-0.0,-27.324750830564785,-27.286544850498338,0.0
2019-01-22,1.0,-1.9210762331838567,-25.897757847533633,-0.0,-31.137219730941702,-29.730044843049328,0.0
2019-01-23,1.0,-2.017605633802817,-24.664612676056336,-0.0,-30.70598591549296,-29.639084507042252,0.0
2019-01-24,1.0,-2.2743589743589743,-23.817094017094018,-0.0,-29.744444444444444,-28.634188034188032,0.0
2019-01-25,1.0,-2.44332998996991,-26.638916750250754,-0.0,-35.97091273821464,-34.247743229689064,0.0
2019-01-28,1.0,-2.6320754716981134,-27.38784067085954,-0.0,-38.0041928721174,-35.797693920335426,0.0
2019-01-29,1.0,-2.671306209850107,-27.674518201284798,-0.0,-38.885438972162746,-36.83511777301928,0.0
2019-01-30,1.0,-2.669831223628692,-27.241561181434594,-0.0,-38.260548523206744,-36.313291139240505,0.0
2019-01-31,1.0,-1.5883495145631068,-25.533009708737865,-0.0,-35.04271844660194,-33.9242718446602,0.0
2019-02-01,1.0,-1.66271018793274,-25.966369930761623,-0.0,-35.768545994065285,-34.51434223541048,0.0
2019-02-04,1.0,-1.9511952191235058,-26.128486055776893,-0.0,-35.898406374501995,-34.623505976095615,0.0
2019-02-05,1.0,-1.5703125,-25.5546875,-0.0,-35.279296875,-34.2529296875,0.0
2019-02-06,1.0,-1.5268817204301077,-25.50439882697947,-0.0,-35.34017595307918,-34.380254154447705,0.0
2019-02-07,1.0,-1.5859375,-25.479492187499996,-0.0,-35.2666015625,-34.32421875,0.0
2019-02-08,1.0,-1.5,-23.020353982300882,-0.0,-32.018584070796464,-30.956637168141597,0.0
2019-02-11,1.0,-1.66971637694419,-23.575480329368713,-0.0,-33.11710887465691,-32.129002744739246,0.0
2019-02-12,1.0,-1.6508538899430738,-24.425047438330168,-0.0,-34.50853889943074,-33.29222011385199,0.0
2019-02-13,1.0,-1.3515037593984962,-24.533834586466163,-0.0,-34.20864661654136,-32.891917293233085,0.0
2019-02-14,1.0,-1.5394495412844036,-23.39908256880734,-0.0,-33.61743119266055,-32.18715596330275,0.0
2019-02-15,1.0,-1.7690114068441067,-24.556083650190114,-0.0,-34.580798479087456,-33.152091254752854,0.0
2019-02-19,1.0,-1.567282321899736,-22.401934916446788,-0.0,-32.261213720316626,-30.720316622691293,0.0
2019-02-20,1.0,-1.5610972568578554,-21.379052369077304,-0.0,-30.295095594347462,-28.890274314214466,0.0
2019-02-21,1.0,-1.2631140716069942,-21.458784346378017,-0.0,-30.515403830141548,-29.02664446294754,0.0
2019-02-22,1.0,-1.563891178895301,-21.25886232481451,-0.0,-30.036273701566365,-28.581203627370154,0.0
2019-02-25,1.0,-1.3823767178658044,-20.724333063864183,-0.0,-29.605497170573965,-28.12772837510105,0.0
2019-02-26,1.0,-1.5248796147672552,-20.570626003210272,-0.0,-29.31059390048154,-27.850722311396467,0.0
2019-02-27,1.0,-1.5950080515297906,-20.559581320450885,-0.0,-29.471014492753625,-27.88888888888889,0.0
2019-02-28,1.0,-1.6053921568627452,-20.872549019607842,-0.0,-29.911764705882355,-28.309640522875817,0.0
2019-03-01,1.0,-1.7176186645213194,-20.60498793242156,-0.0,-29.368463395012068,-27.759452936444088,0.0
2019-03-04,1.0,-1.6346604215456675,-19.988290398126463,-0.0,-28.400468384074944,-27.039812646370024,0.0
2019-03-05,1.0,-1.7748031496062993,-19.88661417322835,-0.0,-28.817322834645672,-27.26141732283465,0.0
2019-03-06,1.0,-1.8901778808971383,-19.481051817478733,-0.0,-28.25599381283836,-26.712296983758698,0.0
2019-03-07,1.0,-2.0980538922155687,-18.419161676646706,-0.0,-27.563622754491018,-25.770209580838323,0.0
2019-03-08,1.0,-2.0305232558139537,-17.640261627906977,-0.0,-27.002906976744185,-25.0,0.0
2019-03-11,1.0,-1.8933975240715266,-16.628610729023382,-0.0,-25.378266850068773,-23.87620357634113,0.0
2019-03-12,1.0,-2.0317567567567565,-15.63108108108108,-0.0,-25.011486486486486,-23.893918918918917,0.0
2019-03-13,1.0,-2.300565770862801,-16.335926449787838,-0.33168316831683164,-25.96746817538897,-24.785714285714285,0.0
2019-03-14,1.0,-2.3321604503870517,-16.2899366643209,-0.4004222378606615,-25.742434904996482,-24.608726249120338,0.0
2019-03-15,1.0,-2.5573294629898404,-16.599419448476052,-0.6015965166908563,-26.420899854862117,-25.390420899854863,0.0
2019-03-18,1.0,-2.4799405646359585,-17.01783060921248,-1.3038632986627043,-26.712481426448736,-25.779346210995545,0.0
2019-03-19,1.0,-2.1139149242970436,-16.58399423215573,-1.0656092285508292,-26.076423936553713,-25.258111031002162,0.0
2019-03-20,1.0,-2.2562408223201174,-16.90308370044053,-1.0866372980910426,-26.45007342143906,-25.72540381791483,0.0
2019-03-21,1.0,-2.309219858156028,-16.300709219858156,-1.1283687943262413,-25.621276595744682,-24.563120567375886,0.0
2019-03-22,1.0,-2.1971929824561403,-15.887017543859649,-1.6217543859649122,-25.44421052631579,-24.025263157894734,0.0
2019-03-25,1.0,-2.1522988505747125,-14.766522988505749,-2.90014367816092,-26.356321839080458,-24.663074712643677,0.0
2019-03-26,1.0,-1.915358361774744,-14.114675767918088,-3.0982935153583617,-24.734470989761093,-23.396587030716724,0.0
2019-03-27,1.0,-2.14209472981988,-13.561707805203469,-3.228819212808539,-24.0393595730487,-22.739159439626416,0.0
2019-03-28,1.0,-1.967741935483871,-13.304805793285055,-3.4068466096115864,-23.6405529953917,-22.512179065174454,0.0
2019-03-29,1.0,-1.9739826551034023,-13.400933955970647,-3.570380253502335,-23.929953302201465,-22.83655770513676,0.0
2019-04-01,1.0,-1.9065420560747661,-13.528037383177569,-3.5300400534045395,-23.961949265687583,-22.82910547396529,0.0
2019-04-02,1.0,-2.0033602150537635,-13.620967741935482,-4.06989247311828,-24.015456989247312,-22.49462365591398,0.0
2019-04-03,1.0,-1.9906790945406125,-13.501997336884155,-4.03595206391478,-23.77230359520639,-22.27762982689747,0.0
2019-04-04,1.0,-2.0478688524590165,-13.276065573770492,-3.8681967213114756,-23.38688524590164,-21.994754098360655,0.0
2019-04-05,1.0,-2.3005427408412484,-13.609226594301221,-4.042062415196744,-24.170284938941656,-22.72048846675712,0.0
2019-04-08,1.0,-2.2921727395411606,-13.462887989203779,-4.048582995951417,-24.069500674763834,-22.602564102564102,0.0
2019-04-09,1.0,-2.5871313672922254,-13.080428954423594,-4.207774798927614,-23.92962466487936,-22.219839142091153,0.0
2019-04-10,1.0,-2.5700996677740866,-12.79202657807309,-4.305647840531561,-23.792691029900332,-21.984717607973423,0.0
2019-04-11,1.0,-2.816958277254374,-12.6393001345895,-4.567294751009421,-24.163526244952894,-22.107671601615074,0.0
2019-04-12,1.0,-2.801613987895091,-12.61936785474109,-4.542703429724277,-24.172158708809683,-22.114324142568933,0.0
2019-04-15,1.0,-2.751511081262592,-12.645399597044998,-4.564137004701142,-24.07656145063801,-22.122229684351915,0.0
2019-04-16,1.0,-2.763916834339369,-12.629107981220658,-4.594902749832327,-24.023474178403756,-22.058350100603622,0.0
2019-04-17,1.0,-2.763122476446837,-12.510094212651413,-4.736204576043068,-24.17563930013459,-22.109017496635264,0.0
2019-04-18,1.0,-1.2645122681029324,-11.02094554159186,-3.2884500299222026,-22.718132854578098,-20.552363853979656,0.0
2019-04-22,1.0,-1.346130773845231,-11.040191961607679,-3.157168566286743,-22.81103779244151,-20.634073185362926,0.0
2019-04-23,1.0,-1.3548773189706764,-11.060442848593658,-3.189706762417714,-22.737283064033512,-20.50209455415919,0.0
2019-04-24,1.0,-1.3768115942028987,-10.96618357487923,-3.3472222222222228,-22.915458937198068,-20.780797101449277,0.0
2019-04-25,1.0,-1.2994011976047906,-10.811377245508982,-3.489221556886228,-22.732934131736528,-20.546706586826346,0.0
2019-04-26,1.0,-1.3357185450208706,-10.591532498509242,-3.545020870602266,-22.731067382230172,-20.42695289206917,0.0
2019-04-29,1.0,-1.33910447761194,-10.522388059701491,-3.494328358208955,-22.78746268656716,-20.55820895522388,0.0
2019-04-30,1.0,-1.3610280932456664,-10.510460251046027,-3.5343693962940828,-22.80693365212194,-20.560071727435748,0.0
2019-05-01,1.0,-1.4343918514080287,-10.460754943079689,-3.5188735769922106,-22.92690233672858,-20.575194727381664,0.0
2019-05-02,1.0,-1.3335283791691048,-10.277355178466939,-3.3598595669982445,-22.314803978935046,-20.228203627852544,0.0
2019-05-03,1.0,-1.3210741389375367,-10.298307063631057,-3.34559252772913,-22.241097489784003,-20.171044950379454,0.0
2019-05-06,1.0,-1.3728306403351287,-10.16457211250748,-3.6367444643925793,-22.88629563135847,-20.78336325553561,0.0
2019-05-07,1.0,-1.3119760479041915,-10.194011976047905,-3.735329341317365,-22.850299401197606,-20.788622754491016,0.0
2019-05-08,1.0,-1.3638003607937463,-10.13529765484065,-4.038484666265785,-22.74082982561636,-20.853277209861695,0.0
2019-05-09,1.0,-1.3935212957408518,-10.086982603479303,-4.052789442111577,-22.69886022795441,-20.75584883023395,0.0
2019-05-10,1.0,-1.4113432835820896,-10.038805970149253,-4.075223880597015,-22.571343283582088,-20.604776119402985,0.0
2019-05-13,1.0,-1.1181767023072593,-9.42318514350028,-3.6353404614518854,-21.47945976364659,-19.61845807540799,0.0
2019-05-14,1.0,-0.505569306930693,-9.568069306930694,-5.386757425742574,-23.846534653465344,-21.574257425742573,0.0
2019-05-15,1.0,-0.2781818181818182,-9.456363636363635,-5.527272727272727,-23.42848484848485,-20.916363636363634,0.0
2019-05-16,1.0,-0.14285714285714285,-9.466546112115731,-5.634719710669077,-23.24352019288728,-20.789632308619648,0.0
2019-05-17,1.0,-0.11050724637681161,-9.344806763285025,-5.766304347826088,-23.15519323671498,-21.009661835748794,0.0
2019-05-20,1.0,-0.1188934667451442,-8.968805179517362,-5.770453207769275,-22.527369040612125,-20.47263095938787,0.0
2019-05-21,1.0,-0.0,-9.311847759361571,-6.096992019643954,-23.567219152854513,-21.410681399631677,0.0
2019-05-22,1.0,-0.0,-9.040072859744992,-6.206435944140863,-23.335761991499698,-21.134183363691562,0.0
2019-05-23,1.0,-0.0,-8.889555822328932,-6.2737094837935174,-23.10384153661464,-20.75750300120048,0.0
2019-05-24,1.0,-0.0,-8.323837209302326,-6.337790697674419,-22.33604651162791,-20.14186046511628,0.0
2019-05-28,1.0,-0.0,-8.01410835214447,-6.19920993227991,-21.677765237020317,-19.54232505643341,0.0
2019-05-29,1.0,-0.0,-7.879132791327913,-6.044444444444443,-20.738753387533876,-18.537669376693767,0.0
2019-05-30,1.0,-0.11650485436893203,-7.47879407256004,-5.673990802248339,-19.392437404190087,-17.437404190086866,0.0
2019-05-31,1.0,-0.12959183673469388,-7.498979591836735,-5.650510204081633,-19.351020408163265,-17.39030612244898,0.0
2019-06-03,1.0,-0.07387862796833772,-7.769920844327177,-6.155672823218997,-20.105540897097622,-17.665963060686014,0.0
2019-06-04,1.0,-0.21229637414608515,-7.745139253809774,-6.164477141355754,-19.95901208617972,-17.46715712033631,0.0
2019-06-05,1.0,-0.29112662013958124,-7.201894317048852,-6.274177467597208,-18.99950149551346,-16.08374875373878,0.0
2019-06-06,1.0,-0.2498755599800896,-7.323046291687406,-6.138875062220009,-18.905923344947734,-16.157789945246392,0.0
2019-06-07,1.0,-0.23045267489711935,-7.695987654320987,-6.31687242798354,-19.515432098765434,-16.682098765432098,0.0
2019-06-10,1.0,-0.21763224181360202,-7.657934508816122,-6.241309823677582,-18.920906801007558,-16.340554156171283,0.0
2019-06-11,1.0,-0.1253822629969419,-7.6885830784913365,-6.628950050968401,-19.08919469928644,-16.43577981651376,0.0
2019-06-12,1.0,-0.10051020408163265,-7.718877551020409,-6.646938775510205,-19.114285714285714,-16.439285714285713,0.0
2019-06-13,1.0,-0.10480572597137015,-7.8829243353783225,-6.7586912065439675,-19.05163599182004,-16.32719836400818,0.0
2019-06-14,1.0,-0.0685279187817259,-7.730964467005077,-6.801522842639594,-19.008629441624368,-16.151269035532998,0.0
2019-06-17,1.0,-0.0810126582278481,-7.664810126582278,-6.793924050632911,-18.99088607594937,-16.10227848101266,0.0
2019-06-18,1.0,-0.06758130081300813,-7.6849593495934965,-6.829268292682927,-19.0609756097561,-16.170731707317074,0.0
2019-06-19,1.0,-0.09502032520325203,-7.574186991869919,-6.994918699186992,-19.08790650406504,-16.0614837398374,0.0
2019-06-20,1.0,-0.06643002028397565,-7.613590263691683,-6.891987829614604,-19.081135902636916,-16.05679513184584,0.0
2019-06-21,1.0,-0.0,-8.153887688984883,-7.269438444924407,-20.381209503239745,-17.191684665226784,0.0
2019-06-24,1.0,-0.0,-7.769680851063829,-7.12127659574468,-20.105851063829785,-17.195212765957447,0.0
2019-06-25,1.0,-0.0,-7.657936932121859,-7.198824158204169,-20.282202030999464,-17.308391234633884,0.0
2019-06-26,1.0,-0.0,-7.692803437164339,-7.069817400644468,-20.259935553168635,-17.683673469387756,0.0
2019-06-27,1.0,-0.0,-6.867057673509287,-6.576246334310851,-18.367057673509287,-16.06549364613881,0.0
2019-06-28,1.0,-0.0,-6.711499999999999,-6.839499999999999,-18.983,-16.466,0.0
2019-07-01,1.0,-0.0,-4.555956678700361,-4.625902527075812,-19.333935018050543,-15.610559566787005,0.0
2019-07-02,1.0,-0.0,-4.688949522510232,-4.610732150977717,-19.427467030468396,-15.748067303319692,0.0
2019-07-03,1.0,-0.0,-4.679744525547446,-4.634580291970803,-19.505474452554747,-15.80109489051095,0.0
2019-07-05,1.0,-0.0,-4.592727272727273,-4.59909090909091,-19.46,-15.802727272727275,0.0
2019-07-08,1.0,-0.0,-4.61,-4.575,-19.452727272727273,-15.816818181818183,0.0
2019-07-09,1.0,-0.0,-4.5458673932788365,-4.592188919164395,-19.43369663941871,-15.841507720254311,0.0
2019-07-10,1.0,-0.0,-4.217200526546731,-4.411584028082492,-18.89337428696797,-15.35673541026766,0.0
2019-07-11,1.0,-0.0,-4.015671325709445,-4.4256670902160105,-18.19186785260483,-14.721728081321475,0.0
2019-07-12,1.0,-0.0,-3.9525185796862097,-4.421965317919075,-17.661436829066886,-14.252270850536748,0.0
2019-07-15,1.0,-0.0,-4.141618497109826,-4.591659785301404,-17.581750619322875,-13.973162675474816,0.0
2019-07-16,1.0,-0.0,-4.154673283705542,-4.747311827956989,-17.58560794044665,-13.868899917287013,0.0
2019-07-17,1.0,-0.0,-4.249483684427923,-4.692275919041719,-17.545229244114,-13.818256918628666,0.0
2019-07-18,1.0,-0.0,-4.214081047891936,-4.683585755218993,-17.385591485878017,-13.650429799426934,0.0
2019-07-19,1.0,-0.0,-4.122392758756395,-4.606060606060606,-16.56788665879575,-13.058244785517513,0.0
2019-07-22,1.0,-0.0,-4.175617404939239,-4.626029008232066,-16.368874950999608,-13.029400235201882,0.0
2019-07-23,1.0,-0.0,-4.139870771569745,-4.520714557202584,-15.775370581527936,-12.572405929304448,0.0
2019-07-24,1.0,-0.0,-4.203787878787879,-4.671590909090909,-15.586363636363638,-12.417045454545454,0.0
2019-07-25,1.0,-0.0,-4.098101265822785,-5.018591772151899,-16.553006329113924,-12.8876582278481,0.0
2019-07-26,1.0,-0.0,-4.021450858034322,-5.028471138845553,-16.273010920436818,-12.678237129485181,0.0
2019-07-29,1.0,-0.0,-3.9786196549137283,-4.977869467366841,-15.395723930982745,-12.15716429107277,0.0
2019-07-30,1.0,-0.0,-4.288207913110939,-5.253297129557796,-15.748642358417378,-12.499612102404965,0.0
2019-07-31,1.0,-0.0,-4.369278510473235,-5.23467804499612,-15.707137315748643,-12.478277734678043,0.0
2019-08-01,1.0,-0.0,-4.534235976789168,-5.188781431334623,-15.61392649903288,-12.34777562862669,0.0
2019-08-02,1.0,-0.0,-4.403741231488699,-5.426734216679658,-15.699532346063913,-12.441153546375684,0.0
2019-08-05,1.0,-0.0,-4.362718446601942,-5.33747572815534,-15.701359223300972,-12.433398058252427,0.0
2019-08-06,1.0,-0.0,-4.011284722222222,-5.066840277777778,-18.805121527777775,-14.519531249999998,0.0
2019-08-07,1.0,-0.0,-4.870098039215685,-5.519607843137255,-21.03529411764706,-16.594607843137254,0.0
2019-08-08,1.0,-0.0,-4.8501216545012165,-5.4832116788321175,-20.83844282238443,-16.490024330900244,0.0
2019-08-09,1.0,-0.0,-4.632722007722008,-5.395752895752896,-20.569015444015445,-16.66457528957529,0.0
2019-08-12,1.0,-0.0,-4.662932294203604,-5.732586458840721,-20.72576716999513,-16.587433024841697,0.0
2019-08-13,1.0,-0.0,-4.436693741041567,-5.64405160057334,-20.346870520783565,-16.350692785475395,0.0
2019-08-14,1.0,-0.0,-4.402887139107612,-5.357830271216098,-18.175853018372703,-14.807961504811898,0.0
2019-08-15,1.0,-0.0,-4.645408163265306,-5.500425170068028,-17.5531462585034,-13.818027210884354,0.0
2019-08-16,1.0,-0.0,-4.683304647160069,-5.534853700516351,-17.78313253012048,-14.027969018932875,0.0
2019-08-19,1.0,-0.0,-4.4253316217372705,-5.655113393239196,-17.81471972614463,-13.894736842105264,0.0
2019-08-20,1.0,-0.0,-4.2985626283367555,-5.523613963039015,-17.011909650924025,-13.233675564681725,0.0
2019-08-21,1.0,-0.0,-4.271919191919192,-5.699393939393938,-16.594343434343433,-12.837979797979798,0.0
2019-08-22,1.0,-0.0,-4.341443633414436,-5.727899432278994,-16.64395782643958,-12.838199513381994,0.0
2019-08-23,1.0,-0.0,-4.3610776035384,-5.712505026135907,-16.436268596702856,-12.69923602734218,0.0
2019-08-26,1.0,-0.0,-4.111893583724569,-5.696400625978091,-16.03364632237872,-12.2820813771518,0.0
2019-08-27,1.0,-0.0,-4.1269964939618236,-5.668095052590573,-15.878457343202184,-12.282820412933386,0.0
2019-08-28,1.0,-0.0,-3.988798764001545,-5.754345307068366,-15.75782155272306,-12.124372344534569,0.0
2019-08-29,1.0,-0.0,-4.257968550786231,-6.545686357841054,-17.436039099022526,-13.25881852953676,0.0
2019-08-30,1.0,-0.0,-4.129864636209813,-6.629441624365482,-17.415397631133672,-13.12605752961083,0.0
2019-09-03,1.0,-0.0,-4.195606252640473,-6.722010984368399,-17.32741867342628,-13.002112378538232,0.0
2019-09-04,1.0,-0.0,-4.109507640067911,-6.854414261460101,-17.36969439728353,-13.111205432937181,0.0
2019-09-05,1.0,-0.0,-4.230671736375159,-6.826784959864808,-17.317279256442752,-12.873257287705956,0.0
2019-09-06,1.0,-0.0,-3.89203187250996,-6.511155378486055,-16.458964143426293,-11.978087649402388,0.0
2019-09-09,1.0,-0.0,-3.9501206757843925,-6.561544650040225,-16.654465004022526,-12.059131134352373,0.0
