Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WFC
2018-09-24,-0.23725133501555074,-0.4788451381961153,-0.17953758582242826,-0.5344463353089608,-0.5039903761516343,0.0,1.0
2018-09-25,-0.23645710928319627,-0.4810223266745006,-0.1774383078730905,-0.536310223266745,-0.5064923619271446,0.0,1.0
2018-09-26,-0.23665579742075735,-0.4812725830616022,-0.17802062219088746,-0.5361182103933492,-0.5055374401457067,0.0,1.0
2018-09-27,-0.2357342760347621,-0.4888496096626897,-0.17643246428045367,-0.5377227868610989,-0.5072028281042864,0.0,1.0
2018-09-28,-0.23366441687052375,-0.49137905626455247,-0.17689881812019217,-0.537828995844263,-0.5075304311945533,0.0,1.0
2018-10-01,-0.23459701668533692,-0.4906255527386357,-0.1767584458463534,-0.538382170862567,-0.5075467248393373,0.0,1.0
2018-10-02,-0.23466438598560813,-0.4941311784829539,-0.17594667924973456,-0.5376312374660847,-0.5067830600448272,0.0,1.0
2018-10-03,-0.23444961971581862,-0.4898296091032368,-0.17540239372678496,-0.5389422793467367,-0.509315488473557,0.0,1.0
2018-10-04,-0.23412288723046518,-0.4915784195156485,-0.17551104687177368,-0.5381552166602755,-0.5103684257101561,0.0,1.0
2018-10-05,-0.21891076813908103,-0.48666548400449405,-0.1596298267399917,-0.5582461119981077,-0.5332328070486666,0.0,1.0
2018-10-08,-0.217452913739151,-0.48435378166145127,-0.15737733955245914,-0.5601050953533684,-0.5327980161775994,0.0,1.0
2018-10-09,-0.21505439924314096,-0.4864593188268685,-0.14977530747398296,-0.5654269157994324,-0.5397646641438033,0.0,1.0
2018-10-10,-0.2153982562435348,-0.48562139796069165,-0.1503768287276489,-0.5656864193882075,-0.5384069750258608,0.0,1.0
2018-10-11,-0.17917087967644083,-0.4821609128990322,-0.10839231547017188,-0.5637440416004622,-0.5554239491549906,0.0,1.0
2018-10-12,-0.17996910401647784,-0.4755406797116375,-0.10641949879848953,-0.5545829042224512,-0.5442270282641034,0.0,1.0
2018-10-15,-0.17427445155393054,-0.4819469835466179,-0.09960580438756855,-0.5551016910420475,-0.5455895795246801,0.0,1.0
2018-10-16,-0.17180033392826297,-0.5131556220853244,-0.08051701306926132,-0.5622373193620819,-0.551010420864759,0.0,1.0
2018-10-17,-0.16051172707889128,-0.487590618336887,-0.06902629708599857,-0.5639232409381664,-0.56181947405828,0.0,1.0
2018-10-18,-0.159002849002849,-0.4857834757834758,-0.07076923076923078,-0.5695726495726495,-0.563903133903134,0.0,1.0
2018-10-19,-0.15341796597654142,-0.48283206952372837,-0.06625770355854704,-0.5722359489932124,-0.5652778961120105,0.0,1.0
2018-10-22,-0.1544948605826566,-0.4804645351808734,-0.06420012493611223,-0.5737407007780112,-0.566556874325629,0.0,1.0
2018-10-23,-0.1531613786806665,-0.4859906414060717,-0.05572357909153161,-0.5842273453549418,-0.5741269116640036,0.0,1.0
2018-10-24,-0.1532957007640552,-0.48337894856882196,-0.05108906374729159,-0.5863553426844565,-0.5768331622762003,0.0,1.0
2018-10-25,-0.13179374320973897,-0.4544669470986433,-0.04746914783965234,-0.592305763712845,-0.5597125107947739,0.0,1.0
2018-10-26,-0.13153428849631382,-0.45310891640005563,-0.04729447767422451,-0.5917095562665183,-0.5583808596466825,0.0,1.0
2018-10-29,-0.12194378222542551,-0.45775350668071185,-0.04000110883184565,-0.5892886843710151,-0.5630648112213783,0.0,1.0
2018-10-30,-0.10557397141981673,-0.46602969442045744,-0.025516031087216916,-0.5990139001086382,-0.5894871723446335,0.0,1.0
2018-10-31,-0.10787600077568774,-0.4523644624206997,-0.026872039227636646,-0.5972518491841428,-0.5859489708286008,0.0,1.0
2018-11-01,-0.10518009911680833,-0.4555773969378997,-0.024031673080650073,-0.5975525346770397,-0.5862842271380714,0.0,1.0
2018-11-02,-0.11055373335905845,-0.4375292853008461,-0.020341225434800585,-0.6041178578319231,-0.5837490697610319,0.0,1.0
2018-11-05,-0.10743027229632897,-0.44689119170984454,-0.020063940028662772,-0.6050600815786573,-0.5765902326094147,0.0,1.0
2018-11-06,-0.11036402215547413,-0.4488688032186062,-0.018903800049601807,-0.6034611039157871,-0.5740582545674998,0.0,1.0
2018-11-07,-0.1082286847323199,-0.44863956818682527,-0.022526988323419254,-0.6013714474553866,-0.5731438642872879,0.0,1.0
2018-11-08,-0.0924724116213478,-0.45510556148854014,-0.004956324105260275,-0.6012760480845587,-0.5845176483474356,0.0,1.0
2018-11-09,-0.09186243907781612,-0.4549586550572258,-0.005585674388040086,-0.6015278462296698,-0.5841410656590549,0.0,1.0
2018-11-12,-0.09175764192139738,-0.44233078602620085,-0.0046670305676855895,-0.607778384279476,-0.5827237991266375,0.0,1.0
2018-11-13,-0.0767729342875732,-0.4387876816308827,-0.0,-0.6122587291260031,-0.5830893515506398,0.0,1.0
2018-11-14,-0.07837126658166725,-0.43832569242872255,-0.0,-0.6130537395220139,-0.5829693730841223,0.0,1.0
2018-11-15,-0.07743806581015884,-0.4380929148371009,-0.0,-0.6138667534016371,-0.5810700926979997,0.0,1.0
2018-11-16,-0.07702929550008122,-0.4357773325391239,-0.0,-0.6129582498510857,-0.5817404017978015,0.0,1.0
2018-11-19,-0.07729795586841748,-0.4356843102748071,-0.0,-0.6127792067144985,-0.5816705022336537,0.0,1.0
2018-11-20,-0.03572681399929842,-0.4300979519145147,-0.0,-0.6233843330904774,-0.609190749885318,0.0,1.0
2018-11-21,-0.03736363880028948,-0.42525932080731194,-0.0,-0.6227451821276367,-0.5949234769090568,0.0,1.0
2018-11-23,-0.03856247656793959,-0.41618017245996464,-0.0,-0.6270419366932677,-0.596191955438916,0.0,1.0
2018-11-26,-0.038626379513554056,-0.4156219864995178,-0.0,-0.6276652737597772,-0.5967802421515054,0.0,1.0
2018-11-27,-0.03599122947751217,-0.4153698058719718,-0.0,-0.626824963901813,-0.5957805230226216,0.0,1.0
2018-11-28,-0.037499665659186346,-0.41097172814079763,-0.0,-0.6290689277021425,-0.5971861877123065,0.0,1.0
2018-11-29,-0.02732080686740904,-0.40555983735083856,-0.0,-0.6266776516862891,-0.5981077417811678,0.0,1.0
2018-11-30,-0.026920010629816634,-0.4055009301089556,-0.0,-0.6269200106298166,-0.5981132075471698,0.0,1.0
2018-12-03,-0.026190665922915506,-0.40555688368263076,-0.0,-0.6266900417031901,-0.5978165590883736,0.0,1.0
2018-12-04,-0.01932508018980463,-0.4092993664342709,-0.0,-0.6248177504440262,-0.5974604352782122,0.0,1.0
2018-12-06,-0.011089846105445299,-0.39165770914715675,-0.0,-0.626851584825525,-0.5921138872139056,0.0,1.0
2018-12-07,-0.006901800241431795,-0.39293024720516456,-0.0,-0.6284574607673332,-0.595969138718312,0.0,1.0
2018-12-10,-0.0,-0.391607845180111,-0.0,-0.6267288307764436,-0.5863308415596593,0.0,1.0
2018-12-11,-0.0,-0.3984172322528236,-0.0,-0.6191399596446634,-0.6029192107125075,0.0,1.0
2018-12-12,-0.0,-0.4011935119219748,-0.0,-0.6194169142196166,-0.6082704592654907,0.0,1.0
2018-12-13,-0.0,-0.39828727540191233,-0.0,-0.6219659556582957,-0.6066249868656088,0.0,1.0
2018-12-14,-0.0,-0.4033551576345613,-0.0,-0.6193368567747364,-0.6067418684757172,0.0,1.0
2018-12-17,-0.0,-0.40000524287624195,-0.0,-0.6093532912155609,-0.6121058012425618,0.0,1.0
2018-12-18,-0.0,-0.3883034223706177,-0.0,-0.6049144407345576,-0.6152963272120201,0.0,1.0
2018-12-19,-0.0,-0.3883555926544241,-0.0,-0.6048883555926545,-0.6152702420701169,0.0,1.0
2018-12-20,-0.0,-0.3835488150672459,-0.0,-0.6052652116230067,-0.6125751151114696,0.0,1.0
2018-12-21,-0.0,-0.38656181874805357,-0.0,-0.6122184158621405,-0.5964652756150732,0.0,1.0
2018-12-24,-0.0,-0.3765347532762944,-0.0,-0.6074908884121282,-0.6008478300204203,0.0,1.0
2018-12-26,-0.0,-0.37593480839651344,-0.0,-0.6040538449636391,-0.5987931301253288,0.0,1.0
2018-12-27,-0.0,-0.36009713895423845,-0.0,-0.573499279046824,-0.5960638486251296,0.0,1.0
2018-12-28,-0.0,-0.36215396283655665,-0.0,-0.5720894956389837,-0.5939072177980027,0.0,1.0
2018-12-31,-0.0,-0.3643904906423875,-0.0,-0.5714972180070815,-0.5931967627718766,0.0,1.0
2019-01-02,-0.0,-0.36382478578469785,-0.0,-0.5704572454060612,-0.593332153780047,0.0,1.0
2019-01-03,-0.0,-0.36547811993517015,-0.0,-0.5655642220421394,-0.6013725688816856,0.0,1.0
2019-01-04,-0.0,-0.3668011091504916,-0.0,-0.5505671792286362,-0.6034282833375347,0.0,1.0
2019-01-07,-0.0,-0.3533167082294264,-0.0,-0.5459102244389027,-0.5945386533665835,0.0,1.0
2019-01-08,-0.0,-0.34081398824349907,-0.0,-0.5567400617714456,-0.5932300488193684,0.0,1.0
2019-01-09,-0.0,-0.3326367119470568,-0.0,-0.5567248843110911,-0.5985470468229088,0.0,1.0
2019-01-10,-0.0,-0.3319405063920808,-0.0,-0.5571805203203503,-0.5980948117196438,0.0,1.0
2019-01-11,-0.0,-0.3251842262497511,-0.0,-0.5596494722166899,-0.6047102170882295,0.0,1.0
2019-01-14,-0.0,-0.32684883054773706,-0.0,-0.5610630931327372,-0.6029591252148355,0.0,1.0
2019-01-15,-0.0,-0.32133406560487293,-0.0,-0.5630336012781467,-0.6120125817564531,0.0,1.0
2019-01-16,-0.0,-0.32279334632099504,-0.0,-0.546206104201009,-0.6286278035865928,0.0,1.0
2019-01-17,-0.0,-0.3321537920995834,-0.0,-0.5470561662400242,-0.6304522411283441,0.0,1.0
2019-01-18,-0.0,-0.33378691664146753,-0.0,-0.5490373954238483,-0.6370829553472431,0.0,1.0
2019-01-22,-0.0,-0.2172629760276438,-0.0,-0.48818179636695225,-0.6941664866940225,0.0,1.0
2019-01-23,-0.0,-0.17071418307228048,-0.0,-0.4896776356756239,-0.7345883029170858,0.0,1.0
2019-01-24,-0.0,-0.1658322753730807,-0.0,-0.499197547129135,-0.7303518815723286,0.0,1.0
2019-01-25,-0.0,-0.09806513640187478,-0.0,-0.5080639346232425,-0.7974281937267156,0.0,1.0
2019-01-28,-0.0,-0.09176561072922175,-0.0,-0.5165841465173293,-0.795149738018555,0.0,1.0
2019-01-29,-0.0,-0.08339956168870265,-0.0,-0.5203622088962744,-0.804542061026419,0.0,1.0
2019-01-30,-0.0,-0.08364463601532567,-0.0,-0.5181273946360153,-0.7928639846743295,0.0,1.0
2019-01-31,-0.0,-0.07885261928038342,-0.0,-0.5025632466200911,-0.8029995946493718,0.0,1.0
2019-02-01,-0.0,-0.07751697102973515,-0.0,-0.5024141887369729,-0.8103308155655415,0.0,1.0
2019-02-04,-0.0,-0.07842340511986996,-0.0,-0.503525587398714,-0.808303654659751,0.0,1.0
2019-02-05,-0.0,-0.07835776284641686,-0.0,-0.49960546137108147,-0.8131560699170273,0.0,1.0
2019-02-06,-0.0,-0.0752081140560712,-0.0,-0.5023442732752846,-0.8145631996938091,0.0,1.0
2019-02-07,-0.0,-0.0693960372403915,-0.0,-0.5037240391501552,-0.8140845070422535,0.0,1.0
2019-02-08,-0.0,-0.06254646617262632,-0.0,-0.5067031201285463,-0.8290044847351128,0.0,1.0
2019-02-11,-0.0,-0.05963556046383214,-0.0,-0.5041653662401268,-0.836986531582359,0.0,1.0
2019-02-12,-0.0,-0.06270730183146661,-0.0,-0.5074989184252272,-0.8332692400134596,0.0,1.0
2019-02-13,-0.0,-0.06624483782935252,-0.0,-0.5117250706402299,-0.8370806868403893,0.0,1.0
2019-02-14,-0.0,-0.0693719806763285,-0.0,-0.5159661835748792,-0.8301207729468599,0.0,1.0
2019-02-15,-0.0,-0.07341845618107952,-0.0,-0.5152108725091894,-0.8296092087444379,0.0,1.0
2019-02-19,-0.0,-0.06983274029966355,-0.0,-0.5206835620748916,-0.8300050831457411,0.0,1.0
2019-02-20,-0.0,-0.08201282206362646,-0.0,-0.5110197169468973,-0.8262247490020563,0.0,1.0
2019-02-21,-0.0,-0.09127646702964307,-0.0,-0.5082879612825166,-0.8202782819116757,0.0,1.0
2019-02-22,-0.0,-0.09019864024582033,-0.0,-0.5099320122910164,-0.8193849652802981,0.0,1.0
2019-02-25,-0.0,-0.08356909684439609,-0.0,-0.5093700882601863,-0.8251239269737638,0.0,1.0
2019-02-26,-0.0,-0.08307506053268765,-0.0,-0.5083777239709444,-0.8298305084745764,0.0,1.0
2019-02-27,-0.0,-0.08259901229785997,-0.0,-0.5080129756947807,-0.830226590490946,0.0,1.0
2019-02-28,-0.0,-0.08897597793744103,-0.0,-0.5130754529840095,-0.8170888066381208,0.0,1.0
