Date,BNS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.17542353738423314,-0.3254122430539869,-0.047007002484752654,-0.3796702055568105,-0.3313530607634967,0.0
2018-09-25,1.0,-0.17543146290774375,-0.3254495346525707,-0.047009126231137614,-0.37968735881449356,-0.33139062076443476,0.0
2018-09-26,1.0,-0.17504520795660033,-0.32529385171790237,-0.04547920433996383,-0.3805379746835443,-0.33401898734177216,0.0
2018-09-27,1.0,-0.17614637451999096,-0.3220917099615993,-0.04639710865145697,-0.3804156313530608,-0.3338152247571719,0.0
2018-09-28,1.0,-0.17549923195084483,-0.3227161832474925,-0.04667028101563206,-0.3802746905213698,-0.3338077166350411,0.0
2018-10-01,1.0,-0.17551509127055848,-0.3228131212723658,-0.04678745707572746,-0.38021868787276347,-0.33381529007771554,0.0
2018-10-02,1.0,-0.1773125014131639,-0.31048906776403556,-0.05130350238542067,-0.383996201415425,-0.33796097406561604,0.0
2018-10-03,1.0,-0.17812811452387425,-0.31577874422397395,-0.05198423484642566,-0.38323366856935764,-0.33598351001177856,0.0
2018-10-04,1.0,-0.17992437107986323,-0.3126825623259289,-0.052351515974911125,-0.38541312863709437,-0.3339673482326835,0.0
2018-10-05,1.0,-0.17694218608852755,-0.3104561878952123,-0.04914182475158085,-0.3869241192411924,-0.33491418247515803,0.0
2018-10-08,1.0,-0.17579939566138997,-0.30834799079962116,-0.04670094258783204,-0.389415054345375,-0.33473143011771067,0.0
2018-10-09,1.0,-0.17599440786506718,-0.308311536033192,-0.04719491296112564,-0.3891720032470461,-0.33424280689095337,0.0
2018-10-10,1.0,-0.17564397527856723,-0.3089051292461767,-0.046510578788288896,-0.3893174538728741,-0.335205485631795,0.0
2018-10-11,1.0,-0.1543979693190597,-0.3030791303388147,-0.02121178677850127,-0.3860721774638561,-0.34250082772320933,0.0
2018-10-12,1.0,-0.152839772202555,-0.30097407594714043,-0.018206205061676816,-0.38598034257569425,-0.34083862881769605,0.0
2018-10-15,1.0,-0.1407915265783286,-0.3224778605489265,-0.0006592392379194409,-0.388006240798119,-0.345529259234843,0.0
2018-10-16,1.0,-0.1408165956137652,-0.3225069221641102,-0.000703203973102448,-0.38797081703511627,-0.34551487715905593,0.0
2018-10-17,1.0,-0.13340585227890786,-0.3078646796475579,-0.0,-0.38607636244969,-0.34819971717611226,0.0
2018-10-18,1.0,-0.1329997824668262,-0.30702632151403086,-0.0,-0.38699151620622146,-0.3483141179029802,0.0
2018-10-19,1.0,-0.12835348675941577,-0.30340657911845015,-0.0,-0.3875958913015213,-0.3476791054479262,0.0
2018-10-22,1.0,-0.12883781439722464,-0.3051387684301821,-0.0,-0.38701214223764097,-0.3472679965307892,0.0
2018-10-23,1.0,-0.12953367875647667,-0.3050707828386845,-0.0,-0.38638975003793874,-0.3469117870227849,0.0
2018-10-24,1.0,-0.12844553190567956,-0.30231903514280145,-0.0,-0.38676569300391916,-0.3477903124526341,0.0
2018-10-25,1.0,-0.11530865770529401,-0.28334501284746555,-0.0,-0.3890764689643456,-0.33579664904121803,0.0
2018-10-26,1.0,-0.11096084356444014,-0.27946241785178455,-0.0,-0.38981045157745703,-0.3329247934408216,0.0
2018-10-29,1.0,-0.10055760126249343,-0.2826301946344029,-0.0,-0.3853550762756444,-0.3356128353498159,0.0
2018-10-30,1.0,-0.10440532345013476,-0.2829767520215633,-0.0,-0.38555003369272234,-0.33284198113207547,0.0
2018-10-31,1.0,-0.10595415364610641,-0.27597995008493953,-0.0,-0.38447180218535687,-0.3308865166418489,0.0
2018-11-01,1.0,-0.10333696654649115,-0.2778150415024734,-0.0,-0.3841703697493083,-0.33076213632933676,0.0
2018-11-02,1.0,-0.10547968090882512,-0.2673015077475671,-0.0,-0.3868562836737251,-0.3286555569477509,0.0
2018-11-05,1.0,-0.1019951948187611,-0.27780215188551133,-0.0,-0.3883631045649222,-0.3210696751279641,0.0
2018-11-06,1.0,-0.10461885562681485,-0.2799097537028139,-0.0,-0.38638785017443444,-0.3181181975808979,0.0
2018-11-07,1.0,-0.10435763055143757,-0.2799156452926315,-0.0,-0.38577662706449795,-0.31793790324264504,0.0
2018-11-08,1.0,-0.0883444999896285,-0.281544939741542,-0.0,-0.38156775705781076,-0.3228442821879732,0.0
2018-11-09,1.0,-0.08781428927059995,-0.2816778690565098,-0.0,-0.38231267114762263,-0.3227325533150776,0.0
2018-11-12,1.0,-0.0874295424403183,-0.2797994031830239,-0.0,-0.3828125,-0.32223972148541113,0.0
2018-11-13,1.0,-0.07667771078138827,-0.27629493960035395,-0.0,-0.38443808779042254,-0.32049883728108985,0.0
2018-11-14,1.0,-0.07801462259293585,-0.2759139120584904,-0.0,-0.38519205025229125,-0.32039954690557104,0.0
2018-11-15,1.0,-0.07771285132299081,-0.27698448623513433,-0.0,-0.38827620262540635,-0.3145549565861487,0.0
2018-11-16,1.0,-0.07660230073952341,-0.2737880032867708,-0.0,-0.38757189811010684,-0.31626951520131474,0.0
2018-11-19,1.0,-0.07719327075159707,-0.27358626214489656,-0.0,-0.38719881683544566,-0.3161267793685681,0.0
2018-11-20,1.0,-0.058253617856266864,-0.26902951516638046,-0.0,-0.3903196795029024,-0.3263837789224102,0.0
2018-11-21,1.0,-0.05519473867524431,-0.2704214386690979,-0.0,-0.39255055420106943,-0.33065623143272754,0.0
2018-11-23,1.0,-0.054671763883750564,-0.2785176963867308,-0.0,-0.3910058782422822,-0.3311135775064743,0.0
2018-11-26,1.0,-0.054603370324702014,-0.2787505137690095,-0.0,-0.39081381011097416,-0.3309083436087135,0.0
2018-11-27,1.0,-0.05070445609436436,-0.2797550786369594,-0.0,-0.3887614678899083,-0.32863695937090437,0.0
2018-11-28,1.0,-0.050209976441667525,-0.28286387380927996,-0.0,-0.38750384103246954,-0.3279934446379187,0.0
2018-11-29,1.0,-0.052848783492454574,-0.284344523149574,-0.0,-0.3879683810697054,-0.32801560414741815,0.0
2018-11-30,1.0,-0.053417221811004195,-0.2860638210379143,-0.0,-0.3912122707459495,-0.3253968253968254,0.0
2018-12-03,1.0,-0.05146181997615034,-0.287223981249229,-0.0,-0.39177186561947447,-0.325527365434434,0.0
2018-12-04,1.0,-0.05015918660778474,-0.2873985827256855,-0.0,-0.39133203245352777,-0.32515148402998867,0.0
2018-12-06,1.0,-0.04738360946864973,-0.2625875325409158,-0.0,-0.39319516477307126,-0.31487498234213873,0.0
2018-12-07,1.0,-0.04352042671839011,-0.26382995918697216,-0.0,-0.3946538974421142,-0.31844263951186,0.0
2018-12-10,1.0,-0.02451796713549086,-0.27031961638008867,-0.0,-0.4013161854697939,-0.31022652033466425,0.0
2018-12-11,1.0,-0.023078929940396155,-0.27102691203917395,-0.0,-0.40083084147785425,-0.31192678962050213,0.0
2018-12-12,1.0,-0.022721342405812812,-0.27125107886232713,-0.0,-0.40067441440356477,-0.3125388892234198,0.0
2018-12-13,1.0,-0.023169284608113273,-0.27396874560045054,-0.0,-0.3997908328472879,-0.31431387140242556,0.0
2018-12-14,1.0,-0.02435002915569139,-0.27122835943940643,-0.0,-0.40100134719401603,-0.31415760159250394,0.0
2018-12-17,1.0,-0.01565475355288741,-0.27102166810318906,-0.0,-0.3947964481148149,-0.32297700895989095,0.0
2018-12-18,1.0,-0.01099405403248334,-0.26649108104872504,-0.0,-0.3939103715232053,-0.32389560636896925,0.0
