Date,HRTG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5657440287979764,-1.403852702242545,-0.008172398696307826,-1.0312788831055115,-0.8554263754438878,0.0
2018-09-25,1.0,-0.5655881493031868,-1.4074164311470614,-0.006188480654906929,-1.0343533768638533,-0.8592729753435338,0.0
2018-09-26,1.0,-0.5657067680163719,-1.4076402085465087,-0.006529259854797058,-1.0342055255079667,-0.8585002192661892,0.0
2018-09-27,1.0,-0.5678700009730466,-1.3982679770361,-0.008952028802179624,-1.032986280042814,-0.857156757808699,0.0
2018-09-28,1.0,-0.5646019426953678,-1.4083565187679994,-0.010348025577195294,-1.0366085810513985,-0.8612290720944991,0.0
2018-10-01,1.0,-0.5666699228289538,-1.4072482172511478,-0.010305753638761355,-1.038194783628016,-0.8618247533457067,0.0
2018-10-02,1.0,-0.5674250561468607,-1.3985450639585977,-0.013865833414705596,-1.039156332389415,-0.8633434234937993,0.0
2018-10-03,1.0,-0.5666000097546701,-1.390918402185046,-0.013412671316392722,-1.0401404672486954,-0.8663122469882457,0.0
2018-10-04,1.0,-0.5791613598510826,-1.3836092877437052,-0.014940726952091704,-1.0577544822180858,-0.8631331439208386,0.0
2018-10-05,1.0,-0.5559834267609066,-1.3730441140628808,-0.0,-1.0696076041920546,-0.8758469412624909,0.0
2018-10-08,1.0,-0.5589703048569593,-1.3874203270912595,-0.0,-1.1014378180740156,-0.8931271307870943,0.0
2018-10-09,1.0,-0.5640835312747426,-1.3907363420427554,-0.0,-1.1020882818685669,-0.891627078384798,0.0
2018-10-10,1.0,-0.5704511650966783,-1.391670798215171,-0.0,-1.1079325731284086,-0.8878532473971245,0.0
2018-10-11,1.0,-0.45377117441090187,-1.3519920507239518,-0.0,-1.0530424907731617,-0.8729535345888142,0.0
2018-10-12,1.0,-0.44994433104472076,-1.3322508814251253,-0.0,-1.0218500649471145,-0.8350343291890888,0.0
2018-10-15,1.0,-0.3945543162433218,-1.4136282688161967,-0.0,-1.0261973943199925,-0.8520479895022964,0.0
2018-10-16,1.0,-0.39418931583880035,-1.4141049671977506,-0.0,-1.0259137769447049,-0.8518275538894096,0.0
2018-10-17,1.0,-0.36029579586433563,-1.3479709681836858,-0.0,-1.0067558314693934,-0.8497283973159265,0.0
2018-10-18,1.0,-0.3599598320248311,-1.3478637940478364,-0.0,-1.0070293956545555,-0.8496896111009677,0.0
2018-10-19,1.0,-0.3313438234762163,-1.330213420148309,-0.0,-1.0121631398082835,-0.8478929281967806,0.0
2018-10-22,1.0,-0.33143477081638184,-1.3188228912394901,-0.0,-1.017267878130368,-0.8528614049362626,0.0
2018-10-23,1.0,-0.34199193073122075,-1.323813409492724,-0.0,-1.0144158846729225,-0.8530758420599301,0.0
2018-10-24,1.0,-0.3386621982700059,-1.3183732620805215,-0.0,-1.0159865948100177,-0.8557583442778859,0.0
2018-10-25,1.0,-0.2813703014836282,-1.2368614559453261,-0.0,-1.0113759245642113,-0.7957956659025044,0.0
2018-10-26,1.0,-0.25819637230690623,-1.211913480371285,-0.0,-1.0095801754236566,-0.7781657157455505,0.0
2018-10-29,1.0,-0.2136829415310428,-1.263799190562301,-0.0,-1.0120554550934298,-0.8160251442349092,0.0
2018-10-30,1.0,-0.19826027043320987,-1.2648781328050984,-0.0,-1.0135216604943589,-0.8295581775902162,0.0
2018-10-31,1.0,-0.20216391208042256,-1.234281819730789,-0.0,-1.0051116033395808,-0.8181121144999148,0.0
2018-11-01,1.0,-0.17472213942000595,-1.2578035174381468,-0.0,-1.0056636715922156,-0.8202529489417877,0.0
2018-11-02,1.0,-0.1791542223953599,-1.294074362636887,-0.0,-1.0153226853655368,-0.8398476388347833,0.0
2018-11-05,1.0,-0.17665933259992667,-1.451136780344701,-0.0,-1.1028144481114779,-0.8531353135313532,0.0
2018-11-06,1.0,-0.18970114942528735,-1.4651494252873565,-0.0,-1.0987586206896551,-0.8440919540229885,0.0
2018-11-07,1.0,-0.19184276091169145,-1.4691796622681554,-0.0,-1.1044108148011442,-0.8483897757682015,0.0
2018-11-08,1.0,-0.13537057522123894,-1.4928097345132745,-0.0,-1.1033831120943953,-0.8775811209439529,0.0
2018-11-09,1.0,-0.13537199328733918,-1.5095096028342347,-0.0,-1.1248834607495806,-0.8918049599104979,0.0
2018-11-12,1.0,-0.13346936882623012,-1.4953856142466264,-0.0,-1.1233130825951863,-0.8854055558131986,0.0
2018-11-13,1.0,-0.08499977014664643,-1.4968510090562221,-0.0,-1.1341883878085781,-0.8810279041971222,0.0
2018-11-14,1.0,-0.08508779994483771,-1.4966902638595199,-0.0,-1.1340902822469432,-0.8809414360577364,0.0
2018-11-15,1.0,-0.08286684408552812,-1.4962374965586858,-0.0,-1.1342112508029734,-0.8750573552353859,0.0
2018-11-16,1.0,-0.07902430111456239,-1.482093915585602,-0.0,-1.1289512150557282,-0.8778092453864426,0.0
2018-11-19,1.0,-0.0858541943160496,-1.482952725275731,-0.0,-1.1284609400027459,-0.8791359663173309,0.0
2018-11-20,1.0,-0.0,-1.4826907225936443,-0.0,-1.1566993314406082,-0.9397838629911164,0.0
2018-11-21,1.0,-0.004067796610169492,-1.4711412429378532,-0.0,-1.1494689265536722,-0.8950960451977401,0.0
2018-11-23,1.0,-0.005278116118554608,-1.4602336806965308,-0.0,-1.1512157711914106,-0.8945279018360626,0.0
2018-11-26,1.0,-0.0041933447560645685,-1.465235819280368,-0.0,-1.1481648480476145,-0.8913337541707999,0.0
2018-11-27,1.0,-0.0,-1.4700314042171378,-0.0,-1.1364737550471062,-0.8798115746971737,0.0
2018-11-28,1.0,-0.0,-1.478219867073828,-0.0,-1.133689599425184,-0.8788395904436861,0.0
2018-11-29,1.0,-0.0,-1.4431436649584732,-0.0,-1.105274783530659,-0.8693673793956529,0.0
2018-11-30,1.0,-0.0,-1.4433108078265096,-0.0,-1.1054282054679563,-0.8679828629477496,0.0
2018-12-03,1.0,-0.0,-1.4430078107762234,-0.0,-1.1036582675080535,-0.8662459732580203,0.0
2018-12-04,1.0,-0.0,-1.4596449284986939,-0.0,-1.0998804622127774,-0.8678443352370834,0.0
2018-12-06,1.0,-0.0,-1.3695800034007823,-0.0,-1.072096582213909,-0.8092586294847816,0.0
2018-12-07,1.0,-0.0,-1.38783760536728,-0.0,-1.0983571305694133,-0.8145535867882333,0.0
2018-12-10,1.0,-0.0,-1.3787859533189308,-0.0,-1.077477019528106,-0.7797263523531156,0.0
2018-12-11,1.0,-0.0,-1.381215000848464,-0.0,-1.0734770066180213,-0.7876293908026472,0.0
2018-12-12,1.0,-0.0,-1.3810877312065162,-0.0,-1.073519429832004,-0.7877142372306126,0.0
2018-12-13,1.0,-0.0,-1.3745338983050848,-0.0,-1.078220338983051,-0.7845338983050848,0.0
2018-12-14,1.0,-0.0,-1.3635324499386139,-0.0,-1.0848397612294145,-0.785148808263833,0.0
2018-12-17,1.0,-0.0,-1.3570977386617258,-0.0,-1.0569756179727967,-0.7969848823009223,0.0
2018-12-18,1.0,-0.0,-1.3412388040872967,-0.0,-1.0554223960304445,-0.808376434969093,0.0
2018-12-19,1.0,-0.0,-1.3436433357212085,-0.0,-1.05836247945725,-0.8118916185580044,0.0
2018-12-20,1.0,-0.0,-1.3229218932931928,-0.0,-1.0573674527512962,-0.8010118748954674,0.0
2018-12-21,1.0,-0.0,-1.330733294402269,-0.0,-1.0684074413948443,-0.7720447151080337,0.0
2018-12-24,1.0,-0.0,-1.3030102820332825,-0.0,-1.049593260932403,-0.7767683858446546,0.0
2018-12-26,1.0,-0.0,-1.3059902200488998,-0.0,-1.0158924205378972,-0.7530562347188263,0.0
2018-12-27,1.0,-0.0,-1.236360108653473,-0.0,-0.8948001552192472,-0.7493597206053552,0.0
2018-12-28,1.0,-0.0,-1.2381487654560255,-0.0,-0.8921663630373271,-0.7458041009341447,0.0
2018-12-31,1.0,-0.0,-1.2436439855606878,-0.0,-0.8922097581803361,-0.7456817917168032,0.0
2019-01-02,1.0,-0.0,-1.2420342662221877,-0.0,-0.8880921001628034,-0.7461431118691372,0.0
2019-01-03,1.0,-0.0,-1.2416866909541895,-0.0,-0.8886520424773272,-0.7453298193938453,0.0
2019-01-04,1.0,-0.0,-1.2401568748077516,-0.0,-0.8640033835742849,-0.7408105198400493,0.0
2019-01-07,1.0,-0.0,-1.1979158857485568,-0.0,-0.8436914311417647,-0.7067996101656796,0.0
2019-01-08,1.0,-0.0,-1.1757409974894144,-0.0,-0.8652152733540676,-0.7061490613407277,0.0
2019-01-09,1.0,-0.0,-1.1632141788812442,-0.0,-0.8638199222255459,-0.7121223451989231,0.0
2019-01-10,1.0,-0.0,-1.1594484511042187,-0.0,-0.8669705915324539,-0.7103620940921489,0.0
2019-01-11,1.0,-0.0,-1.1094993153979942,-0.0,-0.8618214113902971,-0.7292306553676497,0.0
2019-01-14,1.0,-0.0,-1.1110124662449599,-0.0,-0.8702326785780342,-0.7179373358487774,0.0
2019-01-15,1.0,-0.0,-1.101144402059183,-0.0,-0.8673382467316026,-0.7351209214473539,0.0
2019-01-16,1.0,-0.0,-1.100703182827535,-0.0,-0.8528127313101407,-0.7474463360473723,0.0
2019-01-17,1.0,-0.0,-1.1002999000333222,-0.0,-0.8530119589766375,-0.7491576881780148,0.0
2019-01-18,1.0,-0.0,-1.079995537208524,-0.0,-0.8531741604373535,-0.7857860091487225,0.0
2019-01-22,1.0,-0.0,-1.1830707162974805,-0.0,-0.9110146913298318,-0.7119966506812819,0.0
