Date,BGB,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.0929866166934775,-0.21803014975372725,-0.0,-0.18696827476409228,-0.16041725401747955,0.0
2018-09-25,1.0,-0.09445724802281431,-0.21749871503655924,-0.0,-0.18659327176562265,-0.15946810803641004,0.0
2018-09-26,1.0,-0.09421166951302416,-0.2173401203760508,-0.0,-0.18663262091492427,-0.15990449503407336,0.0
2018-09-27,1.0,-0.09613854822671528,-0.21390454093470332,-0.0,-0.18708982432880344,-0.1601425256877693,0.0
2018-09-28,1.0,-0.09564381381779605,-0.21454382707863676,-0.0,-0.18714361490518497,-0.16025726031030366,0.0
2018-10-01,1.0,-0.09613503341015733,-0.21414004078857915,-0.0,-0.18747823780073286,-0.16030243239210093,0.0
2018-10-02,1.0,-0.09820969320878065,-0.20698866747415753,-0.0,-0.19057890457780952,-0.16346712240123448,0.0
2018-10-03,1.0,-0.0985008218086431,-0.20829113608819083,-0.0,-0.19042717447246524,-0.163000348646091,0.0
2018-10-04,1.0,-0.09929619547174823,-0.2070413651151982,-0.0,-0.1913551557001527,-0.16224022309275613,0.0
2018-10-05,1.0,-0.09646759343438518,-0.2045886572887912,-0.0,-0.19053837380365968,-0.16137990313569267,0.0
2018-10-08,1.0,-0.09896691121425363,-0.20944585849511738,-0.0,-0.19129610221090979,-0.1638801550464973,0.0
2018-10-09,1.0,-0.10127362024473487,-0.21018896195787895,-0.0,-0.19087655040372928,-0.16252393240655955,0.0
2018-10-10,1.0,-0.10102876548142228,-0.21023105606605408,-0.0,-0.19075442801970965,-0.16267146091357038,0.0
2018-10-11,1.0,-0.07952608942627608,-0.2015093727176824,-0.0,-0.18028077578511725,-0.16166517893370122,0.0
2018-10-12,1.0,-0.07883857476071744,-0.19773184267674734,-0.0,-0.17564545966379794,-0.15640633797152736,0.0
2018-10-15,1.0,-0.07223523372581732,-0.20244473675767588,-0.0,-0.1736982258012769,-0.15577978119285185,0.0
2018-10-16,1.0,-0.06682981018466344,-0.21404536892437978,-0.0,-0.17361904915235138,-0.15549079902757879,0.0
2018-10-17,1.0,-0.06323327259358716,-0.2069147405773473,-0.0,-0.17211725967839903,-0.15614910009270805,0.0
2018-10-18,1.0,-0.06335326278095725,-0.20735684368705437,-0.0,-0.171787575534738,-0.1561370975477188,0.0
2018-10-19,1.0,-0.05877872286403452,-0.202535863907579,-0.0,-0.17102005839786721,-0.15454805128856164,0.0
2018-10-22,1.0,-0.05916830802465214,-0.20441260562932842,-0.0,-0.17061122053497682,-0.15423470360251604,0.0
2018-10-23,1.0,-0.05901321641885882,-0.2044255941034439,-0.0,-0.1707491422035837,-0.1543239293429915,0.0
2018-10-24,1.0,-0.05842785753946221,-0.20356944554612516,-0.0,-0.17041326247322916,-0.1540096771634806,0.0
2018-10-25,1.0,-0.0489286657654718,-0.1892819963019935,-0.0,-0.17139793968209574,-0.14417563977066145,0.0
2018-10-26,1.0,-0.04238242965844021,-0.18511830346807429,-0.0,-0.17446867620502848,-0.1414548316895865,0.0
2018-10-29,1.0,-0.04424149707168575,-0.18413610866441055,-0.0,-0.1764560443805727,-0.1404509140358197,0.0
2018-10-30,1.0,-0.0388942114534722,-0.18442686281175633,-0.0,-0.17690144327348023,-0.14505362054578605,0.0
2018-10-31,1.0,-0.04373631794776925,-0.17283322541855517,-0.0,-0.17990935158634724,-0.14514537662257576,0.0
2018-11-01,1.0,-0.03699653446284174,-0.17811320754716983,-0.0,-0.17976126299576434,-0.1453523296110897,0.0
2018-11-02,1.0,-0.03715451535915005,-0.1774886442374317,-0.0,-0.17989067672646086,-0.14523057972130266,0.0
2018-11-05,1.0,-0.03559113300492611,-0.18186576354679804,-0.0,-0.18031096059113302,-0.14164100985221675,0.0
2018-11-06,1.0,-0.036514216222040916,-0.18255568725850896,-0.0,-0.17964624928803435,-0.14068441064638781,0.0
2018-11-07,1.0,-0.036280272025110014,-0.1826168569406407,-0.0,-0.1791549989229775,-0.14055143551712468,0.0
2018-11-08,1.0,-0.03344835518748562,-0.18202591825780232,-0.0,-0.17770109654167623,-0.14044935204355494,0.0
2018-11-09,1.0,-0.03314468013313088,-0.18207334468320066,-0.0,-0.17814690409362108,-0.1404009263945766,0.0
2018-11-12,1.0,-0.03296451035306001,-0.17903983594264114,-0.0,-0.178840885787307,-0.13954057817975912,0.0
2018-11-13,1.0,-0.027124719032865563,-0.17638661077698803,-0.0,-0.17813316323431141,-0.13711196160622074,0.0
2018-11-14,1.0,-0.027719975089994985,-0.17601045005088323,-0.0,-0.17827361514042256,-0.1368987043759588,0.0
2018-11-15,1.0,-0.027559950856224116,-0.17646255820655551,-0.0,-0.1798753204204523,-0.13288537669310924,0.0
2018-11-16,1.0,-0.024718317334667818,-0.17163307705139288,-0.0,-0.18115645330057778,-0.1389381738774396,0.0
2018-11-19,1.0,-0.02836340421651036,-0.17182203711866725,-0.0,-0.18045569928103483,-0.13936980346258493,0.0
2018-11-20,1.0,-0.02638882569725647,-0.17089039537740572,-0.0,-0.18015681635500555,-0.13914797458179778,0.0
2018-11-21,1.0,-0.02440432774130805,-0.17193958181376123,-0.0,-0.18105701434476051,-0.14217116460004864,0.0
2018-11-23,1.0,-0.024856509459746726,-0.1681344711348659,-0.0,-0.18278720884326885,-0.1426402259406602,0.0
2018-11-26,1.0,-0.024501320703160582,-0.17020372225764338,-0.0,-0.1817864407808847,-0.1415733066156602,0.0
2018-11-27,1.0,-0.022812594610959736,-0.17029972752043598,-0.0,-0.18045716015743263,-0.1401907356948229,0.0
2018-11-28,1.0,-0.023134339656921375,-0.16943481354751774,-0.0,-0.1809262820027555,-0.14051688897636602,0.0
2018-11-29,1.0,-0.020166646540272917,-0.16789940828402367,-0.0,-0.18038280400917764,-0.14104576741939379,0.0
2018-11-30,1.0,-0.020392760645443705,-0.1682138598318465,-0.0,-0.1812857552566831,-0.13956437078295522,0.0
2018-12-03,1.0,-0.019538911856121183,-0.1685174567729865,-0.0,-0.18131204924711064,-0.13944295241256524,0.0
2018-12-04,1.0,-0.019772092672251152,-0.16831937212285866,-0.0,-0.18170704097803939,-0.13953663874424574,0.0
2018-12-06,1.0,-0.01852155384363219,-0.15776847312661113,-0.0,-0.1801940069437201,-0.13358465825274546,0.0
2018-12-07,1.0,-0.012524690249595979,-0.16057640509965884,-0.0,-0.18324654336505658,-0.14001616089064464,0.0
2018-12-10,1.0,-0.012894047173343318,-0.16025458629726694,-0.0,-0.18357169599400974,-0.14084612504679894,0.0
2018-12-11,1.0,-0.01092265739714123,-0.16117287465164365,-0.0,-0.1831680201372449,-0.1430283779329358,0.0
2018-12-12,1.0,-0.012390867360715251,-0.16138129669076834,-0.0,-0.18446791275389277,-0.14186493054513816,0.0
2018-12-13,1.0,-0.012499437300241587,-0.16162237594345993,-0.0,-0.18438545683717722,-0.14204042435064448,0.0
2018-12-14,1.0,-0.014734346632256517,-0.1552507989857008,-0.0,-0.18832055456359628,-0.14213693039446637,0.0
2018-12-17,1.0,-0.01948483840735254,-0.15770777277262146,-0.0,-0.19676814705082082,-0.1376787495843033,0.0
2018-12-18,1.0,-0.020268835148830298,-0.16046666868950452,-0.0,-0.19875898898564795,-0.13761871529568834,0.0
2018-12-19,1.0,-0.01360999893434013,-0.16392893571026232,-0.0,-0.20421087886492004,-0.14060620822993897,0.0
2018-12-20,1.0,-0.013190649666059501,-0.16013964784456586,-0.0,-0.2055707346690953,-0.1390255009107468,0.0
2018-12-21,1.0,-0.012430812513378795,-0.16196752392893182,-0.0,-0.20776123054340845,-0.1468303721598728,0.0
2018-12-24,1.0,-0.014634071435152484,-0.1669635453456589,-0.0,-0.21037437425140507,-0.14359202727188966,0.0
2018-12-26,1.0,-0.016425061613115556,-0.17958883769344985,-0.0,-0.19713135457008588,-0.13763068868920966,0.0
2018-12-27,1.0,-0.018430558757974023,-0.1810929213742218,-0.0,-0.19926216278533548,-0.13837522096687419,0.0
2018-12-28,1.0,-0.01947831978319783,-0.1801860064055186,-0.0,-0.20021864991377186,-0.13988975117023897,0.0
2018-12-31,1.0,-0.016340020695300314,-0.1861341487899427,-0.0,-0.20162473551715085,-0.1403264915288267,0.0
2019-01-02,1.0,-0.010249402118209771,-0.19007982110134486,-0.0,-0.20461533683262415,-0.1479796254309408,0.0
2019-01-03,1.0,-0.0034019975031210985,-0.1942883895131086,-0.0,-0.20212234706616727,-0.1607521847690387,0.0
2019-01-04,1.0,-0.0,-0.19582582209237273,-0.0,-0.19612109156461738,-0.1621029402623236,0.0
2019-01-07,1.0,-0.0,-0.18945860167010753,-0.0,-0.19386497396234556,-0.15736603703817828,0.0
2019-01-08,1.0,-0.0,-0.1935568562647681,-0.0,-0.19210514123334002,-0.15871569551049403,0.0
2019-01-09,1.0,-0.0,-0.1982468910191882,-0.0,-0.19324464542906258,-0.15717582196342011,0.0
2019-01-10,1.0,-0.0,-0.1977116846521854,-0.0,-0.1936552663766276,-0.15689978169657373,0.0
2019-01-11,1.0,-0.0,-0.19421762910398038,-0.0,-0.19489936629429355,-0.16030120388590197,0.0
2019-01-14,1.0,-0.0,-0.19495284774785954,-0.0,-0.19692269512346444,-0.15916987219257975,0.0
2019-01-15,1.0,-0.0,-0.19220496894409939,-0.0,-0.19700310559006212,-0.16358695652173913,0.0
2019-01-16,1.0,-0.0,-0.1900958466453674,-0.0,-0.19870343372933405,-0.1621173113309966,0.0
2019-01-17,1.0,-0.0004643387815750371,-0.18219105993065873,-0.0,-0.20048600792471521,-0.16465453194650817,0.0
2019-01-18,1.0,-0.0006072118079342344,-0.18250607211807937,-0.0,-0.20229494924332067,-0.1715451205081896,0.0
2019-01-22,1.0,-0.0,-0.16773705522018362,-0.0,-0.18918437875439403,-0.12629596119903294,0.0
2019-01-23,1.0,-0.0,-0.17096018735362997,-0.0,-0.18802063261494675,-0.1232472652891827,0.0
2019-01-24,1.0,-0.0,-0.17053206002728516,-0.0,-0.18926092888071652,-0.1230944895901299,0.0
2019-01-25,1.0,-0.0,-0.15862271924661567,-0.0,-0.21135962330782812,-0.1014714537963508,0.0
2019-01-28,1.0,-0.0,-0.15541865023802856,-0.0,-0.21749767866880867,-0.10094474494834116,0.0
2019-01-29,1.0,-0.0,-0.15408897805050745,-0.0,-0.21424356856266227,-0.10675300920462592,0.0
2019-01-30,1.0,-0.0,-0.15298683666843751,-0.0,-0.2134466678472345,-0.1092763119060268,0.0
2019-01-31,1.0,-0.0,-0.15674497241502047,-0.0,-0.2221035771489589,-0.10421486622767989,0.0
2019-02-01,1.0,-0.0,-0.15755034056095893,-0.0,-0.22741738794206,-0.10219803099253442,0.0
2019-02-04,1.0,-0.0,-0.15705996131528047,-0.0,-0.23209343847641717,-0.09872042850766255,0.0
2019-02-05,1.0,-0.0,-0.15720751570735192,-0.0,-0.22981865824970965,-0.10183723907929607,0.0
2019-02-06,1.0,-0.0,-0.15412223744564246,-0.0,-0.23010365163519392,-0.10500685053910765,0.0
2019-02-07,1.0,-0.0,-0.1512969588550984,-0.0,-0.22601371496720335,-0.11346153846153846,0.0
2019-02-08,1.0,-0.0,-0.1514659194228734,-0.0,-0.22652814833584237,-0.11251881772517923,0.0
2019-02-11,1.0,-0.0,-0.14417187079809962,-0.0,-0.22463919682074876,-0.1251979561956554,0.0
2019-02-12,1.0,-0.0,-0.15902940645859642,-0.0,-0.22108966263756089,-0.12326357568103914,0.0
2019-02-13,1.0,-0.0,-0.16364100868624326,-0.0,-0.21960566258904152,-0.11957861200444832,0.0
2019-02-14,1.0,-0.0,-0.15214017748180736,-0.0,-0.22815000075331837,-0.12634655658174257,0.0
2019-02-15,1.0,-0.0,-0.1650972534012324,-0.0,-0.22123453814050892,-0.12032000964247509,0.0
2019-02-19,1.0,-0.0,-0.16659879029217012,-0.0,-0.2206434680302276,-0.1211216193794591,0.0
2019-02-20,1.0,-0.0,-0.16814132568322512,-0.0,-0.21825456741657862,-0.12349388494639892,0.0
2019-02-21,1.0,-0.0,-0.16933327290033087,-0.0,-0.2198703712097176,-0.12162141745607277,0.0
2019-02-22,1.0,-0.0,-0.1721134541941522,-0.0,-0.2179419445408849,-0.11946201337419053,0.0
2019-02-25,1.0,-0.0,-0.18007294480306427,-0.0,-0.22615941033740786,-0.11979428955119106,0.0
2019-02-26,1.0,-0.0,-0.18178350169377727,-0.0,-0.22519608142338327,-0.11894589068269906,0.0
2019-02-27,1.0,-0.0,-0.18572497975770352,-0.0,-0.22734008585789145,-0.11465542264387309,0.0
2019-02-28,1.0,-0.0,-0.18522537945370893,-0.0,-0.22678568699081364,-0.116488085229965,0.0
2019-03-01,1.0,-0.0,-0.1850379859062352,-0.0,-0.22638682951436126,-0.11716779528883045,0.0
