Date,CTRE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4027471010491441,-0.9197956929872997,-0.0,-0.6146466040861402,-0.5139425731639977,0.0
2018-09-25,1.0,-0.40018779995826664,-0.9303749043611322,-0.0,-0.6229741948946234,-0.5242748834944703,0.0
2018-09-26,1.0,-0.39995826522449834,-0.930302924912183,-0.0,-0.6230306402810141,-0.5246409070357876,0.0
2018-09-27,1.0,-0.39934499338025226,-0.9348477458016863,-0.0,-0.6240680091979653,-0.5258170162358023,0.0
2018-09-28,1.0,-0.4065683974650748,-0.9361717026714752,-0.0,-0.6287244844368195,-0.5298133818843879,0.0
2018-10-01,1.0,-0.4076855279393619,-0.9479640401903755,-0.0,-0.6335624889829015,-0.53629472942006,0.0
2018-10-02,1.0,-0.40669399872764544,-0.961617304022054,-0.0,-0.6316886972503004,-0.5343535731957305,0.0
2018-10-03,1.0,-0.4059619256172077,-0.9550030021544874,-0.0,-0.6332779995055274,-0.5377388478790661,0.0
2018-10-04,1.0,-0.4151016937141237,-0.9479484090425908,-0.0,-0.6460917015094606,-0.5341931826234851,0.0
2018-10-05,1.0,-0.39827251894940946,-0.9397144368059228,-0.0,-0.6491450731535342,-0.5383747576238322,0.0
2018-10-08,1.0,-0.3946005004758045,-0.9364184259683502,-0.0,-0.6551298769957354,-0.5383286927712967,0.0
2018-10-09,1.0,-0.38820578051021126,-0.9385202459190164,-0.0,-0.6604126916825666,-0.5461804819447389,0.0
2018-10-10,1.0,-0.3934931143130244,-0.9390023719333026,-0.0,-0.6650971784614296,-0.5426062944737494,0.0
2018-10-11,1.0,-0.3096006038978864,-0.9310321163875928,-0.0,-0.6382788910238815,-0.5523263793576723,0.0
2018-10-12,1.0,-0.30668476416694945,-0.925110281642348,-0.0,-0.6252120800814387,-0.536274177129284,0.0
2018-10-15,1.0,-0.27293087651430314,-0.9610438087481761,-0.0,-0.6206522107977875,-0.538735620482541,0.0
2018-10-16,1.0,-0.26672556148279025,-0.9733614216302537,-0.0,-0.6198226359960586,-0.5378682341748496,0.0
2018-10-17,1.0,-0.2488490024688063,-0.9381463935410689,-0.0,-0.6106625742310002,-0.5386001201040902,0.0
2018-10-18,1.0,-0.2491489219678259,-0.9394566450837728,-0.0,-0.6101728856551633,-0.5387824577798545,0.0
2018-10-19,1.0,-0.22996688741721855,-0.9282781456953642,-0.0,-0.6143377483443708,-0.5386423841059603,0.0
2018-10-22,1.0,-0.2299615792262851,-0.9183889772125067,-0.0,-0.6199324324324323,-0.5438857975622681,0.0
2018-10-23,1.0,-0.22865570727827125,-0.9189977462548059,-0.0,-0.6216690971761898,-0.5450417605727165,0.0
2018-10-24,1.0,-0.2264556920123142,-0.9154225561918633,-0.0,-0.6220662716409017,-0.5463272534675097,0.0
2018-10-25,1.0,-0.1821169427000293,-0.8786646275989979,-0.0,-0.667002895909934,-0.5260794585624573,0.0
2018-10-26,1.0,-0.16647383982517033,-0.8633500449929297,-0.0,-0.6683699704332177,-0.5156189741612033,0.0
2018-10-29,1.0,-0.14620275408160005,-0.8712099428096743,-0.0,-0.6589667401514425,-0.5186427681395572,0.0
2018-10-30,1.0,-0.13096037609133646,-0.8730691739422431,-0.0,-0.6611979916210943,-0.5328280405513448,0.0
2018-10-31,1.0,-0.13518741675651677,-0.8518424557620347,-0.0,-0.657607661571637,-0.5265427792224265,0.0
2018-11-01,1.0,-0.10137939842901846,-0.8896481256785235,-0.0,-0.6660067692700683,-0.5360495561657832,0.0
2018-11-02,1.0,-0.10573203981992264,-0.8642444993976286,-0.0,-0.6704077103544481,-0.5299917570223829,0.0
2018-11-05,1.0,-0.11040738383195417,-0.8571928707829409,-0.0,-0.6732017823042649,-0.541884150222788,0.0
2018-11-06,1.0,-0.10445847623321261,-0.8570787525241195,-0.0,-0.6861437866598289,-0.557549921471842,0.0
2018-11-07,1.0,-0.11153329621016082,-0.8767401487110617,-0.0,-0.7107340561433392,-0.5765337875462675,0.0
2018-11-08,1.0,-0.09010148169762994,-0.874363712998087,-0.0,-0.7005479363226665,-0.5772136303213047,0.0
2018-11-09,1.0,-0.0885931806350859,-0.8780908381051535,-0.0,-0.706825871941697,-0.5799713690786048,0.0
2018-11-12,1.0,-0.08750283364098578,-0.8661549920658052,-0.0,-0.7086693221930762,-0.5761520774636485,0.0
2018-11-13,1.0,-0.05437823584268579,-0.8672219185130396,-0.0,-0.7186545325915683,-0.5754895970672412,0.0
2018-11-14,1.0,-0.05317982456140351,-0.8714202786377708,-0.0,-0.7214912280701754,-0.5788828689370484,0.0
2018-11-15,1.0,-0.05214842491786381,-0.8734136442697932,-0.0,-0.7259550344649874,-0.5695419699800296,0.0
2018-11-16,1.0,-0.04586415167468751,-0.8641839733858726,-0.0,-0.7324052840670521,-0.5873841284196247,0.0
2018-11-19,1.0,-0.04166126313059266,-0.8695370250291791,-0.0,-0.7390740500583582,-0.5918168849695241,0.0
2018-11-20,1.0,-0.002124372344534569,-0.861915797605253,-0.0,-0.7439809450238187,-0.6107248615939229,0.0
2018-11-21,1.0,-0.007711918419375397,-0.855895474824729,-0.0,-0.7422562141491394,-0.5809114085404716,0.0
2018-11-23,1.0,-0.010207662126383618,-0.8385275447382692,-0.0,-0.7548247153019235,-0.5863344923283039,0.0
2018-11-26,1.0,-0.00874439461883408,-0.8540679051889815,-0.0,-0.7549647661755285,-0.5852978859705318,0.0
2018-11-27,1.0,-0.0,-0.8647066351014139,-0.0,-0.7526713161430674,-0.5817710666069487,0.0
2018-11-28,1.0,-0.0,-0.8604480000000001,-0.0,-0.755712,-0.5838720000000001,0.0
2018-11-29,1.0,-0.0,-0.8393472692198223,-0.0,-0.7401726700610355,-0.5829353910376016,0.0
2018-11-30,1.0,-0.0,-0.8471837928950801,-0.0,-0.7513596030913081,-0.5818147123366091,0.0
2018-12-03,1.0,-0.0,-0.8467331892716411,-0.0,-0.7502860048303038,-0.5808122537180628,0.0
2018-12-04,1.0,-0.0,-0.8461099667247663,-0.0,-0.7455870701948978,-0.5773728410711456,0.0
2018-12-06,1.0,-0.0,-0.7893379191745485,-0.0,-0.7366723989681857,-0.5448654956393564,0.0
2018-12-07,1.0,-0.0,-0.7940533045755661,-0.0,-0.7445077800030813,-0.5426282545062394,0.0
2018-12-10,1.0,-0.0,-0.7926832983033294,-0.0,-0.7353863961741143,-0.5180176063845989,0.0
2018-12-11,1.0,-0.0,-0.7923229246001523,-0.0,-0.738888042650419,-0.5152170601675552,0.0
2018-12-12,1.0,-0.0,-0.7925885292862802,-0.0,-0.7384348144084842,-0.5164563905650028,0.0
2018-12-13,1.0,-0.0,-0.7883751489777832,-0.0,-0.7513980991962839,-0.5161507196772912,0.0
2018-12-14,1.0,-0.0,-0.768130181148296,-0.0,-0.7782622044826527,-0.5239484187902979,0.0
2018-12-17,1.0,-0.0,-0.7650786847100606,-0.0,-0.7561386320494764,-0.5404445533035331,0.0
2018-12-18,1.0,-0.0,-0.7624095060634756,-0.0,-0.7540092250358922,-0.5382594617710847,0.0
2018-12-19,1.0,-0.0,-0.7637214709661629,-0.0,-0.7554610536621184,-0.5402312916845132,0.0
2018-12-20,1.0,-0.0,-0.7560849300880372,-0.0,-0.754104852712706,-0.5360831023243062,0.0
2018-12-21,1.0,-0.0,-0.7542691050018167,-0.0,-0.7531185660651568,-0.5203463727746155,0.0
2018-12-24,1.0,-0.0,-0.7485512495472655,-0.0,-0.7493661716769286,-0.5203126886393818,0.0
2018-12-26,1.0,-0.0,-0.7485139597718402,-0.0,-0.74040828580006,-0.5131792254578205,0.0
2018-12-27,1.0,-0.0,-0.7079377903453848,-0.0,-0.6698502467034076,-0.5076319358282598,0.0
2018-12-28,1.0,-0.0,-0.7151399601351938,-0.0,-0.6690065574717624,-0.5045786752173788,0.0
2018-12-31,1.0,-0.0,-0.719172932330827,-0.0,-0.6685945633314054,-0.5040775014459224,0.0
2019-01-02,1.0,-0.0,-0.7183102661157502,-0.0,-0.6656361062151464,-0.5054754543615823,0.0
2019-01-03,1.0,-0.0,-0.7254181966544268,-0.0,-0.7027743778049775,-0.48604068310310666,0.0
2019-01-04,1.0,-0.0,-0.735315488127416,-0.0,-0.6762286743976517,-0.49484116604179385,0.0
2019-01-07,1.0,-0.0,-0.706492027334852,-0.0,-0.6671981776765376,-0.47366173120728927,0.0
2019-01-08,1.0,-0.0,-0.6940798818248963,-0.0,-0.6754161695358218,-0.4712800409067666,0.0
2019-01-09,1.0,-0.0,-0.6945304730785623,-0.0,-0.6754936780792726,-0.4712601221764456,0.0
2019-01-10,1.0,-0.0,-0.6984276192103914,-0.0,-0.6756110066655273,-0.4744488121688601,0.0
2019-01-11,1.0,-0.0,-0.6894748871493057,-0.0,-0.6808182389577738,-0.4866864750585681,0.0
2019-01-14,1.0,-0.0,-0.6889327159435202,-0.0,-0.6800148630880924,-0.48933859257988904,0.0
2019-01-15,1.0,-0.0,-0.6845507064005033,-0.0,-0.6807756105931476,-0.4945661499742607,0.0
2019-01-16,1.0,-0.0,-0.6873651334469051,-0.0,-0.660931289040318,-0.4909994321408291,0.0
2019-01-17,1.0,-0.0,-0.6903035413153457,-0.0,-0.6465711073636875,-0.4737211916807195,0.0
2019-01-18,1.0,-0.0,-0.6816265315939897,-0.0,-0.6479809841817822,-0.500127338068423,0.0
2019-01-22,1.0,-0.0,-0.736614977415921,-0.0,-0.7445841364826375,-0.39578238729537674,0.0
2019-01-23,1.0,-0.0,-0.7042428085547933,-0.0,-0.7538767510232316,-0.42422320862396956,0.0
2019-01-24,1.0,-0.0,-0.6999189204841606,-0.0,-0.7698210459257543,-0.42592807088666246,0.0
2019-01-25,1.0,-0.0,-0.6853707414829658,-0.0,-0.8722150182718378,-0.3894848520570553,0.0
2019-01-28,1.0,-0.0,-0.6834517527049736,-0.0,-0.874966832748607,-0.38975205636958643,0.0
2019-01-29,1.0,-0.0,-0.6567542103403604,-0.0,-0.8730126015781415,-0.4145271463902956,0.0
2019-01-30,1.0,-0.0,-0.6547436652916913,-0.0,-0.8728049499116087,-0.4188273423688863,0.0
2019-01-31,1.0,-0.0,-0.6740956072351422,-0.0,-0.8271376556260278,-0.43507751937984496,0.0
2019-02-01,1.0,-0.0,-0.6728971962616822,-0.0,-0.8296596720155175,-0.43637218597543054,0.0
2019-02-04,1.0,-0.0,-0.671136203246295,-0.0,-0.8389496589037874,-0.43039872971065635,0.0
2019-02-05,1.0,-0.0,-0.6646774901272489,-0.0,-0.8355126517478426,-0.4250694749158988,0.0
2019-02-06,1.0,-0.0,-0.6590383658657927,-0.0,-0.8332211524392027,-0.43419858944719203,0.0
2019-02-07,1.0,-0.0,-0.6592020139925646,-0.0,-0.8396124235239015,-0.428500336641199,0.0
2019-02-08,1.0,-0.0,-0.6692704495210022,-0.0,-0.870478997789241,-0.40792925571112754,0.0
2019-02-11,1.0,-0.0,-0.6392289582107121,-0.0,-0.8656856974690994,-0.43802236609770456,0.0
2019-02-12,1.0,-0.0,-0.6496623713620145,-0.0,-0.858667767522779,-0.4403915902456286,0.0
2019-02-13,1.0,-0.0,-0.6096930718653996,-0.0,-0.8451290591174022,-0.41634844526113296,0.0
2019-02-14,1.0,-0.0,-0.5731588032220943,-0.0,-0.869994246260069,-0.433716915995397,0.0
2019-02-15,1.0,-0.0,-0.6149151959660784,-0.0,-0.8414221865688746,-0.4086351134540454,0.0
2019-02-19,1.0,-0.0,-0.6061541981239992,-0.0,-0.8475749256463051,-0.40602836879432624,0.0
2019-02-20,1.0,-0.0,-0.6185180950202961,-0.0,-0.8380309873649304,-0.40209250471671143,0.0
