Date,IWF,IWM,MIC,MTUM,SPY,VLUE,VXX
2018-09-24,-1.3566895368782161,-1.9759862778730704,1.0,-0.8721269296740995,-1.7006861063464838,-1.6708404802744425,0.0
2018-09-25,-1.3573081868838406,-1.9741105872267468,1.0,-0.8735533647663952,-1.6991855979425632,-1.6684954993570509,0.0
2018-09-26,-1.3573939134162023,-1.9742820402914703,1.0,-0.8737248178311187,-1.6990998714102012,-1.668066866695242,0.0
2018-09-27,-1.3583968485056095,-1.966515372098998,1.0,-0.8746253318489338,-1.6978676029802175,-1.6664382975079217,0.0
2018-09-28,-1.3569776407093292,-1.969159599074788,1.0,-0.8751820440332391,-1.698278077615009,-1.6670950055684057,0.0
2018-10-01,-1.3570082248115147,-1.96932830705963,1.0,-0.8757710760795065,-1.6981665524331733,-1.6672378341329677,0.0
2018-10-02,-1.3570082248115147,-1.9695853324194654,1.0,-0.8759424263193968,-1.6979952021932831,-1.6669808087731321,0.0
2018-10-03,-1.3560236321602877,-1.9608699374946483,1.0,-0.8746468019522219,-1.6998886891000942,-1.6709478551245824,0.0
2018-10-04,-1.3568862275449103,-1.9548331907613343,1.0,-0.8745936698032506,-1.7007698887938407,-1.6671514114627888,0.0
2018-10-05,-1.3356007142249808,-1.9426069211801718,1.0,-0.8490774593997109,-1.703086472238755,-1.6723918034180767,0.0
2018-10-08,-1.3306191687871076,-1.9360474978795588,1.0,-0.8416454622561492,-1.7039864291772688,-1.6693808312128922,0.0
2018-10-09,-1.3295175103875183,-1.936233358772153,1.0,-0.839311455948444,-1.7044009157975073,-1.6701433053506318,0.0
2018-10-10,-1.3295753157582435,-1.9352377723149952,1.0,-0.8391964058658982,-1.7043316097312875,-1.6683055013986607,0.0
2018-10-11,-1.2261982928430728,-1.9374589625738672,1.0,-0.6790873276428102,-1.6801543007222586,-1.6846684175968483,0.0
2018-10-12,-1.218818203863875,-1.9199741330531082,1.0,-0.6522512327216878,-1.6465928380890793,-1.645865330207744,0.0
2018-10-15,-1.191522002422285,-1.9698829228905934,1.0,-0.6060557125555107,-1.649737585789261,-1.6570044408558742,0.0
2018-10-16,-1.189075630252101,-1.9838396897220427,1.0,-0.5976890756302521,-1.651098901098901,-1.6584518422753716,0.0
2018-10-17,-1.1427221172022684,-1.9120195337114052,1.0,-0.5486767485822307,-1.6254725897920606,-1.6476055450535603,0.0
2018-10-18,-1.1424858223062384,-1.9123345935727791,1.0,-0.5481253938248267,-1.625708884688091,-1.6478418399495907,0.0
2018-10-19,-1.1166251168588346,-1.8925677781240262,1.0,-0.5168276721720162,-1.6224680585852291,-1.6421782486755998,0.0
2018-10-22,-1.1173723536737235,-1.8848069738480695,1.0,-0.510818804483188,-1.6255448318804482,-1.6448474470734742,0.0
2018-10-23,-1.1172945205479452,-1.8849626400996262,1.0,-0.5105853051058531,-1.6255448318804482,-1.6449252801992527,0.0
2018-10-24,-1.1160491905354917,-1.8879202988792028,1.0,-0.5049813200498131,-1.6274906600249066,-1.6467932752179326,0.0
2018-10-25,-1.039205436487193,-1.7962064072884774,1.0,-0.44977970278545293,-1.604286461055933,-1.5781495033978044,0.0
2018-10-26,-1.0128280743143614,-1.7744028310232969,1.0,-0.41433205544087287,-1.6076378649365968,-1.563255676791507,0.0
2018-10-29,-0.9864164171474475,-1.777185423208939,1.0,-0.38669393120572554,-1.591762214270065,-1.5608705177828088,0.0
2018-10-30,-0.9765778912805544,-1.777818314483765,1.0,-0.37891280554542134,-1.5928493250638451,-1.570448741335279,0.0
2018-10-31,-0.9739583333333334,-1.7450810185185186,1.0,-0.37268518518518523,-1.584490740740741,-1.5575810185185186,0.0
2018-11-01,-0.9573139745916514,-1.7853357531760434,1.0,-0.3461343012704174,-1.5978221415607983,-1.572994555353902,0.0
2018-11-02,-0.9515548517132163,-1.7599337748344372,1.0,-0.34033976389288806,-1.5879642959976965,-1.5585948747480565,0.0
2018-11-05,-0.9485870424965845,-1.763428489250018,1.0,-0.3391817070540016,-1.5862515280074783,-1.553174660243043,0.0
2018-11-06,-0.9484061308196012,-1.7631143412247245,1.0,-0.3410808088076563,-1.5878247103691443,-1.5553716629488379,0.0
2018-11-07,-0.945599769734475,-1.7644095848024752,1.0,-0.3442469597754911,-1.5865294667913938,-1.555083831042671,0.0
2018-11-08,-0.9082197614991482,-1.7622089721749006,1.0,-0.3004684838160136,-1.57133730834753,-1.5559341283361725,0.0
2018-11-09,-0.907400837295111,-1.7613708933513093,1.0,-0.30092953948768897,-1.570921734194281,-1.555098275739729,0.0
2018-11-12,-0.9029139913920836,-1.7369646510971568,1.0,-0.295420870669583,-1.5727792281097863,-1.5475199322655755,0.0
2018-11-13,-0.8718056137410977,-1.7349532188241867,1.0,-0.25247870409160733,-1.5773634967183356,-1.5456640134059492,0.0
2018-11-14,-0.8717537000837754,-1.7346411616866797,1.0,-0.25223401284557384,-1.5772130689751467,-1.545378385925719,0.0
2018-11-15,-0.8697318007662834,-1.734169278996865,1.0,-0.2477882270985719,-1.5779867641936607,-1.5365377917102052,0.0
2018-11-16,-0.8633337955900707,-1.7193870475662183,1.0,-0.2415753709610318,-1.5725280820967966,-1.5370267646650952,0.0
2018-11-19,-0.8631600860453821,-1.7226424259246411,1.0,-0.23759628061897164,-1.5759489279022971,-1.5397959891749358,0.0
2018-11-20,-0.8232632604761241,-1.739941528609216,1.0,-0.17604065153835444,-1.61596825838786,-1.6056661562021437,0.0
2018-11-21,-0.8134953322350357,-1.7186985172981877,1.0,-0.16906919275123558,-1.597542559033498,-1.5655546403075233,0.0
2018-11-23,-0.8122429394022483,-1.7131203729092404,1.0,-0.16965999451604058,-1.5963805867836578,-1.5636139292569233,0.0
2018-11-26,-0.8113181693614688,-1.7169087421211289,1.0,-0.1679912304741025,-1.5939298437928198,-1.5611126335982461,0.0
2018-11-27,-0.7989248775176918,-1.720672291780076,1.0,-0.14275993467610232,-1.5880511703864997,-1.5541643984757756,0.0
2018-11-28,-0.799129014697877,-1.7195835601524223,1.0,-0.1431682090364725,-1.5883233532934131,-1.5543004899292325,0.0
2018-11-29,-0.7601283594063377,-1.6944778713731785,1.0,-0.10469314079422383,-1.5756117127958285,-1.55047466238802,0.0
2018-11-30,-0.763819095477387,-1.6996984924623117,1.0,-0.1035175879396985,-1.5819095477386935,-1.5512897822445562,0.0
2018-12-03,-0.7619270659083306,-1.69909668785547,1.0,-0.0992305118768819,-1.5809300769488124,-1.5500167280026764,0.0
2018-12-04,-0.7482014388489209,-1.700373034905409,1.0,-0.09399147348787636,-1.5738742339461764,-1.5448308020250465,0.0
2018-12-06,-0.6993345823373602,-1.605465469345565,1.0,-0.09987725305252276,-1.5593384585567542,-1.4964144970605335,0.0
2018-12-07,-0.6994637896504942,-1.6057238839718326,1.0,-0.09936042379998707,-1.559661476839589,-1.4960914787776987,0.0
2018-12-10,-0.6627335927036163,-1.6099878818802218,1.0,-0.0714969066904777,-1.5578799668346195,-1.4758594298105745,0.0
2018-12-11,-0.661094806686232,-1.611841265790481,1.0,-0.06992471609034069,-1.5580579303304838,-1.47907362511165,0.0
2018-12-12,-0.6628575076608785,-1.6121041879468847,1.0,-0.07162921348314608,-1.5591164453524002,-1.4784218590398366,0.0
2018-12-13,-0.6607165625398445,-1.6056355986229758,1.0,-0.0736962896850695,-1.560499808746653,-1.4746270559734795,0.0
2018-12-14,-0.6624187587613101,-1.592137122467185,1.0,-0.08054033388556137,-1.5639097744360901,-1.4728558684847712,0.0
2018-12-17,-0.6443135764944274,-1.5902988855116513,1.0,-0.06091691995947315,-1.5511651469098278,-1.4856256332320164,0.0
2018-12-18,-0.626641651031895,-1.5699186991869918,1.0,-0.042651657285803626,-1.5380863039399626,-1.476547842401501,0.0
2018-12-19,-0.623732632369508,-1.5724120665915635,1.0,-0.04262110401802478,-1.5409938665665288,-1.4788459131305545,0.0
2018-12-20,-0.6122677970327889,-1.5498067572621868,1.0,-0.06208702156838299,-1.5415783568133647,-1.4678967709761874,0.0
2018-12-21,-0.6023247186843083,-1.5425374057128725,1.0,-0.05144058365277606,-1.534932607889205,-1.451465314702609,0.0
2018-12-24,-0.5709465676952334,-1.5131587019201276,1.0,-0.050917121648978596,-1.528617876203914,-1.4708913563585058,0.0
2018-12-26,-0.5633325260353597,-1.5144708161782514,1.0,-0.03215064180188908,-1.497699200775006,-1.447081617825139,0.0
2018-12-27,-0.47751973458414365,-1.4361629104221485,1.0,-0.0,-1.3953209014986845,-1.411165770506807,0.0
2018-12-28,-0.4723859669203915,-1.4437131574429118,1.0,-0.0,-1.3964974532135295,-1.41051908659074,0.0
2018-12-31,-0.4721204488207007,-1.445557591023586,1.0,-0.0,-1.3965536981909779,-1.4105220975498054,0.0
2019-01-02,-0.4666171258717274,-1.4443809306047788,1.0,-0.0,-1.3941922945009717,-1.4110552189322052,0.0
2019-01-03,-0.4665256417586187,-1.4447430106912125,1.0,-0.0,-1.3942599050940483,-1.4117546166599966,0.0
2019-01-04,-0.42319482288828336,-1.4549273387829245,1.0,-0.0,-1.3794277929155312,-1.4191076294277927,0.0
2019-01-07,-0.3784948613106421,-1.4072273179356836,1.0,-0.0,-1.3568902641175822,-1.3828047298043982,0.0
2019-01-08,-0.3782457687854899,-1.3999117922707978,1.0,-0.0,-1.3558630575004134,-1.3789624565852585,0.0
2019-01-09,-0.3736645004956493,-1.3875426809119948,1.0,-0.0,-1.3580790835995156,-1.3879281859235602,0.0
2019-01-10,-0.37364511691884456,-1.3839889958734526,1.0,-0.0,-1.3586244841815682,-1.3858046767537826,0.0
2019-01-11,-0.37664627762164543,-1.373119523888246,1.0,-0.0,-1.363641373229735,-1.3971455336970298,0.0
2019-01-14,-0.384454360160855,-1.3708477937530985,1.0,-0.0,-1.3624745221175563,-1.3909546631410787,0.0
2019-01-15,-0.38334161284980955,-1.3663962024617762,1.0,-0.0,-1.3654026604846277,-1.4045923718054865,0.0
