Date,IWF,IWM,MIC,MTUM,SPY,VLUE,VXX
2019-01-16,-0.37118289053026127,-1.3672693198103847,1.0,-0.0,-1.360544592657921,-1.413129754161614,0.0
2019-01-17,-0.37523421139645097,-1.361953047503582,1.0,-0.0,-1.3605202248429404,-1.4131489033395788,0.0
2019-01-18,-0.3901950975487744,-1.3555110888777724,1.0,-0.021455172030459678,-1.3615696737257519,-1.429603690734256,0.0
2019-01-22,-0.33178906428734845,-1.4233013040494167,1.0,-0.0,-1.468313886982384,-1.496110729810112,0.0
2019-01-23,-0.3222936517047411,-1.4072437148433015,1.0,-0.0,-1.4870278957639766,-1.5233038686717943,0.0
2019-01-24,-0.32520091848450056,-1.406601607347876,1.0,-0.0,-1.4862227324913895,-1.5224454649827786,0.0
2019-01-25,-0.37735070447444435,-1.3918528562164711,1.0,-0.02788421859340918,-1.5307433826563697,-1.5673524730295347,0.0
2019-01-28,-0.3817118553960659,-1.373323882095812,1.0,-0.059011164274322174,-1.5326363045661293,-1.560281174316262,0.0
2019-01-29,-0.3809664986658761,-1.371123628817077,1.0,-0.062436999703528014,-1.5405870145271272,-1.5742662318410912,0.0
2019-01-30,-0.37939415495880013,-1.3690793763708577,1.0,-0.0634299602821744,-1.539273223071907,-1.5768569565475132,0.0
2019-01-31,-0.37556373130785664,-1.3776999762639448,1.0,-0.078032281034892,-1.5221932114882508,-1.580465226679326,0.0
2019-02-01,-0.37436080390058274,-1.3803662742299916,1.0,-0.0767629920323463,-1.529432750624331,-1.5850874063503388,0.0
2019-02-04,-0.37469528509423866,-1.381235507461799,1.0,-0.07652060170045781,-1.5292823592365776,-1.5838634877222189,0.0
2019-02-05,-0.36584930365432683,-1.3759076300440423,1.0,-0.08290679680990358,-1.5306511129627427,-1.596298059754791,0.0
2019-02-06,-0.3649404761904762,-1.3748809523809522,1.0,-0.08511904761904761,-1.5299999999999998,-1.5973809523809521,0.0
2019-02-07,-0.0,-0.5311191892487332,1.0,-0.0,-0.4365223617536903,-0.7862690019828156,0.0
2019-02-08,-0.0,-0.5378065211533279,1.0,-0.0,-0.40854217192131503,-0.7483427647534358,0.0
2019-02-11,-0.0,-0.5635254202957262,1.0,-0.0,-0.31701944500708934,-0.6513824184727568,0.0
2019-02-12,-0.0,-0.5666557070234451,1.0,-0.0,-0.31300741040491664,-0.6494853182933306,0.0
2019-02-13,-0.0,-0.5450758331670326,1.0,-0.0,-0.3071991618439433,-0.6422370784274596,0.0
2019-02-14,-0.0,-0.5302322093633615,1.0,-0.0,-0.32511810433174193,-0.644187267228235,0.0
2019-02-15,-0.0,-0.5672148329299029,1.0,-0.0,-0.3028972125870287,-0.625333765877274,0.0
2019-02-19,-0.0,-0.5567824916496337,1.0,-0.0,-0.3125031158083654,-0.623336158332918,0.0
2019-02-20,-0.0,-0.5652358267029157,1.0,-0.0,-0.311874890878707,-0.6171152071433916,0.0
2019-02-21,-0.0,-0.5694368234648576,1.0,-0.0,-0.31226617448994864,-0.6124108345388337,0.0
2019-02-22,-0.0,-0.5972407654650645,1.0,-0.0,-0.32668394460587974,-0.6939448676666928,0.0
2019-02-25,-0.0,-0.5991101282152542,1.0,-0.0,-0.33794065766263853,-0.6956796461574914,0.0
2019-02-26,-0.0,-0.5954925711872905,1.0,-0.0,-0.34059061040297683,-0.7029266619164489,0.0
2019-02-27,-0.0,-0.5952261637874192,1.0,-0.0,-0.3374653830937624,-0.7047606488197283,0.0
2019-02-28,-0.0,-0.6018447753327184,1.0,-0.0,-0.3437870602187377,-0.6897614969034128,0.0
2019-03-01,-0.0,-0.5912071769581868,1.0,-0.0,-0.34308273437909864,-0.6888935522795236,0.0
2019-03-04,-0.0,-0.5844867358708189,1.0,-0.0,-0.34326832337212965,-0.6936143441333753,0.0
2019-03-05,-0.0,-0.5745976739912315,1.0,-0.0,-0.36313039825680604,-0.6875377385734163,0.0
2019-03-06,-0.0,-0.5731534463751379,1.0,-0.0,-0.3623024830699775,-0.6893537718515407,0.0
2019-03-07,-0.0,-0.5579493631074068,1.0,-0.0,-0.3782303297164124,-0.6847774807359648,0.0
2019-03-08,-0.0,-0.5553653719552337,1.0,-0.0,-0.38356813693219227,-0.6943778801843318,0.0
2019-03-11,-0.0,-0.5517342037523552,1.0,-0.0,-0.37550088899503753,-0.7264814372528726,0.0
2019-03-12,-0.0,-0.5106422803358469,1.0,-0.0,-0.38713300176480026,-0.7761645007754425,0.0
2019-03-13,-0.0,-0.5200504955547797,1.0,-0.0,-0.3940533426445704,-0.7718299266740083,0.0
2019-03-14,-0.0,-0.5177696242534615,1.0,-0.0,-0.39615415517287556,-0.7642411419695225,0.0
2019-03-15,-0.0,-0.5024280310144071,1.0,-0.0,-0.4010946261368819,-0.7793577120167414,0.0
2019-03-18,-0.0,-0.5142463235294118,1.0,-0.0,-0.4060067041522491,-0.7830071366782007,0.0
2019-03-19,-0.0,-0.5126707234617985,1.0,-0.0,-0.40889790398918185,-0.7829614604462474,0.0
2019-03-20,-0.0,-0.5143127194166892,1.0,-0.0,-0.4078314879827167,-0.7783688900891168,0.0
2019-03-21,-0.0,-0.5107780080195915,1.0,-0.0,-0.4190909335558008,-0.7612691407196104,0.0
2019-03-22,-0.0,-0.5090369571081738,1.0,-0.0,-0.4338548691664419,-0.754680334502293,0.0
2019-03-25,-0.0,-0.4725374732334047,1.0,-0.0,-0.4517933618843683,-0.7523019271948608,0.0
2019-03-26,-0.0,-0.4790871458523735,1.0,-0.0,-0.4443040696736734,-0.7646363098758131,0.0
2019-03-27,-0.0,-0.46893141259944093,1.0,-0.0,-0.4503063857235003,-0.7683562674693614,0.0
2019-03-28,-0.0,-0.4665715669914411,1.0,-0.0,-0.44366689993002095,-0.7812886903159821,0.0
2019-03-29,-0.0,-0.47160513773325796,1.0,-0.0,-0.4416888817082694,-0.7794382960389908,0.0
2019-04-01,-0.0,-0.47636959617399716,1.0,-0.0,-0.44267712727370423,-0.7677530293667213,0.0
2019-04-02,-0.0,-0.479780745358304,1.0,-0.0,-0.4488002794421904,-0.7583631136308676,0.0
2019-04-03,-0.0,-0.48003229278794407,1.0,-0.0,-0.44359526372443486,-0.767438105489774,0.0
2019-04-04,-0.0,-0.479343733189887,1.0,-0.0,-0.4491931145777299,-0.7610543302850995,0.0
2019-04-05,-0.0,-0.4793241679894536,1.0,-0.0,-0.44978342166859475,-0.7613064650649735,0.0
2019-04-08,-0.0,-0.4761725473321859,1.0,-0.0,-0.4511886833046472,-0.7619675129087781,0.0
2019-04-09,-0.0,-0.4732335200344679,1.0,-0.0,-0.4603349849202929,-0.7592363205514864,0.0
2019-04-10,-0.0,-0.4622128987144318,1.0,-0.0,-0.46092195148189985,-0.7663385509117316,0.0
2019-04-11,-0.0,-0.44794833849051524,1.0,-0.0,-0.4877438450154715,-0.7550114354903809,0.0
2019-04-12,-0.0,-0.4485309944037882,1.0,-0.0,-0.48695114076625057,-0.7550043047783038,0.0
2019-04-15,-0.0,-0.45028405266417165,1.0,-0.0,-0.4821625696669448,-0.7599956920922969,0.0
2019-04-16,-0.0,-0.4548193581362817,1.0,-0.0,-0.4813170849810346,-0.7539881096494767,0.0
2019-04-17,-0.0,-0.4539863945578231,1.0,-0.0,-0.5434285714285715,-0.7236734693877551,0.0
2019-04-18,-0.0,-0.45086831074092226,1.0,-0.0,-0.5405302411671838,-0.7306059121345745,0.0
2019-04-22,-0.0,-0.4525501729161561,1.0,-0.0,-0.5408327206382921,-0.7297334095798274,0.0
2019-04-23,-0.0,-0.44390934073408966,1.0,-0.0,-0.5446358120425543,-0.7323483797241042,0.0
2019-04-24,-0.0,-0.4323435929477602,1.0,-0.0,-0.5381271902420471,-0.7461356659694114,0.0
2019-04-25,-0.0,-0.434463445800821,1.0,-0.0,-0.5421277289905113,-0.742231043201653,0.0
2019-04-26,-0.0,-0.4298274266427133,1.0,-0.0,-0.5472535249605314,-0.7448690728945506,0.0
2019-04-29,-0.0,-0.42378322496395243,1.0,-0.0,-0.5455559485268112,-0.751231058029763,0.0
2019-04-30,-0.0,-0.42929704476314645,1.0,-0.0,-0.5465830073880922,-0.7403574532811821,0.0
2019-05-01,-0.0,-0.43280101943985033,1.0,-0.0,-0.534419651329881,-0.7440555269365291,0.0
2019-05-02,-0.0,-0.4413398737093146,1.0,-0.0,-0.5156237296403697,-0.753109840375078,0.0
2019-05-03,-0.0,-0.4798430253300036,1.0,-0.0,-0.5104421087296578,-0.7540272784653805,0.0
2019-05-06,-0.0,-0.47721539811362146,1.0,-0.0,-0.5112689186225049,-0.7533450318052205,0.0
2019-05-07,-0.0,-0.4840515593423999,1.0,-0.0,-0.5023485717406739,-0.7444699328199247,0.0
2019-05-08,-0.0,-0.4829922716882552,1.0,-0.0,-0.5020409273974094,-0.7362033307935126,0.0
2019-05-09,-0.0,-0.48194705194133813,1.0,-0.0,-0.5053192936631022,-0.7335999782330694,0.0
2019-05-10,-0.0,-0.4857484444202918,1.0,-0.0,-0.502785099040839,-0.728609080781458,0.0
2019-05-13,-0.0,-0.4827623678991551,1.0,-0.0,-0.5031921540927491,-0.730772365454101,0.0
2019-05-14,-0.0,-0.44989477092439695,1.0,-0.0,-0.517969888295289,-0.7303167664993795,0.0
2019-05-15,-0.0,-0.45288170415224915,1.0,-0.0,-0.5205449826989619,-0.7298605103806228,0.0
2019-05-16,-0.0,-0.4547347358174247,1.0,-0.0,-0.519252609377535,-0.7300308258071495,0.0
2019-05-17,-0.0,-0.450345107592367,1.0,-0.0,-0.5095682771687644,-0.7468128298822574,0.0
2019-05-20,-0.0,-0.44637445887445887,1.0,-0.0,-0.5106060606060606,-0.7486471861471862,0.0
2019-05-21,-0.0,-0.4439246017794845,1.0,-0.0,-0.5118316791519053,-0.748627525218379,0.0
2019-05-22,-0.0,-0.43655960452740483,1.0,-0.0,-0.5208136362408493,-0.7439422999000512,0.0
2019-05-23,-0.0,-0.4465493546040044,1.0,-0.0,-0.5203050472931096,-0.7279096715082596,0.0
2019-05-24,-0.0,-0.43221956399021527,1.0,-0.0,-0.520899975807102,-0.7349802424666003,0.0
2019-05-28,-0.0,-0.4336855089563446,1.0,-0.0,-0.5191461975758876,-0.7287085702027245,0.0
2019-05-29,-0.0,-0.4373828271466067,1.0,-0.0,-0.5183191386790937,-0.7225346831646045,0.0
2019-05-30,-0.0,-0.43561599828666275,1.0,-0.0,-0.5161696203887134,-0.7253038496546556,0.0
2019-05-31,-0.0,-0.4352830946325793,1.0,-0.0,-0.5158077901218043,-0.7259269174140008,0.0
2019-06-03,-0.0,-0.44305822136916184,1.0,-0.0,-0.5217263808914481,-0.7010290040520366,0.0
2019-06-04,-0.0,-0.4360314708627817,1.0,-0.0,-0.5428190425390051,-0.6881450860114683,0.0
2019-06-05,-0.0,-0.42848823358127963,1.0,-0.0,-0.5530878576911877,-0.6655637027821161,0.0
2019-06-06,-0.0,-0.42502117298327335,1.0,-0.0,-0.5554996824052508,-0.6661020537793776,0.0
2019-06-07,-0.0,-0.42586608750927,1.0,-0.0,-0.5568651340184341,-0.665854433732387,0.0
2019-06-10,-0.0,-0.430309441946575,1.0,-0.0,-0.5423168473948691,-0.6721766728378735,0.0
2019-06-11,-0.0,-0.432244540557752,1.0,-0.0,-0.5540902698543264,-0.6671000610290021,0.0
2019-06-12,-0.0,-0.432988322717622,1.0,-0.0,-0.5528397027600849,-0.6680997876857749,0.0
2019-06-13,-0.0,-0.44828044084450935,1.0,-0.0,-0.5504713849422387,-0.6569379896428097,0.0
2019-06-14,-0.0,-0.4433882103027084,1.0,-0.0,-0.5640201805629315,-0.6479288369622942,0.0
2019-06-17,-0.0,-0.4445477240133851,1.0,-0.0,-0.5626493865193605,-0.6485897912572369,0.0
2019-06-18,-0.0,-0.44242520856581113,1.0,-0.0,-0.5623837610925129,-0.6520537754397152,0.0
2019-06-19,-0.0,-0.42360044489169,1.0,-0.0,-0.5695672898681213,-0.6550235686669138,0.0
2019-06-20,-0.0,-0.4235762644364795,1.0,-0.0,-0.5725474578521174,-0.6588610115491836,0.0
2019-06-21,-0.0,-0.4236613891319914,1.0,-0.0,-0.5697615827299971,-0.6586045031426525,0.0
2019-06-24,-0.0,-0.4248388551420462,1.0,-0.0,-0.5693519722008541,-0.658399427040505,0.0
2019-06-25,-0.0,-0.4381664809804234,1.0,-0.0,-0.5596052840999522,-0.6548623269138947,0.0
2019-06-26,-0.0,-0.43411449348443426,1.0,-0.0,-0.5392128241195361,-0.6806443907747021,0.0
2019-06-27,-0.0,-0.42813130776585573,1.0,-0.0,-0.5458939764155954,-0.6818761287581006,0.0
2019-06-28,-0.0,-0.4173061094442822,1.0,-0.0,-0.5555850569524466,-0.6822345538061227,0.0
2019-07-01,-0.0,-0.41648970057337015,1.0,-0.0,-0.5570981100021236,-0.6809035888723721,0.0
2019-07-02,-0.0,-0.420417473410604,1.0,-0.0,-0.5511497758799035,-0.6807415855502215,0.0
2019-07-03,-0.0,-0.4215007559481181,1.0,-0.0,-0.5494018726293732,-0.681520384074693,0.0
2019-07-05,-0.0,-0.411652390675966,1.0,-0.0,-0.5552520618420006,-0.6849823649526637,0.0
2019-07-08,-0.0,-0.4150372748255644,1.0,-0.0,-0.5510837556044889,-0.6869179953837582,0.0
2019-07-09,-0.0,-0.41405379595734526,1.0,-0.0,-0.5505066581781527,-0.6881001644649585,0.0
2019-07-10,-0.0,-0.40845369583687346,1.0,-0.0,-0.5589953271028038,-0.6876062022090059,0.0
2019-07-11,-0.0,-0.4069548123157028,1.0,-0.0,-0.5630794570039583,-0.6865021385118083,0.0
2019-07-12,-0.0,-0.3951855299906903,1.0,-0.0,-0.574278494480649,-0.6904907567495677,0.0
2019-07-15,-0.0,-0.4171828065605146,1.0,-0.0,-0.5755336399159999,-0.665514766474388,0.0
2019-07-16,-0.0,-0.4196575743074387,1.0,-0.0,-0.5803158398468655,-0.658611155420854,0.0
2019-07-17,-0.0,-0.42602590356639447,1.0,-0.0,-0.579346293981543,-0.6541315390548124,0.0
2019-07-18,-0.0,-0.42709523177048747,1.0,-0.0,-0.5770221809005179,-0.652277858945411,0.0
2019-07-19,-0.0,-0.42409619492128786,1.0,-0.0,-0.5713155604778103,-0.6415104290272394,0.0
2019-07-22,-0.0,-0.4030979162825004,1.0,-0.0,-0.5676878902031032,-0.6634967466610469,0.0
2019-07-23,-0.0,-0.4056959190663118,1.0,-0.0,-0.5663250520325631,-0.6625128434807809,0.0
2019-07-24,-0.0,-0.40800905692169975,1.0,-0.0,-0.5697172344794903,-0.6551261123690169,0.0
2019-07-25,-0.0,-0.39960531509011976,1.0,-0.0,-0.5822391790553875,-0.6493619260623602,0.0
2019-07-26,-0.0,-0.39108819738538025,1.0,-0.0,-0.5875266328221586,-0.6517873582870821,0.0
2019-07-29,-0.0,-0.38669931285048575,1.0,-0.0,-0.5900271173946239,-0.6560303293578706,0.0
2019-07-30,-0.0,-0.3841073542954874,1.0,-0.0,-0.5902118142349692,-0.6569135640047362,0.0
2019-07-31,-0.0,-0.3830016278947645,1.0,-0.0,-0.5885102137268288,-0.6541248752822559,0.0
2019-08-01,-0.0,-0.3908299234078271,1.0,-0.0,-0.5841464694155912,-0.6480432273633406,0.0
2019-08-02,-0.0,-0.39575248524799317,1.0,-0.0,-0.5841528892669183,-0.6780872893519749,0.0
2019-08-05,-0.0,-0.3884759849756253,1.0,-0.0,-0.5992168145129065,-0.6762300540770932,0.0
2019-08-06,-0.0,-0.3902406840494036,1.0,-0.0,-0.5751609838488335,-0.6736778211759739,0.0
2019-08-07,-0.0,-0.39842001316655695,1.0,-0.0,-0.5571033574720211,-0.6777880184331798,0.0
2019-08-08,-0.0,-0.3936601548101732,1.0,-0.0,-0.5558159128008003,-0.6833500078984782,0.0
2019-08-09,-0.0,-0.3903944120581902,1.0,-0.0,-0.5467412425817972,-0.6888031090804054,0.0
2019-08-12,-0.0,-0.39083628725219904,1.0,-0.0,-0.5495076801890507,-0.6853616909544439,0.0
2019-08-13,-0.0,-0.3918738375291436,1.0,-0.0,-0.545254499253399,-0.6825242972781809,0.0
2019-08-14,-0.0,-0.39684944747772927,1.0,-0.0,-0.534993077144126,-0.6805297944042425,0.0
2019-08-15,-0.0,-0.416432276210874,1.0,-0.0,-0.5261270095218434,-0.637860294686863,0.0
2019-08-16,-0.0,-0.41944315305542634,1.0,-0.0,-0.5196291130740224,-0.643731597706493,0.0
2019-08-19,-0.0,-0.4111860740588144,1.0,-0.0,-0.5253386207962095,-0.6385383941906576,0.0
2019-08-20,-0.0,-0.41090955872893353,1.0,-0.0,-0.5243792615463785,-0.6377203139071144,0.0
2019-08-21,-0.0,-0.41538856775850996,1.0,-0.0,-0.5270391779062299,-0.6266152858060372,0.0
2019-08-22,-0.0,-0.41614253074217644,1.0,-0.0,-0.5271737735219367,-0.6238800605858342,0.0
2019-08-23,-0.0,-0.4154557124518613,1.0,-0.0,-0.5271116816431322,-0.6248267008985879,0.0
2019-08-26,-0.0,-0.411608555822145,1.0,-0.0,-0.5233038950431365,-0.6175404563785798,0.0
2019-08-27,-0.0,-0.40911176830511936,1.0,-0.0,-0.5188914950030593,-0.6214817458698756,0.0
2019-08-28,-0.0,-0.405211278367846,1.0,-0.0,-0.5259927154173353,-0.6158528819948549,0.0
2019-08-29,-0.0,-0.3989406401996486,1.0,-0.0,-0.5319208535995315,-0.6156764878148158,0.0
2019-08-30,-0.0,-0.39939543272283895,1.0,-0.0,-0.5287423476515863,-0.612060863159499,0.0
2019-09-03,-0.0,-0.4011586543347901,1.0,-0.0,-0.5283565402988109,-0.6114188433783921,0.0
2019-09-04,-0.0,-0.38602997205994416,1.0,-0.0,-0.5323342646685293,-0.6216662433324867,0.0
2019-09-05,-0.0,-0.3818034118602762,1.0,-0.0,-0.5314530869212023,-0.6253300162469537,0.0
2019-09-06,-0.0,-0.37799903726786754,1.0,-0.0,-0.5465278305591447,-0.6089787438879177,0.0
