Date,IWF,IWM,KRMD,MTUM,SPY,VLUE,VXX
2018-09-24,-2.166044776119403,-4.348306544202066,1.0,-0.08840413318025257,-3.5624282433983923,-3.1864236509758896,0.0
2018-09-25,-2.1686556434219986,-4.358303378864126,1.0,-0.08583752695902228,-3.570524802300503,-3.194823867721064,0.0
2018-09-26,-2.1690626797009775,-4.358826912018402,1.0,-0.0876940770557792,-3.5694364577343305,-3.191058079355952,0.0
2018-09-27,-2.2392611054097635,-4.401407418267116,1.0,-0.10878170356252749,-3.6493182817768655,-3.261691834041929,0.0
2018-09-28,-2.322402696904689,-4.632240269690469,1.0,-0.13407906834201658,-3.815353968740423,-3.419092859331903,0.0
2018-10-01,-2.4906526730075433,-4.9678583142013775,1.0,-0.20547720564119382,-4.065595277140046,-3.6692358150213185,0.0
2018-10-02,-2.4961456453993764,-4.929473511563064,1.0,-0.22191241594226668,-4.074462850582253,-3.679514515335411,0.0
2018-10-03,-2.5370648009328667,-4.952190571380976,1.0,-0.2172247209728469,-4.167749458604032,-3.7841079460269866,0.0
2018-10-04,-2.551798800799467,-4.926715522984677,1.0,-0.22218520986009324,-4.1853764157228515,-3.769653564290473,0.0
2018-10-05,-2.4900199600798403,-4.907351962741185,1.0,-0.14021956087824353,-4.251663339986694,-3.84414504324684,0.0
2018-10-08,-2.455921052631579,-4.847203947368421,1.0,-0.11825657894736842,-4.2222039473684205,-3.803782894736842,0.0
2018-10-09,-2.4857332448573324,-4.893331121433311,1.0,-0.13287989382879895,-4.252820172528201,-3.8243198407431986,0.0
2018-10-10,-2.499667442633854,-4.899401396740938,1.0,-0.14133688061190558,-4.268041237113403,-3.8194213501829064,0.0
2018-10-11,-2.016087418424647,-4.576718773713765,1.0,-0.0,-3.9300349066626197,-3.6539687357717408,0.0
2018-10-12,-2.1003808073115007,-4.633815689261233,1.0,-0.0,-3.901447067783702,-3.5966488956587965,0.0
2018-10-15,-1.9824320195539258,-4.781545982279254,1.0,-0.0,-3.8947448823709134,-3.6176290864650165,0.0
2018-10-16,-1.9917317409278823,-4.785637727759914,1.0,-0.0,-3.9059868320318474,-3.6282345735721937,0.0
2018-10-17,-1.8086500655307998,-4.438182612494539,1.0,-0.0,-3.761613513907092,-3.5539536915683705,0.0
2018-10-18,-1.8073394495412844,-4.438910732488714,1.0,-0.0,-3.7620503859035974,-3.5540993155672056,0.0
2018-10-19,-1.6862025137692418,-4.286965117921198,1.0,-0.0,-3.683801722920492,-3.4653297556842255,0.0
2018-10-22,-1.6870940412312907,-4.255718723524429,1.0,-0.0,-3.698390285230161,-3.479243151652076,0.0
2018-10-23,-1.7024314390726605,-4.261945151258129,1.0,-0.0,-3.693525586655358,-3.4783715012722647,0.0
2018-10-24,-1.6902143260011282,-4.239424703891709,1.0,-0.0,-3.6907783417935702,-3.4799774393683025,0.0
2018-10-25,-1.4927200979725133,-4.015512314600626,1.0,-0.0,-3.7594230507552053,-3.3396380459926522,0.0
2018-10-26,-1.3937155901705385,-3.9493755874848935,1.0,-0.0,-3.7891768497381495,-3.2959581039344705,0.0
2018-10-29,-1.2918287937743191,-4.019186904602173,1.0,-0.0,-3.76439017845163,-3.341875754729639,0.0
2018-10-30,-1.2522474171474574,-4.0216020394472025,1.0,-0.0,-3.7674761840869446,-3.3760901650342148,0.0
2018-10-31,-1.2677008750994432,-3.903606470432246,1.0,-0.0,-3.7475470697427737,-3.340228056218509,0.0
2018-11-01,-1.2147271531886916,-3.9051939513477967,1.0,-0.0,-3.715844838921762,-3.313609467455621,0.0
2018-11-02,-1.288185597425238,-3.846184792812123,1.0,-0.0,-3.8846721201555585,-3.391310178355907,0.0
2018-11-05,-1.332342533616419,-4.194904458598726,1.0,-0.0,-4.117055909412597,-3.5101203113941963,0.0
2018-11-06,-1.3598011363636362,-4.229119318181818,1.0,-0.0,-4.116335227272727,-3.499431818181818,0.0
2018-11-07,-1.3505942275042444,-4.21505376344086,1.0,-0.0,-4.097906055461234,-3.48471986417657,0.0
2018-11-08,-1.1907649896623018,-4.153962784286699,1.0,-0.0,-3.988973121984838,-3.449758787043418,0.0
2018-11-09,-1.1893678556672636,-4.149841619611624,1.0,-0.0,-3.9869164026993533,-3.4460818069136483,0.0
2018-11-12,-1.1711687253970409,-4.034478077915026,1.0,-0.0,-3.9725804262250572,-3.39568345323741,0.0
2018-11-13,-1.0285600952003173,-3.9506809467142667,1.0,-0.0,-3.922914187491736,-3.32011106703689,0.0
2018-11-14,-1.0279100529100529,-3.952910052910053,1.0,-0.0,-3.924867724867725,-3.3219576719576716,0.0
2018-11-15,-1.0186891287180835,-3.9420900236904446,1.0,-0.0,-3.9211634640694912,-3.2794156356936033,0.0
2018-11-16,-1.0010511102351858,-3.902640914465905,1.0,-0.0,-3.922874786493234,-3.3121797398502166,0.0
2018-11-19,-1.0047275114904792,-3.8992777413000663,1.0,-0.0,-3.9185817465528565,-3.3095206828627712,0.0
2018-11-20,-0.8220567466940557,-3.804596225446142,1.0,-0.0,-3.87790473745025,-3.3341892412376426,0.0
2018-11-21,-0.8215,-3.712625,1.0,-0.0,-3.803375,-3.162375,0.0
2018-11-23,-0.8345675913141708,-3.6711434668005523,1.0,-0.0,-3.854399397514748,-3.1916656206853267,0.0
2018-11-26,-0.8312014045648357,-3.6833458740907954,1.0,-0.0,-3.8444946074742914,-3.181715575620767,0.0
2018-11-27,-0.7799332756703323,-3.6604473001359197,1.0,-0.0,-3.788829852959348,-3.1271469170888424,0.0
2018-11-28,-0.7803489667120406,-3.678505135503032,1.0,-0.0,-3.7874025491894563,-3.128449449325578,0.0
2018-11-29,-0.6367126574685064,-3.5613677264547094,1.0,-0.0,-3.7077384523095382,-3.091901619676065,0.0
2018-11-30,-0.6338672768878718,-3.576538600505841,1.0,-0.0,-3.723112128146453,-3.11032157051668,0.0
2018-12-03,-0.6254654654654654,-3.5704504504504504,1.0,-0.0,-3.7144744744744744,-3.1017417417417414,0.0
2018-12-04,-0.5893048128342246,-3.5525846702317287,1.0,-0.0,-3.673677956030897,-3.067855020796197,0.0
2018-12-06,-0.5403420176747389,-3.2702857798691616,1.0,-0.0,-3.708940663376564,-2.9575347182371168,0.0
2018-12-07,-0.5448078026391279,-3.2690763052208833,1.0,-0.0,-3.709122203098106,-2.9514629948364886,0.0
2018-12-10,-0.4347345132743363,-3.1942477876106197,1.0,-0.0,-3.616703539823009,-2.8162610619469026,0.0
2018-12-11,-0.4763603925066905,-3.208184656556646,1.0,-0.0,-3.6594558429973243,-2.806757359500446,0.0
2018-12-12,-0.4779214986619091,-3.2077386262265835,1.0,-0.0,-3.6587867975022306,-2.806199821587868,0.0
2018-12-13,-0.4768322566273112,-3.190799732679884,1.0,-0.0,-3.672532858097572,-2.7982846959233685,0.0
2018-12-14,-0.4916555407209613,-3.149977748108589,1.0,-0.0,-3.6883622607921676,-2.7960614152202936,0.0
2018-12-17,-0.42161087172688105,-3.142415202740029,1.0,-0.0,-3.63783007402497,-2.8466467793613965,0.0
2018-12-18,-0.36321448783248445,-3.201358234295416,1.0,-0.0,-3.7672891907187327,-2.9868704018109793,0.0
2018-12-19,-0.3550617843781884,-3.2095000566829155,1.0,-0.0,-3.7776896043532484,-2.9944450742546196,0.0
2018-12-20,-0.34520856820744084,-3.152311161217588,1.0,-0.0,-3.8021420518602027,-2.9744081172491543,0.0
2018-12-21,-0.32627504553734066,-3.2174408014571947,1.0,-0.0,-3.892190346083789,-2.9485428051001823,0.0
2018-12-24,-0.27061427780852243,-3.0923076923076924,1.0,-0.0,-3.7936912008854455,-2.9115661317100168,0.0
2018-12-26,-0.26005420054200545,-3.094308943089431,1.0,-0.0,-3.6662330623306234,-2.81940379403794,0.0
2018-12-27,-0.023927905531385955,-2.984462399005593,1.0,-0.0,-3.4423037083074375,-2.9077066500932256,0.0
2018-12-28,-0.018484097480380008,-2.982238744320529,1.0,-0.0,-3.43091697645601,-2.894671623296159,0.0
2018-12-31,-0.003279035328961286,-3.0887455045483394,1.0,-0.0,-3.515125872646499,-2.9704886820393486,0.0
2019-01-02,-0.0,-3.0769311834756032,1.0,-0.0,-3.4981557593002424,-2.9634313415533775,0.0
2019-01-03,-0.05213167835941716,-3.141392336751214,1.0,-0.0,-3.6354020507285485,-2.9644900161899623,0.0
2019-01-04,-0.0,-3.2733583076245045,1.0,-0.0,-3.6499559277214635,-3.0948655795504627,0.0
2019-01-07,-0.0,-3.158768029497885,1.0,-0.0,-3.651881574666522,-3.0340527057802844,0.0
2019-01-08,-0.0,-3.1144289450741063,1.0,-0.0,-3.730601569311247,-3.052964254577158,0.0
2019-01-09,-0.0,-3.081507449605609,1.0,-0.0,-3.7597502191060475,-3.1140446976336547,0.0
2019-01-10,-0.0,-3.0832966549295775,1.0,-0.0,-3.793573943661972,-3.1265404929577465,0.0
