Date,IWF,IWM,KRMD,MTUM,SPY,VLUE,VXX
2019-01-11,-0.0,-2.9323129984910543,1.0,-0.0,-3.730329812459582,-3.1156499245527054,0.0
2019-01-14,-0.0,-2.9200386390469038,1.0,-0.0,-3.7182569496619085,-3.0947729955994414,0.0
2019-01-15,-0.0,-2.9024284943335132,1.0,-0.0,-3.728980032379925,-3.161899622234215,0.0
2019-01-16,-0.0,-2.8916827852998064,1.0,-0.0,-3.6843971631205674,-3.1695680206318504,0.0
2019-01-17,-0.0,-2.8850624192854064,1.0,-0.0,-3.6982350408953937,-3.178755919070168,0.0
2019-01-18,-0.0,-2.896166484118291,1.0,-0.0,-3.7456736035049287,-3.3109529025191673,0.0
2019-01-22,-0.0,-2.9045273281726485,1.0,-0.0,-4.421299554304481,-3.403002580342482,0.0
2019-01-23,-0.0,-2.8338703902613673,1.0,-0.0,-4.547559374627044,-3.5532879818594103,0.0
2019-01-24,-0.0,-2.825068705938583,1.0,-0.0,-4.571274943242921,-3.5525152347950772,0.0
2019-01-25,-0.0,-2.647689129873483,1.0,-0.0,-5.363929770203977,-3.8983991737671055,0.0
2019-01-28,-0.0,-2.6091205211726387,1.0,-0.0,-5.485863192182411,-3.9343322475570033,0.0
2019-01-29,-0.0,-2.5463229521067783,1.0,-0.0,-5.521198639099713,-4.018058099973829,0.0
2019-01-30,-0.0,-2.554607508532423,1.0,-0.0,-5.538724074560252,-4.033473352585981,0.0
2019-01-31,-0.0,-2.6412092283214,1.0,-0.0,-5.426809864757359,-4.1910633784142135,0.0
2019-02-01,-0.0,-2.6567444355054977,1.0,-0.0,-5.486859747921695,-4.264682220434433,0.0
2019-02-04,-0.0,-2.6324490067990935,1.0,-0.0,-5.4647380349286765,-4.234368750833223,0.0
2019-02-05,-0.0,-2.612356551908193,1.0,-0.0,-5.45249532959701,-4.279156658660262,0.0
2019-02-06,-0.0,-2.513662637940095,1.0,-0.0,-5.37401471361009,-4.249474513925381,0.0
2019-02-07,-0.0,-2.518037518037518,1.0,-0.0,-5.366522366522366,-4.233503869867506,0.0
2019-02-08,-0.0,-2.459774582199767,1.0,-0.0,-5.3453815261044175,-4.149889882109082,0.0
2019-02-11,-0.0,-2.442159046246561,1.0,-0.0,-5.424996724747806,-4.233984016769292,0.0
2019-02-12,-0.0,-2.505607599947223,1.0,-0.0,-5.455996833355324,-4.23274838369178,0.0
2019-02-13,-0.0,-2.5532770927968853,1.0,-0.0,-5.327579493835173,-4.097728747566515,0.0
2019-02-14,-0.0,-2.6081189710610935,1.0,-0.0,-5.560289389067524,-4.229233654876742,0.0
2019-02-15,-0.0,-2.623534169025475,1.0,-0.0,-5.595093678393314,-4.2602776654535655,0.0
2019-02-19,-0.0,-2.585238942900178,1.0,-0.0,-5.763658770368342,-4.343968232233329,0.0
2019-02-20,-0.0,-2.604678984447694,1.0,-0.0,-5.525588196198325,-4.162302273029376,0.0
2019-02-21,-0.0,-2.604999331640155,1.0,-0.0,-5.567437508354498,-4.194626386846679,0.0
2019-02-22,-0.0,-2.524680795050678,1.0,-0.0,-5.534026589443202,-4.104383309201,0.0
2019-02-25,-0.0,-2.5318522483940042,1.0,-0.0,-5.649892933618844,-4.201552462526767,0.0
2019-02-26,-0.0,-2.5336525671721204,1.0,-0.0,-5.598962490023943,-4.168661878159085,0.0
2019-02-27,-0.0,-2.5181697612732097,1.0,-0.0,-5.615517241379311,-4.128779840848806,0.0
2019-02-28,-0.0,-2.457901554404145,1.0,-0.0,-5.469559585492227,-4.025906735751295,0.0
2019-03-01,-0.0,-2.4698935894108485,1.0,-0.0,-5.496755774720997,-4.010121982870491,0.0
2019-03-04,-0.0,-2.448119325551232,1.0,-0.0,-5.480674448767834,-4.041504539559014,0.0
2019-03-05,-0.0,-2.4145349599895054,1.0,-0.0,-5.610127246490882,-4.093532729896366,0.0
2019-03-06,-0.0,-2.4325550366911273,1.0,-0.0,-5.751434289526351,-4.158238825883922,0.0
2019-03-07,-0.0,-2.3014423713113668,1.0,-0.0,-5.827312425565701,-4.104009527590314,0.0
2019-03-08,-0.0,-2.3080016641242547,1.0,-0.0,-6.243516849258079,-4.316183608376092,0.0
2019-03-11,-0.0,-2.3242402826855124,1.0,-0.0,-6.280424028268552,-4.5296113074204944,0.0
2019-03-12,-0.0,-2.0720387243735763,1.0,-0.0,-6.375996583143508,-4.788866742596811,0.0
2019-03-13,-0.0,-2.1587933978372225,1.0,-0.0,-6.3385031303358,-4.731502561183836,0.0
2019-03-14,-0.0,-2.1950974770642198,1.0,-0.0,-6.371129587155964,-4.768635321100917,0.0
2019-03-15,-0.0,-2.2021432765707574,1.0,-0.0,-6.53919553728714,-4.938637698179683,0.0
2019-03-18,-0.0,-2.20594420300014,1.0,-0.0,-6.177064348801346,-4.636478340109351,0.0
2019-03-19,-0.0,-2.220219656434807,1.0,-0.0,-6.1626302450014085,-4.697549985919459,0.0
2019-03-20,-0.0,-2.2350535815002823,1.0,-0.0,-6.140721940214326,-4.724760293288212,0.0
2019-03-21,-0.0,-2.185792349726776,1.0,-0.0,-6.009972677595628,-4.465437158469945,0.0
2019-03-22,-0.0,-2.079024131530098,1.0,-0.0,-5.950411031556617,-4.229647308406259,0.0
2019-03-25,-0.0,-1.6371329657648415,1.0,-0.0,-6.023208103603026,-4.161815617386844,0.0
2019-03-26,-0.0,-1.770078322049648,1.0,-0.0,-6.193282888623391,-4.311562458515864,0.0
2019-03-27,-0.0,-1.7521594684385382,1.0,-0.0,-6.228704318936877,-4.3081727574750825,0.0
2019-03-28,-0.0,-1.7403064623584277,1.0,-0.0,-6.222118587608261,-4.3620253164556955,0.0
2019-03-29,-0.0,-1.724776755964281,1.0,-0.0,-6.227375716380115,-4.375982940157271,0.0
2019-04-01,-0.0,-1.754656732304417,1.0,-0.0,-6.201170835550824,-4.349121873336881,0.0
2019-04-02,-0.0,-1.8120251506418654,1.0,-0.0,-6.2064448519779924,-4.080822635577678,0.0
2019-04-03,-0.0,-1.814190513524108,1.0,-0.0,-6.1769240820593225,-4.07578727296485,0.0
2019-04-04,-0.0,-1.8150675941724637,1.0,-0.0,-6.195957474734217,-4.114056962856019,0.0
2019-04-05,-0.0,-1.7714173434634528,1.0,-0.0,-6.201729106628242,-4.126277181032224,0.0
2019-04-08,-0.0,-1.7485975212002611,1.0,-0.0,-6.194259621656882,-4.103457273320287,0.0
2019-04-09,-0.0,-1.7146624472573837,1.0,-0.0,-6.367879746835443,-4.103111814345992,0.0
2019-04-10,-0.0,-1.6667561401154205,1.0,-0.0,-6.581130049657764,-4.173131123339148,0.0
2019-04-11,-0.0,-1.6221533486053092,1.0,-0.0,-6.662174909041909,-4.190944616628487,0.0
2019-04-12,-0.0,-1.6251851851851853,1.0,-0.0,-6.654814814814815,-4.187878787878788,0.0
2019-04-15,-0.0,-1.6301078131239184,1.0,-0.0,-6.5225608944496205,-4.157460401969919,0.0
2019-04-16,-0.0,-1.6493729372937294,1.0,-0.0,-6.451881188118812,-4.1000660066006605,0.0
2019-04-17,-0.0,-1.5590241343126967,1.0,-0.0,-6.49317943336831,-4.064270724029381,0.0
2019-04-18,-0.0,-1.535281074735881,1.0,-0.0,-6.4171122994652405,-4.090648232685536,0.0
2019-04-22,-0.0,-1.5159588499076762,1.0,-0.0,-6.505539435505145,-4.167501978369823,0.0
2019-04-23,-0.0,-1.5351351351351352,1.0,-0.0,-6.5024390243902435,-4.146473302570864,0.0
2019-04-24,-0.0,-1.4689272991159783,1.0,-0.0,-6.519857500989577,-4.205436073360602,0.0
2019-04-25,-0.0,-1.468231860989521,1.0,-0.0,-6.57753017641597,-4.218729274439581,0.0
2019-04-26,-0.0,-1.4222725456240843,1.0,-0.0,-6.671106966830958,-4.2275209804182765,0.0
2019-04-29,-0.0,-1.4202783300198807,1.0,-0.0,-6.6352551358515575,-4.198277004638833,0.0
2019-04-30,-0.0,-1.3500260824204486,1.0,-0.0,-6.5386019822639545,-4.152582159624413,0.0
2019-05-01,-0.0,-1.2793699974180222,1.0,-0.0,-6.535373095791376,-4.095145881745417,0.0
2019-05-02,-0.0,-1.2803039898670043,1.0,-0.0,-6.3340088663711205,-4.051931602279924,0.0
2019-05-03,-0.0,-1.2923369221025964,1.0,-0.0,-6.327042431918936,-4.046991766941102,0.0
2019-05-06,-0.0,-1.1449163449163449,1.0,-0.0,-6.5096525096525095,-4.215444015444015,0.0
2019-05-07,-0.0,-1.181146265560166,1.0,-0.0,-6.539937759336101,-4.245720954356846,0.0
2019-05-08,-0.0,-1.1976254308693988,1.0,-0.0,-6.356951359632325,-4.211923911655815,0.0
2019-05-09,-0.0,-1.1942849853297615,1.0,-0.0,-6.363184079601989,-4.19926010970787,0.0
2019-05-10,-0.0,-1.1956466395112015,1.0,-0.0,-6.3464867617107945,-4.186990835030549,0.0
2019-05-13,-0.0,-1.1850579101438208,1.0,-0.0,-6.351533664248441,-4.191039837087947,0.0
2019-05-14,-0.0,-0.9776758030509737,1.0,-0.0,-6.316631526727026,-4.108024308570012,0.0
2019-05-15,-0.0,-1.0006125199068971,1.0,-0.0,-6.289476907999511,-3.9603087100330767,0.0
2019-05-16,-0.0,-1.0113239368750753,1.0,-0.0,-6.1613058667630405,-3.8741115528249606,0.0
2019-05-17,-0.0,-0.9769240062824696,1.0,-0.0,-6.133019209858645,-3.971728887277999,0.0
2019-05-20,-0.0,-0.9105011933174225,1.0,-0.034128878281622914,-6.0601431980906915,-3.928400954653938,0.0
2019-05-21,-0.0,-0.9046824734898129,1.0,-0.05409269629453115,-6.035267484808768,-3.9206481591802693,0.0
2019-05-22,-0.0,-0.8502915625371892,1.0,-0.11043674878019756,-6.037248601689874,-3.902534808996787,0.0
2019-05-23,-0.0,-0.8275002965950884,1.0,-0.15422944596037488,-6.038320085419386,-3.8437537074386046,0.0
2019-05-24,-0.0,-0.6875,1.0,-0.2381063432835821,-5.944729477611941,-3.790111940298507,0.0
2019-05-28,-0.0,-0.6921909653320882,1.0,-0.23368740515933234,-5.953892844636396,-3.792926345278394,0.0
2019-05-29,-0.0,-0.7174846269868894,1.0,-0.23935491356305835,-5.938739993038635,-3.7068105348648333,0.0
2019-05-30,-0.0,-0.7041150339022679,1.0,-0.22948328267477205,-5.990063128361,-3.766775777414075,0.0
2019-05-31,-0.0,-0.7194253007826188,1.0,-0.22579137951173928,-5.980142506716504,-3.755519215044971,0.0
2019-06-03,-0.0,-0.7261766751680965,1.0,-0.3297009042429863,-5.9567586366798055,-3.58010665430095,0.0
2019-06-04,-0.0,-0.7162980209545984,1.0,-0.36274738067520373,-6.029452852153667,-3.5329452852153667,0.0
2019-06-05,-0.0,-0.6478649903726357,1.0,-0.4697021180201609,-5.963982330954809,-3.244761581153019,0.0
2019-06-06,-0.0,-0.6743896925858951,1.0,-0.44247287522603973,-5.929701627486438,-3.2554249547920433,0.0
2019-06-07,-0.0,-0.7355840036252408,1.0,-0.4521354933726068,-5.887730825875156,-3.2534269853857483,0.0
2019-06-10,-0.0,-0.7480018269011189,1.0,-0.478648093171957,-5.912308746289107,-3.279173327243663,0.0
2019-06-11,-0.0,-0.7374384800274694,1.0,-0.5729655488153829,-5.8755865857845935,-3.259700125901339,0.0
2019-06-12,-0.0,-0.7239963503649635,1.0,-0.5668339416058394,-5.85253193430657,-3.261861313868613,0.0
2019-06-13,-0.0,-0.7894796896394342,1.0,-0.6176403468735737,-5.786513007759014,-3.2165677772706527,0.0
2019-06-14,-0.0,-0.7616067364588075,1.0,-0.6610150204824762,-5.78743741465635,-3.1690942193900775,0.0
2019-06-17,-0.0,-0.722942754919499,1.0,-0.6494856887298748,-5.688394454382825,-3.1198568872987478,0.0
2019-06-18,-0.0,-0.7342553191489362,1.0,-0.6271276595744681,-5.377765957446809,-2.8991489361702127,0.0
2019-06-19,-0.0,-0.7093060441317557,1.0,-0.6856411896386313,-5.404541093700032,-2.8603560388018336,0.0
2019-06-20,-0.0,-0.7067276985309773,1.0,-0.6915052160953801,-5.393336172024697,-2.8535235256546736,0.0
2019-06-21,-0.0,-0.7168739279588336,1.0,-0.7133361921097771,-5.426779588336193,-2.8634219554030875,0.0
2019-06-24,-0.0,-0.6080610021786492,1.0,-0.7145969498910676,-5.521241830065359,-3.049346405228758,0.0
2019-06-25,-0.0,-0.5012274045971881,1.0,-0.7550769917429144,-5.732983708993528,-3.168935505467529,0.0
2019-06-26,-0.0,-0.49720232766338407,1.0,-0.7121754700089526,-5.689458370635632,-3.2920769919427038,0.0
2019-06-27,-0.0,-0.469050279329609,1.0,-0.7829050279329609,-5.676201117318437,-3.2451396648044692,0.0
2019-06-28,-0.0,-0.4135816235504014,1.0,-0.8014049955396968,-5.695695807314897,-3.2400758251561106,0.0
2019-07-01,-0.0,-0.3725948170392615,1.0,-0.828050272494717,-5.7211656100544985,-3.200533867200534,0.0
2019-07-02,-0.0,-0.4071923162832254,1.0,-0.8088005360732634,-5.727272727272728,-3.224927406745589,0.0
2019-07-03,-0.0,-0.4116136236739251,1.0,-0.8054718034617532,-5.721608040201005,-3.228140703517588,0.0
2019-07-05,-0.0,-0.33451015004413065,1.0,-0.829766107678729,-5.659752868490733,-3.208517210944396,0.0
2019-07-08,-0.0,-0.3439019001325674,1.0,-0.8205921343349536,-5.665377817057004,-3.217410517012815,0.0
2019-07-09,-0.0,-0.3164109921642203,1.0,-0.8226465070080565,-5.66559982341905,-3.2316521355258807,0.0
2019-07-10,-0.0,-0.3021224850762768,1.0,-0.8220207826663718,-5.692350210037586,-3.2381162944948043,0.0
2019-07-11,-0.0,-0.2866947088775736,1.0,-0.8573168031879567,-5.700907682089883,-3.2242638919636923,0.0
2019-07-12,-0.0,-0.27284666739630076,1.0,-0.8730436686001969,-5.65623289920105,-3.142497537484951,0.0
2019-07-15,-0.0,-0.34080227347251063,1.0,-0.931795824680293,-5.60902830910482,-3.048529893977484,0.0
2019-07-16,-0.0,-0.33879602316180485,1.0,-0.9340107068720638,-5.597618267234786,-3.0548454058778547,0.0
2019-07-17,-0.0,-0.32179181995239126,1.0,-0.9264228521964942,-5.539277212724518,-3.032785111447738,0.0
2019-07-18,-0.0,-0.31859838274932617,1.0,-0.9360646900269541,-5.523557951482481,-3.0034501347708895,0.0
2019-07-19,-0.0,-0.32718156603371024,1.0,-0.9593556646042244,-5.431406016641775,-2.949861318540644,0.0
2019-07-22,-0.0,-0.28517924023542,1.0,-0.9278758694489031,-5.456500802568217,-3.0313536650615296,0.0
2019-07-23,-0.0,-0.2904675296886702,1.0,-0.9276773296244785,-5.448593131486038,-3.0318818872365463,0.0
2019-07-24,-0.0,-0.2904086205057079,1.0,-0.9563640243251894,-5.424730609196629,-2.9974394537501334,0.0
2019-07-25,-0.0,-0.2315632648717676,1.0,-0.9891454719591359,-5.458444184314143,-2.9625412365648613,0.0
2019-07-26,-0.0,-0.2078294080203692,1.0,-0.9796308084022917,-5.460852959898154,-2.960746870358583,0.0
2019-07-29,-0.0,-0.1784841075794621,1.0,-0.9887317954714574,-5.458594663548421,-3.004571064101201,0.0
2019-07-30,-0.0,-0.18302246714709625,1.0,-0.9972445951674439,-5.421682916490038,-2.9957609156422214,0.0
2019-07-31,-0.0,-0.18202103920943577,1.0,-0.9990436722983743,-5.4318350866007865,-3.012963553288705,0.0
2019-08-01,-0.0,-0.2656402472080668,1.0,-0.9645451588420253,-5.5614225306299465,-3.0508511330369728,0.0
2019-08-02,-0.0,-0.2154827548924208,1.0,-1.0062709482106174,-5.543193858795545,-3.0472483511730997,0.0
2019-08-05,-0.0,-0.2016996557659208,1.0,-0.9678356282271944,-5.540339931153184,-3.0474397590361444,0.0
2019-08-06,-0.0,-0.19205843020265403,1.0,-0.9423927579467132,-5.1966875835819355,-2.9558687377841784,0.0
2019-08-07,-0.0,-0.24973733977726412,1.0,-0.876339567135953,-5.289241437276739,-3.0910905652447997,0.0
2019-08-08,-0.0,-0.2525349557049845,1.0,-0.8995623865940868,-5.382858362685452,-3.13854200021347,0.0
2019-08-09,-0.0,-0.17729494839760998,1.0,-0.8748506246605106,-5.468006518196632,-3.343508962520369,0.0
2019-08-12,-0.0,-0.14299642508937277,1.0,-0.9555844437222402,-5.484454555302784,-3.250027082656267,0.0
2019-08-13,-0.0,-0.07033441208198489,1.0,-0.9425026968716289,-5.504207119741101,-3.2704422869471412,0.0
2019-08-14,-0.0,-0.09280323163601573,1.0,-0.9252684171361752,-5.404911236313383,-3.20729244179866,0.0
2019-08-15,-0.0,-0.17859695701010925,1.0,-0.9697743286020627,-5.1850301235576435,-2.8779740631063,0.0
2019-08-16,-0.0,-0.16847049213804371,1.0,-0.9799877476005717,-5.181335511537676,-2.8805391055748415,0.0
2019-08-19,-0.0,-0.07309760132340777,1.0,-1.0314309346567412,-5.326612903225807,-2.9079818031430937,0.0
2019-08-20,-0.0,-0.09947698744769873,1.0,-1.0680962343096234,-5.389958158995816,-2.9027196652719667,0.0
2019-08-21,-0.0,-0.09274770173646578,1.0,-1.1968335035750766,-5.188151174668029,-2.7367722165474975,0.0
2019-08-22,-0.0,-0.10205332516089488,1.0,-1.1874553069772191,-5.202063540708958,-2.7239758913065684,0.0
2019-08-23,-0.0,-0.039095665909764044,1.0,-1.1634909665317406,-5.021226182248989,-2.648830091815579,0.0
2019-08-26,-0.0,-0.0,1.0,-1.175110673880964,-5.067978357107722,-2.594687653713723,0.0
2019-08-27,-0.0,-0.0,1.0,-1.1876216825494417,-5.274515831540117,-2.7847115483143767,0.0
2019-08-28,-0.0,-0.0,1.0,-1.260361206806556,-5.406096669798518,-2.773045203048335,0.0
2019-08-29,-0.0,-0.0,1.0,-1.259702725020644,-5.3433113129644925,-2.7190338563170933,0.0
2019-08-30,-0.0,-0.0,1.0,-1.2753399258343634,-5.36598681499794,-2.6594561186650187,0.0
2019-09-03,-0.0,-0.0,1.0,-1.3027172228536006,-5.356545097634053,-2.6722801942349417,0.0
2019-09-04,-0.0,-0.0,1.0,-1.3248866913885458,-5.319324268644417,-2.656674907292954,0.0
2019-09-05,-0.0,-0.0,1.0,-1.3536523417657218,-5.291780961089099,-2.5140709133394292,0.0
2019-09-06,-0.0,-0.0,1.0,-1.3621952443062106,-5.247516805458012,-2.42329687970302,0.0
2019-09-09,-0.0,-0.0,1.0,-1.3676590538336053,-5.329832789559544,-2.49836867862969,0.0
2019-09-10,-0.0,-0.0,1.0,-1.3865571776155716,-5.283049472830495,-2.4681670721816706,0.0
2019-09-11,-0.0,-0.0,1.0,-1.408188082691528,-5.278577219294689,-2.446899067693555,0.0
2019-09-12,-0.0,-0.0,1.0,-1.4060496794871795,-5.214342948717948,-2.3957331730769234,0.0
2019-09-13,-0.0,-0.0,1.0,-1.363978390893305,-5.021609106694965,-2.2613351340922248,0.0
2019-09-16,-0.0,-0.0,1.0,-1.2421366594360086,-4.79022053506869,-2.0059652928416485,0.0
2019-09-17,-0.0,-0.0,1.0,-1.2409649439826527,-4.7945428261655225,-1.9994578966389591,0.0
