Date,CIR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4366634163637975,-1.1935112135448986,-0.02672635404662707,-0.8618473539579825,-0.9134828472653135,0.0
2018-09-25,1.0,-0.4423298731257208,-1.1913760979504924,-0.0341584597639961,-0.8596841451512731,-0.9086150297222961,0.0
2018-09-26,1.0,-0.4430789707187223,-1.1923247559893522,-0.0357586512866016,-0.8593167701863355,-0.906078083407276,0.0
2018-09-27,1.0,-0.44532600505296754,-1.1850095297194272,-0.03776428349807189,-0.8588715039226984,-0.9054119941491955,0.0
2018-09-28,1.0,-0.4458974245312292,-1.1844496653220442,-0.03834389822243894,-0.8588146637705572,-0.9053149519038963,0.0
2018-10-01,1.0,-0.4488772521523032,-1.1833673559953848,-0.03807579657406586,-0.861276293600781,-0.9061862075086535,0.0
2018-10-02,1.0,-0.4496894409937889,-1.175820763087844,-0.04112688553682343,-0.8623779946761313,-0.9074977817213843,0.0
2018-10-03,1.0,-0.4491886139930833,-1.1686175401259202,-0.04048062427950696,-0.8643256185155627,-0.9112352576039727,0.0
2018-10-04,1.0,-0.44979830666252935,-1.1670286803493062,-0.04122523161487654,-0.8644886741433574,-0.9102797109800966,0.0
2018-10-05,1.0,-0.4338014485073308,-1.160748984278396,-0.02384737678855326,-0.8744921391980216,-0.923335099805688,0.0
2018-10-08,1.0,-0.4315246617005334,-1.1574910741834532,-0.020364085158901573,-0.8761845991096223,-0.9222902984087804,0.0
2018-10-09,1.0,-0.43447180301826854,-1.159032742035125,-0.025505251081104935,-0.8745918277292384,-0.9190274468272881,0.0
2018-10-10,1.0,-0.43381800503822865,-1.1630353117956425,-0.02284880894506563,-0.8760330578512397,-0.9237636452026341,0.0
2018-10-11,1.0,-0.38298791018998274,-1.1525474956822106,-0.0,-0.8562176165803109,-0.925993091537133,0.0
2018-10-12,1.0,-0.379367791542076,-1.1458778299871848,-0.0,-0.8385732592909013,-0.9078598889363519,0.0
2018-10-15,1.0,-0.32886770578384644,-1.2103138820902573,-0.0,-0.8364463910000429,-0.9182446648632402,0.0
2018-10-16,1.0,-0.3334479645789451,-1.2056914413446245,-0.0,-0.8389717577268624,-0.9206035335081459,0.0
2018-10-17,1.0,-0.30409010077059867,-1.1564484715047845,-0.0,-0.8364383097637396,-0.9370818866965873,0.0
2018-10-18,1.0,-0.3039464769647696,-1.1570121951219512,-0.0,-0.8362550813008129,-0.9372035907859079,0.0
2018-10-19,1.0,-0.28194351042367183,-1.1446284465366512,-0.0,-0.8383490248823134,-0.9381724949562879,0.0
2018-10-22,1.0,-0.2920946089921159,-1.1864905177924567,-0.0,-0.8415938632005113,-0.9414873215427232,0.0
2018-10-23,1.0,-0.29339582445675333,-1.1863655730720069,-0.0,-0.8403067746058799,-0.9407328504473796,0.0
2018-10-24,1.0,-0.29100213219616206,-1.1904904051172707,-0.0,-0.8413219616204691,-0.9415351812366738,0.0
2018-10-25,1.0,-0.24405377456049637,-1.1358841778697002,-0.0,-0.8512512926577043,-0.9053154084798346,0.0
2018-10-26,1.0,-0.22268167860798363,-1.1195087001023543,-0.0,-0.8577686796315251,-0.8942067553735926,0.0
2018-10-29,1.0,-0.20516165858034002,-1.12492355363477,-0.0,-0.8503689811228443,-0.8966445142088312,0.0
2018-10-30,1.0,-0.2371757925072046,-1.1363112391930834,-0.0,-0.8603952243721696,-0.8829971181556195,0.0
2018-10-31,1.0,-0.2444971769904263,-1.108788151542427,-0.0,-0.8600769167825874,-0.8779559774159235,0.0
2018-11-01,1.0,-0.252193162253013,-1.1052307944576536,-0.0,-0.8623841928343036,-0.8796015413626302,0.0
2018-11-02,1.0,-0.25399354496057525,-1.0924541406218085,-0.0,-0.8632185316828044,-0.8758017730931079,0.0
2018-11-05,1.0,-0.25062277943398537,-1.1014007432515212,-0.0,-0.8636010944582839,-0.8681341119777841,0.0
2018-11-06,1.0,-0.2615862887061808,-1.1121200965353624,-0.0,-0.8584284370270381,-0.8583875322125415,0.0
2018-11-07,1.0,-0.27026801717310656,-1.1332166229002543,-0.0,-0.8858321870701512,-0.8789129256804634,0.0
2018-11-08,1.0,-0.2710873559378654,-1.1357942208117588,-0.0,-0.8888842492066144,-0.8799064640053449,0.0
2018-11-09,1.0,-0.285708178359198,-1.1669445513231584,-0.0,-0.913214484203326,-0.9092813475268264,0.0
2018-11-12,1.0,-0.28409623163721526,-1.1516286991696827,-0.0,-0.9169256972535661,-0.9053864168618267,0.0
2018-11-13,1.0,-0.2535788184620582,-1.148557915628563,-0.0,-0.9190912545922892,-0.9015666568134791,0.0
2018-11-14,1.0,-0.2553856551491087,-1.1477147925994762,-0.0,-0.9197431781701444,-0.9011996282841936,0.0
2018-11-15,1.0,-0.2543567239124014,-1.1500907211274738,-0.0,-0.9248069538799105,-0.890332925439892,0.0
2018-11-16,1.0,-0.2535810583080553,-1.1453488372093024,-0.0,-0.9229861813279407,-0.8910936973373779,0.0
2018-11-19,1.0,-0.2539074019463285,-1.1452163289379451,-0.0,-0.922778784176602,-0.8909719004086448,0.0
2018-11-20,1.0,-0.2154973821989529,-1.1380104712041885,-0.0,-0.9261570680628273,-0.9088167539267016,0.0
2018-11-21,1.0,-0.22091622710470574,-1.131619387797483,-0.0,-0.9233293184366823,-0.8775179632013954,0.0
2018-11-23,1.0,-0.22076029479118958,-1.142107673731107,-0.0,-0.9221384852396219,-0.8787109131032186,0.0
2018-11-26,1.0,-0.22068620919387075,-1.1420719520319786,-0.0,-0.9223017988007994,-0.8788307794803464,0.0
2018-11-27,1.0,-0.21176324297438448,-1.1435380916853188,-0.0,-0.9165630440189008,-0.8730000828981183,0.0
2018-11-28,1.0,-0.20911773261854297,-1.1626563603873166,-0.0,-0.912479740680713,-0.8715039687487013,0.0
2018-11-29,1.0,-0.1664882667764512,-1.1503911074516262,-0.0,-0.9150267599835323,-0.885014409221902,0.0
2018-11-30,1.0,-0.1649892756970797,-1.152656327338723,-0.0,-0.9162679425837321,-0.8908183468074575,0.0
2018-12-03,1.0,-0.16656339075474036,-1.1538397984054198,-0.0,-0.9180815466600569,-0.8925517412318751,0.0
2018-12-04,1.0,-0.1541570438799076,-1.1625701088749587,-0.0,-0.9149208182118113,-0.8923622566809634,0.0
2018-12-06,1.0,-0.14405095127986695,-1.1303395399780942,-0.0,-0.9086041134233905,-0.8736359579733073,0.0
2018-12-07,1.0,-0.13673303535148312,-1.1338073953677366,-0.0,-0.9119869971556277,-0.8808614384396586,0.0
2018-12-10,1.0,-0.1130091454816486,-1.1371419362636477,-0.0,-0.9110833568349382,-0.86761210265501,0.0
2018-12-11,1.0,-0.12873164434403744,-1.133249959657899,-0.0,-0.9175810876230435,-0.8546877521381313,0.0
2018-12-12,1.0,-0.13019971757111157,-1.1329433124873916,-0.0,-0.9180149283841034,-0.853540447851523,0.0
2018-12-13,1.0,-0.1307785397337636,-1.1320290439693423,-0.0,-0.9179507866075031,-0.8531262605889471,0.0
2018-12-14,1.0,-0.13019256388518832,-1.1374994953776594,-0.0,-0.9155060352831941,-0.8537806305760769,0.0
2018-12-17,1.0,-0.12271298460546466,-1.1379866204561941,-0.0,-0.9119851696622874,-0.8572982993471427,0.0
2018-12-18,1.0,-0.11451975586251205,-1.1340346932219723,-0.0,-0.9098939929328621,-0.8569707677481528,0.0
2018-12-19,1.0,-0.0998427355941772,-1.1433525545384895,-0.0,-0.9237872494858663,-0.8654381225049398,0.0
2018-12-20,1.0,-0.11324070974221627,-1.2024606628724472,-0.0,-0.9563106796116505,-0.9127887512554402,0.0
2018-12-21,1.0,-0.10595501397988565,-1.2101990568793555,-0.0,-0.9681592455034845,-0.8887868797729833,0.0
2018-12-24,1.0,-0.08753007549987556,-1.193935119887165,-0.0,-0.9639094001493405,-0.9029287314361569,0.0
2018-12-26,1.0,-0.08597638734625035,-1.2023119009420378,-0.0,-0.9383767328972809,-0.8870377226541609,0.0
2018-12-27,1.0,-0.0278009784035318,-1.167800182953506,-0.0,-0.8715348208248817,-0.9101141470787099,0.0
2018-12-28,1.0,-0.019856744926382806,-1.17783525666534,-0.0,-0.8733784321528054,-0.9082371667329884,0.0
2018-12-31,1.0,-0.01192572434768689,-1.1971346246198176,-0.0,-0.8803825836401473,-0.9124779894349287,0.0
2019-01-02,1.0,-0.005803946683744946,-1.19869511267662,-0.0,-0.8798783172557338,-0.9183444742424849,0.0
