Date,BA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3602815355309463,-0.39521518742130246,-0.3410389694249831,-0.5935492202886385,-0.5385012753042973,0.0
2018-09-25,1.0,-0.3594376212023271,-0.397349709114415,-0.33891402714932123,-0.5953781512605042,-0.5409825468648998,0.0
2018-09-26,1.0,-0.35928763049872325,-0.3972332654578364,-0.33850479976728404,-0.5955590031998449,-0.5415818222954846,0.0
2018-09-27,1.0,-0.3597531422663091,-0.3956832207825778,-0.338944715499693,-0.5953665708100424,-0.5414068305922647,0.0
2018-09-28,1.0,-0.36007884702384796,-0.3956892651715892,-0.339009888192335,-0.5952950300523492,-0.5413946875201965,0.0
2018-10-01,1.0,-0.3593800556526241,-0.39895165987186954,-0.33938393839383935,-0.5954183653659483,-0.5424836601307189,0.0
2018-10-02,1.0,-0.3652877522503493,-0.372696844636532,-0.34962467097780525,-0.6072206154746044,-0.5547720404250479,0.0
2018-10-03,1.0,-0.3652826998731996,-0.3623890496472348,-0.3476606951263127,-0.6126085118834736,-0.5633514321942973,0.0
2018-10-04,1.0,-0.3643378044016148,-0.36664930329469986,-0.3475061857012632,-0.6112123974475843,-0.5659265529365803,0.0
2018-10-05,1.0,-0.35409772240607357,-0.35786126792550776,-0.33991953799234315,-0.6182921289987671,-0.5742651352929725,0.0
2018-10-08,1.0,-0.3529144930823316,-0.3555389949130026,-0.33826912484204386,-0.6196092408385445,-0.5737614619447234,0.0
2018-10-09,1.0,-0.35217884335007293,-0.3555159565851288,-0.33669204600680386,-0.6205410659322859,-0.5749878503158918,0.0
2018-10-10,1.0,-0.352562026300447,-0.35457018850812977,-0.3374036406037442,-0.6207812398782147,-0.5736542074237222,0.0
2018-10-11,1.0,-0.3276482005918478,-0.34253985426544054,-0.312756546918255,-0.6171763133611226,-0.58185636554555,0.0
2018-10-12,1.0,-0.3292632907398643,-0.3326076668244202,-0.3132355261082189,-0.6086764473891781,-0.5712888468212652,0.0
2018-10-15,1.0,-0.3127424084760193,-0.3613975341342667,-0.2898811213067196,-0.6113265853120171,-0.5779333396398952,0.0
2018-10-16,1.0,-0.31134098650182923,-0.36750977671250157,-0.28538539169925575,-0.6116437492115555,-0.5778983221899836,0.0
2018-10-17,1.0,-0.301715533374922,-0.3444479101684342,-0.2775421085464754,-0.6109794135995009,-0.5844354335620712,0.0
2018-10-18,1.0,-0.3025432984865033,-0.3460758308628491,-0.27667342799188643,-0.6104540489936027,-0.5848338274301763,0.0
2018-10-19,1.0,-0.29455030724349823,-0.3359195580659177,-0.27208118676680526,-0.6143938923716715,-0.5864936999565514,0.0
2018-10-22,1.0,-0.294679992550748,-0.3365509963374511,-0.27267366068657267,-0.6138183624061083,-0.5861009373642063,0.0
2018-10-23,1.0,-0.2952366175329713,-0.33619860356865794,-0.27413498836307215,-0.6123816912335144,-0.5851978277734678,0.0
2018-10-24,1.0,-0.29428385133666596,-0.3372248269009842,-0.2747849846306703,-0.6132517775638836,-0.5853696401403421,0.0
2018-10-25,1.0,-0.26314019263109617,-0.3036844519186669,-0.262314630790399,-0.6563216633542271,-0.5721755083320593,0.0
2018-10-26,1.0,-0.2572140210193791,-0.29779478767997086,-0.2547232853411093,-0.6597715813134074,-0.5680092339469048,0.0
2018-10-29,1.0,-0.2458768346194583,-0.3028294749583901,-0.24687547284006656,-0.6565592374035405,-0.5740354062641851,0.0
2018-10-30,1.0,-0.2937531141006477,-0.3285064773293473,-0.26121076233183854,-0.6760089686098654,-0.5546213253612357,0.0
2018-10-31,1.0,-0.29352005251476976,-0.33590697383639145,-0.2597605576568409,-0.6788471757681848,-0.5578443937357381,0.0
2018-11-01,1.0,-0.28717324088822266,-0.34398325993941103,-0.25281863893313344,-0.6800649614291515,-0.5591055310909149,0.0
2018-11-02,1.0,-0.28919828069519715,-0.33495296829253096,-0.2516352083722669,-0.6818663178222139,-0.5570298386594406,0.0
2018-11-05,1.0,-0.28979095921991344,-0.3336864076762516,-0.25159662294775537,-0.6819215551886352,-0.558397457864731,0.0
2018-11-06,1.0,-0.2888660372066935,-0.3331463650244617,-0.2522202486678508,-0.6824343273815089,-0.5594715029135895,0.0
2018-11-07,1.0,-0.28890620130881894,-0.33315674665004674,-0.25219694608912435,-0.6824867559987535,-0.5594889373636647,0.0
2018-11-08,1.0,-0.27365911061563236,-0.3368945868945869,-0.2366530410008671,-0.6808807134894092,-0.5686547751765143,0.0
2018-11-09,1.0,-0.27289054033132065,-0.33683232698560145,-0.23728131289673324,-0.6811890385508592,-0.5682613407648243,0.0
2018-11-12,1.0,-0.2728366868287866,-0.32276879397605235,-0.23676089371682507,-0.6874151339340823,-0.5662572521910875,0.0
2018-11-13,1.0,-0.2661173794078765,-0.31816644633688934,-0.2320533710455929,-0.6918252528668491,-0.5662372797983214,0.0
2018-11-14,1.0,-0.2650587545877926,-0.32328902322425435,-0.23033032106837736,-0.6952472010609753,-0.5702741880763655,0.0
2018-11-15,1.0,-0.26466327631376174,-0.3228540607181384,-0.22989674834335028,-0.6962860224996147,-0.568469717984281,0.0
2018-11-16,1.0,-0.2625982431807674,-0.3151178918169209,-0.2222838650023116,-0.7006626598859609,-0.5814455231930961,0.0
2018-11-19,1.0,-0.26416316958775615,-0.31334855591212046,-0.23250431992100717,-0.696000987410516,-0.5796099728462109,0.0
2018-11-20,1.0,-0.266207280143378,-0.31363945368024226,-0.2341326246832705,-0.6981954143748841,-0.5778382053025153,0.0
2018-11-21,1.0,-0.26907741381425593,-0.3055453318611213,-0.24135075450864923,-0.6961415777205251,-0.5549625812783707,0.0
2018-11-23,1.0,-0.2687111301737079,-0.2951502711313992,-0.24472289451916304,-0.6995496461505468,-0.5555283232744095,0.0
2018-11-26,1.0,-0.2688818048062776,-0.29404732712113785,-0.2448810691515449,-0.7007417851888181,-0.5566760666993624,0.0
2018-11-27,1.0,-0.26623495631987293,-0.29723868287616834,-0.23626977823935488,-0.7001649459343882,-0.5546765226953387,0.0
2018-11-28,1.0,-0.2666320483841408,-0.2952837680982345,-0.2368806891074592,-0.7006842201722769,-0.5550736147596066,0.0
