Date,AKTS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.1843759823954731,-2.4821596982081107,-0.2496856334486011,-1.5878654511160013,-1.3549984281672431,0.0
2018-09-25,1.0,-1.1878092844238473,-2.47765297305789,-0.25598931741418585,-1.5841646374990181,-1.3493048464378288,0.0
2018-09-26,1.0,-1.1935407266682498,-2.492836222591625,-0.24649726905723107,-1.603340457531861,-1.3797197815245785,0.0
2018-09-27,1.0,-1.1978812554352123,-2.477033757609297,-0.2506126966558621,-1.6021819906711994,-1.3780536010751838,0.0
2018-09-28,1.0,-1.2162032980164104,-2.488090496295706,-0.25125468015613794,-1.6183382458376483,-1.3923364932685414,0.0
2018-10-01,1.0,-1.2413403310456197,-2.511990310859911,-0.25232135647961246,-1.6508679854662898,-1.4177634234961647,0.0
2018-10-02,1.0,-1.260777442751202,-2.474125988102029,-0.2748757232499389,-1.6863336321408198,-1.4531008067802136,0.0
2018-10-03,1.0,-1.2941667362096303,-2.566636067762664,-0.28991070683468245,-1.7199365768171575,-1.4744220979721272,0.0
2018-10-04,1.0,-1.294980823745206,-2.5604468901117223,-0.2908954477238619,-1.720360180090045,-1.4708187427046857,0.0
2018-10-05,1.0,-1.2723432452580137,-2.5504017228526465,-0.2621552223970844,-1.7241779176675227,-1.4739501366685992,0.0
2018-10-08,1.0,-1.2661769560911191,-2.5403598547375372,-0.2542918454935622,-1.724496533509409,-1.4682238362495872,0.0
2018-10-09,1.0,-1.2936063518595904,-2.5715837860426243,-0.2805683242791475,-1.7389051399916422,-1.4729628081905557,0.0
2018-10-10,1.0,-1.2959311554850028,-2.56905338791879,-0.2830645835073941,-1.7399114378811928,-1.467039852953463,0.0
2018-10-11,1.0,-1.1714262986238169,-2.522233712512927,-0.1387320022273487,-1.6701137538779733,-1.4523904224007638,0.0
2018-10-12,1.0,-1.1883457176378571,-2.5065310911224095,-0.12272193977317168,-1.6174423152131405,-1.3867031677747361,0.0
2018-10-15,1.0,-1.146906407035176,-2.607804648241206,-0.05064384422110553,-1.6323806532663316,-1.4139447236180904,0.0
2018-10-16,1.0,-1.1478834524463992,-2.6055132333307154,-0.05285478677452289,-1.6328437917222964,-1.4145134689389773,0.0
2018-10-17,1.0,-1.1060909791827294,-2.5144178874325367,-0.0026985350809560524,-1.636700077101002,-1.4502698535080953,0.0
2018-10-18,1.0,-1.1049872812764974,-2.512911431434518,-0.0030062437369922142,-1.6375549217605794,-1.4499344793031679,0.0
2018-10-19,1.0,-1.1146343358980335,-2.541773529183182,-0.0,-1.6522888008082692,-1.4631227170280563,0.0
2018-10-22,1.0,-1.17843153596133,-2.7484790399199936,-0.08984082006833903,-1.7460621718476539,-1.5712142678556547,0.0
2018-10-23,1.0,-1.1810380738148796,-2.746813296675831,-0.09672581854536366,-1.7396484212280263,-1.567024910439057,0.0
2018-10-24,1.0,-1.180138183634396,-2.749271622409057,-0.08673936568717223,-1.741030550237243,-1.567218846249896,0.0
2018-10-25,1.0,-1.0912969970211739,-2.6406891554625234,-0.047178166009178006,-1.7796473713871668,-1.4919893728363256,0.0
2018-10-26,1.0,-1.0569406466141227,-2.638973781566672,-0.0,-1.8434936464532732,-1.5029757117580824,0.0
2018-10-29,1.0,-1.0121192792218145,-2.6488598309679476,-0.0,-1.814622867166321,-1.4976080369956943,0.0
2018-10-30,1.0,-1.0204407537527946,-2.652666879591185,-0.0,-1.8175503034174387,-1.4939316512296392,0.0
2018-10-31,1.0,-1.0250256572195469,-2.5948527670324464,-0.0,-1.8027946632983343,-1.4718560037893738,0.0
2018-11-01,1.0,-1.1112197506722072,-2.6195714169314757,-0.0,-1.8773730954126944,-1.5398028191966104,0.0
2018-11-02,1.0,-1.1298985801217039,-2.539716024340771,-0.0,-1.9111561866125761,-1.5328194726166329,0.0
2018-11-05,1.0,-1.1447379180636192,-2.533240657453594,-0.0,-1.929102951999346,-1.5702019789026085,0.0
2018-11-06,1.0,-1.1532047089601045,-2.5393230869849575,-0.0,-1.9224166121648136,-1.5603335513407457,0.0
2018-11-07,1.0,-1.2341075794621028,-2.6863429968564447,-0.0,-2.0926475724764235,-1.7190010478519038,0.0
2018-11-08,1.0,-1.215227193895248,-2.6742976066597293,-0.0,-2.0748352410683317,-1.7071626777662157,0.0
2018-11-09,1.0,-1.2203375086986776,-2.6824982602644396,-0.0,-2.0805497564370214,-1.7153792623521222,0.0
2018-11-12,1.0,-1.229704877835187,-2.649268762588668,-0.0,-2.1416936684473247,-1.7365793852351346,0.0
2018-11-13,1.0,-1.1619724412860732,-2.6393101655256084,-0.0,-2.1447265794262935,-1.72025305485744,0.0
2018-11-14,1.0,-1.1689271431055468,-2.6445835506868374,-0.0,-2.1543209876543212,-1.7263084680925056,0.0
2018-11-15,1.0,-1.1666666666666667,-2.6453236161721327,-0.0,-2.1583376713517266,-1.7057088322054486,0.0
2018-11-16,1.0,-1.1566864525139664,-2.634340083798883,-0.0,-2.1833100558659218,-1.7547136871508382,0.0
2018-11-19,1.0,-1.1666666666666667,-2.6344170599545533,-0.0,-2.182135990211502,-1.7565110994581368,0.0
2018-11-20,1.0,-1.0561047519944502,-2.6121227887617064,-0.0,-2.193288241415192,-1.8099202219909813,0.0
2018-11-21,1.0,-1.1002626970227671,-2.64938704028021,-0.0,-2.246847635726795,-1.7601576182136602,0.0
2018-11-23,1.0,-1.1014328149571901,-2.6224008387209503,-0.0,-2.253188886947405,-1.7595666608422156,0.0
2018-11-26,1.0,-1.1003318197694727,-2.6236465246245197,-0.0,-2.250960530911631,-1.7571603213412503,0.0
2018-11-27,1.0,-1.0777085496711665,-2.615264797507788,-0.0,-2.2283662166839737,-1.7321737625475944,0.0
2018-11-28,1.0,-1.07797490263955,-2.6177412375594984,-0.0,-2.226741670272609,-1.7318044136737345,0.0
2018-11-29,1.0,-0.982811698306824,-2.58722421754746,-0.0,-2.226013340174448,-1.7553446211732513,0.0
2018-11-30,1.0,-0.9815147625160463,-2.5898160034231923,-0.0,-2.2280701754385968,-1.7584937954642705,0.0
2018-12-03,1.0,-0.9766686607982225,-2.5887530980258098,-0.0,-2.225450816169558,-1.7554055208956498,0.0
2018-12-04,1.0,-0.9537518098969423,-2.5991823524401667,-0.0,-2.214973170939443,-1.7493399199386763,0.0
2018-12-06,1.0,-0.9708788351534061,-2.5038134858727683,-0.0,-2.3940024267637376,-1.7983185994106432,0.0
2018-12-07,1.0,-0.9619527449617791,-2.5119006254343295,-0.0,-2.4025364836692145,-1.8101980542043086,0.0
2018-12-10,1.0,-0.8724708767627224,-2.5959534028203555,-0.0,-2.4786721555575024,-1.8117719190680566,0.0
2018-12-11,1.0,-0.8840021026809182,-2.5924303486945854,-0.0,-2.4821272121955493,-1.8026108288067284,0.0
2018-12-12,1.0,-0.8839043196355034,-2.5925698764566723,-0.0,-2.4817313589766057,-1.8037325856479454,0.0
2018-12-13,1.0,-0.8821678321678321,-2.580681818181818,-0.0,-2.48243006993007,-1.7960664335664336,0.0
2018-12-14,1.0,-0.8852100987158208,-2.5738621472874987,-0.0,-2.4818729798200403,-1.79496811391631,0.0
2018-12-17,1.0,-0.8314273243125273,-2.586119598428634,-0.0,-2.4571802706241814,-1.855085115670013,0.0
2018-12-18,1.0,-0.788812683708916,-2.6196668744989755,-0.0,-2.543333036430035,-1.955197292241917,0.0
2018-12-19,1.0,-0.7898815355838603,-2.619221519551082,-0.0,-2.5427986104925626,-1.9551082212523383,0.0
2018-12-20,1.0,-0.7819688023266061,-2.5697541200317264,-0.0,-2.534766898739755,-1.9264122675597075,0.0
2018-12-21,1.0,-0.767630866031635,-2.556934370357424,-0.0,-2.521803722799965,-1.8925107052346413,0.0
2018-12-24,1.0,-0.7021943573667712,-2.502612330198537,-0.0,-2.5307384186694533,-1.972309299895507,0.0
2018-12-26,1.0,-0.6974905465795805,-2.5214850464077,-0.0,-2.4548814025438297,-1.9201615675489858,0.0
2018-12-27,1.0,-0.5006380263717567,-2.525563589961718,-0.0,-2.385538068906848,-2.0951935346660995,0.0
2018-12-28,1.0,-0.4892820687308609,-2.539469207213338,-0.0,-2.386355903368493,-2.0911874787342635,0.0
2018-12-31,1.0,-0.4881722260040844,-2.543141592920354,-0.0,-2.386657590197413,-2.091303607896528,0.0
2019-01-02,1.0,-0.4812802445029289,-2.5391798964258427,-0.0,-2.380762373715935,-2.0885474148909076,0.0
2019-01-03,1.0,-0.4510110214353901,-2.6066996441898813,-0.0,-2.4222858630564956,-2.198385837021609,0.0
2019-01-04,1.0,-0.35784946236559134,-2.6338924731182796,-0.0,-2.3902795698924733,-2.220215053763441,0.0
2019-01-07,1.0,-0.29172919793229946,-2.5346006336501583,-0.0,-2.3626813406703353,-2.148490912122728,0.0
2019-01-08,1.0,-0.30038244097106753,-2.4905221150648487,-0.0,-2.384020618556701,-2.1389258397073494,0.0
2019-01-09,1.0,-0.2940932814182752,-2.4655786595973823,-0.0,-2.3791732250849145,-2.1453897771518515,0.0
2019-01-10,1.0,-0.29749192947603675,-2.4564191705984606,-0.0,-2.3831636453935934,-2.140385729658141,0.0
2019-01-11,1.0,-0.30430820215410104,-2.4196354598177297,-0.0,-2.3912178956089476,-2.169842584921293,0.0
2019-01-14,1.0,-0.3224580821012637,-2.4086891880730157,-0.0,-2.3745766911703976,-2.154043115552986,0.0
2019-01-15,1.0,-0.31089796593352076,-2.391516454440218,-0.0,-2.3743178435587895,-2.191830659831321,0.0
2019-01-16,1.0,-0.27749297172151477,-2.401107987431784,-0.0,-2.3612535141392423,-2.228708450471308,0.0
2019-01-17,1.0,-0.292909211398277,-2.3827037773359843,-0.0,-2.369698475811796,-2.238320079522863,0.0
2019-01-18,1.0,-0.30161249895563536,-2.364525022976021,-0.0,-2.3814019550505474,-2.3074609407636393,0.0
2019-01-22,1.0,-0.0,-2.5231799599895623,-0.0,-2.7683743585283116,-2.4062798991041143,0.0
2019-01-23,1.0,-0.0,-2.485312334100159,-0.0,-2.8590514953105646,-2.5036276765174303,0.0
