Date,IWF,IWM,MTUM,SPY,SSPK,VLUE,VXX
2020-05-29,-0.05984633569739953,-0.015614657210401891,-0.03775413711583925,-0.06880614657210402,1.0,-0.0,0.0
2020-06-01,-0.059876346183400125,-0.016030074121360427,-0.03728529039732359,-0.06896714780532208,1.0,-0.0,0.0
2020-06-02,-0.060121117498166676,-0.01672462328200033,-0.037399758711234125,-0.0685307406618882,1.0,-0.0,0.0
2020-06-03,-0.06012609564816239,-0.01667869267438697,-0.03771040584818841,-0.06837081110493382,1.0,-0.0,0.0
2020-06-04,-0.06018168054504164,-0.01601532929598789,-0.03860711582134747,-0.06800009462528388,1.0,-0.0,0.0
2020-06-05,-0.05746772838600519,-0.01759409349598306,-0.036679011323165756,-0.07145308044535419,1.0,-0.0,0.0
2020-06-08,-0.05708175298051587,-0.013399028747651625,-0.04154407855091985,-0.06955915541219146,1.0,-0.0,0.0
2020-06-09,-0.05713002576405796,-0.013449310988725269,-0.04161249911362186,-0.06963386673600114,1.0,-0.0,0.0
2020-06-10,-0.05606493844081575,-0.01497034288820096,-0.04006663988467992,-0.07045631779190396,1.0,-0.0,0.0
2020-06-11,-0.05750292598153381,-0.0117630368732784,-0.043422748176433726,-0.06953787224987291,1.0,-0.0,0.0
2020-06-12,-0.05844509738874935,-0.007878773517842755,-0.048753613572816455,-0.06970048812852471,1.0,-0.0,0.0
2020-06-15,-0.05847655370912149,-0.006940907529581769,-0.0494628495623438,-0.06958674357729162,1.0,-0.0,0.0
2020-06-16,-0.05898028068928761,-0.005980932077929768,-0.048948895600165805,-0.07043287736128383,1.0,-0.0,0.0
2020-06-17,-0.05882004712234049,-0.005706775908407431,-0.04901670593528374,-0.07043487526787512,1.0,-0.0,0.0
2020-06-18,-0.05872950091764845,-0.005979515718429933,-0.04888994138890533,-0.07046356047599313,1.0,-0.0,0.0
2020-06-19,-0.058739238047867744,-0.006016034864580003,-0.048980945275399396,-0.0705226134223896,1.0,-0.0,0.0
2020-06-22,-0.05788482270847895,-0.00573398571242403,-0.052494402255683636,-0.0685945811465602,1.0,-0.0,0.0
2020-06-23,-0.05840731039550567,-0.005926066395647897,-0.05262346959335333,-0.06826828487786377,1.0,-0.0,0.0
2020-06-24,-0.05834380408240677,-0.0059386927763685066,-0.05279628268651763,-0.06828904008913966,1.0,-0.0,0.0
2020-06-25,-0.05740681595041224,-0.005133846718005135,-0.05304186332611756,-0.06733146432922862,1.0,-0.0,0.0
2020-06-26,-0.05760747442493052,-0.004553249364319082,-0.05284134586955236,-0.06766010289160901,1.0,-0.0,0.0
2020-06-29,-0.05814916473427666,-0.004708721783162179,-0.05212720647390091,-0.06811083242629312,1.0,-0.0,0.0
2020-06-30,-0.05716180057303877,-0.007470815277876441,-0.05096966683242168,-0.06835026402405815,1.0,-0.0,0.0
2020-07-01,-0.057147254516610235,-0.007470461487462411,-0.050955414012738856,-0.06834702720621315,1.0,-0.0,0.0
2020-07-02,-0.05630467982336715,-0.008784287726858374,-0.05050373509808331,-0.06828540648048396,1.0,-0.0,0.0
2020-07-06,-0.05644025052983034,-0.008808799327500267,-0.050425640236322095,-0.06829187435621174,1.0,-0.0,0.0
2020-07-07,-0.05594422150407804,-0.00937533293085692,-0.05010831350545119,-0.06832628999609361,1.0,-0.0,0.0
2020-07-08,-0.0559812408957946,-0.010480938902639776,-0.048887362474685864,-0.06893733938109167,1.0,-0.0,0.0
2020-07-09,-0.056694312796208526,-0.010355450236966825,-0.049123222748815164,-0.06867298578199052,1.0,-0.0,0.0
2020-07-10,-0.05615980663965309,-0.011125328783678112,-0.04854150375583517,-0.06897940807089879,1.0,-0.0,0.0
2020-07-13,-0.0559900462140064,-0.011269107714184145,-0.04858395544495794,-0.06911956392937552,1.0,-0.0,0.0
2020-07-14,-0.05456567520882138,-0.011287002200610493,-0.04739594425120087,-0.06986346749958591,1.0,-0.0,0.0
2020-07-15,-0.054685466890629066,-0.011142917977714164,-0.047268683905462634,-0.0697910998604178,1.0,-0.0,0.0
2020-07-16,-0.054060129914691724,-0.01287314978051753,-0.04677165540660459,-0.06947714660955784,1.0,-0.0,0.0
2020-07-17,-0.0541151411159103,-0.012886811431276258,-0.046825631619430805,-0.06952251346074197,1.0,-0.0,0.0
2020-07-20,-0.05414649734297516,-0.012900476962588617,-0.04691512906394613,-0.06956789319825311,1.0,-0.0,0.0
2020-07-21,-0.04948609681959574,-0.016440170788536823,-0.04431749636305575,-0.0725023359235473,1.0,-0.0,0.0
2020-07-22,-0.048918957278705585,-0.017031745280787245,-0.04393953730425321,-0.07286984907981264,1.0,-0.0,0.0
2020-07-23,-0.04902169541249674,-0.016928099936120378,-0.04395864385927556,-0.07303570161118604,1.0,-0.0,0.0
2020-07-24,-0.047174940898345154,-0.018368794326241136,-0.04326241134751773,-0.07322695035460992,1.0,-0.0,0.0
2020-07-27,-0.047370847073006414,-0.018130458934628703,-0.04296233261236984,-0.07344372348095356,1.0,-0.0,0.0
2020-07-28,-0.04750871800933861,-0.018145280453927538,-0.043123116023405635,-0.07331402565163425,1.0,-0.0,0.0
2020-07-29,-0.047842590074377134,-0.01822180704513474,-0.043301919142948356,-0.07308824746656575,1.0,-0.0,0.0
2020-07-30,-0.04788485873434487,-0.018342656432938725,-0.04331989072459998,-0.07308679352389512,1.0,-0.0,0.0
2020-07-31,-0.04679663102110343,-0.018560140058673225,-0.043401627708905086,-0.07416958455569225,1.0,-0.0,0.0
2020-08-03,-0.04644614802195722,-0.01889314783267083,-0.04364234336551202,-0.07405830020821504,1.0,-0.0,0.0
2020-08-04,-0.046647575320095606,-0.019158402953636428,-0.0438312072515561,-0.07369890895321042,1.0,-0.0,0.0
2020-08-05,-0.04659502449878098,-0.01926764030582053,-0.043920278362960676,-0.07374488129334626,1.0,-0.0,0.0
2020-08-06,-0.04677919556828673,-0.017991998295494898,-0.044731422078075796,-0.07418148244596483,1.0,-0.0,0.0
2020-08-07,-0.04623524816230869,-0.018442016548099575,-0.04519359382583066,-0.07383908807897634,1.0,-0.0,0.0
2020-08-10,-0.04545615966476082,-0.01927151769120589,-0.0449234702936894,-0.074114847828403,1.0,-0.0,0.0
2020-08-11,-0.045582089198820785,-0.01922735398932077,-0.04504931153286054,-0.0741034535832258,1.0,-0.0,0.0
2020-08-12,-0.04517487812958493,-0.019404609778030196,-0.04429930427374698,-0.074329121113162,1.0,-0.0,0.0
2020-08-13,-0.04435617345249917,-0.0213860122003121,-0.04132973944294699,-0.07514068189341279,1.0,-0.0,0.0
2020-08-14,-0.04435931994987113,-0.021399352108013525,-0.04133267125393109,-0.07519330353976024,1.0,-0.0,0.0
2020-08-17,-0.044220059827139765,-0.021412440734478642,-0.041382408929141495,-0.07532780779644585,1.0,-0.0,0.0
2020-08-18,-0.04427520635746553,-0.02140441332986448,-0.04183912395638703,-0.07504552872448618,1.0,-0.0,0.0
2020-08-19,-0.04334508124985217,-0.022636421695011472,-0.04161837405681577,-0.07506445585069896,1.0,-0.0,0.0
2020-08-20,-0.043416041819429006,-0.022506327317453934,-0.04164202758000804,-0.07511176289708352,1.0,-0.0,0.0
2020-08-21,-0.043480317940953826,-0.022497161241483724,-0.04169426570779712,-0.07514430355791069,1.0,-0.0,0.0
2020-08-24,-0.04330340773334279,-0.023077014063849165,-0.04160013247696438,-0.07484948487751795,1.0,-0.0,0.0
2020-08-25,-0.04336921802910209,-0.02315154383059269,-0.041275286880397485,-0.07521589968058677,1.0,-0.0,0.0
2020-08-26,-0.04391819924731946,-0.022876281095410542,-0.041551279320220603,-0.07511420388648252,1.0,-0.0,0.0
2020-08-27,-0.04122455256278316,-0.02566923359002567,-0.04065675384742775,-0.07535162118362375,1.0,-0.0,0.0
2020-08-28,-0.040785909461905155,-0.02582240149516791,-0.04045470138042797,-0.07582299293817056,1.0,-0.0,0.0
2020-08-31,-0.0408943041343822,-0.025705329153605013,-0.04057490980067427,-0.0757556041876146,1.0,-0.0,0.0
2020-09-01,-0.04075309255185789,-0.02591120887438208,-0.03996073700891696,-0.07599517490952955,1.0,-0.0,0.0
2020-09-02,-0.04015655854982322,-0.025872364578036867,-0.04007378590263572,-0.07637550402629804,1.0,-0.0,0.0
2020-09-03,-0.0401939910101727,-0.025691980127750175,-0.03985095812633073,-0.07713508398391294,1.0,-0.0,0.0
2020-09-04,-0.037077182275528114,-0.026473602978427605,-0.037277472106695575,-0.07734722009496094,1.0,-0.0,0.0
2020-09-08,-0.03592299354352232,-0.026980536311796033,-0.03704227343418635,-0.0782435553042085,1.0,-0.0,0.0
2020-09-09,-0.034057220836666506,-0.028904522140134583,-0.03410427744576726,-0.07934920709613665,1.0,-0.0,0.0
2020-09-10,-0.032895742005241695,-0.028888079260051477,-0.03260192508843889,-0.0793305675367565,1.0,-0.0015513533207187936,0.0
2020-09-11,-0.03231376418352245,-0.02922451664434891,-0.03252519557403623,-0.07900486292198182,1.0,-0.001562243052129584,0.0
2020-09-14,-0.03307756483320212,-0.030257452733746165,-0.032772052689094396,-0.07884563411395604,1.0,-0.0,0.0
