Date,IWF,IWM,MTUM,SPY,SSPK,VLUE,VXX
2020-09-15,-0.033271067564233606,-0.029511624901608337,-0.03215498302376672,-0.07941822624795873,1.0,-0.00046993033282815823,0.0
2020-09-16,-0.033769716644906314,-0.028594281143771244,-0.03231118482185916,-0.0800781020266535,1.0,-0.0014820565298704965,0.0
2020-09-17,-0.03396270807599553,-0.028445385565554968,-0.032421622257514264,-0.08013646256102583,1.0,-0.0014469737074289748,0.0
2020-09-18,-0.033464335302285084,-0.02816934553926529,-0.03273480337938014,-0.08022497823170877,1.0,-0.0020709293295366298,0.0
2020-09-21,-0.03185957316642744,-0.030000705898962327,-0.03495376361796748,-0.07810772018165134,1.0,-0.0015882726652391823,0.0
2020-09-22,-0.030844481112617124,-0.03176380458483116,-0.03535859508515528,-0.07811892274146974,1.0,-0.0025458188461311804,0.0
2020-09-23,-0.030268027627825843,-0.0307159190023809,-0.03603168242144221,-0.07785059286674054,1.0,-0.0038070766837179698,0.0
2020-09-24,-0.02898653020410564,-0.029398270689959413,-0.03503323333921534,-0.07758367154873243,1.0,-0.005399682371625199,0.0
2020-09-25,-0.029508737223870755,-0.028978851679148415,-0.034713390796476847,-0.0781757806980359,1.0,-0.006158447553106307,0.0
2020-09-28,-0.028717984917469616,-0.02814150754714761,-0.03321215543712279,-0.07820092001082365,1.0,-0.008211861316015482,0.0
2020-09-29,-0.028842308325687533,-0.027642505940198084,-0.0331710071282377,-0.07830474980591433,1.0,-0.008328040087514997,0.0
2020-09-30,-0.02889241809305335,-0.02743368037174284,-0.03322157520145874,-0.07836009646491383,1.0,-0.008505382036350803,0.0
2020-10-01,-0.028890718738971886,-0.027749676508646043,-0.03309022467944948,-0.07826138101399836,1.0,-0.008340195271144572,0.0
2020-10-02,-0.02892771013469796,-0.027810128815952004,-0.03313922710428799,-0.07823069231221694,1.0,-0.008293629786483148,0.0
2020-10-05,-0.02749855982318156,-0.02879177982341669,-0.03178969891487086,-0.0782515665596821,1.0,-0.009322940547149626,0.0
2020-10-06,-0.027745787012010244,-0.02786330411074811,-0.03143582391237925,-0.07852492537664231,1.0,-0.009601146966883682,0.0
2020-10-07,-0.027703695000881164,-0.027903424778241204,-0.03100511073253833,-0.07875227633202139,1.0,-0.009516536450684367,0.0
2020-10-08,-0.027380854536274937,-0.027733095375077788,-0.030304453498338598,-0.07899587878218602,1.0,-0.009721847150958682,0.0
2020-10-09,-0.027484267868883257,-0.02755471024701794,-0.03030196299427069,-0.07870761716915564,1.0,-0.009991077298769607,0.0
2020-10-12,-0.026338028169014087,-0.027112676056338027,-0.03017605633802817,-0.07816901408450705,1.0,-0.011901408450704226,0.0
2020-10-13,-0.026257101272360205,-0.027160899572749895,-0.0302713742429222,-0.07823137236489976,1.0,-0.011843279027184375,0.0
2020-10-14,-0.02594292556375973,-0.027128552478664584,-0.02954676182985667,-0.07896744808480166,1.0,-0.012302346602181083,0.0
2020-10-15,-0.025732531930879037,-0.026812546957175054,-0.029653456048084146,-0.07891153268219384,1.0,-0.012831048084147258,0.0
2020-10-16,-0.026423957721667644,-0.026259541984732824,-0.02971227246036406,-0.07913094539048737,1.0,-0.01287140340575455,0.0
2020-10-19,-0.025231405346990556,-0.025630785133674765,-0.02974204764365926,-0.07991119672978433,1.0,-0.014130996570032422,0.0
2020-10-20,-0.024886134197304784,-0.025590458750058696,-0.029558153730572384,-0.07934216086772784,1.0,-0.01448560830163873,0.0
2020-10-21,-0.024955687807397497,-0.025929969128194293,-0.029568851169724505,-0.0790811235928678,1.0,-0.014297284924463853,0.0
2020-10-22,-0.024828234188736857,-0.026801338892477537,-0.030348229490868513,-0.07854835868224792,1.0,-0.013952668976451935,0.0
2020-10-23,-0.024371909465697273,-0.027190829114741775,-0.030197676740389246,-0.07850691222588943,1.0,-0.014294271720363171,0.0
2020-10-26,-0.024336672970084215,-0.027085119627902606,-0.030209422238926933,-0.07845993023173868,1.0,-0.014470454198428451,0.0
2020-10-27,-0.02366655720786227,-0.02692686588169067,-0.03021063001360417,-0.0779073040296477,1.0,-0.014061547122015294,0.0
2020-10-28,-0.023736088470875213,-0.02698455512425092,-0.02970529253790855,-0.07783419920019702,1.0,-0.014471508484713444,0.0
2020-10-29,-0.020954272031770135,-0.026911172107691412,-0.02889680546633184,-0.07580447351515505,1.0,-0.015464579804940724,0.0
2020-10-30,-0.02155524919971026,-0.02708133747692595,-0.02814449610954039,-0.07603336682477743,1.0,-0.015491740075238918,0.0
2020-11-02,-0.024352888909673347,-0.028807257932518062,-0.02832791638412795,-0.07572427338836017,1.0,-0.011913391166086,0.0
2020-11-03,-0.024237959942474307,-0.0288914611760029,-0.028388695967355337,-0.07573047107930829,1.0,-0.011984519508459317,0.0
