Date,DESP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.7079981787828198,-1.265492993372793,-0.03637375423685941,-1.0996104618809126,-0.9494612232508727,0.0
2018-09-25,1.0,-0.708731482885889,-1.2635623641235654,-0.03832347439203195,-1.0979321502603772,-0.9473178623792913,0.0
2018-09-26,1.0,-0.7087967644084934,-1.2636501516683518,-0.03842264914054601,-1.0978766430738118,-0.9469160768452982,0.0
2018-09-27,1.0,-0.7094884613442408,-1.258193203050043,-0.03989294551330606,-1.0965510276220773,-0.9456143008635055,0.0
2018-09-28,1.0,-0.7086383601756956,-1.2581410612409754,-0.04069268440450346,-1.0959256828394004,-0.9453223607815419,0.0
2018-10-01,1.0,-0.7083923154701719,-1.261830131445905,-0.0416582406471183,-1.0966632962588474,-0.9470677451971689,0.0
2018-10-02,1.0,-0.7106953223767383,-1.2437420986093553,-0.048697850821744625,-1.1012895069532238,-0.9524146649810367,0.0
2018-10-03,1.0,-0.7098534613441132,-1.232289034866094,-0.04744820616472967,-1.1045982819605862,-0.9588681152097019,0.0
2018-10-04,1.0,-0.7105781368341327,-1.2286291340570563,-0.048472607927291085,-1.1049229992426155,-0.956576622065135,0.0
2018-10-05,1.0,-0.6901557538182367,-1.2201723877211552,-0.021926508392560107,-1.127425777508947,-0.9808962145269418,0.0
2018-10-08,1.0,-0.6871387646378851,-1.2145549580338744,-0.01859576820626225,-1.1274564004623813,-0.9780871488164045,0.0
2018-10-09,1.0,-0.6848750062874102,-1.2167396006237112,-0.010965243197022283,-1.1326392032593935,-0.9847090186610332,0.0
2018-10-10,1.0,-0.6851739788199697,-1.2226928895612708,-0.008169440242057489,-1.1356026222894604,-0.9912254160363086,0.0
2018-10-11,1.0,-0.5692798761909368,-1.1870677564443584,-0.0,-1.08835904628331,-0.9915848527349228,0.0
2018-10-12,1.0,-0.5669799677204975,-1.1646729326877434,-0.0,-1.0583404538118295,-0.9570397797398653,0.0
2018-10-15,1.0,-0.5460694352473748,-1.1775612524832086,-0.0,-1.0521710339608363,-0.9541197616119573,0.0
2018-10-16,1.0,-0.5403576835730508,-1.187547312641938,-0.0,-1.0507191521574566,-0.9526400454201362,0.0
2018-10-17,1.0,-0.5150534153447718,-1.1335152384035518,-0.0,-1.0309392776210518,-0.9451972436757157,0.0
2018-10-18,1.0,-0.5144733191528715,-1.1326181448256727,-0.0,-1.0317673171182835,-0.9452048460186813,0.0
2018-10-19,1.0,-0.4932058379466533,-1.1131445303564076,-0.0,-1.0297387564624605,-0.9391499290845039,0.0
2018-10-22,1.0,-0.49304793267471647,-1.102085620197585,-0.0,-1.0347603366264178,-0.943880351262349,0.0
2018-10-23,1.0,-0.49132445176944556,-1.1033740786521997,-0.0,-1.0375864121228768,-0.945886554044774,0.0
2018-10-24,1.0,-0.49009174311926607,-1.0981651376146788,-0.0,-1.0438990825688073,-0.955,0.0
2018-10-25,1.0,-0.43231788079470196,-1.0210596026490066,-0.0,-1.0571743929359823,-0.9044150110375276,0.0
2018-10-26,1.0,-0.41116088904353876,-0.9975207689965638,-0.0,-1.05380366230264,-0.8870427558609891,0.0
2018-10-29,1.0,-0.38418323249783926,-1.00514261019879,-0.0,-1.0409680207433016,-0.8912273120138289,0.0
2018-10-30,1.0,-0.3874691918536775,-1.0057508539801963,-0.0,-1.0413802049552472,-0.8893501102607342,0.0
2018-10-31,1.0,-0.3883486753965167,-1.0043217079389775,-0.0,-1.0403215350706598,-0.88867280349194,0.0
2018-11-01,1.0,-0.38152159841194494,-1.007810814309757,-0.0,-1.0385362275061496,-0.8874983817373668,0.0
2018-11-02,1.0,-0.3824773413897281,-1.00785498489426,-0.0,-1.0380233059991368,-0.8875701337936988,0.0
2018-11-05,1.0,-0.37573453162806775,-1.0302454199792603,-0.0,-1.0415658486000692,-0.8732284825440719,0.0
2018-11-06,1.0,-0.3870101753626326,-1.0421736306559861,-0.0,-1.0368478025546657,-0.8639099372158476,0.0
2018-11-07,1.0,-0.3858206371191136,-1.0433258310249307,-0.0,-1.0352319944598338,-0.8638763850415512,0.0
2018-11-08,1.0,-0.34436489904402623,-1.0463411497406438,-0.0,-1.0227633214729712,-0.8734084965919321,0.0
2018-11-09,1.0,-0.3510624486086467,-1.0592893928246851,-0.0,-1.0316354351495218,-0.8857056303284719,0.0
2018-11-12,1.0,-0.34984933275936286,-1.035729659922514,-0.0,-1.0387860525182953,-0.8804563065002152,0.0
2018-11-13,1.0,-0.3000390845529161,-1.0586702566552308,-0.0,-1.0808181699743777,-0.9031571633300038,0.0
2018-11-14,1.0,-0.3008119491120663,-1.0578785115713605,-0.0,-1.0807172940818897,-0.9026095262906518,0.0
2018-11-15,1.0,-0.29957513222925514,-1.0593514263418018,-0.0,-1.0854070926905404,-0.8910517645018642,0.0
2018-11-16,1.0,-0.2924291041540196,-1.0464400312201891,-0.0,-1.0893677911716244,-0.9079004422860117,0.0
2018-11-19,1.0,-0.29633485144220345,-1.0457601387985254,-0.0,-1.0877900672305356,-0.9075688570808935,0.0
2018-11-20,1.0,-0.2787685133209552,-1.0400708148020208,-0.0,-1.0877412668940802,-0.9113951379593247,0.0
