Date,IWF,IWM,MOD,MTUM,SPY,VLUE,VXX
2018-09-24,-0.45871739556775837,-0.9406158070209845,1.0,-0.021141400274563637,-0.7665032359286135,-0.7353598744851931,0.0
2018-09-25,-0.4605583000078413,-0.9386418881831726,1.0,-0.024308005959382106,-0.7646828197286912,-0.7324943150631223,0.0
2018-09-26,-0.4638520752321244,-0.9499642885485279,1.0,-0.013332275216252678,-0.7806920085707483,-0.7601380842790254,0.0
2018-09-27,-0.4726983495724796,-0.9380791409823026,1.0,-0.01797574070391728,-0.7849671902962816,-0.7632531318353549,0.0
2018-09-28,-0.46921790379101624,-0.9434135074864607,1.0,-0.01903472443453329,-0.785958904109589,-0.7644950621216948,0.0
2018-10-01,-0.4749570292201303,-0.9443578366710637,1.0,-0.01826757804692809,-0.7919414797937402,-0.7677579246112642,0.0
2018-10-02,-0.4755624825160852,-0.9378172081684849,1.0,-0.02102066099188746,-0.7929105223194661,-0.7689725452583623,0.0
2018-10-03,-0.47703038563296724,-0.9227130602100537,1.0,-0.01787861781447928,-0.8048584943477912,-0.7861781447927524,0.0
2018-10-04,-0.47661452065784193,-0.9246690734055355,1.0,-0.01849177697553149,-0.8040112314480546,-0.7874849578820698,0.0
2018-10-05,-0.4664508652040123,-0.9194740838428646,1.0,-0.005315110098709187,-0.8102545657994645,-0.7948287575430604,0.0
2018-10-08,-0.46525643584114945,-0.9176212332867691,1.0,-0.003392536419876272,-0.810896028736779,-0.7941329076032728,0.0
2018-10-09,-0.46076394438229185,-0.9188908422566725,1.0,-0.0,-0.8152868786958607,-0.8005433914016302,0.0
2018-10-10,-0.4641410628809884,-0.9550791637687681,1.0,-0.0,-0.8353311786605572,-0.836599435421184,0.0
2018-10-11,-0.391304347826087,-0.9359351402909147,1.0,-0.0,-0.8068118591526905,-0.8401955329465065,0.0
2018-10-12,-0.4002513352183475,-0.9281338360037701,1.0,-0.0,-0.7841658812441094,-0.8145617342130066,0.0
2018-10-15,-0.35683356951661155,-0.9782317745236971,1.0,-0.0,-0.7803101873720674,-0.8210124389859865,0.0
2018-10-16,-0.355886173101901,-0.9795725587436532,1.0,-0.0,-0.7799031762899987,-0.8206006218758609,0.0
2018-10-17,-0.3307007355787844,-0.9346109175377469,1.0,-0.0,-0.7748354626403409,-0.8313588850174216,0.0
2018-10-18,-0.33135750813575077,-0.9369673020300635,1.0,-0.0,-0.7740198357353169,-0.8318611498527816,0.0
2018-10-19,-0.31193048560113806,-0.9236033680649006,1.0,-0.0,-0.7766157868430159,-0.8327117536237456,0.0
2018-10-22,-0.3129735759067656,-0.9253432824339397,1.0,-0.0,-0.7759529212662025,-0.832070464248625,0.0
2018-10-23,-0.3142978003384095,-0.9252038147977234,1.0,-0.0,-0.774688509460083,-0.8313336409783111,0.0
2018-10-24,-0.3129718071175474,-0.9198120474503159,1.0,-0.0,-0.7794253581882608,-0.8392774610999846,0.0
2018-10-25,-0.2821309572835161,-0.8758938265134214,1.0,-0.0,-0.7764216989255363,-0.8093669274830594,0.0
2018-10-26,-0.26353429428984326,-0.8612665357394301,1.0,-0.0,-0.7815244376922221,-0.7991625597509913,0.0
2018-10-29,-0.2335439997043279,-0.8788853161843516,1.0,-0.0,-0.7712606719148465,-0.8121742987027387,0.0
2018-10-30,-0.24335332888987632,-0.8806931792934902,1.0,-0.0,-0.7726801451529289,-0.8061171591498185,0.0
2018-10-31,-0.24995401199367207,-0.8557080313454251,1.0,-0.0,-0.7720098598285567,-0.8013318126632575,0.0
2018-11-01,-0.34776437189496096,-0.8763898746155665,1.0,-0.0,-0.8514312751360302,-0.8672817601135556,0.0
2018-11-02,-0.34728905999358356,-0.9192733397497593,1.0,-0.0,-0.858437600256657,-0.8852662816811037,0.0
2018-11-05,-0.3471409094554495,-0.919680808404844,1.0,-0.0,-0.8583687545111878,-0.8847942898388003,0.0
2018-11-06,-0.34714257068377785,-0.9193102065369962,1.0,-0.0,-0.8586725486264287,-0.8852616803689592,0.0
2018-11-07,-0.34673002577319584,-0.9278350515463917,1.0,-0.0,-0.8619120489690721,-0.8905847293814433,0.0
2018-11-08,-0.3115539757977555,-0.9309077838571828,1.0,-0.0,-0.851351891049962,-0.8999960062302808,0.0
2018-11-09,-0.30954100465414863,-0.9372091157117638,1.0,-0.0,-0.8610977371208475,-0.9043893436045579,0.0
2018-11-12,-0.30887782950714404,-0.9383127307754053,1.0,-0.0,-0.8613742173703645,-0.9049606678439558,0.0
2018-11-13,-0.26759322305443184,-0.9439259822966315,1.0,-0.0,-0.8804421836824607,-0.9133255897785076,0.0
2018-11-14,-0.27237260185818285,-0.9466275188030407,1.0,-0.0,-0.8865784499054821,-0.9164219925190041,0.0
2018-11-15,-0.27129603598538093,-0.9476685810675128,1.0,-0.0,-0.8901160689184304,-0.9071448652556328,0.0
2018-11-16,-0.2701727662644807,-0.9423978835130477,1.0,-0.0,-0.8880025654387301,-0.9079248005772238,0.0
2018-11-19,-0.2823685907771687,-0.9465495001612383,1.0,-0.0,-0.8897936149629152,-0.9122460496613997,0.0
2018-11-20,-0.22522161164814888,-0.9378685171072159,1.0,-0.0,-0.9007661144759536,-0.9471742007941919,0.0
2018-11-21,-0.22348197532835642,-0.9336500459100164,1.0,-0.0,-0.8979999201564933,-0.9370433949459062,0.0
2018-11-23,-0.22323938006905963,-0.9536657833453787,1.0,-0.0,-0.897775636392837,-0.940415964024733,0.0
2018-11-26,-0.22181584341465377,-0.9646718379486355,1.0,-0.0,-0.895301635786343,-0.9373417467143604,0.0
2018-11-27,-0.21518632670215748,-0.9643757755273586,1.0,-0.0,-0.8903654485049834,-0.9327943001240844,0.0
2018-11-28,-0.21321465800657524,-0.9779488413118435,1.0,-0.0,-0.886937695453452,-0.9312003848929516,0.0
2018-11-29,-0.1707694751052172,-0.9658540458985152,1.0,-0.0,-0.8894226951480982,-0.9443738584928136,0.0
2018-11-30,-0.1692889862577176,-0.9694084843656643,1.0,-0.0,-0.8918143796056562,-0.9527584146584347,0.0
2018-12-03,-0.16517198772370362,-0.9728167722906453,1.0,-0.0,-0.8939774403124875,-0.9538443142413009,0.0
2018-12-04,-0.15359529112313078,-0.979836143811645,1.0,-0.0,-0.8904311167674197,-0.9532293986636972,0.0
2018-12-06,-0.14488281249999999,-0.94390625,1.0,-0.0,-0.8823828125000001,-0.935078125,0.0
2018-12-07,-0.1495936865135177,-0.9435849351461165,1.0,-0.0,-0.8824816377558993,-0.9312392561337708,0.0
2018-12-10,-0.12415847713379245,-0.9458330109107792,1.0,-0.0,-0.8816451288400525,-0.9174340323454305,0.0
2018-12-11,-0.14163306451612903,-0.9423076923076924,1.0,-0.0,-0.8897332506203474,-0.9034972084367245,0.0
2018-12-12,-0.14225341191066998,-0.9421526054590571,1.0,-0.0,-0.8897332506203474,-0.903031947890819,0.0
2018-12-13,-0.14198845811224292,-0.9375653588442621,1.0,-0.0,-0.8930245168286921,-0.9004996320539139,0.0
2018-12-14,-0.14343246592317221,-0.9354863692688971,1.0,-0.0,-0.8933550185873604,-0.900092936802974,0.0
2018-12-17,-0.1303291022030171,-0.9342567228673947,1.0,-0.0,-0.8834831590724952,-0.9101045565029515,0.0
2018-12-18,-0.12120514296680099,-0.9266167722126272,1.0,-0.0,-0.879869506812512,-0.9103435041258876,0.0
2018-12-19,-0.11930902111324376,-0.9273704414587332,1.0,-0.0,-0.8810748560460653,-0.910978886756238,0.0
2018-12-20,-0.11556865597366306,-0.9101940818435861,1.0,-0.0,-0.89568579412778,-0.906595720246526,0.0
2018-12-21,-0.10890296002441256,-0.9152807445834604,1.0,-0.0,-0.9052868477265792,-0.8849938968568812,0.0
2018-12-24,-0.10106888812811442,-0.9097721480467115,1.0,-0.0,-0.9039141846399634,-0.8891171212294116,0.0
2018-12-26,-0.10172817145875784,-0.9244962644328731,1.0,-0.0,-0.874235906724021,-0.8728397856765527,0.0
2018-12-27,-0.02197802197802198,-0.906244257414826,1.0,-0.0,-0.818773200044103,-0.9282590319379618,0.0
2018-12-28,-0.023733303896677337,-0.9054347426132391,1.0,-0.0,-0.8201788276851749,-0.9302719211097619,0.0
2018-12-31,-0.014467485254293876,-0.9284786882813371,1.0,-0.0,-0.830062692436102,-0.9366027376933636,0.0
2019-01-02,-0.01174726700018529,-0.9279229201408191,1.0,-0.0,-0.828349082823791,-0.9377431906614787,0.0
2019-01-03,-0.01870162574528756,-0.9251934970188498,1.0,-0.0,-0.8327593230381809,-0.9266748139095656,0.0
2019-01-04,-0.0,-0.9299454599056605,1.0,-0.0,-0.8240713443396227,-0.9311247051886793,0.0
2019-01-07,-0.0,-0.8997031996525264,1.0,-0.0,-0.8109164615607354,-0.9088967713913421,0.0
2019-01-08,-0.0,-0.9286446510946766,1.0,-0.0,-0.8096946620780552,-0.9227502379732005,0.0
2019-01-09,-0.0,-0.9250100596261477,1.0,-0.0,-0.8090134250283498,-0.924058967699455,0.0
2019-01-10,-0.0,-0.9351160481112297,1.0,-0.0,-0.8109390517526759,-0.9322102475447824,0.0
2019-01-11,-0.0,-0.9303806788896253,1.0,-0.0,-0.8133789853471762,-0.9378543553493853,0.0
2019-01-14,-0.0,-0.928243714443017,1.0,-0.0,-0.8167737199486144,-0.9254175077995962,0.0
2019-01-15,-0.0,-0.9197671848522804,1.0,-0.0,-0.8226994769026745,-0.9413173211522876,0.0
2019-01-16,-0.0,-0.9221708498458828,1.0,-0.0,-0.7994642595038897,-0.9478203434610304,0.0
