Date,IWF,IWM,MOD,MTUM,SPY,VLUE,VXX
2019-01-17,-0.0,-0.8955523149835947,1.0,-0.0,-0.7993802406124682,-0.9507109004739337,0.0
2019-01-18,-0.0,-0.8929797998448983,1.0,-0.0,-0.8092617895786404,-0.9906938956386869,0.0
2019-01-22,-0.0,-0.9019504480759094,1.0,-0.0,-0.8044280442804428,-1.0589652835303864,0.0
2019-01-23,-0.0,-0.8593331067557872,1.0,-0.0,-0.808579736414788,-1.1083795929156754,0.0
2019-01-24,-0.0,-0.8620650529500755,1.0,-0.0,-0.8099848714069591,-1.1100983358547654,0.0
2019-01-25,-0.0,-0.8082228834189884,1.0,-0.0,-0.8249932377603462,-1.2309208238339966,0.0
2019-01-28,-0.0,-0.7935881054710188,1.0,-0.0,-0.8499244976187711,-1.2284431021798892,0.0
2019-01-29,-0.0,-0.7812074796874392,1.0,-0.0,-0.8481903354974147,-1.2582124946545892,0.0
2019-01-30,-0.0,-0.7822772007624382,1.0,-0.0,-0.8481736492006068,-1.259540203057533,0.0
2019-01-31,-0.0,-0.8075765480155704,1.0,-0.0,-0.9623580400497612,-1.2430274088045268,0.0
2019-02-01,-0.0,-0.8083651719284134,1.0,-0.0,-0.9727327568871909,-1.240659561632817,0.0
2019-02-04,-0.0,-0.8071186302153569,1.0,-0.0,-0.9799762984757467,-1.2993747701360794,0.0
2019-02-05,-0.0,-0.7757961783439491,1.0,-0.0,-0.977439901376618,-1.3560715019519212,0.0
2019-02-06,-0.0,-0.7559753593429158,1.0,-0.0,-0.984804928131417,-1.3659958932238194,0.0
2019-02-07,-0.0,-0.7583261467701531,1.0,-0.0,-0.9630815982916513,-1.3851997864564083,0.0
2019-02-08,-0.0,-0.7475612265898333,1.0,-0.0,-0.9738217740275776,-1.3946902654867255,0.0
2019-02-11,-0.0,-0.7358334710061127,1.0,-0.0,-0.9724516768544523,-1.4218982322815135,0.0
2019-02-12,-0.0,-0.7218764169998764,1.0,-0.0,-0.9788119873036811,-1.4214930541242425,0.0
2019-02-13,-0.0,-0.7241308372762806,1.0,-0.0,-0.9765891791812384,-1.4137008845916479,0.0
2019-02-14,-0.0,-0.7198105436573312,1.0,-0.0,-0.9864497528830314,-1.412355848434926,0.0
2019-02-15,-0.0,-0.7570039551746869,1.0,-0.0,-0.9673698088332235,-1.3956410678971656,0.0
2019-02-19,-0.0,-0.74024209486166,1.0,-0.0,-0.9832839262187087,-1.3937335309617918,0.0
2019-02-20,-0.0,-0.7505993221459867,1.0,-0.0,-0.9768950979581715,-1.40576175911383,0.0
2019-02-21,-0.0,-0.7340003307425169,1.0,-0.0,-0.9838349594840415,-1.4164875144699849,0.0
2019-02-22,-0.0,-0.7338293035751189,1.0,-0.0,-0.9847489150650961,-1.4144657987187435,0.0
2019-02-25,-0.0,-0.7290049400141143,1.0,-0.0,-0.9986715928432065,-1.4235958321225457,0.0
2019-02-26,-0.0,-0.7326671089732958,1.0,-0.0,-0.9912506219936972,-1.4227483828163874,0.0
2019-02-27,-0.0,-0.7368137782561894,1.0,-0.0,-1.0036018878860644,-1.3996853523225965,0.0
2019-02-28,-0.0,-0.7314089005018457,1.0,-0.0,-1.001451619592717,-1.4146240305254862,0.0
2019-03-01,-0.0,-0.7354795884500498,1.0,-0.0,-0.9950630600730169,-1.4181463657484237,0.0
2019-03-04,-0.0,-0.7411481466107674,1.0,-0.0,-0.9880038188535137,-1.4217757668838984,0.0
2019-03-05,-0.0,-0.7231504571903574,1.0,-0.0,-1.0112635078969243,-1.4218204488778055,0.0
2019-03-06,-0.0,-0.7240261090092712,1.0,-0.0,-1.0096453664823515,-1.4238140772460817,0.0
2019-03-07,-0.0,-0.6769275386336331,1.0,-0.0,-1.0442059908025023,-1.4218834155031694,0.0
2019-03-08,-0.0,-0.6632397191574725,1.0,-0.0,-1.0725091942494152,-1.4434553660982947,0.0
2019-03-11,-0.0,-0.662867755687814,1.0,-0.0,-1.0816343759233462,-1.4765522772360813,0.0
2019-03-12,-0.0,-0.6247281102059965,1.0,-0.0,-1.108201475668529,-1.5320083592783722,0.0
2019-03-13,-0.0,-0.6305143927780618,1.0,-0.0,-1.1007920286152275,-1.5269119400442857,0.0
2019-03-14,-0.0,-0.6370738334819344,1.0,-0.0,-1.085169617458498,-1.5235001910584638,0.0
2019-03-15,-0.0,-0.6360069933051896,1.0,-0.0,-1.088141230651145,-1.5400622574730287,0.0
2019-03-18,-0.0,-0.6480300025864298,1.0,-0.0,-1.1051814811621692,-1.5575049573239075,0.0
2019-03-19,-0.0,-0.6481529544078207,1.0,-0.0,-1.1047668483432824,-1.572713902586729,0.0
2019-03-20,-0.0,-0.6601874349184311,1.0,-0.0,-1.1005727178063174,-1.5780111072544256,0.0
2019-03-21,-0.0,-0.6545423128428873,1.0,-0.0,-1.110458335133267,-1.5548403818739471,0.0
2019-03-22,-0.0,-0.6485499369537805,1.0,-0.0,-1.157572068350798,-1.5418931257880777,0.0
2019-03-25,-0.0,-0.5917472598323662,1.0,-0.0,-1.1743821190629702,-1.5321727917472598,0.0
2019-03-26,-0.0,-0.6108255216208044,1.0,-0.0,-1.163721975031319,-1.5452935331979782,0.0
2019-03-27,-0.0,-0.5942423065302775,1.0,-0.0,-1.173723509862316,-1.548103068755665,0.0
2019-03-28,-0.0,-0.5899131336704265,1.0,-0.0,-1.16500280911016,-1.5667919961968968,0.0
2019-03-29,-0.0,-0.5927527458272075,1.0,-0.0,-1.1651388048084408,-1.5662457839660988,0.0
2019-04-01,-0.0,-0.6001636027037499,1.0,-0.0,-1.1620527833986307,-1.5431179231067294,0.0
2019-04-02,-0.0,-0.6127646780913112,1.0,-0.0,-1.1755357986513766,-1.5066786926083409,0.0
2019-04-03,-0.0,-0.6124973158685849,1.0,-0.0,-1.1778398110371484,-1.504273137212798,0.0
2019-04-04,-0.0,-0.6108175452163079,1.0,-0.0,-1.1873093611719723,-1.497959359023929,0.0
2019-04-05,-0.0,-0.6115915443745632,1.0,-0.0,-1.2019566736547869,-1.5540269042627535,0.0
2019-04-08,-0.0,-0.5981349137179711,1.0,-0.0,-1.2009325431410145,-1.5586107721805822,0.0
2019-04-09,-0.0,-0.6090920820609866,1.0,-0.0,-1.1307900735452239,-1.5610081286826374,0.0
2019-04-10,-0.0,-0.5825538487943019,1.0,-0.0,-1.1432249206212994,-1.5650047198146402,0.0
2019-04-11,-0.0,-0.5731513668941247,1.0,-0.0,-1.170593536758079,-1.5479163984378352,0.0
2019-04-12,-0.0,-0.5661522677724106,1.0,-0.0,-1.1663318086607106,-1.5423417261573975,0.0
2019-04-15,-0.0,-0.5658227305830442,1.0,-0.0,-1.1710148652701022,-1.5471019149209615,0.0
2019-04-16,-0.0,-0.5712389759397208,1.0,-0.0,-1.1698347461255243,-1.5401147358506722,0.0
2019-04-17,-0.0,-0.5507202881152461,1.0,-0.0,-1.1797719087635055,-1.5569370605385011,0.0
2019-04-18,-0.0,-0.5319030011178949,1.0,-0.0,-1.1800670736950725,-1.587668759136641,0.0
2019-04-22,-0.0,-0.5378575434660684,1.0,-0.0,-1.1862461711031536,-1.5901462530739032,0.0
2019-04-23,-0.0,-0.5493792447116841,1.0,-0.0,-1.1806462776311806,-1.5957953021585847,0.0
2019-04-24,-0.0,-0.5374531027642416,1.0,-0.0,-1.1672775885117943,-1.607658803743154,0.0
2019-04-25,-0.0,-0.5352793850937041,1.0,-0.0,-1.176181017359012,-1.6067017877191467,0.0
2019-04-26,-0.0,-0.5520993287412803,1.0,-0.0,-1.1591716755144124,-1.6760408897468522,0.0
2019-04-29,-0.0,-0.5519677093844602,1.0,-0.0,-1.1591716755144124,-1.6761725091036723,0.0
2019-04-30,-0.0,-0.5581222056631893,1.0,-0.0,-1.157929341632331,-1.6671780485666696,0.0
2019-05-01,-0.0,-0.5669097618838415,1.0,-0.0,-1.1759072137773483,-1.6504700817151394,0.0
2019-05-02,-0.0,-0.5631285406877169,1.0,-0.0,-1.1653857977251767,-1.6630363181239296,0.0
2019-05-03,-0.0,-0.5645855286266246,1.0,-0.0,-1.1645152792413067,-1.661485774499473,0.0
2019-05-06,-0.0,-0.5434296487920375,1.0,-0.0,-1.1605208927083792,-1.6807120620862017,0.0
2019-05-07,-0.0,-0.5438550304944935,1.0,-0.0,-1.1580887192312754,-1.685753148172524,0.0
2019-05-08,-0.0,-0.5500785203280404,1.0,-0.0,-1.1482725527831095,-1.6639329959867388,0.0
2019-05-09,-0.0,-0.5480610021786493,1.0,-0.0,-1.1455337690631808,-1.6637037037037037,0.0
2019-05-10,-0.0,-0.5385149201943096,1.0,-0.0,-1.1434333795975018,-1.6553174878556558,0.0
2019-05-13,-0.0,-0.5567354368932039,1.0,-0.0,-1.1254767683772537,-1.6520457697642164,0.0
2019-05-14,-0.0,-0.49163233779608656,1.0,-0.0,-1.1585135599038792,-1.6409200137315483,0.0
2019-05-15,-0.0,-0.5004512829329093,1.0,-0.0,-1.168994713542786,-1.628486697898311,0.0
2019-05-16,-0.0,-0.5061426116838488,1.0,-0.0,-1.1627577319587628,-1.6266323024054983,0.0
2019-05-17,-0.0,-0.497353586643143,1.0,-0.0,-1.1493179568828262,-1.6564396058350186,0.0
2019-05-20,-0.0,-0.5006032402619787,1.0,-0.0,-1.1495604963805586,-1.6587383660806618,0.0
2019-05-21,-0.0,-0.49102878533625915,1.0,-0.0,-1.1525751903962824,-1.6591798975947678,0.0
2019-05-22,-0.0,-0.47911738139274807,1.0,-0.0,-1.1670179362553228,-1.655124951610822,0.0
2019-05-23,-0.0,-0.48023375730491574,1.0,-0.0,-1.179614987968374,-1.6371605362667583,0.0
2019-05-24,-0.0,-0.40681669215643435,1.0,-0.0,-1.2571553419270265,-1.7057461219139174,0.0
2019-05-28,-0.0,-0.43053723731645127,1.0,-0.0,-1.2601776136463554,-1.7056625340719247,0.0
2019-05-29,-0.0,-0.43095164631727423,1.0,-0.0,-1.2627936703839204,-1.7141094018600962,0.0
2019-05-30,-0.0,-0.4278477667165888,1.0,-0.0,-1.259756849616774,-1.717293630517135,0.0
2019-05-31,-0.0,-0.4255825221336387,1.0,-0.0,-1.2618156190811787,-1.7173501299387746,0.0
2019-06-03,-0.0,-0.4305689488910318,1.0,-0.0,-1.2640483913386518,-1.6886560883667923,0.0
2019-06-04,-0.0,-0.40958796255795643,1.0,-0.0,-1.272329629953635,-1.6921966582101304,0.0
2019-06-05,-0.0,-0.40529663767363366,1.0,-0.0,-1.2798476783936996,-1.6421307715608637,0.0
2019-06-06,-0.0,-0.420836574194106,1.0,-0.0,-1.2557687321752657,-1.6445423904589058,0.0
2019-06-07,-0.0,-0.42446665801202993,1.0,-0.0,-1.2595525552814921,-1.643299147518283,0.0
2019-06-10,-0.0,-0.4253792626528936,1.0,-0.0,-1.2514587025111292,-1.6452435492933397,0.0
2019-06-11,-0.0,-0.4276292953835474,1.0,-0.0,-1.2591981950711557,-1.6519871572370703,0.0
2019-06-12,-0.0,-0.43335216654352643,1.0,-0.0,-1.2670259463688123,-1.6457907775218394,0.0
2019-06-13,-0.0,-0.45139251523063534,1.0,-0.0,-1.2655787641427327,-1.6345953002610967,0.0
2019-06-14,-0.0,-0.44266144814090025,1.0,-0.0,-1.2898891063274625,-1.6161774298760603,0.0
2019-06-17,-0.0,-0.4495668451525837,1.0,-0.0,-1.28022288973053,-1.623481781376518,0.0
2019-06-18,-0.0,-0.4568099813067861,1.0,-0.0,-1.2705299308785811,-1.6199191409816112,0.0
2019-06-19,-0.0,-0.454573051736849,1.0,-0.0,-1.2775922633245154,-1.6045361897740578,0.0
2019-06-20,-0.0,-0.4575123687179932,1.0,-0.0,-1.27779706622689,-1.6045916153111708,0.0
2019-06-21,-0.0,-0.4651132573952964,1.0,-0.0,-1.267356749967517,-1.5985967343756766,0.0
2019-06-24,-0.0,-0.4481336805555555,1.0,-0.0,-1.2669270833333333,-1.625217013888889,0.0
2019-06-25,-0.0,-0.42635759864565703,1.0,-0.0,-1.282892737769675,-1.631592655293658,0.0
2019-06-26,-0.0,-0.421240478781284,1.0,-0.0,-1.283569096844396,-1.647791077257889,0.0
2019-06-27,-0.0,-0.3949239021412062,1.0,-0.0,-1.282368845667437,-1.6836160655880685,0.0
2019-06-28,-0.0,-0.39945203096459947,1.0,-0.0,-1.2716360789771244,-1.6779159780812385,0.0
2019-07-01,-0.0,-0.3929005908932916,1.0,-0.0,-1.2847584289190128,-1.6671445950643031,0.0
2019-07-02,-0.0,-0.39432833232156794,1.0,-0.0,-1.272743040499523,-1.6690659960107537,0.0
2019-07-03,-0.0,-0.39749479889042993,1.0,-0.0,-1.2658633841886269,-1.6709431345353674,0.0
2019-07-05,-0.0,-0.41085170773886726,1.0,-0.0,-1.2476869865974924,-1.6648508430609597,0.0
2019-07-08,-0.0,-0.412606458864727,1.0,-0.0,-1.243742164195236,-1.6668540054472354,0.0
2019-07-09,-0.0,-0.4105086061861007,1.0,-0.0,-1.235106337086407,-1.6682196626547605,0.0
2019-07-10,-0.0,-0.40733382283073466,1.0,-0.0,-1.2361680991664148,-1.6755927957500107,0.0
2019-07-11,-0.0,-0.3980151024811219,1.0,-0.0,-1.252556634304207,-1.6644228694714132,0.0
2019-07-12,-0.0,-0.4082531186601632,1.0,-0.0,-1.254758924332024,-1.6534726119048648,0.0
2019-07-15,-0.0,-0.44191068497883734,1.0,-0.0,-1.2430249632892805,-1.633929342662175,0.0
2019-07-16,-0.0,-0.45140808569454044,1.0,-0.0,-1.249956807187284,-1.6179595715272976,0.0
2019-07-17,-0.0,-0.45982181472190986,1.0,-0.0,-1.2464319695528068,-1.618631606262434,0.0
2019-07-18,-0.0,-0.46038192344249546,1.0,-0.0,-1.2468245053140932,-1.613194504450013,0.0
2019-07-19,-0.0,-0.463719261852284,1.0,-0.0,-1.2480660356973075,-1.6099226414278922,0.0
2019-07-22,-0.0,-0.46971265855552674,1.0,-0.0,-1.2363879540943998,-1.6082923461903529,0.0
2019-07-23,-0.0,-0.4791361324252091,1.0,-0.0,-1.2294594361582896,-1.6021208724890077,0.0
2019-07-24,-0.0,-0.480084399087112,1.0,-0.0,-1.230030573138699,-1.5959178400723422,0.0
2019-07-25,-0.0,-0.48453785855801534,1.0,-0.0,-1.225342406753381,-1.5971229218709622,0.0
2019-07-26,-0.0,-0.48161717167363477,1.0,-0.0,-1.2265419593983018,-1.6019999137968193,0.0
2019-07-29,-0.0,-0.4759119064005506,1.0,-0.0,-1.2189435650378528,-1.6065898141775636,0.0
2019-07-30,-0.0,-0.47990533562822724,1.0,-0.0,-1.2185886402753874,-1.6043889845094665,0.0
2019-07-31,-0.0,-0.448220763517015,1.0,-0.0,-1.243306270513042,-1.6270081188460874,0.0
2019-08-01,-0.0,-0.46723855504784895,1.0,-0.0,-1.230321579446504,-1.6131563065781533,0.0
2019-08-02,-0.0,-0.7215170198435314,1.0,-0.027615149474120512,-1.5839075695559817,-1.8480907724988345,0.0
2019-08-05,-0.0,-0.7175938248602609,1.0,-0.023316475911631624,-1.6849081714133618,-1.8975778546712805,0.0
2019-08-06,-0.0,-0.7075372664287214,1.0,-0.003201763594373294,-1.6361011967247532,-1.9019525509132902,0.0
2019-08-07,-0.0,-0.7148996383837325,1.0,-0.0,-1.613437450867355,-1.9124783816361826,0.0
2019-08-08,-0.0,-0.7122792306482889,1.0,-0.0,-1.6133850427126462,-1.915151197526335,0.0
2019-08-09,-0.0,-0.6828453629768801,1.0,-0.0,-1.5908877407233442,-1.9451490005740826,0.0
2019-08-12,-0.0,-0.6760445972699801,1.0,-0.0,-1.595706991768261,-1.9382098572470565,0.0
2019-08-13,-0.0,-0.6692219440967876,1.0,-0.0,-1.6016374634960366,-1.9439403420942842,0.0
2019-08-14,-0.0,-0.6833108178322768,1.0,-0.0,-1.5743011534864386,-1.9382728878728048,0.0
2019-08-15,-0.0,-0.7021515244213317,1.0,-0.0,-1.5411440807586416,-1.8551544814928114,0.0
2019-08-16,-0.0,-0.7122053057691328,1.0,-0.0,-1.5273690106420896,-1.8523855593461989,0.0
2019-08-19,-0.0,-0.691735411711119,1.0,-0.0,-1.5344906118730708,-1.83470823422238,0.0
2019-08-20,-0.0,-0.6966654895828079,1.0,-0.0,-1.5326136306310854,-1.8153659890026739,0.0
2019-08-21,-0.0,-0.7038643930985773,1.0,-0.022903844213500148,-1.5264857229341136,-1.7915951972555746,0.0
2019-08-22,-0.0,-0.7066274827725982,1.0,-0.015352655046615322,-1.5315160113498174,-1.8133867044993919,0.0
2019-08-23,-0.0,-0.7094117048863579,1.0,-0.019982712157421062,-1.542075558041389,-1.813138760359994,0.0
2019-08-26,-0.0,-0.67713252285743,1.0,-0.012257610770621923,-1.5396362905656586,-1.7946347834823673,0.0
2019-08-27,-0.0,-0.6722807017543859,1.0,-0.00907268170426065,-1.5340852130325813,-1.7970426065162906,0.0
2019-08-28,-0.0,-0.6540691861627675,1.0,-0.019096180763847233,-1.533493301339732,-1.7923415316936615,0.0
2019-08-29,-0.0,-0.6245332802309952,1.0,-0.026932842136705333,-1.5344252501617963,-1.7924528301886793,0.0
2019-08-30,-0.0,-0.6138888888888888,1.0,-0.02951388888888889,-1.5337797619047617,-1.7831349206349207,0.0
2019-09-03,-0.0,-0.6286195953986513,1.0,-0.048740579135263785,-1.520428401428005,-1.7605117017056724,0.0
2019-09-04,-0.0,-0.6261571209346072,1.0,-0.061333597346666005,-1.5056185337359536,-1.7571407356071482,0.0
2019-09-05,-0.0,-0.6475720976090708,1.0,-0.06359378851368006,-1.4982992358885876,-1.7202859255607592,0.0
2019-09-06,-0.0,-0.6460826316048653,1.0,-0.0630324518638893,-1.5012064805239573,-1.7140887378736396,0.0
2019-09-09,-0.0,-0.6569171124306816,1.0,-0.06006772341365264,-1.4893752760465229,-1.7011336310546203,0.0
2019-09-10,-0.0,-0.654710500490677,1.0,-0.06457311089303239,-1.4923454367026496,-1.6951913640824336,0.0
2019-09-11,-0.0,-0.6706762505500954,1.0,-0.06493569996577185,-1.4740599481687937,-1.6800645445210505,0.0
2019-09-12,-0.0,-0.669609756097561,1.0,-0.06326829268292683,-1.470390243902439,-1.6747804878048782,0.0
2019-09-13,-0.0,-0.6656748451295059,1.0,-0.06838690795570948,-1.4720745329496123,-1.6716257743524707,0.0
2019-09-16,-0.0,-0.6770228747012632,1.0,-0.05896698044188656,-1.468858215870848,-1.672535726479052,0.0
