Date,COG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.35497427966244155,-0.8432572369969403,-0.0326799583095182,-0.5671250378240258,-0.5640991157583297,0.0
2018-09-25,1.0,-0.3568715759755319,-0.8414277551843512,-0.035794709777165326,-0.5654891943669546,-0.5614559876314993,0.0
2018-09-26,1.0,-0.35742134982522183,-0.8421282602850229,-0.0370395267545039,-0.5651384780855069,-0.5593909653132563,0.0
2018-09-27,1.0,-0.3565405844705563,-0.860451728691883,-0.03376113236937455,-0.5707222918289255,-0.5648301784565372,0.0
2018-09-28,1.0,-0.364582978868207,-0.861026984721135,-0.03317793582196209,-0.5753904787831353,-0.5686187770102425,0.0
2018-10-01,1.0,-0.36962535432533045,-0.8613776851883473,-0.03230763976640142,-0.5806154161401591,-0.5712919640722653,0.0
2018-10-02,1.0,-0.3696795791487327,-0.8629842180774749,-0.032315365170458424,-0.5801735328277652,-0.5708478513356563,0.0
2018-10-03,1.0,-0.37322270802492513,-0.8476951148139222,-0.027816986263641683,-0.5985127551898647,-0.5953799015388853,0.0
2018-10-04,1.0,-0.3733044136886318,-0.8474488741995456,-0.02833436617778696,-0.5983612201335813,-0.5953659712180679,0.0
2018-10-05,1.0,-0.355692543447219,-0.8508689443805941,-0.001985163514784244,-0.6367150767944834,-0.6374464528262459,0.0
2018-10-08,1.0,-0.3528039823162878,-0.8477738712709297,-0.0,-0.6427054687228042,-0.6377971942771608,0.0
2018-10-09,1.0,-0.3447119248104538,-0.8507389678907096,-0.0,-0.6499772894028859,-0.6485098354355193,0.0
2018-10-10,1.0,-0.3470407378939278,-0.8497309761721754,-0.0,-0.6515617357277619,-0.6455174341415695,0.0
2018-10-11,1.0,-0.2753997958489282,-0.8414426675740048,-0.0,-0.6289554270159918,-0.656719972779857,0.0
2018-10-12,1.0,-0.272451251602456,-0.8374603602995748,-0.0,-0.6183118548006207,-0.6453680588354361,0.0
2018-10-15,1.0,-0.25681588690676543,-0.8497812184449682,-0.0,-0.6144732413328846,-0.6447997307303939,0.0
2018-10-16,1.0,-0.24637092680946096,-0.8761885426183467,-0.0,-0.6156396981693906,-0.6455520590126214,0.0
2018-10-17,1.0,-0.22215168727029733,-0.8363514868025392,-0.0,-0.6178416304710992,-0.664751085867023,0.0
2018-10-18,1.0,-0.22182875087695855,-0.836000400895333,-0.0,-0.618180603347476,-0.6647846857982829,0.0
2018-10-19,1.0,-0.2046374311683142,-0.8255821667882969,-0.0,-0.6210774232070589,-0.6659258276388245,0.0
2018-10-22,1.0,-0.20507104116061622,-0.8118989784713672,-0.0,-0.6334143014008584,-0.6771037833161414,0.0
2018-10-23,1.0,-0.19831549276869903,-0.8205093788799033,-0.0,-0.6484681722089863,-0.6882990503674373,0.0
2018-10-24,1.0,-0.19655565999731436,-0.8227474150664698,-0.0,-0.6491540217537264,-0.6886330065798308,0.0
2018-10-25,1.0,-0.1846261031119368,-0.8083736978302699,-0.0,-0.6465065357308738,-0.678090372238073,0.0
2018-10-26,1.0,-0.16799789632843573,-0.7963054268152385,-0.0,-0.6526969726851395,-0.6699536534858496,0.0
2018-10-29,1.0,-0.11864056252585137,-0.8959051426995726,-0.0,-0.6832345236453882,-0.7491038191093341,0.0
2018-10-30,1.0,-0.10848812764930904,-0.8962332425819348,-0.0,-0.6838749698452632,-0.7576593031671089,0.0
2018-10-31,1.0,-0.10837010527778743,-0.9111219207115806,-0.0,-0.6903165282651749,-0.7647058823529411,0.0
2018-11-01,1.0,-0.09124036926494065,-0.9245158603456654,-0.0,-0.6896994516554452,-0.7650794752550844,0.0
2018-11-02,1.0,-0.09820842970071456,-0.8924712623839276,-0.0,-0.7008871552349063,-0.7603645275984673,0.0
2018-11-05,1.0,-0.09300638922465895,-0.9087204282507341,-0.0,-0.7030910032809533,-0.7488516663788638,0.0
2018-11-06,1.0,-0.08096264621691346,-0.9169523271018128,-0.0,-0.7428702689331025,-0.7931229458953246,0.0
2018-11-07,1.0,-0.08010317656619907,-0.9182714391717608,-0.0,-0.7417052400975231,-0.7933641920780186,0.0
2018-11-08,1.0,-0.03925641657571383,-0.9313100728796253,-0.0,-0.7375277259444425,-0.8126606344400239,0.0
2018-11-09,1.0,-0.040040850824059726,-0.9313635723341316,-0.0,-0.7373573742780674,-0.8128257501056486,0.0
2018-11-12,1.0,-0.04081201099598224,-0.9094241206738564,-0.0,-0.7586522873052796,-0.8155001057305985,0.0
2018-11-13,1.0,-0.010170202355572642,-0.9070003145423409,-0.0,-0.7629399224128892,-0.8148044595114109,0.0
2018-11-14,1.0,-0.019363075395418112,-0.9192495921696574,-0.0,-0.780977374281864,-0.8267607631746933,0.0
2018-11-15,1.0,-0.01788502484031228,-0.9202271114265437,-0.0,-0.7815471965933286,-0.8289567068843151,0.0
2018-11-16,1.0,-0.012550521165709426,-0.9089909948237964,-0.0,-0.783308515918599,-0.8404594767070837,0.0
2018-11-19,1.0,-0.013187748156551334,-0.9087138400453773,-0.0,-0.7828630175836642,-0.8402935337492909,0.0
2018-11-20,1.0,-0.0,-0.8913825958077493,-0.0,-0.7762721434116734,-0.8612110946432351,0.0
2018-11-21,1.0,-0.0,-0.8854454510476057,-0.0,-0.7736891811535906,-0.8387141907726748,0.0
2018-11-23,1.0,-0.0,-0.8849678231673195,-0.0,-0.773817851147174,-0.8386961387800783,0.0
2018-11-26,1.0,-0.0,-0.8860179713996016,-0.0,-0.772700255235831,-0.8376630187755673,0.0
2018-11-27,1.0,-0.0,-0.9026179112857945,-0.0,-0.7709854014598541,-0.8356611454239192,0.0
2018-11-28,1.0,-0.0,-0.9258005360417548,-0.0,-0.7665749753138666,-0.8341797150514882,0.0
2018-11-29,1.0,-0.0,-0.9079870197843609,-0.0,-0.752084859904393,-0.8292333996301336,0.0
2018-11-30,1.0,-0.0,-0.9080568058899474,-0.0,-0.7519801807460135,-0.8292682926829268,0.0
2018-12-03,1.0,-0.0,-0.9087163011593798,-0.0,-0.753107975974298,-0.8302486380779438,0.0
2018-12-04,1.0,-0.0,-0.9156517187227359,-0.0,-0.7460827080788692,-0.8280579305531319,0.0
2018-12-06,1.0,-0.0,-0.8442069933901845,-0.0,-0.7706770779821226,-0.8098907496832083,0.0
2018-12-07,1.0,-0.0,-0.8450366513667192,-0.0,-0.7725902582722478,-0.8077002123724054,0.0
2018-12-10,1.0,-0.0,-0.8472222222222221,-0.0,-0.765213257267047,-0.7833808747622928,0.0
2018-12-11,1.0,-0.0,-0.8468330786211581,-0.0,-0.7693666157242316,-0.7799966038376636,0.0
2018-12-12,1.0,-0.0,-0.8468906021804842,-0.0,-0.7691471657100158,-0.7803892266413068,0.0
2018-12-13,1.0,-0.0,-0.8446382760389944,-0.0,-0.792714212416624,-0.7832050624251753,0.0
2018-12-14,1.0,-0.0,-0.8429602270784172,-0.0,-0.7936801066994973,-0.7832153483123012,0.0
2018-12-17,1.0,-0.0,-0.8423210990362928,-0.0,-0.7916410361561069,-0.7834392727769804,0.0
2018-12-18,1.0,-0.0,-0.8326991030171241,-0.0,-0.784078553954879,-0.7808847512911117,0.0
2018-12-19,1.0,-0.0,-0.8342919375148896,-0.0,-0.7858966068815302,-0.7831399108327946,0.0
2018-12-20,1.0,-0.0,-0.8216993906567367,-0.0,-0.7868991198375085,-0.7766418415707516,0.0
2018-12-21,1.0,-0.0,-0.8219108880881014,-0.0,-0.7886707304751961,-0.7572491833091973,0.0
2018-12-24,1.0,-0.0,-0.7886821653265148,-0.0,-0.7812468458769304,-0.7944689297850149,0.0
2018-12-26,1.0,-0.0,-0.7909466942424445,-0.0,-0.7620588431516445,-0.7827406764960971,0.0
2018-12-27,1.0,-0.0,-0.7569806192771864,-0.0,-0.7061507101951014,-0.7723816611123693,0.0
2018-12-28,1.0,-0.0,-0.7580666020045264,-0.0,-0.7046556741028128,-0.7704170708050436,0.0
2018-12-31,1.0,-0.0,-0.7550136736554239,-0.0,-0.7176715718192473,-0.7829144419846334,0.0
2019-01-02,1.0,-0.0,-0.7590164470457444,-0.0,-0.7180459732531145,-0.7927279861360886,0.0
