Date,IWF,IWM,KDP,MTUM,SPY,VLUE,VXX
2018-11-20,-0.24023162134944614,-1.2369587109768378,1.0,-0.0,-1.3824269889224572,-1.175679758308157,0.0
2018-11-21,-0.2398615232443126,-1.2108803165182989,1.0,-0.0,-1.3603363006923839,-1.1344708209693375,0.0
2018-11-23,-0.24297725024727992,-1.1891196834817013,1.0,-0.0,-1.3736399604352127,-1.1398615232443126,0.0
2018-11-26,-0.2415279429250892,-1.2022889417360285,1.0,-0.0,-1.3725723345223941,-1.1379805786761792,0.0
2018-11-27,-0.2233801986038738,-1.204552158096549,1.0,-0.0,-1.361763838363976,-1.1262412742109922,0.0
2018-11-28,-0.22181620660708115,-1.2263591921386598,1.0,-0.0,-1.3615623919806428,-1.1282899609895807,0.0
2018-11-29,-0.175570677090874,-1.1908209063269146,1.0,-0.0,-1.338931518749095,-1.1206988079725881,0.0
2018-11-30,-0.17595052901106334,-1.1935842311222764,1.0,-0.0,-1.343543166336538,-1.1180733368761775,0.0
2018-12-03,-0.17221068893931346,-1.1947086370878193,1.0,-0.0,-1.343504079563559,-1.1174624631873702,0.0
2018-12-04,-0.15226177143691874,-1.2268101475385889,1.0,-0.0,-1.357111554754833,-1.1330768856210742,0.0
2018-12-06,-0.1313851493972513,-1.1084009568929125,1.0,-0.0,-1.3670903888550119,-1.0837750363525493,0.0
2018-12-07,-0.12630440913791482,-1.1122496944627245,1.0,-0.0,-1.3714863213312023,-1.0905330450314938,0.0
2018-12-10,-0.07214046199701937,-1.129284649776453,1.0,-0.0,-1.38701564828614,-1.068787257824143,0.0
2018-12-11,-0.06650809197332215,-1.1336224989506087,1.0,-0.0,-1.3867823329135769,-1.0770020055034746,0.0
2018-12-12,-0.06899449164410419,-1.134347866679115,1.0,-0.0,-1.388805900476146,-1.0759499579871161,0.0
2018-12-13,-0.06827309236947791,-1.128327262538526,1.0,-0.0,-1.3991314093583636,-1.0741103950686466,0.0
2018-12-14,-0.07402742793171005,-1.112650433809124,1.0,-0.0,-1.4049818080044782,-1.0729545666573375,0.0
2018-12-17,-0.050340073104150285,-1.1060935548049786,1.0,-0.0,-1.3836579836209688,-1.0867070744459353,0.0
2018-12-18,-0.034831768031366825,-1.0808790006382785,1.0,-0.0,-1.3665997993981946,-1.0768213732105407,0.0
2018-12-19,-0.02524049473202016,-1.090563444800733,1.0,-0.0,-1.3792487402656897,-1.0857993586807146,0.0
2018-12-20,-0.020693128233301283,-1.0719681362450213,1.0,-0.0,-1.401226937691709,-1.084191731904958,0.0
2018-12-21,-0.0104347033627996,-1.0766426683678119,1.0,-0.0,-1.4133327257814636,-1.0562289255445185,0.0
2018-12-24,-0.0,-1.0339943342776203,1.0,-0.0,-1.3923287917622196,-1.0702819371374612,0.0
2018-12-26,-0.0,-1.0304581972278628,1.0,-0.0,-1.3462964597863512,-1.037476825284718,0.0
2018-12-27,-0.0,-0.9302516861325877,1.0,-0.0,-1.1893403520315842,-0.9929264681691068,0.0
2018-12-28,-0.0,-0.9365771398017521,1.0,-0.0,-1.1875128532061037,-0.9889770904454407,0.0
2018-12-31,-0.0,-0.9353299325324996,1.0,-0.0,-1.1884564752344906,-0.9900855685371072,0.0
2019-01-02,-0.0,-0.932583347019215,1.0,-0.0,-1.1838150763672195,-0.9893250123172935,0.0
2019-01-03,-0.0,-0.9353909465020577,1.0,-0.0,-1.206460905349794,-0.9733744855967078,0.0
2019-01-04,-0.0,-0.934412196315017,1.0,-0.0,-1.1708788521115276,-0.9709766835154083,0.0
2019-01-07,-0.0,-0.877708917222595,1.0,-0.0,-1.1428571428571428,-0.9268543007144832,0.0
2019-01-08,-0.0,-0.8612432666221052,1.0,-0.0,-1.1489403530845752,-0.9217158809420831,0.0
2019-01-09,-0.0,-0.8451787606451867,1.0,-0.0,-1.1483850712295436,-0.930928927436129,0.0
2019-01-10,-0.0,-0.8453628478354723,1.0,-0.0,-1.148357470858354,-0.9310412496565799,0.0
2019-01-11,-0.0,-0.8279172240144779,1.0,-0.0,-1.1565426076009127,-0.9497600125895035,0.0
2019-01-14,-0.0,-0.43694004135079256,1.0,-0.0,-0.7211737263425754,-0.4925515559561046,0.0
2019-01-15,-0.0,-0.4369546712066397,1.0,-0.0,-0.7149659502021708,-0.5082198340072356,0.0
2019-01-16,-0.0,-0.43673762257833054,1.0,-0.0,-0.7087884344521512,-0.5119987243881049,0.0
2019-01-17,-0.0,-0.4300540195321855,1.0,-0.0,-0.7142286915564544,-0.5167513770989116,0.0
2019-01-18,-0.0,-0.42976691789823784,1.0,-0.0,-0.716331840248907,-0.5360888340530536,0.0
2019-01-22,-0.0,-0.3654877322211992,1.0,-0.0,-0.8683312571088122,-0.4742999512538591,0.0
2019-01-23,-0.0,-0.33071079761258815,1.0,-0.0,-0.87927292457949,-0.5029842647856756,0.0
2019-01-24,-0.0,-0.3322840628476839,1.0,-0.0,-0.8772082168733548,-0.5041654229193238,0.0
2019-01-25,-0.0,-0.24952934662236986,1.0,-0.0,-1.0334440753045404,-0.4855758582502768,0.0
2019-01-28,-0.0,-0.2281786179560385,1.0,-0.0,-1.0630595670371705,-0.4806109155417579,0.0
2019-01-29,-0.0,-0.21317215506461026,1.0,-0.0,-1.068472974850632,-0.4972905377240517,0.0
2019-01-30,-0.0,-0.20988305880392213,1.0,-0.0,-1.0641926613149635,-0.5036526763145468,0.0
2019-01-31,-0.0,-0.22568741155905772,1.0,-0.0,-1.0198940096001776,-0.5290363752393108,0.0
2019-02-01,-0.0,-0.22739313498591862,1.0,-0.0,-1.0365557817248976,-0.5244681147700974,0.0
2019-02-04,-0.0,-0.23056337635547627,1.0,-0.0,-1.0369358570512641,-0.5201126195188582,0.0
2019-02-05,-0.0,-0.22210452961672472,1.0,-0.0,-1.0249477351916376,-0.5404320557491289,0.0
2019-02-06,-0.0,-0.22362257416908318,1.0,-0.0,-1.0196575953602498,-0.5450312290876645,0.0
2019-02-07,-0.0,-0.2209743046652918,1.0,-0.0,-1.0210133214425061,-0.5449250320494956,0.0
2019-02-08,-0.0,-0.2206079570853822,1.0,-0.0,-1.0357901206973625,-0.5374944121591416,0.0
2019-02-11,-0.0,-0.21778390390728292,1.0,-0.0,-1.0592703029621087,-0.5359644434442601,0.0
2019-02-12,-0.0,-0.2366451029690104,1.0,-0.0,-1.056583519308455,-0.531709935308907,0.0
2019-02-13,-0.0,-0.25081856158970306,1.0,-0.0,-1.0491136953821836,-0.5227221406796884,0.0
2019-02-14,-0.0,-0.22533257854514577,1.0,-0.0,-1.0695442966317577,-0.5355788281913388,0.0
2019-02-15,-0.0,-0.23777455744040008,1.0,-0.0,-1.0687636745943796,-0.5349075100161964,0.0
2019-02-19,-0.0,-0.225072356846944,1.0,-0.0,-1.0802167867884909,-0.5322626411667896,0.0
2019-02-20,-0.0,-0.23149856644051436,1.0,-0.0,-1.079484486331507,-0.52774860192466,0.0
2019-02-21,-0.0,-0.2298106673479236,1.0,-0.0,-1.0809276448380596,-0.5278321837122825,0.0
2019-02-22,-0.0,-0.23095035460992908,1.0,-0.0,-1.0814468085106383,-0.5245106382978724,0.0
2019-02-25,-0.0,-0.22001437814521924,1.0,-0.0,-1.1050179726815241,-0.5505966930265995,0.0
2019-02-26,-0.0,-0.22808486073026413,1.0,-0.0,-1.110723048058883,-0.5475826237552316,0.0
2019-02-27,-0.0,-0.2401147127835231,1.0,-0.0,-1.1130616146693317,-0.5435821673763797,0.0
2019-02-28,-0.0,-0.24731401358963934,1.0,-0.0,-1.1197514373657007,-0.5367326790173645,0.0
2019-03-01,-0.0,-0.2627332018807827,1.0,-0.0,-1.142757470043986,-0.6280297284999241,0.0
2019-03-04,-0.0,-0.27767079321412197,1.0,-0.0,-1.1539049365734373,-0.6250955219318355,0.0
2019-03-05,-0.0,-0.2623166661563428,1.0,-0.0,-1.173336599405983,-0.6262898435347072,0.0
2019-03-06,-0.0,-0.2617932470076836,1.0,-0.0,-1.174488015428414,-0.6249119906939724,0.0
2019-03-07,-0.0,-0.21781418753068238,1.0,-0.0,-1.2357633775159549,-0.6146600392734414,0.0
2019-03-08,-0.0,-0.19547497288083063,1.0,-0.0,-1.292143189214319,-0.6117154811715481,0.0
2019-03-11,-0.0,-0.1936545756654231,1.0,-0.0,-1.2882089224691977,-0.6532275762610904,0.0
2019-03-12,-0.0,-0.14746295179767077,1.0,-0.0,-1.3113000983721004,-0.7145305112175927,0.0
2019-03-13,-0.0,-0.16297432946517054,1.0,-0.0,-1.3182762699402195,-0.715610114766152,0.0
2019-03-14,-0.0,-0.16468596255830298,1.0,-0.0,-1.3163376142099545,-0.7136285221391604,0.0
2019-03-15,-0.0,-0.15326431845133168,1.0,-0.0,-1.3201820454472613,-0.7315791160539725,0.0
2019-03-18,-0.0,-0.17254685777287762,1.0,-0.0,-1.3234645567157404,-0.7467410337894805,0.0
2019-03-19,-0.0,-0.17499674606273594,1.0,-0.0,-1.3174215801119356,-0.7615514772875179,0.0
2019-03-20,-0.0,-0.18866444400862914,1.0,-0.0,-1.3141792508334966,-0.7657383800745244,0.0
2019-03-21,-0.0,-0.1898142090802041,1.0,-0.0,-1.3506476514457675,-0.7305050372890226,0.0
2019-03-22,-0.0,-0.18482772251136437,1.0,-0.0,-1.3848079583635284,-0.7244218986758021,0.0
2019-03-25,-0.0,-0.11724698991213797,1.0,-0.0,-1.413146762121705,-0.7237878294825902,0.0
2019-03-26,-0.0,-0.1296526867627785,1.0,-0.0,-1.411402359108781,-0.7354849279161205,0.0
2019-03-27,-0.0,-0.11691713322201487,1.0,-0.0,-1.4202927020921325,-0.7368627836165407,0.0
2019-03-28,-0.0,-0.11174869659310752,1.0,-0.0,-1.416959045151982,-0.7503033085221497,0.0
2019-03-29,-0.0,-0.10756567080969405,1.0,-0.0,-1.4177680123306988,-0.7540747056701539,0.0
2019-04-01,-0.0,-0.11784589131005513,1.0,-0.0,-1.4159556313993176,-0.7478997112102914,0.0
2019-04-02,-0.0,-0.1417371908416978,1.0,-0.0,-1.4491569900938135,-0.6893000065603883,0.0
2019-04-03,-0.0,-0.14427844360531933,1.0,-0.0,-1.4399934329338369,-0.699261205056641,0.0
2019-04-04,-0.0,-0.14295105676626238,1.0,-0.0,-1.4312855405449825,-0.7127173520034185,0.0
2019-04-05,-0.0,-0.13546919806190053,1.0,-0.0,-1.4437852269356273,-0.716833119087643,0.0
2019-04-08,-0.0,-0.1287422191483055,1.0,-0.0,-1.4463327075717154,-0.7184072720086947,0.0
2019-04-09,-0.0,-0.11792328042328042,1.0,-0.0,-1.4737433862433862,-0.715244708994709,0.0
2019-04-10,-0.0,-0.1088981371383274,1.0,-0.0,-1.4876139516448674,-0.7064011097899326,0.0
2019-04-11,-0.0,-0.10669400714380207,1.0,-0.0,-1.505159412620717,-0.6954954359042201,0.0
2019-04-12,-0.0,-0.11614358836206896,1.0,-0.0,-1.5430697737068966,-0.7082435344827587,0.0
2019-04-15,-0.0,-0.12143147070761737,1.0,-0.0,-1.5362941415234743,-0.7247666080368015,0.0
2019-04-16,-0.0,-0.1230087597659553,1.0,-0.0,-1.535630939899212,-0.7235093178205432,0.0
2019-04-17,-0.0,-0.11615699820515425,1.0,-0.0,-1.5554878255274476,-0.7148565816654814,0.0
2019-04-18,-0.0,-0.12228095141288878,1.0,-0.0,-1.549806871315308,-0.7161008335027444,0.0
2019-04-22,-0.0,-0.11893418634724018,1.0,-0.0,-1.5568297828898114,-0.7272170421289049,0.0
2019-04-23,-0.0,-0.12081588177205707,1.0,-0.0,-1.5639323049681617,-0.7204345013109954,0.0
2019-04-24,-0.0,-0.11804539422193486,1.0,-0.0,-1.563106135365978,-0.7216796542688944,0.0
2019-04-25,-0.0,-0.11961820351116415,1.0,-0.0,-1.5745355377535368,-0.7147775694562809,0.0
2019-04-26,-0.0,-0.10381543921916592,1.0,-0.0,-1.5963415466521056,-0.7125793461197188,0.0
2019-04-29,-0.0,-0.11952752120317275,1.0,-0.0,-1.611990522954366,-0.7022284792088728,0.0
2019-04-30,-0.0,-0.11776824034334762,1.0,-0.0,-1.614077253218884,-0.7016309012875537,0.0
2019-05-01,-0.0,-0.10837981133374648,1.0,-0.0,-1.6210493699648834,-0.7134200922674379,0.0
2019-05-02,-0.0,-0.11626784359699331,1.0,-0.0,-1.6117509137300876,-0.7200193090131716,0.0
2019-05-03,-0.0,-0.12965650701499756,1.0,-0.0,-1.6079549381436173,-0.7180869445020388,0.0
2019-05-06,-0.0,-0.09984130269785414,1.0,-0.0,-1.6192989719174773,-0.7308010763817014,0.0
2019-05-07,-0.0,-0.10937013593441944,1.0,-0.0,-1.6194182145204248,-0.730137317975857,0.0
2019-05-08,-0.0,-0.12515017334294443,1.0,-0.0,-1.569182713761027,-0.7382006659115093,0.0
2019-05-09,-0.0,-0.12440372010020934,1.0,-0.0,-1.5732523422217648,-0.7341363807954975,0.0
2019-05-10,-0.0,-0.1229100455990051,1.0,-0.0,-1.581560038690065,-0.75,0.0
2019-05-13,-0.0,-0.11882398128426272,1.0,-0.0,-1.6123118823981286,-0.7605712489961243,0.0
2019-05-14,-0.0,-0.07060891140287398,1.0,-0.0,-1.6189737758020608,-0.7564354388504084,0.0
2019-05-15,-0.0,-0.07754398068299413,1.0,-0.0,-1.6321835115557088,-0.7397378406347016,0.0
2019-05-16,-0.0,-0.08001794279010385,1.0,-0.0,-1.627894137538387,-0.7426244781063455,0.0
2019-05-17,-0.0,-0.07151115938474475,1.0,-0.0,-1.6182684559055394,-0.8139518587295469,0.0
2019-05-20,-0.0,-0.04407878510270956,1.0,-0.0,-1.6474401888587433,-0.8319650470385116,0.0
2019-05-21,-0.0,-0.04630867759870505,1.0,-0.0,-1.6421986065169962,-0.8303891899500316,0.0
2019-05-22,-0.0,-0.03319020132338448,1.0,-0.0,-1.658067013937773,-0.8283823736449388,0.0
2019-05-23,-0.0,-0.030519320698990896,1.0,-0.0,-1.6705460426848564,-0.8149854083892971,0.0
2019-05-24,-0.0,-0.0033273790760393685,1.0,-0.012538965360232567,-1.6704843963433855,-0.8161185247451929,0.0
2019-05-28,-0.0,-0.004589084285013662,1.0,-0.010579415679955162,-1.6708120227002032,-0.8171022209766693,0.0
2019-05-29,-0.0,-0.008349636668529906,1.0,-0.01065539407490218,-1.671464505310229,-0.8030673560648407,0.0
2019-05-30,-0.0,-0.007968684468055362,1.0,-0.00810848594995107,-1.6753809590381659,-0.8035439675660563,0.0
2019-05-31,-0.0,-0.013144555147701449,1.0,-0.004334906484880266,-1.673623492396434,-0.8047893724873273,0.0
2019-06-03,-0.0,-0.015511138871538621,1.0,-0.026997015754042612,-1.6661461586508433,-0.7613644250121452,0.0
2019-06-04,-0.0,-0.009681785057431377,1.0,-0.028455425616823408,-1.6749141131970713,-0.7570878301002881,0.0
2019-06-05,-0.0,-0.0,1.0,-0.06109070940728283,-1.6920067268421592,-0.6789305693791399,0.0
2019-06-06,-0.0,-0.003258781558726674,1.0,-0.056188254665203066,-1.6857505488474203,-0.6850987925356751,0.0
2019-06-07,-0.0,-0.02438940724478595,1.0,-0.06064763995609221,-1.6631791986827662,-0.6820801317233809,0.0
2019-06-10,-0.0,-0.027178942317578916,1.0,-0.05014223532234295,-1.6589094149501322,-0.6911265723000994,0.0
2019-06-11,-0.0,-0.024427165760682587,1.0,-0.07266221702332623,-1.6551985137273793,-0.6881579852748917,0.0
2019-06-12,-0.0,-0.036618460375802964,1.0,-0.08093160660918554,-1.643021538250146,-0.6745560097557625,0.0
2019-06-13,-0.0,-0.0546079779917469,1.0,-0.09669876203576341,-1.6254470426409904,-0.6620357634112792,0.0
2019-06-14,-0.0,-0.048840006874033344,1.0,-0.10603196425502665,-1.628974050524145,-0.6532050180443375,0.0
2019-06-17,-0.0,-0.04651481888035126,1.0,-0.10603046103183315,-1.6208836443468715,-0.6568331503841932,0.0
2019-06-18,-0.0,-0.08501571777855396,1.0,-0.09193154034229829,-1.6626266154383513,-0.6532658050995459,0.0
2019-06-19,-0.0,-0.07998885172798216,1.0,-0.10657051282051282,-1.661615105908584,-0.6356953734671126,0.0
2019-06-20,-0.0,-0.08762130838511485,1.0,-0.10532011450115199,-1.6603714305662223,-0.6375410179431683,0.0
2019-06-21,-0.0,-0.09343091130859035,1.0,-0.10757971772085731,-1.650392054364872,-0.6335250043561597,0.0
2019-06-24,-0.0,-0.08595497762863535,1.0,-0.11507270693512303,-1.6415338366890382,-0.6529642058165548,0.0
2019-06-25,-0.0,-0.18202360030128045,1.0,-0.10635827265879992,-1.3706377102686418,-0.4793183530002511,0.0
2019-06-26,-0.0,-0.16315078152544366,1.0,-0.08429310142202374,-1.2010812081325655,-0.4895404865436596,0.0
2019-06-27,-0.0,-0.18754932047347656,1.0,-0.08496273564226216,-1.2069267864971502,-0.44322665497588776,0.0
2019-06-28,-0.0,-0.15830484908174494,1.0,-0.08493134812583279,-1.2167023926771334,-0.43676496147384275,0.0
2019-07-01,-0.0,-0.16364369205965337,1.0,-0.0818506362641792,-1.2118673346001039,-0.4216617723268268,0.0
2019-07-02,-0.0,-0.16130892316563356,1.0,-0.08179328239873145,-1.218740089375811,-0.42127720916822836,0.0
2019-07-03,-0.0,-0.15288922242105873,1.0,-0.08947641863418576,-1.2232292328118686,-0.42074121110662127,0.0
2019-07-05,-0.0,-0.16570538701118928,1.0,-0.08605375475833428,-1.2164609528203945,-0.415590033452532,0.0
2019-07-08,-0.0,-0.16568610486243296,1.0,-0.08499163638461095,-1.2158677971967469,-0.41745976812597335,0.0
2019-07-09,-0.0,-0.16234569677437918,1.0,-0.08453946421891635,-1.2124133168359565,-0.41815095099703625,0.0
2019-07-10,-0.0,-0.15294355654460856,1.0,-0.07823473310019942,-1.2278257853819254,-0.4310569058697726,0.0
2019-07-11,-0.0,-0.15095377312067618,1.0,-0.08495672562016962,-1.2296870929458419,-0.4290097548267578,0.0
2019-07-12,-0.0,-0.1530783474134938,1.0,-0.08662191875940285,-1.2342032172202293,-0.4192512440689735,0.0
2019-07-15,-0.0,-0.1520108868749457,1.0,-0.0936097518603237,-1.2469814981034832,-0.40284332744592755,0.0
2019-07-16,-0.0,-0.15744791817575987,1.0,-0.09352997421261555,-1.2453857966563324,-0.4011242140642657,0.0
2019-07-17,-0.0,-0.1630961008841861,1.0,-0.09157848963617916,-1.2464994926800985,-0.3978257718509929,0.0
2019-07-18,-0.0,-0.16208544532947142,1.0,-0.08700941346850109,-1.2526574945691527,-0.3946994931209269,0.0
2019-07-19,-0.0,-0.1661370464525075,1.0,-0.09735382482089207,-1.2357291425930204,-0.38961751791079263,0.0
2019-07-22,-0.0,-0.1647150663544106,1.0,-0.09720415184896058,-1.2402925954838522,-0.38904790817359125,0.0
2019-07-23,-0.0,-0.16970117334258136,1.0,-0.09750881451939195,-1.2369227212299867,-0.38587364892202763,0.0
2019-07-24,-0.0,-0.1699469006117973,1.0,-0.10495786678979568,-1.2320789564815884,-0.37885259148101125,0.0
2019-07-25,-0.0,-0.15708646670700435,1.0,-0.11219638689601523,-1.240441409513931,-0.3715388826461521,0.0
2019-07-26,-0.0,-0.13826199740596629,1.0,-0.11494451650093673,-1.2523418359994236,-0.37668251909497047,0.0
2019-07-29,-0.0,-0.12928896834092612,1.0,-0.11778444149703014,-1.2470734098379563,-0.3891932414508967,0.0
2019-07-30,-0.0,-0.13191059841384284,1.0,-0.12115356885364095,-1.2393078586878155,-0.3915789473684211,0.0
2019-07-31,-0.0,-0.15404127752796035,1.0,-0.1195952957454168,-1.2264787270840538,-0.3823936354202698,0.0
2019-08-01,-0.0,-0.1653962318423702,1.0,-0.11252696677693082,-1.2255429311088737,-0.3729900762260895,0.0
2019-08-02,-0.0,-0.15577846118472105,1.0,-0.12502514873681486,-1.2271721323254678,-0.3661368666110999,0.0
2019-08-05,-0.0,-0.15316143111468442,1.0,-0.1185895595244932,-1.2328432780106817,-0.3668523516912652,0.0
2019-08-06,-0.0,-0.1549470362857787,1.0,-0.12663398692810457,-1.1617083615055217,-0.3739294568402073,0.0
2019-08-07,-0.0,-0.18411835579590352,1.0,-0.10930538821485614,-1.1339068060186612,-0.37465325450418896,0.0
2019-08-08,-0.0,-0.18134133684889625,1.0,-0.10375585537572579,-1.1388179854702534,-0.38108327957140053,0.0
2019-08-09,-0.0,-0.18798889014850925,1.0,-0.10262441900011336,-1.162339870762952,-0.38119260854778375,0.0
2019-08-12,-0.0,-0.18303798901658833,1.0,-0.11136273566211854,-1.1714601143633583,-0.3648870520296665,0.0
2019-08-13,-0.0,-0.1608666177052144,1.0,-0.10945709281961472,-1.1787752104400882,-0.37562849556522226,0.0
2019-08-14,-0.0,-0.17369280126076433,1.0,-0.10958518601902405,-1.1603253222266,-0.37060280294928805,0.0
2019-08-15,-0.0,-0.18385400728850806,1.0,-0.12601886110106544,-1.1286060032826104,-0.34342226055025454,0.0
2019-08-16,-0.0,-0.17342135316565,1.0,-0.13294894292638088,-1.1369878276371133,-0.3420796078103674,0.0
2019-08-19,-0.0,-0.16399301803673844,1.0,-0.1392513783836201,-1.138309367467376,-0.3290388718033968,0.0
2019-08-20,-0.0,-0.16764746511949163,1.0,-0.14764470230694848,-1.131399364553115,-0.3161210111893908,0.0
2019-08-21,-0.0,-0.168841178089733,1.0,-0.180897330030278,-1.1061657032755299,-0.29664189375172034,0.0
2019-08-22,-0.0,-0.17198766995101006,1.0,-0.17586833269114327,-1.1111355754940277,-0.29325149997247757,0.0
2019-08-23,-0.0,-0.17504681132283292,1.0,-0.17634100671880162,-1.1133935455446635,-0.28882586187906156,0.0
2019-08-26,-0.0,-0.16946839864643598,1.0,-0.17629079794782232,-1.1039187861587163,-0.2792817378015501,0.0
2019-08-27,-0.0,-0.16621698961654813,1.0,-0.17286675932739215,-1.1009729376175292,-0.28528602185702995,0.0
2019-08-28,-0.0,-0.16974219444519276,1.0,-0.17367527814444655,-1.0887098946687859,-0.26176557743595275,0.0
2019-08-29,-0.0,-0.16313068763125305,1.0,-0.17831565343815628,-1.0927252167357708,-0.2581982661138334,0.0
2019-08-30,-0.0,-0.1557904905012343,1.0,-0.17830310185682086,-1.0974562627455189,-0.2517172909734893,0.0
2019-09-03,-0.0,-0.14376029325824788,1.0,-0.15858258513520693,-1.094724539127663,-0.25925729161132655,0.0
2019-09-04,-0.0,-0.15470792211256335,1.0,-0.16009602560682848,-1.1001066951186984,-0.2524673246198986,0.0
2019-09-05,-0.0,-0.1568277478821461,1.0,-0.15789333475411585,-1.1027225744578826,-0.24655016250199796,0.0
2019-09-06,-0.0,-0.15290771847756748,1.0,-0.16460238145864342,-1.1108069317456943,-0.2295609185626196,0.0
2019-09-09,-0.0,-0.16414973944485803,1.0,-0.16574497500797616,-1.1099649048176115,-0.2188663192598107,0.0
