Date,FRPT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9725636085830067,-1.8627516109745565,-0.03892911711951106,-1.4820301601009767,-1.2868531189796053,0.0
2018-09-25,1.0,-0.9905597214783075,-1.8731922870915907,-0.05369576861274772,-1.4895554365291914,-1.2882297803963578,0.0
2018-09-26,1.0,-0.995235538853845,-1.8807542611729968,-0.05925379143739094,-1.4918802845255668,-1.2833847805663667,0.0
2018-09-27,1.0,-1.0070621468926553,-1.8666935700834006,-0.06550981974710789,-1.4983185364541296,-1.2882701103040084,0.0
2018-09-28,1.0,-1.0060996272450018,-1.891087766858692,-0.06818027787190784,-1.5109454422229753,-1.300982717722806,0.0
2018-10-01,1.0,-1.006369858372298,-1.8900182964017076,-0.06878091753066341,-1.5106051365453683,-1.3006708680626142,0.0
2018-10-02,1.0,-1.0070432073682785,-1.8769470404984423,-0.073953677366924,-1.511783827712312,-1.3026547473926586,0.0
2018-10-03,1.0,-1.0052065724524983,-1.8661167083643249,-0.07363581039962135,-1.5117316924741362,-1.3050916221515991,0.0
2018-10-04,1.0,-1.0243703199455412,-1.8620830496936691,-0.0763784887678693,-1.539210347174949,-1.3052416609938733,0.0
2018-10-05,1.0,-1.0138860665176455,-1.8550430129377495,-0.06116642958748221,-1.5396599607125923,-1.30393551446183,0.0
2018-10-08,1.0,-1.0157823129251702,-1.8603401360544218,-0.048367346938775514,-1.563809523809524,-1.3144897959183675,0.0
2018-10-09,1.0,-1.0137874547812435,-1.8691556890314653,-0.034127363319909905,-1.5775714968261552,-1.3308306600232065,0.0
2018-10-10,1.0,-1.0273501924134139,-1.8789169873556897,-0.04102528862012094,-1.5938702583837272,-1.330744914788345,0.0
2018-10-11,1.0,-0.8566653558788832,-1.836020448289422,-0.0,-1.527067767728405,-1.334185345392581,0.0
2018-10-12,1.0,-0.8610169491525423,-1.800063959066198,-0.0,-1.4688839142948513,-1.2659417972497602,0.0
2018-10-15,1.0,-0.8176208651399491,-1.8293893129770993,-0.0,-1.4549618320610687,-1.259351145038168,0.0
2018-10-16,1.0,-0.8072420190646791,-1.8660354423901222,-0.0,-1.460047341820741,-1.264218540080609,0.0
2018-10-17,1.0,-0.7549550658623662,-1.7519389388157085,-0.0,-1.4107472608642129,-1.2376585005539826,0.0
2018-10-18,1.0,-0.7556664203005666,-1.7543114067504313,-0.0,-1.4107538802660753,-1.238420793298842,0.0
2018-10-19,1.0,-0.7188050276276641,-1.7204444714311735,-0.0,-1.4062177424251623,-1.2265468455886819,0.0
2018-10-22,1.0,-0.718505489173288,-1.7085582580214715,-0.0,-1.4089282464972404,-1.2293322011281616,0.0
2018-10-23,1.0,-0.7358594179022515,-1.7215815485996706,-0.0,-1.4097870522911709,-1.234364512782964,0.0
2018-10-24,1.0,-0.7316568227485843,-1.7153382451440056,-0.0,-1.4085124520489558,-1.2335139743043295,0.0
2018-10-25,1.0,-0.6449128496149168,-1.5921014534715385,-0.0,-1.4077248248306213,-1.1459841334182639,0.0
2018-10-26,1.0,-0.6037658134745514,-1.6164754339511622,-0.0,-1.489496910856134,-1.1744042365401588,0.0
2018-10-29,1.0,-0.5512258675826127,-1.6703778277863317,-0.0,-1.4879782067985312,-1.2124837143195546,0.0
2018-10-30,1.0,-0.525809896760413,-1.67562596416281,-0.0,-1.4935326925358965,-1.2382817135398125,0.0
2018-10-31,1.0,-0.5325838749341296,-1.622401779963698,-0.0,-1.4807073013642484,-1.2194507875168337,0.0
2018-11-01,1.0,-0.48291356272910013,-1.6888376492846162,-0.0,-1.499881754759371,-1.2406290646801466,0.0
2018-11-02,1.0,-0.514241170474306,-1.6388439167716016,-0.0,-1.5764825807999039,-1.2667146369251063,0.0
2018-11-05,1.0,-0.5162335713857048,-1.6369801356298386,-0.0,-1.5775070515513412,-1.2705995318970174,0.0
2018-11-06,1.0,-0.5318636308878448,-1.6555234309119382,-0.0,-1.5745090952897243,-1.261474521142031,0.0
2018-11-07,1.0,-0.535055125784248,-1.6818541755497352,-0.0,-1.5927392337211426,-1.2816592556496316,0.0
2018-11-08,1.0,-0.4713540104385386,-1.6767052612634232,-0.0,-1.5649409082728416,-1.2861599376087347,0.0
2018-11-09,1.0,-0.4770100811408901,-1.724858618146054,-0.0,-1.6182075239734448,-1.3270223752151462,0.0
2018-11-12,1.0,-0.47286774546781846,-1.685059009611875,-0.0,-1.615159995133228,-1.3104392261832338,0.0
2018-11-13,1.0,-0.4106734128418263,-1.6797976147452116,-0.0,-1.6284784965666785,-1.3044211540778219,0.0
2018-11-14,1.0,-0.4134215037962283,-1.715099191770757,-0.0,-1.6591966691158462,-1.3352314474650993,0.0
2018-11-15,1.0,-0.4132236478605193,-1.7277917613113145,-0.0,-1.6778807784394376,-1.3202774878752532,0.0
2018-11-16,1.0,-0.40442434612564165,-1.7043510144219016,-0.0,-1.6723906135419213,-1.3298704473233929,0.0
2018-11-19,1.0,-0.40670821114369504,-1.703201368523949,-0.0,-1.6706378299120237,-1.3289345063538611,0.0
2018-11-20,1.0,-0.37544580789457777,-1.6827056761167867,-0.0,-1.6590703016381552,-1.3276310221846097,0.0
2018-11-21,1.0,-0.38139865946971946,-1.6530043300314372,-0.0,-1.6368111987662375,-1.260335725725132,0.0
2018-11-23,1.0,-0.38459259259259254,-1.6264888888888887,-0.0,-1.6500148148148148,-1.2648296296296295,0.0
2018-11-26,1.0,-0.38290050990157715,-1.63820704375667,-0.0,-1.646863512391794,-1.2611170401992173,0.0
2018-11-27,1.0,-0.3578708946772367,-1.6741968170709902,-0.0,-1.659891518149848,-1.2685819872444417,0.0
2018-11-28,1.0,-0.36,-1.6687332339791356,-0.0,-1.6621758569299554,-1.2703427719821163,0.0
2018-11-29,1.0,-0.2887650337342329,-1.639190378410091,-0.0,-1.6553828102082724,-1.283484892930478,0.0
2018-11-30,1.0,-0.2882359840487919,-1.6391625615763545,-0.0,-1.6562280084447571,-1.2807881773399015,0.0
2018-12-03,1.0,-0.2851706574556525,-1.6376090392834146,-0.0,-1.6535917100872315,-1.278086763070078,0.0
2018-12-04,1.0,-0.2614659994112452,-1.6701795702090079,-0.0,-1.664350897851045,-1.291551368854872,0.0
2018-12-06,1.0,-0.23925139099645926,-1.5158208284156691,-0.0,-1.6531220142752767,-1.2119934805822514,0.0
2018-12-07,1.0,-0.24984507915047038,-1.5187876739338628,-0.0,-1.6578220945298856,-1.2070305898259253,0.0
2018-12-10,1.0,-0.20068383609992832,-1.5093475983014393,-0.0,-1.6425853416423097,-1.1621353333700988,0.0
2018-12-11,1.0,-0.19843327632812935,-1.5107850168257297,-0.0,-1.641639543222817,-1.1658299773818062,0.0
2018-12-12,1.0,-0.20523629909030397,-1.5186376747282007,-0.0,-1.6544264477479478,-1.1686265808741958,0.0
2018-12-13,1.0,-0.20957280250503244,-1.536009841198837,-0.0,-1.6623238649071796,-1.1836278237530755,0.0
2018-12-14,1.0,-0.21883037012188306,-1.5116851168511687,-0.0,-1.6761153975176117,-1.1843341160684333,0.0
2018-12-17,1.0,-0.19187271316110432,-1.503492626677015,-0.0,-1.6499057545182392,-1.1985253354030379,0.0
2018-12-18,1.0,-0.16366728848897177,-1.4777241303632174,-0.0,-1.6432568857675847,-1.202073960276528,0.0
2018-12-19,1.0,-0.17347331391194412,-1.4779860385862695,-0.0,-1.6420601330181939,-1.2031000934425327,0.0
2018-12-20,1.0,-0.1664363495660826,-1.4627715438615887,-0.0,-1.686473937316898,-1.211928583273451,0.0
2018-12-21,1.0,-0.1757407512322248,-1.49781882046343,-0.0,-1.7250014163503482,-1.2668404056427398,0.0
2018-12-24,1.0,-0.16247896803140774,-1.4726303982052722,-0.0,-1.708076275939428,-1.2653393157599553,0.0
2018-12-26,1.0,-0.16130808192028187,-1.4647654701607578,-0.0,-1.6539859061880642,-1.2253358291125303,0.0
2018-12-27,1.0,-0.1158520949792297,-1.3525308990204628,-0.0,-1.4859223549925638,-1.1741114928970717,0.0
2018-12-28,1.0,-0.11430474433855928,-1.3531099497899375,-0.0,-1.4843221641561637,-1.1717901424326262,0.0
2018-12-31,1.0,-0.11757768434006768,-1.3494513383242746,-0.0,-1.486155266126551,-1.1744436468054558,0.0
2019-01-02,1.0,-0.11488250652741515,-1.3475656581170328,-0.0,-1.483335893103978,-1.1737572313520708,0.0
2019-01-03,1.0,-0.12556260229132568,-1.3429828150572831,-0.0,-1.4894128477905075,-1.1566080196399346,0.0
2019-01-04,1.0,-0.07187785330222177,-1.3586791112914678,-0.0,-1.4722024956883433,-1.1697778228669982,0.0
2019-01-07,1.0,-0.05961992910594722,-1.3033182355257977,-0.0,-1.4375246159905477,-1.1227353288696338,0.0
2019-01-08,1.0,-0.06286499484713157,-1.2889041566472001,-0.0,-1.4389753153064728,-1.1167002012072433,0.0
2019-01-09,1.0,-0.05832802781722905,-1.2712669572457023,-0.0,-1.4398844213722513,-1.127969048435281,0.0
2019-01-10,1.0,-0.06033175123550424,-1.2658902970103245,-0.0,-1.4419924646474533,-1.1248715564906788,0.0
2019-01-11,1.0,-0.06044658666142042,-1.2477867401141058,-0.0,-1.4574070430847923,-1.1527641156797168,0.0
2019-01-14,1.0,-0.07992308450843111,-1.2519968444926535,-0.0,-1.4611971205995464,-1.1373138743713638,0.0
2019-01-15,1.0,-0.07362327445450498,-1.2440750086586512,-0.0,-1.4667755182821234,-1.1632774231853942,0.0
2019-01-16,1.0,-0.08356933472449944,-1.246733243901227,-0.0,-1.4816415759924477,-1.156555870224077,0.0
2019-01-17,1.0,-0.08150610179581308,-1.2469987101895028,-0.0,-1.4797598968151602,-1.152495287230876,0.0
2019-01-18,1.0,-0.08822646794038211,-1.235820746223867,-0.0,-1.4782434730419125,-1.1992097629288787,0.0
2019-01-22,1.0,-0.0,-1.2537535229310788,-0.0,-1.7692544196771716,-1.1012042018959776,0.0
2019-01-23,1.0,-0.0,-1.2004729104554335,-0.0,-1.7895548473321683,-1.1503032795312018,0.0
2019-01-24,1.0,-0.0,-1.1956912951822716,-0.0,-1.7972646408555712,-1.148748007609646,0.0
2019-01-25,1.0,-0.0,-1.1141491190373873,-0.0,-2.1156532015470564,-1.1419209282337774,0.0
2019-01-28,1.0,-0.0,-1.0906632045872553,-0.0,-2.165476576868982,-1.1533592989289192,0.0
2019-01-29,1.0,-0.0,-1.0708691395627108,-0.0,-2.175296421190036,-1.1927553573371044,0.0
2019-01-30,1.0,-0.0,-1.0635049978270317,-0.0,-2.1661777488048677,-1.2027379400260758,0.0
2019-01-31,1.0,-0.0,-1.0912731062476002,-0.0,-2.10114639899073,-1.2927979814601505,0.0
2019-02-01,1.0,-0.0,-1.0866750781721433,-0.0,-2.1164627790882657,-1.2826265840144824,0.0
2019-02-04,1.0,-0.0,-1.0949775686617793,-0.0,-2.10898347740453,-1.267097056570741,0.0
2019-02-05,1.0,-0.0,-1.0782456332475499,-0.0,-2.0999288178283964,-1.2973772107539836,0.0
2019-02-06,1.0,-0.0,-1.059613171880993,-0.0,-2.1116651142403158,-1.307873541175826,0.0
2019-02-07,1.0,-0.0,-1.0507103825136612,-0.0,-2.1137704918032787,-1.3,0.0
2019-02-08,1.0,-0.0,-1.0603697442329716,-0.0,-2.1263565468724437,-1.2667284724873207,0.0
2019-02-11,1.0,-0.0,-1.044078190877731,-0.0,-2.1451568745551115,-1.286316596397087,0.0
2019-02-12,1.0,-0.0,-1.0573531835411745,-0.0,-2.152502334779981,-1.283689501730484,0.0
2019-02-13,1.0,-0.0,-1.0909041065847909,-0.0,-2.1325182301661276,-1.259334393332968,0.0
2019-02-14,1.0,-0.0,-1.0259391280504524,-0.0,-2.1753770222100353,-1.2825884288456264,0.0
2019-02-15,1.0,-0.0,-1.0798374698001318,-0.0,-2.1502306171754886,-1.2608170437074455,0.0
2019-02-19,1.0,-0.0,-1.0563202632300521,-0.0,-2.1698382231971483,-1.2578009322731012,0.0
2019-02-20,1.0,-0.0,-1.0984781592479094,-0.0,-1.9818210149067677,-1.1136965667688152,0.0
2019-02-21,1.0,-0.0,-1.129899679387734,-0.0,-1.9672665218740304,-1.0739993794601304,0.0
2019-02-22,1.0,-0.0,-1.142584963954686,-0.0,-1.9488156539649846,-1.0579814624098867,0.0
2019-02-25,1.0,-0.0,-1.116743708269132,-0.0,-1.9580893682588598,-1.0612737544940936,0.0
2019-02-26,1.0,-0.0,-1.1249742851265172,-0.0,-1.9596790783789344,-1.058372762806007,0.0
2019-02-27,1.0,-0.0,-1.1224594803190122,-0.0,-1.9659891947517365,-1.0568561872909699,0.0
2019-02-28,1.0,-0.0,-1.137654958677686,-0.0,-1.9803719008264464,-1.047210743801653,0.0
2019-03-01,1.0,-0.0,-1.1399709904682969,-0.0,-2.0079776212184006,-1.0323249067550768,0.0
2019-03-04,1.0,-0.0,-1.1301959158287551,-0.0,-1.9918627552607027,-1.0608997615839122,0.0
2019-03-05,1.0,-0.0,-1.1214724565240028,-0.0,-2.009007601791107,-1.0762261793189627,0.0
2019-03-06,1.0,-0.0,-1.1111803500025965,-0.0,-2.0120994962870644,-1.069637015111388,0.0
2019-03-07,1.0,-0.0,-1.1009815509532863,-0.0,-2.00986689963513,-1.0281617760419342,0.0
2019-03-08,1.0,-0.0,-1.0889492091663622,-0.0,-2.0916114214125385,-1.039463381531555,0.0
