Date,IWF,IWM,MTUM,SPY,UNF,VLUE,VXX
2018-09-24,-0.28939286557996696,-0.7997578549492087,-0.050289392865579964,-0.4249350342546657,1.0,-0.38864280652019845,0.0
2018-09-25,-0.2883392017042933,-0.802970677870817,-0.047311891588010774,-0.42781903719265024,1.0,-0.39237210403290235,0.0
2018-09-26,-0.2895032857734888,-0.8045408797584511,-0.04958261796222841,-0.4274761707418152,1.0,-0.3890533420164584,0.0
2018-09-27,-0.28922584848664334,-0.8059290410472072,-0.049339572350885506,-0.4277083456731623,1.0,-0.3893265414914411,0.0
2018-09-28,-0.28957734798448004,-0.8054675236205314,-0.04961052039214525,-0.4277463495542458,1.0,-0.389420371412493,0.0
2018-10-01,-0.2895734597156398,-0.8054502369668246,-0.04982227488151659,-0.4277251184834123,1.0,-0.3894845971563981,0.0
2018-10-02,-0.289586305278174,-0.8234961959106039,-0.045024964336661914,-0.42629576795054686,1.0,-0.3875416072277698,0.0
2018-10-03,-0.28976546476026277,-0.8241134330132873,-0.04533158942956512,-0.4261466662703249,1.0,-0.38720608780951815,0.0
2018-10-04,-0.29141040496776305,-0.8205425320141428,-0.04584484654009567,-0.42817244555367384,1.0,-0.38520961464182785,0.0
2018-10-05,-0.28189111578199477,-0.8176973859498505,-0.035850676455786136,-0.43349418277628116,1.0,-0.3915154385861038,0.0
2018-10-08,-0.2806006325559398,-0.8158493689219946,-0.03360822913895539,-0.4349856640359434,1.0,-0.39082498300375396,0.0
2018-10-09,-0.279764719791913,-0.8162686214235044,-0.03147907306691889,-0.4360073303381414,1.0,-0.3922617640104043,0.0
2018-10-10,-0.28059807339991727,-0.8154364399267182,-0.03244489096389103,-0.4363808285562319,1.0,-0.3900478695112582,0.0
2018-10-11,-0.25751072961373395,-0.8190755132815218,-0.0015369446699918803,-0.42869156710358425,1.0,-0.39310984804547044,0.0
2018-10-12,-0.2586142483547432,-0.8183176710635974,-0.0,-0.41730608960542576,1.0,-0.3795729516912378,0.0
2018-10-15,-0.2441143578126344,-0.8313881799673101,-0.0,-0.41347174031485684,1.0,-0.378602357124423,0.0
2018-10-16,-0.23809250380408256,-0.842755017082484,-0.0,-0.41256352100140675,1.0,-0.37762338147052915,0.0
2018-10-17,-0.228755010945896,-0.8260881926477696,-0.0,-0.4089216160122822,1.0,-0.3792966195661445,0.0
2018-10-18,-0.24864462317545427,-0.8851355376824547,-0.0,-0.43136729222520104,1.0,-0.4137324992552875,0.0
2018-10-19,-0.2365944602272727,-0.8796460700757576,-0.0,-0.43134469696969696,1.0,-0.41166548295454547,0.0
2018-10-22,-0.23670307491392617,-0.8666745815030273,-0.0,-0.44262732992995374,1.0,-0.4220586489374332,0.0
2018-10-23,-0.23661403300486764,-0.8666745815030273,-0.0,-0.4426866912026594,1.0,-0.42208832957378606,0.0
2018-10-24,-0.2359183188181791,-0.8715631780756768,-0.0,-0.4433017269565734,1.0,-0.4216330291591118,0.0
2018-10-25,-0.20833212619868471,-0.8397601182026249,-0.0,-0.4514297302778341,1.0,-0.39763015325781503,0.0
2018-10-26,-0.19084035304602823,-0.8300894114941207,-0.0,-0.46177730500531877,1.0,-0.3922605870683955,0.0
2018-10-29,-0.17556465233446886,-0.837946926974494,-0.0,-0.4541550968997797,1.0,-0.3949560587410186,0.0
2018-10-30,-0.17217102627210806,-0.8378741915173715,-0.0,-0.45418121458416805,1.0,-0.39765897773453146,0.0
2018-10-31,-0.17226878736733703,-0.8370855622622079,-0.0,-0.4539577194839374,1.0,-0.397345309952227,0.0
2018-11-01,-0.15956109269630817,-0.8468396388158648,-0.0,-0.4534518230654932,1.0,-0.39761687049948563,0.0
2018-11-02,-0.16446769790718838,-0.8239592811646953,-0.0,-0.4610441310282075,1.0,-0.3940229754322111,0.0
2018-11-05,-0.1639563313811338,-0.8252118041735373,-0.0,-0.46105077614146817,1.0,-0.39279012907261046,0.0
2018-11-06,-0.166941444002274,-0.8272029562251279,-0.0,-0.4588402501421262,1.0,-0.3895395110858442,0.0
2018-11-07,-0.16624992896516452,-0.8278399727226232,-0.0,-0.457776893788714,1.0,-0.3895266238563391,0.0
2018-11-08,-0.14341741436713504,-0.8314147057163817,-0.0,-0.4510749957677332,1.0,-0.39560408554821963,0.0
2018-11-09,-0.14309493581605304,-0.8311468472280998,-0.0,-0.4515728593595712,1.0,-0.3954859641698406,0.0
2018-11-12,-0.14256796648767184,-0.8199836936658326,-0.0,-0.45579015434788717,1.0,-0.3930951109111867,0.0
2018-11-13,-0.12440351611552951,-0.8204548625645318,-0.0,-0.45670433933305427,1.0,-0.38900516255057904,0.0
2018-11-14,-0.12589345543890998,-0.8198570471297745,-0.0,-0.45744918472191204,1.0,-0.38882063882063883,0.0
2018-11-15,-0.1257369582832714,-0.8244712062365531,-0.0,-0.46489144709268215,1.0,-0.37902707535835034,0.0
2018-11-16,-0.12328537972566077,-0.8176926508308241,-0.0,-0.46406267425002784,1.0,-0.38295974127355864,0.0
2018-11-19,-0.12285300022306492,-0.81792326567031,-0.0,-0.46442114655364714,1.0,-0.38311398616997544,0.0
2018-11-20,-0.09212205270457699,-0.8141470180305131,-0.0,-0.4685991678224688,1.0,-0.3990568654646324,0.0
2018-11-21,-0.09483803437637728,-0.8117011899515205,-0.0,-0.46625716174526227,1.0,-0.3817210224768621,0.0
2018-11-23,-0.096042710110628,-0.8017502339149101,-0.0,-0.4709945511585668,1.0,-0.3831801420001101,0.0
2018-11-26,-0.09592471313392587,-0.8020692881318621,-0.0,-0.4707630499986242,1.0,-0.3829283729121378,0.0
2018-11-27,-0.08836508154035905,-0.8060298752912156,-0.0,-0.4673975606413594,1.0,-0.3790324791010004,0.0
2018-11-28,-0.08845458034099009,-0.8068910695685545,-0.0,-0.4668877802752043,1.0,-0.3788717723809002,0.0
2018-11-29,-0.08367012561441835,-0.802812670671764,-0.0,-0.4650737302020753,1.0,-0.37919169852539597,0.0
2018-11-30,-0.08382481432940149,-0.8033802970729575,-0.0,-0.46614242027086067,1.0,-0.377129750982962,0.0
2018-12-03,-0.08552505542023592,-0.8044007772517037,-0.0,-0.46793836722406196,1.0,-0.37893757355154767,0.0
2018-12-04,-0.08268889192512638,-0.8056565104522475,-0.0,-0.46642984014209593,1.0,-0.3778111763902172,0.0
2018-12-06,-0.07681384997678928,-0.8104366347177849,-0.0,-0.4673821031648508,1.0,-0.3760410693318042,0.0
2018-12-07,-0.07623832668887555,-0.810851400797335,-0.0,-0.4675058707880509,1.0,-0.37603080115777404,0.0
2018-12-10,-0.06144630563235214,-0.8152003035723967,-0.0,-0.4675285954355722,1.0,-0.36629262210657565,0.0
2018-12-11,-0.053690182134035445,-0.8188974240655791,-0.0,-0.4664911375912706,1.0,-0.3752884015091881,0.0
2018-12-12,-0.053773072747014115,-0.818783930510315,-0.0,-0.46644951140065144,1.0,-0.37546145494028227,0.0
2018-12-13,-0.05419789290757032,-0.8190507222765288,-0.0,-0.4661670468122081,1.0,-0.3759096339741501,0.0
2018-12-14,-0.05800760043431053,-0.8083604777415853,-0.0,-0.47209554831704664,1.0,-0.37597719869706836,0.0
2018-12-17,-0.05111821086261981,-0.8089294417068283,-0.0,-0.4668598039746575,1.0,-0.3806248984675367,0.0
2018-12-18,-0.04170705438879914,-0.8027463651050081,-0.0,-0.46515885837372106,1.0,-0.3829294561120086,0.0
2018-12-19,-0.042326332794830376,-0.802477113624125,-0.0,-0.4648626817447496,1.0,-0.3828486806677437,0.0
2018-12-20,-0.04143646408839779,-0.7934077133508555,-0.0,-0.4678431582899748,1.0,-0.3792844499275867,0.0
2018-12-21,-0.03822115384615384,-0.7952190170940171,-0.0,-0.4693376068376068,1.0,-0.36818910256410253,0.0
2018-12-24,-0.02178649237472767,-0.7809660449545671,-0.0,-0.46801105265954623,1.0,-0.386125724002338,0.0
2018-12-26,-0.021976572393414946,-0.7872256226255804,-0.0,-0.45251160827353315,1.0,-0.3765301815111862,0.0
2018-12-27,-0.007853470769071792,-0.7700276421504043,-0.0,-0.425301609444832,1.0,-0.3801958200935183,0.0
2018-12-28,-0.006558562280520553,-0.7713024168560214,-0.0,-0.4249896715554637,1.0,-0.3792604833712043,0.0
2018-12-31,-0.0045482737233822615,-0.7751964027289642,-0.0,-0.42539280545792846,1.0,-0.37910895182964643,0.0
2019-01-02,-0.004056113881210117,-0.7752086185961194,-0.0,-0.4251169039191877,1.0,-0.37915622497222723,0.0
2019-01-03,-0.002016546018614271,-0.7761892450879008,-0.0,-0.4238366080661841,1.0,-0.3832730093071355,0.0
2019-01-04,-0.032700085142613876,-0.7807045551298425,-0.0,-0.4580938697318007,1.0,-0.38923478075776924,0.0
2019-01-07,-0.018020617475015082,-0.7642105815387036,-0.0,-0.461689793562941,1.0,-0.3791412008498806,0.0
2019-01-08,-0.021281614467304418,-0.7480277814179006,-0.0,-0.47430218844188177,1.0,-0.3772768968680382,0.0
2019-01-09,-0.02235003676856813,-0.753361697657317,-0.0,-0.47526000630318316,1.0,-0.3753545540497951,0.0
2019-01-10,-0.023310145688410555,-0.7510171938574617,-0.0,-0.47657172857330354,1.0,-0.37411733823336396,0.0
