Date,IWF,IWM,MTUM,PCQ,SPY,VLUE,VXX
2018-10-31,-0.12267715491526174,-0.45681331064807656,-0.0,1.0,-0.3778641978036547,-0.2522482709857039,0.0
2018-11-01,-0.12272677052259419,-0.4568114020550215,-0.0,1.0,-0.37785880013258205,-0.25230361286045744,0.0
2018-11-02,-0.1245876402023312,-0.4459643721134814,-0.0,1.0,-0.3792390587200352,-0.2494611831977128,0.0
2018-11-05,-0.12388971946178876,-0.44769589306129626,-0.0,1.0,-0.37923225749714184,-0.2477354674171137,0.0
2018-11-06,-0.12202210577304153,-0.4467171605971201,-0.0,1.0,-0.38178695671319746,-0.2512440001761416,0.0
2018-11-07,-0.12154282822504345,-0.44687451869128036,-0.0,1.0,-0.380844463024489,-0.2510066228079826,0.0
2018-11-08,-0.12218869088265745,-0.44767275370619203,-0.0,1.0,-0.38216181686014494,-0.25076546908386016,0.0
2018-11-09,-0.12172878667724028,-0.44766058683584464,-0.0,1.0,-0.3827650013217024,-0.25070490792140276,0.0
2018-11-12,-0.12136380601110892,-0.44161232957913454,-0.0,1.0,-0.3838064501964917,-0.24867724867724866,0.0
2018-11-13,-0.09385191714411636,-0.45050683120317325,-0.0,1.0,-0.4030630233583076,-0.25619215513442045,0.0
2018-11-14,-0.09357227879910066,-0.45093241634704406,-0.0,1.0,-0.40325353789181323,-0.25651368866552043,0.0
2018-11-15,-0.09309593503092194,-0.4508440257939565,-0.0,1.0,-0.40394392235402865,-0.25296564473886923,0.0
2018-11-16,-0.08758074506680825,-0.44493850101760907,-0.0,1.0,-0.41078223166091493,-0.2688921334395186,0.0
2018-11-19,-0.08878959476198904,-0.4445230932578305,-0.0,1.0,-0.4100380463634755,-0.2686471420987436,0.0
2018-11-20,-0.05891534217063466,-0.4390951658642749,-0.0,1.0,-0.415265228956451,-0.285079909428653,0.0
2018-11-21,-0.06393032117583015,-0.4345781164942842,-0.0,1.0,-0.4138704409363092,-0.26510615133369625,0.0
2018-11-23,-0.06487885510461525,-0.42653007960328854,-0.0,1.0,-0.41743877506633603,-0.26612727826351734,0.0
2018-11-26,-0.06441864509957387,-0.4289286024871728,-0.0,1.0,-0.41607965910079137,-0.2646751891468824,0.0
2018-11-27,-0.060117682689395574,-0.42934712066802233,-0.0,1.0,-0.4127763596244538,-0.2610219357071778,0.0
2018-11-28,-0.0617246530559224,-0.42414860681114547,-0.0,1.0,-0.41594318993699797,-0.26320119508973994,0.0
2018-11-29,-0.049565869868153076,-0.4170650659234645,-0.0,1.0,-0.41282023796762785,-0.2644013291885518,0.0
2018-11-30,-0.04946632946118565,-0.41707745724205925,-0.0,1.0,-0.41311243516653096,-0.26359895409147416,0.0
2018-12-03,-0.051079028336596596,-0.4188523355638273,-0.0,1.0,-0.4156034167437657,-0.26604557092755554,0.0
2018-12-04,-0.04693868794782683,-0.4203887244175569,-0.0,1.0,-0.413373664564294,-0.2645771656583859,0.0
2018-12-06,-0.04493842621582133,-0.3779795449801711,-0.0,1.0,-0.41874347735337086,-0.24558547276142767,0.0
2018-12-07,-0.04991850892222826,-0.3781186008608801,-0.0,1.0,-0.4194909941911488,-0.24196581553763216,0.0
2018-12-10,-0.022826675552963718,-0.39271879035281376,-0.0,1.0,-0.43404007164576996,-0.23318198858666223,0.0
2018-12-11,-0.014994257074240368,-0.3971598621697817,-0.0,1.0,-0.4336639866346455,-0.2425185339876788,0.0
2018-12-12,-0.017376012728452697,-0.39818284589779557,-0.0,1.0,-0.4365775535411477,-0.2413381623296418,0.0
2018-12-13,-0.014881833171267917,-0.39806789836384393,-0.0,1.0,-0.4560732253836723,-0.24487380036359024,0.0
2018-12-14,-0.01783450257797312,-0.3899290000845237,-0.0,1.0,-0.46044290423463785,-0.24488631561152904,0.0
2018-12-17,-0.0015615108672715763,-0.3928254906098333,-0.0,1.0,-0.4518463810930576,-0.26391643806710274,0.0
2018-12-18,-0.0,-0.3919610693294571,-0.0,1.0,-0.45103119930902275,-0.26354041585034443,0.0
2018-12-19,-0.014107688690336233,-0.3974734412072761,-0.0,1.0,-0.45634097856058825,-0.26960648098668316,0.0
2018-12-20,-0.013782835265340847,-0.39023715835371686,-0.0,1.0,-0.4568967350845475,-0.2660640221205998,0.0
2018-12-21,-0.010585371017254154,-0.392378532867577,-0.0,1.0,-0.4621996400973854,-0.25191065946861435,0.0
2018-12-24,-0.011852324715395256,-0.3991701244813278,-0.0,1.0,-0.46732631130971386,-0.24953718480689435,0.0
2018-12-26,-0.013669976758926686,-0.4112824846820199,-0.0,1.0,-0.4487851257130784,-0.23908725966617367,0.0
2018-12-27,-0.0,-0.3896064148864541,-0.0,1.0,-0.4092142580237089,-0.24153761400501927,0.0
2018-12-28,-0.0,-0.3930881122875737,-0.0,1.0,-0.40800130566946163,-0.23901911581696147,0.0
2018-12-31,-0.0,-0.3907399836467702,-0.0,1.0,-0.4111406377759607,-0.24229354047424365,0.0
2019-01-02,-0.0,-0.3900108222898332,-0.0,1.0,-0.4095317828191044,-0.24241929226308376,0.0
2019-01-03,-0.0,-0.39524015399501783,-0.0,1.0,-0.4028781421777531,-0.2606386263973812,0.0
2019-01-04,-0.0,-0.39539928779010275,-0.0,1.0,-0.3911424010478491,-0.260018009905448,0.0
2019-01-07,-0.0,-0.37665702578934684,-0.0,1.0,-0.3854944966658633,-0.2463645858439785,0.0
2019-01-08,-0.0,-0.36404151526709894,-0.0,1.0,-0.3977877260955975,-0.2456587637765242,0.0
2019-01-09,-0.0,-0.3559356015798865,-0.0,1.0,-0.3978186338392446,-0.25119794694949577,0.0
2019-01-10,-0.0,-0.3597424806357509,-0.0,1.0,-0.39788753646514435,-0.2542400160949603,0.0
2019-01-11,-0.0,-0.3365355749024317,-0.0,1.0,-0.39783848694085866,-0.26702691884319024,0.0
2019-01-14,-0.0,-0.32160158757952495,-0.0,1.0,-0.3716414716239616,-0.2523200840483278,0.0
2019-01-15,-0.0,-0.31965535390553423,-0.0,1.0,-0.36901304118988676,-0.2606873428331936,0.0
2019-01-16,-0.0,-0.3203830582373092,-0.0,1.0,-0.35935066957334166,-0.2667004048582996,0.0
2019-01-17,-0.0,-0.3218343839987548,-0.0,1.0,-0.3584909331465484,-0.26535138921316836,0.0
2019-01-18,-0.0,-0.32091903634264235,-0.0,1.0,-0.3607843904730219,-0.2753586316222087,0.0
2019-01-22,-0.0,-0.31598670176989446,-0.0,1.0,-0.398139785152872,-0.20756384879989237,0.0
2019-01-23,-0.0,-0.3072239402262643,-0.0,1.0,-0.4047019956591053,-0.20882392486026544,0.0
2019-01-24,-0.0,-0.30292658539399303,-0.0,1.0,-0.41308695150559555,-0.20684151828635158,0.0
2019-01-25,-0.0,-0.2770577865597335,-0.0,1.0,-0.4796691269057167,-0.1804885608570156,0.0
2019-01-28,-0.0,-0.262953995157385,-0.0,1.0,-0.4987893462469734,-0.17532203389830509,0.0
2019-01-29,-0.0,-0.2663169594976697,-0.0,1.0,-0.4908250619137692,-0.19289795440806537,0.0
2019-01-30,-0.0,-0.2675088349571431,-0.0,1.0,-0.4918288849405471,-0.19311947205029578,0.0
2019-01-31,-0.0,-0.27722095226930815,-0.0,1.0,-0.4722075689193677,-0.2043451927397769,0.0
2019-02-01,-0.0,-0.2741508773294946,-0.0,1.0,-0.4823755981792009,-0.18877173870754388,0.0
2019-02-04,-0.0,-0.2752422084743784,-0.0,1.0,-0.48093459398466987,-0.18927279094198668,0.0
2019-02-05,-0.0,-0.25837230351485896,-0.0,1.0,-0.46421028812792275,-0.1630524966058229,0.0
2019-02-06,-0.0,-0.2597696382453296,-0.0,1.0,-0.4634192320018097,-0.16193187173638474,0.0
2019-02-07,-0.0,-0.2545273519687406,-0.0,1.0,-0.46488954012623984,-0.15913360384730987,0.0
2019-02-08,-0.0,-0.25979580830528326,-0.0,1.0,-0.4609934353671917,-0.1388801071169546,0.0
2019-02-11,-0.0,-0.252143283137021,-0.0,1.0,-0.4660802147010586,-0.1455009691367228,0.0
2019-02-12,-0.0,-0.2543012460069866,-0.0,1.0,-0.4671125142440829,-0.1466626814369244,0.0
2019-02-13,-0.0,-0.26060719290051376,-0.0,1.0,-0.46548341896310136,-0.14219523587108826,0.0
2019-02-14,-0.0,-0.23380924758144495,-0.0,1.0,-0.4834116128066466,-0.15402032147602027,0.0
2019-02-15,-0.0,-0.2315521628498728,-0.0,1.0,-0.4845644364616076,-0.1548607992815447,0.0
2019-02-19,-0.0,-0.22355930936542343,-0.0,1.0,-0.4918155318035728,-0.15324388967785335,0.0
2019-02-20,-0.0,-0.23180527534932377,-0.0,1.0,-0.48544795636254945,-0.15076963311664052,0.0
2019-02-21,-0.0,-0.23168612797758056,-0.0,1.0,-0.48547407753386274,-0.15112564222326016,0.0
2019-02-22,-0.0,-0.2307419306634788,-0.0,1.0,-0.48755977286312013,-0.14960026897788403,0.0
2019-02-25,-0.0,-0.2273502991204546,-0.0,1.0,-0.49462708399752453,-0.15338596853140296,0.0
2019-02-26,-0.0,-0.23353607186301115,-0.0,1.0,-0.4882754748760176,-0.14962103490221765,0.0
2019-02-27,-0.0,-0.22644941123528087,-0.0,1.0,-0.49754368859221476,-0.1510537763444086,0.0
2019-02-28,-0.0,-0.2247372372372372,-0.0,1.0,-0.49573948948948937,-0.15638138138138138,0.0
2019-03-01,-0.0,-0.22446758607749318,-0.0,1.0,-0.4971760953185101,-0.15470494417862837,0.0
2019-03-04,-0.0,-0.22330788994955084,-0.0,1.0,-0.49239511637066075,-0.15973068772153562,0.0
2019-03-05,-0.0,-0.21731611496456701,-0.0,1.0,-0.5017763491794959,-0.16064211733303257,0.0
2019-03-06,-0.0,-0.21525936789064998,-0.0,1.0,-0.506759170473988,-0.15814014702840923,0.0
2019-03-07,-0.0,-0.21073681838666064,-0.0,1.0,-0.5122051975364278,-0.15478068198888387,0.0
2019-03-08,-0.0,-0.20489527658690437,-0.0,1.0,-0.5351186991255736,-0.14859581861791535,0.0
2019-03-11,-0.0,-0.20288859634060252,-0.0,1.0,-0.537996298628203,-0.16703871176998075,0.0
2019-03-12,-0.0,-0.18076930485197526,-0.0,1.0,-0.5506096269044821,-0.19475316370360382,0.0
2019-03-13,-0.0,-0.1882628744139187,-0.0,1.0,-0.5539582283876467,-0.19523772619831828,0.0
2019-03-14,-0.0,-0.18722547938313888,-0.0,1.0,-0.5552911127880653,-0.19241113755538786,0.0
2019-03-15,-0.0,-0.17994838659603782,-0.0,1.0,-0.5575217804684013,-0.20288336534916662,0.0
2019-03-18,-0.0,-0.18604377500588373,-0.0,1.0,-0.5611908684396328,-0.21401113987604925,0.0
2019-03-19,-0.0,-0.18855106139970854,-0.0,1.0,-0.5597258871253593,-0.2209444291284313,0.0
2019-03-20,-0.0,-0.1893924440408985,-0.0,1.0,-0.557735580908768,-0.22673798902530498,0.0
2019-03-21,-0.0,-0.1899696048632219,-0.0,1.0,-0.566237713654127,-0.2175028618797616,0.0
2019-03-22,-0.0,-0.1870190300065621,-0.0,1.0,-0.5838851438684405,-0.2176022589433077,0.0
2019-03-25,-0.0,-0.1427867851303166,-0.0,1.0,-0.6064498335336184,-0.2207797324717795,0.0
2019-03-26,-0.0,-0.14952382838022452,-0.0,1.0,-0.6020155621992991,-0.22838418437048327,0.0
2019-03-27,-0.0,-0.14246428995370553,-0.0,1.0,-0.6078225774542001,-0.22810904918292246,0.0
2019-03-28,-0.0,-0.14134619200698495,-0.0,1.0,-0.6041592253045998,-0.23887764416398774,0.0
2019-03-29,-0.0,-0.13669478908188587,-0.0,1.0,-0.605320099255583,-0.24307692307692308,0.0
2019-04-01,-0.0,-0.14171648757622102,-0.0,1.0,-0.6049814288835482,-0.2394978846803186,0.0
2019-04-02,-0.0,-0.1506303520456708,-0.0,1.0,-0.6171701554075484,-0.21443862987630827,0.0
2019-04-03,-0.0,-0.15148093115403663,-0.0,1.0,-0.6159683011391778,-0.21372956909361068,0.0
2019-04-04,-0.0,-0.15074958356468632,-0.0,1.0,-0.6149163163321965,-0.21735940350598876,0.0
2019-04-05,-0.0,-0.14672811792284157,-0.0,1.0,-0.6164925106281536,-0.22335015296595015,0.0
2019-04-08,-0.0,-0.14181594312269136,-0.0,1.0,-0.6195138419986496,-0.22462962227429797,0.0
2019-04-09,-0.0,-0.13461883229417743,-0.0,1.0,-0.6368000637437502,-0.22057329535268222,0.0
2019-04-10,-0.0,-0.12390014731058645,-0.0,1.0,-0.6469323565712466,-0.21985109686666401,0.0
2019-04-11,-0.0,-0.11447415613916233,-0.0,1.0,-0.6609213724943211,-0.2171920455904037,0.0
2019-04-12,-0.0,-0.11571861057998725,-0.0,1.0,-0.6593969088591459,-0.21657903123008287,0.0
2019-04-15,-0.0,-0.1176071784646062,-0.0,1.0,-0.6546759720837488,-0.22173479561316053,0.0
2019-04-16,-0.0,-0.1174922230198612,-0.0,1.0,-0.6541038525963148,-0.22248145489351517,0.0
2019-04-17,-0.0,-0.09686859235960424,-0.0,1.0,-0.6695598510939023,-0.22429478629586128,0.0
2019-04-18,-0.0,-0.09523240530529334,-0.0,1.0,-0.6668658143147329,-0.2293782610427371,0.0
2019-04-22,-0.0,-0.09396670596934391,-0.0,1.0,-0.6703571214452727,-0.23411738843701912,0.0
2019-04-23,-0.0,-0.07182830325760402,-0.0,1.0,-0.64423586702535,-0.24751114340133917,0.0
2019-04-24,-0.0,-0.03615280967111381,-0.0,1.0,-0.6269903023171959,-0.23462319473174806,0.0
2019-04-25,-0.0,-0.03192983788298721,-0.0,1.0,-0.6338509434678613,-0.2325448954022552,0.0
2019-04-26,-0.0,-0.033614871234116356,-0.0,1.0,-0.6398702914671393,-0.21181328004223068,0.0
2019-04-29,-0.0,-0.029245602802154342,-0.0,1.0,-0.638262212346051,-0.2156604271025573,0.0
2019-04-30,-0.0,-0.017992832886170474,-0.0,1.0,-0.6357530160040527,-0.22248072196476484,0.0
2019-05-01,-0.0,-0.025909643625479376,-0.0,1.0,-0.6217753250397531,-0.2230474230661304,0.0
2019-05-02,-0.0,-0.028220079240487406,-0.0,1.0,-0.6106376616580698,-0.23000299020707185,0.0
2019-05-03,-0.0,-0.02632611498290391,-0.0,1.0,-0.6121335550531568,-0.22996580781375536,0.0
2019-05-06,-0.0,-0.017132619163151806,-0.0,1.0,-0.613918853346273,-0.23522824829233702,0.0
2019-05-07,-0.0,-0.02348190248279988,-0.0,1.0,-0.611950344002393,-0.23412728088543225,0.0
2019-05-08,-0.0,-0.023120741650843293,-0.013421944227260882,1.0,-0.5812018317882274,-0.24382888417290297,0.0
2019-05-09,-0.0,-0.02214097472254185,-0.012842878883486137,1.0,-0.575219925021343,-0.24572213355109312,0.0
2019-05-10,-0.0,-0.02492235727157701,-0.009528008895364442,1.0,-0.6273915877458687,-0.2552624515931138,0.0
2019-05-13,-0.0,-0.028922561545652852,-0.0,1.0,-0.6425872545964475,-0.2761179495169835,0.0
2019-05-14,-0.0,-0.0,-0.031037005660595324,1.0,-0.6210096653702492,-0.2733258885594363,0.0
2019-05-15,-0.0,-0.002504479164659872,-0.035313156221704195,1.0,-0.6253877126399137,-0.26331708632747025,0.0
2019-05-16,-0.0,-0.003545211074931119,-0.03917072888769003,1.0,-0.6216257875570798,-0.26242268935087953,0.0
2019-05-17,-0.0,-0.0005207027558675486,-0.04242763195957803,1.0,-0.6171484774265712,-0.2684319132933485,0.0
2019-05-20,-0.0,-0.0,-0.04438200084683783,1.0,-0.6147272797259324,-0.26552215250779476,0.0
2019-05-21,-0.0,-0.0,-0.04457766505264776,1.0,-0.6137306894166474,-0.26314272538621164,0.0
2019-05-22,-0.0,-0.0,-0.04917057061669611,1.0,-0.611089778050841,-0.2596958758927886,0.0
2019-05-23,-0.0,-0.0,-0.047257820431775954,1.0,-0.6154052449092964,-0.2529356550389824,0.0
2019-05-24,-0.0,-0.0,-0.05492471230366992,1.0,-0.6065955457165214,-0.24691310902879826,0.0
2019-05-28,-0.0,-0.0,-0.05555555555555555,1.0,-0.6071401298205422,-0.24642993508972888,0.0
2019-05-29,-0.0,-0.0,-0.05668062428625809,1.0,-0.6091358964598401,-0.23749524172059386,0.0
2019-05-30,-0.0,-0.0,-0.05584828137185901,1.0,-0.6079587605333739,-0.23838237811721288,0.0
2019-05-31,-0.0,-0.0,-0.05502528805567176,1.0,-0.6065901053352093,-0.23974217591360233,0.0
2019-06-03,-0.0,-0.0,-0.05598268694116977,1.0,-0.6050648290525278,-0.23733318146439622,0.0
2019-06-04,-0.0,-0.0,-0.04932973835111837,1.0,-0.601659514677401,-0.2477689591007481,0.0
2019-06-05,-0.0,-0.0,-0.05906990721610758,1.0,-0.6018932421772285,-0.21725329626986212,0.0
2019-06-06,-0.0,-0.0,-0.054708907323298674,1.0,-0.601103562178597,-0.22097518861904583,0.0
2019-06-07,-0.0,-0.0,-0.056897588098279356,1.0,-0.5987301825832143,-0.2228191449395146,0.0
2019-06-10,-0.0,-0.0,-0.05073483867334873,1.0,-0.5979503350413875,-0.2282973891172551,0.0
2019-06-11,-0.0,-0.0,-0.06081564961742867,1.0,-0.5937770909502093,-0.22999510007161433,0.0
2019-06-12,-0.0,-0.0,-0.059724551123838954,1.0,-0.5938353712530853,-0.2304953181227274,0.0
2019-06-13,-0.0,-0.0,-0.07550484538224682,1.0,-0.5903621285679204,-0.22315204866161664,0.0
2019-06-14,-0.0,-0.0,-0.07457159591150408,1.0,-0.5899223488068922,-0.2248294885601466,0.0
2019-06-17,-0.0,-0.0,-0.07469541124226668,1.0,-0.5879227236497515,-0.23513113447451323,0.0
2019-06-18,-0.0,-0.0,-0.07585228362158224,1.0,-0.5951604862522529,-0.24638570387697972,0.0
2019-06-19,-0.0,-0.0,-0.08185713739143743,1.0,-0.593736848146306,-0.23740291540727707,0.0
2019-06-20,-0.0,-0.0,-0.07799421555670477,1.0,-0.5969085789806354,-0.24047578003792447,0.0
2019-06-21,-0.0,-0.0,-0.07894635794647313,1.0,-0.6007756402872173,-0.24017970279921666,0.0
2019-06-24,-0.0,-0.0,-0.08041823633428155,1.0,-0.5989082801568386,-0.2427154609056662,0.0
2019-06-25,-0.0,-0.0,-0.07950611585506578,1.0,-0.5998730671590123,-0.24384568043695673,0.0
2019-06-26,-0.0,-0.0,-0.07631573879720387,1.0,-0.5947543761674594,-0.2546361378035394,0.0
2019-06-27,-0.0,-0.0,-0.07437088656600853,1.0,-0.5896631823461093,-0.2716995741385986,0.0
2019-06-28,-0.0,-0.0,-0.0760403946424764,1.0,-0.5996394720009305,-0.26264270899963177,0.0
2019-07-01,-0.0,-0.0,-0.07651955090979483,1.0,-0.6049361207897794,-0.2542779713511421,0.0
2019-07-02,-0.0,-0.0,-0.07463609827762849,1.0,-0.6023854168680288,-0.256074694090584,0.0
2019-07-03,-0.0,-0.0,-0.08332685882992776,1.0,-0.6092572449693109,-0.24976691787739885,0.0
2019-07-05,-0.0,-0.0,-0.08527463133148108,1.0,-0.6085993510656901,-0.24902368415939694,0.0
2019-07-08,-0.0,-0.0,-0.08026990658579872,1.0,-0.6139789769292275,-0.25594321040622503,0.0
2019-07-09,-0.0,-0.0,-0.07975747177977502,1.0,-0.6142748523190299,-0.25555143976760963,0.0
2019-07-10,-0.0,-0.0,-0.06976971306912515,1.0,-0.6282594683282223,-0.25522979862101297,0.0
2019-07-11,-0.0,-0.0,-0.0738163193494155,1.0,-0.6296477303827658,-0.2514172889705595,0.0
2019-07-12,-0.0,-0.0,-0.0741515892420538,1.0,-0.6300440097799511,-0.25181418092909535,0.0
2019-07-15,-0.0,-0.0,-0.08023771231318402,1.0,-0.6444906444906445,-0.2365943592358687,0.0
2019-07-16,-0.0,-0.0,-0.08947978696224672,1.0,-0.6434172513413124,-0.2323958886071969,0.0
2019-07-17,-0.0,-0.0,-0.0871770673587354,1.0,-0.6454130785262082,-0.23351421493452876,0.0
2019-07-18,-0.0,-0.0,-0.08792849425400255,1.0,-0.6446518023769767,-0.23184363029171987,0.0
2019-07-19,-0.0,-0.0,-0.08766169936696418,1.0,-0.64860614162702,-0.22970156882790077,0.0
2019-07-22,-0.0,-0.0,-0.08017400889728751,1.0,-0.6467461910948388,-0.24150623991181447,0.0
2019-07-23,-0.0,-0.0,-0.07764965169821718,1.0,-0.6462473926561455,-0.24392931638395846,0.0
2019-07-24,-0.0,-0.0,-0.07933292690121733,1.0,-0.644712777045763,-0.24256130897362782,0.0
2019-07-25,-0.0,-0.0,-0.07766266384114276,1.0,-0.6470842163095519,-0.23742249430970883,0.0
2019-07-26,-0.0,-0.0,-0.07578014740473578,1.0,-0.6478947781088287,-0.23647483142543518,0.0
2019-07-29,-0.0,-0.0,-0.07812408287844105,1.0,-0.6382187787364756,-0.24018313083289314,0.0
2019-07-30,-0.0,-0.0,-0.08141237093279723,1.0,-0.6278180079245799,-0.24263658189057838,0.0
2019-07-31,-0.0,-0.0,-0.08276427205681508,1.0,-0.623775705310805,-0.24452725640925585,0.0
2019-08-01,-0.0,-0.0,-0.08237794415847763,1.0,-0.623440180939011,-0.24395570113866794,0.0
2019-08-02,-0.0,-0.0,-0.0973848555815769,1.0,-0.6194379391100703,-0.23477751756440282,0.0
2019-08-05,-0.0,-0.0,-0.08874572962420693,1.0,-0.6280136652025378,-0.2354123962908736,0.0
2019-08-06,-0.0,-0.0,-0.09130510206048457,1.0,-0.590948516798057,-0.2452535610339045,0.0
2019-08-07,-0.0,-0.0,-0.08235067808021544,1.0,-0.586092141964028,-0.2551889968260075,0.0
2019-08-08,-0.0,-0.0,-0.07151389049435519,1.0,-0.5916849689823913,-0.26336069047894267,0.0
2019-08-09,-0.0,-0.0,-0.07000708690072592,1.0,-0.5798617096669156,-0.26552893179336895,0.0
2019-08-12,-0.0,-0.0,-0.07630798660927786,1.0,-0.5847728359636537,-0.2518603538976566,0.0
2019-08-13,-0.0,-0.0,-0.07425836955692824,1.0,-0.580931137039579,-0.25131548844657975,0.0
2019-08-14,-0.0,-0.0,-0.07518939753545864,1.0,-0.5735470028670705,-0.2500047468054,0.0
2019-08-15,-0.0,-0.0,-0.08928971962616822,1.0,-0.558,-0.2218878504672897,0.0
2019-08-16,-0.0,-0.0,-0.08817087553117804,1.0,-0.5548025983264382,-0.2290383571388457,0.0
2019-08-19,-0.0,-0.0,-0.09180309549086439,1.0,-0.5527369577769086,-0.21795086699819335,0.0
2019-08-20,-0.0,-0.0,-0.1036284033897668,1.0,-0.5633514346380052,-0.21204832860444578,0.0
2019-08-21,-0.0,-0.0,-0.12429939827919094,1.0,-0.5499653213863948,-0.20025493467299005,0.0
2019-08-22,-0.0,-0.0,-0.11936106065429487,1.0,-0.5514503473717721,-0.2018314263777832,0.0
2019-08-23,-0.0,-0.0,-0.11652458646192063,1.0,-0.5553171870001318,-0.2099964244716686,0.0
2019-08-26,-0.0,-0.0,-0.1172646324652584,1.0,-0.5512275995678254,-0.19432957043329235,0.0
2019-08-27,-0.0,-0.0,-0.11871586222271766,1.0,-0.5465016906327796,-0.19260208821015867,0.0
2019-08-28,-0.0,-0.0,-0.12022649215631673,1.0,-0.5459946161700547,-0.1902534113060429,0.0
2019-08-29,-0.0,-0.0,-0.1240932786672356,1.0,-0.5485408975381704,-0.18255013635604697,0.0
2019-08-30,-0.0,-0.0,-0.1278442671394799,1.0,-0.5435505319148936,-0.1755503841607565,0.0
2019-09-03,-0.0,-0.0,-0.1224591342166854,1.0,-0.5445331072738331,-0.17590254869800787,0.0
2019-09-04,-0.0,-0.0,-0.12977958129668912,1.0,-0.5369731624089273,-0.17775523379138614,0.0
2019-09-05,-0.0,-0.0,-0.12184889412284251,1.0,-0.5392485187502299,-0.17896441320428363,0.0
2019-09-06,-0.0,-0.0,-0.1262331756335497,1.0,-0.5447427293064877,-0.16274250926027797,0.0
2019-09-09,-0.0,-0.0,-0.12665593207933837,1.0,-0.5419563785405841,-0.16114689306887212,0.0
2019-09-10,-0.0,-0.0,-0.13655323819978046,1.0,-0.5448774240761068,-0.14806073911452616,0.0
2019-09-11,-0.0,-0.0,-0.13294776595938773,1.0,-0.5419350130448268,-0.1495685172684315,0.0
2019-09-12,-0.0,-0.0,-0.13878092193686659,1.0,-0.5346543644883578,-0.14283119619310547,0.0
2019-09-13,-0.0,-0.0,-0.13107545832803386,1.0,-0.534731180841979,-0.15113469120773299,0.0
2019-09-16,-0.0,-0.0,-0.1377854608315895,1.0,-0.5313074333545629,-0.15057774542807753,0.0
2019-09-17,-0.0,-0.0,-0.13539623737924023,1.0,-0.5320331226846808,-0.14850730006537374,0.0
