Date,IWF,IWM,LZB,MTUM,SPY,VLUE,VXX
2018-09-24,-0.5289477326198275,-1.4317479355999447,1.0,-0.0,-0.8351247866402177,-0.8173640263874153,0.0
2018-09-25,-0.5308249181537327,-1.4303499792502419,1.0,-0.0,-0.8341863789366901,-0.8156499285286115,0.0
2018-09-26,-0.5305943652879606,-1.4303499792502419,1.0,-0.0,-0.8342324895098445,-0.8159265919675381,0.0
2018-09-27,-0.5333026255181944,-1.4232151082450484,1.0,-0.0,-0.8340856748042377,-0.8155228005527407,0.0
2018-09-28,-0.5312140059894034,-1.4256162174614144,1.0,-0.0,-0.8343699608385166,-0.8160331720801659,0.0
2018-10-01,-0.5315120243250714,-1.4250437667004514,1.0,-0.0,-0.8344236616603704,-0.8160416474707455,0.0
2018-10-02,-0.5312456763363004,-1.4331042752386662,1.0,-0.0,-0.8330028132638473,-0.8145551814785778,0.0
2018-10-03,-0.5309302111182815,-1.4292892043883103,1.0,-0.0,-0.8335023508804278,-0.8158937955194985,0.0
2018-10-04,-0.5306395751558531,-1.4344031401523898,1.0,-0.0,-0.8328792426691295,-0.8199492034172247,0.0
2018-10-05,-0.5138614316583145,-1.4297273688566041,1.0,-0.0,-0.8324214978621672,-0.8214794722081743,0.0
2018-10-08,-0.5141227343821879,-1.4313644309504094,1.0,-0.0,-0.832689299843592,-0.8220627472628577,0.0
2018-10-09,-0.5121895124195032,-1.4314627414903403,1.0,-0.0,-0.8331186752529899,-0.8230910763569457,0.0
2018-10-10,-0.5109441961199945,-1.4355098843371275,1.0,-0.0,-0.8341551080595363,-0.8275194691488871,0.0
2018-10-11,-0.3986831496909434,-1.4359043267938727,1.0,-0.0,-0.7987548150138851,-0.8457403923676431,0.0
2018-10-12,-0.4024271844660194,-1.4293468667255076,1.0,-0.0,-0.7684024713150926,-0.8128861429832304,0.0
2018-10-15,-0.3683839718185821,-1.4615147512109203,1.0,-0.0,-0.7606340819022457,-0.8128137384412154,0.0
2018-10-16,-0.3659417099586158,-1.4650876111649203,1.0,-0.0,-0.7596636435678437,-0.8118781368319098,0.0
2018-10-17,-0.3345866286356368,-1.411513029949436,1.0,-0.0,-0.7521932667790311,-0.82341501361338,0.0
2018-10-18,-0.33447143227590975,-1.4120062235283948,1.0,-0.0,-0.7520096810441697,-0.8234073817961794,0.0
2018-10-19,-0.3142832662154057,-1.4023219946876875,1.0,-0.0,-0.7485219775511952,-0.8189958015594209,0.0
2018-10-22,-0.3145365018197388,-1.3950760008563476,1.0,-0.0,-0.750974095482766,-0.8211517876257761,0.0
2018-10-23,-0.32500536595836016,-1.3993990126636617,1.0,-0.0,-0.747628246404808,-0.8207769907705517,0.0
2018-10-24,-0.32561655077095836,-1.3981773420291106,1.0,-0.0,-0.7589081328553535,-0.8363926920917375,0.0
2018-10-25,-0.2743119266055046,-1.337281067556297,1.0,-0.0,-0.7662635529608006,-0.7923269391159299,0.0
2018-10-26,-0.26029939378943456,-1.3195183306528102,1.0,-0.0,-0.763949028825931,-0.7800734050888696,0.0
2018-10-29,-0.2575238409775833,-1.3241134458985262,1.0,-0.0,-0.7662964950666722,-0.7803740246872807,0.0
2018-10-30,-0.23914390778002728,-1.3262405486923108,1.0,-0.0,-0.7689542618683635,-0.7974218072139818,0.0
2018-10-31,-0.24077343076480973,-1.3101112525144711,1.0,-0.0,-0.7636191961903198,-0.7907549571000452,0.0
2018-11-01,-0.1983033312642251,-1.3599420649699978,1.0,-0.0,-0.7756672873991309,-0.804303745085868,0.0
2018-11-02,-0.2012343139271755,-1.3380785846533636,1.0,-0.0,-0.7771651923472537,-0.7978605225262293,0.0
2018-11-05,-0.19534787978592014,-1.3569370111156855,1.0,-0.0,-0.7797859201317414,-0.7848085631947302,0.0
2018-11-06,-0.2036335173436599,-1.364010875834226,1.0,-0.0,-0.7751503666474416,-0.7767982203180357,0.0
2018-11-07,-0.20305488081024334,-1.3637449051010746,1.0,-0.0,-0.7740540985631357,-0.7761949853843304,0.0
2018-11-08,-0.16690459681037648,-1.3671737977729739,1.0,-0.0,-0.7614308439042298,-0.783252437084472,0.0
2018-11-09,-0.16708809135399674,-1.3666394779771616,1.0,-0.0,-0.7615008156606852,-0.7830750407830342,0.0
2018-11-12,-0.16580058460539135,-1.3462569015914259,1.0,-0.0,-0.7687966872361156,-0.7789460863916856,0.0
2018-11-13,-0.12898031480214162,-1.34817438911477,1.0,-0.0,-0.7728754881043436,-0.77557264200314,0.0
2018-11-14,-0.13067815721649484,-1.3474146262886597,1.0,-0.0,-0.7736388530927835,-0.7753302190721649,0.0
2018-11-15,-0.12905041408699847,-1.347993889201576,1.0,-0.0,-0.7745839028704672,-0.7686339149312535,0.0
2018-11-16,-0.12497494889574733,-1.3364062687883282,1.0,-0.0,-0.7726161369193154,-0.7742194075914867,0.0
2018-11-19,-0.12521042084168338,-1.3363126252505009,1.0,-0.0,-0.7723847695390781,-0.7741082164328658,0.0
2018-11-20,-0.07276275439085587,-1.329722410291131,1.0,-0.0,-0.7787247600461987,-0.8014656099406589,0.0
2018-11-21,-0.07265547877591313,-1.3245014807502469,1.0,-0.0,-0.7721224086870682,-0.7793879565646595,0.0
2018-11-23,-0.0740141955835962,-1.3123817034700316,1.0,-0.0,-0.7765378548895899,-0.7802444794952681,0.0
2018-11-26,-0.07288215806909606,-1.3198454014828838,1.0,-0.0,-0.7738602303202398,-0.777251932481464,0.0
2018-11-27,-0.0600887004984497,-1.3257977157659246,1.0,-0.0,-0.7679265277287177,-0.7709878723654774,0.0
2018-11-28,-0.0606381726127399,-1.3257977157659246,1.0,-0.0,-0.7675732956552455,-0.770830880332823,0.0
2018-11-29,-0.03993790025228023,-1.310964486706773,1.0,-0.0,-0.7600620997477198,-0.7702697457791577,0.0
2018-11-30,-0.04155793573515093,-1.3169620253164558,1.0,-0.0,-0.7689581304771178,-0.767400194741967,0.0
2018-12-03,-0.03648152488086868,-1.3235684712131863,1.0,-0.0,-0.7745879228185296,-0.7712678696976798,0.0
2018-12-04,-0.029678675754625124,-1.3258812074001949,1.0,-0.0,-0.7705550146056476,-0.7687244401168452,0.0
