Date,CMBM,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-02-24,1.0,-1.529500187899286,-2.367531003382187,-6.284103720405862,-5.465238632093198,-2.1433671552048104,0.0
2020-02-25,1.0,-1.2534906914893618,-2.3530585106382977,-5.749168882978724,-4.448304521276596,-1.8184840425531914,0.0
2020-02-26,1.0,-1.1957334163811897,-2.0568358766739334,-5.528495795702274,-4.276860791030832,-1.5135471815633759,0.0
2020-02-27,1.0,-1.2741360607469394,-2.001084766775143,-5.465829846582984,-4.286068495273516,-1.4695490469549046,0.0
2020-02-28,1.0,-1.0353245261344055,-2.381533601378518,-4.940695002871913,-3.645749569213096,-1.3562607696726021,0.0
2020-03-02,1.0,-1.1702893335252627,-2.231322873182669,-4.902979703469123,-3.7191593493594355,-1.3709514898517345,0.0
2020-03-03,1.0,-0.9734151329243355,-2.669938650306748,-4.284662576687117,-3.4274028629856854,-1.2777096114519428,0.0
2020-03-04,1.0,-0.684106483921982,-2.8409330521876646,-4.427253558249868,-3.2170532419609907,-1.0093568792830785,0.0
2020-03-05,1.0,-0.5603576751117735,-3.223050173869846,-3.901266766020865,-2.9006458022851467,-0.8340784898161948,0.0
2020-03-06,1.0,-0.46432337434094906,-3.073579379027534,-3.804803749267721,-2.648623315758641,-0.7251318101933216,0.0
2020-03-09,1.0,-0.42694954128440366,-2.9857798165137615,-3.7809633027522933,-2.6009174311926606,-0.673394495412844,0.0
2020-03-10,1.0,-1.1399554124349764,-1.3736272809842294,-2.5836842539839817,-1.768144661877632,-0.39146230699364215,0.0
2020-03-11,1.0,-0.890393779784299,-1.8833709556057188,-2.811470612825015,-1.617256082267369,-0.1580971490678037,0.0
2020-03-12,1.0,-0.9201135753203898,-1.4936689432890797,-2.5646535185327295,-1.5747832092702017,-0.1208656281175658,0.0
2020-03-13,1.0,-0.95507044808611,-0.9280401523855597,-1.9258632158190725,-1.2380722017294552,-0.0,0.0
2020-03-16,1.0,-0.657890520694259,-1.0622696929238986,-1.6661148197596796,-0.9541255006675569,-0.0,0.0
2020-03-17,1.0,-0.6581087615949356,-0.7124895590627335,-1.0186398206356881,-0.8998109640831757,-0.10709104497296347,0.0
2020-03-18,1.0,-0.6401154525481412,-0.7113255503381726,-0.9619178908370309,-0.8747253694050747,-0.11984663765993193,0.0
2020-03-19,1.0,-0.6828119030436812,-0.5425988029035955,-0.9506728360996731,-0.8956148915396698,-0.17332427728488348,0.0
2020-03-20,1.0,-0.7271636751377288,-0.7434689888039807,-0.9379331793140216,-0.9333125999644571,-0.10094188732894971,0.0
2020-03-23,1.0,-0.7176182779258223,-0.8056441396181906,-0.8476693897164824,-0.9094840767113712,-0.08811323227469312,0.0
2020-03-24,1.0,-0.7588889377224981,-0.8447237726893158,-0.7865336439150881,-0.9011998417791061,-0.10367863578429218,0.0
2020-03-25,1.0,-0.7637062763582239,-0.8336641032001985,-0.5994376912263293,-0.8882824774663028,-0.049532787563053,0.0
2020-03-26,1.0,-0.8206514903785688,-0.8488659707374334,-0.5709135119272208,-0.905672242485222,-0.04619963945834906,0.0
2020-03-27,1.0,-0.8104516549812489,-0.8278982553399641,-0.5207484102396869,-0.8952388716778086,-0.021971302788195007,0.0
2020-03-30,1.0,-0.8001458789204959,-0.8229191992868142,-0.5324175378879974,-0.8967096199043683,-0.0,0.0
2020-03-31,1.0,-0.7815129433552075,-0.8383187728974596,-0.5241756914529571,-0.880510487539756,-0.0014090744393896694,0.0
2020-04-01,1.0,-0.8232214986398483,-0.9121671750061825,-0.46331712142444975,-0.9229247382738439,-0.0,0.0
2020-04-02,1.0,-0.8248249470770234,-0.8788063833251913,-0.44666992346523365,-0.9206969548933398,-0.0,0.0
2020-04-03,1.0,-0.8254672802052367,-0.8786903937777415,-0.44553487803884834,-0.9224253776927148,-0.0,0.0
2020-04-06,1.0,-0.8961072112316528,-0.8472239948947032,-0.4882790895554137,-1.0228462029355456,-0.0,0.0
2020-04-07,1.0,-0.8516322917953152,-0.7926392491046066,-0.4568770326458359,-1.0156024865176403,-0.0,0.0
2020-04-08,1.0,-0.8559458455442275,-0.7883353283526643,-0.46823791637429313,-1.0151071118999464,-0.0,0.0
2020-04-09,1.0,-0.8606567457877259,-0.7519780264830075,-0.4793998278194564,-1.007502152256795,-0.0,0.0
2020-04-13,1.0,-0.9073082310290845,-0.6651149377935239,-0.5175496415918266,-1.0297025624124578,-0.0,0.0
2020-04-14,1.0,-0.9089373970345964,-0.6586490939044481,-0.5229818780889621,-1.0280477759472817,-0.0,0.0
2020-04-15,1.0,-0.8821893152253947,-0.6804794240366522,-0.4972183588317107,-1.030761678802258,-0.0,0.0
2020-04-16,1.0,-0.8981424780567463,-0.6470708307817922,-0.5070422535211268,-1.030169422331088,-0.0,0.0
2020-04-17,1.0,-0.8916755167061514,-0.6630994199820276,-0.49485336165345967,-1.0350870026958583,-0.0,0.0
2020-04-20,1.0,-0.91644919262763,-0.6169058881096069,-0.5172891861034089,-1.0269939650954165,-0.0,0.0
2020-04-21,1.0,-0.9169450101832994,-0.6188594704684318,-0.5183299389002037,-1.0191853360488798,-0.0,0.0
2020-04-22,1.0,-0.9058628229006398,-0.6253947688071908,-0.5,-1.0176532512754068,-0.0,0.0
2020-04-23,1.0,-0.9111011928913414,-0.622210500689767,-0.5025967702669804,-1.0215856528442748,-0.0,0.0
2020-04-24,1.0,-0.9160367390067463,-0.6138746647159229,-0.5082906608144354,-1.0258473543038282,-0.0,0.0
2020-04-27,1.0,-0.9142938380925303,-0.6091636540883058,-0.5090783541167391,-1.0293675616393843,-0.0,0.0
2020-04-28,1.0,-0.914642073616641,-0.6098968066953766,-0.5073941659218331,-1.0307954822458762,-0.0,0.0
2020-04-29,1.0,-0.9281378579867194,-0.5935144824214771,-0.5173748319550251,-1.034831140261539,-0.0,0.0
2020-04-30,1.0,-0.9273459099040493,-0.5847698812815092,-0.5166693771344933,-1.0369165718002926,-0.0,0.0
2020-05-01,1.0,-0.9232897896064787,-0.5929271965165018,-0.5160949009075001,-1.0371952956496968,-0.0,0.0
2020-05-04,1.0,-0.9244585314315901,-0.5872241862733146,-0.5112763623064732,-1.0405949043033036,-0.0,0.0
2020-05-05,1.0,-0.9236613309498659,-0.5880393272121557,-0.5063784837897132,-1.0446493865279922,-0.0,0.0
2020-05-06,1.0,-0.9213638395578494,-0.5921079367659609,-0.49900434835615876,-1.0514081358962897,-0.0,0.0
2020-05-07,1.0,-0.9334501589371588,-0.5888825495150379,-0.506805770641454,-1.0461732822560925,-0.0,0.0
2020-05-08,1.0,-0.9310189912191137,-0.5848070247090056,-0.5209720236879722,-1.0473351031243618,-0.0,0.0
2020-05-11,1.0,-0.9300896916083057,-0.5976983249375435,-0.516934922390138,-1.0507842896342714,-0.0,0.0
2020-05-12,1.0,-0.9279452728166476,-0.6032688841553335,-0.508930034409307,-1.056201867933803,-0.0,0.0
2020-05-13,1.0,-0.9297527427542165,-0.5988619616833143,-0.5044211560504339,-1.0606680858031767,-0.0,0.0
2020-05-14,1.0,-0.9396031417941297,-0.6209590739975197,-0.49293096320793717,-1.0804878048780486,-0.0,0.0
2020-05-15,1.0,-0.9414549078226209,-0.6340308918784255,-0.502366716492277,-1.074281680783923,-0.0,0.0
2020-05-18,1.0,-0.9496253122398002,-0.6213572023313905,-0.4972522897585346,-1.0949208992506245,-0.0,0.0
2020-05-19,1.0,-0.9503178320508531,-0.6435680829708933,-0.4824355971896956,-1.1056791569086653,-0.0,0.0
2020-05-20,1.0,-0.9511857292759706,-0.6522560335781743,-0.4786149003147954,-1.115215110178384,-0.0,0.0
2020-05-21,1.0,-0.9540616717849479,-0.6248369862437424,-0.5044802490429515,-1.123469774094485,-0.0,0.0
2020-05-22,1.0,-0.9558297191460693,-0.6216261737336309,-0.506547644111331,-1.1266579645458754,-0.0,0.0
2020-05-26,1.0,-0.9559083635138549,-0.6219994946517308,-0.5071591004800808,-1.1261686178724837,-0.0,0.0
2020-05-27,1.0,-0.9564173825164225,-0.6204311942058278,-0.5091797203975071,-1.1248947279770927,-0.0,0.0
2020-05-28,1.0,-0.9798487600861814,-0.5885260445270584,-0.5281145705715855,-1.1280892230999957,-0.0,0.0
2020-05-29,1.0,-1.006092624941417,-0.5499552639427379,-0.5511482254697286,-1.153338161987133,-0.0,0.0
2020-06-01,1.0,-1.007291488998806,-0.5465631929046563,-0.5565836602421969,-1.1535903121268976,-0.0,0.0
2020-06-02,1.0,-1.0071206242271777,-0.5465398882872127,-0.5567304822410779,-1.1534558478659447,-0.0,0.0
2020-06-03,1.0,-1.093801201529219,-0.5689969051520116,-0.5999453850354997,-1.2885035499726925,-0.0,0.0
2020-06-04,1.0,-1.1074179350816065,-0.5403447643498992,-0.6488630111865028,-1.28800660187053,-0.0,0.0
2020-06-05,1.0,-1.0983847959136717,-0.5496755786664212,-0.6427223781694353,-1.3109382909208045,-0.0,0.0
2020-06-08,1.0,-1.0961211843011247,-0.5350011475786092,-0.6547624512279091,-1.30442965343126,-0.0,0.0
2020-06-09,1.0,-1.0999908223201176,-0.5286343612334802,-0.6577643171806167,-1.3024504405286346,-0.0,0.0
2020-06-10,1.0,-1.1008627019089574,-0.5272118208516887,-0.6573054331864905,-1.3035058737151246,-0.0,0.0
