Date,CMBM,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-06-11,1.0,-1.1135966123538616,-0.5101721439749608,-0.6863665654055049,-1.2926447574334896,-0.0,0.0
2020-06-12,1.0,-1.091596486462012,-0.45694104862809015,-0.7292402426876755,-1.250022638775695,-0.0,0.0
2020-06-15,1.0,-1.0954215775158658,-0.45652765185856753,-0.7281051677243882,-1.2529918404351768,-0.0,0.0
2020-06-16,1.0,-1.098174240021746,-0.4486023648801703,-0.726226611697549,-1.257373261450641,-0.0,0.0
2020-06-17,1.0,-1.0952596345214403,-0.44612809842590917,-0.7271123575176407,-1.2547041794825404,-0.0,0.0
2020-06-18,1.0,-1.1309059185453876,-0.4106249139078929,-0.7684925845998438,-1.2815556269801185,-0.0,0.0
2020-06-19,1.0,-1.1306862520082628,-0.41032820748221255,-0.7687399586871702,-1.2805600183612578,-0.0,0.0
2020-06-22,1.0,-1.130273123708974,-0.4100068854716548,-0.7703465687399588,-1.2797337617626807,-0.0,0.0
2020-06-23,1.0,-1.1281404731340547,-0.40592334494773513,-0.7686136071887034,-1.281954887218045,-0.0,0.0
2020-06-24,1.0,-1.1228038067349926,-0.4108254026354319,-0.7672950219619326,-1.274478404099561,-0.0,0.0
2020-06-25,1.0,-1.1186293744581832,-0.39850344481452754,-0.7746498152119359,-1.2708856139070128,-0.0,0.0
2020-06-26,1.0,-1.1112523839796566,-0.4011897193715375,-0.7643265825084007,-1.264144945963128,-0.0,0.0
2020-06-29,1.0,-1.1075317604355717,-0.3924228675136116,-0.774228675136116,-1.263021778584392,-0.0,0.0
2020-06-30,1.0,-1.1086059066370277,-0.3891484825114549,-0.7749398902145807,-1.2639386653359346,-0.0,0.0
2020-07-01,1.0,-1.1073594641079025,-0.3886122929302073,-0.7653209016022449,-1.264823028876618,-0.0,0.0
2020-07-02,1.0,-1.0930686773255813,-0.4206940406976744,-0.7611736918604651,-1.2672147529069768,-0.0,0.0
2020-07-06,1.0,-1.1044016506189822,-0.4137551581843191,-0.7830811554332875,-1.2837689133425036,-0.0,0.0
2020-07-07,1.0,-1.0981415362080016,-0.4193445024260734,-0.7766639201684519,-1.2833470658244073,-0.0,0.0
2020-07-08,1.0,-1.0972393901936546,-0.4291077232980817,-0.7699949640617131,-1.28173785652154,-0.0,0.0
2020-07-09,1.0,-1.1723402237815286,-0.43229660534799924,-0.8190783235349895,-1.3174663379480374,-0.0,0.0
2020-07-10,1.0,-1.191494416726063,-0.4176288904727964,-0.8327393680209075,-1.3098123069612735,-0.0,0.0
2020-07-13,1.0,-1.1857734141880836,-0.43319857541630574,-0.8492155164115892,-1.3446433727981522,-0.0,0.0
2020-07-14,1.0,-1.1761483759369595,-0.43277916586584664,-0.8390832212185279,-1.35690947530271,-0.0,0.0
2020-07-15,1.0,-1.1771945005287952,-0.42933371791173924,-0.8444380348043458,-1.3562638207864628,-0.0,0.0
2020-07-16,1.0,-1.1898502575954548,-0.4061822909143435,-0.8530020703933747,-1.3658336944484566,-0.0,0.0
2020-07-17,1.0,-1.1887420412888288,-0.40705190044375844,-0.8579490642485047,-1.3697665444723133,-0.0,0.0
2020-07-20,1.0,-1.203601242477189,-0.41035721219180743,-0.8698796350223258,-1.3696369636963697,-0.0,0.0
2020-07-21,1.0,-1.2079809468260911,-0.40347039953339164,-0.8784874112958103,-1.370564790512297,-0.0,0.0
2020-07-22,1.0,-1.2186313637691033,-0.39467536260099284,-0.8860118757909082,-1.3677601479606736,-0.0,0.0
2020-07-23,1.0,-1.2300811418515982,-0.3936357415192101,-0.8906051422426434,-1.3737413236875549,-0.0,0.0
2020-07-24,1.0,-1.2018438124969513,-0.41680893614945613,-0.8825910931174089,-1.376518218623482,-0.0,0.0
2020-07-27,1.0,-1.2080668001367254,-0.4131549392060159,-0.8798281166072562,-1.3820010742712046,-0.0,0.0
2020-07-28,1.0,-1.2111376836351213,-0.4072429108302016,-0.8723705402899118,-1.3899165405827516,-0.0,0.0
2020-07-29,1.0,-1.2218919050635995,-0.4047955553389541,-0.8629075491008333,-1.383936839027243,-0.0,0.0
2020-07-30,1.0,-1.2211074855111284,-0.4004772804753324,-0.863488043637072,-1.385184824428968,-0.0,0.0
2020-07-31,1.0,-1.220013641235506,-0.40806781642794504,-0.8620286465945629,-1.3817597193802982,-0.0,0.0
2020-08-03,1.0,-1.2068060281964026,-0.4176470588235294,-0.8595527467185221,-1.3774428779776373,-0.0,0.0
2020-08-04,1.0,-1.205472129076153,-0.417456383340623,-0.8579481945861884,-1.378869611702386,-0.0,0.0
2020-08-05,1.0,-1.2091744904412123,-0.4157707836746607,-0.8592207034100307,-1.380308410760325,-0.0,0.0
2020-08-06,1.0,-1.2111840505713591,-0.4099683929005592,-0.8621444201312911,-1.3793338195964018,-0.0,0.0
2020-08-07,1.0,-1.212576896787423,-0.4238843862904013,-0.8716433941997851,-1.374279855482863,-0.0,0.0
2020-08-10,1.0,-1.2265693859563216,-0.41249632748996173,-0.8815003427676036,-1.3761139947115855,-0.0,0.0
2020-08-11,1.0,-1.2147323173114497,-0.4359613130128956,-0.858929269245799,-1.3751465416178192,-0.0,0.0
2020-08-12,1.0,-1.208955223880597,-0.440444834650278,-0.8490878938640133,-1.3791337430494586,-0.0,0.0
2020-08-13,1.0,-1.2102977061981455,-0.44328940946803314,-0.8484138604197169,-1.3784285017081503,-0.0,0.0
2020-08-14,1.0,-1.2054467504628277,-0.4433888726493228,-0.8458053200818474,-1.3772288804443145,-0.0,0.0
2020-08-17,1.0,-1.2050382497685523,-0.4455976221799932,-0.8464649417726454,-1.3754811674706426,-0.0,0.0
2020-08-18,1.0,-1.252802181157225,-0.44870241341007777,-0.9485509441583359,-1.3989195193375743,-0.0,0.0
2020-08-19,1.0,-1.2600679781645896,-0.49253270161705637,-0.9598310845607169,-1.4374806880214235,-0.0,0.0
2020-08-20,1.0,-1.259387071851661,-0.49729590522791656,-0.9587947463301572,-1.4351789853206285,-0.0,0.0
2020-08-21,1.0,-1.2450078756160763,-0.46227325847263856,-0.9844011991260606,-1.389411107159189,-0.0,0.0
2020-08-24,1.0,-1.2370426444612668,-0.4768609639162251,-0.94110522331567,-1.3917234418369924,-0.0,0.0
2020-08-25,1.0,-1.2371804568144003,-0.47017596934402256,-0.9354611001865577,-1.3992336005647152,-0.0,0.0
2020-08-26,1.0,-1.2271908763505404,-0.47789115646258506,-0.9098139255702281,-1.3871048419367749,-0.0,0.0
2020-08-27,1.0,-1.2038309181166325,-0.5107055107055107,-0.9020709020709021,-1.3977335405906834,-0.0,0.0
2020-08-28,1.0,-1.227302681603893,-0.5105692705429108,-0.9199574187661581,-1.4113651340801947,-0.0,0.0
2020-08-31,1.0,-1.2271389424540748,-0.5163402009540241,-0.9148482695625697,-1.41626915660205,-0.0,0.0
2020-09-01,1.0,-1.2252078685864938,-0.5161731900223079,-0.9051409450415737,-1.42344352058406,-0.0,0.0
2020-09-02,1.0,-1.2332960439336926,-0.5191192921793959,-0.9077595850706804,-1.4247940608156209,-0.0,0.0
2020-09-03,1.0,-1.216835187057634,-0.528412537917088,-0.9114256825075834,-1.3988877654196157,-0.0,0.0
2020-09-04,1.0,-1.1736090300669264,-0.5409050044950554,-0.8679952052741984,-1.4119968035161323,-0.0,0.0
2020-09-08,1.0,-1.1652434456928837,-0.5494631710362047,-0.864868913857678,-1.4141822721598,-0.0,0.0
2020-09-09,1.0,-1.1350027490378367,-0.590393362323187,-0.8199630129454691,-1.4528914879792072,-0.0,0.0
2020-09-10,1.0,-1.121771217712177,-0.6006283035803331,-0.8001894883813703,-1.4639473421761244,-0.0,0.0
2020-09-11,1.0,-1.1136838960262923,-0.6073100288815855,-0.8000697141718953,-1.4585698635594064,-0.0,0.0
2020-09-14,1.0,-1.1118637314473554,-0.6056380117541588,-0.8001294949696185,-1.4629445163860944,-0.0,0.0
2020-09-15,1.0,-1.1127774445110978,-0.6149270145970805,-0.8100379924015196,-1.4613077384523097,-0.0,0.0
2020-09-16,1.0,-1.1255535426731078,-0.6046195652173914,-0.8319746376811594,-1.4700583735909822,-0.0,0.0
2020-09-17,1.0,-1.1348218335769367,-0.5953832972128421,-0.8380625976513281,-1.4718008164911043,-0.0,0.0
2020-09-18,1.0,-1.1275950901651766,-0.5971611860382886,-0.8451785624084457,-1.481335555892307,-0.0,0.0
2020-09-21,1.0,-1.1224438273163342,-0.6018682150971977,-0.8507447614238829,-1.4741731885887401,-0.0,0.0
2020-09-22,1.0,-1.173155737704918,-0.5452868852459016,-0.9097848360655737,-1.494672131147541,-0.0,0.0
2020-09-23,1.0,-1.1725056340913749,-0.5423069043228846,-0.9120057365293998,-1.4950829748002459,-0.0,0.0
2020-09-24,1.0,-1.1741889264149012,-0.5380718452563709,-0.9039504656636986,-1.5010234367004398,-0.0,0.0
2020-09-25,1.0,-1.1734411794819288,-0.5430531381181529,-0.9027336950957304,-1.5000511927920548,-0.0,0.0
2020-09-28,1.0,-1.1685490877497826,-0.5434149333060765,-0.8917054223948484,-1.5049828793376603,-0.0019931517350641383,0.0
2020-09-29,1.0,-1.168164182152338,-0.5359914233204003,-0.8949867265672861,-1.505411476414131,-0.000612619971411068,0.0
2020-09-30,1.0,-1.1751757401611165,-0.5360459746523679,-0.9101544460977987,-1.5097747447277952,-0.0,0.0
2020-10-01,1.0,-1.1819493840523685,-0.5446626462553477,-0.9102108138755735,-1.5175506417194993,-0.0,0.0
2020-10-02,1.0,-1.1813356693806039,-0.5416366072348757,-0.908739565082964,-1.5213336081624238,-0.0,0.0
2020-10-05,1.0,-1.1736221890598466,-0.5477280913909329,-0.9001698142335203,-1.5215355323418926,-0.002830237225338342,0.0
2020-10-06,1.0,-1.17442218798151,-0.5347714432460196,-0.8929121725731894,-1.5244992295839752,-0.009450436569080636,0.0
2020-10-07,1.0,-1.1672052110581115,-0.5436733856490742,-0.8892137251884905,-1.517002615787044,-0.011899266553828794,0.0
2020-10-08,1.0,-1.1675459714183272,-0.5386467243763766,-0.8902320340111665,-1.517133637248374,-0.008656456487220203,0.0
2020-10-09,1.0,-1.17183257339003,-0.5380910907321071,-0.8925662175316359,-1.5159075772324402,-0.004867052615400379,0.0
2020-10-12,1.0,-1.1651479471690385,-0.5357837616463602,-0.8871710863110474,-1.5086003890652195,-0.022627214088256374,0.0
2020-10-13,1.0,-1.14981292604172,-0.5476397929373173,-0.8882169032853262,-1.50638101583722,-0.0332632873763518,0.0
2020-10-14,1.0,-1.161825298722703,-0.5477441285537701,-0.9070354346930366,-1.5096827358879275,-0.024052327976926243,0.0
2020-10-15,1.0,-1.1598187622284006,-0.5459272989393471,-0.9072701060652868,-1.5080836165173515,-0.02775203377613016,0.0
2020-10-16,1.0,-1.1532729624838294,-0.5683311772315653,-0.8963518758085383,-1.514928848641656,-0.041707632600258726,0.0
2020-10-19,1.0,-1.164785672654056,-0.5627616171249934,-0.9196736077995019,-1.5789752556562284,-0.07232554442854872,0.0
2020-10-20,1.0,-1.162189371059185,-0.5623377311503206,-0.9222699093943728,-1.5727759232766385,-0.07900174852964552,0.0
2020-10-21,1.0,-1.1745725464972931,-0.5667577852816637,-0.9532079112397491,-1.5903950259956046,-0.0749316610387522,0.0
2020-10-22,1.0,-1.2092959597065587,-0.5517902113215811,-0.9671520858425491,-1.6603525676119566,-0.08606153509252164,0.0
2020-10-23,1.0,-1.168499146029035,-0.5454205807002562,-0.9476942783945346,-1.5906276686592655,-0.08507685738684885,0.0
2020-10-26,1.0,-1.1630956188039654,-0.5366165653981452,-0.9447820061827097,-1.5858117471484916,-0.09961624560281418,0.0
2020-10-27,1.0,-1.1604505366060993,-0.5332058229731166,-0.940813941132717,-1.5875571140155138,-0.09095739028796089,0.0
2020-10-28,1.0,-1.1605370694687684,-0.5317093881016823,-0.9481505068195087,-1.5851509844504592,-0.0814626121105981,0.0
