Date,EQNR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3182443798745986,-0.5689249120660651,-0.04801957485854105,-0.5663862975990213,-0.5569964826426058,0.0
2018-09-25,1.0,-0.33682639385553037,-0.5799620634969993,-0.06203551105444821,-0.5735874871731087,-0.5571379707080444,0.0
2018-09-26,1.0,-0.349608140563772,-0.6031791176842372,-0.07252559726962458,-0.583870559979775,-0.5509417267096448,0.0
2018-09-27,1.0,-0.3489873417721519,-0.6074367088607595,-0.07167721518987341,-0.5846518987341772,-0.5518037974683544,0.0
2018-09-28,1.0,-0.34814252262515033,-0.6079678501360672,-0.07214733244731346,-0.584393392823239,-0.5517055882539079,0.0
2018-10-01,1.0,-0.34964857848413855,-0.6069777749635915,-0.07193060216551637,-0.5854809092635979,-0.5518900778826062,0.0
2018-10-02,1.0,-0.35107494538200934,-0.5950036411993794,-0.076401861761074,-0.5884811449197352,-0.5552987366621284,0.0
2018-10-03,1.0,-0.3516177076401432,-0.5985042938175366,-0.07703520613493044,-0.5878568938745762,-0.553854929175777,0.0
2018-10-04,1.0,-0.3529598074303994,-0.5955088208279226,-0.07756627498178824,-0.5893326576505242,-0.5519272796376651,0.0
2018-10-05,1.0,-0.35028462998102466,-0.594876660341556,-0.07223276407337129,-0.5915876027830488,-0.553573687539532,0.0
2018-10-08,1.0,-0.34881956954584237,-0.592364337410322,-0.06731772067886602,-0.5976106949843557,-0.5543440472804273,0.0
2018-10-09,1.0,-0.35198607374584584,-0.5935749327425226,-0.07301788257635702,-0.5957588225985124,-0.5507200506409241,0.0
2018-10-10,1.0,-0.3614807722993457,-0.5978618158608584,-0.07857028881442475,-0.6063507260252115,-0.5470240944630604,0.0
2018-10-11,1.0,-0.32815128668452864,-0.5926849024861363,-0.03333541030593806,-0.6008785594118015,-0.5604087482086112,0.0
2018-10-12,1.0,-0.3298115539079394,-0.5871794871794872,-0.02882298424467099,-0.5931417979610751,-0.55032437442076,0.0
2018-10-15,1.0,-0.31726201492997713,-0.6082731815657968,-0.01036461225245234,-0.5944536985625269,-0.5543525202048245,0.0
2018-10-16,1.0,-0.31509556303455094,-0.619600456973477,-0.0024392503164850097,-0.5956402260166116,-0.5549140087071973,0.0
2018-10-17,1.0,-0.2979785679493424,-0.5870068192888456,-0.0,-0.5941609839259621,-0.5651790063321969,0.0
2018-10-18,1.0,-0.29908849800323145,-0.5904033167698077,-0.0,-0.593085998231869,-0.5659238484284974,0.0
2018-10-19,1.0,-0.29184249673639145,-0.5854154649503628,-0.0,-0.5936124351073195,-0.5650444761528887,0.0
2018-10-22,1.0,-0.29220818841906154,-0.57166392092257,-0.0,-0.6083653670144609,-0.5785892976996766,0.0
2018-10-23,1.0,-0.2869751762182041,-0.5758504443763408,-0.0,-0.6170701808152008,-0.5847379711921545,0.0
2018-10-24,1.0,-0.2874041216153775,-0.585805378430829,-0.0,-0.6209222807503928,-0.5862982472353141,0.0
2018-10-25,1.0,-0.2609934609154718,-0.54883316335713,-0.0,-0.6271222028915951,-0.5626312316275721,0.0
2018-10-26,1.0,-0.252732525240492,-0.5408464127229949,-0.0,-0.6278107037555469,-0.5568097209399291,0.0
2018-10-29,1.0,-0.23248776145972405,-0.5504524551253523,-0.0,-0.6199080255155021,-0.5641002818572911,0.0
2018-10-30,1.0,-0.23346488234770482,-0.5505177887896502,-0.0,-0.6199222574997775,-0.5633957449333848,0.0
2018-10-31,1.0,-0.2381078769648176,-0.5326314547760181,-0.0,-0.6188327582647675,-0.5595269692412044,0.0
2018-11-01,1.0,-0.2262739322533137,-0.5415316642120765,-0.0,-0.6181443298969072,-0.5595581737849779,0.0
2018-11-02,1.0,-0.23422048769036652,-0.5105783620411397,-0.0,-0.632677015170633,-0.5568825376331465,0.0
2018-11-05,1.0,-0.23588839941262849,-0.5070484581497797,-0.0,-0.6329809104258443,-0.5609104258443465,0.0
2018-11-06,1.0,-0.23140130765152853,-0.5052129351475525,-0.0,-0.6393355716557695,-0.5692407374683395,0.0
2018-11-07,1.0,-0.2306129060760463,-0.5066415338850765,-0.0,-0.6383824698848408,-0.5696109327599918,0.0
2018-11-08,1.0,-0.2129177509429549,-0.506067074062162,-0.0,-0.6319698254437005,-0.5729364638460864,0.0
2018-11-09,1.0,-0.21780219131153833,-0.5158441865272732,-0.0,-0.6376362186586337,-0.5819674551844305,0.0
2018-11-12,1.0,-0.2172249367163125,-0.5058868546535586,-0.0,-0.6405780891269794,-0.5797374462824513,0.0
2018-11-13,1.0,-0.20080063115448676,-0.5008035531659994,-0.0,-0.6428717529147066,-0.5775355754901674,0.0
2018-11-14,1.0,-0.19796460176991149,-0.5129203539823008,-0.0,-0.6517994100294985,-0.587197640117994,0.0
2018-11-15,1.0,-0.19807220366044762,-0.519499719109429,-0.0,-0.662842612577984,-0.576357884154815,0.0
2018-11-16,1.0,-0.19739561802397687,-0.516506230437607,-0.0,-0.6616665682395323,-0.5772456150711628,0.0
2018-11-19,1.0,-0.19363144032434673,-0.519812967950046,-0.0,-0.6660649285312658,-0.5798289485365926,0.0
2018-11-20,1.0,-0.17169783537034308,-0.5139449271094095,-0.0,-0.6690030923280812,-0.5904579590634663,0.0
2018-11-21,1.0,-0.16952941176470587,-0.5129411764705882,-0.0,-0.6699705882352941,-0.588735294117647,0.0
2018-11-23,1.0,-0.16873632546862988,-0.5287978239016025,-0.0,-0.668470226479806,-0.590651055525989,0.0
2018-11-26,1.0,-0.1716238906212521,-0.5286039817702087,-0.0,-0.6889841688654353,-0.6091088990165507,0.0
2018-11-27,1.0,-0.1639696662088732,-0.5311697617483728,-0.0,-0.685376485340658,-0.6050635934794292,0.0
2018-11-28,1.0,-0.16512391758733952,-0.5279187817258884,-0.0,-0.6868617497760526,-0.6060316512391759,0.0
2018-11-29,1.0,-0.14077799142138736,-0.5190948084602869,-0.0,-0.6861411033870729,-0.6121283833752403,0.0
2018-11-30,1.0,-0.1410905002810568,-0.5197775213751074,-0.0,-0.6879678116032071,-0.6096861039614213,0.0
2018-12-03,1.0,-0.1380973516792425,-0.5217931646693298,-0.0,-0.6890368397691967,-0.6100902500369878,0.0
2018-12-04,1.0,-0.14280602355747726,-0.5243178768450872,-0.0,-0.6984642910392128,-0.6163709557179067,0.0
2018-12-06,1.0,-0.13812396188478013,-0.4728268788064225,-0.0,-0.7055686685899117,-0.5974589853425416,0.0
2018-12-07,1.0,-0.12087620507680062,-0.48598130841121495,-0.0,-0.7204221822577317,-0.6208909460774198,0.0
2018-12-10,1.0,-0.08834564427248212,-0.4991792707234142,-0.0,-0.734171649665846,-0.6094794231445656,0.0
2018-12-11,1.0,-0.08310354942798476,-0.5018773833968906,-0.0,-0.7330008800234673,-0.6154590789087709,0.0
2018-12-12,1.0,-0.08171891511095457,-0.5028765997416931,-0.0,-0.7329752260185511,-0.6177351179992956,0.0
2018-12-13,1.0,-0.08176912247771,-0.5005865790708588,-0.0,-0.7342503519474426,-0.6163186297512905,0.0
2018-12-14,1.0,-0.08590108182591105,-0.48951889530622417,-0.0,-0.7402445102465625,-0.616113049341816,0.0
2018-12-17,1.0,-0.08803200094120414,-0.4915732815671049,-0.0,-0.7481396511662106,-0.613518044648372,0.0
2018-12-18,1.0,-0.07706475661453004,-0.48180090630024847,-0.0,-0.7474345855869025,-0.6172781757053062,0.0
2018-12-19,1.0,-0.061178825884708236,-0.49272802213978684,-0.0,-0.763292704469175,-0.6269210386857446,0.0
