Date,IWF,IWM,MTUM,SPY,VLUE,VXX,XT
2018-09-24,-0.2302778875279863,-0.25538873523859695,-0.18172439527635104,-0.2728829184775451,-0.25477413407085475,0.0,1.0
2018-09-25,-0.23078104768801982,-0.25485548752386594,-0.18256633089735994,-0.2723681611692672,-0.2539996049772862,0.0,1.0
2018-09-26,-0.23085869779894228,-0.25493208101999165,-0.1827997103293906,-0.2722903728411859,-0.253593451688648,0.0,1.0
2018-09-27,-0.2316399052382206,-0.252763885232956,-0.18342546284109854,-0.27224269544617,-0.2534877599368255,0.0,1.0
2018-09-28,-0.23116746369499408,-0.25319176940288685,-0.18352125652612644,-0.2722107664633879,-0.25352081779493707,0.0,1.0
2018-10-01,-0.23192030893452695,-0.252567140600316,-0.18332016850974198,-0.27275320344040727,-0.2535764437423205,0.0,1.0
2018-10-02,-0.23250762445970555,-0.24705443535116398,-0.18522500383965596,-0.2741514360313316,-0.25515062421835577,0.0,1.0
2018-10-03,-0.23260764605188078,-0.24794803142694113,-0.1853575034016591,-0.2739542641443181,-0.25475134969055874,0.0,1.0
2018-10-04,-0.2333516182117389,-0.2465825562260011,-0.18549643444871092,-0.27488754799780585,-0.25386725178277564,0.0,1.0
2018-10-05,-0.2340994824107378,-0.2467979647337486,-0.18576190893938066,-0.27405912799368365,-0.252478287569085,0.0,1.0
2018-10-08,-0.23384480491012713,-0.24625164401578253,-0.18537921964050857,-0.27426567295046034,-0.2522797018851381,0.0,1.0
2018-10-09,-0.2355457097736445,-0.24644674504299,-0.18898052289875417,-0.2726794174416564,-0.24971486225653625,0.0,1.0
2018-10-10,-0.2355198806939053,-0.24637585806083734,-0.1889378687194333,-0.2726495164155537,-0.24966554817202885,0.0,1.0
2018-10-11,-0.22422524238227146,-0.2421009349030471,-0.1762681786703601,-0.2687413434903047,-0.2527917243767313,0.0,1.0
2018-10-12,-0.22560306427664564,-0.23836371070129755,-0.17666932065158916,-0.2639280411439392,-0.24731553011555593,0.0,1.0
2018-10-15,-0.2250752688172043,-0.23851612903225805,-0.17604301075268816,-0.263763440860215,-0.24713978494623653,0.0,1.0
2018-10-16,-0.22470484505709556,-0.2399518289929249,-0.17494247435539023,-0.2637792735640094,-0.2470914603987011,0.0,1.0
2018-10-17,-0.2241794122701495,-0.2385934009279945,-0.1745574841037979,-0.2635976971988314,-0.2472074239560062,0.0,1.0
2018-10-18,-0.2239835040917585,-0.2382885495199433,-0.17468909079193248,-0.26378417853384023,-0.2471808750563825,0.0,1.0
2018-10-19,-0.22297239368998628,-0.23634687928669412,-0.174039780521262,-0.26352451989026066,-0.24646347736625515,0.0,1.0
2018-10-22,-0.2230653804930332,-0.2362915326902465,-0.17393354769560557,-0.26368703108252944,-0.24662379421221864,0.0,1.0
2018-10-23,-0.22323916491619156,-0.2362069704634115,-0.17434732284477214,-0.26325716980323227,-0.2463883053971792,0.0,1.0
2018-10-24,-0.22277503752948746,-0.23752948745442848,-0.1755951104439202,-0.2630066480806348,-0.2456144113231825,0.0,1.0
2018-10-25,-0.22206760720172977,-0.2360685919804757,-0.17535484147203012,-0.26272184282074884,-0.24461047718952708,0.0,1.0
2018-10-26,-0.21867138532383917,-0.23340297616509614,-0.1704685967680041,-0.26623459685328105,-0.24312454696627298,0.0,1.0
2018-10-29,-0.21521383152925164,-0.23486379006018332,-0.1681304893350063,-0.2640622674010591,-0.24434851030346852,0.0,1.0
2018-10-30,-0.21223526409798418,-0.23530662583992515,-0.16613506846984777,-0.26479969379943863,-0.24791613506846985,0.0,1.0
2018-10-31,-0.21256531158404485,-0.23327386262265834,-0.16643303173187204,-0.2643897880293955,-0.24729195871033516,0.0,1.0
2018-11-01,-0.2120542824983541,-0.23392868519973664,-0.16588442669951367,-0.2644891371291439,-0.24739312336738375,0.0,1.0
2018-11-02,-0.2109384975526708,-0.2387103639072143,-0.16650351138540118,-0.26348159182804853,-0.24847839965950203,0.0,1.0
2018-11-05,-0.20945917195012978,-0.2427130760393175,-0.1664822773499,-0.2638185609123016,-0.24509595336368664,0.0,1.0
2018-11-06,-0.21032252574249,-0.24331971747085354,-0.16609224746830056,-0.26338183984341756,-0.24436218194196238,0.0,1.0
2018-11-07,-0.2096252817829952,-0.24314150823019012,-0.1672408659776275,-0.26264301816171154,-0.2440134405172047,0.0,1.0
2018-11-08,-0.20645626537711037,-0.2433401204717061,-0.164460846695512,-0.26147450581148723,-0.24524900313905149,0.0,1.0
2018-11-09,-0.20694630089321706,-0.24360851208282944,-0.16413128805719981,-0.26140920374260074,-0.24556043536375785,0.0,1.0
2018-11-12,-0.20689509037357234,-0.24084080266141164,-0.16417689064056107,-0.2621787129447164,-0.24490920263598415,0.0,1.0
2018-11-13,-0.20771953623434156,-0.240742703321393,-0.16454354691706058,-0.2618749867525806,-0.24470633120668095,0.0,1.0
2018-11-14,-0.20868754107396492,-0.24021114667910368,-0.16444425600474868,-0.26217379322041084,-0.2444298403680227,0.0,1.0
2018-11-15,-0.20890338430259647,-0.24052268202804017,-0.163941717141768,-0.2635223855309416,-0.24096742767588633,0.0,1.0
2018-11-16,-0.2087744558312865,-0.24002710256627427,-0.16380113491996273,-0.26346658761751507,-0.24133988312018295,0.0,1.0
2018-11-19,-0.20869878394983263,-0.24109147917461124,-0.16132790983432904,-0.265137070463116,-0.24229905512478284,0.0,1.0
2018-11-20,-0.205973179914548,-0.24009052836414402,-0.15867845509539322,-0.26597994839037187,-0.24442658318879817,0.0,1.0
2018-11-21,-0.20720227440244288,-0.23716963251553122,-0.1615668105717595,-0.2641044540381173,-0.23590607560282192,0.0,1.0
2018-11-23,-0.20723282362357304,-0.2376258477610683,-0.16142213235603858,-0.2639959560217364,-0.2359408568178946,0.0,1.0
2018-11-26,-0.20715143091793542,-0.24019205256175372,-0.16071767009918503,-0.2629772358750816,-0.23478004506496516,0.0,1.0
2018-11-27,-0.20682908356475635,-0.24036438609778676,-0.15978709080198603,-0.2626020365227636,-0.2342632331902718,0.0,1.0
2018-11-28,-0.2069429833789186,-0.2396802019776983,-0.15996212918156955,-0.26288659793814434,-0.23446244477172312,0.0,1.0
2018-11-29,-0.20364269677067376,-0.23828608598946638,-0.156996873491827,-0.26336110120234174,-0.23604087542228847,0.0,1.0
2018-11-30,-0.20392321409839503,-0.23837197104793872,-0.1566768068813595,-0.26375747403755373,-0.2352459876219448,0.0,1.0
2018-12-03,-0.20390141583639224,-0.23865757734661774,-0.15563712637650762,-0.26399580492920816,-0.23532249606712113,0.0,1.0
2018-12-04,-0.20339231801408922,-0.23865732975511575,-0.1558830929218383,-0.2636489433076149,-0.23503019121100302,0.0,1.0
2018-12-06,-0.19955939812120707,-0.22580846288137002,-0.1645606451076565,-0.26043311996009644,-0.22796990606035414,0.0,1.0
2018-12-07,-0.19772883259499593,-0.2269295563736195,-0.16237183086874232,-0.26182899690106276,-0.23094361598136479,0.0,1.0
2018-12-10,-0.19365533246306543,-0.22713992664884688,-0.16193199477839249,-0.261826319388326,-0.22751289861378754,0.0,1.0
2018-12-11,-0.19324422339653924,-0.22747901771837117,-0.16157911097295619,-0.26179670500466273,-0.22822505439850796,0.0,1.0
2018-12-12,-0.1934347411613545,-0.22740083723629126,-0.16174824884983627,-0.2618435777344883,-0.2279189290007046,0.0,1.0
2018-12-13,-0.19384136858475892,-0.2284914463452566,-0.16116122343182995,-0.2614618973561431,-0.2286573354069466,0.0,1.0
2018-12-14,-0.19383607101377137,-0.22925999668159946,-0.1608387257341961,-0.2612825618052099,-0.22880371660859466,0.0,1.0
2018-12-17,-0.19306571612127743,-0.22902202971835947,-0.16028018983275652,-0.2603983172030755,-0.22966447682009408,0.0,1.0
2018-12-18,-0.1914651787559413,-0.22620376110766688,-0.15881380450506302,-0.2597437487084108,-0.23031618102913823,0.0,1.0
2018-12-19,-0.19071238142476285,-0.2264244528489057,-0.15890631781263562,-0.26013185359704055,-0.23049579432492198,0.0,1.0
2018-12-20,-0.18907875185735512,-0.22391447911507348,-0.16177563150074295,-0.25990589400693415,-0.22907379891035168,0.0,1.0
2018-12-21,-0.18865166457351096,-0.22363138498280868,-0.16168083836033847,-0.26031994399950587,-0.22453727532889997,0.0,1.0
2018-12-24,-0.19143758635623104,-0.2267637293518385,-0.15961724856158874,-0.2620486275803757,-0.22237116165886453,0.0,1.0
2018-12-26,-0.1934417477721654,-0.22923083240934664,-0.15818652211408155,-0.25448646872818365,-0.21797872777298674,0.0,1.0
2018-12-27,-0.18430138099106416,-0.22343623070674248,-0.15922014622258326,-0.2424654752233956,-0.2214459788789602,0.0,1.0
2018-12-28,-0.18429763814707256,-0.22341138482159176,-0.15921691273532218,-0.24246055116671064,-0.22142117341240022,0.0,1.0
