Date,IWF,IWM,MTUM,NFG,SPY,VLUE,VXX
2018-11-12,-0.0,-0.5375412102520472,-0.0,1.0,-0.5239285334467724,-0.5972561948314368,0.0
2018-11-13,-0.0,-0.5283138247390067,-0.0,1.0,-0.5172677422756512,-0.5907413265844143,0.0
2018-11-14,-0.0,-0.5279616104622037,-0.0,1.0,-0.5179687294012182,-0.5907137395522978,0.0
2018-11-15,-0.0,-0.5368421052631579,-0.0,1.0,-0.5242586160833556,-0.6105797488645471,0.0
2018-11-16,-0.0,-0.5298067954696869,-0.0,1.0,-0.5220519653564291,-0.6130313124583612,0.0
2018-11-19,-0.0,-0.5320279944438508,-0.0,1.0,-0.524682124158564,-0.6145154396837269,0.0
2018-11-20,-0.0,-0.514805042509528,-0.0,1.0,-0.5163241917859333,-0.634071586578183,0.0
2018-11-21,-0.0,-0.5099484740388426,-0.0,1.0,-0.5148104108865108,-0.6175980975029726,0.0
2018-11-23,-0.0,-0.5112344699973566,-0.0,1.0,-0.5145915939730372,-0.617605075337034,0.0
2018-11-26,-0.0,-0.5142298443569484,-0.0,1.0,-0.5126179214121502,-0.6156488650476971,0.0
2018-11-27,-0.0,-0.513285278333158,-0.0,1.0,-0.5065505629801115,-0.610912343470483,0.0
2018-11-28,-0.0,-0.5179647811323734,-0.0,1.0,-0.504540549077413,-0.609697033507936,0.0
2018-11-29,-0.0,-0.5029730857500522,-0.0,1.0,-0.4942624660963906,-0.610734404339662,0.0
2018-11-30,-0.0,-0.5033543031663578,-0.0,1.0,-0.49408755122817094,-0.6129108042496542,0.0
2018-12-03,-0.0,-0.5033017513637669,-0.0,1.0,-0.49398376530159477,-0.6127946127946127,0.0
2018-12-04,-0.0,-0.5031449823828787,-0.0,1.0,-0.4938535821479838,-0.612945321675584,0.0
2018-12-06,-0.0,-0.4586217426710098,-0.0,1.0,-0.49043159609120524,-0.5957349348534202,0.0
2018-12-07,-0.0,-0.46138937060083646,-0.0,1.0,-0.49553708048556566,-0.593313271447516,0.0
2018-12-10,-0.0,-0.46180485338725985,-0.0,1.0,-0.489737108190091,-0.5762386248736097,0.0
2018-12-11,-0.0,-0.46197838904775157,-0.0,1.0,-0.49773515195991597,-0.5708429283599463,0.0
2018-12-12,-0.0,-0.462040692377771,-0.0,1.0,-0.4980008097985626,-0.5705790059722644,0.0
2018-12-13,-0.0,-0.45976081515005945,-0.0,1.0,-0.4994563980683169,-0.569163864377639,0.0
2018-12-14,-0.0,-0.44856622667273555,-0.0,1.0,-0.5095079148333587,-0.5706266120467304,0.0
2018-12-17,-0.0,-0.44481664315937935,-0.0,1.0,-0.49508865605480556,-0.5787326213983478,0.0
2018-12-18,-0.0,-0.4403614457831326,-0.0,1.0,-0.4916415662650602,-0.578062248995984,0.0
2018-12-19,-0.0,-0.44117277592141296,-0.0,1.0,-0.4927266788935507,-0.5784739843730372,0.0
2018-12-20,-0.0,-0.4302328489608083,-0.0,1.0,-0.4971112722907235,-0.5737188305029638,0.0
2018-12-21,-0.0,-0.4288273939876568,-0.0,1.0,-0.49671511049173805,-0.5630101532948437,0.0
2018-12-24,-0.0,-0.4134810345680234,-0.0,1.0,-0.48827951139904063,-0.5709163740665645,0.0
2018-12-26,-0.0,-0.4143103147071302,-0.0,1.0,-0.5015098954303826,-0.5798747161147022,0.0
2018-12-27,-0.0,-0.3864470633693972,-0.0,1.0,-0.44817426584234926,-0.580370942812983,0.0
2018-12-28,-0.0,-0.38678607637715445,-0.0,1.0,-0.44752088060638245,-0.5796359774054941,0.0
2018-12-31,-0.0,-0.3843997680262904,-0.0,1.0,-0.44998066885752946,-0.5820123719311812,0.0
2019-01-02,-0.0,-0.383688645307709,-0.0,1.0,-0.44844153649291385,-0.5821965764504213,0.0
2019-01-03,-0.0,-0.3837108224271985,-0.0,1.0,-0.4589752257690636,-0.5719563432655623,0.0
2019-01-04,-0.0,-0.39012945762548723,-0.0,1.0,-0.4370037056643727,-0.5791183406323692,0.0
2019-01-07,-0.0,-0.3741222243309926,-0.0,1.0,-0.4302998671474663,-0.5679445815145189,0.0
2019-01-08,-0.0,-0.3625124342759699,-0.0,1.0,-0.43967599829472787,-0.5662687698356307,0.0
2019-01-09,-0.0,-0.36500711237553346,-0.0,1.0,-0.4403271692745377,-0.5654575628259839,0.0
2019-01-10,-0.0,-0.3634575741061062,-0.0,1.0,-0.4415088974717437,-0.5645333270146672,0.0
2019-01-11,-0.0,-0.3575178770817001,-0.0,1.0,-0.44513339510132327,-0.5730406480887559,0.0
2019-01-14,-0.0,-0.35880982936451356,-0.0,1.0,-0.4463615190836066,-0.5713674604306288,0.0
2019-01-15,-0.0,-0.3588516746411483,-0.0,1.0,-0.4460472755838034,-0.5755433359518198,0.0
2019-01-16,-0.0,-0.35918746427891024,-0.0,1.0,-0.4475376262145171,-0.5746808915983996,0.0
2019-01-17,-0.0,-0.36444063926940634,-0.0,1.0,-0.4437309741248097,-0.5700627853881278,0.0
2019-01-18,-0.0,-0.3409434801958166,-0.0,1.0,-0.39561637739207833,-0.48862928348909657,0.0
2019-01-22,-0.0,-0.3030996047781873,-0.0,1.0,-0.3926462098672232,-0.524601447666415,0.0
2019-01-23,-0.0,-0.2811297675970199,-0.0,1.0,-0.3979762037139998,-0.544823751806961,0.0
2019-01-24,-0.0,-0.28009609395853724,-0.0,1.0,-0.40068066553963877,-0.5436204288637779,0.0
2019-01-25,-0.0,-0.22615564657694556,-0.0,1.0,-0.4145024080658955,-0.609893324931359,0.0
2019-01-28,-0.0,-0.21807779804941776,-0.0,1.0,-0.426695497443521,-0.6076311462486205,0.0
2019-01-29,-0.0,-0.2039950344204943,-0.0,1.0,-0.43347252003159914,-0.6196140390475116,0.0
2019-01-30,-0.0,-0.20161981681180347,-0.0,1.0,-0.4299056986870009,-0.6245093173306864,0.0
2019-01-31,-0.0,-0.20932071294643867,-0.0,1.0,-0.41188695868254,-0.6378114622630853,0.0
2019-02-01,-0.0,-0.2082834083150589,-0.0,1.0,-0.41502950285985574,-0.6374652408835033,0.0
2019-02-04,-0.0,-0.20612300559116326,-0.0,1.0,-0.4112686940315469,-0.6554388835856176,0.0
2019-02-05,-0.0,-0.19466169516187704,-0.0,1.0,-0.4071707893779556,-0.6716987995634776,0.0
2019-02-06,-0.0,-0.19402374130167824,-0.0,1.0,-0.4087187883749488,-0.6713285123027243,0.0
2019-02-07,-0.0,-0.19749800978050724,-0.0,1.0,-0.4133060388945753,-0.6637325145001707,0.0
2019-02-08,-0.0,-0.20239014858908533,-0.0,1.0,-0.42016176671059213,-0.6494524469486982,0.0
2019-02-11,-0.0,-0.1954473025267471,-0.0,1.0,-0.4227407238788982,-0.6581379467334395,0.0
2019-02-12,-0.0,-0.19546283629730962,-0.0,1.0,-0.4284313725490196,-0.6560647514819882,0.0
2019-02-13,-0.0,-0.19087155755183524,-0.0,1.0,-0.42702236740619753,-0.6506056893970328,0.0
2019-02-14,-0.0,-0.17011598817375484,-0.0,1.0,-0.4513759381396407,-0.6527859904480328,0.0
2019-02-15,-0.0,-0.17382799172031024,-0.0,1.0,-0.4495826035529877,-0.6512521893410368,0.0
2019-02-19,-0.0,-0.16637884021087074,-0.0,1.0,-0.4563033993819305,-0.6496318851117978,0.0
2019-02-20,-0.0,-0.16758316669696416,-0.0,1.0,-0.456530630794401,-0.648223050354481,0.0
2019-02-21,-0.0,-0.18511800847937968,-0.0,1.0,-0.4498378942118031,-0.632280590382479,0.0
2019-02-22,-0.0,-0.17005649717514124,-0.0,1.0,-0.4696045197740113,-0.620225988700565,0.0
2019-02-25,-0.0,-0.1706624892158198,-0.0,1.0,-0.47691050265631385,-0.6227807292376152,0.0
2019-02-26,-0.0,-0.16896583019467257,-0.0,1.0,-0.4797613105232109,-0.6201842356037574,0.0
2019-02-27,-0.0,-0.17582392622708795,-0.0,1.0,-0.4853839689281577,-0.6101028914075454,0.0
2019-02-28,-0.0,-0.17713870337558493,-0.0,1.0,-0.4856662577802008,-0.6088092317477626,0.0
2019-03-01,-0.0,-0.17396433594990698,-0.0,1.0,-0.48983619946458545,-0.6049049412405281,0.0
2019-03-04,-0.0,-0.1624329887579452,-0.0,1.0,-0.4949670881494718,-0.6045827772625484,0.0
2019-03-05,-0.0,-0.1504090909090909,-0.0,1.0,-0.5208636363636363,-0.6014545454545455,0.0
2019-03-06,-0.0,-0.14789931225457928,-0.0,1.0,-0.5149238486506117,-0.6069864039766666,0.0
2019-03-07,-0.0,-0.12179617690306527,-0.0,1.0,-0.533559552086868,-0.6068544282321005,0.0
2019-03-08,-0.0,-0.10832175319497915,-0.0,1.0,-0.5550948811991707,-0.614643369706358,0.0
2019-03-11,-0.0,-0.10811989350959332,-0.0,1.0,-0.5562976223262646,-0.6306343523363629,0.0
2019-03-12,-0.0,-0.08239241092086998,-0.0,1.0,-0.5701527070800556,-0.6611985192040722,0.0
2019-03-13,-0.0,-0.09228371368088026,-0.0,1.0,-0.5783841626538256,-0.6556168143857446,0.0
2019-03-14,-0.0,-0.09057601335683145,-0.0,1.0,-0.579816343567387,-0.648501994249142,0.0
2019-03-15,-0.0,-0.08445136838189131,-0.0,1.0,-0.5831143767293696,-0.6576603808682306,0.0
2019-03-18,-0.0,-0.09080947496036557,-0.0,1.0,-0.5850508253287325,-0.6555767975380024,0.0
2019-03-19,-0.0,-0.09248744012150951,-0.0,1.0,-0.5842271293375395,-0.6600070101647388,0.0
2019-03-20,-0.0,-0.10271145095463716,-0.0,1.0,-0.5830323216212413,-0.6598254913918469,0.0
2019-03-21,-0.0,-0.10094836670179137,-0.0,1.0,-0.5962767825781524,-0.6444210279826719,0.0
2019-03-22,-0.0,-0.10226954328943681,-0.0,1.0,-0.5953348276828243,-0.6372933594844494,0.0
2019-03-25,-0.0,-0.06174412677818451,-0.0,1.0,-0.6159816505259256,-0.6391038413419211,0.0
2019-03-26,-0.0,-0.07151503864419406,-0.0,1.0,-0.6154437098426296,-0.641004749045535,0.0
2019-03-27,-0.0,-0.05427257097718507,-0.0,1.0,-0.6238790019051159,-0.64516054086706,0.0
2019-03-28,-0.0,-0.04833612195575386,-0.0,1.0,-0.6176798661461238,-0.6578592675218442,0.0
2019-03-29,-0.0,-0.048754440136512436,-0.0,1.0,-0.6145148933206417,-0.6583938894435029,0.0
2019-04-01,-0.0,-0.05163579030350808,-0.0,1.0,-0.6145285075007535,-0.6524612209881981,0.0
2019-04-02,-0.0,-0.06589156263751535,-0.0,1.0,-0.6366120851379207,-0.6135442480950506,0.0
2019-04-03,-0.0,-0.06729166666666667,-0.0,1.0,-0.6321296296296296,-0.6154166666666666,0.0
2019-04-04,-0.0,-0.06678403483981561,-0.0,1.0,-0.6313095045055479,-0.6183835622784869,0.0
2019-04-05,-0.0,-0.06567143420107097,-0.0,1.0,-0.636755603977839,-0.6156610028048866,0.0
2019-04-08,-0.0,-0.06502371861622122,-0.0,1.0,-0.6381349068610437,-0.6108527131782946,0.0
2019-04-09,-0.0,-0.05692150677305623,-0.0,1.0,-0.661045648543329,-0.6015494525886065,0.0
2019-04-10,-0.0,-0.03954137541236994,-0.0,1.0,-0.6532401319583824,-0.6141832191385794,0.0
2019-04-11,-0.0,-0.03424862476120331,-0.0,1.0,-0.650171473289295,-0.6172117752664166,0.0
2019-04-12,-0.0,-0.034434342271837955,-0.0,1.0,-0.6505466682011739,-0.6167568189665095,0.0
2019-04-15,-0.0,-0.035097813578826235,-0.0,1.0,-0.6471576524741082,-0.619240506329114,0.0
2019-04-16,-0.0,-0.03296247667749291,-0.0,1.0,-0.6517863312832561,-0.6187086817312787,0.0
2019-04-17,-0.0,-0.021134388900412547,-0.0,1.0,-0.6653990642789648,-0.618175113508032,0.0
2019-04-18,-0.0,-0.04440365267095755,-0.0,1.0,-0.6781141808211539,-0.6010642005716013,0.0
2019-04-22,-0.0,-0.051953777612771486,-0.0,1.0,-0.6727770558752552,-0.5956701317987748,0.0
2019-04-23,-0.0,-0.06699660044864827,-0.0,1.0,-0.6768344857889502,-0.5687657547235262,0.0
2019-04-24,-0.0,-0.07498730202705822,-0.0,1.0,-0.667982638407905,-0.5657293253913285,0.0
2019-04-25,-0.0,-0.06524995966533755,-0.0,1.0,-0.675801507363957,-0.5638094360061771,0.0
2019-04-26,-0.0,-0.07129147878367441,-0.0,1.0,-0.6610012718233321,-0.5800901838362817,0.0
2019-04-29,-0.0,-0.06904525169375911,-0.0,1.0,-0.6607163502670705,-0.5825143940620158,0.0
2019-04-30,-0.0,-0.06354832730979519,-0.0,1.0,-0.6701881197294041,-0.5829858215179315,0.0
2019-05-01,-0.0,-0.05546913092943881,-0.0,1.0,-0.6774478162947827,-0.5889618983491606,0.0
2019-05-02,-0.0,-0.05604829347573717,-0.0,1.0,-0.6722544694683074,-0.5934989551892268,0.0
2019-05-03,-0.0,-0.05251661476971697,-0.0,1.0,-0.6754891481154436,-0.5957382534739972,0.0
2019-05-06,-0.0,-0.03457557896690955,-0.0,1.0,-0.6862208196036571,-0.5997122569267184,0.0
2019-05-07,-0.0,-0.03081284565692243,-0.0,1.0,-0.689292187572617,-0.6036389831296184,0.0
2019-05-08,-0.0,-0.04228354301336855,-0.0,1.0,-0.6758416162739511,-0.5987813071986284,0.0
2019-05-09,-0.0,-0.04314261869436202,-0.0,1.0,-0.6750741839762612,-0.6000324554896143,0.0
2019-05-10,-0.0,-0.04318497913769124,-0.0,1.0,-0.6783727399165508,-0.5964765878535002,0.0
2019-05-13,-0.0,-0.042944216551947904,-0.0,1.0,-0.6781617186956824,-0.5964448770539293,0.0
2019-05-14,-0.0,-0.00426899242598118,-0.0,1.0,-0.6942621069543263,-0.596626118889144,0.0
2019-05-15,-0.0,-0.0,-0.0,1.0,-0.6961541979147613,-0.5902917505030181,0.0
2019-05-16,-0.0,-0.0023791549424656278,-0.0,1.0,-0.6932491478507536,-0.5920435568366389,0.0
2019-05-17,-0.0,-0.0,-0.0,1.0,-0.6897420625830394,-0.6009987629999541,0.0
2019-05-20,-0.0,-0.0,-0.0,1.0,-0.6894262032330447,-0.600265604249668,0.0
2019-05-21,-0.0,-0.0,-0.0,1.0,-0.6870623770079173,-0.6011624181959636,0.0
2019-05-22,-0.0,-0.0,-0.0,1.0,-0.6845570312322026,-0.5935029728683052,0.0
2019-05-23,-0.0,-0.0,-0.0,1.0,-0.6929164297896532,-0.5811028993746447,0.0
2019-05-24,-0.0,-0.0,-0.0,1.0,-0.690410834599941,-0.5781402418275449,0.0
2019-05-28,-0.0,-0.0,-0.0,1.0,-0.6904680870374152,-0.5784720804120437,0.0
2019-05-29,-0.0,-0.0,-0.0,1.0,-0.6874232431203092,-0.586854673641119,0.0
2019-05-30,-0.0,-0.0,-0.0,1.0,-0.6932935032950996,-0.5870521971130824,0.0
2019-05-31,-0.0,-0.0,-0.0,1.0,-0.6846920847879162,-0.5970064115727748,0.0
2019-06-03,-0.0,-0.0,-0.0,1.0,-0.6949183344312942,-0.5767020285772699,0.0
2019-06-04,-0.0,-0.0,-0.0,1.0,-0.6953865025100516,-0.5761306589737183,0.0
2019-06-05,-0.0,-0.0,-0.0,1.0,-0.6989276442036346,-0.5586635060390563,0.0
2019-06-06,-0.0,-0.0,-0.0,1.0,-0.7010734743583961,-0.5541247575661902,0.0
2019-06-07,-0.0,-0.0,-0.0,1.0,-0.6989641972528711,-0.5527809052015312,0.0
2019-06-10,-0.0,-0.0,-0.0,1.0,-0.6893287047473062,-0.5648528019476129,0.0
2019-06-11,-0.0,-0.0,-0.0,1.0,-0.7198132543839673,-0.5575950808471875,0.0
2019-06-12,-0.0,-0.0,-0.0,1.0,-0.7258939974457217,-0.5546889253785806,0.0
2019-06-13,-0.0,-0.0,-0.0,1.0,-0.7359782683132832,-0.5467847604264159,0.0
2019-06-14,-0.0,-0.0,-0.0,1.0,-0.7397300938506155,-0.5437170324024387,0.0
2019-06-17,-0.0,-0.0,-0.0,1.0,-0.7434907728850721,-0.5404257262927097,0.0
2019-06-18,-0.0,-0.0,-0.0,1.0,-0.7443406354935239,-0.539963907988213,0.0
2019-06-19,-0.0,-0.0,-0.0,1.0,-0.7494360259769853,-0.5292696821237325,0.0
2019-06-20,-0.0,-0.0,-0.0,1.0,-0.7500741112352634,-0.5302715891729186,0.0
2019-06-21,-0.0,-0.0,-0.0,1.0,-0.7377511135351331,-0.5347695664030543,0.0
2019-06-24,-0.0,-0.0,-0.0,1.0,-0.7257003709519583,-0.5500785143715436,0.0
2019-06-25,-0.0,-0.0,-0.0,1.0,-0.7195935217529376,-0.5487002676586672,0.0
2019-06-26,-0.0,-0.0,-0.0,1.0,-0.7088311982768394,-0.5584627593243396,0.0
2019-06-27,-0.0,-0.0,-0.0,1.0,-0.7501313775218772,-0.5346950899079215,0.0
2019-06-28,-0.0,-0.0,-0.0,1.0,-0.772071472807762,-0.521664334701929,0.0
2019-07-01,-0.0,-0.0,-0.0,1.0,-0.7692343056800681,-0.5294577385467669,0.0
2019-07-02,-0.0,-0.0,-0.0,1.0,-0.768405330882353,-0.5293658088235295,0.0
2019-07-03,-0.0,-0.0,-0.0,1.0,-0.7752036074172918,-0.5254221690516726,0.0
2019-07-05,-0.0,-0.0,-0.0,1.0,-0.774874163966076,-0.5235008848743938,0.0
2019-07-08,-0.0,-0.0,-0.0,1.0,-0.7764967962703535,-0.5201065613301794,0.0
2019-07-09,-0.0,-0.0,-0.0,1.0,-0.7719322375810925,-0.5204364670013525,0.0
2019-07-10,-0.0,-0.0,-0.0,1.0,-0.7706800522588186,-0.5213504778931445,0.0
2019-07-11,-0.0,-0.0,-0.0,1.0,-0.7764832694998051,-0.5169139738091416,0.0
2019-07-12,-0.0,-0.0,-0.0,1.0,-0.779554107986605,-0.5141290884902977,0.0
2019-07-15,-0.0,-0.0,-0.0,1.0,-0.786766387630941,-0.5004116920543433,0.0
2019-07-16,-0.0,-0.0,-0.0,1.0,-0.8019845289621511,-0.5002762685330141,0.0
2019-07-17,-0.0,-0.0,-0.0,1.0,-0.8011274735388864,-0.4998159226875288,0.0
2019-07-18,-0.0,-0.0,-0.0,1.0,-0.7972074621029144,-0.5030478687921238,0.0
2019-07-19,-0.0,-0.0,-0.0,1.0,-0.8190941961802336,-0.49870202113851286,0.0
2019-07-22,-0.0,-0.0,-0.0,1.0,-0.8312386538192991,-0.49618302844109297,0.0
2019-07-23,-0.0,-0.0,-0.0,1.0,-0.8240987906501706,-0.49713330702629926,0.0
2019-07-24,-0.0,-0.0,-0.0,1.0,-0.8140016093803885,-0.48511323140590873,0.0
2019-07-25,-0.0,-0.0,-0.0,1.0,-0.8259001401622206,-0.4718641575331449,0.0
2019-07-26,-0.0,-0.0,-0.0,1.0,-0.8312003326557014,-0.478908704490852,0.0
2019-07-29,-0.0,-0.0,-0.0,1.0,-0.8239987012685823,-0.49518773626475565,0.0
2019-07-30,-0.0,-0.0,-0.0,1.0,-0.8223310207206997,-0.49801610320904,0.0
2019-07-31,-0.0,-0.0,-0.0,1.0,-0.8333411182213089,-0.5021252744173011,0.0
2019-08-01,-0.0,-0.0,-0.0,1.0,-0.8372315816529196,-0.4993807977194663,0.0
2019-08-02,-0.0,-0.0,-0.0,1.0,-0.8386682842611171,-0.4944006345947459,0.0
2019-08-05,-0.0,-0.0,-0.0,1.0,-0.8870709628108057,-0.5014450521890749,0.0
2019-08-06,-0.0,-0.0,-0.0,1.0,-0.8608085438177823,-0.5019729225243957,0.0
2019-08-07,-0.0,-0.0,-0.0,1.0,-0.8500824888050907,-0.5067405137874146,0.0
2019-08-08,-0.0,-0.0,-0.0,1.0,-0.8566599692707718,-0.5071268171610921,0.0
2019-08-09,-0.0,-0.0,-0.0,1.0,-0.8420632123134767,-0.5078369169310304,0.0
2019-08-12,-0.0,-0.0,-0.0,1.0,-0.8424259667591342,-0.5285345093297296,0.0
2019-08-13,-0.0,-0.0,-0.0,1.0,-0.837477818525967,-0.5285460783153909,0.0
2019-08-14,-0.0,-0.0,-0.0,1.0,-0.8292234428780235,-0.5282663020415861,0.0
2019-08-15,-0.0,-0.0,-0.0,1.0,-0.8235869034044633,-0.5034556582039885,0.0
2019-08-16,-0.0,-0.0,-0.0,1.0,-0.8246055020248569,-0.5028161802355351,0.0
2019-08-19,-0.0,-0.0,-0.0,1.0,-0.8253949841078346,-0.49462914414309905,0.0
2019-08-20,-0.0,-0.0,-0.0,1.0,-0.8246081178077752,-0.49081942161198455,0.0
2019-08-21,-0.0,-0.0,-0.0,1.0,-0.8285701072881984,-0.4836755456899741,0.0
2019-08-22,-0.0,-0.0,-0.0,1.0,-0.8277928146760126,-0.4855761445392926,0.0
2019-08-23,-0.0,-0.0,-0.0,1.0,-0.8344643891140706,-0.481667631731326,0.0
2019-08-26,-0.0,-0.0,-0.0,1.0,-0.8307067537322043,-0.47668381826991857,0.0
2019-08-27,-0.0,-0.0,-0.0,1.0,-0.8302731131205019,-0.47642553976748475,0.0
2019-08-28,-0.0,-0.0,-0.0,1.0,-0.8277366198158278,-0.4801864801864802,0.0
2019-08-29,-0.0,-0.0,-0.0,1.0,-0.8330911690767776,-0.4732350838349593,0.0
2019-08-30,-0.0,-0.0,-0.0,1.0,-0.8343596485158791,-0.47196660439585786,0.0
2019-09-03,-0.0,-0.0,-0.0,1.0,-0.8345639132441163,-0.4727734194739271,0.0
2019-09-04,-0.0,-0.0,-0.0,1.0,-0.833610188261351,-0.4734911406423034,0.0
2019-09-05,-0.0,-0.0,-0.0,1.0,-0.8338164918093134,-0.4669381557150745,0.0
2019-09-06,-0.0,-0.0,-0.0,1.0,-0.8395424686480776,-0.4573016675088429,0.0
2019-09-09,-0.0,-0.0,-0.0,1.0,-0.845260810593347,-0.45364261247385,0.0
2019-09-10,-0.0,-0.0,-0.0,1.0,-0.8134606050800841,-0.4977465504888252,0.0
2019-09-11,-0.0,-0.0,-0.0,1.0,-0.7924510804043402,-0.5260131688769359,0.0
2019-09-12,-0.0,-0.0,-0.0,1.0,-0.7898674944403261,-0.5266632690882135,0.0
2019-09-13,-0.0,-0.0,-0.0,1.0,-0.773790734379352,-0.5472565221427907,0.0
2019-09-16,-0.0,-0.0,-0.0,1.0,-0.7730328742986972,-0.5453238744377985,0.0
2019-09-17,-0.0,-0.0,-0.0,1.0,-0.7775792453705852,-0.5429294101266998,0.0
2019-09-18,-0.0,-0.0,-0.0,1.0,-0.7728761586173252,-0.550166097521314,0.0
2019-09-19,-0.0,-0.0,-0.0,1.0,-0.7767736839659899,-0.546322538679552,0.0
2019-09-20,-0.0,-0.0,-0.0,1.0,-0.7795821506677214,-0.5469731515518125,0.0
2019-09-23,-0.0,-0.0,-0.0,1.0,-0.7851496000559688,-0.5468855670343509,0.0
2019-09-24,-0.0,-0.0,-0.0,1.0,-0.7879882539386595,-0.5425794723594667,0.0
2019-09-25,-0.0,-0.0,-0.0,1.0,-0.7852208499057987,-0.5407624497011142,0.0
2019-09-26,-0.0,-0.0,-0.0,1.0,-0.8432725132430842,-0.5110535609181872,0.0
2019-09-27,-0.0,-0.0,-0.0,1.0,-0.8479655360143915,-0.5190664425876393,0.0
2019-09-30,-0.0,-0.0,-0.0,1.0,-0.8551471457274554,-0.5086396407044085,0.0
2019-10-01,-0.0,-0.0,-0.0,1.0,-0.8533317608208515,-0.5054369619058852,0.0
2019-10-02,-0.0,-0.0,-0.0,1.0,-0.8674893596785315,-0.5102361081389543,0.0
2019-10-03,-0.0,-0.0,-0.0,1.0,-0.8659457157055301,-0.5004141129700181,0.0
2019-10-04,-0.0,-0.0,-0.0,1.0,-0.8659360990535828,-0.5060366706990204,0.0
2019-10-07,-0.0,-0.0,-0.0,1.0,-0.8508885794529278,-0.5092162091996885,0.0
