Date,BPYU,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-04-26,1.0,-0.0,-0.104171650002392,-0.0,-0.7283643496148878,-0.5594651485432713,0.0
2019-04-29,1.0,-0.0,-0.09946905194680954,-0.0,-0.7279728307662872,-0.5641920979623075,0.0
2019-04-30,1.0,-0.0,-0.09374101408990702,-0.0,-0.738498035080993,-0.5639796798619764,0.0
2019-05-01,1.0,-0.0,-0.09541381128096996,-0.0,-0.7382230315809651,-0.5625149757991087,0.0
2019-05-02,1.0,-0.0,-0.08973376747749473,-0.0,-0.7357785864776862,-0.5686650067036967,0.0
2019-05-03,1.0,-0.0,-0.08978380060813561,-0.0,-0.7357243757033065,-0.5687265065721743,0.0
2019-05-06,1.0,-0.0,-0.07810334114048086,-0.0,-0.7405716743941494,-0.5712681038191291,0.0
2019-05-07,1.0,-0.0,-0.0746133065576514,-0.0,-0.7434076836644433,-0.5726648975591098,0.0
2019-05-08,1.0,-0.0,-0.10036135870874488,-0.0,-0.7355576969404962,-0.5731630932305468,0.0
2019-05-09,1.0,-0.0,-0.10049379742261833,-0.0,-0.736239913284355,-0.572034204504396,0.0
2019-05-10,1.0,-0.0,-0.10040489732960571,-0.0,-0.7359973006844692,-0.5737009544008483,0.0
2019-05-13,1.0,-0.0,-0.10075408967162167,-0.0,-0.7342616907991423,-0.5742163972342015,0.0
2019-05-14,1.0,-0.0,-0.08622822879984772,-0.0,-0.733344437041972,-0.5597934710193205,0.0
2019-05-15,1.0,-0.0,-0.07882593596879311,-0.0,-0.7495123923695352,-0.5502354788069074,0.0
2019-05-16,1.0,-0.0,-0.0785479803986869,-0.0,-0.749988105999334,-0.5502640468147867,0.0
2019-05-17,1.0,-0.0,-0.07804738931007439,-0.0,-0.742186942985479,-0.5563609572925827,0.0
2019-05-20,1.0,-0.0,-0.07371695917543401,-0.0,-0.7439380625549196,-0.5572470135606906,0.0
2019-05-21,1.0,-0.0,-0.07300974575261515,-0.0,-0.7498272452164797,-0.5599876093120786,0.0
2019-05-22,1.0,-0.0,-0.07669842485756691,-0.0,-0.7504907358644133,-0.5666443242208072,0.0
2019-05-23,1.0,-0.0,-0.07687522430912788,-0.0,-0.753487259241536,-0.5622442875942099,0.0
2019-05-24,1.0,-0.0,-0.07065516169897458,-0.0,-0.756340081745823,-0.5632335014460883,0.0
2019-05-28,1.0,-0.0,-0.07142344926496952,-0.0,-0.7558742679574519,-0.5630452970001195,0.0
2019-05-29,1.0,-0.0,-0.07445488811489098,-0.0,-0.756524643351305,-0.554630469010926,0.0
2019-05-30,1.0,-0.0,-0.07718378924090188,-0.0,-0.770732176337676,-0.5558146242969088,0.0
2019-05-31,1.0,-0.0,-0.08328909906866767,-0.0,-0.7606524151908507,-0.5688365584133571,0.0
2019-06-03,1.0,-0.0,-0.09411736423299756,-0.0,-0.7775079933649061,-0.5323701228453975,0.0
2019-06-04,1.0,-0.0,-0.09216168039697452,-0.006455653514477044,-0.8046923929276871,-0.5055162113985643,0.0
2019-06-05,1.0,-0.0,-0.09184386062080094,-0.006285067546415586,-0.8052351482168228,-0.5047077804801695,0.0
2019-06-06,1.0,-0.0,-0.09298182255928736,-0.004670759600337066,-0.803539183820874,-0.5063921993499458,0.0
2019-06-07,1.0,-0.0,-0.08958388550225284,-0.0059272823651302315,-0.8057489820013011,-0.5082042262005156,0.0
2019-06-10,1.0,-0.0,-0.09213661636219223,-0.00028882951837677813,-0.8005150793077719,-0.5139721279514766,0.0
2019-06-11,1.0,-0.0,-0.09009922503078148,-0.009463798556287872,-0.8098307621737766,-0.5048163974795393,0.0
2019-06-12,1.0,-0.0,-0.0880761426224756,-0.007174606242149,-0.8115035269108126,-0.5089139047250942,0.0
2019-06-13,1.0,-0.0,-0.08407711099823428,-0.0039668142128050695,-0.8141886171782405,-0.5165566117601529,0.0
2019-06-14,1.0,-0.0,-0.08483924813121416,-0.003943198587222101,-0.8133149478675279,-0.5170670343759828,0.0
2019-06-17,1.0,-0.0,-0.09379096072624885,-0.0033254041458323216,-0.8069323753580271,-0.5232292829749017,0.0
2019-06-18,1.0,-0.0,-0.10023553407959596,-0.0019911128378214313,-0.8065463905009349,-0.5193890683048832,0.0
2019-06-19,1.0,-0.0,-0.10079980610761027,-0.005477460009694619,-0.8046534173533689,-0.5127241880756179,0.0
2019-06-20,1.0,-0.0,-0.10279190906214249,-0.01453155806537984,-0.8024973833459095,-0.5142759778984008,0.0
2019-06-21,1.0,-0.0,-0.09976073050441917,-0.016382635870892132,-0.8108550222178817,-0.5145270765174081,0.0
2019-06-24,1.0,-0.0,-0.09873287922068409,-0.015430064210552015,-0.8124221782758368,-0.5148807343929295,0.0
2019-06-25,1.0,-0.0,-0.10062263459895006,-0.015358320107434988,-0.8110609205225248,-0.5146868514222928,0.0
2019-06-26,1.0,-0.0,-0.09935199902188532,-0.016138892285120433,-0.8199046338183152,-0.5098911847414109,0.0
2019-06-27,1.0,-0.0,-0.11256647626551111,-0.031490053181012403,-0.8413186921410282,-0.47668406539294855,0.0
2019-06-28,1.0,-0.0,-0.11291394804875045,-0.03176166440970085,-0.8407238704911978,-0.4767450449341376,0.0
2019-07-01,1.0,-0.0,-0.10836408364083641,-0.03463714637146372,-0.8463714637146372,-0.4706519065190652,0.0
2019-07-02,1.0,-0.0,-0.11537042956551674,-0.029506503725196098,-0.8406648798839411,-0.47333349725835405,0.0
2019-07-03,1.0,-0.0,-0.10620319274733939,-0.03727335435553804,-0.8479256996452503,-0.4721127315727237,0.0
2019-07-05,1.0,-0.0,-0.10643436260134552,-0.037975307425022795,-0.8478523374159048,-0.4720668325981419,0.0
2019-07-08,1.0,-0.0,-0.10862170955338656,-0.03620723651779552,-0.847185250911959,-0.47273982056590746,0.0
2019-07-09,1.0,-0.0,-0.10345932094811018,-0.03644113733799832,-0.8483467205440299,-0.47565663036515055,0.0
2019-07-10,1.0,-0.0,-0.1036071551766619,-0.0366628886808259,-0.8480510520869265,-0.47560735228896667,0.0
2019-07-11,1.0,-0.0,-0.10574033013057403,-0.03584626755358463,-0.8459472776545948,-0.4761271249076127,0.0
2019-07-12,1.0,-0.0,-0.1251793222854316,-0.034875092752906255,-0.8483799159040317,-0.46500123670541677,0.0
2019-07-15,1.0,-0.0,-0.12529989364596472,-0.035146298632237644,-0.8480373970468206,-0.46484133461947513,0.0
2019-07-16,1.0,-0.0,-0.12789432020581834,-0.034162873540471005,-0.8477637047298635,-0.4639570552147239,0.0
2019-07-17,1.0,-0.0,-0.12575517480439735,-0.03533227691393483,-0.8500792314548876,-0.4648162820639794,0.0
2019-07-18,1.0,-0.0,-0.12646862400751938,-0.03848722451705459,-0.848722451705459,-0.4598184471542705,0.0
2019-07-19,1.0,-0.0,-0.12675289985902602,-0.03845868473771424,-0.8486384883634654,-0.45937724136225355,0.0
2019-07-22,1.0,-0.0,-0.12763008069706422,-0.03995247289469776,-0.8520966384474479,-0.45571562948660826,0.0
2019-07-23,1.0,-0.0,-0.12997820487418268,-0.03724985139686943,-0.8518674460075292,-0.45759857340994653,0.0
2019-07-24,1.0,-0.0,-0.12921557436037423,-0.03302975407598581,-0.8566890835546072,-0.46266471449487556,0.0
2019-07-25,1.0,-0.0,-0.1256014683268019,-0.034798353092911356,-0.8597400664715512,-0.46014187211667246,0.0
2019-07-26,1.0,-0.0,-0.11939410466817066,-0.03569923395393807,-0.8635248035302576,-0.4604953268711109,0.0
2019-07-29,1.0,-0.0,-0.1152359238699445,-0.03613203806502775,-0.862212529738303,-0.46461141950832674,0.0
2019-07-30,1.0,-0.0,-0.10917658730158729,-0.03697916666666667,-0.8638888888888889,-0.47011408730158727,0.0
2019-07-31,1.0,-0.0,-0.12676755147606053,-0.0347308360208385,-0.8584966509550979,-0.46080377077648227,0.0
2019-08-01,1.0,-0.0,-0.13116336633663367,-0.02589108910891089,-0.8641831683168316,-0.45400990099009897,0.0
2019-08-02,1.0,-0.0,-0.12318410910168989,-0.03715782191916197,-0.8661181934973812,-0.4441397371281747,0.0
