Date,IWF,IWM,MTUM,SPY,STZ,VLUE,VXX
2018-09-24,-0.34050869698746405,-0.5580590222520032,-0.04617918865343273,-0.45947455119077535,1.0,-0.38774883435240254,0.0
2018-09-25,-0.3410645008233554,-0.5572301766725278,-0.047308046554467055,-0.458734544642608,1.0,-0.38669792626085014,0.0
2018-09-26,-0.34067223603699254,-0.5573188790478053,-0.04503925567880193,-0.46022743147718703,1.0,-0.39074068900002795,0.0
2018-09-27,-0.34172762298285775,-0.5537439276341504,-0.04603830476296834,-0.45996426377798877,1.0,-0.39041822547322574,0.0
2018-09-28,-0.3423720293780893,-0.5533525091457454,-0.04624535731240749,-0.46007986818956126,1.0,-0.39054427657851376,0.0
2018-10-01,-0.34220596039438034,-0.5536966176018769,-0.04650448286456443,-0.45996145574393205,1.0,-0.3906935173030193,0.0
2018-10-02,-0.3419867401460262,-0.5630682295017764,-0.04411559011945058,-0.45886368086832463,1.0,-0.3894033065711808,0.0
2018-10-03,-0.3416468614567314,-0.5590381658045576,-0.04372990353697749,-0.4600027960296379,1.0,-0.3916398713826366,0.0
2018-10-04,-0.3467502659127806,-0.5528746571124671,-0.04430946649498964,-0.4671387784806583,1.0,-0.3880087331355315,0.0
2018-10-05,-0.33746148202494497,-0.5838004402054292,-0.009332355099046221,-0.5407776962582538,1.0,-0.46333088774761555,0.0
2018-10-08,-0.3360797537018032,-0.5813517079607096,-0.004808679079313883,-0.5460782876411083,1.0,-0.46383228265650195,0.0
2018-10-09,-0.3291217895608948,-0.5895372233400403,-0.0,-0.5594153154219434,1.0,-0.4808261332702095,0.0
2018-10-10,-0.3282295800509388,-0.5909790913937096,-0.0,-0.5595865663685364,1.0,-0.48273411123615473,0.0
2018-10-11,-0.27826212055819305,-0.5757732700330888,-0.0,-0.539778449144008,1.0,-0.4834700043159258,0.0
2018-10-12,-0.2798453359110682,-0.5678787706479402,-0.0,-0.5271657237085264,1.0,-0.4682284707019589,0.0
2018-10-15,-0.29951774026868755,-0.5593351705132621,-0.0,-0.5379779538408542,1.0,-0.4737627741416925,0.0
2018-10-16,-0.3011113982941328,-0.5574796818012119,-0.0,-0.538726630481606,1.0,-0.4745125068205967,0.0
2018-10-17,-0.2859849556020587,-0.5282223856116736,-0.0,-0.5343023584638878,1.0,-0.47941292913296757,0.0
2018-10-18,-0.2854719221851496,-0.527172991008313,-0.0,-0.5354012328224849,1.0,-0.479556636317367,0.0
2018-10-19,-0.2743139345642292,-0.5166956619338908,-0.0,-0.5367304562545598,1.0,-0.478253549581907,0.0
2018-10-22,-0.2749326145552561,-0.5189240790655886,-0.0,-0.5360792902066487,1.0,-0.477818957771788,0.0
2018-10-23,-0.2712012392620758,-0.5215321785663991,-0.0,-0.5418673426277989,1.0,-0.48187579214195186,0.0
2018-10-24,-0.27107923420116337,-0.5266561246964477,-0.0,-0.5437680013553962,1.0,-0.4822669000960072,0.0
2018-10-25,-0.24398135453797642,-0.48864820400329034,-0.0,-0.5517137373183438,1.0,-0.45760899369344665,0.0
2018-10-26,-0.22907895809001277,-0.4786647472634924,-0.0,-0.5575141918135644,1.0,-0.45087867017953664,0.0
2018-10-29,-0.22010604912888215,-0.48019694838220967,-0.0,-0.5534574180283519,1.0,-0.45160155827291415,0.0
2018-10-30,-0.24538265794730071,-0.4894245765726325,-0.0,-0.5612498973923988,1.0,-0.44014556598352805,0.0
2018-10-31,-0.25595352278644046,-0.4695678386451454,-0.0,-0.5711545312542818,1.0,-0.4437258502096407,0.0
2018-11-01,-0.24514928436550726,-0.47749103746476557,-0.0,-0.5703730056648696,1.0,-0.44361128595276533,0.0
2018-11-02,-0.2486120182887002,-0.45893207054212937,-0.0,-0.5744067058567385,1.0,-0.4395819725669497,0.0
2018-11-05,-0.24524450975589845,-0.4685824693172232,-0.0,-0.5754211228127466,1.0,-0.43206248129098973,0.0
2018-11-06,-0.24821112773772278,-0.4708747109236839,-0.0,-0.5729832675826418,1.0,-0.4286219561964359,0.0
2018-11-07,-0.24905217794506723,-0.4724381529061997,-0.0,-0.5756757493931212,1.0,-0.4303521261217031,0.0
2018-11-08,-0.23318361383191732,-0.47121056334217215,-0.0,-0.5691325288164943,1.0,-0.4322474159857135,0.0
2018-11-09,-0.2339832114811806,-0.47183861359328455,-0.0,-0.569022474952613,1.0,-0.4329542377470891,0.0
2018-11-12,-0.2336075522589346,-0.46106540795684425,-0.0,-0.5721915037086985,1.0,-0.4303708698583951,0.0
2018-11-13,-0.21533442088091354,-0.4563153531409622,-0.0,-0.57569598587971,1.0,-0.42695156847538307,0.0
2018-11-14,-0.214496090821463,-0.45809681910677946,-0.0,-0.5766573845989076,1.0,-0.4282960265609939,0.0
2018-11-15,-0.2139512482273299,-0.4578974125705723,-0.0,-0.5771278730634415,1.0,-0.42675193321381744,0.0
2018-11-16,-0.2109281157408643,-0.45063128953901177,-0.0,-0.5762485652510476,1.0,-0.4314924058404292,0.0
2018-11-19,-0.21327317867535173,-0.4500654048426279,-0.0,-0.5750553938973277,1.0,-0.4311914359699939,0.0
2018-11-20,-0.19492763245252956,-0.44453591820475374,-0.0,-0.5770548399946887,1.0,-0.439171424777586,0.0
2018-11-21,-0.198187040501726,-0.4389838994439906,-0.0,-0.5750349152810351,1.0,-0.42288334343460965,0.0
2018-11-23,-0.19786632865932555,-0.4453774855422641,-0.0,-0.5740051229237635,1.0,-0.4234334151944862,0.0
2018-11-26,-0.19775577557755775,-0.4457557755775578,-0.0,-0.5736501650165017,1.0,-0.4230759075907591,0.0
2018-11-27,-0.19196804037005885,-0.4470405803195963,-0.0,-0.5701745164003365,1.0,-0.4191021867115223,0.0
2018-11-28,-0.19393445210163607,-0.4405018675364301,-0.0,-0.5741227839444473,1.0,-0.42174759324530486,0.0
2018-11-29,-0.18707331746488454,-0.435693547121446,-0.0,-0.5711856870079256,1.0,-0.42175198137637,0.0
2018-11-30,-0.18552143364648296,-0.44006736664824603,-0.0,-0.5744059366858767,1.0,-0.431514960132628,0.0
2018-12-03,-0.18354946471315461,-0.4408817108135834,-0.0,-0.5745850540547649,1.0,-0.43135965489123285,0.0
2018-12-04,-0.18083961248654465,-0.4413347685683531,-0.0,-0.5730788416603219,1.0,-0.4301766914332222,0.0
2018-12-06,-0.17780528052805278,-0.41334055280528054,-0.0,-0.5716274752475248,1.0,-0.41563531353135313,0.0
2018-12-07,-0.1779674126018356,-0.413220583685676,-0.0,-0.571774775703826,1.0,-0.4151541713932144,0.0
2018-12-10,-0.16146751488209296,-0.4152167803581922,-0.0,-0.5738483942668813,1.0,-0.4043330522981018,0.0
2018-12-11,-0.15760411074468902,-0.4171076514047601,-0.0,-0.5729989518623616,1.0,-0.40872255029782445,0.0
2018-12-12,-0.15937172239134328,-0.41723158783351666,-0.0,-0.5741986646542683,1.0,-0.4073060295208616,0.0
2018-12-13,-0.1583137094297123,-0.4133050066550629,-0.0,-0.5820108528719156,1.0,-0.40601003378724276,0.0
2018-12-14,-0.15457745574141166,-0.42783730311672963,-0.0,-0.5782779619209127,1.0,-0.4087206762763689,0.0
2018-12-17,-0.14460175631736605,-0.42707186563916133,-0.0,-0.5705983256099747,1.0,-0.4179574489874293,0.0
2018-12-18,-0.14224369296833064,-0.42547861871533366,-0.0,-0.5708151215397592,1.0,-0.417503770160775,0.0
2018-12-19,-0.1323823695417928,-0.4311919544358356,-0.0,-0.5794294217250756,1.0,-0.42254605161886194,0.0
2018-12-20,-0.1309067688378033,-0.4211238825031928,-0.0,-0.5836781609195402,1.0,-0.418544061302682,0.0
2018-12-21,-0.1291988342962319,-0.42154506876629677,-0.0,-0.5855105066721202,1.0,-0.4201390664144383,0.0
2018-12-24,-0.1254463830221406,-0.4180695847362514,-0.0,-0.5853229262320172,1.0,-0.42192123252729313,0.0
2018-12-26,-0.12453569429603623,-0.4181804304686307,-0.0,-0.5823283977000967,1.0,-0.41909632117234,0.0
2018-12-27,-0.10976124816774738,-0.4019775906188666,-0.0,-0.5514397157834589,1.0,-0.42123177063923883,0.0
2018-12-28,-0.10745586811331528,-0.40430022096978424,-0.0,-0.5512575415249398,1.0,-0.4197681058668719,0.0
2018-12-31,-0.10823091247672252,-0.4032526381129733,-0.0,-0.5513097454996896,1.0,-0.4201117318435754,0.0
2019-01-02,-0.10329490110327005,-0.4049299274426001,-0.0,-0.5515356326408906,1.0,-0.4250819998012126,0.0
2019-01-03,-0.09625308503477675,-0.40941839303966293,-0.0,-0.5487996410141351,1.0,-0.43848627626953857,0.0
2019-01-04,-0.081198490715917,-0.4139608777678483,-0.0,-0.5443352199384371,1.0,-0.44290537185979545,0.0
2019-01-07,-0.07564077383875085,-0.40253363448885393,-0.0,-0.5421044878719434,1.0,-0.4347932829225179,0.0
2019-01-08,-0.07499262609379609,-0.4058106380886835,-0.0,-0.5411955559925278,1.0,-0.43599449415003444,0.0
2019-01-09,-0.07491952723787994,-0.4047718505049512,-0.0,-0.5409981079686463,1.0,-0.43649409047349924,0.0
2019-01-10,-0.05330943188086046,-0.4767788196359625,-0.0,-0.6926089354660783,1.0,-0.5351627137341424,0.0
2019-01-11,-0.05146622175720386,-0.49964652320221703,-0.0,-0.7177841246500579,1.0,-0.558945790798292,0.0
2019-01-14,-0.05784726738103989,-0.5001272300602222,-0.0,-0.7157680454635414,1.0,-0.5535921287002743,0.0
2019-01-15,-0.05304490814243593,-0.4941313222953051,-0.0,-0.7189271943751419,1.0,-0.5690065774552052,0.0
2019-01-16,-0.04267981635776229,-0.49591906138411834,-0.0,-0.7145043359972794,1.0,-0.5808535963271553,0.0
2019-01-17,-0.04732906588115334,-0.48895371891463213,-0.0,-0.7143545006514473,1.0,-0.5817708038293775,0.0
