Date,BILL,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-08-10,1.0,-0.9891440839308138,-0.4663993194798882,-0.7266172479442622,-0.8685948069834326,-0.0,0.0
2020-08-11,1.0,-1.0095086516487104,-0.45127326150832514,-0.7512650995755795,-0.8689193601044727,-0.0,0.0
2020-08-12,1.0,-1.010734693877551,-0.45016326530612244,-0.7514693877551021,-0.8692244897959184,-0.0,0.0
2020-08-13,1.0,-1.0061532192339038,-0.4595762021189894,-0.7379380603096984,-0.8713121434392829,-0.0,0.0
2020-08-14,1.0,-1.0048903741136197,-0.46026571032684005,-0.7369793789224877,-0.8732170511044095,-0.0,0.0
2020-08-17,1.0,-1.0041569874067735,-0.46056975180339893,-0.7371316786893263,-0.8736194318783878,-0.0,0.0
2020-08-18,1.0,-1.010289415430024,-0.4591702877756826,-0.7610068049520374,-0.8689021890628844,-0.0,0.0
2020-08-19,1.0,-1.0070921985815602,-0.463657606690444,-0.760054113885131,-0.8687328331898495,-0.0,0.0
2020-08-20,1.0,-1.0058630586305863,-0.4662566625666257,-0.7593685936859369,-0.8685526855268553,-0.0,0.0
2020-08-21,1.0,-1.0040583750102485,-0.4681069115356235,-0.7580142658030663,-0.8691481511847176,-0.0,0.0
2020-08-24,1.0,-1.003033781567727,-0.4714660544440801,-0.7574614627746803,-0.8677435224663824,-0.0,0.0
2020-08-25,1.0,-1.0059161873459326,-0.4674609695973706,-0.7750616269515201,-0.860024650780608,-0.0,0.0
2020-08-26,1.0,-1.0073577770470241,-0.46686945083854,-0.7761016113120685,-0.8601611312068399,-0.0,0.0
2020-08-27,1.0,-1.014534524642813,-0.4605344422942315,-0.7803351587268909,-0.8620249516202083,-0.0,0.0
2020-08-28,1.0,-1.0130597783545503,-0.4617888188522226,-0.7797964816874717,-0.8651588184402422,-0.0,0.0
2020-08-31,1.0,-1.0218192357057094,-0.45758290895540926,-0.7895499523868671,-0.8713203328779033,-0.0,0.0
2020-09-01,1.0,-1.021828273205484,-0.46195584641510995,-0.7807646108602907,-0.8774800149111543,-0.0,0.0
2020-09-02,1.0,-1.0157848945602188,-0.4612420764800928,-0.7829887724240792,-0.8830426316443634,-0.0,0.0
2020-09-03,1.0,-1.015612705512072,-0.4624176916387129,-0.7847765768004308,-0.8785356358967988,-0.0,0.0
2020-09-04,1.0,-1.0057686760888376,-0.46371914788413204,-0.7696237999093494,-0.8813712967159751,-0.0,0.0
2020-09-08,1.0,-1.0048623701994395,-0.4647684193176199,-0.7702736113400362,-0.8807483105323883,-0.0,0.0
2020-09-09,1.0,-0.988155252264437,-0.48006065822369764,-0.7464240337718758,-0.8838886839624573,-0.0,0.0
2020-09-10,1.0,-0.9834349053131006,-0.48292363695856677,-0.7387214200989815,-0.8849850709640475,-0.0,0.0
2020-09-11,1.0,-0.9751575673242204,-0.4918556110338053,-0.7398706720144061,-0.8857739215846772,-0.0,0.0
2020-09-14,1.0,-0.9760510910058542,-0.49318377205551234,-0.7406967699676588,-0.8838989642608589,-0.0,0.0
2020-09-15,1.0,-0.9836575875486382,-0.4788449723530616,-0.7300430063485562,-0.9032561949621134,-0.0,0.0
2020-09-16,1.0,-0.9829876199065345,-0.4838484873329507,-0.7205050422234976,-0.9120275477576454,-0.0,0.0
2020-09-17,1.0,-0.9856855748328617,-0.4810303104876748,-0.7226528854435832,-0.9121447028423773,-0.0,0.0
2020-09-18,1.0,-0.9817175650748104,-0.4826398852223816,-0.7224431235908998,-0.9123590899774544,-0.0,0.0
2020-09-21,1.0,-0.9750543634349484,-0.4910351618594346,-0.7325319000533377,-0.9042793254831166,-0.0,0.0
2020-09-22,1.0,-0.9843621736989,-0.47406008865539323,-0.7424068297488098,-0.9035872598916435,-0.0,0.0
2020-09-23,1.0,-0.9840748645542604,-0.47426530947299295,-0.7425710064028895,-0.9034641274010836,-0.0,0.0
2020-09-24,1.0,-0.9781691583043212,-0.4672537374564817,-0.7353676018840877,-0.9150931804218718,-0.0,0.0
2020-09-25,1.0,-0.9782902551919058,-0.4672510547659034,-0.7353049604718797,-0.9152910334657764,-0.0,0.0
2020-09-28,1.0,-0.9750071583425369,-0.468319221172332,-0.7276966498956927,-0.9194584202560642,-0.0,0.0
2020-09-29,1.0,-0.9742573448289952,-0.4632043476484289,-0.7296612593470355,-0.9190127896048707,-0.0,0.0
2020-09-30,1.0,-0.9755269081235931,-0.46396562308164513,-0.735256803765091,-0.9177000204624514,-0.0,0.0
2020-10-01,1.0,-0.9765385087827048,-0.4670597387708308,-0.7334889243745649,-0.9174548581255374,-0.0,0.0
2020-10-02,1.0,-0.9749498587859687,-0.46375506528590726,-0.7320617248577627,-0.9224346117637429,-0.0,0.0
2020-10-05,1.0,-0.9665549104587456,-0.4743642162073759,-0.7224629977921334,-0.9252187423337968,-0.0,0.0
2020-10-06,1.0,-0.9696932565453581,-0.46456725074541516,-0.7172732099824368,-0.9329330555895928,-0.0,0.0
2020-10-07,1.0,-0.9636660542967953,-0.47605633802816905,-0.7145948152684222,-0.9281486017554603,-0.0,0.0
2020-10-08,1.0,-0.9637944405894118,-0.47557043144618144,-0.7142332340095514,-0.9282011510673904,-0.0,0.0
2020-10-09,1.0,-0.9655524264315742,-0.47418472715399373,-0.7154810007754786,-0.9262479082486429,-0.0,0.0
2020-10-12,1.0,-0.9640525542679942,-0.4748653500897666,-0.7151134323486209,-0.926268973396442,-0.0,0.0
2020-10-13,1.0,-0.9552494294098468,-0.48210792305184225,-0.7146234104988588,-0.9236224323443104,-0.0,0.0
2020-10-14,1.0,-0.9584200432529482,-0.48096462235279713,-0.7213857265271146,-0.919696413269678,-0.0,0.0
2020-10-15,1.0,-0.9570432015665158,-0.4802757720393261,-0.7216171011300127,-0.9205319626320728,-0.0,0.0
2020-10-16,1.0,-0.9613232591382479,-0.47457627118644063,-0.7255870941392689,-0.9226465182764958,-0.0,0.0
2020-10-19,1.0,-0.9612824178068204,-0.47457627118644063,-0.7255870941392689,-0.9226465182764958,-0.0,0.0
2020-10-20,1.0,-0.9595691730243564,-0.47635755375137695,-0.723960670719269,-0.919954306229856,-0.0,0.0
2020-10-21,1.0,-0.9596029736132669,-0.47667674209623395,-0.7301691038313863,-0.9181847888244423,-0.0,0.0
2020-10-22,1.0,-0.9594804346050159,-0.47684012744056853,-0.73020995016747,-0.9181030961522751,-0.0,0.0
2020-10-23,1.0,-0.9660233870308285,-0.4687627770054788,-0.7351786736446153,-0.9186360291111293,-0.0,0.0
2020-10-26,1.0,-0.9655257023678077,-0.4679589416431522,-0.7365149470412629,-0.9195190774138142,-0.0,0.0
2020-10-27,1.0,-0.9643849044273811,-0.46381310243424273,-0.7397075641235092,-0.9163943800032675,-0.0,0.0
2020-10-28,1.0,-0.9710606989576946,-0.4604128346617617,-0.7410586552217453,-0.9149397097894952,-0.0,0.0
