Date,EMN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2595522548703046,-0.4448390915940157,-0.09988160585512862,-0.4274028629856851,-0.4591271122591755,0.0
2018-09-25,1.0,-0.2589131839724257,-0.4461708315381301,-0.09842201637225333,-0.42858681602757426,-0.4607389056441189,0.0
2018-09-26,1.0,-0.2588323998276605,-0.44611697544162,-0.09820659198621284,-0.42866760017233946,-0.4610351141749246,0.0
2018-09-27,1.0,-0.2584799418056416,-0.4477463157043942,-0.09787967777568231,-0.4288600910633941,-0.4612441738287038,0.0
2018-09-28,1.0,-0.25539607165983164,-0.4522987265270883,-0.09845132743362832,-0.42966220591409454,-0.46220051802287926,0.0
2018-10-01,1.0,-0.25784226311096703,-0.4514603766447813,-0.09791683553538137,-0.4317905487557753,-0.46288941125611305,0.0
2018-10-02,1.0,-0.26036031162086126,-0.434808483012335,-0.1040088725384116,-0.43721597056914085,-0.4686215104955637,0.0
2018-10-03,1.0,-0.26011576328032027,-0.4275397598182408,-0.10286162501352375,-0.44038732013415555,-0.4738721194417397,0.0
2018-10-04,1.0,-0.2618017628291786,-0.4244038284756394,-0.10325528578381009,-0.44243767912182985,-0.4718001405937381,0.0
2018-10-05,1.0,-0.25578198285621867,-0.4202113321472856,-0.09722896112998006,-0.4458461372580732,-0.47649468974068687,0.0
2018-10-08,1.0,-0.27137370588890125,-0.4541355894467327,-0.10252699543582322,-0.4587275965713014,-0.4962707336079261,0.0
2018-10-09,1.0,-0.2700551132884262,-0.4546011245337638,-0.09898123921393977,-0.4607526582419418,-0.49910928018705114,0.0
2018-10-10,1.0,-0.2741005139920046,-0.4853512278697887,-0.08732153055396916,-0.4779554540262707,-0.5308109651627642,0.0
2018-10-11,1.0,-0.24914522728546606,-0.4817555069783083,-0.05470545373017207,-0.473544083851802,-0.5434112437643629,0.0
2018-10-12,1.0,-0.24995824285952897,-0.4777852012694171,-0.05127776849841323,-0.46723456377707256,-0.5375535883302711,0.0
2018-10-15,1.0,-0.24043138671929287,-0.49284264947049505,-0.03780192901020096,-0.4677710759652,-0.5407343580620952,0.0
2018-10-16,1.0,-0.2394374027129197,-0.49685901712252606,-0.03480097843006449,-0.46792305981765614,-0.5406104069379586,0.0
2018-10-17,1.0,-0.23161805173362685,-0.47831590533847,-0.02768299394606494,-0.467473858007705,-0.5466978536048431,0.0
2018-10-18,1.0,-0.23221757322175735,-0.4794648755780665,-0.027003963884606914,-0.4670502092050209,-0.5469885487778022,0.0
2018-10-19,1.0,-0.22651797457255587,-0.47424375274002634,-0.021098202542744412,-0.46920210434020165,-0.548991670320035,0.0
2018-10-22,1.0,-0.22577548613587123,-0.4781547406818244,-0.02515016044540742,-0.4667452894873975,-0.546858286936727,0.0
2018-10-23,1.0,-0.2247672406690286,-0.47980006042130124,-0.021394633489879432,-0.47087418637225015,-0.5495866633709594,0.0
2018-10-24,1.0,-0.22437886067261495,-0.4794509265614275,-0.019601921757035002,-0.4714070006863418,-0.5505010295126973,0.0
2018-10-25,1.0,-0.21280684186310864,-0.46288126877588026,-0.01721291509919078,-0.4727056212617392,-0.5408536090286611,0.0
2018-10-26,1.0,-0.2108658102126741,-0.4602720500917629,-0.015518730432905106,-0.47344272913742846,-0.5388103206304653,0.0
2018-10-29,1.0,-0.1955584303579129,-0.4764715394566624,-0.0,-0.4700840879689521,-0.5527705907718845,0.0
2018-10-30,1.0,-0.20652555888951965,-0.47760387100262214,-0.006109263914794691,-0.4701159678858163,-0.5428594598978185,0.0
2018-10-31,1.0,-0.20608016488582742,-0.4835114172587731,-0.0049628464500732225,-0.47214839724467106,-0.5452351250203396,0.0
2018-11-01,1.0,-0.18795278795278794,-0.5023741690408358,-0.0,-0.4747524080857414,-0.548256681590015,0.0
2018-11-02,1.0,-0.18565250711626888,-0.5224709875191592,-0.0,-0.47429932121742935,-0.5546036785636085,0.0
2018-11-05,1.0,-0.17999945188961058,-0.5405738715777358,-0.0,-0.47743155471511967,-0.5425196634602208,0.0
2018-11-06,1.0,-0.1849080393607982,-0.5447468684044624,-0.0,-0.4741660499410685,-0.5371817010662501,0.0
2018-11-07,1.0,-0.18486542783533408,-0.544729485282026,-0.0,-0.4740448391163734,-0.5371375322041331,0.0
2018-11-08,1.0,-0.17263284168052564,-0.5447258649363396,-0.0,-0.46936939393113225,-0.5396275798140625,0.0
2018-11-09,1.0,-0.1729468862471371,-0.5447158905005999,-0.0,-0.46929872396117356,-0.5396444541389466,0.0
2018-11-12,1.0,-0.17249816491313924,-0.535410379795014,-0.0,-0.47271837533643263,-0.5380474675801321,0.0
2018-11-13,1.0,-0.1574354263482114,-0.532962282502972,-0.0,-0.4739814114341295,-0.537447314384524,0.0
2018-11-14,1.0,-0.1565525447563416,-0.5344799610579264,-0.0,-0.4746876521174752,-0.5385905132781654,0.0
2018-11-15,1.0,-0.15675426463808206,-0.541453095761126,-0.0,-0.4859111002630651,-0.5279201583814715,0.0
2018-11-16,1.0,-0.155424981722672,-0.5374075979529392,-0.0,-0.4850938236170155,-0.5298258915274431,0.0
2018-11-19,1.0,-0.1550356107996859,-0.5376012132044304,-0.0,-0.4854171744252173,-0.5299645246025944,0.0
2018-11-20,1.0,-0.1364335230491193,-0.5337846950610957,-0.0,-0.48741671836646616,-0.5397459067245705,0.0
2018-11-21,1.0,-0.13740703949311353,-0.5310763282948963,-0.0,-0.48599887239240736,-0.5302977421000349,0.0
2018-11-23,1.0,-0.13820113200461387,-0.5246117116875453,-0.0,-0.4887470157461305,-0.5309423536039056,0.0
2018-11-26,1.0,-0.13991569390402075,-0.5214007782101167,-0.0,-0.49978383052313013,-0.5409911370514483,0.0
2018-11-27,1.0,-0.13813765182186236,-0.5215654520917679,-0.0,-0.4990283400809717,-0.5403238866396761,0.0
2018-11-28,1.0,-0.13544738764576963,-0.5362969777320815,-0.0,-0.49535972293622665,-0.5385697664980114,0.0
2018-11-29,1.0,-0.11852707348517405,-0.5298667812634293,-0.0,-0.4947894284486463,-0.5426514825956167,0.0
2018-11-30,1.0,-0.11858853858961275,-0.5301036575541114,-0.0,-0.4955690423760675,-0.5411676244696279,0.0
2018-12-03,1.0,-0.11661431907868244,-0.5309924565783469,-0.0,-0.49585246033663527,-0.5410324555045501,0.0
2018-12-04,1.0,-0.11817570294632047,-0.5310641732813131,-0.0,-0.4986142876362169,-0.5428225480963272,0.0
2018-12-06,1.0,-0.11349400148635737,-0.5083607601656227,-0.0,-0.49846055844569487,-0.5338942562904767,0.0
2018-12-07,1.0,-0.10354477611940299,-0.5132196162046909,-0.0,-0.5036513859275054,-0.5448294243070363,0.0
2018-12-10,1.0,-0.09643739539332111,-0.513801439919237,-0.0,-0.5039451661751813,-0.5424935575569193,0.0
2018-12-11,1.0,-0.09464845618323856,-0.5146144443853962,-0.0,-0.5033746080671733,-0.5445341977998618,0.0
2018-12-12,1.0,-0.09481040576090134,-0.5146015465150267,-0.0,-0.5033348391039779,-0.5445220949698403,0.0
2018-12-13,1.0,-0.09447940731299291,-0.5115111925436151,-0.0,-0.5065455800738204,-0.5428715579277199,0.0
2018-12-14,1.0,-0.09573112456196241,-0.5087872995646171,-0.0,-0.5076722947860253,-0.5425825634490814,0.0
2018-12-17,1.0,-0.07993643226062773,-0.5104489471593167,-0.0,-0.4974970202622169,-0.5607469209376242,0.0
2018-12-18,1.0,-0.07252069383666368,-0.5042442136342068,-0.0,-0.4959930405441029,-0.5633995887594242,0.0
2018-12-19,1.0,-0.08040970407328213,-0.5032074126870991,-0.0,-0.49338718618832667,-0.5628415300546449,0.0
2018-12-20,1.0,-0.0796022518019677,-0.4953701267953912,-0.0,-0.49631714631451573,-0.5593465565318041,0.0
2018-12-21,1.0,-0.07669121694231122,-0.49579325347941183,-0.0,-0.4981783870206799,-0.5503630120829293,0.0
2018-12-24,1.0,-0.0625717266562337,-0.4819770474700052,-0.0,-0.49679186228482003,-0.5668753260302556,0.0
2018-12-26,1.0,-0.062464332036316475,-0.48511024643320366,-0.0,-0.48549935149156936,-0.5609597924773022,0.0
2018-12-27,1.0,-0.051353350850787,-0.47327737952498783,-0.0,-0.46348121125538916,-0.5629735452435011,0.0
2018-12-28,1.0,-0.053979380388344544,-0.47161605566783493,-0.0,-0.46598787382639617,-0.5667067461434163,0.0
2018-12-31,1.0,-0.05518741205065882,-0.4699245234744787,-0.0,-0.4662402456185238,-0.5671741077139568,0.0
2019-01-02,1.0,-0.054874772954027984,-0.4699020184706695,-0.0,-0.4661669523395328,-0.5673207296170278,0.0
2019-01-03,1.0,-0.05970798066842253,-0.468228194440893,-0.0,-0.4696601631421485,-0.559516199145933,0.0
2019-01-04,1.0,-0.05081503022882069,-0.47072778755643985,-0.0,-0.4670033927705926,-0.5623836126629422,0.0
2019-01-07,1.0,-0.04847729930347247,-0.4671564390665514,-0.0,-0.4662667141186639,-0.5601708271899944,0.0
2019-01-08,1.0,-0.050940379197441564,-0.45577298916216147,-0.0,-0.4735399375618671,-0.557882179750755,0.0
2019-01-09,1.0,-0.0500836841304458,-0.45174215144291724,-0.0,-0.47362681949586644,-0.5604300857128366,0.0
2019-01-10,1.0,-0.04989726288019076,-0.4524999365820248,-0.0,-0.4734278683950179,-0.5608939397782907,0.0
2019-01-11,1.0,-0.04892695163047609,-0.45450629639952367,-0.0,-0.47236932120505737,-0.5579598145285934,0.0
2019-01-14,1.0,-0.05040675131148788,-0.4540409032159964,-0.0,-0.47112192402240305,-0.5587065054867077,0.0
2019-01-15,1.0,-0.04955114875488157,-0.4520464573718111,-0.0,-0.4713191662017548,-0.5629406096262108,0.0
2019-01-16,1.0,-0.038471292351389734,-0.4527033881111787,-0.0,-0.467336173666058,-0.5775005072022723,0.0
2019-01-17,1.0,-0.033730964467005076,-0.4593401015228426,-0.0,-0.46802030456852795,-0.5769543147208122,0.0
2019-01-18,1.0,-0.029720458734384603,-0.455329715338931,-0.0,-0.47168748720049153,-0.6031640385009216,0.0
2019-01-22,1.0,-0.0,-0.4326605409869915,-0.0,-0.47749328928350193,-0.6708909766673549,0.0
2019-01-23,1.0,-0.0,-0.4246128347231574,-0.0,-0.4783757186512664,-0.6867716372300202,0.0
2019-01-24,1.0,-0.0,-0.4289864093785662,-0.0,-0.4751789604730781,-0.6894387384583462,0.0
2019-01-25,1.0,-0.0,-0.4064279060138702,-0.0,-0.4452696408239313,-0.7360262912741953,0.0
2019-01-28,1.0,-0.0,-0.4150918806203571,-0.0,-0.44832529649420044,-0.743125244363352,0.0
2019-01-29,1.0,-0.0,-0.41972965947491553,-0.0,-0.4363919937613725,-0.7433064725760332,0.0
2019-01-30,1.0,-0.0,-0.4194437223810762,-0.0,-0.43610605666753316,-0.743878346763712,0.0
2019-01-31,1.0,-0.0,-0.4218774405164784,-0.0,-0.4354922684437965,-0.7458739001405738,0.0
2019-02-01,1.0,-0.0,-0.4204705882352941,-0.0,-0.4388235294117647,-0.7550849673202615,0.0
2019-02-04,1.0,-0.0,-0.4198225548954435,-0.0,-0.43523777120573687,-0.7621241068858123,0.0
2019-02-05,1.0,-0.0,-0.42137508509189925,-0.0,-0.4310886526679583,-0.7657747290150286,0.0
2019-02-06,1.0,-0.0,-0.41211899025872,-0.0,-0.42769980098460253,-0.778804860165497,0.0
2019-02-07,1.0,-0.0,-0.41605323134152405,-0.0,-0.4341026379902025,-0.7694967647289969,0.0
2019-02-08,1.0,-0.0,-0.41261294389577646,-0.0,-0.43438747636057995,-0.7796018071023325,0.0
2019-02-11,1.0,-0.0,-0.4084129113724252,-0.0,-0.4415068529187383,-0.7807855207429037,0.0
2019-02-12,1.0,-0.0,-0.40961857379767824,-0.0,-0.44465503171970827,-0.7780673352812656,0.0
2019-02-13,1.0,-0.0,-0.4157739194680458,-0.0,-0.4455380231146763,-0.77732334160114,0.0
2019-02-14,1.0,-0.0,-0.4026221188411927,-0.0,-0.4633114823429901,-0.7773313596954959,0.0
2019-02-15,1.0,-0.0,-0.4194555411518823,-0.0,-0.4555676076086669,-0.7705494854361227,0.0
2019-02-19,1.0,-0.0,-0.415807378886574,-0.0,-0.4542313879585432,-0.7671615812653286,0.0
2019-02-20,1.0,-0.0,-0.3973203730461054,-0.0,-0.46289242085905685,-0.7668724550111652,0.0
2019-02-21,1.0,-0.0,-0.40006849134638184,-0.0,-0.4631859013197755,-0.7710018176549617,0.0
2019-02-22,1.0,-0.0,-0.39666938947590313,-0.0,-0.4662327738399515,-0.7721008669073278,0.0
2019-02-25,1.0,-0.0,-0.396418428526349,-0.0,-0.4624750184074892,-0.7707741664037024,0.0
2019-02-26,1.0,-0.0,-0.39218569477996007,-0.0,-0.466994013233904,-0.7665948954941707,0.0
2019-02-27,1.0,-0.0,-0.3941843376023515,-0.0,-0.46165756875918545,-0.7685544824690321,0.0
2019-02-28,1.0,-0.0,-0.3965625819994752,-0.0,-0.463867751246392,-0.7635791130936762,0.0
2019-03-01,1.0,-0.0,-0.3966182687006065,-0.0,-0.46083965657573456,-0.7681098537558747,0.0
2019-03-04,1.0,-0.0,-0.3945303272879977,-0.0,-0.4618251489462219,-0.7682475525576757,0.0
2019-03-05,1.0,-0.0,-0.3869543507397966,-0.0,-0.4754934167301779,-0.7656040577120181,0.0
2019-03-06,1.0,-0.0,-0.38569889364833265,-0.0,-0.47578377526082044,-0.7664047512679685,0.0
2019-03-07,1.0,-0.0,-0.3435196600477402,-0.0,-0.5162762636728484,-0.7632925005901949,0.0
2019-03-08,1.0,-0.0,-0.33865595093322054,-0.0,-0.5267276476497648,-0.7783006397715857,0.0
2019-03-11,1.0,-0.0,-0.3350201081311423,-0.0,-0.5286440993954243,-0.7996910538791382,0.0
2019-03-12,1.0,-0.0,-0.3192025971935285,-0.0,-0.5386493520431435,-0.8251992165490596,0.0
2019-03-13,1.0,-0.0,-0.32934647917676846,-0.0,-0.5459565756155379,-0.8185173212650181,0.0
2019-03-14,1.0,-0.0,-0.330353055233889,-0.0,-0.5440174507850161,-0.8186788032208547,0.0
2019-03-15,1.0,-0.0,-0.3322792507905619,-0.0,-0.5418254547420202,-0.8286710451633827,0.0
2019-03-18,1.0,-0.0,-0.34483789439356466,-0.0,-0.5486045058021034,-0.8241704486778813,0.0
2019-03-19,1.0,-0.0,-0.34442931081449196,-0.0,-0.5469626804685372,-0.8326614001634433,0.0
2019-03-20,1.0,-0.0,-0.3448755730189915,-0.0,-0.5455959397511461,-0.838163064833006,0.0
2019-03-21,1.0,-0.0,-0.34228956045453307,-0.0,-0.5690928413766793,-0.8136359920429462,0.0
2019-03-22,1.0,-0.0,-0.3404842588543944,-0.0,-0.5891724967205947,-0.8031810231744643,0.0
2019-03-25,1.0,-0.0,-0.349934217739283,-0.0,-0.5883949128385045,-0.8026258085736213,0.0
2019-03-26,1.0,-0.0,-0.34181788324164547,-0.0,-0.5880066781618634,-0.8071543914388155,0.0
2019-03-27,1.0,-0.0,-0.3421282878547602,-0.0,-0.5872477716410565,-0.8048340351069065,0.0
2019-03-28,1.0,-0.0,-0.34285245363531924,-0.0,-0.5844138081951966,-0.808113135291865,0.0
2019-03-29,1.0,-0.0,-0.34672651631267787,-0.0,-0.5843004160280272,-0.806026932340705,0.0
2019-04-01,1.0,-0.0,-0.35230285636189695,-0.0,-0.5858138581385814,-0.7952439524395243,0.0
2019-04-02,1.0,-0.0,-0.3502678939414755,-0.0,-0.588212666575079,-0.8091496084627009,0.0
2019-04-03,1.0,-0.0,-0.3497155108435722,-0.0,-0.5962727797476705,-0.802699211126687,0.0
2019-04-04,1.0,-0.0,-0.3529233063602971,-0.0,-0.5826175812643265,-0.8262034300864425,0.0
2019-04-05,1.0,-0.0,-0.3468399944682617,-0.0,-0.5839303000968055,-0.8350988798229844,0.0
2019-04-08,1.0,-0.0,-0.3461102353494289,-0.0,-0.5841699162034348,-0.8352830553942311,0.0
2019-04-09,1.0,-0.0,-0.3478188708472794,-0.0,-0.5838842632292329,-0.8344720754612597,0.0
2019-04-10,1.0,-0.0,-0.3397926744989634,-0.0,-0.5901589495507947,-0.8343883897719419,0.0
2019-04-11,1.0,-0.0,-0.3348631462538015,-0.0,-0.597622338954935,-0.832209012994194,0.0
2019-04-12,1.0,-0.0,-0.3323665092124527,-0.0,-0.5984088837324936,-0.8315792381425927,0.0
2019-04-15,1.0,-0.0,-0.32836275949998617,-0.0,-0.6159815959422379,-0.8273788076166191,0.0
2019-04-16,1.0,-0.0,-0.3285104495814624,-0.0,-0.6175508620211764,-0.8257109595875604,0.0
2019-04-17,1.0,-0.0,-0.3123128119800333,-0.0,-0.6284248474764282,-0.832418191902385,0.0
2019-04-18,1.0,-0.0,-0.31816038390058526,-0.0,-0.6223960500402208,-0.8332917256109401,0.0
2019-04-22,1.0,-0.0,-0.31742594597595847,-0.0,-0.6244690597151662,-0.8342633463812776,0.0
2019-04-23,1.0,-0.0,-0.319281290788414,-0.0,-0.6217889971951456,-0.8360409897525618,0.0
2019-04-24,1.0,-0.0,-0.3058183735190477,-0.0,-0.6238173191642851,-0.8450098498931772,0.0
2019-04-25,1.0,-0.0,-0.2983396268325189,-0.0,-0.6229175921812528,-0.8552865393158596,0.0
2019-04-26,1.0,-0.0,-0.2937626873557465,-0.0,-0.6228136036261506,-0.8642418175245405,0.0
2019-04-29,1.0,-0.0,-0.28310489588256554,-0.0,-0.6208123662042314,-0.8762545525313464,0.0
2019-04-30,1.0,-0.0,-0.2816791770920211,-0.0,-0.6220461495690853,-0.8763413956074506,0.0
2019-05-01,1.0,-0.0,-0.28508161105230906,-0.0,-0.6411620522533563,-0.8591164837613503,0.0
2019-05-02,1.0,-0.0,-0.2820755504829775,-0.0,-0.6363889430170087,-0.8652673774462044,0.0
2019-05-03,1.0,-0.0,-0.2753566651805618,-0.0,-0.6423595630851539,-0.8687304948729381,0.0
2019-05-06,1.0,-0.0,-0.27218191964285715,-0.0,-0.6377511160714285,-0.8802455357142857,0.0
2019-05-07,1.0,-0.0,-0.2555580507523018,-0.0,-0.6537165955535594,-0.8978216932405121,0.0
2019-05-08,1.0,-0.0,-0.26082456925486686,-0.0,-0.649194450660103,-0.8870272991720743,0.0
2019-05-09,1.0,-0.0,-0.26005369427820346,-0.0,-0.6556574752502936,-0.880865820236031,0.0
