Date,BXG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-30,1.0,-0.64082105398623,-1.9676983463097615,-0.0,-1.5551122836368316,-1.2708963387169423,0.0
2018-10-31,1.0,-0.6441075732589117,-1.9139287073449196,-0.0,-1.5368514524927057,-1.2479386020550554,0.0
2018-11-01,1.0,-0.634626336771499,-1.9164715560336645,-0.0,-1.532303992912738,-1.244573815098399,0.0
2018-11-02,1.0,-0.6392945192490044,-1.9096655920096088,-0.0,-1.5289841330046148,-1.2435678614324548,0.0
2018-11-05,1.0,-0.6376271400593848,-1.9123128435150676,-0.0,-1.528018194453219,-1.2395603007138796,0.0
2018-11-06,1.0,-0.6531465872361999,-1.930096964319665,-0.0,-1.5244312060333354,-1.229862475442043,0.0
2018-11-07,1.0,-0.7121725305868528,-2.1139835487661576,-0.0,-1.6915048040367735,-1.3946222437271032,0.0
2018-11-08,1.0,-0.6646324925413615,-2.08855438025495,-0.0,-1.6509357200976404,-1.376457824789802,0.0
2018-11-09,1.0,-0.6636147846727705,-2.0887080366225836,-0.0,-1.6531027466937944,-1.3766022380467955,0.0
2018-11-12,1.0,-0.6593096023147836,-2.0604939102348427,-0.0,-1.6467936208868852,-1.3624924298499428,0.0
2018-11-13,1.0,-0.5985775059824515,-2.0518479127891522,-0.0,-1.648896570061154,-1.3478463174687585,0.0
2018-11-14,1.0,-0.6003456757295752,-2.0507212657049787,-0.0,-1.6492720866848367,-1.3472711560194108,0.0
2018-11-15,1.0,-0.6006662225183211,-2.063157894736842,-0.0,-1.666755496335776,-1.3317121918720853,0.0
2018-11-16,1.0,-0.5917352082780578,-2.039997346776333,-0.0,-1.6611833377553726,-1.3402096046696736,0.0
2018-11-19,1.0,-0.6012637179913535,-2.0432324575989353,-0.0,-1.6627868307283005,-1.3438643165946125,0.0
2018-11-20,1.0,-0.5161566304705495,-2.0217176702862782,-0.0,-1.6656136887133923,-1.3776242184929253,0.0
2018-11-21,1.0,-0.5155653355769853,-1.993722089185166,-0.0,-1.6398938580027183,-1.3228270014885766,0.0
2018-11-23,1.0,-0.5182391572924117,-2.0115092008583133,-0.0,-1.6430847259249626,-1.3294752584693412,0.0
2018-11-26,1.0,-0.5183074605357962,-2.0461125302940983,-0.0,-1.6508154843780702,-1.3348398506582826,0.0
2018-11-27,1.0,-0.49769585253456217,-2.044070876874148,-0.0,-1.6326345167780876,-1.316154994483027,0.0
2018-11-28,1.0,-0.6077291878541333,-2.1569083248583465,-0.0,-1.9243062618044458,-1.5753305244806044,0.0
2018-11-29,1.0,-0.5304316803424902,-2.117231537638245,-0.0,-1.9076703531930075,-1.579950053514092,0.0
2018-11-30,1.0,-0.5292898985569368,-2.1201600228604085,-0.0,-1.910058579797114,-1.5843691955993715,0.0
2018-12-03,1.0,-0.5240950953094882,-2.121796244734776,-0.0,-1.9099735846362533,-1.5834939673020632,0.0
2018-12-04,1.0,-0.5129625683642305,-2.1176219901981677,-0.0,-1.8985013140137796,-1.5736202855316428,0.0
2018-12-06,1.0,-0.48761109614866677,-1.952060328575276,-0.0,-1.8283732830595205,-1.4651225424185292,0.0
2018-12-07,1.0,-0.49821272003776895,-1.9544074998313883,-0.0,-1.8319956835502795,-1.4598367842449584,0.0
2018-12-10,1.0,-0.4328209223397884,-1.9658614493910962,-0.0,-1.8343648100086514,-1.4215079523524323,0.0
2018-12-11,1.0,-0.442063227953411,-1.962728785357737,-0.0,-1.8366722129783692,-1.414109816971714,0.0
2018-12-12,1.0,-0.43972529670622745,-1.9671289505267369,-0.0,-1.8395119349246567,-1.4212561674889985,0.0
2018-12-13,1.0,-0.43880338463588514,-1.9577586781264573,-0.0,-1.848757412219335,-1.4173495902458524,0.0
2018-12-14,1.0,-0.46960424316605465,-1.9307085543315654,-0.0,-1.9387324901400786,-1.4609003127974978,0.0
2018-12-17,1.0,-0.435005739752853,-1.9250455803903033,-0.0,-1.9108650145181985,-1.481734080626646,0.0
2018-12-18,1.0,-0.3966880196265503,-1.930353005315524,-0.0,-1.9528417609377127,-1.5349597928308572,0.0
2018-12-19,1.0,-0.4019768234492161,-1.9293115201090663,-0.0,-1.9509884117246081,-1.534423994546694,0.0
2018-12-20,1.0,-0.405533704055337,-1.913264614132646,-0.0,-1.9392377593923775,-1.523531805235318,0.0
2018-12-21,1.0,-0.394121257587124,-1.9450317124735728,-0.0,-1.983154879628998,-1.4975789401895927,0.0
2018-12-24,1.0,-0.3324643249176729,-1.914036772777168,-0.0,-2.0176317233809002,-1.5964599341383094,0.0
2018-12-26,1.0,-0.33462717058222674,-1.9037793667007148,-0.0,-1.9927817500851208,-1.578481443649983,0.0
2018-12-27,1.0,-0.20887913789765764,-1.813447764083371,-0.0,-1.838872039749629,-1.5916629024972575,0.0
2018-12-28,1.0,-0.19860537190082644,-1.8268982438016528,-0.0,-1.8414901859504134,-1.5896177685950414,0.0
2018-12-31,1.0,-0.19278437479722277,-1.8479008500421776,-0.0,-1.850885730971384,-1.5973006294205436,0.0
2019-01-02,1.0,-0.18611129105396124,-1.8461488631210727,-0.0,-1.84686143680767,-1.598821014445812,0.0
2019-01-03,1.0,-0.19763152785866822,-1.8406781854656056,-0.0,-1.8528441079402058,-1.5800815375655213,0.0
2019-01-04,1.0,-0.13906860547050157,-1.8516430721926846,-0.0,-1.8276856063032478,-1.5872782012683364,0.0
2019-01-07,1.0,-0.09734458369524755,-1.7768953964511727,-0.0,-1.8000992678992433,-1.5299664970840057,0.0
2019-01-08,1.0,-0.10374907201187825,-1.7448032665181885,-0.0,-1.815392229646127,-1.5225810442959662,0.0
2019-01-09,1.0,-0.09779588812743101,-1.7229733901339752,-0.0,-1.8167561894177935,-1.536457368648515,0.0
2019-01-10,1.0,-0.09819775336378225,-1.7218244661152944,-0.0,-1.8164424145167264,-1.5355511665226516,0.0
2019-01-11,1.0,-0.10334609211013705,-1.6906408198543028,-0.0,-1.821644647487344,-1.5580318557846646,0.0
2019-01-14,1.0,-0.1200592885375494,-1.689352766798419,-0.0,-1.8194169960474307,-1.5470602766798418,0.0
2019-01-15,1.0,-0.11560121294634568,-1.6843864100501267,-0.0,-1.8188006683581903,-1.5697134723683395,0.0
2019-01-16,1.0,-0.0977132262051916,-1.6878244746600741,-0.0,-1.8099505562422744,-1.584981458590853,0.0
2019-01-17,1.0,-0.08968058968058969,-1.6873464373464373,-0.0,-1.7974815724815725,-1.567997542997543,0.0
2019-01-18,1.0,-0.10214586951128751,-1.6729719672537833,-0.0,-1.8043909699826346,-1.6224261969734557,0.0
2019-01-22,1.0,-0.0,-1.764266701291956,-0.0,-2.0975134714016748,-1.6304615983899238,0.0
2019-01-23,1.0,-0.0,-1.6996353691886965,-0.0,-2.1181143378044016,-1.693449667925511,0.0
2019-01-24,1.0,-0.0,-1.6959239484307855,-0.0,-2.123583799973955,-1.6918218518036203,0.0
2019-01-25,1.0,-0.0,-1.6041217672413792,-0.0,-2.328192349137931,-1.802599676724138,0.0
2019-01-28,1.0,-0.0,-1.5565610859728505,-0.0,-2.394002836496252,-1.8030661173769162,0.0
2019-01-29,1.0,-0.0,-1.546312644302594,-0.0,-2.4064240119516502,-1.8379736520440038,0.0
2019-01-30,1.0,-0.0,-1.546312644302594,-0.0,-2.4063561048485673,-1.838041559147087,0.0
2019-01-31,1.0,-0.0,-1.576663971975209,-0.0,-2.2951360819186206,-1.8649285906763677,0.0
2019-02-01,1.0,-0.0,-1.5772653721682848,-0.0,-2.2990830636461705,-1.8658306364617043,0.0
2019-02-04,1.0,-0.0,-1.5792596588227363,-0.0,-2.3024071202211585,-1.861034320005394,0.0
2019-02-05,1.0,-0.0,-1.5734298545478922,-0.0,-2.269119914203365,-1.8602453247536699,0.0
2019-02-06,1.0,-0.0,-1.5772739468741614,-0.0,-2.261604507646901,-1.8689294338610143,0.0
2019-02-07,1.0,-0.0,-1.56673140025447,-0.0,-2.2570146655059267,-1.8728319828567601,0.0
2019-02-08,1.0,-0.0,-1.576422436929683,-0.0,-2.2767042404723563,-1.8564143853998925,0.0
2019-02-11,1.0,-0.0,-1.5374428609841355,-0.0,-2.280250067222372,-1.9045442323205164,0.0
2019-02-12,1.0,-0.0,-1.56614576316853,-0.0,-2.280614306884009,-1.8890610265391348,0.0
2019-02-13,1.0,-0.0,-1.608803930807027,-0.0,-2.2620986740257116,-1.8599313454937068,0.0
2019-02-14,1.0,-0.0,-1.5148103471384533,-0.0,-2.3059911540008042,-1.8807130411472994,0.0
2019-02-15,1.0,-0.0,-1.581087376056432,-0.0,-2.2464896519598057,-1.827044652958009,0.0
2019-02-19,1.0,-0.0,-1.5274725274725276,-0.0,-2.2538658945844574,-1.7989734816082124,0.0
2019-02-20,1.0,-0.0,-1.5242468287526427,-0.0,-2.2626189217758985,-1.819899577167019,0.0
2019-02-21,1.0,-0.0,-1.5008593336858804,-0.0,-2.2736647276573243,-1.8358011634056057,0.0
2019-02-22,1.0,-0.0,-1.4967622571692876,-0.0,-2.2814193207347695,-1.829456852121052,0.0
2019-02-25,1.0,-0.0,-1.499234608985025,-0.0,-2.3090848585690518,-1.847254575707155,0.0
2019-02-26,1.0,-0.0,-1.507514528087636,-0.0,-2.327499833010487,-1.8444993654398503,0.0
2019-02-27,1.0,-0.0,-1.5267605633802817,-0.0,-2.3362843729040907,-1.8439302481556001,0.0
2019-02-28,1.0,-0.0,-1.5360166644268243,-0.0,-2.343972584330063,-1.8395376965461632,0.0
2019-03-01,1.0,-0.0,-1.544294445563839,-0.0,-2.3295721673718854,-1.8425011753643632,0.0
2019-03-04,1.0,-0.0,-1.536712935023134,-0.0,-2.331388721249916,-1.8374572520619592,0.0
2019-03-05,1.0,-0.0,-1.5765067290813342,-0.0,-2.681465769455822,-2.0562463428905793,0.0
2019-03-06,1.0,-0.0,-1.573152889539137,-0.0,-2.690636430138991,-2.0514996342355527,0.0
2019-03-07,1.0,-0.0,-1.515224534501643,-0.0,-2.752610441767069,-2.0341000365096753,0.0
2019-03-08,1.0,-0.0,-1.4983346902523869,-0.0,-2.842128635926282,-2.0609133298793574,0.0
2019-03-11,1.0,-0.0,-1.4985797578113318,-0.0,-2.837494393780834,-2.138884736133951,0.0
2019-03-12,1.0,-0.0,-1.4140422942339876,-0.0,-2.9168568385820786,-2.2759774836452156,0.0
2019-03-13,1.0,-0.0,-1.4560663034302814,-0.0,-2.93346634947433,-2.2844754815440105,0.0
2019-03-14,1.0,-0.0,-1.4592024539877302,-0.0,-2.9300613496932515,-2.2794478527607365,0.0
2019-03-15,1.0,-0.0,-1.430336044192113,-0.0,-2.934172165106644,-2.307733619763695,0.0
2019-03-18,1.0,-0.0,-1.4806219540496635,-0.0,-2.9347102962791056,-2.3204919935019728,0.0
2019-03-19,1.0,-0.0,-1.487791601866252,-0.0,-2.9384914463452567,-2.3497667185069986,0.0
2019-03-20,1.0,-0.0,-1.4957458434158146,-0.0,-2.9398954023885726,-2.3701506517836237,0.0
2019-03-21,1.0,-0.0,-1.4986718749999999,-0.0,-2.98875,-2.3250781249999997,0.0
2019-03-22,1.0,-0.0,-1.484546595544399,-0.0,-3.0569501098211482,-2.3029494822717287,0.0
2019-03-25,1.0,-0.0,-1.2614159706502224,-0.0,-3.1946764499258453,-2.349699477011943,0.0
2019-03-26,1.0,-0.0,-1.2609216516252697,-0.0,-3.2499800335436473,-2.4756808561616483,0.0
2019-03-27,1.0,-0.0,-1.2370689655172413,-0.0,-3.2697158365261814,-2.4753352490421454,0.0
2019-03-28,1.0,-0.0,-1.228973456987528,-0.0,-3.26702910137512,-2.4988807163415414,0.0
2019-03-29,1.0,-0.0,-1.2173634982812374,-0.0,-3.270685106723159,-2.506195539211767,0.0
2019-04-01,1.0,-0.0,-1.2324856046065258,-0.0,-3.268793985924504,-2.4961612284069097,0.0
2019-04-02,1.0,-0.0,-1.2586890969687352,-0.0,-3.276305348357404,-2.4003332804316777,0.0
2019-04-03,1.0,-0.0,-1.2558305568776773,-0.0,-3.2886720609233695,-2.3882278280184037,0.0
2019-04-04,1.0,-0.0,-1.2469712566315623,-0.0,-3.2723097632433285,-2.3990022963021618,0.0
2019-04-05,1.0,-0.0,-1.2229954135695082,-0.0,-3.2751067531235174,-2.409536612367547,0.0
2019-04-08,1.0,-0.0,-1.2110786711907204,-0.0,-3.278781661800678,-2.4009311133906728,0.0
2019-04-09,1.0,-0.0,-1.1865010286437727,-0.0,-3.3388985598987184,-2.3871656907738568,0.0
2019-04-10,1.0,-0.0,-1.148996681940275,-0.0,-3.3645915626481275,-2.386553957971244,0.0
2019-04-11,1.0,-0.0,-1.1168841439304071,-0.0,-3.413839462238039,-2.377540529853697,0.0
2019-04-12,1.0,-0.0,-1.1148435030034778,-0.0,-3.413689535251344,-2.3754347138792284,0.0
2019-04-15,1.0,-0.0,-1.1182277681250985,-0.0,-3.397093666087506,-2.3823250671299947,0.0
2019-04-16,1.0,-0.0,-1.1283161457923325,-0.0,-3.380618751476029,-2.3632212863103206,0.0
2019-04-17,1.0,-0.0,-1.106672969353187,-0.0,-3.4086504372488777,-2.363113527140944,0.0
2019-04-18,1.0,-0.0,-1.0993779037719507,-0.0,-3.38892826206788,-2.3863296322545082,0.0
2019-04-22,1.0,-0.0,-1.0857935712633933,-0.0,-3.302628536190549,-2.3198180837123252,0.0
2019-04-23,1.0,-0.0,-1.0868995296476214,-0.0,-3.300100239031537,-2.323694964916339,0.0
2019-04-24,1.0,-0.0,-1.0714285714285714,-0.0,-3.223470472142098,-2.2958099286473357,0.0
2019-04-25,1.0,-0.0,-1.08419689119171,-0.0,-3.2454282231027127,-2.2900030478512647,0.0
2019-04-26,1.0,-0.0,-1.0638736263736266,-0.0,-3.2758699633699635,-2.291514041514042,0.0
2019-04-29,1.0,-0.0,-1.0565217391304347,-0.0,-3.2762013729977117,-2.2950419527078565,0.0
2019-04-30,1.0,-0.0,-1.0527078565980168,-0.0,-3.2765827612509537,-2.298474446987033,0.0
2019-05-01,1.0,-0.0,-1.0634908536585364,-0.0,-3.2620426829268294,-2.2964939024390243,0.0
2019-05-02,1.0,-0.0,-1.0628763051596677,-0.0,-3.241521225516348,-2.3168965780047253,0.0
2019-05-03,1.0,-0.0,-1.0660521103154046,-0.0,-3.2387627609325005,-2.3136522931586168,0.0
2019-05-06,1.0,-0.0,-1.0043326238978412,-0.0,-3.259121313469139,-2.3376406202493154,0.0
2019-05-07,1.0,-0.0,-1.0127189642041128,-0.0,-3.2618431073876617,-2.3415841584158414,0.0
2019-05-08,1.0,-0.0,-1.0116655377436594,-0.0073003687815157686,-3.191766388198992,-2.3154210882817794,0.0
2019-05-09,1.0,-0.0,-1.0069292761919109,-0.014611734578594562,-3.2029072832718235,-2.3074489719063043,0.0
2019-05-10,1.0,-0.0,-1.0054961602168349,-0.019424785423881943,-3.2047884354765848,-2.299277217286553,0.0
2019-05-13,1.0,-0.0,-1.000826819001804,-0.010823812387251955,-3.2027961515333736,-2.30208959711365,0.0
2019-05-14,1.0,-0.0,-0.8350310008857397,-0.19117212872748746,-3.1130794213168,-2.2418807204015354,0.0
2019-05-15,1.0,-0.0,-0.8412381796690307,-0.2142434988179669,-3.1246306146572103,-2.207594562647754,0.0
2019-05-16,1.0,-0.0,-0.8433370247323736,-0.2167589516426726,-3.115319306016981,-2.207308970099668,0.0
2019-05-17,1.0,-0.0,-0.8431792975970425,-0.21589648798521255,-3.0987800369685763,-2.2358595194085025,0.0
2019-05-20,1.0,-0.0,-0.8172892366750333,-0.2368226782814115,-3.0928687435405284,-2.2353462276686846,0.0
2019-05-21,1.0,-0.0,-0.8149487198406257,-0.2485058658599572,-3.0816793329890055,-2.233306279052608,0.0
2019-05-22,1.0,-0.0,-0.7890117994100295,-0.2754424778761062,-3.0848082595870205,-2.225368731563422,0.0
2019-05-23,1.0,-0.0,-0.7799617196702003,-0.2936542991755006,-3.085689045936396,-2.202296819787986,0.0
2019-05-24,1.0,-0.12733733818427953,-1.2957102969794398,-0.7174887892376681,-2.9080294441154075,-2.412302225230561,0.0
2019-05-28,1.0,-0.13173703358998223,-1.284372620357052,-0.7184194940350284,-2.910652339453422,-2.415855825365936,0.0
2019-05-29,1.0,-0.11739207360226468,-1.323248407643312,-0.7666312809624911,-3.054582448690729,-2.584660297239915,0.0
2019-05-30,1.0,-0.11724746360829288,-1.317776797529775,-0.753330392589325,-3.0510807234230257,-2.5827966475518305,0.0
2019-05-31,1.0,-0.11884595023822128,-1.319922357508382,-0.7527792482795129,-3.049585318510676,-2.5817893065113817,0.0
2019-06-03,1.0,-0.10647053673058401,-1.3131949916819892,-0.7789160318711146,-3.0351107608790824,-2.522195954820068,0.0
2019-06-04,1.0,-0.12711048902108302,-1.2955996850669234,-0.7779721809115563,-3.0387542647187473,-2.5087044003149335,0.0
2019-06-05,1.0,-0.11371237458193979,-1.2441471571906353,-0.8079924534774032,-3.0114055398336337,-2.3982505788525854,0.0
2019-06-06,1.0,-0.1016817593790427,-1.282535575679172,-0.7658473479948255,-3.0181112548512288,-2.45614489003881,0.0
2019-06-07,1.0,-0.10738023305999136,-1.305740181268882,-0.7703064307293915,-2.9993957703927494,-2.449028916702633,0.0
2019-06-10,1.0,-0.08892128279883382,-1.3118676041845307,-0.7807408677756817,-2.957297204596124,-2.436031555479335,0.0
2019-06-11,1.0,-0.08261866349664601,-1.2940477201324616,-0.8294132631400187,-2.890889020973083,-2.394073193512779,0.0
2019-06-12,1.0,-0.0835853494623656,-1.3013272849462365,-0.8266969086021505,-2.8403057795698925,-2.348706317204301,0.0
2019-06-13,1.0,-0.09320972187421699,-1.3303265681115843,-0.8418942620897019,-2.78793953061054,-2.298672012027061,0.0
2019-06-14,1.0,-0.10046767997327544,-1.3119258393185236,-0.864038750626357,-2.7954735259729415,-2.2795222983130117,0.0
2019-06-17,1.0,-0.48601957259836226,-1.5249650489314959,-1.2132015178749749,-3.128619932095067,-2.633213501098462,0.0
2019-06-18,1.0,-0.4870970981022191,-1.5492519329249925,-1.2108645446329953,-3.1514208253840748,-2.6424339793151925,0.0
2019-06-19,1.0,-0.49683957058292366,-1.5179091000300995,-1.245610514698505,-3.1516002809270596,-2.621049463228655,0.0
2019-06-20,1.0,-0.5019584212112082,-1.5304810685949581,-1.2342070904891032,-3.1516521040474035,-2.6248870141608913,0.0
2019-06-21,1.0,-0.5058350100603621,-1.547082494969819,-1.2288732394366197,-3.1454728370221328,-2.6330985915492957,0.0
2019-06-24,1.0,-0.5133933083998787,-1.5171333265945617,-1.2327908622258161,-3.1622359243909837,-2.6826038613160823,0.0
2019-06-25,1.0,-0.5119360712118147,-1.4902892979971676,-1.244790612988064,-3.178130689864455,-2.6901679142221324,0.0
2019-06-26,1.0,-0.47418931205172243,-1.4949994948984748,-1.2280028285685423,-3.1648651378927166,-2.7399737347206794,0.0
2019-06-27,1.0,-0.48887090246863624,-1.4762242007284503,-1.2419061108862808,-3.1634965600971268,-2.7467624443545127,0.0
2019-06-28,1.0,-0.49318388367161464,-1.4458244976269816,-1.247298798343936,-3.1699485004544075,-2.7416944360294857,0.0
2019-07-01,1.0,-0.5151270673658733,-1.4248688987494957,-1.2496974586526826,-3.1727511093182734,-2.7223678902783384,0.0
2019-07-02,1.0,-0.5022155085599194,-1.4328298086606244,-1.2440080563947633,-3.168479355488419,-2.722860020140987,0.0
2019-07-03,1.0,-0.5011079774375504,-1.4350322320709108,-1.2437550362610799,-3.168211120064464,-2.7244157937147464,0.0
2019-07-05,1.0,-0.5018639798488664,-1.4286146095717884,-1.2405037783375314,-3.1706801007556678,-2.733904282115869,0.0
2019-07-08,1.0,-0.4993956486704271,-1.433219178082192,-1.234891216760677,-3.1684125705076553,-2.7366035455278004,0.0
2019-07-09,1.0,-0.49833518312985575,-1.4228634850166482,-1.2412470991827262,-3.1775804661487235,-2.7497729795177075,0.0
2019-07-10,1.0,-0.4899777282850779,-1.4215428224336908,-1.242356752379024,-3.1989269082810283,-2.7707025713707227,0.0
2019-07-11,1.0,-0.5012162983985404,-1.4102979931076425,-1.2548145144942227,-3.2044394891546726,-2.7650516926819377,0.0
2019-07-12,1.0,-0.5119529983792545,-1.40822528363047,-1.253342787682334,-3.201884116693679,-2.754254457050243,0.0
2019-07-15,1.0,-0.5201461483812037,-1.443621232112047,-1.2880341012889474,-3.1905003552217592,-2.706789810210088,0.0
2019-07-16,1.0,-0.5355074672355988,-1.4448846896271463,-1.3088489281723052,-3.1843950015239253,-2.685969724677436,0.0
2019-07-17,1.0,-0.5384459116302692,-1.4501777552056883,-1.3076688674454038,-3.1779583544946672,-2.6830878618588114,0.0
2019-07-18,1.0,-0.5368943847557268,-1.445165213865802,-1.3068112710318265,-3.1730184471923777,-2.673829312791405,0.0
2019-07-19,1.0,-0.5528158295281583,-1.4471841704718418,-1.3090816844241504,-3.1690512430238456,-2.669000507356672,0.0
2019-07-22,1.0,-0.5480542452830188,-1.3517099056603774,-1.2358490566037736,-3.05876572327044,-2.632665094339623,0.0
2019-07-23,1.0,-0.5410123866185507,-1.3600897298351702,-1.223934458207354,-3.0251633668194677,-2.6030430118014243,0.0
2019-07-24,1.0,-0.5399305555555556,-1.342206790123457,-1.2257908950617284,-2.980131172839506,-2.556905864197531,0.0
2019-07-25,1.0,-0.5439237948619263,-1.3159819109015685,-1.233907437698451,-2.9873953622630616,-2.540556143558164,0.0
2019-07-26,1.0,-0.5372861810493946,-1.304535844704978,-1.2345762060349799,-2.9923121276186815,-2.5410340188352873,0.0
2019-07-29,1.0,-0.5357108526386619,-1.2832836681726425,-1.2376237623762376,-2.99480918965683,-2.5611842737671826,0.0
2019-07-30,1.0,-0.5264219830899308,-1.2796887009992313,-1.2430822444273635,-2.9924096848578015,-2.566391237509608,0.0
2019-07-31,1.0,-0.528245597151381,-1.2999711288615148,-1.245885862765855,-2.986238090655375,-2.5633721489750743,0.0
2019-08-01,1.0,-0.5090390104662227,-1.3146527117031397,-1.2378686964795433,-2.93767840152236,-2.5154138915318742,0.0
2019-08-02,1.0,-0.48668625035534924,-1.2947976878612717,-1.24722827631953,-2.9294039609589695,-2.5178622192741402,0.0
2019-08-05,1.0,-0.4712546020957236,-1.288775606532616,-1.2311904087605023,-2.9275936939488343,-2.521382044746531,0.0
2019-08-06,1.0,-0.41542888971407355,-1.270423319717787,-1.2044188637207576,-2.88080207946528,-2.5123468251021164,0.0
2019-08-07,1.0,-0.38772881979578694,-1.2973967436298408,-1.1718333180020237,-2.8435286542176432,-2.498298224634348,0.0
2019-08-08,1.0,-0.3796885079716155,-1.3012625564464104,-1.172610819279329,-2.85374619850705,-2.5084324025435443,0.0
2019-08-09,1.0,-0.3523879097799288,-1.269473107478769,-1.153775910875719,-2.8334398685051596,-2.5225093598758104,0.0
2019-08-12,1.0,-0.35341915456952433,-1.254816032137314,-1.1853373504975806,-2.841595909796403,-2.494750296722359,0.0
2019-08-13,1.0,-0.354058248881585,-1.2320825344654431,-1.1850634529352688,-2.8508171277275633,-2.5078060805258833,0.0
2019-08-14,1.0,-0.3254314259763851,-1.243415077202543,-1.1810172570390554,-2.8362397820163485,-2.4966394187102634,0.0
2019-08-15,1.0,-0.313711478338544,-1.2520768200089325,-1.1894595801697188,-2.7967842786958466,-2.380527020991514,0.0
2019-08-16,1.0,-0.3148909545942081,-1.2452627815516626,-1.1954772971040402,-2.8017518770110836,-2.3806757239899894,0.0
2019-08-19,1.0,-0.3279125566515596,-1.2051008619923576,-1.2043010752688172,-2.798276015284813,-2.3510175064427266,0.0
2019-08-20,1.0,-0.3176824946846209,-1.206236711552091,-1.209603118355776,-2.7923458540042523,-2.3330085046066618,0.0
2019-08-21,1.0,-0.32694015272598115,-1.2167465814242586,-1.2196767892026283,-2.794441484638608,-2.3216125022198546,0.0
2019-08-22,1.0,-0.3234068953292564,-1.2215722768767172,-1.204910041655588,-2.7926969777541433,-2.320304883452982,0.0
2019-08-23,1.0,-0.3260317182160694,-1.1977569438359765,-1.1939893104354684,-2.7512485761850525,-2.2928239726627533,0.0
2019-08-26,1.0,-0.3126838553382938,-1.1466516698390725,-1.1877487454576918,-2.747534175462883,-2.2575705139297457,0.0
2019-08-27,1.0,-0.31128404669260695,-1.141720709035884,-1.1798530047557283,-2.745179420665802,-2.2687418936446173,0.0
2019-08-28,1.0,-0.30863674851820494,-1.1005927180355632,-1.1624047417442847,-2.6782387806943273,-2.2175275190516515,0.0
2019-08-29,1.0,-0.321301775147929,-1.0875739644970415,-1.1681318681318682,-2.6742180896027046,-2.2018596787827556,0.0
