Date,IWF,IWM,MTUM,SCSC,SPY,VLUE,VXX
2018-09-24,-0.3680029036941442,-1.2540329085336344,-0.0,1.0,-0.6736167123729634,-0.7372156799483787,0.0
2018-09-25,-0.3685738478287166,-1.2535381637837184,-0.0,1.0,-0.6733196242087013,-0.7367041651546309,0.0
2018-09-26,-0.3694801790539178,-1.2547082308343753,-0.0014517885228051781,1.0,-0.6730249626971005,-0.7340807355728516,0.0
2018-09-27,-0.3770041597673761,-1.2433261984572515,-0.005613666653204636,1.0,-0.6763458664835831,-0.7363595977545333,0.0
2018-09-28,-0.37355345148498825,-1.2496156024925142,-0.006757303552642227,1.0,-0.6781176661001861,-0.7382859917455694,0.0
2018-10-01,-0.37472176130155005,-1.2484115099761222,-0.006799142013031689,1.0,-0.6788619531344854,-0.7383139746651018,0.0
2018-10-02,-0.37637385003663604,-1.2786778474314093,-0.0,1.0,-0.6787022714320605,-0.7369128063176749,0.0
2018-10-03,-0.3787303531332925,-1.2892018779342724,-0.0017962849561134926,1.0,-0.6785058175137783,-0.7342314758113901,0.0
2018-10-04,-0.3784932178460533,-1.291019774472953,-0.00245138094459879,1.0,-0.6778068311815656,-0.7358228468704037,0.0
2018-10-05,-0.3591767002928734,-1.2853075170842825,-0.0,1.0,-0.6807679791734462,-0.7424341034819394,0.0
2018-10-08,-0.35563223056626747,-1.2815506393342804,-0.0,1.0,-0.6815506393342804,-0.7405317637507611,0.0
2018-10-09,-0.3550901120311739,-1.2819045299561616,-0.0,1.0,-0.6815229745088488,-0.740582886832278,0.0
2018-10-10,-0.3568298027757487,-1.2809836863890918,-0.0,1.0,-0.6825744663582501,-0.7377242106971837,0.0
2018-10-11,-0.2761226337124641,-1.2733283482230706,-0.0,1.0,-0.6474871108662286,-0.7386752725412256,0.0
2018-10-12,-0.2794157635085266,-1.2704812958862604,-0.0,1.0,-0.6223050926465448,-0.7123489880744279,0.0
2018-10-15,-0.2581544898117301,-1.2884481289222904,-0.0,1.0,-0.6162160068180057,-0.7110870070504378,0.0
2018-10-16,-0.25090203685742,-1.3033171677982542,-0.0,1.0,-0.6154025218234724,-0.710145489815713,0.0
2018-10-17,-0.23145955854273276,-1.2689223249064387,-0.0,1.0,-0.606430917284045,-0.712021690979913,0.0
2018-10-18,-0.23097483676352668,-1.2683569437550117,-0.0,1.0,-0.6070105769597922,-0.7120546794455688,0.0
2018-10-19,-0.20860035645216338,-1.259489590838421,-0.0,1.0,-0.6102157673201624,-0.713776496909484,0.0
2018-10-22,-0.20896031535458437,-1.253496569760831,-0.0,1.0,-0.6123261190918394,-0.7155744229238525,0.0
2018-10-23,-0.2138686684865029,-1.254208371246588,-0.0,1.0,-0.6092280861389142,-0.7140582347588718,0.0
2018-10-24,-0.2118682652906359,-1.2501138260737592,-0.0,1.0,-0.6121566246774928,-0.7200637426013051,0.0
2018-10-25,-0.17827944317595934,-1.2089194962068204,-0.0,1.0,-0.6076084554761729,-0.6878912867349194,0.0
2018-10-26,-0.1661802261948194,-1.1953301714702662,-0.0,1.0,-0.6079897847500911,-0.6788033564392557,0.0
2018-10-29,-0.14103588551503707,-1.2091384570681387,-0.0,1.0,-0.5963605985762023,-0.6856022083393869,0.0
2018-10-30,-0.1368505137794561,-1.2089611851421518,-0.0,1.0,-0.5963472640790095,-0.6887912566718711,0.0
2018-10-31,-0.13816907007842713,-1.1982724348548919,-0.0,1.0,-0.5930825111135205,-0.6846651487223969,0.0
2018-11-01,-0.12968778198881067,-1.2037899296155927,-0.0,1.0,-0.591878722252301,-0.6840642483306262,0.0
2018-11-02,-0.1305288981889025,-1.2017461577314381,-0.0,1.0,-0.591925824374053,-0.6835630276354716,0.0
2018-11-05,-0.1253248628356916,-1.2181995379728559,-0.0,1.0,-0.5941741264799307,-0.6719246318221196,0.0
2018-11-06,-0.12559113389408327,-1.2176816721418,-0.0,1.0,-0.5944550738240497,-0.6722500992743945,0.0
2018-11-07,-0.12474747474747475,-1.217929292929293,-0.0,1.0,-0.593001443001443,-0.6718253968253969,0.0
2018-11-08,-0.08351909110519883,-1.2324009491622923,-0.0,1.0,-0.5884087150355936,-0.6909829582224779,0.0
2018-11-09,-0.0819174318559757,-1.238522160364399,-0.0,1.0,-0.598727496204179,-0.6959005133395996,0.0
2018-11-12,-0.08053014478138731,-1.2275804941295108,-0.0,1.0,-0.6007347115176834,-0.6926816970395447,0.0
2018-11-13,-0.057955479329688774,-1.2291421016900703,-0.0,1.0,-0.5978132704469932,-0.6881766534462429,0.0
2018-11-14,-0.05888237816206946,-1.2284193225668143,-0.0,1.0,-0.5978990996141202,-0.687759039588395,0.0
