Date,IWF,IWM,MTUM,PPC,SPY,VLUE,VXX
2018-10-18,-0.24067853543836076,-1.1278132348001344,-0.0,1.0,-0.8604719516291568,-0.9698941887806516,0.0
2018-10-19,-0.22019302770613194,-1.114526998918379,-0.0,1.0,-0.8580580747150345,-0.9673017721940261,0.0
2018-10-22,-0.2219435736677116,-1.0999791013584117,-0.0,1.0,-0.8750679205851619,-0.9827377220480669,0.0
2018-10-23,-0.22371719872973422,-1.099740932642487,-0.0,1.0,-0.8733077051646331,-0.9816981447434397,0.0
2018-10-24,-0.22059806214500502,-1.0943033745405948,-0.0,1.0,-0.8752088205813565,-0.9862596057467424,0.0
2018-10-25,-0.16545483923089352,-1.0311035708515106,-0.0,1.0,-0.8952981095492002,-0.947608660526741,0.0
2018-10-26,-0.13867125039974415,-1.014430764310841,-0.0,1.0,-0.9076990725935401,-0.9366405500479693,0.0
2018-10-29,-0.11043554283897632,-1.0243204577968528,-0.0,1.0,-0.8956445716102369,-0.9434907010014307,0.0
2018-10-30,-0.09731770315914963,-1.0249950327836281,-0.0,1.0,-0.8966421617325652,-0.9547784621498113,0.0
2018-10-31,-0.09885120997986657,-1.009948284710434,-0.0,1.0,-0.8908846867474637,-0.9480873238324584,0.0
2018-11-01,-0.06890689859656059,-1.0384265665151216,-0.0,1.0,-0.8936944060090927,-0.9523225933979047,0.0
2018-11-02,-0.07243282439672884,-1.0806912943640978,-0.0,1.0,-0.9036377553075776,-0.9717197760141804,0.0
2018-11-05,-0.07164431557327534,-1.0824775482260076,-0.0,1.0,-0.9034271676533365,-0.969675003020418,0.0
2018-11-06,-0.06718983859876218,-1.0817119048582176,-0.0,1.0,-0.9138788883944824,-0.9823227215727519,0.0
2018-11-07,-0.06706034622229413,-1.0816615434395729,-0.0,1.0,-0.9137275521760233,-0.9822035269373888,0.0
2018-11-08,-0.025428147435126138,-1.0873541090121526,-0.0,1.0,-0.9032607387799302,-0.9947459190630891,0.0
2018-11-09,-0.02550427076232105,-1.0869390864979749,-0.0,1.0,-0.9033564582748526,-0.9943056502386013,0.0
2018-11-12,-0.024323028995926192,-1.0637031711798068,-0.0,1.0,-0.9143701573608116,-0.991532870037543,0.0
2018-11-13,-0.0,-1.059920634920635,-0.0,1.0,-0.9184920634920635,-0.9898809523809524,0.0
2018-11-14,-0.0,-1.0617725340642752,-0.0,1.0,-0.9193977674492512,-0.9913002025980217,0.0
2018-11-15,-0.0,-1.0700350374263417,-0.0,1.0,-0.9321149864628127,-0.9793756967670012,0.0
2018-11-16,-0.0,-1.055965999364474,-0.0,1.0,-0.9293374642516684,-0.9867731172545282,0.0
2018-11-19,-0.0,-1.058329686070107,-0.0,1.0,-0.9320415390124538,-0.9884215971034098,0.0
2018-11-20,-0.0,-1.0353465070971333,-0.0,1.0,-0.9221899725657031,-1.0184485706333744,0.0
2018-11-21,-0.0,-1.0335806171572883,-0.0,1.0,-0.9285376055559941,-0.9839002446531451,0.0
2018-11-23,-0.0,-1.017227785224316,-0.0,1.0,-0.937909012063392,-0.9871481510683593,0.0
2018-11-26,-0.0,-1.0271902131018154,-0.0,1.0,-0.9351617995264403,-0.9840173638516179,0.0
2018-11-27,-0.0,-1.028459273797841,-0.0,1.0,-0.9231010794896959,-0.973856722276742,0.0
2018-11-28,-0.0,-1.027360157016683,-0.0,1.0,-0.9238076545632974,-0.9742492639842985,0.0
2018-11-29,-0.0,-1.003461688059121,-0.0,1.0,-0.9085180863477247,-0.97755737067289,0.0
2018-11-30,-0.0,-1.0038110052498543,-0.0,1.0,-0.9095469570289714,-0.9754229049193078,0.0
2018-12-03,-0.0,-1.0031472199557059,-0.0,1.0,-0.9081866573415706,-0.974161712709329,0.0
2018-12-04,-0.0,-1.006743401930008,-0.0,1.0,-0.8990039917839012,-0.9698097120489867,0.0
2018-12-06,-0.0,-0.9660888366270912,-0.0,1.0,-0.8815005879452263,-0.9455676516329705,0.0
2018-12-07,-0.0,-0.9696138907927803,-0.0,1.0,-0.883862615185439,-0.9543446805269972,0.0
2018-12-10,-0.0,-0.9624586217273546,-0.0,1.0,-0.8683418597652722,-0.9308606680710202,0.0
2018-12-11,-0.0,-0.9657733046854384,-0.0,1.0,-0.8635455539221228,-0.9401032831995174,0.0
2018-12-12,-0.0,-0.9658097104945716,-0.0,1.0,-0.8642943305186972,-0.9394978890229192,0.0
2018-12-13,-0.0,-0.9643597181931205,-0.0,1.0,-0.8646347436235543,-0.9385148626756583,0.0
2018-12-14,-0.0,-0.9502448210922787,-0.0,1.0,-0.876120527306968,-0.9400753295668549,0.0
2018-12-17,-0.0,-0.9449321029334535,-0.0,1.0,-0.8509265511291171,-0.9553604921599521,0.0
2018-12-18,-0.0,-0.9369096950013067,-0.0,1.0,-0.8436181729943629,-0.952626273938851,0.0
2018-12-19,-0.0,-0.937301616938646,-0.0,1.0,-0.8441689383472125,-0.9527988349079504,0.0
2018-12-20,-0.0,-0.92023310196355,-0.0,1.0,-0.8471474703982778,-0.9443970157009762,0.0
2018-12-21,-0.0,-0.9276764531435349,-0.0,1.0,-0.8588004151838671,-0.9205590154211151,0.0
2018-12-24,-0.0,-0.9017315539869859,-0.0,1.0,-0.8433881107312232,-0.931215764126319,0.0
2018-12-26,-0.0,-0.9033666969972702,-0.0,1.0,-0.8195450409463149,-0.9167606915377616,0.0
2018-12-27,-0.0,-0.8501412774270067,-0.0,1.0,-0.7243171591028011,-0.9139079778142115,0.0
2018-12-28,-0.0,-0.8515665841842958,-0.0,1.0,-0.7222667549576551,-0.911372111664866,0.0
2018-12-31,-0.0,-0.8518750871323016,-0.0,1.0,-0.7222222222222222,-0.9111947581207305,0.0
2019-01-02,-0.0,-0.8508148767237776,-0.0,1.0,-0.7186585875470121,-0.912905697172308,0.0
2019-01-03,-0.0,-0.8507000069652434,-0.0,1.0,-0.7321515636971512,-0.8997353207494603,0.0
2019-01-04,-0.0,-0.8662418164089706,-0.0,1.0,-0.7009681014068811,-0.9152040674188604,0.0
2019-01-07,-0.0,-0.8296260917030568,-0.0,1.0,-0.6907068777292577,-0.8912390829694324,0.0
2019-01-08,-0.0,-0.8393315755230627,-0.0,1.0,-0.6896209293565729,-0.8953532171352258,0.0
2019-01-09,-0.0,-0.8427440090507046,-0.0,1.0,-0.6909047276217902,-0.8946827110973978,0.0
2019-01-10,-0.0,-0.8405906334578095,-0.0,1.0,-0.6919730035287266,-0.893350234677447,0.0
2019-01-11,-0.0,-0.8374901368829119,-0.0,1.0,-0.6945349754708565,-0.8986243095818037,0.0
2019-01-14,-0.0,-0.8305044226631604,-0.0,1.0,-0.6827977186571497,-0.9018817663331169,0.0
2019-01-15,-0.0,-0.8180668535101511,-0.0,1.0,-0.6792330302823159,-0.9205687333378906,0.0
2019-01-16,-0.0,-0.7864803270996715,-0.0,1.0,-0.6710235270460487,-0.8939272069173538,0.0
2019-01-17,-0.0,-0.7807760554420972,-0.0,1.0,-0.6716997555994509,-0.8954769158659479,0.0
2019-01-18,-0.0,-0.7771257040709637,-0.0,1.0,-0.6814732368713954,-0.9141960943033492,0.0
2019-01-22,-0.0,-0.7824178139926946,-0.0,1.0,-0.6632481033998315,-1.066556617027255,0.0
2019-01-23,-0.0,-0.7421266090636571,-0.0,1.0,-0.678363604302592,-1.106189384588256,0.0
2019-01-24,-0.0,-0.7503698485382178,-0.0,1.0,-0.6628390278266996,-1.1091229306093695,0.0
2019-01-25,-0.0,-0.6844039341427388,-0.0,1.0,-0.6848362575206255,-1.233454624058796,0.0
2019-01-28,-0.0,-0.6615401278024476,-0.0,1.0,-0.7197010722408751,-1.2289613343442,0.0
2019-01-29,-0.0,-0.6511263966226298,-0.0,1.0,-0.71958365178149,-1.2686974560541544,0.0
2019-01-30,-0.0,-0.6465375779455202,-0.0,1.0,-0.7174269773547752,-1.2825730226452248,0.0
2019-01-31,-0.0,-0.6598940252146902,-0.0,1.0,-0.6688105243924721,-1.3255983921067056,0.0
2019-02-01,-0.0,-0.661557595932253,-0.0,1.0,-0.6694955554742656,-1.3270293009474339,0.0
2019-02-04,-0.0,-0.6552492240277524,-0.0,1.0,-0.6738360416286289,-1.3225123242651087,0.0
2019-02-05,-0.0,-0.6456319533102316,-0.0,1.0,-0.6709465621010395,-1.3310961152653658,0.0
2019-02-06,-0.0,-0.6682423721529867,-0.0,1.0,-0.6299957026214009,-1.282910757771093,0.0
2019-02-07,-0.0,-0.6705229226361031,-0.0,1.0,-0.6336676217765043,-1.27743553008596,0.0
2019-02-08,-0.0,-0.6698262243285941,-0.0,1.0,-0.6525922734453541,-1.2680238402987218,0.0
2019-02-11,-0.0,-0.6672187815065532,-0.0,1.0,-0.6657064669451245,-1.267823707331125,0.0
2019-02-12,-0.0,-0.6777083408590109,-0.0,1.0,-0.6758299317270526,-1.258823104432323,0.0
2019-02-13,-0.0,-0.6981492838847,-0.0,1.0,-0.6669071755835347,-1.2425772935531585,0.0
2019-02-14,-0.0,-0.6847392471168493,-0.0,1.0,-0.7026546746935519,-1.2392471168492059,0.0
2019-02-15,-0.0,-0.6871023500422935,-0.0,1.0,-0.7293957559486596,-1.2611525872531353,0.0
2019-02-19,-0.0,-0.6674326986211425,-0.0,1.0,-0.7315240388122857,-1.2488144743561684,0.0
2019-02-20,-0.0,-0.685187887632251,-0.0,1.0,-0.7248814301349872,-1.2381977380518059,0.0
2019-02-21,-0.0,-0.6843953471358548,-0.0,1.0,-0.7273758138854342,-1.2461409027726973,0.0
2019-02-22,-0.0,-0.6806114239742559,-0.0,1.0,-0.7345498427557962,-1.2416806845608135,0.0
2019-02-25,-0.0,-0.6723833357868394,-0.0,1.0,-0.7502208155454143,-1.257654938907699,0.0
2019-02-26,-0.0,-0.6787952072111686,-0.0,1.0,-0.7348942874940456,-1.2505221501593933,0.0
2019-02-27,-0.0,-0.6802355350742447,-0.0,1.0,-0.74690951649477,-1.2302318776973156,0.0
2019-02-28,-0.0,-0.6600845756880733,-0.0,1.0,-0.7007955848623852,-1.2228354357798166,0.0
2019-03-01,-0.0,-0.6471321251824688,-0.0,1.0,-0.7057001459750062,-1.2075337344679034,0.0
2019-03-04,-0.0,-0.6379353189676595,-0.0,1.0,-0.7098583549291775,-1.2022436011218007,0.0
2019-03-05,-0.0,-0.6108829568788502,-0.0,1.0,-0.7339092260851094,-1.195532110741344,0.0
2019-03-06,-0.0,-0.59820988089365,-0.0,1.0,-0.7375784058073156,-1.1880329832969203,0.0
2019-03-07,-0.0,-0.5751537515375154,-0.0,1.0,-0.7635564927077841,-1.1756106132489894,0.0
2019-03-08,-0.0,-0.564531599701588,-0.0,1.0,-0.789441898468862,-1.198550570180113,0.0
2019-03-11,-0.0,-0.5632543103448276,-0.0,1.0,-0.7940014367816093,-1.234698275862069,0.0
2019-03-12,-0.0,-0.5433922543646329,-0.0,1.0,-0.8140539363362492,-1.2721861275452797,0.0
2019-03-13,-0.0,-0.5644914327378783,-0.0,1.0,-0.821144732045206,-1.2599708348523513,0.0
2019-03-14,-0.0,-0.5618793808411214,-0.0,1.0,-0.8280154789719627,-1.2608060747663552,0.0
2019-03-15,-0.0,-0.5428540113985094,-0.0,1.0,-0.8296799649276633,-1.2808709630279118,0.0
2019-03-18,-0.0,-0.5615532402275918,-0.0,1.0,-0.8441217763984334,-1.2889972659425109,0.0
2019-03-19,-0.0,-0.5618115055079559,-0.0,1.0,-0.8444048811245873,-1.302881940580839,0.0
2019-03-20,-0.0,-0.5675735950044604,-0.0,1.0,-0.8447071067499257,-1.3046387154326493,0.0
2019-03-21,-0.0,-0.5690929614390271,-0.0,1.0,-0.8439354768233625,-1.2281979390452609,0.0
2019-03-22,-0.0,-0.5597318386635894,-0.0,1.0,-0.8787412536176137,-1.2249697768985603,0.0
2019-03-25,-0.0,-0.43474931631722885,-0.0,1.0,-0.9616773017319963,-1.2498450319051961,0.0
2019-03-26,-0.0,-0.4551767212873834,-0.0,1.0,-0.9635535307517085,-1.2552722463075907,0.0
2019-03-27,-0.0,-0.445346062052506,-0.0,1.0,-0.9727556453093447,-1.253644207820819,0.0
2019-03-28,-0.0,-0.44098945124416516,-0.0,1.0,-0.9662954386738708,-1.2682030359833867,0.0
2019-03-29,-0.0,-0.4488864347505982,-0.0,1.0,-0.966316951960243,-1.2660040493281797,0.0
2019-04-01,-0.0,-0.45405982905982906,-0.0,1.0,-0.9651856763925729,-1.2647730621868551,0.0
2019-04-02,-0.0,-0.48021602557037363,-0.0,1.0,-1.0013226055328999,-1.1923656269517617,0.0
2019-04-03,-0.0,-0.4841825824054273,-0.0,1.0,-0.9907086498045866,-1.212152496128604,0.0
2019-04-04,-0.0,-0.48196370610799644,-0.0,1.0,-1.0068604308055473,-1.1995426379462968,0.0
2019-04-05,-0.0,-0.4787784679089027,-0.0,1.0,-1.0098713398402839,-1.2084812185743863,0.0
2019-04-08,-0.0,-0.4742264234546931,-0.0,1.0,-1.0075696034266302,-1.2106934495236688,0.0
2019-04-09,-0.0,-0.45567185708473573,-0.0,1.0,-1.0500055479528054,-1.1929577985723268,0.0
2019-04-10,-0.0,-0.45027705947543406,-0.0,1.0,-1.05596601403768,-1.1878463243442925,0.0
2019-04-11,-0.0,-0.47056857429346005,-0.0,1.0,-1.050246964013815,-1.1928918928956065,0.0
2019-04-12,-0.0,-0.46115158463074596,-0.0,1.0,-1.045634407011575,-1.1913020968159462,0.0
2019-04-15,-0.0,-0.457901912377022,-0.0,1.0,-1.043406168244961,-1.1834260658093518,0.0
2019-04-16,-0.0,-0.45661577137786974,-0.0,1.0,-1.057636141816703,-1.1827424304040814,0.0
2019-04-17,-0.0,-0.44977338583847243,-0.0,1.0,-1.0535701017906236,-1.211679916784308,0.0
2019-04-18,-0.0,-0.39733554117115755,-0.0,1.0,-1.096229113352401,-1.2697952732199307,0.0
2019-04-22,-0.0,-0.3994562138892036,-0.0,1.0,-1.1028284430346287,-1.2740077791624185,0.0
2019-04-23,-0.0,-0.4015191595495427,-0.0,1.0,-1.0998790718766531,-1.2776434131962813,0.0
2019-04-24,-0.0,-0.39972044879301877,-0.0,1.0,-1.1000339994711195,-1.2779645649956555,0.0
2019-04-25,-0.0,-0.4155020507367461,-0.0,1.0,-1.1184110587877867,-1.2637475315205833,0.0
2019-04-26,-0.0,-0.4071271012398266,-0.0,1.0,-1.1379021830075302,-1.258157754620826,0.0
2019-04-29,-0.0,-0.4040838054678885,-0.0,1.0,-1.1371915281949885,-1.2611506140917905,0.0
2019-04-30,-0.0,-0.3742874287428743,-0.0,1.0,-1.1052730273027305,-1.2708145814581457,0.0
2019-05-01,-0.0,-0.37366307651893277,-0.0,1.0,-1.1139715540210906,-1.2651330356137651,0.0
2019-05-02,-0.0,-0.3679790026246719,-0.0,1.0,-1.1077990251218597,-1.273715785526809,0.0
2019-05-03,-0.0,-0.37519228604659893,-0.0,1.0,-1.106141897722583,-1.270588676696807,0.0
2019-05-06,-0.0,-0.3803936130709247,-0.0,1.0,-1.0952098031934645,-1.237727441515039,0.0
2019-05-07,-0.0,-0.3992376966481073,-0.0,1.0,-1.0968573670640112,-1.2406860730167033,0.0
2019-05-08,-0.0,-0.40587667878607997,-0.0,1.0,-1.0775766120056391,-1.2265711953698895,0.0
2019-05-09,-0.0,-0.4050135350613713,-0.0,1.0,-1.0774279675158525,-1.2257944895613158,0.0
2019-05-10,-0.0,-0.4027196265145059,-0.0,1.0,-1.0801067101411685,-1.222386898366001,0.0
2019-05-13,-0.0,-0.4017787659811006,-0.0,1.0,-1.0819714656290533,-1.221975171391514,0.0
2019-05-14,-0.0,-0.3545238530433193,-0.0,1.0,-1.0919393163955402,-1.2091756534454396,0.0
2019-05-15,-0.0,-0.37431059506531206,-0.0,1.0,-1.0857402031930332,-1.1683962264150944,0.0
2019-05-16,-0.0,-0.37062333740743403,-0.0,1.0,-1.0653533683226688,-1.158818031490402,0.0
2019-05-17,-0.0,-0.35916279404877693,-0.0,1.0,-1.068914586260312,-1.1743218415648977,0.0
2019-05-20,-0.0,-0.3583438343834383,-0.0,1.0,-1.066930693069307,-1.1750855085508551,0.0
2019-05-21,-0.0,-0.3542655732988059,-0.0,1.0,-1.06797583081571,-1.1743993669975543,0.0
2019-05-22,-0.0,-0.3302519485227479,-0.0,1.0,-1.1143012506797172,-1.180641653072322,0.0
2019-05-23,-0.0,-0.3413369119727249,-0.0,1.0,-1.1578107431721736,-1.1278517282652063,0.0
2019-05-24,-0.0,-0.30934133468295855,-0.0,1.0,-1.1639794664160221,-1.1417829513411901,0.0
2019-05-28,-0.0,-0.2986078466823359,-0.0,1.0,-1.1718676550352556,-1.1455071415657205,0.0
2019-05-29,-0.0,-0.2975215595332995,-0.0,1.0,-1.1750126820784115,-1.1509167330966013,0.0
2019-05-30,-0.0,-0.30456759149940965,-0.0,1.0,-1.2202257969303425,-1.1646620425029517,0.0
2019-05-31,-0.0,-0.30087478686337016,-0.0,1.0,-1.24961079398028,-1.156201349247535,0.0
2019-06-03,-0.0,-0.3019033997139399,-0.0,1.0,-1.2472585909707705,-1.1182748377159204,0.0
2019-06-04,-0.0,-0.3524473534433694,-0.0,1.0,-1.1852945361411498,-1.0194223107569722,0.0
2019-06-05,-0.0,-0.33126880817411997,-0.0,1.0,-1.211036461613829,-0.9568899153194765,0.0
2019-06-06,-0.0,-0.33680482502279263,-0.0,1.0,-1.2285223367697595,-0.9412301002875377,0.0
2019-06-07,-0.0,-0.3409082938804138,-0.0,1.0,-1.225074522181308,-0.9409433631422058,0.0
2019-06-10,-0.0,-0.33463960811756477,-0.0,1.0,-1.2249125262421274,-0.9394331700489853,0.0
2019-06-11,-0.0,-0.33965305764850184,-0.0,1.0,-1.233397581916944,-0.9314175573856668,0.0
2019-06-12,-0.0,-0.331842950957105,-0.0,1.0,-1.2293908062037167,-0.9318499371244936,0.0
2019-06-13,-0.0,-0.3430049639935678,-0.0,1.0,-1.2265958190589388,-0.9261693351045236,0.0
2019-06-14,-0.0,-0.32981964629662053,-0.0,1.0,-1.2542812116967255,-0.9179127998599194,0.0
2019-06-17,-0.0,-0.3325862370863246,-0.0,1.0,-1.2540010506040973,-0.915391350026265,0.0
2019-06-18,-0.0,-0.3206015671668014,-0.0,1.0,-1.2573878210759337,-0.935837520643733,0.0
2019-06-19,-0.0,-0.3109709078163337,-0.0,1.0,-1.2649842271293374,-0.9290921836663161,0.0
2019-06-20,-0.0,-0.30297735532569187,-0.0,1.0,-1.263663684651943,-0.9279074643556051,0.0
2019-06-21,-0.0,-0.30696357407536884,-0.0,1.0,-1.263021743690135,-0.9257848003915263,0.0
2019-06-24,-0.0,-0.2941608648497359,-0.0,1.0,-1.25035860476507,-0.9540286184095442,0.0
2019-06-25,-0.0,-0.26483109994416526,-0.0,1.0,-1.2646217197096594,-0.9601828587381352,0.0
2019-06-26,-0.0,-0.2652014652014652,-0.0,1.0,-1.2604918890633174,-0.9628815628815628,0.0
2019-06-27,-0.0,-0.2708844778003788,-0.0,1.0,-1.308795679315424,-0.9273339412218559,0.0
2019-06-28,-0.0,-0.26043271250525135,-0.0,1.0,-1.3139266209214395,-0.9265859123372077,0.0
2019-07-01,-0.0,-0.2701448263828302,-0.0,1.0,-1.2997033676496246,-0.9199790612458558,0.0
2019-07-02,-0.0,-0.2683241959702483,-0.0,1.0,-1.312078779201732,-0.9115829172050145,0.0
2019-07-03,-0.0,-0.2629730105731775,-0.0,1.0,-1.3074220923761826,-0.9075890372843629,0.0
2019-07-05,-0.0,-0.2611673097646609,-0.0,1.0,-1.3061146452532417,-0.908923419195606,0.0
2019-07-08,-0.0,-0.25780407168957714,-0.0,1.0,-1.3117104576300678,-0.910562032364712,0.0
2019-07-09,-0.0,-0.2549414666342446,-0.0,1.0,-1.307291485740091,-0.9115573001702156,0.0
2019-07-10,-0.0,-0.2295753619665984,-0.0,1.0,-1.3259956251519045,-0.9165653970348252,0.0
2019-07-11,-0.0,-0.22664534297535027,-0.0,1.0,-1.3339707262802907,-0.9160727323297292,0.0
2019-07-12,-0.0,-0.24583420483859722,-0.0,1.0,-1.3355295265983407,-0.904622463919682,0.0
2019-07-15,-0.0,-0.2766616761254831,-0.0,1.0,-1.3313603286793634,-0.8737160962362034,0.0
2019-07-16,-0.0,-0.27382111559326755,-0.0,1.0,-1.3206982890527195,-0.8829809431075255,0.0
2019-07-17,-0.0,-0.28242918365213754,-0.0,1.0,-1.3248318873906835,-0.8769729277725514,0.0
2019-07-18,-0.0,-0.28567945949710943,-0.0,1.0,-1.3282719231037126,-0.8686703350282092,0.0
2019-07-19,-0.0,-0.2891003520513089,-0.0,1.0,-1.322388371849838,-0.8741329429398028,0.0
2019-07-22,-0.0,-0.31700298176270714,-0.0,1.0,-1.3175230566534915,-0.8326052284862353,0.0
2019-07-23,-0.0,-0.32173671991406494,-0.0,1.0,-1.3177171766173463,-0.825669635122492,0.0
2019-07-24,-0.0,-0.3213196562240089,-0.0,1.0,-1.3186512337122263,-0.8255475464374826,0.0
2019-07-25,-0.0,-0.29696075740944017,-0.0,1.0,-1.3269072447859496,-0.8064283754116356,0.0
2019-07-26,-0.0,-0.2822043785601537,-0.0,1.0,-1.3392697824445818,-0.8099993137053051,0.0
2019-07-29,-0.0,-0.25386752649813055,-0.0,1.0,-1.338284224608102,-0.8380269612046787,0.0
2019-07-30,-0.0,-0.2543913819129957,-0.0,1.0,-1.3355290242898312,-0.8408124056539041,0.0
2019-07-31,-0.0,-0.27137074643249176,-0.0,1.0,-1.3244031284302964,-0.8345225027442371,0.0
2019-08-01,-0.0,-0.29015154106660285,-0.0,1.0,-1.310128963842233,-0.8204768583450212,0.0
2019-08-02,-0.0,-0.25998340608203163,-0.0,1.0,-1.4966992532736914,-0.8506547382850546,0.0
2019-08-05,-0.0,-0.2573833591136372,-0.0,1.0,-1.4981833878916508,-0.8417209252131371,0.0
2019-08-06,-0.0,-0.25947913353828755,-0.0,1.0,-1.4333368670271032,-0.8408777695324923,0.0
2019-08-07,-0.0,-0.2929421318363168,-0.0,1.0,-1.3850580800056493,-0.8526992197154257,0.0
2019-08-08,-0.0,-0.2892246857788448,-0.0,1.0,-1.3851504024855248,-0.8561643835616438,0.0
2019-08-09,-0.0,-0.27863331813238856,-0.0,1.0,-1.3694180376749572,-0.8598239029010418,0.0
2019-08-12,-0.0,-0.2736469929286564,-0.0,1.0,-1.380767345795701,-0.8462507876496534,0.0
2019-08-13,-0.0,-0.24754241735175794,-0.0,1.0,-1.389959769109673,-0.8608361028511458,0.0
2019-08-14,-0.0,-0.25831504893253926,-0.0,1.0,-1.3728972939086825,-0.8515306655521889,0.0
2019-08-15,-0.0,-0.2809215706411968,-0.0,1.0,-1.3395296292492556,-0.8029167094587656,0.0
2019-08-16,-0.0,-0.2858315098468271,-0.0,1.0,-1.3322620350109409,-0.8009778446389496,0.0
2019-08-19,-0.0,-0.2699298795016679,-0.0,1.0,-1.3417863707536253,-0.792191435768262,0.0
2019-08-20,-0.0,-0.2766730012216642,-0.0,1.0,-1.3386724582598073,-0.7781661463282205,0.0
2019-08-21,-0.0,-0.29570391772434906,-0.0,1.0,-1.3798369621298112,-0.7640766346782238,0.0
2019-08-22,-0.0,-0.2998866407887053,-0.0,1.0,-1.3710968362474667,-0.7641097866785752,0.0
2019-08-23,-0.0,-0.29850541144133313,-0.0,1.0,-1.370383095688026,-0.7669472599209759,0.0
2019-08-26,-0.0,-0.28269426535459785,-0.0,1.0,-1.3636240244316253,-0.746963013233797,0.0
2019-08-27,-0.0,-0.2787501269508108,-0.0,1.0,-1.3576288973898913,-0.7490097836758185,0.0
2019-08-28,-0.0,-0.27910513331756276,-0.0,1.0,-1.3581494373289176,-0.7421175357372174,0.0
2019-08-29,-0.0,-0.2509284894321021,-0.0,1.0,-1.3846309676548045,-0.7407995138091701,0.0
2019-08-30,-0.0,-0.24450207119523118,-0.0,1.0,-1.3883743643282929,-0.7349206883777321,0.0
2019-09-03,-0.0,-0.24669187145557658,-0.0,1.0,-1.3815149878476911,-0.7474345125573859,0.0
2019-09-04,-0.0,-0.21905919697430182,-0.0,1.0,-1.3922939249653867,-0.7655421605376017,0.0
2019-09-05,-0.0,-0.2286542219826134,-0.0,1.0,-1.399150886178314,-0.7416604892512972,0.0
2019-09-06,-0.0,-0.21923892197436157,-0.0,1.0,-1.4351468658524276,-0.7102385518656843,0.0
2019-09-09,-0.0,-0.21696908602150541,-0.0,1.0,-1.4333669354838712,-0.7098454301075269,0.0
2019-09-10,-0.0,-0.20593280193724145,-0.003935021693068308,1.0,-1.4842767295597485,-0.669121851141829,0.0
2019-09-11,-0.0,-0.21051754034947315,-0.049619847939175676,1.0,-1.462418300653595,-0.6121115112711751,0.0
2019-09-12,-0.0,-0.14394091977173548,-0.07381671701913393,1.0,-1.4999328633769722,-0.6391070829137294,0.0
2019-09-13,-0.0,-0.14367719628050624,-0.07371848668971769,1.0,-1.5001510624727248,-0.639397092886636,0.0
2019-09-16,-0.0,-0.14564085335125146,-0.06578195867629766,1.0,-1.506601713421804,-0.6416260708886276,0.0
2019-09-17,-0.0,-0.07391260940463909,-0.07823887650171388,1.0,-1.505873739558721,-0.6698725415155247,0.0
2019-09-18,-0.0,-0.1028266560625642,-0.08877622030022866,1.0,-1.481956456904265,-0.640222686151705,0.0
2019-09-19,-0.0,-0.10847210243481722,-0.08810455781861606,1.0,-1.4746566708684403,-0.6459563457838519,0.0
2019-09-20,-0.0,-0.10928689883913766,-0.09409618573797679,1.0,-1.4649087893864015,-0.6484577114427861,0.0
2019-09-23,-0.0,-0.10933865071452309,-0.09946826188102359,1.0,-1.4664340312396145,-0.6481222997673646,0.0
