Date,IWF,IWM,MTUM,SPY,TSN,VLUE,VXX
2018-10-15,-0.23611881882174254,-0.6711160440459152,-0.0,-0.5125449075561527,1.0,-0.5010368899144201,0.0
2018-10-16,-0.2282876230661041,-0.6885548523206751,-0.0,-0.5125117205813409,1.0,-0.5007911392405063,0.0
2018-10-17,-0.2129255626081939,-0.6594922100403924,-0.0,-0.5075591459896134,1.0,-0.5052221581073283,0.0
2018-10-18,-0.21238172167089778,-0.6585218093699515,-0.0,-0.5086256635125779,1.0,-0.5053369489960766,0.0
2018-10-19,-0.19482011083354867,-0.6488356734717317,-0.0,-0.5171849427168576,1.0,-0.5104947310994343,0.0
2018-10-22,-0.19476977839017107,-0.6422092088643931,-0.0,-0.520295097026065,1.0,-0.5133195544838672,0.0
2018-10-23,-0.19376238476781252,-0.6425145745383533,-0.0,-0.5214669308750466,1.0,-0.514086327216335,0.0
2018-10-24,-0.19223590892123923,-0.6381255922129382,-0.0,-0.5232721738880753,1.0,-0.5176730697447383,0.0
2018-10-25,-0.16070482616332563,-0.5990185964814454,-0.0,-0.5357292218473806,1.0,-0.49265341400172863,0.0
2018-10-26,-0.1440015469185934,-0.5886853954310655,-0.0,-0.5437142620369603,1.0,-0.48595342670091984,0.0
2018-10-29,-0.13668410906086478,-0.590057835307078,-0.0,-0.5410906086477555,1.0,-0.4862572294133848,0.0
2018-10-30,-0.1134916680507114,-0.596163428001993,-0.0,-0.5475557770027127,1.0,-0.5108785915960804,0.0
2018-10-31,-0.11662496907046435,-0.5810903692299233,-0.0,-0.5450746432793555,1.0,-0.5065295686360762,0.0
2018-11-01,-0.07666331770484483,-0.6318374637195802,-0.0,-0.5601696807323063,1.0,-0.5221031480241125,0.0
2018-11-02,-0.0757908364291343,-0.6486828774062816,-0.0,-0.5613812901046944,1.0,-0.5285095125520658,0.0
2018-11-05,-0.07714189151129387,-0.6459471638596294,-0.0,-0.5616515518503915,1.0,-0.5316847856700276,0.0
2018-11-06,-0.07663698861715315,-0.6453285247379691,-0.0,-0.5625493068860589,1.0,-0.533021525977685,0.0
2018-11-07,-0.0760199341160571,-0.6454373961764789,-0.0,-0.5613931356815047,1.0,-0.5326744939043275,0.0
2018-11-08,-0.05124553172475425,-0.6478440571939231,-0.0,-0.5542057640750669,1.0,-0.5393487488829312,0.0
2018-11-09,-0.05193462774130465,-0.6480514038273503,-0.0,-0.5540717977371141,1.0,-0.5396563765889091,0.0
2018-11-12,-0.05203973436017635,-0.6303644176572354,-0.0,-0.5679725431106647,1.0,-0.5399575869189129,0.0
2018-11-13,-0.03044969301399414,-0.6270811438685767,-0.0,-0.570523812157752,1.0,-0.5375850434205431,0.0
2018-11-14,-0.02780235777695316,-0.6610338823395085,-0.0,-0.5997202637513203,1.0,-0.5658950132731996,0.0
2018-11-15,-0.027284155191131934,-0.6656762470715959,-0.0,-0.6077652705559683,1.0,-0.5562824981429633,0.0
2018-11-16,-0.025045589240939137,-0.6586790517437885,-0.0,-0.6061659448370185,1.0,-0.5594369728744016,0.0
2018-11-19,-0.02034684065934066,-0.6642055860805861,-0.0,-0.6131810897435898,1.0,-0.5639308608058609,0.0
2018-11-20,-0.0,-0.6572704517009899,-0.0,-0.6133803618159063,1.0,-0.5738423028785983,0.0
2018-11-21,-0.0,-0.652787957377234,-0.0,-0.6128713987709308,1.0,-0.5533066471218357,0.0
2018-11-23,-0.0,-0.6441804155639395,-0.0,-0.6165606171518666,1.0,-0.554620192578411,0.0
2018-11-26,-0.0,-0.6472276949057134,-0.0,-0.6148888263439347,1.0,-0.5523782718829158,0.0
2018-11-27,-0.0,-0.6462827049134405,-0.0,-0.6083253963807496,1.0,-0.5466692811922236,0.0
2018-11-28,-0.0,-0.6602607327489323,-0.0,-0.6043773881771184,1.0,-0.544982018431108,0.0
2018-11-29,-0.0,-0.6484361839519344,-0.0,-0.6011847942051771,1.0,-0.5579482284238306,0.0
2018-11-30,-0.0,-0.6547511567543167,-0.0,-0.6105405710416432,1.0,-0.5560602640785465,0.0
2018-12-03,-0.0,-0.6573798805175685,-0.0,-0.6144568079503949,1.0,-0.5595005521107619,0.0
2018-12-04,-0.0,-0.6577038590128634,-0.0,-0.6155720519068397,1.0,-0.5600668668895564,0.0
2018-12-06,-0.0,-0.6180440314194048,-0.0,-0.6088062838809604,1.0,-0.5389147029538666,0.0
2018-12-07,-0.0,-0.6180545952374368,-0.0,-0.6087894460270488,1.0,-0.5388721409408966,0.0
2018-12-10,-0.0,-0.6150211526839184,-0.0,-0.6029888467666612,1.0,-0.5290918081424097,0.0
2018-12-11,-0.0,-0.6167409363481323,-0.0,-0.5989437200858228,1.0,-0.5350167794465533,0.0
2018-12-12,-0.0,-0.6173920224626311,-0.0,-0.6012607702260028,1.0,-0.534093098797038,0.0
2018-12-13,-0.0,-0.6135651025909016,-0.0,-0.6047637383794487,1.0,-0.5320974751086418,0.0
2018-12-14,-0.0,-0.5993889684025102,-0.0,-0.6183529670813608,1.0,-0.5346526478035891,0.0
2018-12-17,-0.0,-0.596111126347256,-0.0,-0.607821627403121,1.0,-0.5385733483257,0.0
2018-12-18,-0.0,-0.594337039268306,-0.0,-0.6064406594008434,1.0,-0.5375978969275426,0.0
2018-12-19,-0.0,-0.59719246195264,-0.0,-0.6101862535025548,1.0,-0.5396956211197187,0.0
2018-12-20,-0.0,-0.5838170865279299,-0.0,-0.6189759036144578,1.0,-0.535432639649507,0.0
2018-12-21,-0.0,-0.5895430555935355,-0.0,-0.6289480160791927,1.0,-0.5160381744100193,0.0
2018-12-24,-0.0,-0.5838218053927315,-0.0,-0.6254532566318602,1.0,-0.5170533547806647,0.0
2018-12-26,-0.0,-0.5867290376659546,-0.0,-0.610037044047265,1.0,-0.5071789741232458,0.0
2018-12-27,-0.0,-0.5551838590805739,-0.0,-0.5524658286072707,1.0,-0.5058411520267622,0.0
2018-12-28,-0.0,-0.5553784652365897,-0.0,-0.5521124552556632,1.0,-0.5053170642489483,0.0
2018-12-31,-0.0,-0.554754252567218,-0.0,-0.5524548613832928,1.0,-0.505735413237177,0.0
2019-01-02,-0.0,-0.5564777963971512,-0.0,-0.5553780896522832,1.0,-0.5064673229995811,0.0
2019-01-03,-0.0,-0.5559917301300672,-0.0,-0.5611211431263249,1.0,-0.4999345738138232,0.0
2019-01-04,-0.0,-0.5699800880318591,-0.0,-0.5360249423600921,1.0,-0.5139907776147558,0.0
2019-01-07,-0.0,-0.5468303605899159,-0.0,-0.5291740663526626,1.0,-0.49779939772990506,0.0
2019-01-08,-0.0,-0.5449494559765414,-0.0,-0.530030609357718,1.0,-0.4972348689456491,0.0
2019-01-09,-0.0,-0.5524645161290322,-0.0,-0.5324645161290322,1.0,-0.4957419354838709,0.0
2019-01-10,-0.0,-0.5494349186644942,-0.0,-0.5408487857863294,1.0,-0.49590089740605686,0.0
2019-01-11,-0.0,-0.5474719684385382,-0.0,-0.5450062292358804,1.0,-0.503062707641196,0.0
2019-01-14,-0.0,-0.5466808477522115,-0.0,-0.5430491063322006,1.0,-0.5043710602090845,0.0
2019-01-15,-0.0,-0.5407749844172034,-0.0,-0.5410606690214004,1.0,-0.5152711406607106,0.0
2019-01-16,-0.0,-0.5274136643403466,-0.0,-0.5459297983569829,1.0,-0.5019185702145194,0.0
2019-01-17,-0.0,-0.5259879006307118,-0.0,-0.5465568284206461,1.0,-0.5017891620543184,0.0
2019-01-18,-0.0,-0.5257234726688104,-0.0,-0.5502800539363137,1.0,-0.5170884762991391,0.0
2019-01-22,-0.0,-0.520060838097236,-0.0,-0.602008706141501,1.0,-0.5002884564955158,0.0
2019-01-23,-0.0,-0.5046638114506424,-0.0,-0.6077143382642739,1.0,-0.5151212590977168,0.0
2019-01-24,-0.0,-0.5048734991986968,-0.0,-0.6067309460631058,1.0,-0.5155925702125423,0.0
2019-01-25,-0.0,-0.4410285075461151,-0.0,-0.6954137719928664,1.0,-0.5253267321461843,0.0
2019-01-28,-0.0,-0.4355087906233351,-0.0,-0.7039158231220032,1.0,-0.5243740010655301,0.0
2019-01-29,-0.0,-0.42382278887877006,-0.0,-0.7013446188460921,1.0,-0.5533561900680345,0.0
2019-01-30,-0.0,-0.4232139508719295,-0.0,-0.7007848704829767,1.0,-0.5547400283946319,0.0
