Date,IWF,IWM,MTUM,SPY,THRM,VLUE,VXX
2018-09-24,-0.31743612078977934,-1.074404761904762,-0.07810685249709641,-0.5428644018583043,1.0,-0.6167247386759581,0.0
2018-09-25,-0.32015678733868286,-1.1024294641866657,-0.06467477720667085,-0.5672817364937321,1.0,-0.6432718263506267,0.0
2018-09-26,-0.3200576880408254,-1.1025072110051033,-0.06445529176836033,-0.5673766733229791,1.0,-0.643554470823164,0.0
2018-09-27,-0.3212266765194901,-1.0980232772954,-0.06569370035100684,-0.5668945132089415,1.0,-0.6429706262700905,0.0
2018-09-28,-0.31780649461250793,-1.1044914281482578,-0.06661235975858111,-0.5688525197171104,1.0,-0.6449809308697746,0.0
2018-10-01,-0.32084847585848847,-1.1036119557961876,-0.066194467106727,-0.5716086924275012,1.0,-0.6461099161907586,0.0
2018-10-02,-0.3210801587595979,-1.105196780296005,-0.06621165473496791,-0.5712378055565859,1.0,-0.6456100003709336,0.0
2018-10-03,-0.32080228376524667,-1.1012123234345457,-0.06599191784376969,-0.5720906091276461,1.0,-0.6473139806473139,0.0
2018-10-04,-0.32539947354762166,-1.0940570199829458,-0.06680754828902977,-0.5780224669113557,1.0,-0.643124606087569,0.0
2018-10-05,-0.3213849287169043,-1.0982410664691724,-0.06054434364006665,-0.5785224958341048,1.0,-0.644325124976856,0.0
2018-10-08,-0.31952247191011235,-1.095616499112951,-0.05791691306918982,-0.5797235363690123,1.0,-0.6432584269662921,0.0
2018-10-09,-0.3167832944574031,-1.0987078381280315,-0.048539375763634346,-0.5864711762745752,1.0,-0.6519678625643304,0.0
2018-10-10,-0.3165055762081784,-1.1061710037174721,-0.04472118959107807,-0.5895167286245353,1.0,-0.6604832713754646,0.0
2018-10-11,-0.2941564147627417,-1.1076816051552434,-0.018966022261277096,-0.5792691857059168,1.0,-0.661284417106034,0.0
2018-10-12,-0.30103055505333576,-1.10504429578738,-0.014753209184595915,-0.5572229253299583,1.0,-0.6379316579280419,0.0
2018-10-15,-0.28899794320355066,-1.1231191137733196,-0.0,-0.5562371450221918,1.0,-0.6400606213690326,0.0
2018-10-16,-0.28777601385481305,-1.1248737191513927,-0.0,-0.5557800548419686,1.0,-0.639558377832299,0.0
2018-10-17,-0.2677911931818182,-1.0891335227272725,-0.0,-0.5490411931818181,1.0,-0.6451704545454545,0.0
2018-10-18,-0.2714683417802841,-1.0996859161967307,-0.0,-0.5488614462131487,1.0,-0.6490827325290884,0.0
2018-10-19,-0.25662650602409637,-1.0931963146704464,-0.0,-0.5467753366406803,1.0,-0.6469879518072289,0.0
2018-10-22,-0.25719246031746035,-1.0910572562358276,-0.0,-0.547406462585034,1.0,-0.6474277210884354,0.0
2018-10-23,-0.2594311218164429,-1.0909638340831,-0.0,-0.5454996280684354,1.0,-0.6463462151535546,0.0
2018-10-24,-0.2576165509423268,-1.0866869774691796,-0.0,-0.5473288932974352,1.0,-0.6509494119314156,0.0
2018-10-25,-0.2295760082730093,-1.0504308859014133,-0.0,-0.5439503619441571,1.0,-0.6230954843157531,0.0
2018-10-26,-0.25248923098651227,-1.075206553209519,-0.0,-0.5576230492196877,1.0,-0.6455052609279005,0.0
2018-10-29,-0.20952585897711784,-1.1296535399182268,-0.0,-0.5603973889964852,1.0,-0.6869665016856753,0.0
2018-10-30,-0.1826531714872312,-1.1360803947700178,-0.0,-0.5677340345063574,1.0,-0.7154486186651299,0.0
2018-10-31,-0.18742399313255598,-1.11427856069819,-0.0,-0.5652049502825667,1.0,-0.7099220258959869,0.0
2018-11-01,-0.1636981402002861,-1.134763948497854,-0.0,-0.5660944206008584,1.0,-0.7119814020028612,0.0
2018-11-02,-0.17163701067615658,-1.0998220640569394,-0.0,-0.5796797153024911,1.0,-0.7075800711743772,0.0
2018-11-05,-0.16782296225139645,-1.1105774362258511,-0.0,-0.5805671185114029,1.0,-0.6989006297363647,0.0
2018-11-06,-0.17892934840757518,-1.121723313955562,-0.0,-0.5761974392810015,1.0,-0.6896108991048183,0.0
2018-11-07,-0.17851286804020816,-1.121515648392386,-0.0,-0.5753190275896485,1.0,-0.689206530263064,0.0
2018-11-08,-0.1477566029063395,-1.12558780893116,-0.0,-0.5652865679029805,1.0,-0.6970618392674044,0.0
2018-11-09,-0.14670298570822132,-1.1260082071600397,-0.0,-0.5676029432573936,1.0,-0.6972548464695062,0.0
2018-11-12,-0.14565539634361546,-1.1203854026964073,-0.0,-0.5680101644667185,1.0,-0.695277758170396,0.0
2018-11-13,-0.11936172446372957,-1.1207264583406236,-0.0,-0.5671694019666165,1.0,-0.6920600482905833,0.0
2018-11-14,-0.12440612352630652,-1.1240541967270807,-0.0,-0.5746964631356678,1.0,-0.6961112088685553,0.0
2018-11-15,-0.12315426803543804,-1.1246660104064126,-0.0,-0.5748839825622275,1.0,-0.6929405146955421,0.0
2018-11-16,-0.11887474130976183,-1.1139990880072959,-0.0,-0.5745554035567715,1.0,-0.7002350135045073,0.0
2018-11-19,-0.1189098179522256,-1.1139990880072959,-0.0,-0.5745203269143078,1.0,-0.7001999368620435,0.0
2018-11-20,-0.06652000838047349,-1.1092604232139116,-0.0,-0.5837698163279558,1.0,-0.7323137090578951,0.0
2018-11-21,-0.07194792604390277,-1.1054636105532858,-0.0,-0.5803960944532927,1.0,-0.7045218475174848,0.0
2018-11-23,-0.07290081615714485,-1.0974892792917417,-0.0,-0.5830681975376955,1.0,-0.7048692765251072,0.0
2018-11-26,-0.0726411506413581,-1.0982608996300522,-0.0,-0.5823738892922588,1.0,-0.7041800643086816,0.0
2018-11-27,-0.065888670866467,-1.0995903473441424,-0.0,-0.5772315742366346,1.0,-0.6997142758786876,0.0
2018-11-28,-0.06543150354707623,-1.104036090639851,-0.0,-0.5755561677801501,1.0,-0.6987051449824367,0.0
2018-11-29,-0.039901863904317304,-1.091968514669302,-0.0,-0.5726650083483831,1.0,-0.7030020104269601,0.0
2018-11-30,-0.03993321748611537,-1.092745919792838,-0.0,-0.5739207468738289,1.0,-0.7006712324099629,0.0
2018-12-03,-0.039268442204209525,-1.092636741366392,-0.0,-0.5735985287105783,1.0,-0.7002588379538178,0.0
