Date,IWF,IWM,MTUM,RETA,SPY,VLUE,VXX
2018-09-24,-2.4940706012134584,-2.7380033094318805,-2.3063982349696635,1.0,-2.627964699393271,-2.6227247655819084,0.0
2018-09-25,-2.503319502074689,-2.7467496542185335,-2.3150760719225447,1.0,-2.6360995850622406,-2.6300138312586445,0.0
2018-09-26,-2.5166852057842046,-2.7627919911012233,-2.325222469410456,1.0,-2.6521134593993327,-2.647525027808676,0.0
2018-09-27,-2.515075725996943,-2.7598999583159647,-2.3236070584965955,1.0,-2.6502709462275944,-2.6456857023759897,0.0
2018-09-28,-2.515640205755596,-2.762546920617267,-2.3251772556652304,1.0,-2.651744751842069,-2.6472959822049216,0.0
2018-10-01,-2.519487750556793,-2.765729398663697,-2.328229398663697,1.0,-2.6556236080178173,-2.650890868596882,0.0
2018-10-02,-2.5432064071940426,-2.8041309540536745,-2.346213292117465,1.0,-2.681045384291134,-2.6761275818462833,0.0
2018-10-03,-2.5453522711292362,-2.807481366896358,-2.3473491773308957,1.0,-2.6838700604696943,-2.678807481366896,0.0
2018-10-04,-2.550450958286359,-2.8155298759864715,-2.3503382187147692,1.0,-2.6905298759864715,-2.685456595264938,0.0
2018-10-05,-2.540928270042194,-2.814064697609002,-2.3353023909985935,1.0,-2.689451476793249,-2.6850914205344587,0.0
2018-10-08,-2.5316136268049907,-2.8038693396887706,-2.3253890368708814,1.0,-2.6820412168792935,-2.6764334781999155,0.0
2018-10-09,-2.530128923766816,-2.802970852017937,-2.3232903587443943,1.0,-2.681334080717489,-2.6758688340807173,0.0
2018-10-10,-2.530698065601346,-2.8040370058873,-2.3235211662461452,1.0,-2.682225960190636,-2.676759181384917,0.0
2018-10-11,-2.4145681018142433,-2.7320606552937994,-2.1857568372596807,1.0,-2.596940157053886,-2.6096669374492283,0.0
2018-10-12,-2.395763507172543,-2.7085400187692716,-2.1594047459444963,1.0,-2.5661616838718326,-2.5766188497117577,0.0
2018-10-15,-2.372698158526821,-2.7179076594609017,-2.128903122497998,1.0,-2.555110755270883,-2.569522284494262,0.0
2018-10-16,-2.369066666666667,-2.7208,-2.1232,1.0,-2.5528,-2.567466666666667,0.0
2018-10-17,-2.320875950694991,-2.6649619722003672,-2.0700236034618413,1.0,-2.5174403356936796,-2.5394702334120116,0.0
2018-10-18,-2.321311475409836,-2.665573770491803,-2.0701639344262293,1.0,-2.517901639344262,-2.5399344262295083,0.0
2018-10-19,-2.299036207345663,-2.6460015629070073,-2.0458452722063036,1.0,-2.5058609012763737,-2.527481114873665,0.0
2018-10-22,-2.296826222684703,-2.6393080124869925,-2.040452653485952,1.0,-2.5046826222684704,-2.5260145681581685,0.0
2018-10-23,-2.299127490558667,-2.64305248079177,-2.0416720927204066,1.0,-2.5086599817684596,-2.5298867039979163,0.0
2018-10-24,-2.2965660770031215,-2.63891779396462,-2.035770031217482,1.0,-2.507023933402705,-2.528876170655567,0.0
2018-10-25,-2.202740070387129,-2.5394670688788334,-1.9493464052287581,1.0,-2.4374057315233784,-2.440296631473102,0.0
2018-10-26,-2.1621052631578945,-2.5020433436532508,-1.9039009287925694,1.0,-2.4101547987616097,-2.405696594427244,0.0
2018-10-29,-2.1442141623488773,-2.504317789291883,-1.8845299777942268,1.0,-2.3994571922033066,-2.4041450777202074,0.0
2018-10-30,-2.1418177333826613,-2.5046244913059565,-1.8809964237267234,1.0,-2.3994327290664694,-2.404982118633617,0.0
2018-10-31,-2.125749235474006,-2.4768195718654433,-1.86262996941896,1.0,-2.38177370030581,-2.3854434250764522,0.0
2018-11-01,-2.1085129704055534,-2.4767994154183413,-1.8428936792108148,1.0,-2.372914383144562,-2.3776641091219095,0.0
2018-11-02,-2.09105180533752,-2.4489795918367347,-1.8183794227750272,1.0,-2.358652336674315,-2.3587730950368315,0.0
2018-11-05,-2.0869512783405697,-2.449107573564882,-1.8154848046309697,1.0,-2.3552821997105644,-2.352990834539315,0.0
2018-11-06,-2.0875226039783006,-2.4497890295358653,-1.8138637733574445,1.0,-2.353586497890295,-2.350693188667872,0.0
2018-11-07,-2.086809741982156,-2.4504461056185196,-1.8156498673740054,1.0,-2.3532674222329395,-2.3507354714251267,0.0
2018-11-08,-2.043990013078112,-2.4301509927475924,-1.7617405778147663,1.0,-2.3255260967780287,-2.3276661514683155,0.0
2018-11-09,-2.0432612312811975,-2.4291656762538625,-1.7613501307344899,1.0,-2.3246969336819583,-2.326598526265747,0.0
2018-11-12,-2.0289324515824276,-2.4094237128011335,-1.7461029759093054,1.0,-2.3127066603684456,-2.311998110533774,0.0
2018-11-13,-1.9932345736614954,-2.3858625918581593,-1.706170535401843,1.0,-2.2907966872739998,-2.2883471363583343,0.0
2018-11-14,-1.9936996849842494,-2.38653599346634,-1.70645198926613,1.0,-2.29144790572862,-2.2889977832224946,0.0
2018-11-15,-1.9887091141892679,-2.3821441042951927,-1.700849726457921,1.0,-2.2872773833081133,-2.281108136421837,0.0
2018-11-16,-1.9858106536403815,-2.3761339846475926,-1.6958595022098162,1.0,-2.2876250290765294,-2.2851826006047915,0.0
2018-11-19,-1.9861579620797953,-2.3762940560660692,-1.6966383622193786,1.0,-2.287658485518204,-2.28521577294405,0.0
2018-11-20,-1.9598607888631092,-2.3755220417633414,-1.6618329466357307,1.0,-2.296403712296984,-2.3074245939675175,0.0
2018-11-21,-1.9592639740770745,-2.3704432357366048,-1.6602245110519616,1.0,-2.2929059136673997,-2.289897002661729,0.0
2018-11-23,-1.9614360162130864,-2.364331210191083,-1.6640416907932833,1.0,-2.2979733642154025,-2.292993630573249,0.0
2018-11-26,-1.959273400439662,-2.3634154807358554,-1.66180724285549,1.0,-2.295267846812449,-2.2902927224343395,0.0
2018-11-27,-1.937134335207067,-2.351038201216015,-1.632557072387289,1.0,-2.278192038545371,-2.27291499369049,0.0
2018-11-28,-1.9419072817209249,-2.3636259059013,-1.6356838835844936,1.0,-2.2834464511676065,-2.278960082825262,0.0
2018-11-29,-1.888111888111888,-2.320775998195353,-1.578840514324385,1.0,-2.2456575682382134,-2.2456575682382134,0.0
2018-11-30,-1.8878989511672493,-2.32073982181121,-1.578098567723018,1.0,-2.2456298635389644,-2.245404308108718,0.0
2018-12-03,-1.8877608573040043,-2.3234066553863504,-1.5745064861816132,1.0,-2.2474901297236323,-2.2471517202481666,0.0
2018-12-04,-1.8744102448887892,-2.31891709728151,-1.5614468658728378,1.0,-2.239272073691305,-2.2394967423051,0.0
2018-12-06,-1.8064973291180637,-2.226534394418402,-1.5169519241251497,1.0,-2.1824920963697805,-2.1689741633053523,0.0
2018-12-07,-1.8067190226876093,-2.2285122164048867,-1.5166884816753927,1.0,-2.1842277486910997,-2.1713568935427574,0.0
2018-12-10,-1.7625227930923524,-2.2012227823661914,-1.476134291537059,1.0,-2.152740534162823,-2.1334334441703313,0.0
2018-12-11,-1.7643271088216355,-2.2021893110109465,-1.4772483365529083,1.0,-2.154539600772698,-2.133719682335265,0.0
2018-12-12,-1.7644091445744339,-2.2024256735000534,-1.477406890630031,1.0,-2.154663518299882,-2.134163357303853,0.0
2018-12-13,-1.7610116814918013,-2.1972993248312074,-1.4754045654270709,1.0,-2.153038259564891,-2.130318293859179,0.0
2018-12-14,-1.7625683352985315,-2.1914460285132384,-1.4791510344088328,1.0,-2.1557508843391577,-2.1304534248043736,0.0
2018-12-17,-1.7425742574257426,-2.180347066964761,-1.4582135632918132,1.0,-2.138720323645268,-2.1263707015862874,0.0
2018-12-18,-1.7181080796376276,-2.155693669019277,-1.4317918466238282,1.0,-2.118929737701464,-2.1095544085115345,0.0
2018-12-19,-1.7189445910290235,-2.1612664907651715,-1.434300791556728,1.0,-2.1246437994722953,-2.114934036939314,0.0
2018-12-20,-1.707680991909215,-2.1430072501838815,-1.4366922349479876,1.0,-2.1174739939056426,-2.1025533256278237,0.0
2018-12-21,-1.6907764460656594,-2.128712871287129,-1.418655549765503,1.0,-2.102970297029703,-2.08097967691506,0.0
2018-12-24,-1.66253742128626,-2.099205120264272,-1.4038401982037783,1.0,-2.0842366057602972,-2.0733973366367295,0.0
2018-12-26,-1.6457481602616517,-2.089636140637776,-1.3803147996729355,1.0,-2.0561120196238756,-2.0489574816026166,0.0
2018-12-27,-1.5275322909585316,-1.98931727687676,-1.279207536175585,1.0,-1.9442556084296394,-1.971253763232009,0.0
2018-12-28,-1.5271242465487072,-1.996013999611122,-1.2786311491347464,1.0,-1.9470153606844256,-1.973167412016333,0.0
2018-12-31,-1.5274885667023452,-1.9996107813564268,-1.2791670721027537,1.0,-1.9490123576919336,-1.9751873114722196,0.0
2019-01-02,-1.5226301476301476,-1.9978632478632479,-1.2716588966588966,1.0,-1.9465811965811965,-1.9738733488733489,0.0
2019-01-03,-1.5244802797746257,-1.9962113852729746,-1.2765688750728579,1.0,-1.9475422576258012,-1.969593938216437,0.0
2019-01-04,-1.4912600845178638,-1.9831924702266615,-1.2513446023818668,1.0,-1.92402996542451,-1.954571648098348,0.0
2019-01-07,-1.4290385873119686,-1.9282444174530506,-1.2042418013641036,1.0,-1.8779781369709427,-1.9036718677006446,0.0
2019-01-08,-1.4657851558729853,-2.0243219766431815,-1.2181256635459898,1.0,-1.9544445516842006,-1.9889972010423707,0.0
2019-01-09,-1.4630594135802468,-2.0163966049382718,-1.2156635802469138,1.0,-1.9558256172839505,-1.994116512345679,0.0
2019-01-10,-1.4690916126535745,-2.0198316726322916,-1.220179936151688,1.0,-1.9648834284608687,-2.0,0.0
2019-01-11,-1.4711864406779662,-2.0125907990314773,-1.2248910411622276,1.0,-1.9686198547215497,-2.007941888619855,0.0
