Date,IWF,IWM,MERC,MTUM,SPY,VLUE,VXX
2018-12-21,-0.0411035311279873,-1.0452653709186082,1.0,-0.0,-1.1095379070665465,-1.0946496760629856,0.0
2018-12-24,-0.021071899876548467,-1.0240943340002555,1.0,-0.0,-1.1029756076795367,-1.10880762845345,0.0
2018-12-26,-0.020903859174001355,-1.0484089370345295,1.0,-0.0,-1.0700744752877454,-1.0921631685849695,0.0
2018-12-27,-0.0,-0.9927477513977797,1.0,-0.0,-0.9781622234826999,-1.080585041730816,0.0
2018-12-28,-0.0,-0.9970845481049562,1.0,-0.0,-0.9755425979915775,-1.076571104632329,0.0
2018-12-31,-0.0,-0.9983396776544909,1.0,-0.0,-0.9751761561512918,-1.07609135822467,0.0
2019-01-02,-0.0,-0.9967236985802693,1.0,-0.0,-0.9720503175181006,-1.0760425514702907,0.0
2019-01-03,-0.0,-0.9969658966786682,1.0,-0.0,-0.9713985193575793,-1.077106679072778,0.0
2019-01-04,-0.0,-0.9972677595628416,1.0,-0.0,-0.9437479909996787,-1.0769848923175829,0.0
2019-01-07,-0.0,-0.9568826468389786,1.0,-0.0,-0.9284393563869545,-1.048743066210315,0.0
2019-01-08,-0.0,-0.9428638700310011,1.0,-0.0,-0.9359573048699132,-1.0453635757171449,0.0
2019-01-09,-0.0,-0.9246860282574568,1.0,-0.0,-0.9390502354788068,-1.060949764521193,0.0
2019-01-10,-0.0,-0.9320858774867046,1.0,-0.0,-0.9404766594445538,-1.066811108922592,0.0
2019-01-11,-0.0,-0.9207271290258843,1.0,-0.0,-0.9478363959691761,-1.0832246591582693,0.0
2019-01-14,-0.0,-0.9198925580660452,1.0,-0.0,-0.9498340970137463,-1.0803444462000318,0.0
2019-01-15,-0.0,-0.9079497907949791,1.0,-0.0,-0.941462066787716,-1.0978526880871555,0.0
2019-01-16,-0.0,-0.9082550706337307,1.0,-0.0,-0.9378502091389789,-1.099913187593718,0.0
2019-01-17,-0.0,-1.1194316607837003,1.0,-0.0,-1.1022295697243196,-1.246414369331129,0.0
2019-01-18,-0.0,-1.116774164449055,1.0,-0.0,-1.1126697036669524,-1.280952595733165,0.0
2019-01-22,-0.0,-1.124355700023218,1.0,-0.0,-1.1554214070118412,-1.3638727652658464,0.0
2019-01-23,-0.0,-1.0546541813461894,1.0,-0.0,-1.1622473576858892,-1.4187372519933246,0.0
2019-01-24,-0.0,-1.0727230375029115,1.0,-0.0,-1.1543442813883065,-1.4316794782203588,0.0
2019-01-25,-0.0,-1.0124467423045622,1.0,-0.0,-1.2277275120877018,-1.547082196371296,0.0
2019-01-28,-0.0,-0.9926629261976694,1.0,-0.0,-1.257612813504052,-1.5451973337169713,0.0
2019-01-29,-0.0,-0.9692470328191822,1.0,-0.0,-1.2645235692662535,-1.5714285714285714,0.0
2019-01-30,-0.0,-0.9665288063864576,1.0,-0.0,-1.263633740502068,-1.5789650860825237,0.0
2019-01-31,-0.0,-0.9805595754944525,1.0,-0.0,-1.213362276893391,-1.630004823926676,0.0
2019-02-01,-0.0,-0.9782839494257313,1.0,-0.0,-1.2319274201331918,-1.6155776469452758,0.0
2019-02-04,-0.0,-0.9757040042505918,1.0,-0.0,-1.2465343186977733,-1.6079795198763465,0.0
2019-02-05,-0.0,-0.9616941312518068,1.0,-0.0,-1.2414474318203719,-1.6152067071407923,0.0
2019-02-06,-0.0,-0.9203002486135016,1.0,-0.0,-1.2374258940523999,-1.6233027347485178,0.0
2019-02-07,-0.0,-0.9205241009946442,1.0,-0.0,-1.2323068094873757,-1.6290646518745218,0.0
2019-02-08,-0.0,-0.9137667304015297,1.0,-0.0,-1.2504302103250478,-1.6159177820267687,0.0
2019-02-11,-0.0,-0.8933007241164341,1.0,-0.0,-1.2548793938522036,-1.6473409101807894,0.0
2019-02-12,-0.0,-0.8890978349968658,1.0,-0.0,-1.2827523024253822,-1.6499831235835865,0.0
2019-02-13,-0.0,-0.9069183604499589,1.0,-0.0,-1.278858687780621,-1.642108820547482,0.0
2019-02-14,-0.0,-0.8912358897340246,1.0,-0.0,-1.298532047865898,-1.6549585775882951,0.0
2019-02-15,-0.0,-0.9081984740243961,1.0,-0.0,-1.297662438645089,-1.6539340039850319,0.0
2019-02-19,-0.0,-0.871585359957453,1.0,-0.0,-1.318329062515109,-1.6449741333462262,0.0
2019-02-20,-0.0,-0.8483987478930893,1.0,-0.0,-1.3305080664579823,-1.6368408379484711,0.0
2019-02-21,-0.0,-0.8975484117142039,1.0,-0.0,-1.2928074024611276,-1.5792712009920824,0.0
2019-02-22,-0.0,-0.8976761977622645,1.0,-0.0,-1.2951133212202353,-1.5886487520321315,0.0
2019-02-25,-0.0,-0.892315835057499,1.0,-0.0,-1.3146802675263436,-1.6045806668912093,0.0
2019-02-26,-0.0,-0.8945013710492135,1.0,-0.0,-1.3073074517727425,-1.6088901717419541,0.0
2019-02-27,-0.0,-0.9000288794763188,1.0,-0.0,-1.3155564112437428,-1.597660762418175,0.0
2019-02-28,-0.0,-0.8969037415129774,1.0,-0.0,-1.312900274473925,-1.6055280011556796,0.0
2019-03-01,-0.0,-0.8895192307692308,1.0,-0.0,-1.3124519230769232,-1.6057692307692308,0.0
2019-03-04,-0.0,-0.8624785346307957,1.0,-0.0,-1.314014501049418,-1.5935890097309673,0.0
2019-03-05,-0.0,-0.852413529158494,1.0,-0.0,-1.3388987226713869,-1.5926900444912213,0.0
2019-03-06,-0.0,-0.8524997610171112,1.0,-0.0,-1.3384475671541918,-1.5887104483318997,0.0
2019-03-07,-0.0,-0.8322202079954203,1.0,-0.0,-1.348201507489743,-1.5901154469993322,0.0
2019-03-08,-0.0,-0.8237309399729782,1.0,-0.0,-1.3892105771086662,-1.6123817795792317,0.0
2019-03-11,-0.0,-0.8281318681318681,1.0,-0.0,-1.400927960927961,-1.654945054945055,0.0
2019-03-12,-0.0,-0.7669922067672882,1.0,-0.0,-1.4330176580842457,-1.7323665778830026,0.0
2019-03-13,-0.0,-0.7956269522534583,1.0,-0.0,-1.4397838266646832,-1.7226932421042191,0.0
2019-03-14,-0.0,-0.7987215697933701,1.0,-0.0,-1.4362519201228878,-1.7201823497348994,0.0
2019-03-15,-0.0,-0.7902094423163027,1.0,-0.0,-1.4420178100592012,-1.7426496194219192,0.0
2019-03-18,-0.0,-0.8169615926000401,1.0,-0.0,-1.4512366780615322,-1.7588980494671225,0.0
2019-03-19,-0.0,-0.8198810963321242,1.0,-0.0,-1.4441757355904878,-1.7742341797662236,0.0
2019-03-20,-0.0,-0.8320101137800253,1.0,-0.0,-1.44621997471555,-1.7786599241466496,0.0
2019-03-21,-0.0,-0.833754932712739,1.0,-0.0,-1.482444601841546,-1.742993018314277,0.0
2019-03-22,-0.0,-0.8304886126254649,1.0,-0.0,-1.5271309930198196,-1.737402557701126,0.0
2019-03-25,-0.0,-0.7387554530411673,1.0,-0.0,-1.5423456852028279,-1.7332397332397333,0.0
2019-03-26,-0.0,-0.7563856638061586,1.0,-0.0,-1.5401817264008077,-1.7513881877839474,0.0
2019-03-27,-0.0,-0.7275806288545142,1.0,-0.0,-1.5686482661004952,-1.758871701546861,0.0
2019-03-28,-0.0,-0.7276787980305568,1.0,-0.0,-1.5677884371351707,-1.7803664788589413,0.0
2019-03-29,-0.0,-0.7236040609137055,1.0,-0.0,-1.5682741116751269,-1.7842639593908627,0.0
2019-04-01,-0.0,-0.7429792429792429,1.0,-0.0,-1.5758038258038258,-1.7687728937728935,0.0
2019-04-02,-0.0,-0.7574573863636364,1.0,-0.0,-1.5862418831168832,-1.7293019480519483,0.0
2019-04-03,-0.0,-0.7569102804686312,1.0,-0.0,-1.5876147486940202,-1.7272404524014806,0.0
2019-04-04,-0.0,-0.755927900482356,1.0,-0.0,-1.5740543285097741,-1.7473978167047475,0.0
2019-04-05,-0.0,-0.7504196124307003,1.0,-0.0,-1.584507400437414,-1.751233406235695,0.0
2019-04-08,-0.0,-0.7376056194645221,1.0,-0.0,-1.5957446808510638,-1.7566934744986256,0.0
2019-04-09,-0.0,-0.7258756254467476,1.0,-0.0,-1.6304503216583275,-1.7493617890329827,0.0
2019-04-10,-0.0,-0.7088175331294597,1.0,-0.0,-1.6399082568807337,-1.7481141692150866,0.0
2019-04-11,-0.0,-0.6997552768430713,1.0,-0.0,-1.663811563169165,-1.7347812786784949,0.0
2019-04-12,-0.0,-0.6982590885816692,1.0,-0.0,-1.6725038402457757,-1.7495647721454173,0.0
2019-04-15,-0.0,-0.7000410130216344,1.0,-0.0,-1.6693837793499433,-1.757202911924536,0.0
2019-04-16,-0.0,-0.707167025530606,1.0,-0.0,-1.6662052701732801,-1.753255408592228,0.0
2019-04-17,-0.0,-0.6864637338945638,1.0,-0.0,-1.6785072634875005,-1.7682357168523175,0.0
2019-04-18,-0.0,-0.6997995579996916,1.0,-0.0,-1.6770827979647427,-1.7626561134810095,0.0
2019-04-22,-0.0,-0.7134297520661157,1.0,-0.0,-1.6848657024793388,-1.7669421487603305,0.0
2019-04-23,-0.0,-0.7169684428349715,1.0,-0.0,-1.6818934299017072,-1.7744438696326954,0.0
2019-04-24,-0.0,-0.6794417936483504,1.0,-0.0,-1.6769278128366938,-1.7742547842594019,0.0
2019-04-25,-0.0,-0.6791347685351693,1.0,-0.0,-1.6883830858552125,-1.770436212300262,0.0
2019-04-26,-0.0,-0.675959804174182,1.0,-0.0,-1.6913166709610925,-1.7860860602937387,0.0
2019-04-29,-0.0,-0.6759816787607431,1.0,-0.0,-1.6877155061499665,-1.7827183366785033,0.0
2019-04-30,-0.0,-0.6818439059525648,1.0,-0.0,-1.6857539743787624,-1.7772289962442767,0.0
2019-05-01,-0.0,-0.6785383427689141,1.0,-0.0,-1.6961399897066394,-1.7720535254760679,0.0
2019-05-02,-0.0,-0.6582078121010978,1.0,-0.0,-1.6906305846310954,-1.7571100331886649,0.0
2019-05-03,-0.0,-0.6591790892383093,1.0,-0.0,-1.6899632428017153,-1.7560240963855422,0.0
2019-05-06,-0.0,-1.0179562130883493,1.0,-0.0,-1.9765555091570721,-1.9710075762095092,0.0
2019-05-07,-0.0,-1.028036824485892,1.0,-0.0,-1.9766857962697273,-1.9733381157340983,0.0
2019-05-08,-0.0,-1.0141313383208646,1.0,-0.0,-1.9569528559553497,-1.9664529153307209,0.0
2019-05-09,-0.0,-1.0144256455921639,1.0,-0.0,-1.9560700504600774,-1.9660433363015732,0.0
2019-05-10,-0.0,-1.0140627781403904,1.0,-0.0,-1.957040289562689,-1.9625585949089182,0.0
2019-05-13,-0.0,-1.0125215120764346,1.0,-0.0,-1.9555515993116135,-1.9662928016141477,0.0
2019-05-14,-0.0,-0.9289215686274509,1.0,-0.0,-1.959500466853408,-1.9473039215686272,0.0
2019-05-15,-0.0,-0.9390286512928022,1.0,-0.0,-1.9682040531097134,-1.9161425576519915,0.0
2019-05-16,-0.0,-0.945156778179275,1.0,-0.0,-1.9647394801258888,-1.9182888448537123,0.0
2019-05-17,-0.0,-0.9347381939174596,1.0,-0.0,-1.954526881092756,-1.948105773159769,0.0
2019-05-20,-0.0,-0.9228886168910649,1.0,-0.0,-1.9558197820131726,-1.9497581162207844,0.0
2019-05-21,-0.0,-0.9231217239370997,1.0,-0.0,-1.9527664531158997,-1.9482236458940012,0.0
2019-05-22,-0.0,-0.9088948472837493,1.0,-0.0,-1.9716134297038939,-1.948414548845885,0.0
2019-05-23,-0.0,-0.9160269830193067,1.0,-0.0,-1.970458246103745,-1.9288206559665038,0.0
2019-05-24,-0.0,-0.9068348250610253,1.0,-0.0,-1.9739044519353715,-1.9311867953039639,0.0
2019-05-28,-0.0,-0.9040562529056253,1.0,-0.0,-1.9741980474198046,-1.9330543933054392,0.0
2019-05-29,-0.0,-0.9202949030535238,1.0,-0.0,-1.9794496691048415,-1.9054916985951467,0.0
2019-05-30,-0.0,-0.9192892811520147,1.0,-0.0,-1.9806642666356986,-1.9065729880385551,0.0
2019-05-31,-0.0,-0.9234030197444832,1.0,-0.0,-1.9781068524970964,-1.905749128919861,0.0
2019-06-03,-0.0,-0.9394536913530128,1.0,-0.0,-2.00521950936612,-1.8547816505248507,0.0
2019-06-04,-0.0,-0.9395591647331787,1.0,-0.0,-2.0222737819025522,-1.8386890951276103,0.0
2019-06-05,-0.0,-0.9261373366059706,1.0,-0.0,-2.0195216621953307,-1.762372281522918,0.0
2019-06-06,-0.0,-0.9229849045855881,1.0,-0.0,-1.994132725719168,-1.7792651666191968,0.0
2019-06-07,-0.0,-0.9435314188228604,1.0,-0.0,-1.9746374751208415,-1.7684958771680408,0.0
2019-06-10,-0.0,-0.9430811179277437,1.0,-0.0,-1.9690979322881164,-1.768348102703931,0.0
2019-06-11,-0.0,-0.9563733576019567,1.0,-0.0,-1.9697400602923612,-1.7618451737671352,0.0
2019-06-12,-0.0,-0.946031746031746,1.0,-0.0,-1.961281179138322,-1.761621315192744,0.0
2019-06-13,-0.0,-0.9796983100827946,1.0,-0.0,-1.9521379153907223,-1.7390268798911195,0.0
2019-06-14,-0.0,-0.9662449651103421,1.0,-0.013445282804788109,-1.967266125829693,-1.726215464911783,0.0
2019-06-17,-0.0,-0.9602382302892796,1.0,-0.016619398752127056,-1.9711287577992056,-1.724163357912649,0.0
2019-06-18,-0.0,-0.9621100397050482,1.0,-0.01934203062960862,-1.9669313669880886,-1.7236528644356208,0.0
2019-06-19,-0.0,-0.9665741317772365,1.0,-0.03393575434819557,-1.9712764149339979,-1.6936150926293128,0.0
2019-06-20,-0.0,-0.9715486399000511,1.0,-0.029359986370605943,-1.9777954455108184,-1.7001533306831733,0.0
2019-06-21,-0.0,-0.9772044230223986,1.0,-0.030110575559965973,-1.9684150836404875,-1.694754749078537,0.0
2019-06-24,-0.0,-0.9530369442705073,1.0,-0.03392724995730632,-1.9760915352649855,-1.7294927989981215,0.0
2019-06-25,-0.0,-0.9404870277651343,1.0,-0.03618570778334092,-1.9807123350022757,-1.7321916249431042,0.0
2019-06-26,-0.0,-0.9398427708784322,1.0,-0.029565910903497777,-1.9752193232311723,-1.7520792981656603,0.0
2019-06-27,-0.0,-0.929322363158496,1.0,-0.03702434007541995,-1.9777168323620158,-1.7695120557650552,0.0
2019-06-28,-0.0,-0.8990302338847689,1.0,-0.049971477467199085,-1.9883628066172274,-1.7670849971477465,0.0
2019-07-01,-0.0,-0.8925215013954548,1.0,-0.052059007803155435,-1.9941903514267811,-1.7569630346870195,0.0
2019-07-02,-0.0,-0.8938118530315096,1.0,-0.04424980093277215,-1.9920941872369469,-1.757479240131953,0.0
2019-07-03,-0.0,-0.90503302209064,1.0,-0.036495103621043044,-1.9881575950808474,-1.7637781826463221,0.0
2019-07-05,-0.0,-0.9016225448334757,1.0,-0.033077142043837174,-1.9878736122971818,-1.770566467406775,0.0
2019-07-08,-0.0,-0.8959899749373433,1.0,-0.03953064479380269,-1.9912280701754386,-1.7693096377306905,0.0
2019-07-09,-0.0,-0.8882312770316413,1.0,-0.03818575005690872,-1.9912360573639882,-1.7732187571135898,0.0
2019-07-10,-0.0,-0.8748282967032969,1.0,-0.03279532967032967,-2.0179716117216118,-1.7978479853479856,0.0
2019-07-11,-0.0,-0.8653395114695955,1.0,-0.04873863051312854,-2.0187060236828556,-1.787655168468623,0.0
2019-07-12,-0.0,-0.9028452463566968,1.0,-0.05447605829285219,-2.0399606754568587,-1.7857390700902154,0.0
2019-07-15,-0.0,-0.9411595038938563,1.0,-0.08162676665705221,-2.0070954715892704,-1.738794346697433,0.0
2019-07-16,-0.0,-0.9479142659598986,1.0,-0.11540677575478221,-1.9945840055312285,-1.7038488130905738,0.0
2019-07-17,-0.0,-0.9464223988938818,1.0,-0.11861965664247033,-1.9923954372623571,-1.703594884203249,0.0
2019-07-18,-0.0,-0.9434189406099518,1.0,-0.10995184590690207,-1.9881907819307498,-1.691068562256363,0.0
2019-07-19,-0.0,-0.9474948524365134,1.0,-0.11908030199039123,-1.9732898650194464,-1.67964996568291,0.0
2019-07-22,-0.0,-0.9294562973158983,1.0,-0.10185822436338611,-1.9819912824042212,-1.721954576737784,0.0
2019-07-23,-0.0,-0.9350358680057389,1.0,-0.10100430416068867,-1.9803730272596844,-1.7224677187948352,0.0
2019-07-24,-0.0,-0.9344807802639127,1.0,-0.11709695926563396,-1.976247848537005,-1.7094664371772805,0.0
2019-07-25,-0.0,-0.9185427049321189,1.0,-0.12293062954688663,-1.9859082316549235,-1.701036833361975,0.0
2019-07-26,-0.0,-0.9104699753849675,1.0,-0.12027019291316045,-1.9902112313240594,-1.7034747266586525,0.0
2019-07-29,-0.0,-0.8800898462247307,1.0,-0.1325231814778552,-2.000863906007026,-1.7458964464666245,0.0
2019-07-30,-0.0,-0.8783059636992221,1.0,-0.13926822241428982,-1.9953903774128492,-1.7491212906943243,0.0
2019-07-31,-0.0,-0.9466395112016293,1.0,-0.13762001745708466,-1.9953447774221704,-1.7394239162059937,0.0
2019-08-01,-0.0,-0.9623715231403518,1.0,-0.12926078624934673,-1.9887927530340863,-1.726496719122002,0.0
2019-08-02,-0.0,-0.9596370827032685,1.0,-0.11474933116203327,-1.9922065836919856,-1.7493893218564616,0.0
2019-08-05,-0.0,-0.9542996685853828,1.0,-0.10192453049595906,-2.0033141461712893,-1.754753183324612,0.0
2019-08-06,-0.0,-0.9411396368190358,1.0,-0.07286389252575853,-1.9452951556896454,-1.733249843456481,0.0
2019-08-07,-0.0,-0.9500908471496707,1.0,-0.045253236429707015,-1.9373154667272314,-1.7452873041108334,0.0
2019-08-08,-0.0,-0.9501476266182148,1.0,-0.04513967749261867,-1.937542584601408,-1.745116965705201,0.0
2019-08-09,-0.0,-0.9259175734340643,1.0,-0.025539831989626206,-1.9216891244291594,-1.7648418560072163,0.0
2019-08-12,-0.0,-0.9189797871741456,1.0,-0.037723101176735545,-1.9246664039186983,-1.7489443161984124,0.0
2019-08-13,-0.0,-0.9006462489463333,1.0,-0.027985389154256815,-1.933014891823546,-1.7579095251475132,0.0
2019-08-14,-0.0,-0.9085675962666964,1.0,-0.016486894316213044,-1.9182920695243948,-1.7454311742022017,0.0
2019-08-15,-0.0,-0.922475106685633,1.0,-0.01849217638691323,-1.8770653244337456,-1.6530254951307584,0.0
2019-08-16,-0.0,-0.9294407894736841,1.0,-0.01726973684210526,-1.8720394736842103,-1.6636513157894737,0.0
2019-08-19,-0.0,-0.9137620684012437,1.0,-0.013963890252550048,-1.8741613483881525,-1.6527573228604158,0.0
2019-08-20,-0.0,-0.9177948132441689,1.0,-0.007557222856521502,-1.8721252650464848,-1.6393736747675747,0.0
2019-08-21,-0.0,-0.9206038883458239,1.0,-0.02275442598023243,-1.8640165091777994,-1.6233300749429782,0.0
2019-08-22,-0.0,-0.9245631173342017,1.0,-0.015087376533159665,-1.8673070661022466,-1.620210572017801,0.0
2019-08-23,-0.0,-0.9264139688737053,1.0,-0.013394067566834771,-1.8656255083780708,-1.6172658749525515,0.0
2019-08-26,-0.0,-0.8923982869379015,1.0,-0.001980728051391863,-1.8649357601713064,-1.5940578158458243,0.0
2019-08-27,-0.0,-0.885969128878919,1.0,-0.0,-1.8581958019548148,-1.5969128878918974,0.0
2019-08-28,-0.0,-0.8533347607322557,1.0,-0.02713842201049138,-1.882988973343325,-1.589283802590729,0.0
2019-08-29,-0.0,-0.8461744105223762,1.0,-0.03309629471207828,-1.885152114634016,-1.582312997914773,0.0
2019-08-30,-0.0,-0.8379632098107171,1.0,-0.029858704345507865,-1.8879232204745402,-1.5761663556384964,0.0
2019-09-03,-0.0,-0.8462113127001066,1.0,-0.040981856990394874,-1.8849519743863392,-1.564034151547492,0.0
2019-09-04,-0.0,-0.8331470541274151,1.0,-0.053488743413699504,-1.8727979136728938,-1.5628293150247485,0.0
2019-09-05,-0.0,-0.834357453120034,1.0,-0.03347812268248755,-1.8788536921284034,-1.5504820425892574,0.0
2019-09-06,-0.0,-0.8268065145206346,1.0,-0.03773783798028777,-1.8835186844463183,-1.522584725662784,0.0
2019-09-09,-0.0,-0.8412275198661647,1.0,-0.031629025512337934,-1.85633626097867,-1.4986930154746967,0.0
2019-09-10,-0.0,-0.8427705808608442,1.0,-0.03149811951525282,-1.8504492269118262,-1.4988508148767237,0.0
2019-09-11,-0.0,-0.8343692870201096,1.0,-0.05024810655523635,-1.8532253852180725,-1.4854531209192998,0.0
2019-09-12,-0.0,-0.8361663652802894,1.0,-0.04024799793335056,-1.8274347713769052,-1.4627744768793594,0.0
