Date,ALTA,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-08-31,1.0,-0.035583759718253706,-1.1027975280749551,-0.09163399561432653,-0.6050900392052627,-0.4873745763838128,0.0
2020-09-01,1.0,-0.03561580118940829,-1.1012658227848102,-0.09558457091597729,-0.6040067776338084,-0.4859297651084754,0.0
2020-09-02,1.0,-0.03365336699777416,-1.0983688249559815,-0.09587721338161523,-0.6034018803362015,-0.4908807016378193,0.0
2020-09-03,1.0,-0.03539881782559606,-1.101115760111576,-0.10015275287241814,-0.6007172743574417,-0.48333001261871555,0.0
2020-09-04,1.0,-0.007007337872677993,-1.118265353341707,-0.06980895088252793,-0.6056058702981424,-0.5046274872744101,0.0
2020-09-08,1.0,-0.006710078339338247,-1.1157571149968597,-0.06971209466829736,-0.6044689782831455,-0.5088420983043004,0.0
2020-09-09,1.0,-0.004158690342596871,-1.1173674830021783,-0.06379959073206151,-0.6028120668030893,-0.5124100600699716,0.0
2020-09-10,1.0,-0.0011869044871583528,-1.1191190531139759,-0.05822425900893474,-0.6023869968019517,-0.5160396953611815,0.0
2020-09-11,1.0,-0.0,-1.1227844765105095,-0.05593990907293932,-0.5996903208802794,-0.516044013968505,0.0
2020-09-14,1.0,-0.0,-1.1210543657331136,-0.056672158154859965,-0.5997364085667215,-0.5174629324546952,0.0
2020-09-15,1.0,-0.0005267142904170919,-1.1135069295848834,-0.05369193797939231,-0.6052276393323898,-0.519044013562893,0.0
2020-09-16,1.0,-0.0,-1.114023245859537,-0.04965262915281025,-0.606170359882783,-0.5224720950907116,0.0
2020-09-17,1.0,-0.0019099680574307637,-1.112194158132183,-0.051108110778147336,-0.6063489972667698,-0.5214542101623473,0.0
2020-09-18,1.0,-0.0008231536663264299,-1.1113233018339863,-0.05113430575219782,-0.6055118369497219,-0.523822067103487,0.0
2020-09-21,1.0,-0.0,-1.122750132345156,-0.060878771836950764,-0.5990603493912122,-0.5259396506087877,0.0
2020-09-22,1.0,-0.0,-1.1323617091752236,-0.05283206359721762,-0.5992050347797284,-0.527956276912885,0.0
2020-09-23,1.0,-0.0,-1.1302748035933305,-0.05462923061623629,-0.5956840255908774,-0.5342924387575828,0.0
2020-09-24,1.0,-0.0,-1.1269846520243452,-0.046804710240804445,-0.5947671341624768,-0.539196877480815,0.0
2020-09-25,1.0,-0.0,-1.12672841548131,-0.04756864042342044,-0.5946080052927555,-0.5390340721137943,0.0
2020-09-28,1.0,-0.0,-1.1255082140614154,-0.044028691369450965,-0.5939576240372855,-0.5419627805506891,0.0
2020-09-29,1.0,-0.0,-1.1243019990087562,-0.044771187840740134,-0.5938542871303486,-0.5412522716008592,0.0
2020-09-30,1.0,-0.0,-1.1239014075199896,-0.04609132359743607,-0.5930416969536775,-0.5409700654199432,0.0
2020-10-01,1.0,-0.0,-1.1241534242954838,-0.04602068122501569,-0.5926855859129803,-0.5408503749710925,0.0
2020-10-02,1.0,-0.0,-1.12413269014736,-0.046586929227516026,-0.5925460913235975,-0.5408048635432499,0.0
2020-10-05,1.0,-0.0,-1.1286134328851298,-0.03928111268955036,-0.5911328421817701,-0.5446826786481218,0.0
2020-10-06,1.0,-0.0,-1.1252392581347765,-0.037786284733680946,-0.5921061316084747,-0.5450135304600356,0.0
2020-10-07,1.0,-0.0,-1.124054812613505,-0.038897143800561335,-0.5943536404160475,-0.5446590721479281,0.0
2020-10-08,1.0,-0.0,-1.123016527562432,-0.038531323194668954,-0.5942005080328572,-0.5431662982878632,0.0
2020-10-09,1.0,-0.0,-1.1224934036939311,-0.042282321899736144,-0.5947559366754617,-0.5386213720316623,0.0
2020-10-12,1.0,-0.0,-1.1223695494425754,-0.04281285045187677,-0.5951579919519757,-0.5380302130747411,0.0
2020-10-13,1.0,-0.0,-1.1225263852242742,-0.04271108179419525,-0.5947889182058047,-0.5381266490765171,0.0
2020-10-14,1.0,-0.0,-1.1224072547403132,-0.04402308326463314,-0.593866446826051,-0.5372794723825226,0.0
2020-10-15,1.0,-0.0,-1.1216777682516654,-0.0442524566378685,-0.5936819890522984,-0.5378882806832421,0.0
2020-10-16,1.0,-0.0,-1.1213849958779882,-0.044550700741962074,-0.5936356141797197,-0.538037922506183,0.0
2020-10-19,1.0,-0.0,-1.1208943411159478,-0.044453238359055534,-0.5936881677878908,-0.5386822318955282,0.0
2020-10-20,1.0,-0.0,-1.1224005536697097,-0.04201957617901987,-0.5919651979039647,-0.5392677058959233,0.0
2020-10-21,1.0,-0.0,-1.122189251566106,-0.040718760303330034,-0.5937026046818331,-0.5404549950544016,0.0
2020-10-22,1.0,-0.0,-1.1200211026114482,-0.04052360854655764,-0.5952914798206278,-0.5414468477974149,0.0
2020-10-23,1.0,-0.0,-1.1191229805473129,-0.04144411473788328,-0.5954500494559842,-0.5410484668644906,0.0
2020-10-26,1.0,-0.0,-1.1198272166716128,-0.04174497972104066,-0.5960695090183664,-0.5397500577043559,0.0
2020-10-27,1.0,-0.0,-1.1219793244222032,-0.04138407848818068,-0.5942253242905117,-0.5347007308882596,0.0
2020-10-28,1.0,-0.0,-1.1221962385955668,-0.040084318698330096,-0.5937880833964626,-0.5376305128289581,0.0
