Date,HNP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5164521943245169,-1.0392337678668735,-0.0,-0.8382445403864693,-0.7976694471224378,0.0
2018-09-25,1.0,-0.5149617550643019,-1.0437505253425232,-0.0,-0.8417668319744472,-0.8022610742203917,0.0
2018-09-26,1.0,-0.5155284723681446,-1.0442529943265393,-0.0,-0.8416894305526372,-0.8010506408909435,0.0
2018-09-27,1.0,-0.5227865130749181,-1.0338854788531069,-0.0,-0.844530396031279,-0.8029513159001093,0.0
2018-09-28,1.0,-0.520546792849632,-1.0370136698212409,-0.0,-0.8449211356466877,-0.8036172450052577,0.0
2018-10-01,1.0,-0.5206124852767963,-1.0373128049806495,-0.0,-0.8449015648662292,-0.8037607269056032,0.0
2018-10-02,1.0,-0.5238075208210651,-1.0253217800959031,-0.0,-0.8490788256078069,-0.8080676369142761,0.0
2018-10-03,1.0,-0.5291354576615463,-1.0440523041767171,-0.0,-0.8515932461597056,-0.8069484998518894,0.0
2018-10-04,1.0,-0.5317295903268084,-1.038261531306811,-0.0,-0.85439479135839,-0.8033653236375935,0.0
2018-10-05,1.0,-0.514819018791777,-1.0279984865682936,-0.0,-0.8552150334216169,-0.8059864631941817,0.0
2018-10-08,1.0,-0.5104599002221942,-1.022051733534566,-0.0,-0.8564960382341844,-0.803337106443634,0.0
2018-10-09,1.0,-0.508991825613079,-1.0219660448543282,-0.0,-0.8568853489834416,-0.8041081534269544,0.0
2018-10-10,1.0,-0.508223546194512,-1.0238315012167492,-0.0,-0.8573886045145591,-0.8062431820088949,0.0
2018-10-11,1.0,-0.4085969377449198,-1.0000807982870763,-0.0,-0.8185270472265989,-0.8127095705571041,0.0
2018-10-12,1.0,-0.41998805494724273,-0.990244873581525,-0.0,-0.7908023093768665,-0.7806490145331476,0.0
2018-10-15,1.0,-0.38047245349161457,-1.0326255825996895,-0.0,-0.7858821654782299,-0.7846074174401466,0.0
2018-10-16,1.0,-0.38956674800976115,-1.0272832739928792,-0.0,-0.7925751090130816,-0.7910149217906148,0.0
2018-10-17,1.0,-0.36384600351768615,-0.9754152823920265,-0.0,-0.7782294313074066,-0.791049443033027,0.0
2018-10-18,1.0,-0.36363636363636365,-0.975298991636051,-0.0,-0.7783944344563434,-0.7910576096302666,0.0
2018-10-19,1.0,-0.3404412049780948,-0.9592137401620595,-0.0,-0.7840887062381267,-0.7932772457643547,0.0
2018-10-22,1.0,-0.34272720205239837,-0.9681645028375963,-0.0,-0.7834097799891161,-0.7928554769493898,0.0
2018-10-23,1.0,-0.3535172252350669,-0.9738207639186922,-0.0,-0.7808513128633296,-0.7933752097069955,0.0
2018-10-24,1.0,-0.36554249839021247,-1.0276481004507405,-0.0,-0.8126609787508049,-0.818617192530586,0.0
2018-10-25,1.0,-0.32432223979021246,-0.9605491496664225,-0.0,-0.8010875014461456,-0.7704677798773669,0.0
2018-10-26,1.0,-0.29859337475698544,-0.9432013113254298,-0.0,-0.8111920100636603,-0.7589677124232836,0.0
2018-10-29,1.0,-0.27942123404416497,-0.947350479148517,-0.0,-0.8004999810613234,-0.7604257414491874,0.0
2018-10-30,1.0,-0.25596595227238184,-0.9528423772609818,-0.0,-0.8064295485636115,-0.7847697218422253,0.0
2018-10-31,1.0,-0.25748254387620306,-0.937950556708813,-0.0,-0.8006793734666917,-0.7781845631251179,0.0
2018-11-01,1.0,-0.2532518945820608,-0.940127436564491,-0.0,-0.7995324812426949,-0.7774007465218866,0.0
2018-11-02,1.0,-0.26027397260273977,-0.9030990343588593,-0.0,-0.8091923048132346,-0.770229807620331,0.0
