Date,FITB,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.22042663219133807,-0.631447963800905,-0.15255332902391724,-0.5691984486102133,-0.6584680025856496,0.0
2018-09-25,1.0,-0.21954536623275694,-0.6347710640502559,-0.14963409105627876,-0.5720808237808432,-0.6621009002007643,0.0
2018-09-26,1.0,-0.21969304494236497,-0.6349889910633337,-0.1501748478176402,-0.5718818805854163,-0.6611837844838752,0.0
2018-09-27,1.0,-0.21906522655768548,-0.6401349291297721,-0.14913561026239824,-0.572929843339496,-0.6622230871525413,0.0
2018-09-28,1.0,-0.21605379417879417,-0.6453027546777547,-0.14978560291060292,-0.5739669958419958,-0.6633640852390852,0.0
2018-10-01,1.0,-0.21647609147609148,-0.6448154885654885,-0.14985057172557173,-0.574064449064449,-0.6632016632016632,0.0
2018-10-02,1.0,-0.21684750828406213,-0.6445325190046131,-0.15028263270742642,-0.5739393151841986,-0.6630173478006628,0.0
2018-10-03,1.0,-0.21675004872977716,-0.6353713209018258,-0.14882073939315185,-0.5780326164641674,-0.6696770840101358,0.0
2018-10-04,1.0,-0.21574951943439874,-0.6426872576809044,-0.14869840028671033,-0.5765483986576745,-0.674388297005832,0.0
2018-10-05,1.0,-0.20139655732380643,-0.6356609288730107,-0.13663527119194543,-0.5863592075349139,-0.6877557648587204,0.0
2018-10-08,1.0,-0.19970169579455918,-0.6331506760481177,-0.134334165558834,-0.5879511040498038,-0.6872669498394993,0.0
2018-10-09,1.0,-0.19685295360707436,-0.6369517864690011,-0.12367112064761533,-0.5960856984947496,-0.6975519360187263,0.0
2018-10-10,1.0,-0.19663871009687278,-0.636889669072232,-0.12349652168259542,-0.5961901046745985,-0.6975164163578441,0.0
2018-10-11,1.0,-0.15062628825114951,-0.6358332012050103,-0.07020770572379895,-0.5916283494529887,-0.7227842080228317,0.0
2018-10-12,1.0,-0.1491145440844009,-0.6295528761617685,-0.06713137402662647,-0.5808841999497614,-0.7132002009545341,0.0
2018-10-15,1.0,-0.127321957055601,-0.6751778855235816,-0.03308985580253133,-0.5871796486367357,-0.7256784837226875,0.0
2018-10-16,1.0,-0.1269676363178441,-0.6766780002518574,-0.031954413801788185,-0.5871426772446795,-0.7255068631154766,0.0
2018-10-17,1.0,-0.11266074423805678,-0.6446232217183325,-0.016493756600608808,-0.5906069453935516,-0.7417531216996957,0.0
2018-10-18,1.0,-0.1111732711732712,-0.6425485625485626,-0.017808857808857808,-0.593908313908314,-0.7425951825951826,0.0
2018-10-19,1.0,-0.10202566877995978,-0.6375444564713159,-0.011411782897788773,-0.5960414411628266,-0.7455698159888665,0.0
2018-10-22,1.0,-0.10370095538447269,-0.6339238784280988,-0.008224345298828185,-0.5985839285162168,-0.7474569458615465,0.0
2018-10-23,1.0,-0.10006562705084535,-0.6456451764117629,-0.0,-0.6177693052907903,-0.7616175505484547,0.0
2018-10-24,1.0,-0.1003712793405072,-0.6430054747970549,-0.0,-0.6275879428607388,-0.7754703920458121,0.0
2018-10-25,1.0,-0.07596842072927226,-0.6115258194329248,-0.0,-0.627714803551132,-0.7567044512026542,0.0
2018-10-26,1.0,-0.07475261174596368,-0.6082534236083453,-0.0,-0.6269722128611256,-0.7536533807175025,0.0
2018-10-29,1.0,-0.05261069913637889,-0.6179620983246361,-0.0,-0.6186944978485764,-0.7623973877750313,0.0
2018-10-30,1.0,-0.022061538461538462,-0.6283384615384615,-0.0,-0.6293230769230769,-0.7972307692307692,0.0
2018-10-31,1.0,-0.02592875707078428,-0.6109463384803546,-0.0,-0.6276104571166488,-0.7931508943586608,0.0
2018-11-01,1.0,-0.016612716056922987,-0.6176021498809016,-0.0,-0.6267330360960117,-0.7928296585842547,0.0
2018-11-02,1.0,-0.022147283995625225,-0.59183983473083,-0.0,-0.6352837525823307,-0.7887653420828777,0.0
2018-11-05,1.0,-0.016427854339691524,-0.6108423838641964,-0.0,-0.6385567825743056,-0.7763986492653098,0.0
2018-11-06,1.0,-0.017127559246752456,-0.6109336497216391,-0.0,-0.6382221410970156,-0.7758814760731343,0.0
2018-11-07,1.0,-0.017443984413054066,-0.6113309790550414,-0.0,-0.639125669751583,-0.7763943010228933,0.0
2018-11-08,1.0,-0.0,-0.6150398255549836,-0.0,-0.627668917895757,-0.7858505708834308,0.0
2018-11-09,1.0,-0.0,-0.6148931015686512,-0.0,-0.6280055720428805,-0.785385500575374,0.0
2018-11-12,1.0,-0.0,-0.5964026602176542,-0.0,-0.6411124546553809,-0.7854594921402661,0.0
2018-11-13,1.0,-0.0,-0.58600311975042,-0.0,-0.6338192944564435,-0.7799376049916007,0.0
2018-11-14,1.0,-0.0,-0.5855831533477321,-0.0,-0.6343592512598992,-0.7798176145908329,0.0
2018-11-15,1.0,-0.0,-0.5857876249662253,-0.0,-0.6342129754720947,-0.7821609775135848,0.0
2018-11-16,1.0,-0.0,-0.584708635899898,-0.0,-0.6337694292744404,-0.7821520734561603,0.0
2018-11-19,1.0,-0.0,-0.5851220317612801,-0.0,-0.6339347362733031,-0.7829245594548346,0.0
2018-11-20,1.0,-0.0,-0.5677928129760731,-0.0,-0.6236520596230247,-0.7956507452878094,0.0
2018-11-21,1.0,-0.0,-0.5626537811638455,-0.0,-0.6222689947529125,-0.7795333945987609,0.0
2018-11-23,1.0,-0.0,-0.5509641873278237,-0.0,-0.6293136645042804,-0.7818951983174857,0.0
2018-11-26,1.0,-0.0,-0.5531505389079711,-0.0,-0.627590903707213,-0.7802617553002488,0.0
2018-11-27,1.0,-0.0,-0.5519104706785566,-0.0,-0.6235162109490343,-0.7773873501446878,0.0
2018-11-28,1.0,-0.0,-0.5567930046379723,-0.0,-0.6213405807804792,-0.7759888924994831,0.0
2018-11-29,1.0,-0.0,-0.5425385583423571,-0.0,-0.610290028973631,-0.7738008136029736,0.0
2018-11-30,1.0,-0.0,-0.5433815350389322,-0.0,-0.6122885076986125,-0.771529769919794,0.0
2018-12-03,1.0,-0.0,-0.5437717833816594,-0.0,-0.612980698825528,-0.7721055560436986,0.0
2018-12-04,1.0,-0.0,-0.546368551804764,-0.0,-0.6067514248136782,-0.76957474791758,0.0
2018-12-06,1.0,-0.0,-0.5362011335561692,-0.0,-0.6030228164510971,-0.7673303298939107,0.0
2018-12-07,1.0,-0.0,-0.5360806765671772,-0.0,-0.603039902351129,-0.7670958179546049,0.0
2018-12-10,1.0,-0.0,-0.5333314127679188,-0.0,-0.5951256049781056,-0.7523911039410003,0.0
2018-12-11,1.0,-0.0,-0.539414642619344,-0.0,-0.5878470312364299,-0.7676808615348986,0.0
2018-12-12,1.0,-0.0,-0.5400191187972538,-0.0,-0.587323658063208,-0.7694446858433996,0.0
2018-12-13,1.0,-0.0,-0.5392233515767526,-0.0,-0.5877855963860654,-0.7687718993426577,0.0
2018-12-14,1.0,-0.0,-0.5501727090650489,-0.0,-0.583147078459261,-0.7693535746422455,0.0
2018-12-17,1.0,-0.0,-0.548754675403752,-0.0,-0.5797790599901418,-0.7709704543477632,0.0
2018-12-18,1.0,-0.0,-0.5354587420657818,-0.0,-0.5739757645701096,-0.775735718407386,0.0
