Date,FIX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.29289503727083477,-0.8661607682492782,-0.0,-0.5970720569471494,-0.6016049963064939,0.0
2018-09-25,1.0,-0.2967501510776875,-0.8649365473712483,-0.0,-0.5962868461693412,-0.5993083999194252,0.0
2018-09-26,1.0,-0.3016626278944534,-0.8708602584814216,-0.0,-0.5983104469574583,-0.5948101777059774,0.0
2018-09-27,1.0,-0.3014242903801475,-0.8721505774605205,-0.0,-0.5985050001683558,-0.5950368699282804,0.0
2018-09-28,1.0,-0.3032242848960614,-0.8714329032040699,-0.0,-0.5990364206057748,-0.5954651123614434,0.0
2018-10-01,1.0,-0.3033100043953072,-0.8780471312168239,-0.0,-0.6009737295871792,-0.5986408357845624,0.0
2018-10-02,1.0,-0.3021062985449242,-0.8952277583692299,-0.0,-0.5985822338296646,-0.5958688057524676,0.0
2018-10-03,1.0,-0.30145762711864404,-0.8884745762711865,-0.0,-0.600406779661017,-0.5995254237288136,0.0
2018-10-04,1.0,-0.30271405821163555,-0.8859824484125639,-0.0,-0.6015315284789753,-0.5981093077626809,0.0
2018-10-05,1.0,-0.2921056185845489,-0.8828673689897353,-0.0,-0.6019719070772556,-0.5996083198271205,0.0
2018-10-08,1.0,-0.28942135948505376,-0.8797897078151856,-0.0,-0.6027027937855963,-0.5981532032487447,0.0
2018-10-09,1.0,-0.2936095553006276,-0.8818408799514137,-0.0,-0.6024023213442203,-0.5961940751737634,0.0
2018-10-10,1.0,-0.2959476330262847,-0.8809596112966899,-0.0,-0.6040422444916826,-0.5932111887168067,0.0
2018-10-11,1.0,-0.2303961726250942,-0.8704984107218927,-0.0,-0.5790542976046138,-0.5969131959235835,0.0
2018-10-12,1.0,-0.23422082753712273,-0.8650965675649445,-0.0,-0.5600595257351751,-0.57571738216169,0.0
2018-10-15,1.0,-0.1964117704311715,-0.9095156214515134,-0.0,-0.5569866658015118,-0.5814489180157674,0.0
2018-10-16,1.0,-0.19338826888139113,-0.9142875681287309,-0.0,-0.5560277705683881,-0.5804892291720737,0.0
2018-10-17,1.0,-0.1806160348360656,-0.8903368340163934,-0.0,-0.5496606045081968,-0.5811987704918032,0.0
2018-10-18,1.0,-0.18305378831694621,-0.8975322922691344,-0.0,-0.5490007068954438,-0.5835743204164257,0.0
2018-10-19,1.0,-0.16811760579100102,-0.8896967377786282,-0.0,-0.5489014318058613,-0.5821614209636787,0.0
2018-10-22,1.0,-0.16817037013421748,-0.8820735167532756,-0.0,-0.5524595912902095,-0.5853604106226289,0.0
2018-10-23,1.0,-0.16947153694141645,-0.8819723337795626,-0.0,-0.5512526295658825,-0.5846560846560847,0.0
2018-10-24,1.0,-0.16796912379190454,-0.8852030238269911,-0.0,-0.551816528978342,-0.5847341392619055,0.0
2018-10-25,1.0,-0.14511060639059148,-0.8553872001493421,-0.0,-0.5486139199153729,-0.5621791481285585,0.0
2018-10-26,1.0,-0.1378884289862235,-0.8464508556248841,-0.0,-0.5484339284611107,-0.5561252857231112,0.0
2018-10-29,1.0,-0.09237593211622526,-0.9291591668809462,-0.0,-0.5709694008742607,-0.6216893803034199,0.0
2018-10-30,1.0,-0.1124951468875372,-0.9350330011647469,-0.0,-0.5761615115827616,-0.611686294810405,0.0
2018-10-31,1.0,-0.11246062416783036,-0.9413827818010588,-0.0,-0.5788978014483812,-0.6147501055434677,0.0
2018-11-01,1.0,-0.08380815941132419,-0.9695568651711001,-0.0,-0.5827499755803731,-0.6198026894149057,0.0
2018-11-02,1.0,-0.09040572483243209,-0.939092704724282,-0.0,-0.593271379075867,-0.6152575850791698,0.0
2018-11-05,1.0,-0.0859863328691259,-0.9523593613369175,-0.0,-0.5948440586844577,-0.605434465783593,0.0
2018-11-06,1.0,-0.076738766534283,-0.9542455771818689,-0.0,-0.6185052679948797,-0.6327173663307841,0.0
2018-11-07,1.0,-0.0782253548960838,-0.9569184150719674,-0.0,-0.6229043839135734,-0.6356509996376931,0.0
2018-11-08,1.0,-0.051820408163265295,-0.9587265306122448,-0.0,-0.6137469387755101,-0.6409795918367347,0.0
2018-11-09,1.0,-0.05081201189425873,-0.9593830670195732,-0.0,-0.6161814201222101,-0.6412769989870274,0.0
2018-11-12,1.0,-0.049709889823326164,-0.9537779516265729,-0.0,-0.6167937935980181,-0.6393832713997001,0.0
2018-11-13,1.0,-0.02662960928158227,-0.9525902465824259,-0.0,-0.6167792392463562,-0.6357496041107844,0.0
2018-11-14,1.0,-0.02612603873637922,-0.9535680796714845,-0.0,-0.617227665146959,-0.6364665179293174,0.0
2018-11-15,1.0,-0.024819027921406413,-0.9540783350568769,-0.0,-0.6174702688728024,-0.6352766287487074,0.0
2018-11-16,1.0,-0.022174235343410578,-0.9458536113707416,-0.0,-0.6159151706578142,-0.6390563057981758,0.0
2018-11-19,1.0,-0.030072756669361354,-0.9470331447049313,-0.0,-0.6157154405820533,-0.6408084074373485,0.0
2018-11-20,1.0,-0.01359273336339625,-0.9452425433228112,-0.0,-0.6159247568124718,-0.6462668298653611,0.0
2018-11-21,1.0,-0.014508964238918537,-0.941133233198044,-0.0,-0.6120609759994886,-0.6281039276469271,0.0
2018-11-23,1.0,-0.017113428443477702,-0.9235173693301773,-0.0,-0.6247201074787282,-0.6334207664256926,0.0
2018-11-26,1.0,-0.017083080072938996,-0.9233180843916952,-0.0,-0.6249720080616783,-0.633673502031415,0.0
2018-11-27,1.0,-0.00945618950585838,-0.9252101375445746,-0.0,-0.6202241467142129,-0.6289798777381559,0.0
2018-11-28,1.0,-0.007813745814064743,-0.936469462605645,-0.0,-0.6172859193111147,-0.6276829851698295,0.0
2018-11-29,1.0,-0.0,-0.9206930286868432,-0.0,-0.6074099788556822,-0.6277653296304478,0.0
2018-11-30,1.0,-0.0,-0.920931406575377,-0.0,-0.6077806524894301,-0.6264592667381839,0.0
2018-12-03,1.0,-0.0,-0.9207595974890381,-0.0,-0.6074887227532254,-0.6261947572631777,0.0
2018-12-04,1.0,-0.0,-0.9334493670886076,-0.0,-0.6037341772151898,-0.6273417721518987,0.0
2018-12-06,1.0,-0.0,-0.9148052110343967,-0.0,-0.595332562716736,-0.6139835671217471,0.0
2018-12-07,1.0,-0.0,-0.9150498328490642,-0.0,-0.595057331208798,-0.6142093916955665,0.0
2018-12-10,1.0,-0.0,-0.9134481154025127,-0.0,-0.5867535287730727,-0.6020474639367147,0.0
2018-12-11,1.0,-0.0,-0.9135587961526528,-0.0,-0.5858206639776606,-0.6033198883028236,0.0
2018-12-12,1.0,-0.0,-0.9145492948996709,-0.0,-0.5893023544759893,-0.6023172019630987,0.0
2018-12-13,1.0,-0.0,-0.9101828000372427,-0.0,-0.5932156047298346,-0.6001675925638559,0.0
2018-12-14,1.0,-0.0,-0.9081205200608184,-0.0,-0.5945325348310423,-0.6003351227231825,0.0
2018-12-17,1.0,-0.0,-0.90754167441284,-0.0,-0.5900105347958109,-0.6009171469294168,0.0
