Date,GLT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9385889745786918,-1.9800057126535278,-0.16245358469008855,-1.557055127106541,-1.5027135104255926,0.0
2018-09-25,1.0,-0.9401355690331786,-1.9763824473778095,-0.16610774170531573,-1.5540492329646807,-1.4985372814841242,0.0
2018-09-26,1.0,-0.9403496254013557,-1.9768105601141637,-0.16653585444166963,-1.5539065287192295,-1.497538351765965,0.0
2018-09-27,1.0,-0.9425885034546622,-1.964242467412209,-0.16924282356293185,-1.5518199301944584,-1.4951207350950924,0.0
2018-09-28,1.0,-0.9397099792842346,-1.9759268519179942,-0.1713693835273948,-1.556325451817987,-1.500035716836917,0.0
2018-10-01,1.0,-0.9402857142857143,-1.9747857142857141,-0.17185714285714285,-1.556285714285714,-1.4997142857142856,0.0
2018-10-02,1.0,-0.9423612599100065,-1.9581458467252342,-0.17848725091064924,-1.5597457324476822,-1.5036783086922363,0.0
2018-10-03,1.0,-0.9440509408313659,-1.9414752808184874,-0.176218072547757,-1.5716534306360448,-1.5211418759390427,0.0
2018-10-04,1.0,-0.9444404719342152,-1.938291026099392,-0.1776903825527351,-1.5709688952449052,-1.5191991419377906,0.0
2018-10-05,1.0,-0.9166013816679723,-1.9263585214728294,-0.14486147710277045,-1.5907698881846022,-1.5434085891318283,0.0
2018-10-08,1.0,-0.9107877927608233,-1.9169623846699788,-0.136763662171753,-1.5931156848828958,-1.5395315826827538,0.0
2018-10-09,1.0,-0.9083422080227191,-1.9187788427405041,-0.1295704650337238,-1.5975150869719559,-1.5455449059282924,0.0
2018-10-10,1.0,-0.9119999999999998,-1.935428571428571,-0.12549999999999997,-1.6077857142857142,-1.5620714285714283,0.0
2018-10-11,1.0,-0.7734699529216282,-1.9447521462198833,-0.0,-1.5891719745222928,-1.6158958737191913,0.0
2018-10-12,1.0,-0.7704150841020077,-1.9160336408030385,-0.0,-1.5372354856212698,-1.5586679327183939,0.0
2018-10-15,1.0,-0.706910736322501,-2.0196764020293436,-0.0,-1.5455231043466338,-1.5838475250239958,0.0
2018-10-16,1.0,-0.6976920427144333,-2.054150878401653,-0.0,-1.549707199448846,-1.5878746124698586,0.0
2018-10-17,1.0,-0.6409624100239936,-1.9485470541189016,-0.0,-1.5071314316182352,-1.5682484670754466,0.0
2018-10-18,1.0,-0.6399680149263677,-1.9472246285066965,-0.0,-1.5081628573332444,-1.5682015059638834,0.0
2018-10-19,1.0,-0.5984319409671893,-1.9186322308604562,-0.0,-1.5073791013308737,-1.5640400579786533,0.0
2018-10-22,1.0,-0.5992748846407383,-1.9031641397495058,-0.0,-1.5168094924192486,-1.5727092946605141,0.0
2018-10-23,1.0,-0.603334651377356,-1.9029919599314618,-0.0,-1.5132463424278368,-1.5705812574139975,0.0
2018-10-24,1.0,-0.5976187343770557,-1.8962636495198004,-0.0,-1.512432574661229,-1.5717668727798977,0.0
2018-10-25,1.0,-0.506433766395226,-1.762665506309442,-0.0,-1.4740473674395473,-1.4731149375271957,0.0
2018-10-26,1.0,-0.47320612083155517,-1.7212704992989085,-0.0,-1.460464549167835,-1.441504602816558,0.0
2018-10-29,1.0,-0.43148529233748945,-1.7336884154460717,-0.0,-1.4402009441956178,-1.4472218859702215,0.0
2018-10-30,1.0,-0.43306895925410177,-1.7341526911666767,-0.0,-1.4406369195374462,-1.4465096567173215,0.0
2018-10-31,1.0,-0.4336881128916527,-1.6922386988758669,-0.0,-1.42549629275293,-1.4280076536713706,0.0
2018-11-01,1.0,-0.40557312488811986,-1.7120353243033595,-0.0,-1.4223402350975596,-1.4270541201742348,0.0
2018-11-02,1.0,-0.4107775939494209,-1.6587095249350037,-0.0,-1.4271448830063813,-1.412136610730324,0.0
2018-11-05,1.0,-0.40333846335977275,-1.6879365455191193,-0.0,-1.4322244583875932,-1.395761808926246,0.0
2018-11-06,1.0,-0.4107618540223761,-1.6938968803646481,-0.0,-1.4272183744746345,-1.3877345646125614,0.0
2018-11-07,1.0,-0.644723323058858,-2.1099368853662117,-0.0,-1.8200499045941583,-1.764200792602378,0.0
2018-11-08,1.0,-0.587875296997624,-2.085391316869465,-0.0,-1.779393764849881,-1.7472820217438259,0.0
2018-11-09,1.0,-0.5907255156497908,-2.088778306649358,-0.0,-1.7816962353959325,-1.7506851290927448,0.0
2018-11-12,1.0,-0.585589457097837,-2.049276607935826,-0.0,-1.7877811201833549,-1.7395788568972927,0.0
2018-11-13,1.0,-0.5295318549806406,-2.0244984160506863,-0.0,-1.7700809574093628,-1.7156634987680395,0.0
2018-11-14,1.0,-0.5289890806622051,-2.026699542092286,-0.0,-1.7716097217330045,-1.717365269461078,0.0
2018-11-15,1.0,-0.5287315800606359,-2.03511245857717,-0.0,-1.784107734611859,-1.7027427201579353,0.0
2018-11-16,1.0,-0.5216806008218791,-2.0259316990222476,-0.0,-1.8009069009494123,-1.736644466487176,0.0
2018-11-19,1.0,-0.5235902521960896,-2.025077925758005,-0.0,-1.7995182771323321,-1.7359733635590817,0.0
2018-11-20,1.0,-0.4233700254022015,-2.014465142534575,-0.0,-1.8206322325712674,-1.797699689528648,0.0
2018-11-21,1.0,-0.43398207784934195,-2.0060207224866984,-0.0,-1.8208485018202185,-1.7399887986558389,0.0
2018-11-23,1.0,-0.44368480405976884,-1.9825204398082885,-0.0,-1.8589653228080065,-1.763039188046236,0.0
2018-11-26,1.0,-0.44335288712983245,-2.0025443494239874,-0.0,-1.8593540179517984,-1.7623860343487172,0.0
2018-11-27,1.0,-0.41772596390195943,-2.0087787063698297,-0.0,-1.8470398202120937,-1.7493503757286328,0.0
2018-11-28,1.0,-0.41660207173560704,-2.0323444436614753,-0.0,-1.8465929109999295,-1.7511803255584526,0.0
2018-11-29,1.0,-0.3489432242022379,-1.989777593590275,-0.0,-1.8226274347285538,-1.7456140350877194,0.0
2018-11-30,1.0,-0.34910547765421013,-1.9910893140844097,-0.0,-1.82510188574981,-1.7422117842094356,0.0
2018-12-03,1.0,-0.3440110459095616,-1.9928201587849501,-0.0,-1.8251984811874353,-1.741594753192958,0.0
2018-12-04,1.0,-0.32223371251292654,-2.0079283005860047,-0.0,-1.8217855911754566,-1.7422268183385037,0.0
2018-12-06,1.0,-0.2785568503522286,-1.8545658042004083,-0.0,-1.7908354730396996,-1.6598196062940287,0.0
2018-12-07,1.0,-0.27710843373493976,-1.8550925011521497,-0.0,-1.791559681348344,-1.659951280531964,0.0
2018-12-10,1.0,-0.2106942816204246,-1.8716946723980723,-0.0,-1.7997915852546564,-1.6307802527028787,0.0
2018-12-11,1.0,-0.21289482253337674,-1.8707261478345818,-0.0,-1.7996092478020191,-1.6293064148485836,0.0
2018-12-12,1.0,-0.210641110376735,-1.902445472571051,-0.0,-1.8294117647058823,-1.6668869795109054,0.0
2018-12-13,1.0,-0.21208718626155879,-1.8998018494055482,-0.0,-1.8279392338177014,-1.665125495376486,0.0
2018-12-14,1.0,-0.21550643352029036,-1.8909930715935337,-0.0,-1.8287693830419005,-1.6632134609039921,0.0
2018-12-17,1.0,-0.17749031453148595,-1.8907347823231988,-0.0,-1.8047803532733597,-1.6933482172171515,0.0
2018-12-18,1.0,-0.14385150812064965,-1.8969837587006961,-0.0,-1.843818362611866,-1.7444481272787535,0.0
2018-12-19,1.0,-0.1373564363008697,-1.9019451636460203,-0.0,-1.8504945893912237,-1.7489875854743413,0.0
2018-12-20,1.0,-0.1322286770530763,-1.8710060734090308,-0.0,-1.8612358067071562,-1.737060998151571,0.0
2018-12-21,1.0,-0.11738960020904103,-1.8600078390384112,-0.0,-1.8507969689051478,-1.7043376012542464,0.0
2018-12-24,1.0,-0.08402603260519363,-1.8190605064759329,-0.0,-1.8289193891358981,-1.7117082286229783,0.0
2018-12-26,1.0,-0.07929909829251135,-1.8481805973012724,-0.0,-1.7828227920956703,-1.6847860842872675,0.0
2018-12-27,1.0,-0.0,-1.7491836981497157,-0.0,-1.6237755472245736,-1.6737211271012213,0.0
2018-12-28,1.0,-0.0,-1.7518719806763283,-0.0,-1.619021739130435,-1.667693236714976,0.0
2018-12-31,1.0,-0.0,-1.749486404833837,-0.0,-1.6220543806646526,-1.6707552870090632,0.0
2019-01-02,1.0,-0.0,-1.759356014580802,-0.0,-1.628007290400972,-1.6879100850546782,0.0
2019-01-03,1.0,-0.0,-1.7685123008363348,-0.0,-1.627128990904096,-1.708992125022892,0.0
2019-01-04,1.0,-0.0,-1.758270949046124,-0.0,-1.582890606133784,-1.6960275295822265,0.0
2019-01-07,1.0,-0.0,-1.6770523367757748,-0.0,-1.5292024038742051,-1.6283913880623142,0.0
2019-01-08,1.0,-0.0,-1.6759799346710218,-0.0,-1.5291647223518432,-1.6277998133457767,0.0
2019-01-09,1.0,-0.0,-1.6705889206034834,-0.0,-1.5269412244422438,-1.6276577153841674,0.0
2019-01-10,1.0,-0.0,-1.66552225778295,-0.0,-1.5288332848414317,-1.6246726796624964,0.0
2019-01-11,1.0,-0.0,-1.6566954896003738,-0.0,-1.540663706473475,-1.6451273662070576,0.0
2019-01-14,1.0,-0.0,-1.6563212344380154,-0.0,-1.5438073528552223,-1.644748378046642,0.0
2019-01-15,1.0,-0.0,-1.6411874707807386,-0.0,-1.5366409537166903,-1.6660238429172511,0.0
2019-01-16,1.0,-0.0,-1.6381102546134079,-0.0,-1.5203807521607102,-1.681324456902593,0.0
2019-01-17,1.0,-0.0,-1.6341449173819116,-0.0,-1.522800256904303,-1.6817889881473698,0.0
2019-01-18,1.0,-0.0,-1.6282799693378147,-0.0,-1.5413644672445312,-1.7269296538711012,0.0
2019-01-22,1.0,-0.0,-1.680402256561197,-0.0,-1.633615403482953,-1.8179421142997303,0.0
2019-01-23,1.0,-0.0,-1.6080748399803053,-0.0,-1.6629739044805514,-1.8835548990645,0.0
