Date,IWF,IWM,MTRN,MTUM,SPY,VLUE,VXX
2018-09-24,-0.45168917708594564,-0.8590979113674633,1.0,-0.1484612904381471,-0.6068498549063162,-0.5164976892487372,0.0
2018-09-25,-0.45287208136370144,-0.8576135224179917,1.0,-0.15062311989686292,-0.6055364560951153,-0.5145036527718092,0.0
2018-09-26,-0.4533734422002578,-0.8582581292078499,1.0,-0.1518407104999284,-0.6051783412118608,-0.5125340209139092,0.0
2018-09-27,-0.45503989694779406,-0.852900132393459,1.0,-0.15332593838336853,-0.6048591977672022,-0.512076430386088,0.0
2018-09-28,-0.4525343642611684,-0.8554911225658649,1.0,-0.15399484536082475,-0.6050257731958764,-0.5125644329896908,0.0
2018-10-01,-0.4529492356504182,-0.8685102394000577,1.0,-0.15488895298528987,-0.6097490625901355,-0.5193611191231613,0.0
2018-10-02,-0.4544602293214106,-0.8553760726905604,1.0,-0.1596235667411841,-0.6130381481214394,-0.5231484820076441,0.0
2018-10-03,-0.45600086733403195,-0.8641538072350113,1.0,-0.16092660185754037,-0.6123378266054714,-0.5205088359654512,0.0
2018-10-04,-0.45734306147511383,-0.8607238315394062,1.0,-0.1614534421729394,-0.6138842736401069,-0.5185292205446796,0.0
2018-10-05,-0.4458360325343699,-0.8551428777081983,1.0,-0.14917584395019076,-0.6216799827251134,-0.5270999784063918,0.0
2018-10-08,-0.4441011639603391,-0.8520980025865786,1.0,-0.14592613881304786,-0.6241557695071132,-0.5262250323322316,0.0
2018-10-09,-0.4459381739755572,-0.8527318475916607,1.0,-0.14942487419122935,-0.6227534148094895,-0.5236879942487419,0.0
2018-10-10,-0.44640851957836786,-0.8654326801173615,1.0,-0.1436954395624298,-0.6287897996884848,-0.5379432752562756,0.0
2018-10-11,-0.40219617258668167,-0.8686533436904172,1.0,-0.08138549537462043,-0.6216015818091942,-0.5570228091236494,0.0
2018-10-12,-0.4124873486196908,-0.8638536976930862,1.0,-0.07817680522109377,-0.6023104037971592,-0.533207692039228,0.0
2018-10-15,-0.39860627177700353,-0.8879790940766552,1.0,-0.05766550522648083,-0.6031010452961673,-0.5369686411149827,0.0
2018-10-16,-0.39669536723951615,-0.8969568097047442,1.0,-0.05120786418935406,-0.6038275176909401,-0.537211977550807,0.0
2018-10-17,-0.38189625558227414,-0.862177945723119,1.0,-0.035760906904843695,-0.6048436963242871,-0.5505324630711096,0.0
2018-10-18,-0.3819437287436875,-0.8624480401250472,1.0,-0.03552165996770758,-0.6048644749046687,-0.5505513758631352,0.0
2018-10-19,-0.37715126424196804,-0.8605056967872173,1.0,-0.0283299688644062,-0.6061176309576762,-0.5493892633523797,0.0
2018-10-22,-0.37800581494783647,-0.8575337780058149,1.0,-0.02650932101932615,-0.6076962544894818,-0.550846587993843,0.0
2018-10-23,-0.383423596352917,-0.859121135257421,1.0,-0.03568245698224447,-0.6013916500994035,-0.5481250428463701,0.0
2018-10-24,-0.3829399841973273,-0.8651619773953073,1.0,-0.03634614723968532,-0.6028032567247242,-0.5480779140472019,0.0
2018-10-25,-0.3678226840294177,-0.8419135011132852,1.0,-0.034714256797786926,-0.5994534781728628,-0.5296876054247351,0.0
2018-10-26,-0.42328217584925104,-0.9360347429244414,1.0,-0.05354974053218505,-0.6561039343417615,-0.6114607485922491,0.0
2018-10-29,-0.40184919143920145,-0.9657789074299187,1.0,-0.028806129590746677,-0.653737061185398,-0.6335138320993111,0.0
2018-10-30,-0.4163399659738146,-0.9684148235816259,1.0,-0.036319254382720614,-0.6551520082846364,-0.6222353724387898,0.0
2018-10-31,-0.41860208731442017,-0.950536528002352,1.0,-0.038365427017492286,-0.6511098044980157,-0.616235484345142,0.0
2018-11-01,-0.3993293536738153,-0.9845972437172967,1.0,-0.012344314245707127,-0.662060579261552,-0.6265752818925492,0.0
2018-11-02,-0.40610569522832224,-0.9591732023748443,1.0,-0.007622956827677197,-0.6698306824012313,-0.622187202228249,0.0
2018-11-05,-0.40054286028683567,-0.9781755492792429,1.0,-0.006712394087224444,-0.6728899974324176,-0.6096174302167773,0.0
2018-11-06,-0.4143713455668738,-0.9909903283933365,1.0,-0.0,-0.6702460191961167,-0.6017725149854742,0.0
2018-11-07,-0.41190519933860004,-0.9905566783024067,1.0,-0.0037479331251148267,-0.6676465184640823,-0.6005879110784494,0.0
2018-11-08,-0.3910317170980678,-0.9915421071819176,1.0,-0.0,-0.659059423988334,-0.604010207801677,0.0
2018-11-09,-0.3922355602583282,-0.992228262852556,1.0,-0.0,-0.6591016893494364,-0.6051008866348013,0.0
2018-11-12,-0.39156538825412995,-0.9844625573102395,1.0,-0.0,-0.6602503456808092,-0.6025034568080926,0.0
