Date,IWF,IWM,KE,MTUM,SPY,VLUE,VXX
2018-09-24,-0.4506111661711265,-1.0361193701134237,1.0,-0.015526924347538818,-0.6074587967551297,-0.5609881437433469,0.0
2018-09-25,-0.450154275639142,-1.0374302086394358,1.0,-0.014362327358213344,-0.6086908610049956,-0.5626285630326183,0.0
2018-09-26,-0.4498288994370239,-1.038157265334658,1.0,-0.01089156271847518,-0.611436140854399,-0.5692681311403024,0.0
2018-09-27,-0.45363933943874357,-1.0292765456618485,1.0,-0.013608444591562763,-0.6120489904005296,-0.5694214572069587,0.0
2018-09-28,-0.45298076569453133,-1.029347946011548,1.0,-0.01415909675995734,-0.6118568644036629,-0.569379574123791,0.0
2018-10-01,-0.45257412597728275,-1.034850272901608,1.0,-0.015046467030535478,-0.613291045876973,-0.5720607759256527,0.0
2018-10-02,-0.4526070729093529,-1.047928753556779,1.0,-0.012046857100624513,-0.6121355456191566,-0.5706367096559625,0.0
2018-10-03,-0.4541442610791767,-1.0340070461709625,1.0,-0.009011681809753383,-0.6239940663823474,-0.5873539773780827,0.0
2018-10-04,-0.4538607101777299,-1.0351007383770545,1.0,-0.009572928648287632,-0.6235019108752922,-0.5884382768728433,0.0
2018-10-05,-0.4337166172106825,-1.0293768545994064,1.0,-0.0,-0.6388724035608309,-0.6072329376854599,0.0
2018-10-08,-0.4307817589576547,-1.0257995262066923,1.0,-0.0,-0.639546935149541,-0.6053819958543085,0.0
2018-10-09,-0.4301206603005404,-1.0259456658523947,1.0,-0.0,-0.6396106299504034,-0.6055592567917685,0.0
2018-10-10,-0.4324734446130501,-1.0250194307709388,1.0,-0.0,-0.6411044080091788,-0.6024649320848292,0.0
2018-10-11,-0.3882004407673688,-1.013656562737093,1.0,-0.0,-0.6166407745944579,-0.5943856353191951,0.0
2018-10-12,-0.3956839664704833,-1.0088104155519886,1.0,-0.0,-0.5941144997324773,-0.5683609773497414,0.0
2018-10-15,-0.34196121080297265,-1.0937828529998188,1.0,-0.0,-0.6008337864781584,-0.5885807504078304,0.0
2018-10-16,-0.33863776416428026,-1.0989596549099212,1.0,-0.0,-0.5997752564613767,-0.5875231087106245,0.0
2018-10-17,-0.32199578857204036,-1.06745422748849,1.0,-0.0,-0.591313037581641,-0.5882436917805774,0.0
2018-10-18,-0.32108683233361895,-1.065731219651528,1.0,-0.0,-0.5944730077120823,-0.5891173950299915,0.0
2018-10-19,-0.31435899262636696,-1.0678587967085813,1.0,-0.0,-0.5930253268264881,-0.5868628219285436,0.0
2018-10-22,-0.3142541672602935,-1.0585553497649238,1.0,-0.0,-0.5977347200455905,-0.5912166975352614,0.0
2018-10-23,-0.3198260807584019,-1.0596956413272034,1.0,-0.0,-0.5945329484300937,-0.5898285755016216,0.0
2018-10-24,-0.32146709816612723,-1.0597626752966558,1.0,-0.0,-0.6075871988493348,-0.6069759079467817,0.0
2018-10-25,-0.2861819194873938,-1.0142081069786877,1.0,-0.0,-0.6092422342944699,-0.5727469006825463,0.0
2018-10-26,-0.2647484992755123,-1.0008969847512592,1.0,-0.0,-0.6195749672255572,-0.5647208997447043,0.0
2018-10-29,-0.2423857432270027,-1.0123957009923428,1.0,-0.0,-0.6089688562304708,-0.5699618857947327,0.0
2018-10-30,-0.23880135928328702,-1.012185494113205,1.0,-0.0,-0.6088971269694161,-0.5726495726495727,0.0
2018-10-31,-0.24068386568386566,-0.9988738738738738,1.0,-0.0,-0.6052074802074802,-0.5677040677040677,0.0
2018-11-01,-0.21736459506501485,-1.019282618340671,1.0,-0.0,-0.6062250435138733,-0.5699805467390191,0.0
2018-11-02,-0.2211515624469854,-0.9967427815288569,1.0,-0.0,-0.6103213110304347,-0.5646863230753572,0.0
2018-11-05,-0.21418849948962235,-1.022252466825451,1.0,-0.0,-0.6157876828853351,-0.5502892140183736,0.0
2018-11-06,-0.2187595686047698,-1.0256183445037934,1.0,-0.0,-0.6125267920933555,-0.5452658796312047,0.0
2018-11-07,-0.21788811426628127,-1.0264240775378337,1.0,-0.0,-0.6112225811936746,-0.5452474069035879,0.0
2018-11-08,-0.16098551130398264,-1.0855672989430951,1.0,-0.0,-0.6425421712045917,-0.6105900468957793,0.0
2018-11-09,-0.16033740506107588,-1.085471282069231,1.0,-0.0,-0.643764656469847,-0.6104791571873578,0.0
2018-11-12,-0.15948696500766765,-1.0673706956642968,1.0,-0.0,-0.6511919698870765,-0.6072424369162136,0.0
2018-11-13,-0.14020533029140309,-1.0665076566766913,1.0,-0.0,-0.6488990286563656,-0.6011268968854783,0.0
2018-11-14,-0.14077837688372735,-1.065947739527167,1.0,-0.0,-0.6488663072030969,-0.6007880547490667,0.0
2018-11-15,-0.13955816361753537,-1.0663099758370729,1.0,-0.0,-0.649326889886089,-0.5966517086641353,0.0
2018-11-16,-0.13738855038039174,-1.0587283555371956,1.0,-0.0,-0.6472511962546043,-0.5990567661537403,0.0
2018-11-19,-0.13962134251290878,-1.0580378657487093,1.0,-0.0,-0.6460585197934596,-0.5986574870912221,0.0
2018-11-20,-0.11256329547009716,-1.053407691254961,1.0,-0.0,-0.6465717804844671,-0.6088682085671274,0.0
2018-11-21,-0.11623728813559323,-1.048305084745763,1.0,-0.0,-0.6420677966101695,-0.5832203389830509,0.0
2018-11-23,-0.11659208028207213,-1.0484811499864388,1.0,-0.0,-0.641917548142121,-0.583299430431245,0.0
2018-11-26,-0.11554244243225828,-1.055515990097331,1.0,-0.0,-0.6396038932410892,-0.5806626649031776,0.0
2018-11-27,-0.10463231818488757,-1.0612127760145857,1.0,-0.0,-0.6350192450536836,-0.5754608683908434,0.0
2018-11-28,-0.10400621537630049,-1.0661059316308605,1.0,-0.0,-0.6331914606134306,-0.5746182948250236,0.0
2018-11-29,-0.08923910861272837,-1.0550090343304557,1.0,-0.0,-0.6275513618416649,-0.5742488121528474,0.0
2018-11-30,-0.09017465053132646,-1.0582615400087159,1.0,-0.0,-0.6326640072407897,-0.5711172940900405,0.0
2018-12-03,-0.08613628734474656,-1.062134944612286,1.0,-0.0,-0.6356159785162806,-0.5729439409197717,0.0
2018-12-04,-0.08051287201633692,-1.064175956613438,1.0,-0.0,-0.6322520170064612,-0.5707542432459577,0.0
2018-12-06,-0.07188153765690376,-1.0262813807531381,1.0,-0.0,-0.6245423640167364,-0.5461231694560669,0.0
