Date,IWF,IWM,KL,MTUM,SPY,VLUE,VXX
2018-11-06,-0.5644846796657381,-2.0807799442896937,1.0,-0.0,-1.8403203342618384,-1.478133704735376,0.0
2018-11-07,-0.5623303403633326,-2.0824806849029027,1.0,-0.0,-1.837613976473864,-1.4779007447623025,0.0
2018-11-08,-0.4797586473023223,-2.139128604504315,1.0,-0.0,-1.8558899880726865,-1.5412895530765454,0.0
2018-11-09,-0.4798036465638148,-2.137587657784011,1.0,-0.0,-1.855049088359046,-1.5401823281907432,0.0
2018-11-12,-0.473757097354937,-2.0858606841157736,1.0,-0.0,-1.8476665281816926,-1.5169644093615844,0.0
2018-11-13,-0.4020990935732297,-2.0684249982961904,1.0,-0.0,-1.847270496830914,-1.497444285422204,0.0
2018-11-14,-0.4020337132327851,-2.0719989080734322,1.0,-0.0,-1.8499965877294753,-1.5005118405787212,0.0
2018-11-15,-0.4011484823625923,-2.083743505605688,1.0,-0.0,-1.8676510801203172,-1.4836614711512168,0.0
2018-11-16,-0.39088369557811536,-2.0587994821830073,1.0,-0.0,-1.8648906452272263,-1.4987395244259725,0.0
2018-11-19,-0.39014583617282267,-2.0595611285266457,1.0,-0.0,-1.8658170914542727,-1.4992503748125936,0.0
2018-11-20,-0.27787179313612675,-2.0433222771271917,1.0,-0.0,-1.8865497867731673,-1.561294253029175,0.0
2018-11-21,-0.2874908558888076,-2.014963091042096,1.0,-0.0,-1.8677927778147236,-1.4800824632572986,0.0
2018-11-23,-0.2888667992047713,-1.996156394963552,1.0,-0.0,-1.8659377070907885,-1.4759443339960239,0.0
2018-11-26,-0.28697323085078186,-2.0062284654121387,1.0,-0.0,-1.8615822952557646,-1.4711767824012723,0.0
2018-11-27,-0.25981912997557594,-2.02303782427883,1.0,-0.0,-1.8558980790811275,-1.4623407485642617,0.0
2018-11-28,-0.2601518653020799,-2.026939584021129,1.0,-0.0,-1.8540112248266754,-1.4617365467150873,0.0
2018-11-29,-0.21090304850770117,-1.9568607400779703,1.0,-0.0,-1.79631878315332,-1.4269828082060458,0.0
2018-11-30,-0.21107487691028837,-1.9594603235500991,1.0,-0.0,-1.8007545239465437,-1.423044951723256,0.0
2018-12-03,-0.2085646818558938,-1.9567936690280172,1.0,-0.0,-1.7971153232497288,-1.4196183547131278,0.0
2018-12-04,-0.20100279258695097,-1.9506854531607007,1.0,-0.0,-1.7854150799695354,-1.4097486671744097,0.0
2018-12-06,-0.17736643347984893,-1.8122949297344146,1.0,-0.0,-1.836439051569368,-1.3647000557172042,0.0
2018-12-07,-0.18769001675249736,-1.8155363901470496,1.0,-0.0,-1.8414717379164856,-1.3599305081590867,0.0
2018-12-10,-0.1033335425952665,-1.8916441710088518,1.0,-0.0,-1.9180739531671798,-1.3648691066608074,0.0
2018-12-11,-0.1197258378922216,-1.88907753254103,1.0,-0.0,-1.9256744010564044,-1.3536439665471922,0.0
2018-12-12,-0.1245508982035928,-1.8925307280176489,1.0,-0.0,-1.932114717932556,-1.3539867633154743,0.0
2018-12-13,-0.12391495785633412,-1.8812429236381933,1.0,-0.0,-1.9371619071581332,-1.347716693923764,0.0
2018-12-14,-0.13849068519103255,-1.850836754025892,1.0,-0.0,-1.9691821913482792,-1.3566150931480898,0.0
2018-12-17,-0.12248983421958086,-1.836346574913982,1.0,-0.0,-1.9427588364091337,-1.3543321864247733,0.0
2018-12-18,-0.08245097424973373,-1.8277676837290895,1.0,-0.0,-1.966919365954514,-1.3881335755905018,0.0
2018-12-19,-0.10471005317801975,-1.8416687769055458,1.0,-0.0,-1.9803114712585466,-1.4039630286148392,0.0
2018-12-20,-0.10829377966525106,-1.8047714214339245,1.0,-0.0,-1.9549712715463399,-1.3772170871846114,0.0
2018-12-21,-0.09328452411007321,-1.846692754354961,1.0,-0.0,-2.0145165362282254,-1.3570436758394346,0.0
2018-12-24,-0.042729711184579876,-1.7927141163994758,1.0,-0.0,-2.00355561100368,-1.3989146029567712,0.0
2018-12-26,-0.041169488348847386,-1.8523770850253016,1.0,-0.0,-1.9694508652464546,-1.3843318548135193,0.0
2018-12-27,-0.0,-1.7566859253082376,1.0,-0.0,-1.7840848174399904,-1.4155101554589313,0.0
2018-12-28,-0.0,-1.755768315889629,1.0,-0.0,-1.7799119885823027,-1.4110371075166508,0.0
2018-12-31,-0.0,-1.7568165510643388,1.0,-0.0,-1.7958024396077492,-1.426811767519732,0.0
2019-01-02,-0.0,-1.7528042959427206,1.0,-0.0,-1.7901551312649167,-1.4236276849642004,0.0
2019-01-03,-0.0,-1.7512520868113521,1.0,-0.0,-1.8063439065108513,-1.4047221559742427,0.0
2019-01-04,-0.0,-1.7794960592309532,1.0,-0.0,-1.7612252209219013,-1.430140912347743,0.0
2019-01-07,-0.0,-1.735595238095238,1.0,-0.0,-1.7960714285714285,-1.4207142857142856,0.0
2019-01-08,-0.0,-1.7169388989715668,1.0,-0.0,-1.879491833030853,-1.4531760435571688,0.0
2019-01-09,-0.0,-1.7023558474423088,1.0,-0.0,-1.8713622943905523,-1.4515273844670724,0.0
2019-01-10,-0.0,-1.7012165743194412,1.0,-0.0,-1.8706938087207903,-1.4507347627077813,0.0
2019-01-11,-0.0,-1.6825195135233253,1.0,-0.0,-1.8873963816784654,-1.4808495189689599,0.0
2019-01-14,-0.0,-1.674035804397453,1.0,-0.0,-1.8725820016820858,-1.4607713564820377,0.0
2019-01-15,-0.0,-1.6674334140435834,1.0,-0.0,-1.885108958837772,-1.500726392251816,0.0
2019-01-16,-0.0,-1.6745781231030716,1.0,-0.0,-1.8552264173849704,-1.5404273400509894,0.0
2019-01-17,-0.0,-1.6662016256217396,1.0,-0.0,-1.8573941526143392,-1.5421569816814267,0.0
2019-01-18,-0.0,-1.682112667365953,1.0,-0.0,-1.8897390016659468,-1.5983217128401308,0.0
2019-01-22,-0.0,-1.7995448765142896,1.0,-0.0,-2.3076099324007764,-1.5857706980791113,0.0
2019-01-23,-0.0,-1.6757011866235167,1.0,-0.0,-2.3677184466019416,-1.6987594390507013,0.0
2019-01-24,-0.0,-1.657843466577091,1.0,-0.0,-2.376889486059792,-1.6833725226738327,0.0
2019-01-25,-0.0,-1.51129883843717,1.0,-0.0,-2.7498768039422736,-1.7785990848292852,0.0
2019-01-28,-0.0,-1.411716397481522,1.0,-0.0,-2.74288256227758,-1.689091157952368,0.0
2019-01-29,-0.0,-1.4113534675615214,1.0,-0.0,-2.7941834451901566,-1.7855844519015662,0.0
2019-01-30,-0.0,-1.4099461425473876,1.0,-0.0,-2.79387284045604,-1.7907253269916765,0.0
2019-01-31,-0.0,-1.3977746870653684,1.0,-0.0,-2.7499304589707925,-1.8063977746870652,0.0
2019-02-01,-0.0,-1.3962356221680028,1.0,-0.0,-2.776158940397351,-1.7987452073893342,0.0
2019-02-04,-0.0,-1.4025505960632105,1.0,-0.0,-2.7563071804823953,-1.7721097865261992,0.0
2019-02-05,-0.0,-1.368832606740018,1.0,-0.0,-2.7431319631859385,-1.8079717666597468,0.0
2019-02-06,-0.0,-1.2468841156191992,1.0,-0.0,-2.6465128613099975,-1.7361442588172897,0.0
2019-02-07,-0.0,-1.2497033618984839,1.0,-0.0,-2.6288727752142385,-1.713381674357284,0.0
2019-02-08,-0.0,-1.2155048859934854,1.0,-0.0,-2.6186319218241043,-1.6805211726384366,0.0
2019-02-11,-0.0,-1.2113510666315515,1.0,-0.0,-2.663945219910456,-1.708849091387938,0.0
2019-02-12,-0.0,-1.2190988835725678,1.0,-0.0,-2.70414673046252,-1.7220893141945772,0.0
2019-02-13,-0.0,-1.2605374254506467,1.0,-0.0,-2.7183542183207132,-1.7221738256382766,0.0
2019-02-14,-0.0,-1.1909054217677923,1.0,-0.0,-2.780774922642271,-1.7550787030808557,0.0
2019-02-15,-0.0,-1.259284221877738,1.0,-0.0,-2.75136483116533,-1.72925793624048,0.0
2019-02-19,-0.0,-1.2066867268472083,1.0,-0.0,-2.772985623537279,-1.7069876295553328,0.0
2019-02-20,-0.0,-1.2033411293017038,1.0,-0.0,-2.773538255930504,-1.7053792181757432,0.0
2019-02-21,-0.0,-1.2267174043661124,1.0,-0.0,-2.7700781093530944,-1.6792843313972894,0.0
2019-02-22,-0.0,-1.2679961089494165,1.0,-0.0,-2.92961367426348,-1.7506948304613676,0.0
2019-02-25,-0.0,-1.2551309271054494,1.0,-0.0,-3.0032554847841473,-1.8187544232130217,0.0
2019-02-26,-0.0,-1.2573440500746853,1.0,-0.0,-3.0144391492993816,-1.8410982288925246,0.0
2019-02-27,-0.0,-1.2483450779414904,1.0,-0.0,-3.038294540536693,-1.831304719197096,0.0
2019-02-28,-0.0,-1.2489472557276424,1.0,-0.0,-3.0415387909499674,-1.8468346299336234,0.0
2019-03-01,-0.0,-1.2368907204774762,1.0,-0.0,-3.0514423760125053,-1.8169674577234616,0.0
2019-03-04,-0.0,-1.2274526740084934,1.0,-0.0,-3.06082199668898,-1.9095947599510543,0.0
2019-03-05,-0.0,-1.1975140106337119,1.0,-0.0,-3.0748670786032477,-1.9125592757580112,0.0
2019-03-06,-0.0,-1.1913899669397727,1.0,-0.0,-3.088040822193474,-1.9075751042115852,0.0
2019-03-07,-0.0,-1.0708064858741062,1.0,-0.0,-3.1422502301210793,-1.8675918714154216,0.0
2019-03-08,-0.0,-1.0528257341006344,1.0,-0.0,-3.372805075992327,-1.9522650140180022,0.0
2019-03-11,-0.0,-1.0226194819408974,1.0,-0.0,-3.2623859905144106,-2.011601605253557,0.0
2019-03-12,-0.0,-0.885949177877429,1.0,-0.0,-3.3727204783258595,-2.215097159940209,0.0
2019-03-13,-0.0,-0.9386386157481516,1.0,-0.0,-3.430139492339355,-2.2537540971110603,0.0
2019-03-14,-0.0,-0.948936170212766,1.0,-0.0,-3.4055471124620063,-2.2443768996960487,0.0
2019-03-15,-0.0,-0.9486603685922254,1.0,-0.0,-3.4621341180114604,-2.332739662381911,0.0
2019-03-18,-0.0,-1.0347233232915807,1.0,-0.0,-3.508324084350721,-2.3845726970033296,0.0
2019-03-19,-0.0,-1.021971123666039,1.0,-0.0,-3.4416980539861894,-2.383160703075957,0.0
2019-03-20,-0.0,-1.0334461320531991,1.0,-0.0,-3.431179664751712,-2.4051310301408675,0.0
2019-03-21,-0.0,-1.0369058860560276,1.0,-0.0,-3.499763928234183,-2.332389046270066,0.0
2019-03-22,-0.0,-0.9991456974215592,1.0,-0.0,-3.526949363156259,-2.2402143522833176,0.0
2019-03-25,-0.0,-0.7256064690026954,1.0,-0.0,-3.6938775510204085,-2.281786676934925,0.0
2019-03-26,-0.0,-0.7455233888143883,1.0,-0.0,-3.753332807446557,-2.389524335410586,0.0
2019-03-27,-0.0,-0.6261172549613695,1.0,-0.0,-3.662020905923345,-2.286471746705045,0.0
2019-03-28,-0.0,-0.6067093856012062,1.0,-0.0,-3.623822088202036,-2.3080286468149267,0.0
2019-03-29,-0.0,-0.5778988326848249,1.0,-0.0,-3.7562645914396886,-2.4479377431906615,0.0
2019-04-01,-0.0,-0.6122433044428828,1.0,-0.0,-3.7606777543530883,-2.435308815491528,0.0
2019-04-02,-0.0,-0.6817391304347826,1.0,-0.0,-3.8858498023715415,-2.3375494071146248,0.0
2019-04-03,-0.0,-0.6896385928359644,1.0,-0.0,-3.9718727462136387,-2.3519512781472875,0.0
2019-04-04,-0.0,-0.6874195624195624,1.0,-0.0,-3.9797297297297294,-2.3766087516087517,0.0
2019-04-05,-0.0,-0.6820250284414107,1.0,-0.0,-4.013326832439461,-2.430765480253535,0.0
2019-04-08,-0.0,-0.6434432823813355,1.0,-0.0,-3.985599356395817,-2.416009654062752,0.0
2019-04-09,-0.0,-0.5939355045724369,1.0,-0.0,-4.0673832825284775,-2.3605005615273544,0.0
2019-04-10,-0.0,-0.5470419390846755,1.0,-0.0,-4.076861744538351,-2.349226598628608,0.0
2019-04-11,-0.0,-0.4948261924009701,1.0,-0.0,-4.204850444624091,-2.3843977364591753,0.0
2019-04-12,-0.0,-0.49707274039618254,1.0,-0.0,-4.163685941134013,-2.359130643997113,0.0
2019-04-15,-0.0,-0.502122887126492,1.0,-0.0,-4.137867499799728,-2.370824321076664,0.0
2019-04-16,-0.0,-0.4951658010387534,1.0,-0.0,-4.128246104674391,-2.3669196963643624,0.0
2019-04-17,-0.0,-0.4669354838709677,1.0,-0.0,-4.231129032258065,-2.3664516129032256,0.0
2019-04-18,-0.0,-0.4540597425726544,1.0,-0.0,-4.216546587873392,-2.424512264227313,0.0
2019-04-22,-0.0,-0.475578617906268,1.0,-0.0,-4.283337451610246,-2.477637756362738,0.0
2019-04-23,-0.0,-0.47927824009227976,1.0,-0.0,-4.287303287468072,-2.4726868254099035,0.0
2019-04-24,-0.0,-0.4327287716405606,1.0,-0.0,-4.296455070074195,-2.514839241549876,0.0
2019-04-25,-0.0,-0.4519302926707246,1.0,-0.0,-4.3697156674726925,-2.5164679396314518,0.0
2019-04-26,-0.0,-0.43645063801208867,1.0,-0.0,-4.420164539959705,-2.538280725319006,0.0
2019-04-29,-0.0,-0.428918692372171,1.0,-0.0,-4.4142497904442575,-2.539061190276614,0.0
2019-04-30,-0.0,-0.4069064022853302,1.0,-0.0,-4.439253906906402,-2.555788943034784,0.0
2019-05-01,-0.0,-0.3998987598076436,1.0,-0.0,-4.463258246857336,-2.57352568969881,0.0
2019-05-02,-0.0,-0.3963774220724516,1.0,-0.0,-4.4368997472620055,-2.5913226621735466,0.0
2019-05-03,-0.0,-0.38758970029548334,1.0,-0.0,-4.453186998733642,-2.6016040523427604,0.0
2019-05-06,-0.0,-0.29046619067618645,1.0,-0.0,-4.470222595548089,-2.6391432171356572,0.0
2019-05-07,-0.0,-0.2923076923076923,1.0,-0.0,-4.472047078604456,-2.6425388818831443,0.0
2019-05-08,-0.0,-0.33257502843643366,1.0,-0.0,-4.556479132032549,-2.8606177268352435,0.0
2019-05-09,-0.0,-0.3288802953067323,1.0,-0.0,-4.597908243979609,-2.8621901915978203,0.0
2019-05-10,-0.0,-0.3305255769062034,1.0,-0.0,-4.59401596911468,-2.8496972887602,0.0
2019-05-13,-0.0,-0.32931444160873014,1.0,-0.0,-4.604857872040834,-2.8663205139487813,0.0
2019-05-14,-0.0,-0.18710647495536134,1.0,-0.0,-5.0583591767691,-3.1520533784418756,0.0
2019-05-15,-0.0,-0.19845213070896234,1.0,-0.0,-5.201318555321995,-3.1549780240779666,0.0
2019-05-16,-0.0,-0.21547177183043564,1.0,-0.0,-5.303477241648759,-3.248583707755421,0.0
2019-05-17,-0.0,-0.19300337904989068,1.0,-0.0,-5.353408865036772,-3.3919697873186245,0.0
2019-05-20,-0.0,-0.1436260340875112,1.0,-0.0,-5.400976776637098,-3.4225057310874116,0.0
2019-05-21,-0.0,-0.14787042591481703,1.0,-0.0,-5.411617676464707,-3.438512297540492,0.0
2019-05-22,-0.0,-0.10601234322118257,1.0,-0.0,-5.430818236113876,-3.4173800517618957,0.0
2019-05-23,-0.0,-0.10796915167095116,1.0,-0.0,-5.415167095115682,-3.364049831916156,0.0
2019-05-24,-0.0,-0.01685502727981294,1.0,-0.0,-5.384547934528449,-3.3414848012470775,0.0
2019-05-28,-0.0,-0.006525762150579527,1.0,-0.0,-5.38823414824194,-3.3451835979351316,0.0
2019-05-29,-0.0,-0.016642754662840747,1.0,-0.0,-5.302056432329029,-3.2460066953610713,0.0
2019-05-30,-0.0,-0.0054105363075462745,1.0,-0.0,-5.256763170384432,-3.2300901756051257,0.0
2019-05-31,-0.0,-0.0013294084132561008,1.0,-0.0,-5.263792612287532,-3.230652359699934,0.0
2019-06-03,-0.0,-0.042561654733492445,1.0,-0.056384248210023864,-5.609188544152745,-3.2361774065234687,0.0
2019-06-04,-0.0,-0.041813602015113346,1.0,-0.027002518891687657,-5.663476070528968,-3.343375314861461,0.0
2019-06-05,-0.0,-0.0,1.0,-0.14421359405847511,-5.315502491303938,-2.9414308545642567,0.0
2019-06-06,-0.0,-0.04087320018578728,1.0,-0.11500232234091966,-5.2041802136553645,-2.9294008360427313,0.0
2019-06-07,-0.0,-0.09754969949144707,1.0,-0.1375866851595007,-5.11123439667129,-2.900138696255201,0.0
2019-06-10,-0.0,-0.11462228870605834,1.0,-0.10910620792819746,-5.151271503365744,-2.974289454001496,0.0
2019-06-11,-0.0,-0.10715303505272157,1.0,-0.1872328298660587,-5.20566163199392,-2.9993350432221906,0.0
2019-06-12,-0.0,-0.10908399847966553,1.0,-0.18833143291524135,-5.204580007601673,-3.0001900418091982,0.0
2019-06-13,-0.0,-0.19902494981359337,1.0,-0.26106490775260494,-5.157728706624606,-2.941496988815601,0.0
2019-06-14,-0.0,-0.16470137091362286,1.0,-0.31137954175055127,-5.201514715751126,-2.9093087911034416,0.0
2019-06-17,-0.0,-0.1540144596651446,1.0,-0.3083143074581431,-5.157439117199391,-2.893169710806697,0.0
2019-06-18,-0.0,-0.1735372340425532,1.0,-0.31098024316109424,-5.135448328267477,-2.8785144376899696,0.0
2019-06-19,-0.0,-0.10133949191685913,1.0,-0.3805080831408776,-4.97579676674365,-2.7801385681293302,0.0
2019-06-20,-0.0,-0.12297824874511992,1.0,-0.3684699758319391,-5.002881576501208,-2.801078267335936,0.0
2019-06-21,-0.0,-0.1414385150812065,1.0,-0.36937354988399074,-4.971415313225058,-2.7986078886310906,0.0
2019-06-24,-0.0,-0.08344936415111853,1.0,-0.3848510164299637,-4.9376218323586745,-2.876636034530771,0.0
2019-06-25,-0.0,-0.02230552952202437,1.0,-0.4035613870665417,-5.022961574507966,-2.923149015932521,0.0
2019-06-26,-0.0,-0.01821442053605134,1.0,-0.370800302000755,-5.010098150245375,-3.0384107210268025,0.0
2019-06-27,-0.0,-0.006284517234812417,1.0,-0.4023995429442011,-5.0570367549038275,-3.056274995239002,0.0
2019-06-28,-0.0,-0.0,1.0,-0.40665205375011915,-5.088821118841132,-3.0345944915658056,0.0
2019-07-01,-0.0,-0.0,1.0,-0.4112087704375768,-5.070598242132124,-2.9690010395992816,0.0
2019-07-02,-0.0,-0.0,1.0,-0.3950062183105329,-5.134985171721037,-3.036640198985937,0.0
2019-07-03,-0.0,-0.0,1.0,-0.40828514551142286,-5.075078206465068,-2.9961133756754195,0.0
2019-07-05,-0.0,-0.0,1.0,-0.4058605270668823,-5.088764151840929,-3.019122823708496,0.0
2019-07-08,-0.0,-0.0,1.0,-0.40371251784864354,-5.089671584959543,-3.0258924321751546,0.0
2019-07-09,-0.0,-0.0,1.0,-0.39793306153408553,-5.068550298663128,-3.0148857495022283,0.0
2019-07-10,-0.0,-0.0,1.0,-0.3791662710094008,-5.100940081663659,-3.015668027727661,0.0
2019-07-11,-0.0,-0.0,1.0,-0.39748355733485846,-5.122390620531885,-3.0121056143360976,0.0
2019-07-12,-0.0,-0.0,1.0,-0.3937725460413898,-5.090184165559142,-3.009018416555914,0.0
2019-07-15,-0.0,-0.0,1.0,-0.4608473614526197,-5.049366370342349,-2.947039909211273,0.0
2019-07-16,-0.0,-0.0,1.0,-0.5016642891107941,-5.06676176890157,-2.9417974322396576,0.0
2019-07-17,-0.0,-0.0,1.0,-0.49619265181800876,-5.075575861412527,-2.946697125452123,0.0
2019-07-18,-0.0,-0.0,1.0,-0.4922447426015796,-5.109525168902845,-2.9138833380911597,0.0
2019-07-19,-0.0,-0.0,1.0,-0.5109087459685069,-5.07588692847657,-2.899070385126162,0.0
2019-07-22,-0.0,-0.0,1.0,-0.47990498812351545,-5.081140142517815,-2.940142517814727,0.0
2019-07-23,-0.0,-0.0,1.0,-0.47963068722634683,-5.089377498572245,-2.9493622691795167,0.0
2019-07-24,-0.0,-0.0,1.0,-0.5245166713365088,-4.970673391239376,-2.8444008592509573,0.0
2019-07-25,-0.0,-0.0,1.0,-0.5439478584729982,-4.986312849162011,-2.7807262569832405,0.0
2019-07-26,-0.0,-0.0,1.0,-0.5407084569732937,-4.971902818991098,-2.760478486646884,0.0
2019-07-29,-0.0,-0.0,1.0,-0.5412972468502101,-4.977601493233784,-2.813719085394307,0.0
2019-07-30,-0.0,-0.0,1.0,-0.516901538178134,-4.929906972460165,-2.763838997881551,0.0
2019-07-31,-0.0,-0.0,1.0,-0.5224538525117091,-4.898888786849114,-2.7621452842317935,0.0
2019-08-01,-0.0,-0.0,1.0,-0.5759056134205918,-4.851138353765323,-2.79039542815006,0.0
2019-08-02,-0.0,-0.0,1.0,-0.6976269208325229,-5.1020229527329315,-2.926084419373663,0.0
2019-08-05,-0.0,-0.0,1.0,-0.679118128429768,-5.0704727062674495,-2.877924328487532,0.0
2019-08-06,-0.0,-0.0,1.0,-0.6857199761003785,-5.175064728141805,-3.097390957976499,0.0
2019-08-07,-0.0,-0.0,1.0,-0.6283282193407899,-5.138374740176185,-3.1313471246164504,0.0
2019-08-08,-0.0,-0.0,1.0,-0.6261756261756262,-5.140976140976141,-3.132957132957133,0.0
2019-08-09,-0.0,-0.0,1.0,-0.5885874287921213,-4.969778893501979,-3.0970358211837405,0.0
2019-08-12,-0.0,-0.0,1.0,-0.6112441337036683,-4.941576477348913,-3.024901829326693,0.0
2019-08-13,-0.0,-0.0,1.0,-0.5844378754648613,-4.94173738914847,-3.009440259368742,0.0
2019-08-14,-0.0,-0.0,1.0,-0.5788230849154623,-4.874657598942099,-2.992065741003117,0.0
2019-08-15,-0.0,-0.0,1.0,-0.6450811673911115,-4.579348886720482,-2.646323072828883,0.0
2019-08-16,-0.0,-0.0,1.0,-0.6431678948770311,-4.574891236793039,-2.660570007990766,0.0
2019-08-19,-0.0,-0.0,1.0,-0.6625525444951256,-4.659869421339773,-2.6214113227797156,0.0
2019-08-20,-0.0,-0.0,1.0,-0.6804986642920748,-4.646660730186999,-2.577560106856634,0.0
2019-08-21,-0.0,-0.0,1.0,-0.7030968671227944,-4.718761253150882,-2.580662585523947,0.0
2019-08-22,-0.0,-0.0,1.0,-0.6850803916284919,-4.7210096110662,-2.576125033683643,0.0
2019-08-23,-0.0,-0.0,1.0,-0.688230008984726,-4.718778077268643,-2.577717879604672,0.0
2019-08-26,-0.0,-0.0,1.0,-0.6934253541590991,-4.848347257537233,-2.5392299309843804,0.0
2019-08-27,-0.0,-0.0,1.0,-0.6774193548387096,-4.815758561489112,-2.5426944971537,0.0
2019-08-28,-0.0,-0.0,1.0,-0.7212845543289846,-4.899735425599854,-2.5022351975184747,0.0
2019-08-29,-0.0,-0.0,1.0,-0.7428388980113119,-4.912424740010947,-2.4671592775041056,0.0
2019-08-30,-0.0,-0.0,1.0,-0.7701456758251889,-5.00027659966808,-2.4495666605200075,0.0
2019-09-03,-0.0,-0.0,1.0,-0.7963750693545404,-4.997965600147956,-2.452931385241354,0.0
2019-09-04,-0.0,-0.0,1.0,-0.8228900255754477,-4.9003470953598836,-2.4109426379247356,0.0
2019-09-05,-0.0,-0.0,1.0,-0.8208580147190809,-4.840962125291688,-2.313229222760725,0.0
2019-09-06,-0.0,-0.0,1.0,-0.9076677915260593,-5.1642294713160855,-2.301931008623922,0.0
2019-09-09,-0.0,-0.0,1.0,-0.914839797639123,-5.166198238710886,-2.28752107925801,0.0
2019-09-10,-0.0,-0.0,1.0,-0.9878151654325616,-5.176867560221202,-2.208266941606524,0.0
2019-09-11,-0.0,-0.0,1.0,-1.0699681110485837,-5.180172575501781,-2.1289626711686362,0.0
2019-09-12,-0.0,-0.0,1.0,-1.087326843878697,-5.171096967427929,-2.1013665293897414,0.0
2019-09-13,-0.0,-0.0,1.0,-1.0669357867067217,-5.188415321066466,-2.1325572662410814,0.0
2019-09-16,-0.0,-0.0,1.0,-1.0851425335095337,-5.210968472720408,-2.1431942609023973,0.0
2019-09-17,-0.0,-0.0,1.0,-1.089150627214402,-5.31638418079096,-2.1702575888154745,0.0
2019-09-18,-0.0,-0.0,1.0,-1.1151180217309855,-5.174784563506932,-2.0769014612214316,0.0
2019-09-19,-0.0,-0.0,1.0,-1.1191205121068746,-5.078578717877354,-2.079506447722423,0.0
2019-09-20,-0.0,-0.0,1.0,-1.1854242679390026,-5.0734399850313405,-2.0966414070539807,0.0
2019-09-23,-0.0,-0.0,1.0,-1.2033358320839582,-5.05715892053973,-2.1098200899550226,0.0
