Date,IWF,IWM,MEI,MTUM,SPY,VLUE,VXX
2018-09-24,-0.30947741980377147,-0.9799248486535383,1.0,-0.07299422447985526,-0.5314174378957622,-0.5854498643100688,0.0
2018-09-25,-0.31268918965937165,-0.9777669531331546,1.0,-0.07769388678194913,-0.5294179047353954,-0.581782123099405,0.0
2018-09-26,-0.3122149893828106,-0.9776516865666445,1.0,-0.07585198593657534,-0.5304417447001079,-0.5848852995439829,0.0
2018-09-27,-0.3131784024492068,-0.9742902866685222,1.0,-0.0768160311717228,-0.5301628165878097,-0.5845045922627331,0.0
2018-09-28,-0.3116824380740329,-0.975368772613415,1.0,-0.07740745894795435,-0.5300584469802394,-0.5845045922627331,0.0
2018-10-01,-0.31231952127474516,-0.9745329297568104,1.0,-0.0774797341961521,-0.5303552169223811,-0.5844553456493755,0.0
2018-10-02,-0.3179901491796889,-1.0429113071825946,1.0,-0.06123099819283512,-0.5353460189220792,-0.5859820700896495,0.0
2018-10-03,-0.31764080765143465,-1.0342543393552959,1.0,-0.06004250797024442,-0.538682252922423,-0.591675522493801,0.0
2018-10-04,-0.3239141996099982,-1.0263073923063286,1.0,-0.06087573125332388,-0.5472433965608934,-0.5871299414997341,0.0
2018-10-05,-0.3182847438437588,-1.0283399377299747,1.0,-0.05353099348995188,-0.5486130767053495,-0.5893008774412681,0.0
2018-10-08,-0.31984394396169535,-1.0324880297925163,1.0,-0.05437134243660224,-0.5488916474552227,-0.5911686469232134,0.0
2018-10-09,-0.3210813879230824,-1.033030582558717,1.0,-0.05690768466614631,-0.5476477683956574,-0.589157737884056,0.0
2018-10-10,-0.32032416293452765,-1.0370725812184545,1.0,-0.05431150920594299,-0.5487666169048128,-0.5939077273050402,0.0
2018-10-11,-0.2809808280077799,-1.0428243956654626,1.0,-0.0036468463462072795,-0.5380661294804112,-0.6076340650180605,0.0
2018-10-12,-0.2830817891154124,-1.0417024787705846,1.0,-0.0,-0.5220545260769416,-0.5911231821776051,0.0
2018-10-15,-0.24939833596919478,-1.0778381351853126,1.0,-0.0,-0.5168809736643059,-0.5939627312108918,0.0
2018-10-16,-0.24226254002134473,-1.0917134299583433,1.0,-0.0,-0.5159224704788791,-0.5928323062622646,0.0
2018-10-17,-0.22693588959140662,-1.064892242844517,1.0,-0.0,-0.5106057515806649,-0.5968454687606228,0.0
2018-10-18,-0.22589203714412057,-1.0628932956903296,1.0,-0.0,-0.5146433552161638,-0.5980475526378449,0.0
2018-10-19,-0.21462902789060384,-1.0610953154616842,1.0,-0.0,-0.5127267803953426,-0.5963308962902789,0.0
2018-10-22,-0.2160889159974247,-1.0654671139575074,1.0,-0.0,-0.5117074988987158,-0.5953373318423639,0.0
2018-10-23,-0.21457874215968809,-1.0659772842854722,1.0,-0.0,-0.5134429564332937,-0.5964400745889133,0.0
2018-10-24,-0.21383391144664357,-1.061858124192342,1.0,-0.0,-0.5192137658981161,-0.6057607291029042,0.0
2018-10-25,-0.18520974962692754,-1.0288509368263972,1.0,-0.0,-0.5215387166307411,-0.5806002321339745,0.0
2018-10-26,-0.17778290384235154,-1.0201674026230805,1.0,-0.0,-0.5223423185922362,-0.5750346009358729,0.0
2018-10-29,-0.15778419532685745,-1.0309792596482017,1.0,-0.0,-0.5126345497505906,-0.5803032291940141,0.0
2018-10-30,-0.14002234049543333,-1.033083645443196,1.0,-0.0,-0.5153755174452987,-0.5968854721072344,0.0
2018-10-31,-0.14128584522718346,-1.0249116145083148,1.0,-0.0,-0.5133232944873642,-0.5940487102265287,0.0
2018-11-01,-0.1334488734835355,-1.0303129394068213,1.0,-0.0,-0.5125077662600961,-0.5937346718550733,0.0
2018-11-02,-0.13661522432766815,-1.0130233769616461,1.0,-0.0,-0.5162466627596536,-0.5899589763625708,0.0
2018-11-05,-0.13354380939981772,-1.021449030074209,1.0,-0.0,-0.5168923317276396,-0.5828993620622315,0.0
2018-11-06,-0.1358888418860434,-1.0226155998828543,1.0,-0.0,-0.5152126517197617,-0.5803260551234909,0.0
2018-11-07,-0.13523270562981754,-1.0230266367450482,1.0,-0.0,-0.513968842488698,-0.5801541613815983,0.0
2018-11-08,-0.1068290476805789,-1.028298229745445,1.0,-0.0,-0.5062669595554982,-0.5889972864711203,0.0
2018-11-09,-0.10646338706030559,-1.0279724797312575,1.0,-0.0,-0.5069285183629962,-0.5887464065376788,0.0
2018-11-12,-0.10548699938782743,-1.02129716145246,1.0,-0.0,-0.5083609884975997,-0.5868157360569642,0.0
2018-11-13,-0.09018074605819766,-1.0237469555185235,1.0,-0.0,-0.5066017177284964,-0.5841879246250481,0.0
2018-11-14,-0.09134322617864812,-1.02298003269126,1.0,-0.0,-0.5068747796544982,-0.5838274414281593,0.0
2018-11-15,-0.09085956028459713,-1.0270815973335041,1.0,-0.0,-0.5135568232805588,-0.5734247804627908,0.0
2018-11-16,-0.09247850083429598,-1.0288152997047877,1.0,-0.0,-0.5145039147734566,-0.5730329867796176,0.0
2018-11-19,-0.09410594539095837,-1.0281708217024417,1.0,-0.0,-0.5135880899669522,-0.572656976930728,0.0
2018-11-20,-0.06827617040301463,-1.0256115475506165,1.0,-0.0,-0.5150411956313471,-0.5845308807562114,0.0
2018-11-21,-0.07568596352101507,-1.0242664551942904,1.0,-0.0,-0.5151784298176051,-0.5569547977795402,0.0
2018-11-23,-0.07607661571636963,-1.0224836684213865,1.0,-0.0,-0.5156656307477643,-0.5569861102302276,0.0
