Date,IHAK,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-02-12,1.0,-0.3814328047594272,-0.2347818218834121,-0.4955776234532992,-0.1502929400321216,-0.0,0.0
2020-02-13,1.0,-0.3674056294015081,-0.23520753606123052,-0.510450397409479,-0.1513779126378479,-0.0,0.0
2020-02-14,1.0,-0.3613679630133261,-0.23841900099718974,-0.5203970628229534,-0.1461562868280301,-0.0,0.0
2020-02-18,1.0,-0.360929178470255,-0.24065722379603402,-0.517416430594901,-0.14728611898017,-0.0,0.0
2020-02-19,1.0,-0.3627775260534662,-0.24068871771635705,-0.5180108744902583,-0.14401903035795197,-0.0,0.0
2020-02-20,1.0,-0.3637064062181332,-0.24074871399759795,-0.5171655827233792,-0.1444854857350042,-0.0,0.0
2020-02-21,1.0,-0.3630268850082671,-0.24176122851124549,-0.5180630110303277,-0.14208058707617038,-0.0,0.0
2020-02-24,1.0,-0.37074243729874373,-0.2413488140051703,-0.5180053517166312,-0.1375799355979863,-0.0,0.0
2020-02-25,1.0,-0.34868750284336475,-0.24380146490150584,-0.5012055866430098,-0.1809972248760293,-0.0,0.0
2020-02-26,1.0,-0.34971157108924333,-0.23913584436149757,-0.49847302341364097,-0.17488971835765185,-0.0,0.0
2020-02-27,1.0,-0.3569474897714686,-0.2335043739686702,-0.49350120934017494,-0.17647324758697078,-0.0,0.0
2020-02-28,1.0,-0.3375392934866237,-0.2547097228023126,-0.4589039590248621,-0.14708403860104197,-0.0,0.0
2020-03-02,1.0,-0.3431488801054018,-0.2497364953886693,-0.4559288537549407,-0.1470794905577514,-0.0,0.0
2020-03-03,1.0,-0.33449671327323727,-0.2693188874376378,-0.4122861486414149,-0.12508832409052953,-0.0,0.0
2020-03-04,1.0,-0.32389508643447157,-0.2744826705271225,-0.42233671123222344,-0.10819211445116238,-0.0,0.0
2020-03-05,1.0,-0.32128766893309835,-0.28783681692268953,-0.3978007219004449,-0.09162259716276336,-0.0,0.0
2020-03-06,1.0,-0.3127611366329225,-0.28280707589332116,-0.39969235246429835,-0.08345978755690439,-0.0,0.0
2020-03-09,1.0,-0.3134067397955998,-0.28582727972857647,-0.401515309202173,-0.08074017026413836,-0.0,0.0
2020-03-10,1.0,-0.3009494001043297,-0.2534793948878456,-0.36580073030777255,-0.1656338028169014,-0.0007303077725612937,0.0
2020-03-11,1.0,-0.2731276626396921,-0.27765543641564966,-0.3689929819506473,-0.1383234888555023,-0.0,0.0
2020-03-12,1.0,-0.2807754770604953,-0.2552781161185546,-0.35609013398294764,-0.13790093382054405,-0.0,0.0
2020-03-13,1.0,-0.2745661232250496,-0.23461709616084792,-0.3349852340305029,-0.16503499332497268,-0.01353210081313969,0.0
2020-03-16,1.0,-0.25441056546731106,-0.2563995465123217,-0.32301052170972805,-0.15516041132128008,-0.0,0.0
2020-03-17,1.0,-0.23540534152682582,-0.20621602458047744,-0.2660324588355787,-0.1991451981407075,-0.06279051445678721,0.0
2020-03-18,1.0,-0.23618298897799547,-0.2050527396989689,-0.27029589538972065,-0.20019357642318175,-0.06356417651009362,0.0
2020-03-19,1.0,-0.24028137001332392,-0.18635864879692765,-0.2667332863077044,-0.1977623638216161,-0.06824594403950153,0.0
2020-03-20,1.0,-0.24173062955183447,-0.21371783043128323,-0.2569639386741524,-0.1958736577609391,-0.05476924284957107,0.0
2020-03-23,1.0,-0.2423586322585679,-0.23687752355316288,-0.22919226793063766,-0.19259952796145668,-0.04954454132287826,0.0
2020-03-24,1.0,-0.2554087241258332,-0.2484309827310646,-0.20410868124585818,-0.18722956379370836,-0.05391182317857561,0.0
2020-03-25,1.0,-0.2546123318168619,-0.24681057012873875,-0.1939018488045688,-0.18662278579033978,-0.05397347788210241,0.0
2020-03-26,1.0,-0.2535102159388012,-0.2467125012104193,-0.19519705626028858,-0.1869662050934444,-0.05428488428391595,0.0
2020-03-27,1.0,-0.25369604921657213,-0.24417956358742673,-0.18767663174084398,-0.18598481207344036,-0.05100451792752091,0.0
2020-03-30,1.0,-0.25082932254415063,-0.24294836148875382,-0.19282468217292092,-0.18488619585434604,-0.04602021054246323,0.0
2020-03-31,1.0,-0.24949235661468908,-0.24412857744913985,-0.19229148308493926,-0.18349871652427108,-0.0462242825945366,0.0
2020-04-01,1.0,-0.2509717568214457,-0.24852082336045953,-0.18598372426998563,-0.1847199617041647,-0.04461464815701293,0.0
2020-04-02,1.0,-0.25547125209699556,-0.2390765594021656,-0.18409714808601493,-0.18636571602867164,-0.04134894006405368,0.0
