Date,FMCI,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-05-13,1.0,-0.0,-0.004836772941004836,-0.0,-0.06388804722306389,-0.05349627983705349,0.0
2019-05-14,1.0,-0.0,-0.0035393258426966293,-0.0,-0.06623595505617978,-0.053831460674157304,0.0
2019-05-15,1.0,-0.0,-0.003346509747551882,-0.0,-0.06631255053454316,-0.05333078788967747,0.0
2019-05-16,1.0,-0.0,-0.0034918318082299443,-0.0,-0.06586201089092235,-0.053410430584404645,0.0
2019-05-17,1.0,-0.0,-0.0034680134680134676,-0.0,-0.064668911335578,-0.05419753086419753,0.0
2019-05-20,1.0,-0.0,-0.004636594292386106,-0.0,-0.06413768327458069,-0.05388777870085547,0.0
2019-05-21,1.0,-0.0,-0.004623862271752916,-0.0,-0.06389234930361493,-0.05378045632582517,0.0
2019-05-22,1.0,-0.0,-0.003924910848453585,-0.0,-0.0643685379146388,-0.05312086482607038,0.0
2019-05-23,1.0,-0.0,-0.0036435794524540908,-0.0,-0.06881320208973295,-0.048644588443687076,0.0
2019-05-24,1.0,-0.0,-0.002225950782997763,-0.0,-0.06805369127516778,-0.04828859060402684,0.0
2019-05-28,1.0,-0.0,-0.0016780775943079607,-0.0,-0.0684431914798407,-0.048597127131158546,0.0
2019-05-29,1.0,-0.0,-0.002759314081438865,-0.0,-0.06823437412724125,-0.04613751885158912,0.0
2019-05-30,1.0,-0.0,-0.0028595683838970555,-0.0,-0.0682833653545418,-0.045864796032348866,0.0
2019-05-31,1.0,-0.0,-0.003005250809965367,-0.0,-0.06803709082784047,-0.04614009607865043,0.0
2019-06-03,1.0,-0.0,-0.0037466547725245316,-0.0,-0.06807537912578054,-0.043242640499553966,0.0
2019-06-04,1.0,-0.0,-0.003735587323535315,-0.0,-0.06912509199580723,-0.0422511652802248,0.0
2019-06-05,1.0,-0.0,-0.0037455681148789084,-0.0,-0.07071010191946472,-0.03698887444010981,0.0
2019-06-06,1.0,-0.0,-0.0027810223037988764,-0.0,-0.07489849268591134,-0.03472940652984037,0.0
2019-06-07,1.0,-0.0,-0.003781769645737167,-0.0,-0.0741338079083477,-0.03435848951671208,0.0
2019-06-10,1.0,-0.0,-0.00412405513561583,-0.0,-0.07182080924855491,-0.03566029346376167,0.0
2019-06-11,1.0,-0.0,-0.004123871770930595,-0.0,-0.07222889155662264,-0.03520297007691965,0.0
2019-06-12,1.0,-0.0,-0.0038131023979189127,-0.0,-0.07218213956177115,-0.035696419241159266,0.0
2019-06-13,1.0,-0.0,-0.00612542105321668,-0.0,-0.07297144064122375,-0.032583682589796895,0.0
2019-06-14,1.0,-0.0,-0.005624972208635333,-0.0,-0.07388056383120638,-0.03214905064698297,0.0
2019-06-17,1.0,-0.0,-0.00752072092117706,-0.0,-0.07180285920898927,-0.03322022584413417,0.0
2019-06-18,1.0,-0.0,-0.0072437965950817845,-0.0,-0.07197062423500612,-0.03350395015021698,0.0
2019-06-19,1.0,-0.0,-0.007559671376638391,-0.0,-0.07290636012940378,-0.031261464575157584,0.0
2019-06-20,1.0,-0.0,-0.007448830978242743,-0.0,-0.07297630827042592,-0.03134067839950193,0.0
2019-06-21,1.0,-0.0,-0.007505170228379551,-0.0,-0.0729168983077231,-0.03144388356423314,0.0
2019-06-24,1.0,-0.0,-0.007503251408943875,-0.0,-0.07277598070274897,-0.031302453285312525,0.0
2019-06-25,1.0,-0.0,-0.0028138311478874026,-0.0,-0.07685206811028439,-0.03252032520325203,0.0
2019-06-26,1.0,-0.0,-0.002856031560815691,-0.0,-0.07442351503028283,-0.03402789353781186,0.0
2019-06-27,1.0,-0.0,-0.0031231244581768065,-0.0,-0.07484384377709116,-0.03345410896481205,0.0
2019-06-28,1.0,-0.0,-0.00012225210607037275,-0.0,-0.07756340438773923,-0.03370823979194914,0.0
2019-07-01,1.0,-0.0,-0.0,-0.0,-0.0784309367707523,-0.032803644849427716,0.0
2019-07-02,1.0,-0.0,-0.0,-0.0,-0.07756638789857728,-0.032985706193982604,0.0
2019-07-03,1.0,-0.0,-0.0003554449726751678,-0.0,-0.07726485093526458,-0.03314524370195939,0.0
2019-07-05,1.0,-0.0,-0.00031096944725180745,-0.0,-0.07689830188469696,-0.03339589742450661,0.0
2019-07-08,1.0,-0.0,-0.0002443467057621396,-0.0,-0.0770136389888489,-0.03341996534719445,0.0
2019-07-09,1.0,-0.0,-0.0,-0.0,-0.07678815262158771,-0.03331520110125556,0.0
2019-07-10,1.0,-0.0,-0.0,-0.0,-0.07636274803735411,-0.034045104766980916,0.0
2019-07-11,1.0,-0.0,-0.0,-0.0,-0.07619280265597761,-0.0341657321148999,0.0
2019-07-12,1.0,-0.0,-0.00021098686329161715,-0.0,-0.0762550942222913,-0.03399109413345474,0.0
2019-07-15,1.0,-0.0,-0.00022211856689100643,-0.0,-0.07625330401368251,-0.034128517802803134,0.0
2019-07-16,1.0,-0.0,-0.0,-0.0,-0.07653684654862145,-0.034302726000311035,0.0
2019-07-17,1.0,-0.0,-0.0,-0.0,-0.07628652989592243,-0.0344666718501816,0.0
2019-07-18,1.0,-0.0,-0.0,-0.0,-0.07608080045308666,-0.03442570156248265,0.0
2019-07-19,1.0,-0.0,-0.0,-0.0,-0.0766403500005552,-0.033767502803779825,0.0
2019-07-22,1.0,-0.0,-0.0,-0.0,-0.07638588193496097,-0.033874029910402025,0.0
2019-07-23,1.0,-0.0,-0.0,-0.0,-0.07791543974665259,-0.03325740318906606,0.0
2019-07-24,1.0,-0.0,-0.0,-0.0,-0.07838564225583616,-0.03220719219919593,0.0
2019-07-25,1.0,-0.0,-0.0,-0.0,-0.07933687915699708,-0.031046314082990037,0.0
2019-07-26,1.0,-0.0,-0.0,-0.0,-0.07960281799522938,-0.02985521717423864,0.0
2019-07-29,1.0,-0.0,-0.0,-0.0,-0.079707974125975,-0.029812823841382907,0.0
2019-07-30,1.0,-0.0,-0.0,-0.0,-0.08063853642832561,-0.029473473873513838,0.0
2019-07-31,1.0,-0.0,-0.0,-0.0,-0.0805611978733087,-0.029402950284705805,0.0
2019-08-01,1.0,-0.0,-0.0,-0.0,-0.07981647309158613,-0.02843780476992641,0.0
2019-08-02,1.0,-0.0,-0.0,-0.0,-0.07950823300283286,-0.02707816926345609,0.0
2019-08-05,1.0,-0.0,-0.0,-0.0,-0.07947518060026772,-0.026805172966933282,0.0
2019-08-06,1.0,-0.0,-0.0,-0.0,-0.07744773991001647,-0.028001017012856365,0.0
2019-08-07,1.0,-0.0,-0.0,-0.0,-0.07583487940630797,-0.028502959625408605,0.0
2019-08-08,1.0,-0.0,-0.0,-0.0,-0.0758169790274664,-0.028581841474593306,0.0
2019-08-09,1.0,-0.0,-0.0,-0.0,-0.07341705163118378,-0.029117650301540225,0.0
2019-08-12,1.0,-0.0,-0.0,-0.0,-0.07359502903037447,-0.028126962442297312,0.0
2019-08-13,1.0,-0.0,-0.0,-0.0,-0.07294555218099388,-0.027443989612218847,0.0
2019-08-14,1.0,-0.0,-0.0,-0.0,-0.07293351376924008,-0.027285429800530305,0.0
2019-08-15,1.0,-0.0,-0.0,-0.0,-0.07351354921082176,-0.0271534549937262,0.0
2019-08-16,1.0,-0.0,-0.0,-0.0,-0.07332349962573202,-0.027464664699925145,0.0
2019-08-19,1.0,-0.0,-0.0,-0.0,-0.07359293085825448,-0.0254651763438733,0.0
2019-08-20,1.0,-0.0,-0.0,-0.0,-0.07364601088689723,-0.026040578435145983,0.0
2019-08-21,1.0,-0.0,-0.0,-0.0,-0.0734226504751848,-0.02654215065117916,0.0
2019-08-22,1.0,-0.0,-0.0,-0.0,-0.07352472264675806,-0.026003584426436795,0.0
2019-08-23,1.0,-0.0,-0.0,-0.0,-0.07356385025562091,-0.025880930130284207,0.0
2019-08-26,1.0,-0.0,-0.0,-0.0,-0.07267221801665404,-0.02443252257293004,0.0
2019-08-27,1.0,-0.0,-0.0,-0.0,-0.07454193945252428,-0.023924601256645726,0.0
2019-08-28,1.0,-0.0,-0.0,-0.0,-0.07399351897621795,-0.024485088152908223,0.0
2019-08-29,1.0,-0.0,-0.0,-0.0,-0.07621462600715713,-0.021493336846033943,0.0
2019-08-30,1.0,-0.0,-0.0,-0.0,-0.07593963490982579,-0.022395272719284754,0.0
2019-09-03,1.0,-0.0,-0.0,-0.0,-0.07791694133157548,-0.020731707317073172,0.0
2019-09-04,1.0,-0.0,-0.0,-0.0,-0.07755657797933435,-0.0205119195335405,0.0
2019-09-05,1.0,-0.0,-0.0,-0.0,-0.07772401610655783,-0.019452947565912905,0.0
2019-09-06,1.0,-0.0,-0.0,-0.0,-0.07812894237414571,-0.018879515561064975,0.0
2019-09-09,1.0,-0.0,-0.0,-0.0,-0.0782741294951401,-0.01877043245496632,0.0
2019-09-10,1.0,-0.0,-0.0,-0.0,-0.0775179343176184,-0.01938222582980497,0.0
2019-09-11,1.0,-0.0,-0.0,-0.0,-0.07851375663697396,-0.018506735705822983,0.0
2019-09-12,1.0,-0.0,-0.0,-0.0,-0.078744734994735,-0.01813136188136188,0.0
2019-09-13,1.0,-0.0,-0.0,-0.0,-0.07848492826115572,-0.018439296213417576,0.0
2019-09-16,1.0,-0.0,-0.0,-0.0,-0.07865205515516503,-0.018308267789954036,0.0
2019-09-17,1.0,-0.0,-0.0,-0.0,-0.07862235384446638,-0.018229680816057914,0.0
2019-09-18,1.0,-0.0,-0.0,-0.0,-0.07832792207792208,-0.018548174798174798,0.0
