Date,AMPH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.7265440286027334,-1.6052707456317397,-0.19871979701285966,-1.1212732829709935,-1.1148146012340694,0.0
2018-09-25,1.0,-0.7321634726391134,-1.6035557607942736,-0.20601477718771646,-1.1197760332486724,-1.1107711844839527,0.0
2018-09-26,1.0,-0.731986143187067,-1.6037528868360278,-0.20490762124711318,-1.1204965357967667,-1.1125288683602772,0.0
2018-09-27,1.0,-0.7358795361449258,-1.5928575549529798,-0.20804246235504528,-1.1205792419084983,-1.1120406161656955,0.0
2018-09-28,1.0,-0.7333217913204062,-1.595683287165282,-0.2088527239150508,-1.12072945521699,-1.1124769159741459,0.0
2018-10-01,1.0,-0.7334218272060945,-1.5955445258844576,-0.20938419807237257,-1.1205632827379235,-1.1124256940035782,0.0
2018-10-02,1.0,-0.7349529690114837,-1.5828380171966068,-0.21420739800334698,-1.1232615846269258,-1.1154134687518034,0.0
2018-10-03,1.0,-0.7339867396944365,-1.5753243009512827,-0.21349091957336408,-1.1243586047852407,-1.1182473335255116,0.0
2018-10-04,1.0,-0.7357871090374979,-1.5691492425551525,-0.21438857208686138,-1.1260872069581247,-1.1145671332296527,0.0
2018-10-05,1.0,-0.7154075432763958,-1.5604723145706751,-0.19144789636592915,-1.1364209560930871,-1.1282815545110627,0.0
2018-10-08,1.0,-0.7115263729355963,-1.554603120178296,-0.18669638265043714,-1.1365792330990343,-1.1252643008171894,0.0
2018-10-09,1.0,-0.7094432376814908,-1.5559048816737164,-0.18091917228764146,-1.139990854007088,-1.129987424259746,0.0
2018-10-10,1.0,-0.7129862700228833,-1.5550343249427916,-0.18421052631578946,-1.1427917620137298,-1.1258009153318076,0.0
2018-10-11,1.0,-0.6238735003040857,-1.563388068778681,-0.0555094819483607,-1.1271078675291646,-1.159009233150882,0.0
2018-10-12,1.0,-0.6236763508009774,-1.547977192506109,-0.041922345913657344,-1.0942166711919632,-1.1225088243279935,0.0
2018-10-15,1.0,-0.5972877678329265,-1.5966910767561702,-0.0,-1.0973691347979386,-1.1326823976132356,0.0
2018-10-16,1.0,-0.5918389494817949,-1.6070323945954743,-0.0,-1.095990015736068,-1.1313690379293504,0.0
2018-10-17,1.0,-0.5515961395694136,-1.5396118358256443,-0.0,-1.078375225368544,-1.1332590942835932,0.0
2018-10-18,1.0,-0.5513011152416357,-1.5383430695698352,-0.0,-1.0848645778013808,-1.1361656930430164,0.0
2018-10-19,1.0,-0.5219016531536275,-1.520796040855007,-0.0,-1.086658944929978,-1.1354638306833738,0.0
2018-10-22,1.0,-0.5220182038196455,-1.5147577208396907,-0.0,-1.087862366496554,-1.1365286473404534,0.0
2018-10-23,1.0,-0.5211326911942734,-1.5154481814832361,-0.0,-1.089267856202958,-1.1375335543976,0.0
2018-10-24,1.0,-0.5178796802692469,-1.5102019352124527,-0.0,-1.090082036180059,-1.1405658392932267,0.0
2018-10-25,1.0,-0.4520865923197255,-1.4280163495988294,-0.0,-1.0844729272846545,-1.0815966089720945,0.0
2018-10-26,1.0,-0.4228759145886217,-1.4033646906575081,-0.0,-1.0869543576725897,-1.0641580807326663,0.0
2018-10-29,1.0,-0.3842934024317321,-1.4349212676898544,-0.0,-1.078383496113215,-1.0854594379111022,0.0
2018-10-30,1.0,-0.379849594103292,-1.4343343792021515,-0.0,-1.077892325315006,-1.0882514069425768,0.0
2018-10-31,1.0,-0.38420143174524807,-1.4012342631449026,-0.0,-1.0729202666008393,-1.0786472475931868,0.0
2018-11-01,1.0,-0.351602690937871,-1.4341610605461022,-0.0,-1.0764740799366839,-1.084388603086664,0.0
2018-11-02,1.0,-0.3544384502206964,-1.398528690534576,-0.0,-1.0779303580186366,-1.0734673859735164,0.0
2018-11-05,1.0,-0.3480611392342851,-1.4247309185629329,-0.0,-1.0827148965449451,-1.0592224898019362,0.0
2018-11-06,1.0,-0.34949882075471694,-1.4249213836477985,-0.0,-1.0814661949685533,-1.057635613207547,0.0
2018-11-07,1.0,-0.3484045164457536,-1.424300441826215,-0.0,-1.0798723613156602,-1.0566028473244968,0.0
2018-11-08,1.0,-0.3016058394160584,-1.4303649635036497,-0.0,-1.0668613138686132,-1.067396593673966,0.0
2018-11-09,1.0,-0.31405416289137217,-1.4818785865297492,-0.0,-1.1252894392429276,-1.1125541125541125,0.0
2018-11-12,1.0,-0.3248811410459588,-1.4691477940800572,-0.0,-1.1803588773580083,-1.1378252645570266,0.0
2018-11-13,1.0,-0.2860026238772833,-1.45917852457362,-0.0,-1.1745382985165003,-1.1261479463114341,0.0
2018-11-14,1.0,-0.28832559078973946,-1.458846697636841,-0.0,-1.175924055746314,-1.126388608361947,0.0
2018-11-15,1.0,-0.2889712602823195,-1.4667919163196914,-0.0,-1.182187468264446,-1.1397379912663754,0.0
2018-11-16,1.0,-0.2888269571826704,-1.4607043324043578,-0.0,-1.178819356473271,-1.1387889536356726,0.0
2018-11-19,1.0,-0.29408482142857145,-1.4611911525974026,-0.0,-1.1782670454545454,-1.1395089285714286,0.0
2018-11-20,1.0,-0.230734383651281,-1.4489857552725625,-0.0,-1.1838727538128553,-1.169829365279106,0.0
2018-11-21,1.0,-0.2319777269563488,-1.4357164164263696,-0.0,-1.173709853833151,-1.1302575320672168,0.0
2018-11-23,1.0,-0.23451943146804494,-1.4160123248186065,-0.0,-1.184723188549846,-1.1344796739886691,0.0
2018-11-26,1.0,-0.23332339198727509,-1.4239984093846307,-0.0,-1.18192663286609,-1.131424594890148,0.0
2018-11-27,1.0,-0.21436778738072637,-1.4524154468701604,-0.0,-1.1912874057051508,-1.1376829694759454,0.0
2018-11-28,1.0,-0.21588808393704723,-1.448613539845116,-0.0,-1.1929552835373471,-1.1387959030726955,0.0
