Date,AGLE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-11-28,1.0,-0.9092398427260813,-3.47957623416339,-0.0,-2.9115334207077326,-2.6213411970292704,0.0
2018-11-29,1.0,-0.8003186404673394,-3.388104089219331,-0.0,-2.8464152947424326,-2.586404673393521,0.0
2018-11-30,1.0,-0.7996815286624203,-3.387898089171974,-0.0,-2.8470276008492568,-2.5812101910828025,0.0
2018-12-03,1.0,-0.7926414291790727,-3.398660144619311,-0.0,-2.8550616758826033,-2.587409612930668,0.0
2018-12-04,1.0,-0.7621873675286138,-3.412992793556592,-0.0,-2.841670199236965,-2.580860534124629,0.0
2018-12-06,1.0,-0.7143001925610621,-3.1606364649842917,-0.0,-2.808553765075504,-2.4512009729401036,0.0
2018-12-07,1.0,-0.700284958273967,-3.1773865255444735,-0.0,-2.8259719112558517,-2.473437818033788,0.0
2018-12-10,1.0,-0.5960912052117264,-3.2462337133550494,-0.0,-2.882023615635179,-2.4548045602605866,0.0
2018-12-11,1.0,-0.60075310400977,-3.2436393242418076,-0.0,-2.881437003867291,-2.451251780989212,0.0
2018-12-12,1.0,-0.6074270557029178,-3.2497449500102022,-0.0,-2.891960824321567,-2.4527647418894105,0.0
2018-12-13,1.0,-0.6093991549005462,-3.2630114397608985,-0.0,-2.9564052354941768,-2.4772750695661134,0.0
2018-12-14,1.0,-0.6221810318195861,-3.227679950571517,-0.0,-2.9715786221810316,-2.4761610544743076,0.0
2018-12-17,1.0,-0.566016542428265,-3.21597059123864,-0.0,-2.923414683957929,-2.505973654651281,0.0
2018-12-18,1.0,-0.5157720550212017,-3.235908573792533,-0.0,-2.9958630675354225,-2.5947874650946323,0.0
2018-12-19,1.0,-0.49258872651357,-3.2734864300626305,-0.0,-3.0423799582463467,-2.6299582463465554,0.0
2018-12-20,1.0,-0.4817788758492897,-3.2069178505250155,-0.0,-3.0197652872143297,-2.5859584105414863,0.0
2018-12-21,1.0,-0.4646713977167541,-3.2301758716445543,-0.0,-3.052967191196133,-2.537077033837293,0.0
2018-12-24,1.0,-0.4046225272507065,-3.147254743641502,-0.0,-3.0020185708518365,-2.53885748889786,0.0
2018-12-26,1.0,-0.43897490656700483,-3.4264815803523763,-0.0,-3.1282434596903363,-2.6843566470902296,0.0
2018-12-27,1.0,-0.21631820499745028,-3.313105558388578,-0.0,-2.917287098419174,-2.752167261601224,0.0
2018-12-28,1.0,-0.2198588812762041,-3.31761938848553,-0.0,-2.9263728397586664,-2.7620411084978014,0.0
2018-12-31,1.0,-0.22761806981519506,-3.3173511293634497,-0.0,-2.9430184804928134,-2.779055441478439,0.0
2019-01-02,1.0,-0.21359423274974254,-3.3303810504634397,-0.0,-2.95231719876416,-2.802368692070031,0.0
2019-01-03,1.0,-0.20437654830718419,-3.3408340214698597,-0.0,-2.957369942196532,-2.819467382328654,0.0
2019-01-04,1.0,-0.08912510220768602,-3.3722403924775146,-0.0,-2.9150654129190516,-2.8442354865085857,0.0
2019-01-07,1.0,-0.014407527197882975,-3.221993531314319,-0.0,-2.8408311280995786,-2.7239047339017937,0.0
2019-01-08,1.0,-0.026555609995100444,-3.1706026457618814,-0.0,-2.8810387065164136,-2.720921117099461,0.0
2019-01-09,1.0,-0.016823161189358372,-3.1346830985915495,-0.0,-2.884487480438185,-2.7449139280125197,0.0
2019-01-10,1.0,-0.019037391389241435,-3.1236942302059947,-0.0,-2.8832373328126524,-2.7367958605877187,0.0
2019-01-11,1.0,-0.02293443104969127,-3.0945800254827014,-0.0,-2.9049299225717924,-2.778496520631187,0.0
2019-01-14,1.0,-0.049965709806995204,-3.0891545018124815,-0.0,-2.9033016557264624,-2.754776134025669,0.0
2019-01-15,1.0,-0.03649349378730066,-3.0652578025633503,-0.0,-2.8911065453478133,-2.7910184913413563,0.0
2019-01-16,1.0,-0.03073332036568761,-3.042015172145497,-0.0,-2.8733709395059326,-2.77951760357907,0.0
2019-01-17,1.0,-0.05182045848584088,-2.9924869967251015,-0.0,-2.8359660951647085,-2.7517819302639186,0.0
2019-01-18,1.0,-0.07280408724700334,-3.005010807624288,-0.0,-2.890842994694439,-2.8564550992336413,0.0
2019-01-22,1.0,-0.0,-3.231735398785849,-0.0,-3.265229223361943,-2.969750889679715,0.0
2019-01-23,1.0,-0.0,-3.1033905399748845,-0.0,-3.295521138551695,-3.0657178735872748,0.0
2019-01-24,1.0,-0.0,-3.1151553184813303,-0.0,-3.2740299131889965,-3.069971760276122,0.0
2019-01-25,1.0,-0.0,-2.915423945462292,-0.0,-3.553579037068598,-3.1828930549637837,0.0
2019-01-28,1.0,-0.0,-2.6940018268547647,-0.0,-3.4764031259514865,-2.9787881863391856,0.0
2019-01-29,1.0,-0.0,-2.6914828431372553,-0.0,-3.4953022875816995,-3.0256331699346406,0.0
2019-01-30,1.0,-0.0,-2.6886570522655213,-0.0,-3.4982100848931164,-3.0413214687531966,0.0
2019-01-31,1.0,-0.0,-2.732944068838353,-0.0,-3.410264290104487,-3.1006965785699654,0.0
2019-02-01,1.0,-0.0,-2.7158302733578132,-0.0,-3.418502651978784,-3.0654834761321905,0.0
2019-02-04,1.0,-0.0,-2.71769505354411,-0.0,-3.420703722590515,-3.0604793472718,0.0
2019-02-05,1.0,-0.0,-2.677219685438864,-0.0,-3.3715880263825473,-3.0983257229832573,0.0
2019-02-06,1.0,-0.0,-2.657934815717332,-0.0,-3.382475378210986,-3.113006396588486,0.0
2019-02-07,1.0,-0.0,-2.8493877993282046,-0.0,-3.7063603857406,-3.2796619352042478,0.0
2019-02-08,1.0,-0.0,-2.8559608056614043,-0.0,-3.7701687534022863,-3.2611867174741422,0.0
2019-02-11,1.0,-0.0,-2.8247839877501915,-0.0,-3.7999562506835836,-3.3124794925079297,0.0
2019-02-12,1.0,-0.0,-2.835030103995621,-0.0,-3.8189381499726327,-3.2930487137383686,0.0
2019-02-13,1.0,-0.0,-2.842517219787101,-0.0,-3.563243581715717,-3.030578167397203,0.0
2019-02-14,1.0,-0.0,-2.815786711451664,-0.0,-3.6117350687519685,-3.068961897764249,0.0
2019-02-15,1.0,-0.0,-2.861298482293423,-0.0,-3.609506745362563,-3.068823777403035,0.0
2019-02-19,1.0,-0.0,-2.821150200126396,-0.0,-3.643037708026122,-3.068674952601643,0.0
2019-02-20,1.0,-0.0,-2.862953231739359,-0.0,-3.611035207567,-3.0357330530740936,0.0
2019-02-21,1.0,-0.0,-2.859800315291645,-0.0,-3.613872832369942,-3.0359432475039414,0.0
2019-02-22,1.0,-0.0,-2.8251979552971838,-0.0,-3.35621930440012,-2.841635762253182,0.0
2019-02-25,1.0,-0.0,-2.8078585066827455,-0.0,-3.384383479047332,-2.85699929655311,0.0
2019-02-26,1.0,-0.0,-2.8098060886164977,-0.0,-3.374761378478851,-2.8626544760373758,0.0
2019-02-27,1.0,-0.0,-2.8082797427652735,-0.0,-3.391680064308682,-2.8482717041800645,0.0
2019-02-28,1.0,-0.0,-2.8115314952706782,-0.0,-3.3960555443751264,-2.854799758502717,0.0
2019-03-01,1.0,-0.0,-2.8133386343305835,-0.0,-3.3312791968989166,-2.7947520127223933,0.0
2019-03-04,1.0,-0.0,-2.6689648658859086,-0.0,-3.200321118247072,-2.5753683415187,0.0
2019-03-05,1.0,-0.0,-2.611728162650602,-0.0,-3.237292921686747,-2.5637236445783134,0.0
2019-03-06,1.0,-0.0,-2.5979342723004692,-0.0,-3.2377464788732397,-2.5540845070422535,0.0
2019-03-07,1.0,-0.0,-2.523009427798002,-0.0,-3.2790068141510313,-2.5323438812657515,0.0
2019-03-08,1.0,-0.0,-2.5191903761695627,-0.0,-3.4326904716440714,-2.5955699828145886,0.0
2019-03-11,1.0,-0.0,-2.5184503631961257,-0.0,-3.4544309927360777,-2.7124455205811135,0.0
2019-03-12,1.0,-0.0,-2.3419529139328445,-0.0,-3.468351987649556,-2.83857583944423,0.0
2019-03-13,1.0,-0.0,-2.382163113631919,-0.0,-3.5185800899667514,-2.8782515157441813,0.0
2019-03-14,1.0,-0.0,-2.3893271009835426,-0.0,-3.485344239945467,-2.8632778264680105,0.0
2019-03-15,1.0,-0.0,-2.3808187360882607,-0.0,-3.4657892190070645,-2.8311235846317624,0.0
2019-03-18,1.0,-0.0,-2.4694747274529236,-0.0,-3.5412289395441032,-2.90009910802775,0.0
2019-03-19,1.0,-0.0,-2.4750843756204093,-0.0,-3.5209450069485806,-2.9305141949573157,0.0
2019-03-20,1.0,-0.0,-2.4826139088729016,-0.0,-3.543465227817746,-2.965927258193445,0.0
2019-03-21,1.0,-0.0,-2.4759316002767617,-0.0,-3.547197785904913,-2.8612236829099538,0.0
2019-03-22,1.0,-0.0,-2.49343964473153,-0.0,-3.694287444489302,-2.9051271699636656,0.0
2019-03-25,1.0,-0.0,-2.1876807403123193,-0.0,-3.6607865818392136,-2.7909196067090805,0.0
2019-03-26,1.0,-0.0,-2.2285267071023283,-0.0,-3.7151242418313437,-2.839268244961847,0.0
2019-03-27,1.0,-0.0,-2.113451412158928,-0.0,-3.6785064624222117,-2.782096696984203,0.0
2019-03-28,1.0,-0.0,-2.1191843767949456,-0.0,-3.670783074861191,-2.7829791307677585,0.0
2019-03-29,1.0,-0.0,-2.0903906472768745,-0.0,-3.647942210816462,-2.7664670658682633,0.0
2019-04-01,1.0,-0.0,-2.0846747929654788,-0.0,-3.53307899879036,-2.6871685121429234,0.0
2019-04-02,1.0,-0.0,-2.1271068069652665,-0.0,-3.5818977558431886,-2.6028494273209795,0.0
2019-04-03,1.0,-0.0,-2.1082478903910715,-0.0,-3.4579439252336446,-2.507394973232919,0.0
2019-04-04,1.0,-0.0,-2.109451385116784,-0.0,-3.445229042187217,-2.4983704508419335,0.0
2019-04-05,1.0,-0.0,-2.091932117252019,-0.0,-3.4580270441963883,-2.52527452581904,0.0
2019-04-08,1.0,-0.0,-2.0749682337992374,-0.0,-3.472318025049918,-2.5287711018333634,0.0
2019-04-09,1.0,-0.0,-2.0395804833561333,-0.0,-3.5880528955768356,-2.4923848609211126,0.0
2019-04-10,1.0,-0.0,-1.9915913200723325,-0.0,-3.5652802893309223,-2.4848101265822784,0.0
2019-04-11,1.0,-0.0,-1.9232894373330878,-0.0,-3.7458329496270375,-2.539920803020536,0.0
2019-04-12,1.0,-0.0,-1.9085055004024682,-0.0,-3.59878365083624,-2.4364546999373937,0.0
2019-04-15,1.0,-0.0,-1.9022973329812516,-0.0,-3.5023325411495465,-2.397412199630314,0.0
2019-04-16,1.0,-0.0,-1.9057550158394931,-0.0,-3.5021119324181624,-2.391851460753256,0.0
2019-04-17,1.0,-0.0,-1.8333333333333333,-0.0,-3.514435695538058,-2.4011373578302715,0.0
2019-04-18,1.0,-0.0,-1.8326773375317065,-0.0,-3.4972448176331667,-2.4166885331933874,0.0
2019-04-22,1.0,-0.0,-1.835234251623092,-0.0,-3.506667836462537,-2.4314792068783997,0.0
2019-04-23,1.0,-0.0,-1.8418743418743417,-0.0,-3.5085117585117587,-2.4247104247104247,0.0
2019-04-24,1.0,-0.0,-1.8050231906887197,-0.0,-3.504681893760392,-2.4414982060033257,0.0
2019-04-25,1.0,-0.0,-1.805740870786517,-0.0,-3.52686095505618,-2.445488061797753,0.0
2019-04-26,1.0,-0.0,-1.7703638754932047,-0.0,-3.5558088557650156,-2.4419991231915823,0.0
2019-04-29,1.0,-0.0,-1.7406886858749122,-0.0,-3.563510189739986,-2.4800597329585385,0.0
2019-04-30,1.0,-0.0,-1.7444229755840506,-0.0,-3.577727033198665,-2.4604777797294926,0.0
2019-05-01,1.0,-0.0,-1.7215178805630849,-0.0,-3.59700970534231,-2.425111480283291,0.0
2019-05-02,1.0,-0.0,-1.723809523809524,-0.0,-3.5723023154215814,-2.441328090869375,0.0
2019-05-03,1.0,-0.0,-1.736635220125786,-0.0,-3.5624563242487772,-2.4360587002096437,0.0
2019-05-06,1.0,-0.0,-1.6831028785111748,-0.0,-3.568919036437951,-2.444473432472389,0.0
2019-05-07,1.0,-0.0,-1.6855732594388637,-0.0,-3.542085209560097,-2.431849670938691,0.0
2019-05-08,1.0,-0.0,-1.6680054691505726,-0.0,-3.458725004272774,-2.418817296188686,0.0
2019-05-09,1.0,-0.0,-1.6648990762914815,-0.0,-3.4812692439274717,-2.4066883339035234,0.0
2019-05-10,1.0,-0.0,-1.6669229454980352,-0.0,-3.476934905176832,-2.398769861609431,0.0
2019-05-13,1.0,-0.0,-1.6332363938512673,-0.0,-3.3542168674698796,-2.3216452014956377,0.0
2019-05-14,1.0,-0.0,-1.5213431986340353,-0.0,-3.334986584275144,-2.274412553866168,0.0
2019-05-15,1.0,-0.0,-1.54297253634895,-0.0,-3.325121163166398,-2.2094507269789982,0.0
2019-05-16,1.0,-0.0,-1.5503355704697988,-0.0,-3.270054330457015,-2.1693831895174176,0.0
2019-05-17,1.0,-0.0,-1.497803577031691,-0.0,-3.1732820834640725,-2.173282083464073,0.0
2019-05-20,1.0,-0.0,-1.495093806421226,-0.0,-3.179684433629013,-2.175131485987911,0.0
2019-05-21,1.0,-0.0,-1.505407523510972,-0.0,-3.1612852664576807,-2.1702978056426336,0.0
2019-05-22,1.0,-0.0,-1.5020001568750492,-0.0,-3.1682484900776533,-2.1735038042199393,0.0
2019-05-23,1.0,-0.0,-1.4944013781223084,-0.027092631743794535,-3.170934147678334,-2.1378905332393705,0.0
2019-05-24,1.0,-0.0,-1.4235422683631254,-0.06463195691202872,-3.1677464678791663,-2.1498712044336896,0.0
2019-05-28,1.0,-0.0,-1.4124709527498065,-0.05623547637490318,-3.1377226955848183,-2.1395817195972118,0.0
2019-05-29,1.0,-0.0,-1.428328568116838,-0.059655358936712775,-3.141179197898153,-2.098214975658759,0.0
2019-05-30,1.0,-0.0,-1.4327721312747304,-0.047327178213980914,-3.170843354798665,-2.1076111412832645,0.0
2019-05-31,1.0,-0.0,-1.4206238361266295,-0.05842644320297952,-3.1733395406579765,-2.106765983860956,0.0
2019-06-03,1.0,-0.0,-1.4171783850168866,-0.08880871968068775,-3.144688363524716,-2.02502302732576,0.0
2019-06-04,1.0,-0.0,-1.3940554619273786,-0.09123640263520762,-3.155661100045963,-2.0195342423778153,0.0
2019-06-05,1.0,-0.0,-1.3612801442416047,-0.14168732627150474,-3.133874239350913,-1.875816993464052,0.0
2019-06-06,1.0,-0.0,-1.379201680672269,-0.13212785114045617,-3.1140456182472986,-1.8777010804321725,0.0
2019-06-07,1.0,-0.0,-1.4215435534827743,-0.13472243117195726,-3.089814954114638,-1.8761095230931246,0.0
2019-06-10,1.0,-0.0,-1.4322173847770605,-0.13113646599609668,-3.056072661762498,-1.8869539108242004,0.0
2019-06-11,1.0,-0.0,-1.4309121111446694,-0.20356387798248263,-3.044548474781033,-1.871488976140139,0.0
2019-06-12,1.0,-0.0,-1.4415339322110665,-0.2099343247527742,-3.0370649958481164,-1.8602702498678947,0.0
2019-06-13,1.0,-0.0,-1.4881024096385542,-0.24826807228915662,-2.9819277108433737,-1.8118975903614458,0.0
2019-06-14,1.0,-0.0,-1.4687664436593248,-0.2813651056152747,-2.986469217469743,-1.7805006389536193,0.0
2019-06-17,1.0,-0.0,-1.4546206481690354,-0.284758252500188,-2.9985713211519665,-1.7814873298744267,0.0
2019-06-18,1.0,-0.0,-1.4606311044327573,-0.2781367392937641,-3.0005259203606314,-1.773779113448535,0.0
2019-06-19,1.0,-0.0,-1.4853301641536063,-0.2760157468617693,-2.9612270667756073,-1.7051177300750204,0.0
2019-06-20,1.0,-0.0,-1.5063741476430477,-0.26000592943966794,-2.9463385710050396,-1.6991550548473169,0.0
2019-06-21,1.0,-0.0,-1.519538188277087,-0.2578448786264062,-2.92599171107164,-1.6973801065719363,0.0
2019-06-24,1.0,-0.0,-1.4946547884187085,-0.2657015590200446,-2.9242761692650334,-1.7392724573125464,0.0
2019-06-25,1.0,-0.0,-1.4834088040976914,-0.2678346076757479,-2.93029470714869,-1.7418157523569149,0.0
2019-06-26,1.0,-0.0,-1.4876026941011027,-0.26267485752349934,-2.8940863000518093,-1.757012804381615,0.0
2019-06-27,1.0,-0.0,-1.4477742855054456,-0.3110152766610628,-2.8356114319128722,-1.7150062129961263,0.0
2019-06-28,1.0,-0.0,-1.4111597374179432,-0.31743253099927066,-2.8520787746170675,-1.713274981765135,0.0
2019-07-01,1.0,-0.0,-1.4301200436522372,-0.30185522008002913,-2.836813386686068,-1.7065842124408876,0.0
2019-07-02,1.0,-0.0,-1.4459047342433924,-0.29247749056055766,-2.8214493174557074,-1.70120534417659,0.0
2019-07-03,1.0,-0.0,-1.4528124093940273,-0.28522760220353727,-2.812481878805451,-1.6979559292548565,0.0
2019-07-05,1.0,-0.0,-1.450776825903877,-0.2764629011180485,-2.817554813416582,-1.7152606359808333,0.0
2019-07-08,1.0,-0.0,-1.4510928763343258,-0.2762326628422046,-2.8175876842640335,-1.7167235494880546,0.0
2019-07-09,1.0,-0.0,-1.4421403712296985,-0.2743619489559165,-2.818010440835267,-1.7160672853828307,0.0
2019-07-10,1.0,-0.0,-1.4209877438537963,-0.27181086373196023,-2.8394372325766914,-1.719921676698818,0.0
2019-07-11,1.0,-0.0,-1.4253698868581375,-0.27045256744995644,-2.8354366115462724,-1.7214244270380041,0.0
2019-07-12,1.0,-0.0,-1.4504452327517556,-0.26243393904293055,-2.809889234778831,-1.7168609281111995,0.0
2019-07-15,1.0,-0.0,-1.4324636009802507,-0.2581807697852097,-2.794940175868531,-1.7220700591033586,0.0
2019-07-16,1.0,-0.0,-1.4224032292943127,-0.25726230808044404,-2.792762920781374,-1.7358177755352124,0.0
2019-07-17,1.0,-0.0,-1.438934603724556,-0.25025263461816083,-2.7930561570665513,-1.7358163707232568,0.0
2019-07-18,1.0,-0.0,-1.4337776517300058,-0.23383437322745323,-2.7528360748723766,-1.6697390811117412,0.0
2019-07-19,1.0,-0.0,-1.4407562726561942,-0.2394626483758618,-2.762172151538844,-1.6655057217997014,0.0
2019-07-22,1.0,-0.0,-1.4023681225184343,-0.21596710153148044,-2.761627906976744,-1.7102949517867272,0.0
2019-07-23,1.0,-0.0,-1.4117355605889015,-0.2170158550396376,-2.750637032842582,-1.698825028312571,0.0
2019-07-24,1.0,-0.0,-1.4134220586153192,-0.2425315021945349,-2.744230496955968,-1.6789607815375902,0.0
2019-07-25,1.0,-0.0,-1.397004803616841,-0.24738626730714894,-2.755156823961571,-1.6645945182254875,0.0
2019-07-26,1.0,-0.0,-1.3232922201138517,-0.48426628716002523,-3.0902909550917137,-2.0086179633143577,0.0
2019-07-29,1.0,-0.0,-1.2783078880407122,-0.49522900763358774,-3.107744910941476,-2.07037213740458,0.0
2019-07-30,1.0,-0.0,-1.2721634730062814,-0.5029021229227956,-3.0970024648167294,-2.07887413532639,0.0
2019-07-31,1.0,-0.0,-1.3608337295926456,-0.4850213980028531,-3.0451735615786975,-2.0341575527024887,0.0
2019-08-01,1.0,-0.0,-1.4014390764608209,-0.47876966869613347,-3.0230884794813,-2.0037953664900767,0.0
2019-08-02,1.0,-0.0,-1.3720377268764365,-0.5207260045969723,-3.028770706190061,-2.004359197907585,0.0
2019-08-05,1.0,-0.0,-1.3646649260226282,-0.50067252156025,-3.0378194477411187,-2.0088614605585886,0.0
2019-08-06,1.0,-0.0,-1.3512975579882112,-0.4830437112455026,-2.8756028477378854,-1.9453418050983695,0.0
2019-08-07,1.0,-0.0,-1.377909209616714,-0.4399723481066134,-2.877486750134419,-1.9857899992318917,0.0
2019-08-08,1.0,-0.0,-1.3682030830585168,-0.42618298949305927,-2.8782882122862183,-1.9966255080911113,0.0
2019-08-09,1.0,-0.0,-1.3307395935634965,-0.38747450328624317,-2.8207297726070863,-2.0155624386190225,0.0
2019-08-12,1.0,-0.0,-1.317214846107423,-0.41528364514182253,-2.8307181653590825,-1.9804616777308386,0.0
2019-08-13,1.0,-0.0,-1.3032403918613413,-0.4055011303692539,-2.84378296910324,-1.9832705350414468,0.0
2019-08-14,1.0,-0.0,-1.3162457031833807,-0.3923180391570767,-2.8104917052757434,-1.9535943805111344,0.0
2019-08-15,1.0,-0.0,-1.3605392336434905,-0.4181258700271082,-2.7533152611912963,-1.7945637043006812,0.0
2019-08-16,1.0,-0.0,-1.3561904761904762,-0.4207326007326007,-2.7482783882783877,-1.8008058608058606,0.0
2019-08-19,1.0,-0.0,-1.311111111111111,-0.43468123861566477,-2.7629143897996356,-1.7772677595628414,0.0
2019-08-20,1.0,-0.0,-1.255825142621486,-0.4311636538593717,-2.5658120833046945,-1.6205924805828578,0.0
2019-08-21,1.0,-0.0,-1.2664068908941757,-0.4002597757724911,-2.562004375170905,-1.607601859447635,0.0
2019-08-22,1.0,-0.0,-1.2684357732451055,-0.3980489801487141,-2.560133706255543,-1.5951292721195172,0.0
2019-08-23,1.0,-0.0,-1.266279863481229,-0.4021160409556314,-2.5630034129692834,-1.5946075085324234,0.0
2019-08-26,1.0,-0.0,-1.2356402540956204,-0.39010364426613175,-2.523035773988633,-1.5378803075894352,0.0
2019-08-27,1.0,-0.0,-1.2307794892311796,-0.38821097552843903,-2.516436620657465,-1.5325731813029273,0.0
2019-08-28,1.0,-0.0,-1.215725404110956,-0.3944655092130646,-2.515532495177277,-1.5263087873345307,0.0
2019-08-29,1.0,-0.0,-1.19452018354725,-0.41078672607567995,-2.5279643545920063,-1.5170579237879895,0.0
2019-08-30,1.0,-0.0,-1.1742815521123031,-0.418421401138922,-2.5319163024764935,-1.4969540458217456,0.0
2019-09-03,1.0,-0.0,-1.1816373881339077,-0.43433874709976794,-2.5176665561816374,-1.4953927742790851,0.0
2019-09-04,1.0,-0.0,-1.1563101001392664,-0.44426022945818683,-2.523708468731348,-1.5073943895483786,0.0
2019-09-05,1.0,-0.0,-1.1745046235138705,-0.4357331571994716,-2.524372523117569,-1.470343461030383,0.0
2019-09-06,1.0,-0.0,-1.1617888852351201,-0.45110161131206844,-2.5310095363367315,-1.4329496876027623,0.0
2019-09-09,1.0,-0.0,-1.183420365535248,-0.4456919060052219,-2.497976501305483,-1.4003916449086162,0.0
2019-09-10,1.0,-0.0,-1.1726004173187272,-0.4816770996348462,-2.4955007824726136,-1.3708268127282213,0.0
2019-09-11,1.0,-0.0,-1.1675120301729744,-0.4462218754064248,-2.487384575367408,-1.4016126934581872,0.0
