Date,HUYA,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-05-08,1.0,-0.0,-1.8084565619223663,-0.3760397412199631,-4.738793900184843,-3.6292744916820703,0.0
2019-05-09,1.0,-0.0,-1.8018715341959335,-0.38458872458410354,-4.745841035120148,-3.6203789279112755,0.0
2019-05-10,1.0,-0.0,-1.7368950486196493,-0.39599865876830226,-4.594724488655416,-3.44931261875489,0.0
2019-05-13,1.0,-0.0,-1.7443600625418807,-0.3857493857493858,-4.5750502568684395,-3.4630332812151,0.0
2019-05-14,1.0,-0.0,-1.5506205094709342,-0.6027650772915306,-4.393424776834313,-3.3393207054212937,0.0
2019-05-15,1.0,-0.0,-1.5389631561786763,-0.6511248777306815,-4.376480817302467,-3.3018150201065106,0.0
2019-05-16,1.0,-0.0,-1.5397516880853845,-0.6585711174036158,-4.38782400348508,-3.304617730341973,0.0
2019-05-17,1.0,-0.0,-1.5629260902499729,-0.623200952277892,-4.3239909100746665,-3.311221729250081,0.0
2019-05-20,1.0,-0.0,-1.5014139656297585,-0.6759843376114858,-4.354905373069394,-3.3443550141396563,0.0
2019-05-21,1.0,-0.0,-1.5079226314064038,-0.6606928204567807,-4.393290350781336,-3.3658616544639934,0.0
2019-05-22,1.0,-0.0,-1.4726936466492602,-0.677763272410792,-4.381527415143603,-3.3469321148825064,0.0
2019-05-23,1.0,-0.0,-1.4681635752250788,-0.7327258921791951,-4.365766352098927,-3.280507647250244,0.0
2019-05-24,1.0,-0.0,-1.335912988914453,-0.7692951265425644,-4.178519138255595,-3.1742313323572477,0.0
2019-05-28,1.0,-0.0,-1.3334376956793987,-0.7763514923815487,-4.165727405552077,-3.160822375286996,0.0
2019-05-29,1.0,-0.0,-1.36356055868251,-0.7872628726287263,-4.169897852824683,-3.102355638941005,0.0
2019-05-30,1.0,-0.0,-1.3560160841323847,-0.7650273224043715,-4.112485823280751,-3.076812042478606,0.0
2019-05-31,1.0,-0.0,-1.3015568135867368,-0.7687019813991104,-4.010210270926001,-3.0288111605337646,0.0
2019-06-03,1.0,-0.0,-1.294534918573284,-0.8384453991407733,-3.958337496253372,-2.899790188830053,0.0
2019-06-04,1.0,-0.0,-1.2509475364053462,-0.8654498304408538,-4.000199481348494,-2.8575703171753437,0.0
2019-06-05,1.0,-0.0,-1.2488944433762739,-0.8812728321476639,-3.8737742741780425,-2.609594308786772,0.0
2019-06-06,1.0,-0.0,-1.2898676712064137,-0.8080749541195789,-3.8676712064136,-2.693422196464793,0.0
2019-06-07,1.0,-0.0,-1.3004087841049528,-0.7873371993535507,-3.7820134993820704,-2.636752543017397,0.0
2019-06-10,1.0,-0.0,-1.2909108087679515,-0.7426303854875284,-3.7842970521541948,-2.6303854875283443,0.0
2019-06-11,1.0,-0.0,-1.2751207500710295,-0.7197651292736054,-3.8371057865328155,-2.6386968462922624,0.0
2019-06-12,1.0,-0.0,-1.2538743307974078,-0.7150370996524843,-3.79524748755518,-2.628064243448859,0.0
2019-06-13,1.0,-0.0,-1.2606657290201593,-0.728551336146273,-3.76783872480075,-2.619409282700422,0.0
2019-06-14,1.0,-0.0,-1.2481765475967832,-0.7318122311576585,-3.762483635683561,-2.608472040396484,0.0
2019-06-17,1.0,-0.0,-1.2349696119682094,-0.7341748480598411,-3.7741935483870965,-2.6068256194483403,0.0
2019-06-18,1.0,-0.0,-1.2646372210290409,-0.7326547763563358,-3.7540386590718087,-2.5866093939676906,0.0
2019-06-19,1.0,-0.0,-1.2601345040164393,-0.7251074164020176,-3.7672333271062954,-2.587988044087427,0.0
2019-06-20,1.0,-0.0,-1.2860994886099488,-0.6862854486285448,-3.747652254765225,-2.5779637377963738,0.0
2019-06-21,1.0,-0.0,-1.3087242113053936,-0.6718475344620224,-3.705338144139143,-2.56563974465723,0.0
2019-06-24,1.0,-0.0,-1.3001795332136445,-0.6007181328545781,-3.653052064631957,-2.4227109515260326,0.0
2019-06-25,1.0,-0.0,-1.2282822855095827,-0.6159770732581049,-3.677950922443131,-2.4335482715385996,0.0
2019-06-26,1.0,-0.0,-1.1659783169850282,-0.5305455171226983,-3.4946652899673034,-2.4132679401135775,0.0
2019-06-27,1.0,-0.0,-1.1472138228941684,-0.5387473002159827,-3.502548596112311,-2.4508855291576674,0.0
2019-06-28,1.0,-0.0,-1.119357901096056,-0.5424182273237249,-3.518339518425822,-2.450245965305946,0.0
2019-07-01,1.0,-0.0,-1.101956390588641,-0.5561492717400673,-3.5440834266999914,-2.416357838490046,0.0
2019-07-02,1.0,-0.0,-1.104950495049505,-0.5482565647869134,-3.541713301764959,-2.414636246233319,0.0
2019-07-03,1.0,-0.0,-1.0977689723490396,-0.555172710827806,-3.5462141441984665,-2.414850546989405,0.0
2019-07-05,1.0,-0.0,-1.1591895803183792,-0.51553588150166,-3.464033370222184,-2.3740529496892826,0.0
2019-07-08,1.0,-0.0,-1.1646948676483104,-0.5079581240956677,-3.4604647204017365,-2.3782449570176185,0.0
2019-07-09,1.0,-0.0,-1.1587840706461747,-0.5025897936656194,-3.4535110809204386,-2.3762418272904813,0.0
2019-07-10,1.0,-0.0,-1.1180213812998472,-0.49635160359748853,-3.489054810792465,-2.381215000848464,0.0
2019-07-11,1.0,-0.0,-1.1323016750276338,-0.49553609386956887,-3.4832072102712353,-2.391718391293257,0.0
2019-07-12,1.0,-0.0,-1.1651360544217688,-0.48818027210884357,-3.465731292517007,-2.384438775510204,0.0
2019-07-15,1.0,-0.0,-1.238646934460888,-0.5413953488372093,-3.397632135306554,-2.2789852008456664,0.0
2019-07-16,1.0,-0.0,-1.2266162888329135,-0.4936188077246012,-3.366918555835433,-2.3091519731318217,0.0
2019-07-17,1.0,-0.0,-1.251698968034231,-0.4818357244735297,-3.3608524205050756,-2.2955784881281986,0.0
2019-07-18,1.0,-0.0,-1.244914902449149,-0.4557077625570776,-3.338397675383977,-2.2630967206309673,0.0
2019-07-19,1.0,-0.0,-1.2546645658844016,-0.4711833485363629,-3.32133676092545,-2.2453768969234598,0.0
2019-07-22,1.0,-0.0,-1.1956826233830435,-0.44220153250391364,-3.31300980472934,-2.2884567850374884,0.0
2019-07-23,1.0,-0.0,-1.2081824168587423,-0.44048403029305233,-3.304082976621666,-2.279058281198551,0.0
2019-07-24,1.0,-0.0,-1.2068908806841545,-0.43688841378176135,-3.3039223748047033,-2.275306307047118,0.0
2019-07-25,1.0,-0.0,-1.156101166037116,-0.4687140745606832,-3.3356873049761866,-2.251026441123337,0.0
2019-07-26,1.0,-0.0,-1.1356363337983095,-0.47320915729876095,-3.344137195372118,-2.2525642077623695,0.0
2019-07-29,1.0,-0.0,-1.069695236538933,-0.4664596780782744,-3.3367105155649974,-2.297736743197974,0.0
2019-07-30,1.0,-0.0,-1.0546376574513332,-0.4726811712743334,-3.335514477343367,-2.3164567315557014,0.0
2019-07-31,1.0,-0.0,-1.074494364675004,-0.3819669600123515,-3.11865060985024,-2.144511347846225,0.0
2019-08-01,1.0,-0.0,-1.1092883548983363,-0.3556685150955021,-3.1152187307455326,-2.121611213801602,0.0
2019-08-02,1.0,-0.0,-1.1037065637065637,-0.3413127413127413,-3.1284942084942085,-2.1484942084942085,0.0
2019-08-05,1.0,-0.0,-1.0940651220075437,-0.30859826033407745,-3.135324455392195,-2.1595720113925028,0.0
2019-08-06,1.0,-0.0,-1.092116182572614,-0.2932478310071671,-3.020746887966805,-2.1382119954734065,0.0
2019-08-07,1.0,-0.0,-1.1417702448210922,-0.2496421845574388,-2.984708097928437,-2.1569114877589453,0.0
2019-08-08,1.0,-0.0,-1.13180860668071,-0.23924164911224796,-2.9853295215167015,-2.1669425218176346,0.0
2019-08-09,1.0,-0.0,-1.0927488611754161,-0.22544992905682923,-2.9514599357777613,-2.197968785004854,0.0
2019-08-12,1.0,-0.0,-1.078242709032595,-0.2620272991720743,-2.961885582158574,-2.1566345938688745,0.0
2019-08-13,1.0,-0.0,-1.1085647127956515,-0.24482150727192592,-2.9057587777288085,-2.086234758337006,0.0
2019-08-14,1.0,-0.0,-1.117793204238217,-0.23419802703690173,-2.8852758494702226,-2.070076726342711,0.0
2019-08-15,1.0,-0.0,-1.1818509962460293,-0.2892723072480508,-2.8377851573779957,-1.9102656656078545,0.0
2019-08-16,1.0,-0.0,-1.1582760134640713,-0.3173569442411825,-2.9225815893458216,-1.9192155714912924,0.0
2019-08-19,1.0,-0.0,-1.126318085957385,-0.3218675005454149,-2.928441567885972,-1.8955712311831867,0.0
2019-08-20,1.0,-0.0,-1.1331640058055152,-0.3514513788098694,-2.90732946298984,-1.8649492017416545,0.0
2019-08-21,1.0,-0.0,-1.1367193160411535,-0.3476307781480945,-2.9061005651354876,-1.8548761049123317,0.0
2019-08-22,1.0,-0.0,-1.1415858775864565,-0.3358414122413544,-2.905802344089133,-1.851613369989871,0.0
2019-08-23,1.0,-0.0,-1.14803515653374,-0.3409602673058764,-2.9259824217331305,-1.8486961574780274,0.0
2019-08-26,1.0,-0.0,-1.1047011609574315,-0.3470689408055038,-2.914719793607568,-1.7999140031532177,0.0
2019-08-27,1.0,-0.0,-1.0970277222063447,-0.34252643612460704,-2.9076164618462417,-1.7977993712489284,0.0
2019-08-28,1.0,-0.0,-1.1034091714508472,-0.33659366361896664,-2.882131972499823,-1.765539726415763,0.0
2019-08-29,1.0,-0.0,-1.1017636182619828,-0.32882946949224867,-2.8968852225856923,-1.7838856492675297,0.0
2019-08-30,1.0,-0.0,-1.0976521187336952,-0.3303250370161461,-2.867799478248607,-1.7549178594091517,0.0
2019-09-03,1.0,-0.0,-1.0903703703703704,-0.32846560846560846,-2.8599647266313935,-1.775873015873016,0.0
2019-09-04,1.0,-0.0,-1.0835157077303212,-0.3368160960112955,-2.8627603247440874,-1.7765619484645252,0.0
2019-09-05,1.0,-0.0,-1.1087124674776738,-0.33506785739399475,-2.857886224597426,-1.7301174319668098,0.0
2019-09-06,1.0,-0.0,-1.0927314782364899,-0.3589402116772973,-2.879792528211958,-1.67764771851125,0.0
2019-09-09,1.0,-0.0,-1.1066292528937214,-0.36408277797264116,-2.8803226937916517,-1.6641178533847771,0.0
2019-09-10,1.0,-0.0,-1.0755903311443344,-0.47946066787760233,-2.864258767640073,-1.566857621908621,0.0
2019-09-11,1.0,-0.0,-1.0174825174825175,-0.553846153846154,-2.892587412587413,-1.5290909090909093,0.0
2019-09-12,1.0,-0.0,-0.9664640536575142,-0.5734646824565081,-2.9060993502410395,-1.540697268217704,0.0
2019-09-13,1.0,-0.0,-0.9622298384276421,-0.5831293278310135,-2.9148772469748896,-1.5341680072742532,0.0
2019-09-16,1.0,-0.0,-0.963841096656875,-0.5835781228143797,-2.9125751853406068,-1.5339208280878445,0.0
2019-09-17,1.0,-0.0,-0.8927873883928572,-0.5973074776785715,-2.92236328125,-1.56298828125,0.0
2019-09-18,1.0,-0.0,-0.8361353331008021,-0.6159051273107777,-2.943913498430415,-1.5799790722009068,0.0
2019-09-19,1.0,-0.0,-0.8188238584714356,-0.6238724564715754,-2.9763652891406194,-1.5734564016502341,0.0
2019-09-20,1.0,-0.0,-0.8039798881099073,-0.6645421712343319,-3.014942284540755,-1.5981162807166631,0.0
2019-09-23,1.0,-0.0,-0.815989847715736,-0.6835871404399324,-2.960800902425268,-1.5898195149464187,0.0
2019-09-24,1.0,-0.0,-0.8168079096045198,-0.6819915254237289,-2.9682203389830506,-1.5951271186440676,0.0
2019-09-25,1.0,-0.0,-0.7982654068537584,-0.6810746016076716,-2.980115639543083,-1.591736003384572,0.0
2019-09-26,1.0,-0.0,-0.7338454910970706,-0.8879954049396899,-3.0371194715680647,-1.5208213670304425,0.0
2019-09-27,1.0,-0.0,-0.668588511637839,-0.8395615346287991,-3.0585095024556908,-1.5513559683963272,0.0
2019-09-30,1.0,-0.0,-0.6092801387684301,-0.9397947383636889,-3.0959814975426423,-1.582466030644695,0.0
2019-10-01,1.0,-0.0,-0.6186998336828404,-0.9388242099934919,-3.0949454045845686,-1.578639091763685,0.0
2019-10-02,1.0,-0.0,-0.6523354951541209,-1.0282737010857685,-3.095970268891642,-1.510456897179917,0.0
2019-10-03,1.0,-0.0,-0.7408716986578149,-1.0015153701832875,-3.0573675855101747,-1.416293837494588,0.0
2019-10-04,1.0,-0.0,-0.7764680358692508,-1.0409314434480765,-3.0101243853051782,-1.4041799247902809,0.0
2019-10-07,1.0,-0.0,-0.8240586229413045,-1.0372197634767466,-2.9807734165276063,-1.4131901617935136,0.0
2019-10-08,1.0,-0.0,-0.8249529053760325,-1.0073177800318793,-2.9991305607882914,-1.4139255180408636,0.0
2019-10-09,1.0,-0.0,-0.8247304097771387,-0.974335010783609,-2.9985621854780735,-1.39137311286844,0.0
2019-10-10,1.0,-0.0,-0.8907240819938064,-1.0735142309393895,-2.9610676891313967,-1.448237723049698,0.0
2019-10-11,1.0,-0.0,-0.9178518518518518,-1.2037777777777776,-2.8418518518518514,-1.4439259259259258,0.0
2019-10-14,1.0,-0.0,-0.8727299791604644,-1.2686811551056862,-2.8853825543316463,-1.4159720154807978,0.0
2019-10-15,1.0,-0.0,-0.864223978724976,-1.2217625766417968,-2.861490729112802,-1.4396099578931818,0.0
2019-10-16,1.0,-0.0,-0.9014909873154809,-1.232475335657592,-2.8507529115050807,-1.4330539277501668,0.0
2019-10-17,1.0,-0.0,-0.8331851193122869,-1.317326219060323,-2.8187342522602634,-1.4414554616866755,0.0
2019-10-18,1.0,-0.0,-0.7321494635590086,-1.304032556418794,-2.871476137624861,-1.4916019237883833,0.0
2019-10-21,1.0,-0.0,-0.6787121719086922,-1.3247825117109078,-2.8937467469700353,-1.538329987359655,0.0
2019-10-22,1.0,-0.0,-0.6453505644682115,-1.3284313725490196,-2.8963161021984547,-1.5571152703505644,0.0
2019-10-23,1.0,-0.0,-0.6376995375205131,-1.3564821721617186,-2.936520960763837,-1.5287184842607786,0.0
2019-10-24,1.0,-0.0,-0.6023707705004127,-1.4862330257333634,-2.9258759096706433,-1.4880336109235501,0.0
2019-10-25,1.0,-0.0,-0.6028661464585834,-1.4832683073229291,-2.9267707082833128,-1.490096038415366,0.0
2019-10-28,1.0,-0.0,-0.6650649448156769,-1.512876342067723,-2.8900818379758237,-1.4400480516555296,0.0
2019-10-29,1.0,-0.0,-0.6623445556566575,-1.6259478313618443,-2.850545950864422,-1.4438883833788294,0.0
2019-10-30,1.0,-0.0,-0.6614603078322844,-1.6248388808855863,-2.850329820304799,-1.445522784138297,0.0
2019-10-31,1.0,-0.0,-0.6622913505311078,-1.632928679817906,-2.8444613050075875,-1.4475720789074353,0.0
2019-11-01,1.0,-0.0,-0.6793457588436668,-1.6515024724229743,-2.850665652339292,-1.425941422594142,0.0
2019-11-04,1.0,-0.0,-0.6691438537954046,-1.6336543565632822,-2.8713884886630776,-1.4090392052779255,0.0
2019-11-05,1.0,-0.11010581199202575,-0.691535040637939,-1.7665235393344578,-2.7416807238153655,-1.357690538261003,0.0
2019-11-06,1.0,-0.08639007367196588,-0.6780147343931755,-1.7968204730515702,-2.7564947654129504,-1.4372237301279565,0.0
2019-11-07,1.0,-0.08580986463357711,-0.6948809709039988,-1.789092889372958,-2.769176909911312,-1.440641045588922,0.0
2019-11-08,1.0,-0.08303418136413297,-0.6654440455751521,-1.796784766661464,-2.791712189792414,-1.4669892305291088,0.0
2019-11-11,1.0,-0.08411504767811459,-0.6079541049693775,-1.8800682223428173,-2.712613380882239,-1.4677882006357084,0.0
2019-11-12,1.0,-0.09299628942486085,-0.5583642547928263,-1.8770098948670377,-2.720470006184292,-1.481447124304267,0.0
2019-11-13,1.0,-0.13271190457382098,-0.576506833083182,-2.0489770124022435,-2.6680622482028595,-1.4733391263132949,0.0
2019-11-14,1.0,-0.1313314895298301,-0.5744764915053339,-2.0494666139865663,-2.6607664954563415,-1.4860529435005927,0.0
2019-11-15,1.0,-0.09053069719042664,-0.5803249819899143,-2.1364764267990073,-2.6793404306411595,-1.5177299287601056,0.0
2019-11-18,1.0,-0.12506992727563335,-0.5589387037481021,-2.1296251898026055,-2.6780148645408777,-1.499960041556781,0.0
2019-11-19,1.0,-0.13249628283495787,-0.6721460432843218,-2.1632248471832147,-2.7406244837270775,-1.5517924995869816,0.0
2019-11-20,1.0,-0.15136517363688856,-0.65709807803349,-2.1521900519673345,-2.7266353212901095,-1.5614946795347686,0.0
2019-11-21,1.0,-0.24352941176470588,-0.5927731092436975,-2.257731092436975,-2.6697478991596637,-1.6394957983193277,0.0
2019-11-22,1.0,-0.22380553227158426,-0.6003352891869237,-2.237636211232188,-2.6626152556580047,-1.657753562447611,0.0
2019-11-25,1.0,-0.22107455226988754,-0.6009162848812994,-2.208496459808413,-2.639067055393586,-1.6603082049146187,0.0
2019-11-26,1.0,-0.22175906627761566,-0.5297207169654022,-2.226010837849104,-2.6705293872446854,-1.6888703626511048,0.0
2019-11-27,1.0,-0.23717423373217505,-0.6342402884772987,-2.1182593017538105,-2.558023274872972,-1.6475987543025732,0.0
2019-11-29,1.0,-0.29418050304126253,-0.6170475094525727,-2.1772973861581457,-2.5757027782344237,-1.555400295906625,0.0
2019-12-02,1.0,-0.30252521043420283,-0.6301358446537211,-2.2466872239353277,-2.5914659554962913,-1.5632136011334277,0.0
2019-12-03,1.0,-0.29587517636318367,-0.617395634492489,-2.2243339696240354,-2.5897584861814256,-1.5719976761556975,0.0
2019-12-04,1.0,-0.32727577254836276,-0.6368813332216733,-2.195628506825224,-2.6086592412695753,-1.6060631437903023,0.0
2019-12-05,1.0,-0.3485166820741239,-0.5903857467014035,-2.253214555845029,-2.5255063450710145,-1.6864442390116816,0.0
2019-12-06,1.0,-0.45,-0.6714285714285715,-2.253316326530612,-2.529676870748299,-1.5988945578231293,0.0
2019-12-09,1.0,-0.38430965958182134,-0.5495939174010714,-2.3920857093485397,-2.637549680317954,-1.67651632970451,0.0
2019-12-10,1.0,-0.5647265661145554,-0.5206810400666235,-2.7786619783473676,-2.845192930508004,-1.5439992597390582,0.0
2019-12-11,1.0,-0.5870228302061189,-0.4870135872076902,-2.7850078565486647,-2.8278953692577873,-1.5561512154542936,0.0
2019-12-12,1.0,-0.5833872907224124,-0.4858014984737767,-2.7900286744981964,-2.8315604476921656,-1.5590602164462122,0.0
2019-12-13,1.0,-0.596585637409538,-0.4962887363147152,-2.87882724067545,-2.8069215067730564,-1.4994433104472074,0.0
2019-12-16,1.0,-0.5810848660255812,-0.5091027915227336,-2.9033703669125197,-2.8227056297264497,-1.5200261413500142,0.0
2019-12-17,1.0,-0.8127185108192385,-0.39686289331947466,-2.9633374279504867,-2.829065482377398,-1.4471321931399417,0.0
2019-12-18,1.0,-0.9516000795070563,-0.44593520174915524,-3.112900019876764,-2.9207910952096996,-1.5071556350626119,0.0
2019-12-19,1.0,-0.9562667726866116,-0.44677467448563757,-3.1111221548553822,-2.9187953483749127,-1.5065102872477885,0.0
