Date,IWF,IWM,MTUM,SPY,SSRM,VLUE,VXX
2018-09-24,-0.6306043402132966,-1.4759908738791319,-0.0,-1.1581684087653208,1.0,-1.041120602748448,0.0
2018-09-25,-0.6367784380305602,-1.4742147707979625,-0.0,-1.1569927843803056,1.0,-1.0375636672325976,0.0
2018-09-26,-0.6364215218083413,-1.474158972726308,-0.0,-1.157221691605646,1.0,-1.0383105168205455,0.0
2018-09-27,-0.636865576555532,-1.4755255892970907,-0.0,-1.1576236992992142,1.0,-1.0389148439159057,0.0
2018-09-28,-0.6344882729211088,-1.4883262260127934,-0.0,-1.1631130063965887,1.0,-1.0445628997867804,0.0
2018-10-01,-0.6349511452827166,-1.4928186235250147,-0.0,-1.1645576378877676,1.0,-1.0469859576058518,0.0
2018-10-02,-0.638799914584668,-1.4782724749092462,-0.0,-1.1692825112107623,1.0,-1.0520499679692505,0.0
2018-10-03,-0.6491979189247779,-1.4710058530240626,-0.0,-1.2043138955126815,1.0,-1.0948948623455452,0.0
2018-10-04,-0.6589046300819628,-1.462031156706291,-0.0,-1.2170113445150084,1.0,-1.0900504803777886,0.0
2018-10-05,-0.6260653792210594,-1.4437371884777215,-0.0,-1.2240802675585285,1.0,-1.1004423346639336,0.0
2018-10-08,-0.6197039030955586,-1.436393001345895,-0.0,-1.2292328398384926,1.0,-1.098250336473755,0.0
2018-10-09,-0.6123410013531799,-1.4444925575101488,-0.0,-1.2416238159675237,1.0,-1.1143166441136672,0.0
2018-10-10,-0.612230489328192,-1.4517460489871288,-0.0,-1.2451528811166024,1.0,-1.1218704176397112,0.0
2018-10-11,-0.45770376675888486,-1.4637688869972334,-0.0,-1.224303043200681,1.0,-1.174558416684401,0.0
2018-10-12,-0.5234486545853926,-1.5403075233388248,-0.0,-1.24662273476112,1.0,-1.1811641954969796,0.0
2018-10-15,-0.669298875329026,-1.6241325675999043,-0.0,-1.3886695381670255,1.0,-1.300251256281407,0.0
2018-10-16,-0.6620772223885064,-1.638012571086501,-0.0,-1.3872493265489374,1.0,-1.2988925471415744,0.0
2018-10-17,-0.6079061076725446,-1.5408735256335397,-0.0,-1.3735256335396473,1.0,-1.3167698236599323,0.0
2018-10-18,-0.6066588785046729,-1.5386682242990655,-0.0,-1.3777453271028037,1.0,-1.3179906542056077,0.0
2018-10-19,-0.5684435955316317,-1.511662904439428,-0.0,-1.387220003472825,1.0,-1.3207154019795102,0.0
2018-10-22,-0.5690943855379802,-1.4963207601830928,-0.0,-1.3979373080711515,1.0,-1.3307259980300135,0.0
2018-10-23,-0.5703115950422796,-1.4955982856480945,-0.0,-1.396212208965597,1.0,-1.3295494034518707,0.0
2018-10-24,-0.5657902340364056,-1.4889916209188097,-0.0,-1.3948569777520947,1.0,-1.3290378503322737,0.0
2018-10-25,-0.4793859649122807,-1.3641995614035087,-0.0,-1.3944078947368421,1.0,-1.2444627192982456,0.0
2018-10-26,-0.4414702581369248,-1.401010101010101,-0.0,-1.487485970819304,1.0,-1.281705948372615,0.0
2018-10-29,-0.39603298417650995,-1.4165923779808334,-0.0,-1.4675729886338311,1.0,-1.2913973701805215,0.0
2018-10-30,-0.3930062921098057,-1.4155576591124228,-0.0,-1.4666184085973608,1.0,-1.2930007238710395,0.0
2018-10-31,-0.4002527333662985,-1.3637162793253117,-0.0,-1.454865117301247,1.0,-1.2753694851931212,0.0
2018-11-01,-0.3534630954361449,-1.4252758831032,-0.0,-1.47224532800976,1.0,-1.2944047024898797,0.0
2018-11-02,-0.3564204887115289,-1.3748975017766358,-0.0,-1.4626359809763299,1.0,-1.272672607008145,0.0
2018-11-05,-0.3558627472407387,-1.376024478199104,-0.0,-1.4617528139001204,1.0,-1.2702436892142936,0.0
2018-11-06,-0.35823503713411975,-1.3765290519877675,-0.0,-1.458988641328091,1.0,-1.267092616863259,0.0
2018-11-07,-0.3563600676080912,-1.37538847391091,-0.0,-1.4553186849135815,1.0,-1.265143667193719,0.0
2018-11-08,-0.28762688614540466,-1.4172290809327848,-0.0,-1.4672702331961591,1.0,-1.3148422496570646,0.0
2018-11-09,-0.28910238814164146,-1.4180071369750207,-0.0,-1.4673071644249245,1.0,-1.3156189953335162,0.0
2018-11-12,-0.3146086956521739,-1.4611014492753625,-0.0,-1.614144927536232,1.0,-1.4072463768115944,0.0
2018-11-13,-0.24761512189376986,-1.5050052997291248,-0.0,-1.6851372040984571,1.0,-1.450830290896243,0.0
2018-11-14,-0.24801318655442398,-1.5040913639842233,-0.0,-1.6845823276623302,1.0,-1.4501677753576265,0.0
2018-11-15,-0.2461167333490233,-1.5090609555189456,-0.0,-1.6951047305248295,1.0,-1.4335137679453989,0.0
2018-11-16,-0.23795321637426897,-1.484502923976608,-0.0,-1.6864327485380117,1.0,-1.4390058479532164,0.0
2018-11-19,-0.23602084431172785,-1.487499268107032,-0.0,-1.6900286902043447,1.0,-1.4415363897183677,0.0
2018-11-20,-0.13996167024798187,-1.4685521807305881,-0.0,-1.7057901155700097,1.0,-1.4932922933968291,0.0
2018-11-21,-0.14421985010220303,-1.431637519872814,-0.0,-1.6777197365432661,1.0,-1.42436974789916,0.0
2018-11-23,-0.14543085377599002,-1.4220157498158745,-0.0,-1.6761090023228147,1.0,-1.421789133760127,0.0
2018-11-26,-0.14514576846872346,-1.4224738182847438,-0.0,-1.6736484574016417,1.0,-1.4195867534673081,0.0
2018-11-27,-0.11997040578225486,-1.4570030163337317,-0.0,-1.6868704114734505,1.0,-1.4274087985885833,0.0
2018-11-28,-0.11822970342379481,-1.4868888125500972,-0.0,-1.6885949845413948,1.0,-1.4316958662544372,0.0
2018-11-29,-0.07375090312899461,-1.4320569110209527,-0.0,-1.6447507363974878,1.0,-1.4071027621852943,0.0
2018-11-30,-0.07290103906206591,-1.4319608823692838,-0.0,-1.6451630827360118,1.0,-1.4064566316608325,0.0
2018-12-03,-0.06738634466640699,-1.4380947081408937,-0.0,-1.6496577819820821,1.0,-1.4093817817595014,0.0
2018-12-04,-0.05163644405130473,-1.438080495356037,-0.0,-1.6378261831048209,1.0,-1.4009840778416631,0.0
2018-12-06,-0.027782179263719432,-1.286853641789468,-0.0,-1.6347646965615592,1.0,-1.332329794538636,0.0
2018-12-07,-0.03206381068089377,-1.2865141830859437,-0.0,-1.6355184617822618,1.0,-1.328297501452644,0.0
2018-12-10,-0.0,-1.3159089709065948,-0.0,-1.6596441205977084,1.0,-1.3045567347800835,0.0
2018-12-11,-0.0,-1.3155560249234344,-0.0,-1.6641672827120075,1.0,-1.300612525081846,0.0
2018-12-12,-0.0,-1.3167071753143822,-0.0,-1.6641128606150268,1.0,-1.3029694600021136,0.0
2018-12-13,-0.0,-1.3231258278145694,-0.0,-1.6665960264900663,1.0,-1.3082384105960265,0.0
2018-12-14,-0.0,-1.2992331451698795,-0.0,-1.7048141442113112,1.0,-1.321333475343487,0.0
2018-12-17,-0.0,-1.281698312236287,-0.0,-1.6651371308016878,1.0,-1.3274261603375528,0.0
2018-12-18,-0.0,-1.255910475990333,-0.0,-1.659766733214248,1.0,-1.3380792266470527,0.0
2018-12-19,-0.0,-1.2587894736842105,-0.0,-1.662842105263158,1.0,-1.3415263157894737,0.0
2018-12-20,-0.0,-1.2273364850122084,-0.0,-1.648189516338511,1.0,-1.3195490674840251,0.0
2018-12-21,-0.0,-1.2459195911769307,-0.0,-1.6783125619231372,1.0,-1.2903478124837044,0.0
2018-12-24,-0.0,-1.1887152509154675,-0.0,-1.6515550054154418,1.0,-1.3172933106400537,0.0
2018-12-26,-0.0,-1.2553246888507004,-0.0,-1.6345362703744206,1.0,-1.317658699161589,0.0
2018-12-27,-0.0,-1.1971239050078484,-0.0,-1.4911134740999545,1.0,-1.3753101422856855,0.0
2018-12-28,-0.0,-1.200131432615509,-0.0,-1.4861995753715498,1.0,-1.3687695885148115,0.0
2018-12-31,-0.0,-1.1981471168936364,-0.0,-1.4908621475218953,1.0,-1.3734622588973826,0.0
2019-01-02,-0.0,-1.1952094598008995,-0.0,-1.486785587952903,1.0,-1.3713679316792158,0.0
2019-01-03,-0.0,-1.1949974734714504,-0.0,-1.5044972208185954,1.0,-1.3535624052551793,0.0
2019-01-04,-0.0,-1.2288635669956252,-0.0,-1.4704954725811374,1.0,-1.3875775765591616,0.0
2019-01-07,-0.0,-1.1573840289123223,-0.0,-1.4527946928065745,1.0,-1.3405614139313828,0.0
2019-01-08,-0.0,-1.1287094377012634,-0.0,-1.484072330938816,1.0,-1.3413921228635124,0.0
2019-01-09,-0.0,-1.107673328398717,-0.0,-1.4792005921539602,1.0,-1.347742413027387,0.0
2019-01-10,-0.0,-1.1088620093803998,-0.0,-1.4794865465317204,1.0,-1.3486546531720562,0.0
2019-01-11,-0.0,-1.098443018454957,-0.0,-1.4984828135104216,1.0,-1.3774063572601105,0.0
2019-01-14,-0.0,-1.0910435983428683,-0.0,-1.4836259617281515,1.0,-1.3572696784375617,0.0
2019-01-15,-0.0,-1.0863562131934479,-0.0,-1.4867620131637551,1.0,-1.3756618993418124,0.0
2019-01-16,-0.0,-1.0948473092609172,-0.0,-1.4620511290162141,1.0,-1.4167412712623098,0.0
2019-01-17,-0.0,-1.0932565299433905,-0.0,-1.4594795908233191,1.0,-1.4130002979441851,0.0
2019-01-18,-0.0,-1.1009141875852315,-0.0,-1.4824991161169756,1.0,-1.4673973433001668,0.0
2019-01-22,-0.0,-1.0959554609464548,-0.0,-1.7899677965176573,1.0,-1.5722940887506138,0.0
2019-01-23,-0.0,-1.006307937030333,-0.0,-1.8264494542263179,1.0,-1.6523503921891285,0.0
2019-01-24,-0.0,-1.0053220673762757,-0.0,-1.8300779106770548,1.0,-1.6513222868429716,0.0
2019-01-25,-0.0,-0.8256298920185111,-0.0,-2.0914129006456035,1.0,-1.7962063646232076,0.0
2019-01-28,-0.0,-0.7372815748728158,-0.0,-2.079462508294625,1.0,-1.7130059721300597,0.0
2019-01-29,-0.0,-0.7412777777777778,-0.0,-2.0732777777777778,1.0,-1.741,0.0
2019-01-30,-0.0,-0.7394326718241955,-0.0,-2.0866689090705233,1.0,-1.7799080614418656,0.0
2019-01-31,-0.0,-0.734178629280009,-0.0,-2.0434005473942913,1.0,-1.8081327151873987,0.0
2019-02-01,-0.0,-0.7295544748169266,-0.0,-2.061266700206831,1.0,-1.799206216110459,0.0
2019-02-04,-0.0,-0.7361095646364547,-0.0,-2.0498830865159783,1.0,-1.7813161117915601,0.0
2019-02-05,-0.0,-0.7223366932115609,-0.0,-2.0413766219301666,1.0,-1.8051456256613019,0.0
2019-02-06,-0.0,-0.7255687190611269,-0.0,-2.034095333444574,1.0,-1.8024361755381277,0.0
2019-02-07,-0.0,-0.7306042884990254,-0.0,-2.0451127819548875,1.0,-1.7937621832358677,0.0
2019-02-08,-0.0,-0.7281368821292776,-0.0,-2.077052113621114,1.0,-1.7864012525162156,0.0
2019-02-11,-0.0,-0.7335206518685025,-0.0,-2.1019949423995503,1.0,-1.7840404608035965,0.0
2019-02-12,-0.0,-0.7347517730496455,-0.0,-2.1366808510638298,1.0,-1.8023262411347518,0.0
2019-02-13,-0.0,-0.7744594984145288,-0.0,-2.173248774863073,1.0,-1.8176419717497838,0.0
2019-02-14,-0.0,-0.660458778105837,-0.0,-2.2055984555984556,1.0,-1.8118328412446059,0.0
2019-02-15,-0.0,-0.7078177567428865,-0.0,-2.1933626047784682,1.0,-1.8010492102412043,0.0
2019-02-19,-0.0,-0.6654465592972182,-0.0,-2.1939407590944926,1.0,-1.771877463678342,0.0
