Date,DIAX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.23138945727370167,-0.3647568936958005,-0.09563480463802009,-0.3928188638799571,-0.3513348923316769,0.0
2018-09-25,1.0,-0.23075235262567653,-0.3660831829928324,-0.09420254522404799,-0.39397337754156714,-0.35294261056121706,0.0
2018-09-26,1.0,-0.23131125956990295,-0.3668015799483103,-0.09547959233432486,-0.39367045399132,-0.3509533330082411,0.0
2018-09-27,1.0,-0.23564718799560816,-0.3592777845553251,-0.09793827009881664,-0.3951445650847871,-0.3519092350860071,0.0
2018-09-28,1.0,-0.23374911514145533,-0.3614616642663607,-0.09834745038689677,-0.395244953255059,-0.3521859057290014,0.0
2018-10-01,1.0,-0.2332812271017537,-0.36285477016266915,-0.09862732646182404,-0.39511992574862,-0.35259635582042886,0.0
2018-10-02,1.0,-0.2343356865427364,-0.3541783716442338,-0.10179055622053398,-0.3973422576153602,-0.35513105503578674,0.0
2018-10-03,1.0,-0.23416314465101506,-0.34703051327779544,-0.10057899494295555,-0.4006547284587008,-0.36058925561283073,0.0
2018-10-04,1.0,-0.23704011335320274,-0.3426980016612107,-0.10099184052376999,-0.4044070943469976,-0.3578443347828211,0.0
2018-10-05,1.0,-0.23320909157348532,-0.33961850471387856,-0.09698165606957537,-0.40653852712611754,-0.35978951984213986,0.0
2018-10-08,1.0,-0.2346372810125345,-0.34285435042881224,-0.09805263029296063,-0.40652869743689984,-0.36127739633982453,0.0
2018-10-09,1.0,-0.2364721128689146,-0.3432036579700223,-0.10171895249040272,-0.40506638628750274,-0.35870601755629994,0.0
2018-10-10,1.0,-0.23617598865220477,-0.3436865660691139,-0.10112744258847123,-0.405170094646482,-0.35948543618087997,0.0
2018-10-11,1.0,-0.22885282487931494,-0.3404652742401087,-0.09099289231739563,-0.4050408752395508,-0.36047837372340685,0.0
2018-10-12,1.0,-0.23311468319757803,-0.33460679016795214,-0.09015113289603306,-0.3958768831543285,-0.34899925514788915,0.0
2018-10-15,1.0,-0.23055322212888515,-0.337597503900156,-0.08649945997839914,-0.39606384255370214,-0.34935797431897275,0.0
2018-10-16,1.0,-0.22994767916286663,-0.3400134402150434,-0.08469735515768254,-0.3961023376374022,-0.34927758844141504,0.0
2018-10-17,1.0,-0.22415679558536702,-0.3258646115788973,-0.07965843680129393,-0.3956281813424671,-0.353241996099139,0.0
2018-10-18,1.0,-0.22353556734130853,-0.3248507622422527,-0.08014840535591124,-0.39650866887054964,-0.35327133921563963,0.0
2018-10-19,1.0,-0.2196126710545007,-0.3199488612150197,-0.07644774847293906,-0.398290638761305,-0.35323642217908047,0.0
2018-10-22,1.0,-0.22148556815760187,-0.3156773139488078,-0.07136599341746976,-0.40245779366845835,-0.35682996708734877,0.0
2018-10-23,1.0,-0.22240371185758587,-0.3152948417489288,-0.07357432000568141,-0.40037402646592335,-0.3556092133607935,0.0
2018-10-24,1.0,-0.22177983173361773,-0.31759687166725914,-0.07455859699016472,-0.40085318165659445,-0.35516056404787294,0.0
2018-10-25,1.0,-0.20883160392722538,-0.2976129542599228,-0.072890977618538,-0.40458796705597694,-0.3426317993578708,0.0
2018-10-26,1.0,-0.20208954533897325,-0.29341469616069155,-0.06178489702517162,-0.4134248665141113,-0.34072995400226525,0.0
2018-10-29,1.0,-0.19384558688041276,-0.29885295743504703,-0.05470333517597199,-0.41044776119402987,-0.3454256495301271,0.0
2018-10-30,1.0,-0.19910984018633396,-0.299010677305537,-0.05774508221294652,-0.41005004266309986,-0.3401978645388926,0.0
2018-10-31,1.0,-0.2036407878426151,-0.28416968917864194,-0.05849134566824296,-0.4109545016298609,-0.338299435287636,0.0
2018-11-01,1.0,-0.20470307261286913,-0.2830569971983649,-0.059592155421852755,-0.4108528911955174,-0.3382170578239103,0.0
2018-11-02,1.0,-0.20687444182371933,-0.274908974329616,-0.05825642904577618,-0.41317639515445737,-0.33671483203187613,0.0
2018-11-05,1.0,-0.20366468163078333,-0.2848831882730188,-0.05792487402656894,-0.4145213009619789,-0.3294090700870362,0.0
2018-11-06,1.0,-0.2009766834032602,-0.28339867482862185,-0.05933466309007956,-0.41646605681271065,-0.332485040236605,0.0
2018-11-07,1.0,-0.20089408528198074,-0.2833791838606144,-0.059468133883539664,-0.4163686382393398,-0.3324392480513526,0.0
2018-11-08,1.0,-0.1997664086474603,-0.2831035588329593,-0.05810012366601017,-0.41647964091054823,-0.3326386662391792,0.0
2018-11-09,1.0,-0.19915729693833154,-0.2830383109299503,-0.05859992214156495,-0.41674872335066065,-0.33240971856465684,0.0
2018-11-12,1.0,-0.19903611155524087,-0.27658116534569793,-0.05842717160412051,-0.4189945410109408,-0.33107969210388066,0.0
2018-11-13,1.0,-0.19113774629982747,-0.2742440751838736,-0.049940978843185324,-0.4238627077090711,-0.33085898483610277,0.0
2018-11-14,1.0,-0.19021615472127415,-0.2772241183162685,-0.04896473265073948,-0.4257110352673492,-0.33317406143344713,0.0
2018-11-15,1.0,-0.19013105413105413,-0.27774358974358976,-0.04847863247863248,-0.42596011396011396,-0.3368888888888889,0.0
2018-11-16,1.0,-0.18877284001183245,-0.27282863449154665,-0.045896193141738914,-0.42642273647803036,-0.34157052813616395,0.0
2018-11-19,1.0,-0.18903423956318963,-0.27175520418609944,-0.049141167102718694,-0.42452508247070864,-0.34062108975088157,0.0
