Date,EXPD,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.29275318829707425,-0.5953788447111779,-0.12018004501125282,-0.48573143285821463,-0.5066766691672918,0.0
2018-09-25,1.0,-0.291441835227444,-0.6024176287945014,-0.11476200524522955,-0.4917854881982335,-0.5140927863021131,0.0
2018-09-26,1.0,-0.29164405860010856,-0.6026707662627359,-0.11524085126906615,-0.49161994332911324,-0.5132332549587026,0.0
2018-09-27,1.0,-0.29789289379943246,-0.5930387007184689,-0.11857755237577734,-0.4942341363279599,-0.5150335084223873,0.0
2018-09-28,1.0,-0.2953508745430928,-0.5962299489472254,-0.11914328006525089,-0.4946077394798054,-0.5155423979699726,0.0
2018-10-01,1.0,-0.29473333938348917,-0.5992376803702696,-0.11964183077714252,-0.49484224218773637,-0.5166530538161358,0.0
2018-10-02,1.0,-0.2946198794998335,-0.6058009627902753,-0.117987223349178,-0.4938387477671138,-0.5154258379000273,0.0
2018-10-03,1.0,-0.29447017161536365,-0.6034080934652986,-0.1178304428100124,-0.4944156905475347,-0.5166015920578709,0.0
2018-10-04,1.0,-0.2950343450237541,-0.6021424032438648,-0.11816503767361637,-0.4949012013193331,-0.515780554967168,0.0
2018-10-05,1.0,-0.2842711537301731,-0.5962245944152946,-0.10795488812496229,-0.5020203847777576,-0.5250588022435317,0.0
2018-10-08,1.0,-0.2828240252897787,-0.5937377690802348,-0.10528375733855186,-0.5041999096793618,-0.5246123739274424,0.0
2018-10-09,1.0,-0.28333132602673733,-0.5938817294953631,-0.10643743225340238,-0.5036432614717572,-0.5236661447669516,0.0
2018-10-10,1.0,-0.2826578955309454,-0.5976643833549594,-0.10395606385225867,-0.5048130601406198,-0.5285313376987839,0.0
2018-10-11,1.0,-0.2607212764695415,-0.5938371196393618,-0.0777033038733021,-0.49881369001720155,-0.5347292247464263,0.0
2018-10-12,1.0,-0.2609668492021433,-0.5903256197373844,-0.07436848613319201,-0.49146205028557965,-0.5269975858211152,0.0
2018-10-15,1.0,-0.2505437657986009,-0.6068720239844806,-0.05987302333784021,-0.4919169948856622,-0.5300687790253366,0.0
2018-10-16,1.0,-0.2489488694834024,-0.6141836464673194,-0.05454117785422363,-0.49242892005527616,-0.5301520096439387,0.0
2018-10-17,1.0,-0.2383206062541738,-0.5892105339566215,-0.044510902703173545,-0.49243634040823436,-0.5390377747452165,0.0
2018-10-18,1.0,-0.23675722795292747,-0.5870695917477844,-0.0458811564724684,-0.49603370623274734,-0.5399680371930844,0.0
2018-10-19,1.0,-0.23518131101813108,-0.5894351464435147,-0.04172477917247791,-0.4976173872617387,-0.5416666666666666,0.0
2018-10-22,1.0,-0.236011852884783,-0.587240718145372,-0.040148742083551216,-0.4989541572250305,-0.5427342978327814,0.0
2018-10-23,1.0,-0.23960453620238442,-0.5876126781041001,-0.046903169526025,-0.4936609479499855,-0.5400407095085781,0.0
2018-10-24,1.0,-0.23899517357678662,-0.5882421352561493,-0.04561842181775891,-0.49409780775716694,-0.5405303250566958,0.0
2018-10-25,1.0,-0.21864522361766214,-0.559612433937603,-0.04281979882934592,-0.49818150821162704,-0.5221344547366029,0.0
2018-10-26,1.0,-0.2160387239222125,-0.5557788660231551,-0.04047895377473321,-0.49888187505307563,-0.5194893424293033,0.0
2018-10-29,1.0,-0.20809705177034846,-0.5605303992100438,-0.03374241783044153,-0.4956129214275638,-0.5232896036112287,0.0
2018-10-30,1.0,-0.19853750811711227,-0.5630311414777379,-0.02662412829272424,-0.49913888026200626,-0.535983511674525,0.0
2018-10-31,1.0,-0.19890109890109892,-0.5590588898281206,-0.027247111862496478,-0.49797125950972104,-0.5345167652859961,0.0
2018-11-01,1.0,-0.1871300524268561,-0.5771745870680423,-0.012768476238795875,-0.5027059022492812,-0.5388691583516545,0.0
2018-11-02,1.0,-0.18774464250513925,-0.5744417222832362,-0.012615809185886064,-0.5030553912872068,-0.5381431105854524,0.0
2018-11-05,1.0,-0.18453654690843566,-0.5838776889289334,-0.012416938844464468,-0.5040545106430905,-0.5307467057101025,0.0
2018-11-06,1.0,-0.19031794756258977,-0.5882170717282942,-0.009659522937846741,-0.501703793404489,-0.5262891098031485,0.0
2018-11-07,1.0,-0.19743356285210265,-0.5971661070961134,-0.0,-0.5151368576793945,-0.5355090195185797,0.0
2018-11-08,1.0,-0.18895562985209952,-0.5965603218677396,-0.0,-0.5114750382501275,-0.5363801212670709,0.0
2018-11-09,1.0,-0.18959750566893424,-0.596797052154195,-0.0,-0.5113095238095238,-0.5367063492063492,0.0
2018-11-12,1.0,-0.18904249003477228,-0.5896305091453934,-0.0,-0.5132728352132983,-0.5350691205156475,0.0
2018-11-13,1.0,-0.17375796893869183,-0.5870194062965147,-0.0,-0.5142528154576347,-0.533406352683461,0.0
2018-11-14,1.0,-0.17577597840755738,-0.586650922177238,-0.0,-0.5156039136302294,-0.5334851551956815,0.0
2018-11-15,1.0,-0.17548347200359793,-0.5895547560152912,-0.0,-0.5212502810883741,-0.5245952327411738,0.0
2018-11-16,1.0,-0.1761761480273333,-0.5901408846770339,-0.0,-0.5213857878012429,-0.5243665813672281,0.0
2018-11-19,1.0,-0.1773141378922506,-0.5897255651782701,-0.0,-0.5206950849173322,-0.524069283545158,0.0
2018-11-20,1.0,-0.13967356308967216,-0.5842548783560569,-0.0,-0.5282342730759539,-0.5474957305635656,0.0
2018-11-21,1.0,-0.1418275919639379,-0.5805832266681508,-0.0,-0.5264065891257165,-0.5337525738772331,0.0
2018-11-23,1.0,-0.14242019797575353,-0.5762429095762429,-0.0,-0.5279168056945834,-0.5339784228673117,0.0
2018-11-26,1.0,-0.14174913821861448,-0.5800900700544869,-0.0,-0.5260758367619259,-0.5320249082619816,0.0
2018-11-27,1.0,-0.1377771618625277,-0.5807372505543237,-0.0,-0.5235587583148559,-0.5295454545454545,0.0
2018-11-28,1.0,-0.13864404900493377,-0.5782194134929874,-0.0,-0.5246687732135928,-0.5302123177559731,0.0
2018-11-29,1.0,-0.1298343302919205,-0.5730903878490504,-0.0,-0.5225900708437854,-0.5310527331366982,0.0
2018-11-30,1.0,-0.12900822341188808,-0.5738175395993157,-0.0,-0.5227109663888736,-0.534025056570451,0.0
2018-12-03,1.0,-0.12864512925207602,-0.5738130052142246,-0.0,-0.5225535906419841,-0.5338372830854967,0.0
2018-12-04,1.0,-0.12445276576998264,-0.5754839064952229,-0.0,-0.5205264462127261,-0.5328891213965141,0.0
2018-12-06,1.0,-0.12045853000674307,-0.5340256237356709,-0.0,-0.5253405259608901,-0.5174106540795684,0.0
2018-12-07,1.0,-0.11377213136910394,-0.5368293012569266,-0.0,-0.5282605757534802,-0.524178943100419,0.0
2018-12-10,1.0,-0.11575256835353591,-0.539000924063706,-0.0,-0.5322335163341849,-0.5308474207751264,0.0
2018-12-11,1.0,-0.12418425059821624,-0.536518381553187,-0.0,-0.5351859908636067,-0.5232760495975637,0.0
2018-12-12,1.0,-0.12475866757307952,-0.5363698164513936,-0.0,-0.5353093133922502,-0.5227736233854521,0.0
2018-12-13,1.0,-0.1249864056552474,-0.5359706362153344,-0.0,-0.5353724850462207,-0.5225122349102773,0.0
2018-12-14,1.0,-0.12231274352197488,-0.5467153483556306,-0.0,-0.5317566278847988,-0.5239366774747282,0.0
2018-12-17,1.0,-0.11044711251154452,-0.5468843374803064,-0.0,-0.5230075514749822,-0.5359917422719617,0.0
2018-12-18,1.0,-0.1025239150408042,-0.5400205372101821,-0.0,-0.5212668215964978,-0.5384532238015457,0.0
2018-12-19,1.0,-0.09773907399394202,-0.5420272609260061,-0.0,-0.5245564690610126,-0.5401341410644743,0.0
2018-12-20,1.0,-0.09874603905424803,-0.5440240500501042,-0.0,-0.5244156758659914,-0.5411802941256127,0.0
2018-12-21,1.0,-0.09535241280716424,-0.5455722493458851,-0.0,-0.528120195290373,-0.5283359857578291,0.0
2018-12-24,1.0,-0.08920263547129217,-0.5400833669490386,-0.0,-0.52677154766707,-0.5331988705123033,0.0
2018-12-26,1.0,-0.08870212253419342,-0.5421696421401997,-0.0,-0.5177859265008967,-0.5279301945879393,0.0
2018-12-27,1.0,-0.0719805118264924,-0.5265212038662022,-0.0,-0.48872357702281477,-0.5321528669093958,0.0
2018-12-28,1.0,-0.07267723758354082,-0.52585506486699,-0.0,-0.489241252784694,-0.5330887170750884,0.0
2018-12-31,1.0,-0.07495017308297493,-0.5226581348998217,-0.0,-0.4902706388335257,-0.5345903702926676,0.0
2019-01-02,1.0,-0.07638103752004838,-0.5244655956669209,-0.0,-0.49343990744879446,-0.5349827781137434,0.0
2019-01-03,1.0,-0.08715898029517771,-0.5219278629870301,-0.0,-0.5035910657441267,-0.518139485938281,0.0
2019-01-04,1.0,-0.08712360496946725,-0.5219256685618024,-0.0,-0.5049220888608128,-0.5181617182564751,0.0
