Date,IWF,IWM,MTUM,NBLX,SPY,VLUE,VXX
2018-09-24,-0.5116417150854574,-1.1548835828491455,-0.0,1.0,-0.8232749480469909,-0.7513041265532889,0.0
2018-09-25,-0.5218837302115206,-1.2238038224468981,-0.0,1.0,-0.878541971531196,-0.8101192851758237,0.0
2018-09-26,-0.5309296728763705,-1.2358944647473038,-0.0,1.0,-0.8841697120955523,-0.805731348605045,0.0
2018-09-27,-0.5312569620817181,-1.2349062068350933,-0.0,1.0,-0.8839727309183265,-0.8055963997683019,0.0
2018-09-28,-0.5407015814703643,-1.2376237623762376,-0.0,1.0,-0.890551498588773,-0.8112091752161642,0.0
2018-10-01,-0.540614487553263,-1.2407714734245345,-0.0,1.0,-0.8911863646557524,-0.8127382821260372,0.0
2018-10-02,-0.645684075300163,-1.268046840258906,-0.0,1.0,-1.0579574089628936,-0.9692672562873661,0.0
2018-10-03,-0.6500496031746031,-1.2827876984126985,-0.0,1.0,-1.0595238095238095,-0.9679563492063492,0.0
2018-10-04,-0.6518429487179487,-1.307491987179487,-0.0,1.0,-1.0632011217948718,-0.9854767628205129,0.0
2018-10-05,-0.6215217065494331,-1.294249887595544,-0.0,1.0,-1.0767347754408754,-1.003247239846131,0.0
2018-10-08,-0.6212838859215963,-1.3016224931976217,-0.0,1.0,-1.101279854882596,-1.014612516376096,0.0
2018-10-09,-0.6167456396814195,-1.301895352354068,-0.0,1.0,-1.1035890714789798,-1.0186006653896562,0.0
2018-10-10,-0.6170202045649216,-1.3009522849800976,-0.0,1.0,-1.1037436388371038,-1.0168287398599283,0.0
2018-10-11,-0.48149610184545544,-1.3088423961314515,-0.0,1.0,-1.0820586203493536,-1.061926379157209,0.0
2018-10-12,-0.5033534048073628,-1.3098839770891466,-0.0,1.0,-1.0550252117295735,-1.0272188769765505,0.0
2018-10-15,-0.44350758853288363,-1.4039281817280032,-0.0,1.0,-1.0627417914889397,-1.0496478523955957,0.0
2018-10-16,-0.438823587759758,-1.4114963051133265,-0.0,1.0,-1.0611516143431037,-1.0481079204483459,0.0
2018-10-17,-0.39886770540985195,-1.3376560534210782,-0.0,1.0,-1.0463563340752926,-1.0559856769573213,0.0
2018-10-18,-0.3991673927776164,-1.3391422209313582,-0.0,1.0,-1.0460354342143479,-1.0563946170974925,0.0
2018-10-19,-0.3680572224089098,-1.319907829676924,-0.0,1.0,-1.0533819787816234,-1.0592386347270895,0.0
2018-10-22,-0.36823676132003075,-1.3112049117421336,-0.0,1.0,-1.0557847275518035,-1.061396776669225,0.0
2018-10-23,-0.3715354368466481,-1.3110674211182507,-0.0,1.0,-1.0528915316006522,-1.0597487292605734,0.0
2018-10-24,-0.367740699956911,-1.305357399339302,-0.0,1.0,-1.0530473500263322,-1.0615693972327285,0.0
2018-10-25,-0.3160654840622007,-1.2176113821879704,-0.0,1.0,-1.0289570887865382,-0.9975375074102786,0.0
2018-10-26,-0.280697759154673,-1.2116505738750227,-0.0,1.0,-1.06494807797413,-0.9972217161595919,0.0
2018-10-29,-0.24969472208403057,-1.2209759848039436,-0.0,1.0,-1.0498846727873006,-1.0021256388223057,0.0
2018-10-30,-0.2479652740097667,-1.2206999457406402,-0.0,1.0,-1.0496925302948092,-1.0033007777174896,0.0
2018-10-31,-0.2606833754056978,-1.1874774612333212,-0.0,1.0,-1.0569329246303643,-1.0026144969347277,0.0
2018-11-01,-0.2327582323528087,-1.210730213072661,-0.0,1.0,-1.0569395017793595,-1.0042794720482906,0.0
2018-11-02,-0.24523478494864778,-1.1601560748082702,-0.0,1.0,-1.079696820200027,-0.9997757545858188,0.0
2018-11-05,-0.23646119853902692,-1.199305586869279,-0.0,1.0,-1.090544257564143,-0.9828651305406503,0.0
2018-11-06,-0.23608228818911847,-1.1985924388703422,-0.0,1.0,-1.091852386537941,-0.9848867635116846,0.0
2018-11-07,-0.23833680587009692,-1.2032792825437086,-0.0,1.0,-1.098197300480116,-0.9895823897092129,0.0
2018-11-08,-0.3781491133936328,-1.351576472992999,-0.0,1.0,-1.2657775052378761,-1.1146200623435025,0.0
2018-11-09,-0.3845679012345679,-1.361934156378601,-0.0,1.0,-1.2728909465020577,-1.1246913580246913,0.0
2018-11-12,-0.38340427714241754,-1.3531975998769168,-0.0,1.0,-1.2712959638955843,-1.1205702856556747,0.0
2018-11-13,-0.33783166759677336,-1.3456445639490637,-0.0,1.0,-1.2760894931763989,-1.1136928618537871,0.0
2018-11-14,-0.3375456760048721,-1.3465793747462445,-0.0,1.0,-1.2765428339423466,-1.114443767762891,0.0
2018-11-15,-0.33554497568881686,-1.3453200972447326,-0.0,1.0,-1.276691653160454,-1.1072730956239871,0.0
2018-11-16,-0.32929659905136743,-1.3290947623372693,-0.0,1.0,-1.273236451710566,-1.1142900393581592,0.0
2018-11-19,-0.3311639170576661,-1.3282881792038748,-0.0,1.0,-1.2719842591191162,-1.1137177740779982,0.0
2018-11-20,-0.2643407748523376,-1.3141956151766943,-0.0,1.0,-1.279957953749124,-1.1470617679447392,0.0
2018-11-21,-0.2633820252537757,-1.3002723446397624,-0.0,1.0,-1.2689279524634811,-1.1191879178014361,0.0
2018-11-23,-0.2638000297574766,-1.3065020086296681,-0.0,1.0,-1.2688588007736945,-1.1204185885036948,0.0
2018-11-26,-0.2624950416501388,-1.3132685442284806,-0.0,1.0,-1.2656188020626735,-1.1169674732249109,0.0
2018-11-27,-0.2412118177265899,-1.3529794692038057,-0.0,1.0,-1.283525287931898,-1.129794692038057,0.0
2018-11-28,-0.2387405541561713,-1.3840806045340048,-0.0,1.0,-1.2827707808564233,-1.1321914357682619,0.0
2018-11-29,-0.17642061072517368,-1.37218251786696,-0.0,1.0,-1.2922185016742467,-1.1569293817781998,0.0
2018-11-30,-0.1836028888210762,-1.4031634625165295,-0.0,1.0,-1.3298240260400773,-1.1694130810700845,0.0
2018-12-03,-0.1776447105788423,-1.4179333640411484,-0.0,1.0,-1.342750396642612,-1.1796407185628741,0.0
2018-12-04,-0.168187146424749,-1.4177157127567401,-0.0,1.0,-1.3361704296417105,-1.1745578716681107,0.0
2018-12-06,-0.14772057378659856,-1.3069856553350365,-0.0,1.0,-1.3350363529180587,-1.1228630379249362,0.0
2018-12-07,-0.14450724993855985,-1.3084295895797493,-0.0,1.0,-1.336741214057508,-1.1255345293683952,0.0
2018-12-10,-0.07552161325746232,-1.376659678546471,-0.0,1.0,-1.404911650194669,-1.1344214834780872,0.0
2018-12-11,-0.07334731376073497,-1.3779209107249848,-0.0,1.0,-1.4039844218094666,-1.1377571400039943,0.0
2018-12-12,-0.07678464307138573,-1.378874225154969,-0.0,1.0,-1.406968606278744,-1.1363227354529095,0.0
2018-12-13,-0.07695762838748316,-1.3735589160053903,-0.0,1.0,-1.4072965014722765,-1.132954035035185,0.0
2018-12-14,-0.08850310186111668,-1.3468080848509105,-0.0,1.0,-1.4301580948569141,-1.1375825495297178,0.0
2018-12-17,-0.05928322548531608,-1.345993031358885,-0.0,1.0,-1.4105027376804382,-1.1618218018914883,0.0
2018-12-18,-0.04553743038785668,-1.3284707505790745,-0.0,1.0,-1.3990439110935884,-1.1552905228919224,0.0
2018-12-19,-0.02902440236568759,-1.3462551563043588,-0.0,1.0,-1.4226430097907659,-1.1720590427911137,0.0
2018-12-20,-0.025729665662501854,-1.3212998172749273,-0.0,1.0,-1.429848387574695,-1.1615882265790902,0.0
2018-12-21,-0.018649391440910875,-1.3166961130742048,-0.0,1.0,-1.426629367883785,-1.1457597173144876,0.0
2018-12-24,-0.009819727392642532,-1.3069031217939324,-0.0,1.0,-1.421710879867116,-1.1469539303336753,0.0
2018-12-26,-0.007920027043994785,-1.3209059738252764,-0.0,1.0,-1.3801612981117495,-1.120297483942628,0.0
2018-12-27,-0.0,-1.2382830413647619,-0.0,1.0,-1.239062643309181,-1.1085481060258644,0.0
2018-12-28,-0.0,-1.256197585475993,-0.0,1.0,-1.2432033913924985,-1.1084692655054833,0.0
2018-12-31,-0.0,-1.253941181893611,-0.0,1.0,-1.2450908085184844,-1.1105374757997604,0.0
2019-01-02,-0.0,-1.2694278792396572,-0.0,1.0,-1.2661200149086844,-1.1234159522922103,0.0
2019-01-03,-0.0,-1.2714845572454978,-0.0,1.0,-1.2634132686386115,-1.1305869179807781,0.0
2019-01-04,-0.0,-1.3155755140628693,-0.0,1.0,-1.2372488773339636,-1.1742377688489718,0.0
2019-01-07,-0.0,-1.2715861368775672,-0.0,1.0,-1.2068392634639349,-1.136462227144769,0.0
2019-01-08,-0.0,-1.2545078196872124,-0.0,1.0,-1.2138454461821526,-1.1314627414903404,0.0
2019-01-09,-0.0,-1.236477178804298,-0.0,1.0,-1.2134263936082283,-1.1419322251813757,0.0
2019-01-10,-0.0,-1.2321739928420667,-0.0,1.0,-1.2164816004404884,-1.1397173534000185,0.0
2019-01-11,-0.0,-1.2277209388454238,-0.0,1.0,-1.236100180547197,-1.165594185454377,0.0
2019-01-14,-0.0,-1.2368286682449057,-0.0,1.0,-1.2496866731652974,-1.1553636912222067,0.0
2019-01-15,-0.0,-1.2356501093990038,-0.0,1.0,-1.2487779898514966,-1.170848656952656,0.0
2019-01-16,-0.0,-1.2469983648680214,-0.0,1.0,-1.255781359495445,-1.1690259285213735,0.0
2019-01-17,-0.0,-1.246752032900271,-0.0,1.0,-1.25609870081316,-1.170529956070661,0.0
2019-01-18,-0.0,-1.2289247261272276,-0.0,1.0,-1.2590624853072545,-1.2136442710047488,0.0
2019-01-22,-0.0,-1.264947301957356,-0.0,1.0,-1.3909854776822574,-1.2010296760406043,0.0
2019-01-23,-0.0,-1.228904497122232,-0.0,1.0,-1.406984684421032,-1.2416837381718857,0.0
2019-01-24,-0.0,-1.2320914107134138,-0.0,1.0,-1.4064651594316129,-1.2444943600761755,0.0
2019-01-25,-0.0,-1.1535140562248998,-0.0,1.0,-1.5586345381526103,-1.3078815261044177,0.0
2019-01-28,-0.0,-1.1150177296109474,-0.0,1.0,-1.5901213604354993,-1.2891175148579135,0.0
2019-01-29,-0.0,-1.0950971044311737,-0.0,1.0,-1.5959251267125008,-1.327344808551212,0.0
2019-01-30,-0.0,-1.0935602067961654,-0.0,1.0,-1.5952918737137982,-1.3304723184259397,0.0
2019-01-31,-0.0,-1.1200644641418211,-0.0,1.0,-1.5309226430298146,-1.3852739726027399,0.0
2019-02-01,-0.0,-1.122171486555048,-0.0,1.0,-1.5488584474885845,-1.402587519025875,0.0
2019-02-04,-0.0,-1.1287138735638003,-0.0,1.0,-1.5376322316141116,-1.3952017006630562,0.0
2019-02-05,-0.0,-1.1170428094322438,-0.0,1.0,-1.5320817730998886,-1.4111425969031475,0.0
2019-02-06,-0.0,-1.1107792010531112,-0.0,1.0,-1.5359222317857326,-1.4163333502101159,0.0
2019-02-07,-0.0,-1.0973950723031187,-0.0,1.0,-1.5330276616113265,-1.408122134327606,0.0
2019-02-08,-0.0,-1.1054728877679696,-0.0,1.0,-1.548045397225725,-1.3906179066834803,0.0
2019-02-11,-0.0,-1.076059472033984,-0.0,1.0,-1.5507231718418126,-1.4303631030646302,0.0
2019-02-12,-0.0,-1.0734853486364329,-0.0,1.0,-1.568940124930171,-1.4360367680666295,0.0
2019-02-13,-0.0,-1.0838487275676771,-0.0,1.0,-1.561999391665822,-1.42365406063064,0.0
