Date,DHI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3752248975998162,-1.0590667228113158,-0.0,-0.6624430578417486,-0.7313095739386747,0.0
2018-09-25,1.0,-0.37544020823763585,-1.058873066911652,-0.0,-0.6623794212218649,-0.731166743224621,0.0
2018-09-26,1.0,-0.3829148051147743,-1.0705207209983054,-0.006894161146202434,-0.6666153135110153,-0.7245416730858112,0.0
2018-09-27,1.0,-0.38400554187192115,-1.0663485221674875,-0.00804341133004926,-0.6661407019704433,-0.7239839901477833,0.0
2018-09-28,1.0,-0.3803295134467724,-1.0740440637419453,-0.009183161631361654,-0.6684801481652969,-0.726434386695991,0.0
2018-10-01,1.0,-0.3799559896537081,-1.075435277767054,-0.009767208431455817,-0.6684553912674208,-0.7269428251553874,0.0
2018-10-02,1.0,-0.3815921550459424,-1.0621959694232106,-0.014747895915373331,-0.6716855841247781,-0.7304455254420509,0.0
2018-10-03,1.0,-0.38202551217626596,-1.049207576343255,-0.01248550444530344,-0.6795129493621956,-0.7422497100889061,0.0
2018-10-04,1.0,-0.39716477781672316,-1.0426841141877947,-0.013708766600459556,-0.7013280367644195,-0.7396113253105893,0.0
2018-10-05,1.0,-0.38988777134868546,-1.0422119529338667,-0.0036503436759737482,-0.7040891615859578,-0.7434662731544406,0.0
2018-10-08,1.0,-0.38754311848377965,-1.0386806712918104,-0.0,-0.7069881012363861,-0.7426068757024921,0.0
2018-10-09,1.0,-0.38182453145007955,-1.039501765550425,-0.0,-0.7105273369291063,-0.7484381669318226,0.0
2018-10-10,1.0,-0.3803855760224789,-1.048977521073993,-0.0,-0.7140961598501404,-0.7591320636902903,0.0
2018-10-11,1.0,-0.30331035527611544,-1.0364745095068557,-0.0,-0.6835467010074995,-0.7642602833118703,0.0
2018-10-12,1.0,-0.3106080449017774,-1.0318054256314313,-0.0,-0.6602057998129094,-0.7391955098222639,0.0
2018-10-15,1.0,-0.27842140668211374,-1.0635697735256746,-0.0,-0.6543089917034159,-0.7408999177815981,0.0
2018-10-16,1.0,-0.27486079449904705,-1.0692851003400725,-0.0,-0.6532007922568108,-0.7397137411711948,0.0
2018-10-17,1.0,-0.25434694702790134,-1.0320920486711025,-0.0,-0.6454802779105245,-0.7441458662647502,0.0
2018-10-18,1.0,-0.2566172675661727,-1.0388557103885572,-0.0,-0.6446951264469513,-0.7463319324633193,0.0
2018-10-19,1.0,-0.23685654703106135,-1.0279515603848828,-0.0,-0.6465444700545128,-0.7471920389273039,0.0
2018-10-22,1.0,-0.24228116123796525,-1.0522704636836475,-0.0,-0.6467593788040873,-0.7475008299826625,0.0
2018-10-23,1.0,-0.23773375300870206,-1.056396963525273,-0.0,-0.6552490279577855,-0.753601184965747,0.0
2018-10-24,1.0,-0.23761676156451195,-1.053552156600052,-0.0,-0.6640244129358789,-0.7663280116110305,0.0
2018-10-25,1.0,-0.2006779416537449,-1.006779416537449,-0.0,-0.6651040351952688,-0.7334751721899679,0.0
2018-10-26,1.0,-0.19282800085892204,-0.9960632739245581,-0.0,-0.6639825352515926,-0.72596807673037,0.0
2018-10-29,1.0,-0.1606165730839383,-1.0192768498980722,-0.0,-0.654339973534566,-0.7421408390257859,0.0
2018-10-30,1.0,-0.175448671931084,-1.0227207465900934,-0.0,-0.6573223259152906,-0.7339195979899498,0.0
2018-10-31,1.0,-0.17623053517093254,-1.0167531770180778,-0.0,-0.65527116520494,-0.7314480042956865,0.0
2018-11-01,1.0,-0.1519349872910178,-1.0380195467726343,-0.0,-0.6562846812014463,-0.733719972792038,0.0
2018-11-02,1.0,-0.1543286880279431,-1.0225255729407992,-0.0,-0.6578750400969455,-0.7294436326050541,0.0
2018-11-05,1.0,-0.15850216171794046,-1.0152213527709293,-0.0,-0.6597706077821845,-0.7395933826419409,0.0
2018-11-06,1.0,-0.15066469719350076,-1.0147350217963038,-0.0,-0.6771625175631373,-0.7601686061173758,0.0
2018-11-07,1.0,-0.14993880048959607,-1.0146518827849376,-0.0,-0.675750593995248,-0.7596299229606163,0.0
2018-11-08,1.0,-0.1171953136162309,-1.0192527503929132,-0.0,-0.6664880697242463,-0.7690027146735249,0.0
2018-11-09,1.0,-0.1401953418482344,-1.0771975957926372,-0.0,-0.7168294515401953,-0.8223516153268219,0.0
2018-11-12,1.0,-0.14018901890189017,-1.05494299429943,-0.0,-0.7329357935793579,-0.8223447344734474,0.0
2018-11-13,1.0,-0.1101817776290844,-1.052897661796959,-0.0,-0.7343593174974907,-0.8199323445225083,0.0
2018-11-14,1.0,-0.11508722124687161,-1.0558440103096636,-0.0,-0.7410257368047514,-0.8234656904859736,0.0
2018-11-15,1.0,-0.11371773832612261,-1.0569521109950766,-0.0,-0.7436222586901386,-0.8153811726092793,0.0
2018-11-16,1.0,-0.10638377628668891,-1.0476440379353,-0.0,-0.7546950556659294,-0.8398245679799077,0.0
2018-11-19,1.0,-0.09904020556227329,-1.0599682587666264,-0.0,-0.7696493349455865,-0.850098246674728,0.0
2018-11-20,1.0,-0.03713048390133685,-1.0546036527960836,-0.0,-0.783769534927509,-0.8902654867256637,0.0
2018-11-21,1.0,-0.045072317524386146,-1.050939940950032,-0.0,-0.7845049893485818,-0.8568598871323393,0.0
2018-11-23,1.0,-0.045352492141894934,-1.055605448286185,-0.0,-0.7837898518185902,-0.8572070049393804,0.0
2018-11-26,1.0,-0.0442689817759982,-1.0622684578827226,-0.0,-0.7811997156007933,-0.8543576694233431,0.0
2018-11-27,1.0,-0.03372668726501136,-1.0651825931578753,-0.0,-0.7751554182332577,-0.8485649406246512,0.0
2018-11-28,1.0,-0.036126629422718805,-1.0581378026070762,-0.0,-0.7791061452513965,-0.8510242085661079,0.0
2018-11-29,1.0,-0.0143646408839779,-1.0444567219152854,-0.0,-0.7728176795580111,-0.8516022099447513,0.0
2018-11-30,1.0,-0.014289397120023571,-1.045114720288734,-0.0,-0.7742054284977719,-0.8492615917209885,0.0
