Date,IWF,IWM,MTUM,SPY,VLUE,VXX,Y
2018-09-24,-0.2002184103984658,-0.4777061581078202,-0.05217877690176859,-0.4508043895163009,-0.48266034519497125,0.0,1.0
2018-09-25,-0.2043139764304378,-0.4762704633925239,-0.057404148669546205,-0.4491814642990455,-0.4790700154641924,0.0,1.0
2018-09-26,-0.20385241309393592,-0.47608249072913056,-0.05562521676493344,-0.450177413760905,-0.4821118907237948,0.0,1.0
2018-09-27,-0.20349706353443675,-0.47794981313400964,-0.05525894287239722,-0.450427122263748,-0.4823812066203951,0.0,1.0
2018-09-28,-0.2028296849973305,-0.4785371062466631,-0.055605979711692476,-0.45026695141484246,-0.4822744260544581,0.0,1.0
2018-10-01,-0.20217658698326113,-0.4817637306807851,-0.0560725172469116,-0.45050537461896356,-0.4834215733461683,0.0,1.0
2018-10-02,-0.2023093447905478,-0.5027389903329753,-0.050402792696025774,-0.4488721804511278,-0.4809613319011815,0.0,1.0
2018-10-03,-0.20230903476976775,-0.5016780775943079,-0.05042287555376561,-0.44908041347831923,-0.4814337494965767,0.0,1.0
2018-10-04,-0.20462719415964356,-0.4976917708948414,-0.050888399806752915,-0.45192978689140584,-0.4788501798271512,0.0,1.0
2018-10-05,-0.1935941346462592,-0.49186556780477364,-0.040458096970994326,-0.4603981590495558,-0.4895108637482607,0.0,1.0
2018-10-08,-0.1922460321701491,-0.4896328755410677,-0.03772778282477422,-0.46299364078448135,-0.48933896221877843,0.0,1.0
2018-10-09,-0.1919367335488525,-0.4896737823612706,-0.0371636965988939,-0.46325042079670836,-0.48970049961259987,0.0,1.0
2018-10-10,-0.1945395229436303,-0.48860840731629046,-0.03962990694191892,-0.46534388704674295,-0.4859610653545834,0.0,1.0
2018-10-11,-0.17589885420782303,-0.48563150269985517,-0.017305412880284473,-0.46261029895956807,-0.49255893586197813,0.0,1.0
2018-10-12,-0.17240197241779393,-0.48870078843973314,-0.011655196055164413,-0.46715713419297,-0.4970070933206761,0.0,1.0
2018-10-15,-0.1653897796382592,-0.4985914751336124,-0.002264170813258563,-0.4675512729378933,-0.49896006107995683,0.0,1.0
2018-10-16,-0.16348508386213434,-0.5036467521525053,-0.0,-0.4673372126701598,-0.498564996445404,0.0,1.0
2018-10-17,-0.14845741636751472,-0.4774985692731908,-0.0,-0.46693720409968265,-0.5084282815670361,0.0,1.0
2018-10-18,-0.14785526623832687,-0.47631558411154173,-0.0,-0.468381760008324,-0.5087011939754962,0.0,1.0
2018-10-19,-0.13589246477963032,-0.46759725991986556,-0.0,-0.4711903838697169,-0.5103011503166601,0.0,1.0
2018-10-22,-0.13588913353192592,-0.45678020981738116,-0.0,-0.479704701463541,-0.5179639943012563,0.0,1.0
2018-10-23,-0.13111215147732003,-0.4599198918019142,-0.0,-0.48694340407823555,-0.5229400749063671,0.0,1.0
2018-10-24,-0.13026939711323016,-0.4637329998436768,-0.0,-0.4881194309832734,-0.5232661143244229,0.0,1.0
2018-10-25,-0.10620212251546078,-0.43435217468760334,-0.0,-0.4982821367673631,-0.5061461328989897,0.0,1.0
2018-10-26,-0.0906149685312034,-0.42709096883451714,-0.0,-0.508404317165028,-0.5015039304400577,0.0,1.0
2018-10-29,-0.07635374971678875,-0.4321677617501195,-0.0,-0.5029328097072225,-0.5059789039095738,0.0,1.0
2018-10-30,-0.050185025599432255,-0.43957520150048157,-0.0,-0.5106199624879607,-0.5341917169361788,0.0,1.0
2018-10-31,-0.05394368682412845,-0.42544932066244867,-0.0,-0.5099947064606387,-0.5313453152176653,0.0,1.0
2018-11-01,-0.04787327809816414,-0.4298269913621597,-0.0,-0.5094311113349619,-0.5311642196983052,0.0,1.0
2018-11-02,-0.05049288885544435,-0.4166603958160885,-0.0,-0.5127047432713773,-0.5284822033260591,0.0,1.0
2018-11-05,-0.052773033256304634,-0.41188586355872603,-0.0,-0.513161860745504,-0.5340098462775044,0.0,1.0
2018-11-06,-0.04213425831462967,-0.4129769434809223,-0.0,-0.5354009385839624,-0.5599877576004897,0.0,1.0
2018-11-07,-0.042562426594495224,-0.41347086758923557,-0.0,-0.5365878568145841,-0.5606393300311494,0.0,1.0
2018-11-08,-0.025438129295696065,-0.4140607167313399,-0.0,-0.5315377006771665,-0.5651677699155444,0.0,1.0
2018-11-09,-0.0256670386527341,-0.41407121842345535,-0.0,-0.531449731155524,-0.565080653342802,0.0,1.0
2018-11-12,-0.025004424443152224,-0.4048744722271383,-0.0,-0.5348266882410943,-0.5635476449321164,0.0,1.0
2018-11-13,-0.01221903756222658,-0.4014180117664806,-0.0,-0.5367576808970685,-0.5638356715442249,0.0,1.0
2018-11-14,-0.013150616042242897,-0.4008297711843098,-0.0,-0.5369625345737993,-0.5634900678903696,0.0,1.0
2018-11-15,-0.01221903756222658,-0.4007643183989541,-0.0,-0.5373359481068034,-0.5638859556494192,0.0,1.0
2018-11-16,-0.014736310875599293,-0.4064092858945244,-0.0,-0.5393388846833208,-0.5628311884935655,0.0,1.0
2018-11-19,-0.01617339086115106,-0.4059748189639946,-0.0,-0.5385158832286226,-0.562511038780814,0.0,1.0
2018-11-20,-0.0,-0.3969868173258004,-0.0,-0.538254865034526,-0.575743879472693,0.0,1.0
2018-11-21,-0.0,-0.39318862275449107,-0.0,-0.5382235528942115,-0.563622754491018,0.0,1.0
2018-11-23,-0.0,-0.3878197138156255,-0.0,-0.5407837662661416,-0.5642668395074039,0.0,1.0
2018-11-26,-0.0,-0.3895783492822966,-0.0,-0.5394736842105263,-0.5629984051036683,0.0,1.0
2018-11-27,-0.0,-0.3887894606015411,-0.0,-0.5363907531692766,-0.5605269699229432,0.0,1.0
2018-11-28,-0.0,-0.4040351139707716,-0.0,-0.5316474637139009,-0.5582073918898698,0.0,1.0
2018-11-29,-0.0,-0.39667823500247895,-0.0,-0.5255825483391174,-0.5566683192860684,0.0,1.0
2018-11-30,-0.0,-0.39704533624172716,-0.0,-0.5267828371712564,-0.5549413776863397,0.0,1.0
2018-12-03,-0.0,-0.3973339279962338,-0.0,-0.5261775564310315,-0.5542753784781586,0.0,1.0
2018-12-04,-0.0,-0.399406528189911,-0.0,-0.5212660731948565,-0.5521266073194857,0.0,1.0
2018-12-06,-0.0,-0.35867248062015505,-0.0,-0.5251937984496123,-0.5386385658914729,0.0,1.0
2018-12-07,-0.0,-0.36079097415989325,-0.0,-0.5295402159407983,-0.5359941768773504,0.0,1.0
2018-12-10,-0.0,-0.35846694592902884,-0.0,-0.5246521257643604,-0.5243150849824257,0.0,1.0
2018-12-11,-0.0,-0.3596520817270625,-0.0,-0.5212027756360833,-0.5285514649190439,0.0,1.0
2018-12-12,-0.0,-0.36075857742604833,-0.0,-0.5206533803020799,-0.5313419871640207,0.0,1.0
2018-12-13,-0.0,-0.35884267631103073,-0.0,-0.5220976491862568,-0.5301506931886678,0.0,1.0
2018-12-14,-0.0,-0.35073637525007834,-0.0,-0.5287680478222093,-0.5308891942054137,0.0,1.0
2018-12-17,-0.0,-0.34820870401538834,-0.0,-0.5219043039192114,-0.5343111324837702,0.0,1.0
2018-12-18,-0.0,-0.3424992215382404,-0.0,-0.518671105894752,-0.5340966250688639,0.0,1.0
2018-12-19,-0.0,-0.344209945016687,-0.0,-0.5204926889000936,-0.5363394079089534,0.0,1.0
2018-12-20,-0.0,-0.33457729295249033,-0.0,-0.5252141045882972,-0.5324147169991866,0.0,1.0
2018-12-21,-0.0,-0.3350727952915386,-0.0,-0.5285104963423642,-0.5192651368932734,0.0,1.0
2018-12-24,-0.0,-0.3314618770072559,-0.0,-0.5270132032829785,-0.5204710360413941,0.0,1.0
2018-12-26,-0.0,-0.333080963422136,-0.0,-0.5176974400227133,-0.5151895140301898,0.0,1.0
2018-12-27,-0.0,-0.3189873417721519,-0.0,-0.48983857856230406,-0.5137846939960515,0.0,1.0
2018-12-28,-0.0,-0.3183065829262619,-0.0,-0.49171900441963245,-0.5160735054663875,0.0,1.0
2018-12-31,-0.0,-0.31749133458952705,-0.0,-0.49221857770954014,-0.5165980412682905,0.0,1.0
2019-01-02,-0.0,-0.3176191362620998,-0.0,-0.4926237900223381,-0.5166371928518243,0.0,1.0
2019-01-03,-0.0,-0.3184084237990961,-0.0,-0.5077575362251316,-0.5034244979732563,0.0,1.0
2019-01-04,-0.0,-0.31877972392993853,-0.0,-0.4966941190117156,-0.5044426400649576,0.0,1.0
2019-01-07,-0.0,-0.3058232378854625,-0.0,-0.492772577092511,-0.4958241556534508,0.0,1.0
2019-01-08,-0.0,-0.2913512273457215,-0.0,-0.5075476026611608,-0.49518238128011005,0.0,1.0
2019-01-09,-0.0,-0.28293152442937025,-0.0,-0.5077000641672014,-0.501054175451462,0.0,1.0
2019-01-10,-0.0,-0.2826176618853398,-0.0,-0.5079052289079328,-0.5008478071582421,0.0,1.0
2019-01-11,-0.0,-0.26716612825623753,-0.0,-0.5108942195339885,-0.5130478612504868,0.0,1.0
2019-01-14,-0.0,-0.27094273855115003,-0.0,-0.515123718669021,-0.5071433485449584,0.0,1.0
2019-01-15,-0.0,-0.26776696354788354,-0.0,-0.5139564778257276,-0.5137269304930676,0.0,1.0
2019-01-16,-0.0,-0.2694695841448047,-0.0,-0.5025317905831137,-0.5192118226600986,0.0,1.0
