Date,FB,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9101469996872347,-0.9278405790625978,-0.21308252535632904,-0.8742236718645279,-0.5427818238684599,0.0
2018-09-25,1.0,-0.9161931182603249,-0.9263501722672155,-0.22112846212358495,-0.8724327710412099,-0.5383686070965144,0.0
2018-09-26,1.0,-0.9160998747091461,-0.9262573832110255,-0.22060139609808482,-0.8726507964918561,-0.5390638983354215,0.0
2018-09-27,1.0,-0.9228771049802937,-0.914591544249373,-0.22487459691866712,-0.8753135077033322,-0.5410695091365102,0.0
2018-09-28,1.0,-0.9236179553803422,-0.9140310008063793,-0.22524863363497893,-0.875459188244781,-0.5415285368694561,0.0
2018-10-01,1.0,-0.9299887514060743,-0.9159955005624297,-0.22452193475815524,-0.8827446569178853,-0.5461417322834645,0.0
2018-10-02,1.0,-0.9293015715765299,-0.9242130859638853,-0.22281262664925477,-0.8815238438330256,-0.5452785157833117,0.0
2018-10-03,1.0,-0.9294918003243828,-0.9266985042349973,-0.223463687150838,-0.8811047035501892,-0.5445125247792395,0.0
2018-10-04,1.0,-0.9282266432083728,-0.9311589299409032,-0.22389137005458565,-0.8799566923805657,-0.5479316100509767,0.0
2018-10-05,1.0,-0.9218118091129684,-0.9239237889817561,-0.21020940055720322,-0.8863575087624698,-0.5512267457535724,0.0
2018-10-08,1.0,-0.9200376715400483,-0.919768589111131,-0.20593775226477712,-0.8892277334290071,-0.5497354022782311,0.0
2018-10-09,1.0,-0.9184497375857893,-0.9206477369577896,-0.20073565693266945,-0.8922531736419504,-0.5536266989638003,0.0
2018-10-10,1.0,-0.9205651491365777,-0.9189055842117066,-0.20282574568288855,-0.893339313747477,-0.5496299618748598,0.0
2018-10-11,1.0,-0.8794313870841146,-0.9129638512187677,-0.12396982514280731,-0.8839663367200105,-0.5602407011729822,0.0
2018-10-12,1.0,-0.9114379935780612,-0.9155167925019527,-0.11876247504990019,-0.8645318059533108,-0.5288987242905493,0.0
2018-10-15,1.0,-0.8912845429699362,-0.9583965988460371,-0.08329356643963386,-0.8685089583965988,-0.5367229187453907,0.0
2018-10-16,1.0,-0.8890865697548275,-0.9675851594706011,-0.0766760685615101,-0.8690388370579302,-0.5369494467346496,0.0
2018-10-17,1.0,-0.8732712992999829,-0.9264555233054464,-0.06086733822776166,-0.8646491377838484,-0.5431534915485744,0.0
2018-10-18,1.0,-0.8719689207650273,-0.9242230191256829,-0.06211577868852459,-0.8672728825136612,-0.5435450819672131,0.0
2018-10-19,1.0,-0.867291145678803,-0.9131522061628449,-0.04831941677616242,-0.8710210655702962,-0.538761497054211,0.0
2018-10-22,1.0,-0.8683954069742807,-0.9078005169272488,-0.043938816151857976,-0.874581585526037,-0.542392271513919,0.0
2018-10-23,1.0,-0.8704935395043423,-0.9070535903410294,-0.049015039186613006,-0.870112264350773,-0.5397585257360729,0.0
2018-10-24,1.0,-0.8736717327801532,-0.9034333855467592,-0.040345455315185644,-0.8734600567291817,-0.5426527242707759,0.0
2018-10-25,1.0,-0.8471714391356149,-0.8526765539624502,-0.03257877654985415,-0.8724374512140011,-0.5034715089766238,0.0
2018-10-26,1.0,-0.8355105196760672,-0.8404346233671103,-0.021690473283685344,-0.875798640784601,-0.4960729255687136,0.0
2018-10-29,1.0,-0.8323664246014038,-0.8439287597874154,-0.011846322366018906,-0.8736257048967504,-0.49519250273844784,0.0
2018-10-30,1.0,-0.8331237067391569,-0.8439160952651438,-0.012293585426218202,-0.8735748772670102,-0.494421227735627,0.0
